Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33),SX(667),NO2X(206)
2.236435555948469e-12,0.10504946994334764,0.0,26.08277694532536,0.031044741797834657,0.31917655248227683,0.35034146015992257,0.20686923657931536,0.09175115469449473,0.0,8.80703565784044e-21,4.85579331354083e-07,1.3359571206518203e-19,0.0,1.769187260076985e-32,8.206972790284276e-11,2.760518528663393e-23,1.7971419618423357e-22,1.1860927257807703e-31,1.023577977562362e-11,6.333257212729952e-14,1.5269423670541047e-50,3.4374399568155433e-10,2.5683704266920354e-33,4.459062190025369e-22,7.703258498025072e-40,4.851570560331249e-07,1.079961429077071e-34,0.0002670152188847694,0.00014730553659012184,0.00014262601895793453,0.00012242289057475005,9.224136699241394e-05,5.055657818802567e-05,5.735603050482776e-05,3.16825943162585e-05,3.4909409075933185e-10,1.2730712759618913e-06,1.830674128612937e-05,6.15965027844341e-08,1.5968645774437997e-05,3.255091336490828e-06,3.927252740088946e-14,3.576107151941786e-05,1.6183725108678056e-11,2.1506078607961124e-09,5.107310635649628e-09,1.7837131787855026e-07,2.042350971041366e-05
2.2480365340080132e-12,0.10504946994334764,0.0,26.082772404572342,0.031044593006542245,0.3191753664438991,0.3503407433222759,0.20686855914687013,0.09175046710351566,0.0,9.018479591605535e-21,4.88097647249567e-07,1.3568499820710105e-19,0.0,1.8249406403072586e-32,8.348216348417595e-11,2.818081535315918e-23,1.815824416197596e-22,1.2046431440651828e-31,1.0342101820125626e-11,6.36609841796649e-14,1.566952778159872e-50,3.4552675868977733e-10,2.6085395755278036e-33,4.552225517403127e-22,7.946011032923207e-40,4.876697375401051e-07,1.1025306361659865e-34,0.0002677028976325754,0.00014800375591502118,0.00014349918404151304,0.00012303129320508373,9.265568446137033e-05,5.081776472742215e-05,5.7680854955745506e-05,3.1791040411696024e-05,3.509297448818972e-10,1.2866589919114145e-06,1.838588294519074e-05,6.256582606845021e-08,1.611544849242841e-05,3.2890765505518642e-06,4.014668535010762e-14,3.594325253226193e-05,1.6267338159170863e-11,2.161785520965491e-09,5.10524603174988e-09,1.8029045140396026e-07,2.0529426410832238e-05
2.2596375120675574e-12,0.10504946994334764,0.0,26.082767868224,0.031044444296740366,0.31917418063180153,0.3503400267520253,0.20686788231673905,0.09174978400399215,0.0,9.233801831397412e-21,4.906159579932578e-07,1.3779595537081312e-19,0.0,1.8821502334723063e-32,8.491188095993385e-11,2.876539573766196e-23,1.8346033973957516e-22,1.2233859472915237e-31,1.0448971721346605e-11,6.398939515704961e-14,1.607797482328367e-50,3.47309543397551e-10,2.6491253152914174e-33,4.646840239881305e-22,8.195103816066185e-40,4.901823681974815e-07,1.125451605315647e-34,0.00026838608756037064,0.0001487013351434426,0.00014437353233864712,0.00012363942869808532,9.306940056930406e-05,5.107894037721365e-05,5.80059268157643e-05,3.1899073182764225e-05,3.52765654746284e-10,1.300321923745423e-06,1.8464882979421843e-05,6.354531512218092e-08,1.6262752885554808e-05,3.3232388136249272e-06,4.1035848777369553e-14,3.612538772284028e-05,1.6350947604984954e-11,2.172962725100986e-09,5.103185079605761e-09,1.8221951770745475e-07,2.0635342857714074e-05
2.2712384901271017e-12,0.10504946994334764,0.0,26.08276333625203,0.03104429566831237,0.3191729950457808,0.35033931044905325,0.20686720608804945,0.09174910536661442,0.0,9.453051000166865e-21,4.931342635870772e-07,1.3992869547959004e-19,0.0,1.9408462978338778e-32,8.635900895158016e-11,2.9359018594512055e-23,1.8534789045083035e-22,1.2423221272925461e-31,1.0556389456445713e-11,6.431780506040915e-14,1.6494894577319742e-50,3.4909235014815467e-10,2.690129793697648e-33,4.742921330339435e-22,8.450668584821192e-40,4.926949478859513e-07,1.1487279689940719e-34,0.000269064817979288,0.00014939827486432444,0.00014524906143661062,0.00012424729717102132,9.348251618800618e-05,5.1340105138670515e-05,5.8331245580268836e-05,3.200669461060086e-05,3.5460182034652544e-10,1.3140601129774406e-06,1.8543741695284954e-05,6.453502383721984e-08,1.6410557049252256e-05,3.35757812308726e-06,4.194020080443462e-14,3.630747692808025e-05,1.6434553553988276e-11,2.1841394731217157e-09,5.101127789787775e-09,1.8415851636104128e-07,2.0741259051175808e-05
2.2816793703806915e-12,0.10504946994334764,0.0,26.082759261195825,0.03104416197220569,0.3191719282114899,0.3503386660048048,0.20686659799574103,0.09174849838403866,0.0,9.653773212873394e-21,4.954007342199624e-07,1.4186687850318622e-19,0.0,1.9949690747237674e-32,8.767641674499245e-11,2.9901087022964284e-23,1.8705493898022696e-22,1.2595308461781959e-31,1.0653533797124905e-11,6.461337305592977e-14,1.6877474868145152e-50,3.506968953534365e-10,2.7273936208729166e-33,4.830660492968362e-22,8.686320949381731e-40,4.949562259290318e-07,1.1699835758370525e-34,0.0002696718865475871,0.0001500249743205018,0.00014603804522298557,0.00012479415059138627,9.385380754606163e-05,5.157514411550414e-05,5.8624243155063785e-05,3.21032038272299e-05,3.562545880359564e-10,1.32648886256622e-06,1.8614593965225537e-05,6.543454404018317e-08,1.6544006533614486e-05,3.3886348739247815e-06,4.276725632695873e-14,3.6471317760788836e-05,1.6509795950340604e-11,2.1941981563530515e-09,5.0992793685840216e-09,1.8591210695529606e-07,2.083658340871336e-05
2.2921202506342814e-12,0.10504946994334764,0.0,26.082755189641368,0.03104402834183305,0.3191708615600085,0.35033802177687146,0.20686599038925998,0.09174789497111686,0.0,9.857751755933342e-21,4.976672006844069e-07,1.4382287797071303e-19,0.0,2.0503435038348204e-32,8.900812584200602e-11,3.0450622719880854e-23,1.8876980596669015e-22,1.2768977266615939e-31,1.0751121848099239e-11,6.490894018295747e-14,1.7267120764332283e-50,3.5230145894006224e-10,2.7649999316376054e-33,4.919610626270191e-22,8.927422907177796e-40,4.972174625050014e-07,1.1915326838480728e-34,0.0002702753875995837,0.00015065115668077135,0.00014682798176578933,0.0001253407879058555,9.422461384672213e-05,5.181017427473791e-05,5.891743994718326e-05,3.219938288454512e-05,3.5790756286221785e-10,1.3389786342442483e-06,1.868533223777029e-05,6.634242512886326e-08,1.6677857921137448e-05,3.4198350278231927e-06,4.360689945787822e-14,3.6635121095055394e-05,1.6585035495373163e-11,2.2042564701935104e-09,5.0974339290597e-09,1.8767374209563034e-07,2.093190756115955e-05
2.3025611308878713e-12,0.10504946994334764,0.0,26.082751121568414,0.03104389477711008,0.3191697950911888,0.3503373777651677,0.2068653832679728,0.0917472951068774,0.0,1.006502271845959e-20,4.999336629818107e-07,1.4579677548225681e-19,0.0,2.106992626483354e-32,9.035423079120565e-11,3.100769383987447e-23,1.9049249134336684e-22,1.294423491769775e-31,1.0849153592723264e-11,6.520450644218592e-14,1.7663929670844927e-50,3.539060411567362e-10,2.8029502916344893e-33,5.009782804043215e-22,9.174074774428543e-40,4.99478657528112e-07,1.2133779797046425e-34,0.00027087534210772064,0.00015127682237336772,0.00014761886932570056,0.00012588720919980807,9.45949357229001e-05,5.204519561729435e-05,5.92108355899737e-05,3.229523320787038e-05,3.5956074482093324e-10,1.3515294580012505e-06,1.87559567352419e-05,6.725870640970003e-08,1.6812109842183622e-05,3.4511785824233603e-06,4.445926652437821e-14,3.679888681260915e-05,1.6660272254269045e-11,2.214314414597918e-09,5.095591477935672e-09,1.894434214711291e-07,2.1027231508598855e-05
2.313002011141461e-12,0.10504946994334764,0.0,26.082747056956844,0.03104376127795263,0.3191687288048832,0.3503367339696083,0.2068647766312468,0.09174669877047194,0.0,1.0275622392147977e-20,5.022001211135717e-07,1.4778865264048437e-19,0.0,2.164939800398051e-32,9.171482638811343e-11,3.1572368845099035e-23,1.9222299504366296e-22,1.312108864523775e-31,1.0947629014353276e-11,6.550007183430788e-14,1.8067999883465002e-50,3.555106422516774e-10,2.8412462664933316e-33,5.101188150150038e-22,9.42637824485096e-40,5.017398109129989e-07,1.235522162274968e-34,0.0002714717709211188,0.00015190197182617836,0.00014841070616952162,0.00012643341455858867,9.496477380668193e-05,5.228020814409481e-05,5.950442971716334e-05,3.239075621660338e-05,3.6121413390771736e-10,1.364141363740756e-06,1.8826467679620297e-05,6.818342719518851e-08,1.694676093299833e-05,3.4826655352253838e-06,4.5324494752680174e-14,3.6962614795371394e-05,1.6735506221515387e-11,2.2243719895924053e-09,5.093752021638914e-09,1.9122114477120413e-07,2.1122555251115576e-05
2.323442891395051e-12,0.10504946994334764,0.0,26.082742995786642,0.031043627844276757,0.31916766270094377,0.35033609039010777,0.20686417047845004,0.09174610594117472,0.0,1.0489587271051901e-20,5.044665750810881e-07,1.4979859105066537e-19,0.0,2.224208702594308e-32,9.309000767495239e-11,3.214471650522e-23,1.93961317001241e-22,1.3299545679386336e-31,1.1046548096347304e-11,6.579563636001524e-14,1.8479430592842348e-50,3.5711526247262207e-10,2.8798894218308954e-33,5.193837838512733e-22,9.684436402171916e-40,5.040009225746788e-07,1.257967942617279e-34,0.00027206469476630333,0.00015252660546674352,0.00014920349057015407,0.000126979404067508,9.533412872932884e-05,5.2515211856059545e-05,5.9798221962861725e-05,3.248595332423959e-05,3.62867730118177e-10,1.376814381280198e-06,1.8896865292543004e-05,6.91166268038344e-08,1.7081809835685444e-05,3.514295883588802e-06,4.6202722270381795e-14,3.712630492545537e-05,1.6810737312012272e-11,2.2344291952833643e-09,5.0919155663105894e-09,1.9300691168558598e-07,2.121787878879387e-05
2.333883771648641e-12,0.10504946994334764,0.0,26.082738938037938,0.031043494475998735,0.3191665967792231,0.35033544702658065,0.20686356480895154,0.09174551659838182,0.0,1.0706954051353211e-20,5.067330248857577e-07,1.5182667232069506e-19,0.0,2.2848233322649108e-32,9.44798699404106e-11,3.2724805897384567e-23,1.9570745715001794e-22,1.3479613250234058e-31,1.114591082206512e-11,6.6091200019999e-14,1.8898321888544485e-50,3.5871990206682424e-10,2.918881323250963e-33,5.287743093107985e-22,9.948353732711241e-40,5.062619924285485e-07,1.2807180439791581e-34,0.00027265413424792457,0.00015315072372225702,0.00014999722080657365,0.00012752517781184256,9.570300112127822e-05,5.275020675410765e-05,6.009221196155953e-05,3.258082593839598e-05,3.645215334479102e-10,1.3895485403510148e-06,1.896714979530564e-05,7.005834456010998e-08,1.721725519818332e-05,3.5460696247328065e-06,4.7094088108794086e-14,3.728995708516612e-05,1.688596560679763e-11,2.2444860316098683e-09,5.090082117815441e-09,1.9480072190431627e-07,2.13132021217177e-05
2.3443246519022308e-12,0.10504946994334764,0.0,26.08273488369095,0.031043361173035033,0.3191655310395738,0.3503348038789418,0.20686295962212106,0.09174493072161038,0.0,1.0927759631130074e-20,5.089994705289773e-07,1.5387297806111664e-19,0.0,2.3468080136846048e-32,9.588450871940646e-11,3.3312706406192037e-23,1.974614154241632e-22,1.3661298587811644e-31,1.1245717174868225e-11,6.638676281494924e-14,1.9324774763106264e-50,3.6032456128105844e-10,2.9582235363443446e-33,5.382915187962232e-22,1.0218236138025273e-39,5.08523020390383e-07,1.3037752017968678e-34,0.00027324010984947495,0.00015377432701956623,0.00015079189516380625,0.00012807073587683488,9.60713916121444e-05,5.298519283915716e-05,6.038639934812814e-05,3.2675375460834815e-05,3.661755438925073e-10,1.402343870598754e-06,1.9037321408862267e-05,7.100861979440985e-08,1.7353095674240758e-05,3.5779867557364445e-06,4.799873220527584e-14,3.745357115700038e-05,1.6961191132496367e-11,2.2545424985658863e-09,5.088251681747417e-09,1.9660257511774025e-07,2.140852524997086e-05
2.3547655321558206e-12,0.10504946994334764,0.0,26.08273083272603,0.031043227935302353,0.3191644654818487,0.35033416094710584,0.2068623549173292,0.09174434829049809,0.0,1.1152041110122304e-20,5.11265912012143e-07,1.5593758988514345e-19,0.0,2.4101873991271617e-32,9.730401979285416e-11,3.3908487723664e-23,1.992231917580963e-22,1.3844608922090067e-31,1.1345967138119853e-11,6.668232474555509e-14,1.9758891116079498e-50,3.619292403616208e-10,2.9979176266888942e-33,5.479365447146803e-22,1.0494190947604811e-39,5.10784006376334e-07,1.3271421636946795e-34,0.0002738226419340005,0.0001543974157851723,0.0001515875119329036,0.00012861607834769315,9.643930083072e-05,5.3220170112124916e-05,6.068078375781934e-05,3.276960328748718e-05,3.678297614475497e-10,1.4152004015831696e-06,1.910738035382588e-05,7.1967491843007e-08,1.7489329923393128e-05,3.610047273538828e-06,4.89167954055661e-14,3.761714702364641e-05,1.7036413771100572e-11,2.2645985962911854e-09,5.0864242634363525e-09,1.9841247101649968e-07,2.1503848173636994e-05
2.3652064124094105e-12,0.10504946994334764,0.0,26.082726785123626,0.031043094762717594,0.31916340010590044,0.3503335182309874,0.20686175069394733,0.09174376928480228,0.0,1.1379835789494307e-20,5.135323493366509e-07,1.5802058940868166e-19,0.0,2.474986471794267e-32,9.87384991874291e-11,3.4512219849214576e-23,2.0099278608648474e-22,1.402955148298063e-31,1.1446660695184968e-11,6.697788581250488e-14,2.020077375808248e-50,3.6353393955433055e-10,3.0379651598495212e-33,5.577105244773061e-22,1.0776326931624458e-39,5.130449503029293e-07,1.3508216894842027e-34,0.00027440175074481025,0.0001550199904452307,0.00015238406941091848,0.00012916120530959173,9.680672940497691e-05,5.345513857392671e-05,6.097536482626498e-05,3.286351080847656e-05,3.694841861086111e-10,1.4281181627783275e-06,1.9177326850468765e-05,7.293500004800865e-08,1.7625956610938478e-05,3.6422511749393413e-06,4.9848419466114493e-14,3.7780684567983816e-05,1.7111633605542455e-11,2.2746543247231496e-09,5.084599867957613e-09,2.0023040929152528e-07,2.159917089279958e-05
2.3756472926630004e-12,0.10504946994334764,0.0,26.082722740864323,0.03104296165519787,0.3191623349115821,0.3503328757305014,0.2068611469513477,0.09174319368439922,0.0,1.1611181171595578e-20,5.157987825038962e-07,1.6012205825035248e-19,0.0,2.541230548757041e-32,1.0018804317533482e-10,3.5123973089620636e-23,2.0277019834424195e-22,1.4216133500335005e-31,1.1547797829430266e-11,6.727344601648597e-14,2.0650526414849485e-50,3.65138659104532e-10,3.0783677013782087e-33,5.676146004987535e-22,1.1064754313746983e-39,5.153058520870691e-07,1.3748165511637132e-34,0.0002749774564061798,0.00015564205142555107,0.00015318156590088129,0.0001297061168476708,9.71736779620673e-05,5.3690098225477234e-05,6.127014218947664e-05,3.295709940814226e-05,3.711388178712569e-10,1.441097183572703e-06,1.924716111872298e-05,7.391118375731231e-08,1.776297440791387e-05,3.6745984565978492e-06,5.0793747056409334e-14,3.794418367308355e-05,1.718685069925325e-11,2.284709683818879e-09,5.082778500137176e-09,2.020563896340304e-07,2.16944934075419e-05
2.3860881729165903e-12,0.10504946994334764,0.0,26.082718699928805,0.031042828612660486,0.3191612698987468,0.3503322334455627,0.20686054368890333,0.09174262146928358,0.0,1.184611495971855e-20,5.180652115152737e-07,1.622420780315143e-19,0.0,2.6089452839107516e-32,1.016527482740699e-10,3.5743818058991976e-23,2.0455542846652533e-22,1.44043622039453e-31,1.1649378524224154e-11,6.756900535818485e-14,2.1108253731280181e-50,3.667433992570959e-10,3.119126816814019e-33,5.776499201967045e-22,1.1359584783985115e-39,5.175667116460266e-07,1.3991295329174828e-34,0.0002755497789240527,0.00015626359915159817,0.0001539799997117756,0.0001302508130470364,9.754014712832469e-05,5.3925049067690005e-05,6.156511548384529e-05,3.305037046506278e-05,3.727936567310442e-10,1.4541374932692859e-06,1.9316883378180724e-05,7.489608232456192e-08,1.7900381991071663e-05,3.707089115034904e-06,5.175292176130355e-14,3.810764422220761e-05,1.7262064893536314e-11,2.294764673759354e-09,5.080960164556899e-09,2.0389041173550395e-07,2.178981571794711e-05
2.397453769200081e-12,0.10504946994334764,0.0,26.082714304856214,0.031042683860736317,0.31916011076719697,0.35033153452038895,0.2068598875424902,0.09174200239989806,0.0,1.210597966307667e-20,5.20532366315856e-07,1.6457104504038352e-19,0.0,2.684359534538764e-32,1.0326452569344493e-10,3.6427842217248804e-23,2.0650765788026934e-22,1.4611142102282233e-31,1.1760460110582229e-11,6.789074048472661e-14,2.161570946740732e-50,3.684902899200168e-10,3.1639030148575935e-33,5.887245797235842e-22,1.1687938802387467e-39,5.200277603510991e-07,1.4259607423390403e-34,0.0002761689676619335,0.00015693961245533,0.00015485021185060913,0.00013084350658952115,9.793852909348715e-05,5.418079875623805e-05,6.188643594212865e-05,3.315154287979411e-05,3.7459529489749946e-10,1.468402448032823e-06,1.9392653647653988e-05,7.597816314321211e-08,1.805040088939074e-05,3.7426203517431145e-06,5.2812957719350845e-14,3.828553799392691e-05,1.7343937402360667e-11,2.305709782887715e-09,5.078984236744147e-09,2.05896008712932e-07,2.1893580194343523e-05
