Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33)
1.2269672249360052e-10,0.045450764422602166,0.0,11.260937234519657,0.03060205424193688,0.3109545627683502,0.34591396552750686,0.2017510764535699,0.09071853681535896,0.0,1.1558806285328769e-29,8.937526721621186e-15,1.8359878027573433e-37,0.0,1.8628785426390668e-52,2.1324351573287538e-08,1.0918135836384976e-39,6.760722120949995e-43,8.346749061059774e-65,5.1816971586952805e-20,6.123069363666238e-32,8.116032400541512e-104,2.9752993642290306e-22,6.992158077895297e-71,1.984387203472213e-36,2.6520324141156666e-69,8.040016882912629e-15,8.283144886445939e-63,0.0016199456540844552,0.0057138372886979556,0.003509342467995589,0.004570826612024473,0.003457351517474526,0.0018037921711242192,0.001817924197764296,6.424847855545184e-06,3.0527466024124672e-18,4.933126441775758e-06,0.0008720430008612754,2.1326881386087316e-07,0.0005917127565540808,4.937867495043224e-06,4.1799856586673657e-10,0.0005142863791774019,2.978640841389562e-19,3.6540475990178866e-11,1.5058239254095741e-12
1.2300647661183154e-10,0.045450764422602166,0.0,11.26088448279476,0.030602476266579873,0.3109335339030565,0.34590251647329284,0.20173871156639678,0.0907193592318885,0.0,1.1646049341383363e-29,8.959941883476718e-15,1.8529254198068807e-37,0.0,1.890851163861167e-52,2.146453489667484e-08,1.102611482251961e-39,6.794664677429412e-43,8.409717861484226e-65,5.207762622243948e-20,6.138332595990082e-32,8.218444200408402e-104,2.987009751542375e-22,7.0449076931686356e-71,2.0040124405275935e-36,2.691819146259324e-69,8.058061079668932e-15,8.366722083109547e-63,0.0016199508159458152,0.00572804982305724,0.003516200232304751,0.004582275666238538,0.0034652290136309373,0.0018082795619496854,0.0018224202047292192,6.424562043257162e-06,3.067472968768309e-18,4.957859394458581e-06,0.000874463618945703,2.1485412891031048e-07,0.0005931810551834577,4.9618076876416e-06,4.218690430653862e-10,0.0005137138019590507,2.994051369128391e-19,3.6727007742967697e-11,1.510551948514852e-12
1.2331623073006255e-10,0.045450764422602166,0.0,11.260831744320587,0.030602901049698063,0.3109125066055572,0.34589106786704504,0.2017263510080634,0.09072018172590621,0.0,1.1733724890066993e-29,8.982356303437864e-15,1.8699721892893447e-37,0.0,1.9191708280357473e-52,2.1605251098499477e-08,1.1134879502735052e-39,6.828691129783627e-43,8.473000581571068e-65,5.233892847401504e-20,6.15359489299852e-32,8.321884503900178e-104,2.9987299083379343e-22,7.097920282184013e-71,2.0237804766131308e-36,2.732098881174123e-69,8.076094748947372e-15,8.450928279907025e-63,0.0016199559585114885,0.005742261304442282,0.0035230540396051606,0.00459372427248635,0.003473102497964816,0.0018127666357574577,0.001826915749227888,6.424276601749877e-06,3.082231340678034e-18,4.9826531682013636e-06,0.0008768846153029791,2.1644711315041309e-07,0.0005946491820752395,4.9858011681599586e-06,4.2576466726861933e-10,0.0005131379138607409,3.00951722289335e-19,3.6914011182865794e-11,1.5152825857693954e-12
1.2362598484829357e-10,0.045450764422602166,0.0,11.260779019009616,0.03060332855188552,0.3108914808756954,0.345879619708731,0.20171399477651186,0.09072100429674695,0.0,1.1821833947623485e-29,9.004769981533653e-15,1.8871284988929777e-37,0.0,1.9478409346218592e-52,2.1746500823851583e-08,1.1244433518182097e-39,6.862801470029275e-43,8.536597982565756e-65,5.2600878295934283e-20,6.168856255018975e-32,8.426360998164224e-104,3.0104597926882305e-22,7.151196482644565e-71,2.0436919734911726e-36,2.7728764391777136e-69,8.094117896589676e-15,8.535766601707718e-63,0.00161996108245624,0.005756471732955345,0.0035299039350835818,0.004605172430800321,0.003480971972421921,0.001817253392659671,0.0018314108313081375,6.423991529593945e-06,3.0970216944994518e-18,5.0075077554221165e-06,0.0008793059842991738,2.1804778355435382e-07,0.0005961171372352976,5.0098479100044616e-06,4.2968553151838326e-10,0.0005125587599460559,3.0250385216008495e-19,3.710148633051873e-11,1.5200157787354422e-12
1.2393573896652459e-10,0.045450764422602166,0.0,11.260726306774826,0.030603758733960536,0.310870456713315,0.34586817199831854,0.20170164286968545,0.09072182694376478,0.0,1.1910377529906147e-29,9.027182917793103e-15,1.904394736466629e-37,0.0,1.9768649074566916e-52,2.188828471952151e-08,1.1354780516907956e-39,6.896995690186597e-43,8.600510825577024e-65,5.286347564246813e-20,6.184116682378722e-32,8.531881408064441e-104,3.0221993629945457e-22,7.2047369321389074e-71,2.063747594177356e-36,2.814156675049504e-69,8.112130528434301e-15,8.621240180899909e-63,0.0016199661884362332,0.005770681108698567,0.003536749963671018,0.004616620141212773,0.003488837438946998,0.0018217398327683388,0.0018359054510177233,6.423706825370002e-06,3.1118440066054513e-18,5.032423148539706e-06,0.0008817277203306428,2.1965615708617735e-07,0.0005975849206689427,5.03394788664551e-06,4.336317289547921e-10,0.0005119763850239557,3.0406153972260064e-19,3.728943316104314e-11,1.5247515145166617e-12
1.242454930847556e-10,0.045450764422602166,0.0,11.260673607529707,0.030604191556965966,0.3108494341182596,0.3458567247357754,0.20168929528552845,0.09072264966633231,0.0,1.1999356652377642e-29,9.049595112245247e-15,1.921771290019227e-37,0.0,2.0062461948653865e-52,2.2030603434008197e-08,1.1465924153846406e-39,6.931273782279431e-43,8.664739871577011e-65,5.3126720467903725e-20,6.199376175404869e-32,8.638453496268849e-104,3.033948577984858e-22,7.258542268141225e-71,2.083948002938826e-36,2.8559444781849476e-69,8.130132650316447e-15,8.70735215738926e-63,0.0016199712770895304,0.005784889431773968,0.00354359217004237,0.004628067403755939,0.003496698899483784,0.001826225956195357,0.0018403996084043225,6.423422487668694e-06,3.126698253383994e-18,5.057399339973843e-06,0.0008841498178240888,2.2127225070081836e-07,0.0005990525323809283,5.058101071617447e-06,4.3760335281641903e-10,0.0005113908336484288,3.056247978534971e-19,3.7477851633016303e-11,1.5294897967686206e-12
1.2455524720298662e-10,0.045450764422602166,0.0,11.260620921188236,0.030604626982169453,0.3108284130903734,0.3458452779210693,0.20167695202198646,0.09072347246384024,0.0,1.2088772330109896e-29,9.072006564919096e-15,1.939258547719274e-37,0.0,2.0359882697710712e-52,2.2173457617527325e-08,1.1577868090807984e-39,6.965635738335222e-43,8.729285881401305e-65,5.339061272654429e-20,6.214634734424379e-32,8.746085063337145e-104,3.0457073967117735e-22,7.312613128011296e-71,2.1042938652924496e-36,2.898244772750086e-69,8.148124268068053e-15,8.794105678597235e-63,0.0016199763490365806,0.0057990967022834485,0.0035504305986161218,0.004639514218461956,0.003504556355975004,0.0018307117630525,0.0018448933035155354,6.423138515090652e-06,3.1415844112381e-18,5.082436322145082e-06,0.000886572271236616,2.2289608134411972e-07,0.0006005199723754515,5.082307438518211e-06,4.4160049644058993e-10,0.0005108021501181724,3.0719363743139715e-19,3.7666741755345925e-11,1.5342305788289136e-12
1.2486500132121763e-10,0.045450764422602166,0.0,11.2605682476649,0.030605064971063682,0.3108073936295008,0.34583383155416836,0.2016646130770061,0.09072429533569702,0.0,1.2178625577784006e-29,9.094417275843677e-15,1.9568568978943415e-37,0.0,2.066094629805057e-52,2.2316847922019184e-08,1.1690615996470157e-39,7.000081550385032e-43,8.794149615749019e-65,5.365515237270921e-20,6.229892359764055e-32,8.854783947808243e-104,3.05747577855047e-22,7.366950148994594e-71,2.124785848003028e-36,2.94106251783634e-69,8.1661053875178e-15,8.881503899459524e-63,0.001619981404880688,0.00581330292032879,0.003557265293554046,0.004650960585362877,0.0035124098103623785,0.001835197253451424,0.001849386536398884,6.422854906246474e-06,3.1565024565858436e-18,5.107534087474821e-06,0.0008889950750557848,2.245276659528509e-07,0.0006019872406561581,5.106566961009023e-06,4.4562325326367824e-10,0.0005102103784762952,3.0876807163224595e-19,3.78561035001368e-11,1.5389738508505087e-12
1.2517475543944865e-10,0.045450764422602166,0.0,11.260515586874682,0.03060550548536658,0.3107863757354863,0.3458223856350406,0.201652278448535,0.09072511828132815,0.0,1.2268917409690123e-29,9.116827245048001e-15,1.9745667290305818e-37,0.0,2.0965687974172257e-52,2.2460775001156242e-08,1.1804171546367534e-39,7.034611210463525e-43,8.85933183518287e-65,5.3920339360733965e-20,6.245149051750542e-32,8.964558026287783e-104,3.0692536831966346e-22,7.42155396822232e-71,2.145424619081518e-36,2.9844027076155773e-69,8.184076014491123e-15,8.969549982424483e-63,0.0016199864452084765,0.005827508086011658,0.0035640962987609475,0.004662406504490663,0.0035202592645866178,0.0018396824275036677,0.0018538793071018135,6.4225716597567205e-06,3.171452365860341e-18,5.132692628385299e-06,0.00089141822379966,2.2616702145472555e-07,0.000603454337226144,5.130879612814044e-06,4.4967171682140135e-10,0.00050961556251005,3.1034811535040015e-19,3.804593684023994e-11,1.5437196022526038e-12
1.2548450955767966e-10,0.045450764422602166,0.0,11.26046293873307,0.03060594848702157,0.3107653594081746,0.345810940163654,0.20163994813452218,0.09072594130017599,0.0,1.2359648839727347e-29,9.13923647256109e-15,1.992388429772251e-37,0.0,2.127414319986619e-52,2.2605239510350426e-08,1.1918538422882056e-39,7.069224710608996e-43,8.924833300129248e-65,5.418617364497012e-20,6.260404810710336e-32,9.075415213535597e-104,3.0810410706644147e-22,7.476425222711473e-71,2.1662108477832503e-36,3.028270371495409e-69,8.202036154810192e-15,9.058247097451565e-63,0.001619991470590335,0.005841712199433595,0.003570923657884415,0.004673851975877188,0.003528104720587424,0.001844167285320652,0.001858371615671692,6.42228877425187e-06,3.1864341155097417e-18,5.157911937299595e-06,0.0008938417120168577,2.2781416476841962e-07,0.0006049212620879583,5.155245367720056e-06,4.5374598074911864e-10,0.0005090177457505873,3.1193377801988377e-19,3.8236241771524466e-11,1.5484677994487107e-12
1.2610401779414172e-10,0.045450764422602166,0.0,11.26035768006011,0.030606841801289725,0.31072333145304026,0.34578805056397766,0.20161530044167225,0.09072758755537201,0.0,1.2542434547835675e-29,9.184052702629596e-15,2.0283689954366586e-37,0.0,2.190233744824105e-52,2.289578344929687e-08,1.2149720919468353e-39,7.138703199272119e-43,9.056797007583882e-65,5.471978391956326e-20,6.290913530855035e-32,9.300410764670837e-104,3.104644135701383e-22,7.58697258497138e-71,2.2082283612889683e-36,3.117608416300149e-69,8.237924998758007e-15,9.237607141075968e-63,0.00162000147871923,0.005870117269900284,0.0035845676111841457,0.004696741575553501,0.0035437836456725315,0.0018531360526939345,0.0018673548466013898,6.421724080768349e-06,3.2164930418009576e-18,5.208532828836132e-06,0.0008986896852186955,2.3113188246088855e-07,0.0006078545966945527,5.204136082293332e-06,4.6197228475597857e-10,0.0005078132826948607,3.151220079239063e-19,3.861826635530354e-11,1.5579714327496404e-12
1.2666157520695756e-10,0.045450764422602166,0.0,11.260262989675084,0.03060765391371339,0.31068551164999053,0.34576745145522614,0.2015931322530005,0.09072906943018225,0.0,1.2708455274167184e-29,9.224384773398257e-15,2.061138000685207e-37,0.0,2.2480773627681624e-52,2.3159117616094778e-08,1.2360596984931825e-39,7.201520492300262e-43,9.176663789754696e-65,5.520224646212384e-20,6.318368191306167e-32,9.506691177825928e-104,3.125918930794238e-22,7.68738622781778e-71,2.2465551679000466e-36,3.1998678000026835e-69,8.27018915229502e-15,9.401289664753363e-63,0.001620010440325077,0.005895678235604256,0.00359683513214791,0.004717340684305013,0.0035578810237635256,0.0018612068629206705,0.0018754381744167292,6.421217077665163e-06,3.243654733580513e-18,5.254299381797501e-06,0.0009030539680378171,2.3414463224427707e-07,0.0006104940106130206,5.2483190763142005e-06,4.694651370281582e-10,0.000506719434685659,3.1801077338229436e-19,3.8963701015131115e-11,1.5665329966229852e-12
1.272191326197734e-10,0.045450764422602166,0.0,11.26016833898006,0.030608473503622915,0.3106476969206546,0.34574685379666453,0.2015709780113256,0.09073055153426099,0.0,1.287591604871807e-29,9.26471444153845e-15,2.09427551482887e-37,0.0,2.307180490745388e-52,2.3424203329465618e-08,1.2574159328967346e-39,7.264609303490525e-43,9.297576747313983e-65,5.568680553521853e-20,6.345819833821338e-32,9.71660570683732e-104,3.147223842707857e-22,7.78867626258625e-71,2.2853702021563487e-36,3.283916044084517e-69,8.30241941947024e-15,9.56713117465489e-63,0.0016200193616797145,0.005921235793556767,0.0036090915068325872,0.004737938342866519,0.003571965477730969,0.0018692766502726318,0.0018835200056541975,6.4207112233060245e-06,3.270919222582466e-18,5.300262705293099e-06,0.000907419267371207,2.3718287724600893e-07,0.0006131328682119681,5.2926737195417515e-06,4.770430433021444e-10,0.0005056165293769547,3.209179375116137e-19,3.931066332626801e-11,1.5751022029726978e-12
1.2777669003258922e-10,0.045450764422602166,0.0,11.26007372750025,0.030609300357242908,0.31060988726413535,0.34572625758811026,0.20154883770472576,0.09073203386490582,0.0,1.304482277039413e-29,9.305041707219324e-15,2.12778381009876e-37,0.0,2.367564733110897e-52,2.369104447553577e-08,1.2790429673528288e-39,7.327969586541426e-43,9.419540310148536e-65,5.617346087320522e-20,6.373268460299053e-32,9.930201901695994e-104,3.1685586494901223e-22,7.89084640023849e-71,2.3246774119155747e-36,3.369783774682155e-69,8.334615834121232e-15,9.735150429366881e-63,0.0016200282455774715,0.0059467899443458785,0.0036213369804680147,0.004758534551420756,0.0035860370188509384,0.0018773454153954167,0.0018916003405873279,6.420206510060153e-06,3.2982863719947488e-18,5.346422755164419e-06,0.0009117855525360594,2.402467158113369e-07,0.0006157711694868656,5.337199861321501e-06,4.847065533019121e-10,0.00050450481135893,3.2384357825301564e-19,3.965915328239698e-11,1.5836788385951426e-12
1.2833424744540506e-10,0.045450764422602166,0.0,11.259979154766105,0.030610134263173373,0.31057208267953784,0.3457056628293814,0.20152671132129105,0.0907335164195578,0.0,1.321518133398739e-29,9.345366570609992e-15,2.1616651603512564e-37,0.0,2.429251964801469e-52,2.3959644959185764e-08,1.300942981167087e-39,7.391601295189704e-43,9.542558906719752e-65,5.666221221060938e-20,6.400714072636188e-32,1.0147527719887976e-103,3.1899231323692794e-22,7.993900350542104e-71,2.3644807579569746e-36,3.457502000300415e-69,8.366778430051561e-15,9.90536626619935e-63,0.0016200370946741337,0.0059723406885584755,0.003633571795573143,0.004779129310149576,0.003600095658389018,0.0018854131589334227,0.0018996791794888826,6.419702930399224e-06,3.325756045162351e-18,5.3927794872616155e-06,0.0009161527931729259,2.433362461920334e-07,0.0006184089144276705,5.381897351630134e-06,4.9245621782158e-10,0.0005033845225220934,3.2678775671036197e-19,4.000917067358685e-11,1.5922628940296161e-12
1.288918048582209e-10,0.045450764422602166,0.0,11.259884620313324,0.030610975012389817,0.3105342831659697,0.34568506952029704,0.2015045988491232,0.09073499919579504,0.0,1.3386997630173934e-29,9.385689031879562e-15,2.19592184106085e-37,0.0,2.492264333458227e-52,2.4230008704142173e-08,1.3231181607370934e-39,7.455504383210388e-43,9.666636964065062e-65,5.715305928212366e-20,6.428156672728009e-32,1.0368631528041351e-103,3.211317075715821e-22,8.097841822071839e-71,2.4047842139480364e-36,3.547102114792577e-69,8.398907241030841e-15,1.0077797601156502e-62,0.0016200459114934834,0.005997888026780277,0.0036457961919557505,0.004799722619233944,0.003614141407600315,0.0018934798815298537,0.0019077565226308575,6.419200476896887e-06,3.3533281055871435e-18,5.439332857443484e-06,0.0009205209592460469,2.4645156654671043e-07,0.0006210461030188805,5.426766041069299e-06,5.002925887312268e-10,0.0005022559020568994,3.2975059112764687e-19,4.036071526874329e-11,1.600854381107175e-12
1.2944936227103672e-10,0.045450764422602166,0.0,11.259790123682835,0.030611822398242953,0.31049648872254065,0.34566447766067704,0.20148250027633552,0.09073648219132617,0.0,1.3560277545511723e-29,9.426009091197102e-15,2.2305561293131385e-37,0.0,2.556624261552183e-52,2.4502139653065997e-08,1.3455706995340914e-39,7.519678804416842e-43,9.791778907799301e-65,5.76460018226077e-20,6.455596262468154e-32,1.059356210357284e-103,3.232740267004437e-22,8.202674522210708e-71,2.4455917664112197e-36,3.6386159003444945e-69,8.43100230079477e-15,1.0252463428907301e-62,0.0016200546984337033,0.006023431959595851,0.0036580104067125115,0.004820314478853963,0.003628174277729478,0.0019015455838267254,0.0019158323702844929,6.418699142228275e-06,3.3810024169276965e-18,5.486082821577424e-06,0.0009248900210436393,2.4959277494113784e-07,0.0006236827352395891,5.47180578085942e-06,5.082162189827177e-10,0.0005011191864537078,3.327320796485877e-19,4.071378726272767e-11,1.6094528858316155e-12
1.3000691968385256e-10,0.045450764422602166,0.0,11.259695664420784,0.030612676216457718,0.3104586993483626,0.34564388725034206,0.20146041559105293,0.09073796540398434,0.0,1.3735026962438375e-29,9.466326748731677e-15,2.265570303798212e-37,0.0,2.6223544485175676e-52,2.477604176763064e-08,1.368302798084721e-39,7.584124512660827e-43,9.917989162115966e-65,5.814103956708782e-20,6.483032843748644e-32,1.0822368636332974e-103,3.254192496776176e-22,8.30840215715106e-71,2.4869074146907508e-36,3.7320755304693236e-69,8.463063643045162e-15,1.0429382822756046e-62,0.001620063457773399,0.006048972487588624,0.0036702146742299724,0.004840904889188866,0.0036421942800107126,0.0019096102664648792,0.001923906722720278,6.418198919169479e-06,3.4087788429991063e-18,5.5330293355394046e-06,0.0009292599491780648,2.5275996934855743e-07,0.0006263188110635391,5.5170164228334715e-06,5.162276626155603e-10,0.0004999746095036545,3.357324211699393e-19,4.106838611808396e-11,1.6180587266520016e-12
1.305087213553868e-10,0.045450764422602166,0.0,11.259610682664054,0.0306134499855989,0.3104246932450798,0.3456253571200319,0.20144055123831006,0.09073930047932502,0.0,1.389356272004339e-29,9.502610587128066e-15,2.297409748189097e-37,0.0,2.682702174079703e-52,2.5024071307062542e-08,1.3890025347760142e-39,7.642357562386962e-43,1.0032495452000576e-64,5.858836471766975e-20,6.507723196230535e-32,1.1031649448312257e-103,3.2735241607971763e-22,8.404325260062033e-71,2.5245292358293957e-36,3.817879803816481e-69,8.49189005042371e-15,1.059055290366376e-62,0.0016200713193721577,0.006071956052139922,0.0036811902016438505,0.0048594350194989585,0.003654801289330515,0.001916867609559726,0.0019311723617241854,6.417749662953346e-06,3.4338648221274297e-18,5.575449211746541e-06,0.0009331936011894445,2.5563274325691093e-07,0.0006286908035598953,5.557852000006077e-06,5.235135011209332e-10,0.0004989379598514049,3.3844880127825566e-19,4.138883090064086e-11,1.6258097285829277e-12
1.3096034285976763e-10,0.045450764422602166,0.0,11.259534224384344,0.03061415057237939,0.31039409126168904,0.3456086810062247,0.2014226829232755,0.09074050219491256,0.0,1.4037270215774024e-29,9.535264378548925e-15,2.3263312923533546e-37,0.0,2.7379940126496905e-52,2.5248529679157206e-08,1.4078287696980795e-39,7.694955127284074e-43,1.0136296698408019e-64,5.89924080438682e-20,6.529942432402825e-32,1.122275094145655e-103,3.2909425033163287e-22,8.491280637360018e-71,2.558745959588311e-36,3.896493639649938e-69,8.517810509584202e-15,1.073719152976843e-62,0.0016200783784403208,0.006092638902979568,0.0036910615859118423,0.004876111133306196,0.0036661387006201194,0.0019233985130082257,0.0019377104016635193,6.417346093033577e-06,3.456512746819046e-18,5.61376316378847e-06,0.0009367344505198105,2.582363630999931e-07,0.000630825211430303,5.5947221869968195e-06,5.301322904704398e-10,0.0004979998285934454,3.409066492297401e-19,4.1678288476248306e-11,1.6327905840772146e-12
1.3141196436414847e-10,0.045450764422602166,0.0,11.259457789832194,0.030614855024001672,0.3103634926026621,0.34559200584297745,0.20140482369875692,0.09074170404948348,0.0,1.4181952297129442e-29,9.567916594460504e-15,2.355506136686682e-37,0.0,2.794226157587515e-52,2.5474157219703393e-08,1.4268423594238118e-39,7.74773060167969e-43,1.0240806725087623e-64,5.939782556282184e-20,6.552159698083514e-32,1.1416484272168832e-103,3.3083795354234304e-22,8.578829767207304e-71,2.5933031978494683e-36,3.976442648302251e-69,8.543708906496003e-15,1.088534289124647e-62,0.0016200854230879024,0.006113319520948658,0.0037009268516646683,0.0048927862965533865,0.0036774676892553084,0.001929928748594256,0.0019442474610689437,6.416943239925061e-06,3.4792274273570075e-18,5.652205993746654e-06,0.0009402758170649172,2.6085720626380073e-07,0.0006329592541848428,5.631704241442139e-06,5.368096828758163e-10,0.0004970569463509179,3.433769468490173e-19,4.1968747923041784e-11,1.6397757663614002e-12
1.3181842371809122e-10,0.045450764422602166,0.0,11.259389018831188,0.030615492248917558,0.3103359566514823,0.3455769990087063,0.20138875816388346,0.09074278583665275,0.0,1.4313002018322733e-29,9.597302241794705e-15,2.3819810716254534e-37,0.0,2.8456494654271158e-52,2.567822341558096e-08,1.444115756159034e-39,7.795380621047802e-43,1.03354736972577e-64,5.97638761485618e-20,6.572153553254307e-32,1.1593116754019024e-103,3.3240887566217886e-22,8.658133268516705e-71,2.6246976289653692e-36,4.049553089352555e-69,8.566998615243674e-15,1.1019981007057434e-62,0.0016200917517730589,0.006131930168271023,0.003709800458191664,0.004907793130824419,0.0036876565825754975,0.001935805389878924,0.0019501299762949844,6.416581281985473e-06,3.4997276565189935e-18,5.6869147119599935e-06,0.0009434634767778419,2.6323073393883514e-07,0.0006348795804700774,5.6650836729811964e-06,5.428696867461082e-10,0.0004962043886760732,3.4561089457627376e-19,4.223101784020021e-11,1.6460662186476072e-12
1.3222488307203398e-10,0.045450764422602166,0.0,11.259320266695195,0.030616132444977764,0.3103084233923179,0.3455619929442451,0.20137269998265303,0.09074386773498602,0.0,1.4444845951638773e-29,9.626686613104591e-15,2.4086630485784146e-37,0.0,2.897853904310835e-52,2.588323994039395e-08,1.461542732846404e-39,7.843174709490796e-43,1.0430718395334467e-64,6.013103961425372e-20,6.592145813869123e-32,1.1771922609484488e-103,3.3398129547320207e-22,8.737920736780669e-71,2.6563711892360043e-36,4.1237726306149224e-69,8.590270481024405e-15,1.1155860293611e-62,0.0016200980702970082,0.0061505390074418215,0.003718669291636209,0.0049227991952856915,0.0036978386627001406,0.001941681490715369,0.001956011697507415,6.416219899078302e-06,3.52028184703972e-18,5.721727785224629e-06,0.0009466515324521087,2.656182923366071e-07,0.0006367996109730405,5.698553597914774e-06,5.489776158155632e-10,0.000495348165166168,3.478549898896605e-19,4.2494098953722826e-11,1.6523603162205578e-12
1.3263134242597674e-10,0.045450764422602166,0.0,11.259251533258672,0.030616775537730838,0.3102808928248292,0.34554698764952574,0.20135664915048773,0.09074494974385758,0.0,1.4577486367877785e-29,9.656069708455615e-15,2.435552953499694e-37,0.0,2.950848830104631e-52,2.6089208367004172e-08,1.4791241558826043e-39,7.891112849206266e-43,1.0526542530533591e-64,6.049931585756958e-20,6.612136480657771e-32,1.1952921722693746e-103,3.355552054454126e-22,8.818193605502132e-71,2.688325453290747e-36,4.1991145301994576e-69,8.613524516828068e-15,1.1292988295901486e-62,0.0016201043793381445,0.0061691460386848985,0.003727533437450976,0.004937804490004995,0.003708013933961017,0.0019475570513495842,0.00196189262480959,6.4158590886015515e-06,3.540889946467383e-18,5.756645196462819e-06,0.0009498399733442835,2.680199192324994e-07,0.0006387193456732895,5.732113960016178e-06,5.551336869207636e-10,0.0004944883610641705,3.5010926203393235e-19,4.275799146614976e-11,1.6586577719441758e-12
1.330463690664368e-10,0.045450764422602166,0.0,11.2591813701939,0.030617435097745893,0.3102527847493798,0.3455316668697371,0.20134026757969736,0.09074605467257757,0.0,1.471374675841619e-29,9.68607081956631e-15,2.4632251088346387e-37,0.0,3.0057862368618587e-52,2.6300502013157153e-08,1.4972364234596442e-39,7.940210040732555e-43,1.062498609527841e-64,6.087650267074829e-20,6.632546863771872e-32,1.2140019781429485e-103,3.371638199110171e-22,8.900660797423873e-71,2.7212445253001376e-36,4.2772164646399135e-69,8.63725031337519e-15,1.1434302997258087e-62,0.0016201108122541707,0.0061881434007565106,0.0037365796714614995,0.0049531252697936085,0.003718396656841277,0.0019535558989829823,0.0019678966902948337,6.415491260999213e-06,3.56198799103398e-18,5.792406233656297e-06,0.0009530960061083779,2.704867228923196e-07,0.0006406792389970068,5.76647496049998e-06,5.614694151963182e-10,0.000493606827336275,3.5242157987966184e-19,4.302828328616254e-11,1.6650915520165955e-12
1.3346139570689688e-10,0.045450764422602166,0.0,11.259111226281,0.030618097523089808,0.3102246794795571,0.3455163468923392,0.20132389366140627,0.09074715971530958,0.0,1.4850842343273188e-29,9.716070600500254e-15,2.491115918135278e-37,0.0,3.0615677810435628e-52,2.6512791443779844e-08,1.51551154869236e-39,7.989457382632079e-43,1.072403738570532e-64,6.125484945036055e-20,6.652955586699269e-32,1.232944681035143e-103,3.3877397240669446e-22,8.983637087421382e-71,2.7544595884397516e-36,4.356516876142204e-69,8.660957547730544e-15,1.1576935578831231e-62,0.001620117236633739,0.006207138878353494,0.0037456211957930725,0.004968445247191407,0.0037287722899189504,0.001959554183918892,0.001973899928266431,6.4151240248176186e-06,3.583142130639613e-18,5.82827601763878e-06,0.0009563524181532752,2.7296827388552596e-07,0.0006426388238692407,5.800930132808711e-06,5.678557942813617e-10,0.0004927217376942189,3.5474456993468714e-19,4.329942084893637e-11,1.6715288768573024e-12
1.3383491968331094e-10,0.045450764422602166,0.0,11.259048112992424,0.030618696092004946,0.31019938713523026,0.3455025595986663,0.20130916367381174,0.09074815435076573,0.0,1.4974944455710303e-29,9.743069266097254e-15,2.516405376343646e-37,0.0,3.1125013579728275e-52,2.6704704725426692e-08,1.5320991721950978e-39,8.03390835327586e-43,1.0813704657143224e-64,6.159635323339976e-20,6.671322018515234e-32,1.2501940217695006e-103,3.4022441825351114e-22,9.058752287689022e-71,2.7846076125667107e-36,4.4289239173166603e-69,8.682278199380696e-15,1.1706438387055424e-62,0.0016201230118093944,0.006224233197161146,0.0037537546140966804,0.0049822325408643365,0.0037381043017113424,0.001964952159470462,0.0019793021350071162,6.414794015702039e-06,3.602228771508238e-18,5.860651786707658e-06,0.0009592835040672447,2.7521431191933934e-07,0.000644402186506524,5.832020255751289e-06,5.736470335306007e-10,0.0004919221897135613,3.5684441127975613e-19,4.354416772174026e-11,1.6773254694046146e-12
1.3420844365972501e-10,0.045450764422602166,0.0,11.258985014953918,0.03061929686364546,0.31017409706290777,0.34548877295482006,0.20129443987725992,0.09074914907769098,0.0,1.5099726789317692e-29,9.77006685435829e-15,2.5418733983203483e-37,0.0,3.16413448503169e-52,2.6897427200616832e-08,1.548820141055673e-39,8.078480916617251e-43,1.0903866987733245e-64,6.193879642186305e-20,6.689687106773088e-32,1.2676353351584016e-103,3.4167609802045684e-22,9.13428220411739e-71,2.8149979896490824e-36,4.502324111075201e-69,8.703583836883687e-15,1.1837021166232306e-62,0.00162012878104484,0.006241325989909409,0.0037618843532374454,0.0049960191847105,0.0037474305778441128,0.001970349679638292,0.0019847036716299604,6.41446448153049e-06,3.621360763672668e-18,5.893115612709272e-06,0.0009622148801172451,2.7747235703793965e-07,0.0006461652992566004,5.8631865666697835e-06,5.794796570153721e-10,0.0004911198967923685,3.589529447530395e-19,4.378959956215126e-11,1.6831248788460271e-12
