Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88),HNOX(526),H3NX(202),NX(608),OX(27),HNX(525),H2X(216),H2NX(201),CH2X(34),CHX(35),CX(33)
3.844174658457993e-12,0.045450764422602166,0.0,11.284183915929182,0.031038741204016222,0.31914088595660256,0.35034047398977763,0.20683566483184831,0.09156725301416803,0.0,1.8660239728318234e-34,2.818037315543365e-16,2.3877771751450552e-43,0.0,1.922743735572995e-61,8.799644368417471e-13,1.1572955781503187e-45,6.785448701513208e-46,2.616637025566501e-69,5.1380797614092907e-23,1.942855888385513e-33,2.516317138169848e-111,4.305851526240485e-25,2.1919839964181795e-75,2.1034421726899597e-42,2.752234515113118e-78,2.809043134375867e-16,8.129247261082389e-69,0.00045838744863320246,0.00018162086498856207,0.0001348462359273076,0.0001443181497620062,0.0001191928482191911,5.736250010953934e-05,5.810716888395146e-05,6.5735765200400846e-06,3.2779004535925674e-21,4.9225478842445505e-09,2.4607115469441022e-05,6.931328254529739e-12,1.5044464754627766e-05,5.22328316653371e-09,5.02056332607291e-16,4.0819676816468616e-05,3.927811555334396e-21,1.8262300667557772e-14,1.9518492633017737e-14
3.8665180798737765e-12,0.045450764422602166,0.0,11.284177124009574,0.03103853045973173,0.3191393244193907,0.3503396353983178,0.20683464101848395,0.09156505652569671,0.0,1.9069859075916046e-34,2.83441314668339e-16,2.4438658767051354e-43,0.0,1.9907460930722025e-61,8.955437026455288e-13,1.1844157920343257e-45,6.8644604251043586e-46,2.662518714642689e-69,5.197970456077721e-23,1.954143469987577e-33,2.590286497208672e-111,4.356155331483364e-25,2.230419563582215e-75,2.1527345002706828e-42,2.849570636203946e-78,2.82531185673655e-16,8.319868914117021e-69,0.0004606416394495566,0.00018267598026468793,0.00013563811967303745,0.00014515674122183084,0.00011988343371689485,5.7695727975777027e-05,5.844467237725413e-05,6.573813522241539e-06,3.3160595017891684e-21,4.979919923339489e-09,2.4750102542164984e-05,7.052835104018241e-12,1.515538647823213e-05,5.284122065355264e-09,5.139289384258504e-16,4.105623413823212e-05,3.9506788940290935e-21,1.8530402638015218e-14,1.9690756911935537e-14
3.88886150128956e-12,0.045450764422602166,0.0,11.284170336531242,0.03103831972572228,0.31913776289114026,0.35033879680945007,0.20683361723249047,0.09156286441535454,0.0,1.9485518513685668e-34,2.8507889386254683e-16,2.5009365012813797e-43,0.0,2.0607405704705696e-61,9.113058407628427e-13,1.2120096358523105e-45,6.9439285110634375e-46,2.7089335222394084e-69,5.2582080566087276e-23,1.965430995717985e-33,2.6659850761678856e-111,4.406749296198049e-25,2.26930172966397e-75,2.2028876734147846e-42,2.949758077521714e-78,2.8415799007617215e-16,8.513823117133063e-69,0.00046289145728418464,0.00018373108960384148,0.00013642999017082427,0.00014599533008957598,0.00012057399389409757,5.802895379158479e-05,5.878217321059195e-05,6.574038805359942e-06,3.354438719598782e-21,5.037624169868807e-09,2.4893089623399668e-05,7.175753059526774e-12,1.5266314076777162e-05,5.345312569982316e-09,5.26011068624076e-16,4.129278012670727e-05,3.9735459893268804e-21,1.8800709500218708e-14,1.986336677345652e-14
3.911204922705344e-12,0.045450764422602166,0.0,11.284163553485879,0.031038109002036643,0.3191362013718504,0.3503379582231741,0.2068325934738665,0.0915606766746483,0.0,1.9907262561901896e-34,2.8671646913697207e-16,2.5590004157612404e-43,0.0,2.1327735677768796e-61,9.272519139295658e-13,1.240082584758711e-45,7.023852944011661e-46,2.755884525102341e-69,5.318792560867872e-23,1.9767184655782316e-33,2.7434430125510854e-111,4.457633368699867e-25,2.308633072085227e-75,2.2539116434779892e-42,3.052863246894303e-78,2.857847266472619e-16,8.711148476327074e-69,0.0004651369104294736,0.00018478619300647632,0.00013722184727212524,0.00014683391636558025,0.0001212645287519554,5.8362177557273004e-05,5.9119671384246525e-05,6.574252864223404e-06,3.3930380956781944e-21,5.095660620546623e-09,2.5036076720507448e-05,7.30009025195814e-12,1.5377247256422224e-05,5.406854668865971e-09,5.383051741417052e-16,4.15293147258944e-05,3.996414584946115e-21,1.9073224088926518e-14,2.0036319364232115e-14
3.9335483441211274e-12,0.045450764422602166,0.0,11.284156774865206,0.0310378982887236,0.31913463986152035,0.35033711963948944,0.20683156974261052,0.09155849329510084,0.0,2.0335135731690396e-34,2.8835404049162685e-16,2.618069051599114e-43,0.0,2.2068922903199406e-61,9.433829847724873e-13,1.268640145204261e-45,7.10423370860725e-46,2.8033747999315237e-69,5.379723966721034e-23,1.98800587956981e-33,2.8226907918523664e-111,4.508807497257343e-25,2.348416168229532e-75,2.3058164186984516e-42,3.1589537045963445e-78,2.874113953890739e-16,8.911883819994158e-69,0.00046737800717014714,0.0001858412904730454,0.0001380136908323314,0.00014767250005018177,0.00012195503829162377,5.8695399273151555e-05,5.945716689849895e-05,6.5744561728052405e-06,3.4318576186846294e-21,5.154029272087693e-09,2.5179063840849796e-05,7.425854811941393e-12,1.5488185735717433e-05,5.4687483504533505e-09,5.508137200977349e-16,4.176583787980118e-05,4.019284733230914e-21,1.934794919149616e-14,2.0209611878321282e-14
3.955891765536911e-12,0.045450764422602166,0.0,11.284150000660947,0.0310376875858319,0.3191330783601491,0.3503362810583959,0.20683054603872106,0.09155631426825118,0.0,2.0769182525246744e-34,2.899916079265233e-16,2.678153904799903e-43,0.0,2.28314475799732e-61,9.597001158094276e-13,1.2976878549331176e-45,7.185070789545327e-46,2.851407423381627e-69,5.441002272034428e-23,1.999293237694213e-33,2.9037592495502854e-111,4.560271630093644e-25,2.3886535954424286e-75,2.358612064191529e-42,3.2680981765815536e-78,2.8903799630378343e-16,9.116068198523958e-69,0.0004696147557829255,0.00018689638200400081,0.00013880552071060144,0.0001485110811437178,0.00012264552251425772,5.902861893952978e-05,5.979465975362985e-05,6.574649185100413e-06,3.47089727727576e-21,5.2127301212073915e-09,2.5322050991787343e-05,7.553054869831771e-12,1.5599129245082607e-05,5.530993603187599e-09,5.635391857887101e-16,4.200234953244267e-05,4.042154272764934e-21,1.9624887642639197e-14,2.038324146243623e-14
3.978235186952695e-12,0.045450764422602166,0.0,11.28414323086484,0.03103747689341032,0.3191315168677358,0.350335442479893,0.20682952236219665,0.09155413958565443,0.0,2.1209447436051063e-34,2.916291714416734e-16,2.7392665359025905e-43,0.0,2.361579814576514e-61,9.762043694493454e-13,1.3272312829799851e-45,7.266364171557811e-46,2.8999854720613784e-69,5.502627474674574e-23,2.0105805399529347e-33,2.986679573101771e-111,4.612025715387981e-25,2.4293479310309716e-75,2.412308701944562e-42,3.3803665677900557e-78,2.9066452939358995e-16,9.323740884396654e-69,0.00047184716453620157,0.0001879514675997938,0.0001395973367697035,0.0001493496596465251,0.00012333598142101165,5.936183655671658e-05,6.0132149949919295e-05,6.574832335965351e-06,3.5101570601097075e-21,5.271763164621728e-09,2.5465038180679834e-05,7.6816985557106e-12,1.571007752630806e-05,5.593590415507877e-09,5.764840646870193e-16,4.2238849627841285e-05,4.0650252917162786e-21,1.9904042256011822e-14,2.0557205284345318e-14
4.000578608368478e-12,0.045450764422602166,0.0,11.284136465468636,0.031037266211507594,0.3191299553842797,0.35033460390398063,0.2068284987130359,0.09155196923888177,0.0,2.1655974949078016e-34,2.9326673103708943e-16,2.8014185699638064e-43,0.0,2.4422471370485343e-61,9.928968079924365e-13,1.3572760296672444e-45,7.34811383941333e-46,2.949112022533931e-69,5.564599572508326e-23,2.0218677863474686e-33,3.071483303935956e-111,4.664069701276943e-25,2.4705017522640383e-75,2.4669165108116466e-42,3.4958299755306357e-78,2.922909946607159e-16,9.53494137217895e-69,0.0004740752416897312,0.00018900654726087488,0.00014038913887586313,0.00015018823555893991,0.00012402641501303935,5.969505212502035e-05,6.0469637487646926e-05,6.575006041922696e-06,3.5496369558450464e-21,5.3311283990473265e-09,2.5608025414886117e-05,7.811793999385251e-12,1.5821030332076257e-05,5.656538775849365e-09,5.896508644391871e-16,4.247533811002688e-05,4.087898405811694e-21,2.0185415772344157e-14,2.073150058474954e-14
4.022922029784262e-12,0.045450764422602166,0.0,11.284129704464098,0.03103705554017247,0.31912839390977976,0.35033376533065824,0.20682747509123722,0.0915498032195204,0.0,2.2108809541002206e-34,2.9490428671278336e-16,2.864621696541397e-43,0.0,2.525197245033902e-61,1.0097784936302142e-12,1.3878277266020767e-45,7.430319777917117e-46,2.998790151316695e-69,5.626918563402853e-23,2.0331549768793075e-33,3.1582023394479657e-111,4.716403535855787e-25,2.512117636372186e-75,2.522445726508414e-42,3.6145607029379353e-78,2.9391739210740604e-16,9.749709378520077e-69,0.00047629899549433817,0.0001900616209876938,0.00014118092689861784,0.00015102680888129768,0.00012471682329149423,6.0028265644748944e-05,6.080712236709182e-05,6.5751707019323856e-06,3.5893369531408075e-21,5.390825821201446e-09,2.5751012701764185e-05,7.943349330389018e-12,1.5931987425503485e-05,5.719838672643258e-09,6.030421068641691e-16,4.271181492303674e-05,4.1107704767812726e-21,2.046901089252561e-14,2.090612464419936e-14
4.0452654512000456e-12,0.045450764422602166,0.0,11.284122947843006,0.0310368448794537,0.31912683244423523,0.35033292675992567,0.2068264514967993,0.09154764151917359,0.0,2.256799568039906e-34,2.9654183846876734e-16,2.9288876696780016e-43,0.0,2.610481510241083e-61,1.0268504884455843e-12,1.418892036673592e-45,7.512981971910912e-46,3.0490229348815716e-69,5.689584445225647e-23,2.0444421115499456e-33,3.2468689349926265e-111,4.769027167179654e-25,2.554198160547849e-75,2.5789066416068027e-42,3.736632272504608e-78,2.955437217359264e-16,9.968084842147773e-69,0.0004785184341916329,0.0001911166887806996,0.00014197270071067747,0.00015186537961393333,0.00012540720625752897,6.036147711620979e-05,6.114460458853257e-05,6.5753266981304766e-06,3.629257040656477e-21,5.450855427801956e-09,2.5894000048671133e-05,8.076372677981072e-12,1.6042948579700733e-05,5.783490094316767e-09,6.166603279516499e-16,4.294828001091561e-05,4.133643864215671e-21,2.07548303080691e-14,2.1081074752621288e-14
4.067608872615829e-12,0.045450764422602166,0.0,11.284116195597145,0.03103663422939999,0.31912527098764526,0.3503320881917824,0.20682542792972056,0.09154548412946072,0.0,2.303357782794115e-34,2.9817938630505357e-16,2.9942283078846227e-43,0.0,2.698152165977333e-61,1.0441138544129055e-12,1.4504746540499558e-45,7.59610040627287e-46,3.0998134496548447e-69,5.752597215844514e-23,2.0557291903608745e-33,3.337515705878136e-111,4.821940543264756e-25,2.5967459019452475e-75,2.6363096055298428e-42,3.8621194396884155e-78,2.971699835485633e-16,1.0190107923864304e-68,0.00048073356601374326,0.00019217175064034037,0.00014276446018779098,0.0001527039477571812,0.0001260975639122958,6.0694686539709785e-05,6.148208415224728e-05,6.5754743965369976e-06,3.6693972070520106e-21,5.5112172155673574e-09,2.6036987462963153e-05,8.21087217114637e-12,1.6153913577352954e-05,5.847493029293122e-09,6.3050807786033935e-16,4.3184733317715754e-05,4.156520112886665e-21,2.1042876687473293e-14,2.1256348222961883e-14
4.089952294031613e-12,0.045450764422602166,0.0,11.284109447718318,0.03103642359006008,0.319123709540009,0.3503312496262282,0.20682440438999958,0.09154333104201703,0.0,2.350560043659001e-34,2.99816930221654e-16,3.0606554941242036e-43,0.0,2.7882623167119698e-61,1.0615696533980409e-12,1.4825813041755176e-45,7.679675065917452e-46,3.151164772017012e-69,5.81595687312759e-23,2.067016213313588e-33,3.430175629359651e-111,4.875143612089487e-25,2.6397634376802464e-75,2.694665024546427e-42,3.9910982065942705e-78,2.987961775476225e-16,1.041581900654244e-68,0.0004829443991830594,0.00019322680656706355,0.00014355620520861803,0.00015354251331137502,0.00012678789625694643,6.102789391555532e-05,6.18195610585136e-05,6.57561414773416e-06,3.709757440987818e-21,5.571911181216767e-09,2.617997495199557e-05,8.346855938595578e-12,1.6264882210316022e-05,5.911847465991563e-09,6.44587920916272e-16,4.3421174787496905e-05,4.1793948378580754e-21,2.1333152659197558e-14,2.1431942408217984e-14
4.1122957154473965e-12,0.045450764422602166,0.0,11.284102704198341,0.03103621296148268,0.3191221481013255,0.3503304110632627,0.20682338087763494,0.09154118224849384,0.0,2.3984107951783435e-34,3.0145447021858086e-16,3.1281811757952012e-43,0.0,2.880865947692042e-61,1.0792189471583944e-12,1.5152177437679382e-45,7.763705935795338e-46,3.2030799783030817e-69,5.879663414943317e-23,2.0783031804095793e-33,3.524882046632818e-111,4.928636321595527e-25,2.6832533448306016e-75,2.7539833617660953e-42,4.123645835731206e-78,3.004223037354285e-16,1.0645258695121457e-68,0.00048515094191198895,0.00019428185656131575,0.00014434793565460712,0.00015438107627684775,0.00012747820329263185,6.136109924405233e-05,6.215703530760858e-05,6.5757462875161525e-06,3.7503377311247845e-21,5.632937321469919e-09,2.6322962523122806e-05,8.484332108765004e-12,1.6375854279230528e-05,5.976553392827348e-09,6.589024356111043e-16,4.365760436432639e-05,4.2022704882866744e-21,2.1625660817139985e-14,2.1607854695945842e-14
4.13463913686318e-12,0.045450764422602166,0.0,11.284095965029048,0.031036002343716503,0.31912058667159404,0.35032957250288566,0.2068223573926252,0.0915390377405584,0.0,2.446914481161837e-34,3.0309200629584617e-16,3.1968173647151634e-43,0.0,2.976017934610397e-61,1.0970627973429456e-12,1.548389760815315e-45,7.848193000893336e-46,3.2555621448023197e-69,5.943716839160464e-23,2.0895900916503408e-33,3.621668664827265e-111,4.982418619688842e-25,2.727218200435752e-75,2.8142751371338107e-42,4.259840863844234e-78,3.0204836211432373e-16,1.0878467816603134e-68,0.00048735320240272495,0.0001953369006235429,0.00014513965140987758,0.0001552196366539319,0.0001281684850205027,6.169430252550626e-05,6.249450689980889e-05,6.57587113751169e-06,3.791138066124258e-21,5.694295633047168e-09,2.646595018369838e-05,8.6233088098165e-12,1.6486829593151842e-05,6.041610798211744e-09,6.734542146004154e-16,4.389402199227906e-05,4.225150047386691e-21,2.1920403731050455e-14,2.1784082497854368e-14
4.156982558278964e-12,0.045450764422602166,0.0,11.284089230202277,0.031035791736810255,0.3191190252508137,0.3503287339450966,0.2068213339349688,0.09153689750989388,0.0,2.4960755447029372e-34,3.04729538453462e-16,3.2665761371043085e-43,0.0,3.073774053326135e-61,1.1151022654922643e-12,1.5821031745733143e-45,7.933136246234257e-46,3.3086143477583233e-69,6.008117143648117e-23,2.1008769470373656e-33,3.7205695589999844e-111,5.036490454240712e-25,2.771660581496881e-75,2.875550927424737e-42,4.39976311582112e-78,3.036743526866675e-16,1.1115487420047751e-68,0.0004895511888470241,0.00019639193875419002,0.0001459313523611076,0.00015605819444295942,0.00012885874144170895,6.202750376022203e-05,6.283197583539062e-05,6.575989005780465e-06,3.832158434648064e-21,5.755986112669479e-09,2.660893794107491e-05,8.763794169637394e-12,1.6597807969195618e-05,6.107019670552038e-09,6.882458647020074e-16,4.4130427615437396e-05,4.248027604741053e-21,2.221738394586025e-14,2.1960623250484952e-14
4.179325979694747e-12,0.045450764422602166,0.0,11.284082499709884,0.03103558114081262,0.31911746383898365,0.3503278953898953,0.20682031050466432,0.09153476154819948,0.0,2.545898428196269e-34,3.063670666914406e-16,3.3374696335690993e-43,0.0,3.174190989637459e-61,1.133338413038522e-12,1.616363835562297e-45,8.01853565687686e-46,3.362239663369082e-69,6.072864326275676e-23,2.1121637465721455e-33,3.821619174128704e-111,5.090851773088648e-25,2.8165830649769605e-75,2.937821366239019e-42,4.543493718674053e-78,3.0530027545483546e-16,1.1356358776570092e-68,0.0004917449094259957,0.00019744697095370147,0.0001467230383974263,0.00015689674964426144,0.0001295489725574001,6.236070294850413e-05,6.31694421146294e-05,6.576100187384582e-06,3.8733988253584975e-21,5.8180087570584396e-09,2.6751925802604116e-05,8.90579631584042e-12,1.6708789232198275e-05,6.17277999825152e-09,7.032800068942037e-16,4.4366821177891475e-05,4.270905349661636e-21,2.2516603976502097e-14,2.2137474420374395e-14
4.201669401110531e-12,0.045450764422602166,0.0,11.284075773543739,0.031035370555772303,0.31911590243610305,0.35032705683728144,0.20681928710171038,0.09153262984719014,0.0,2.5963875733546097e-34,3.080045910097939e-16,3.4095100590858216e-43,0.0,3.277326349106902e-61,1.1517723013054921e-12,1.6511776255644487e-45,8.104391217915723e-46,3.416441167787227e-69,6.137958384912857e-23,2.123450490256175e-33,3.9248523271051635e-111,5.145502524037321e-25,2.86198822780097e-75,3.00109714399657e-42,4.691115115596198e-78,3.0692613042121923e-16,1.1601123379335433e-68,0.0004939343723099017,0.0001985019972225208,0.0001475147094103106,0.00015773530225816868,0.00013023917836872505,6.26939000906565e-05,6.350690573780038e-05,6.576204964935986e-06,3.914859226918333e-21,5.880363562936244e-09,2.689491377563681e-05,9.049323375763623e-12,1.681977321439164e-05,6.238891769709497e-09,7.185592763141513e-16,4.460320262373902e-05,4.293788389164226e-21,2.2818066307824707e-14,2.231463350414554e-14
4.224012822526315e-12,0.045450764422602166,0.0,11.284069051695726,0.03103515998173798,0.3191143410421709,0.3503262182872546,0.20681826372610543,0.09153050239859686,0.0,2.647547421225439e-34,3.0964211140853413e-16,3.482709682984164e-43,0.0,3.3832386669389204e-61,1.1704049915085407e-12,1.6865504576209077e-45,8.190702914481154e-46,3.471221937119222e-69,6.203399317429698e-23,2.1347371780909457e-33,4.030304208728349e-111,5.200442654859417e-25,2.9078786468552125e-75,3.0653890079318405e-42,4.842711080093119e-78,3.085519175882251e-16,1.1849822943555558e-68,0.0004961195856579636,0.0001995570175610907,0.00014830636529348663,0.00015857385228501108,0.0001309293588768322,6.302709518698264e-05,6.384436670517815e-05,6.576303609120954e-06,3.956539627990818e-21,5.943050527025703e-09,2.7037901867522884e-05,9.1943834764703e-12,1.6930759755091307e-05,6.305354973321288e-09,7.340863222561193e-16,4.483957189708544e-05,4.316669040639863e-21,2.3121773397898007e-14,2.2492098025217777e-14
4.246356243942098e-12,0.045450764422602166,0.0,11.284062334157738,0.031034949418758315,0.31911277965718654,0.3503253797398144,0.2068172403778481,0.09152837919416634,0.0,2.699382412207072e-34,3.1127962788767334e-16,3.557080838930795e-43,0.0,3.491987417909873e-61,1.1892375447546091e-12,1.7224882760288932e-45,8.277470731739114e-46,3.526585047426384e-69,6.269187121696546e-23,2.1460238100779493e-33,4.1380103856976484e-111,5.25567211329649e-25,2.9542568989881724e-75,3.130707762088608e-42,4.998366730189086e-78,3.10177636958274e-16,1.2102499406484725e-68,0.0004983005576181826,0.0002006120319698533,0.0001490980059428349,0.00015941239972511816,0.00013161951408286932,6.33602882377855e-05,6.418182501703692e-05,6.5763963792025204e-06,3.998440017239687e-21,6.006069646050238e-09,2.7180890085611336e-05,9.340984744748891e-12,1.704174870039814e-05,6.372169597478215e-09,7.498638081698009e-16,4.5075928942043864e-05,4.339548637111446e-21,2.3427727679238635e-14,2.266986553255967e-14
4.268699665357882e-12,0.045450764422602166,0.0,11.284055620921688,0.031034738866881992,0.3191112182811491,0.35032454119496076,0.20681621705693692,0.09152626022566124,0.0,2.751896986064381e-34,3.1291714044722353e-16,3.632635924912939e-43,0.0,3.603633026350345e-61,1.2082710220421841e-12,1.7589970563388388e-45,8.364694654891098e-46,3.582533574724073e-69,6.335321795584066e-23,2.1573103862186794e-33,4.248006802605968e-111,5.311190847059747e-25,3.0011255610098303e-75,3.1970642673147544e-42,5.158168542708208e-78,3.1180328853380045e-16,1.235919492741572e-68,0.000500477296327165,0.00020166704044924974,0.00014988963125629957,0.00016025094457881872,0.00013230964398798379,6.369347924336765e-05,6.451928067365033e-05,6.576483523501833e-06,4.0405603833291504e-21,6.0694209167338785e-09,2.7323878437250223e-05,9.48913530711294e-12,1.71527399029122e-05,6.439335630567618e-09,7.658944116586113e-16,4.53122737027351e-05,4.3624352986054565e-21,2.373593155777364e-14,2.2847933601727525e-14
