Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210)
1.0401037363037409e-11,0.0945796191447709,0.0,23.481805439016867,0.031075110263184432,0.31874780148312587,0.3499716717251018,0.20648816638287654,0.0916264845227448,0.0,1.6169672681417378e-22,4.433719266337298e-07,3.3577068612023937e-21,0.0,8.010873240755083e-31,7.509868466818531e-10,1.7874584733130236e-22,2.0690321929897322e-23,1.4793827060565103e-32,2.3474807096133354e-11,7.911227014907061e-15,4.1502478962432944e-52,2.2307230520816208e-12,1.020419493102818e-34,4.282995666376691e-21,7.292721494579217e-39,4.4337193454372295e-07,6.961786440476927e-35,0.0003917110179611999,0.0006618803932290934,0.00022367240217814122,0.0005126770425111644,0.0003003799144227771,0.00022367385943294446
1.0458568019385798e-11,0.0945796191447709,0.0,23.481795940332145,0.031075110263184432,0.3187443916528581,0.34996909820733346,0.20648594227626663,0.09162642647268632,0.0,1.6439375488155466e-22,4.458225759230712e-07,3.430284848560682e-21,0.0,8.28035543508902e-31,7.635047548541244e-10,1.827317777854067e-22,2.0919680867288957e-23,1.504051830513027e-32,2.3735096913844225e-11,7.95493523365852e-15,4.266243238237961e-52,2.255016009638946e-12,1.0374352719233644e-34,4.378513634798189e-21,7.538028231073197e-39,4.45822583876752e-07,7.117030449357202e-35,0.00039176906801967137,0.0006652902234969266,0.00022490803311287242,0.0005152481096302506,0.0003013683652980566,0.00022490951490720539
1.0516098675734186e-11,0.0945796191447709,0.0,23.48178645393536,0.031075110263184432,0.31874098445733845,0.349966527416193,0.20648372340961324,0.09162637009468973,0.0,1.6712059709898666e-22,4.4827320720103746e-07,3.504026387626325e-21,0.0,8.55734917211573e-31,7.761608693988194e-10,1.8678398909125375e-22,2.115030333575638e-23,1.5289935363900309e-32,2.399682069764913e-11,7.998642982175155e-15,4.384817162197638e-52,2.279435627827587e-12,1.0546390664462032e-34,4.475620093692021e-21,7.790172027099366e-39,4.482732151984053e-07,7.274855823937663e-35,0.0003918254460162579,0.0006686974190166495,0.00022614364947520234,0.0005178164501394251,0.0003023515905141426,0.00022614515608273647
1.0573629332082575e-11,0.0945796191447709,0.0,23.48177697974596,0.031075110263184432,0.31873757989453005,0.34996395934878854,0.2064815097553424,0.09162631534071856,0.0,1.6987741713093672e-22,4.507238204867116e-07,3.57894368064033e-21,0.0,8.842020995227525e-31,7.889559463766362e-10,1.909032116339072e-22,2.138218932436034e-23,1.5542093184189062e-32,2.425997843097332e-11,8.042350261563212e-15,4.506012403839669e-52,2.3039818293321406e-12,1.072031907675346e-34,4.574332548928465e-21,8.049304453232328e-39,4.507238285277657e-07,7.435291004797796e-35,0.00039188019998743064,0.0006721019818249624,0.0002273792512961793,0.0005203820669305345,0.00030332961761242867,0.0002273807829920981
1.0631159988430964e-11,0.0945796191447709,0.0,23.481767517684904,0.031075110263184432,0.318734177962398,0.3499613940022314,0.20647930128602543,0.0916262621641162,0.0,1.7266437863849534e-22,4.5317441579915626e-07,3.655048990116977e-21,0.0,9.13454020098246e-31,8.018907418076204e-10,1.9509017979357162e-22,2.1615338822141604e-23,1.5797006712897316e-32,2.4524570097279724e-11,8.086057072923124e-15,4.6298721680015294e-52,2.3286545368870042e-12,1.0896148265862974e-34,4.674668602136113e-21,8.315579585257492e-39,4.5317442388389585e-07,7.598364587999692e-35,0.00039193337658975717,0.0006755039139569802,0.00022861483860667846,0.0005229449628923503,0.0003043024739891533,0.00022861639566767753
1.0688690644779352e-11,0.0945796191447709,0.0,23.481758067674633,0.031075110263184432,0.31873077865890886,0.3499588313736358,0.20647709797437833,0.09162621051956643,0.0,1.754816452793815e-22,4.556249931574139e-07,3.732354638793512e-21,0.0,9.435078869254129e-31,8.149660116712234e-10,1.9934563194548994e-22,2.1849751818121654e-23,1.6054690896513948e-32,2.4790595680068796e-11,8.129763417349518e-15,4.756440131192423e-52,2.353453673276321e-12,1.107388854126131e-34,4.776645950699322e-21,8.589154031597912e-39,4.556250012858384e-07,7.7641053250834e-35,0.0003919850211395401,0.0006789032174462328,0.00022985041143740298,0.0005255051409105705,0.0003052701868961636,0.00022985199414168978
1.0746221301127741e-11,0.0945796191447709,0.0,23.48174862963906,0.031075110263184432,0.3187273819820304,0.3499562714601191,0.20647489979326078,0.09162616036305464,0.0,1.7832938070794772e-22,4.580755525805067e-07,3.810873009579882e-21,0.0,9.743811893545134e-31,8.281825119063596e-10,2.0367031045984045e-22,2.208542830130338e-23,1.631516068111706e-32,2.5058055162878244e-11,8.173469295931276e-15,4.885760444144743e-52,2.3783791613339368e-12,1.1253550212135724e-34,4.880282387755677e-21,8.870186960889899e-39,4.580755607526154e-07,7.932542123062309e-35,0.00039203517765131737,0.0006822998943246669,0.00023108596981888532,0.0005280626038678249,0.0003062327834416778,0.00023108757844617905
1.080375195747613e-11,0.0945796191447709,0.0,23.48173920350348,0.031075110263184432,0.31872398792973244,0.3499537142588018,0.20647270671567566,0.09162611165183072,0.0,1.812077485751847e-22,4.6052609408743707e-07,3.8906165455085035e-21,0.0,1.0060917011464163e-30,8.415409984114633e-10,2.0806496170163436e-22,2.2322368260671784e-23,1.6578431012375117e-32,2.5326948529282876e-11,8.217174709751543e-15,5.017877734365422e-52,2.4034309239433435e-12,1.1435143587390735e-34,4.985595802193441e-21,9.158840129707435e-39,4.605261023032293e-07,8.103704044418508e-35,0.00039208388887525703,0.0006856939466226473,0.00023232151378148758,0.0005306173546436769,0.0003071902905910415,0.00023232314861301942
1.0861282613824518e-11,0.0945796191447709,0.0,23.481729789194592,0.031075110263184432,0.318720596499986,0.3499511597668072,0.206470518714768,0.09162606434437247,0.0,1.8411691252872642e-22,4.629766176971867e-07,3.971597749684086e-21,0.0,1.0386574835366731e-30,8.550422270445459e-10,2.125303360306137e-22,2.2560571685194647e-23,1.684451683554807e-32,2.5597275762894373e-11,8.260879659887764e-15,5.152837108687153e-52,2.4286088840376387e-12,1.1618678975648922e-34,5.0926041786490384e-21,9.45527791043535e-39,4.6297662595666174e-07,8.277620307098197e-35,0.000392131196333477,0.0006890853763689582,0.00023355704335540327,0.0005331693961146282,0.00030814273516748127,0.00023355870467391593
1.0918813270172907e-11,0.0945796191447709,0.0,23.48172038664042,0.031075110263184432,0.3187172076907642,0.34994860798126204,0.20646833576382428,0.09162601840035065,0.0,1.8705703621285458e-22,4.654271234287175e-07,4.053829185233492e-21,0.0,1.0720968883159554e-30,8.686869536232505e-10,2.170671878011491e-22,2.28000385638232e-23,1.711343309548847e-32,2.5869036847361144e-11,8.304584147411717e-15,5.290684155819476e-52,2.453912964599466e-12,1.1804166685251676e-34,5.201325597504512e-21,9.759667319291268e-39,4.6542713173187466e-07,8.454320284507081e-35,0.0003921771403553222,0.0006924741855908056,0.00023479255857065782,0.0005357187311541213,0.00030909014385285344,0.0002347942466604056
1.0976343926521296e-11,0.0945796191447709,0.0,23.4817109957703,0.031075110263184432,0.3187138215000412,0.34994605889929575,0.20646615783627204,0.09162597378059432,0.0,1.900282832685039e-22,4.6787761130097134e-07,4.1373234752556285e-21,0.0,1.1064285609268514e-30,8.824759339249103e-10,2.2167627536213823e-22,2.3040768885492802e-23,1.7385194736642576e-32,2.614223176636807e-11,8.348288173389544e-15,5.431464948899765e-52,2.479343088660977e-12,1.1991617024260004e-34,5.311778234885021e-21,1.0072178044496291e-38,4.678776196478098e-07,8.633833505505796e-35,0.00039222176011162777,0.0006958603763138179,0.0002360280594571096,0.0005382653626325438,0.00031003254318838963,0.00023602977460385828
1.1033874582869684e-11,0.0945796191447709,0.0,23.481701616514822,0.031075110263184432,0.31871043792579307,0.349943512518041,0.20646398490567874,0.09162593044705797,0.0,1.9303081733326683e-22,4.7032808133286963e-07,4.2220933027713925e-21,0.0,1.1416714435770295e-30,8.964099236866011e-10,2.263583610569041e-22,2.32827626391236e-23,1.7659816703051462e-32,2.6416860503636365e-11,8.391991738881767e-15,5.5752260480440634e-52,2.504899179303772e-12,1.2181040300455227e-34,5.423980362656315e-21,1.039298247459449e-38,4.703280897233888e-07,8.816189654405331e-35,0.00039226509364799863,0.0006992439505620467,0.00023726354604445115,0.000540809293417231,0.0003109699595754375,0.00023726528853547797
1.1091405239218073e-11,0.0945796191447709,0.0,23.481692248805835,0.031075110263184432,0.31870705696599705,0.34994096883463355,0.206461816945751,0.09162588836278883,0.0,1.960648020413981e-22,4.72778533543314e-07,4.3081514106736644e-21,0.0,1.1778447783687574e-30,9.104896786051985e-10,2.3111421122309357e-22,2.352601981362118e-23,1.7937313938352116e-32,2.6692923042923337e-11,8.435694844943334e-15,5.7220145028978145e-52,2.530581159658861e-12,1.2372446821339798e-34,5.537950348422223e-21,1.0722255726921073e-38,4.7277854197751316e-07,9.001418570962486e-35,0.0003923071779171322,0.0007026249103579699,0.00023849901836220985,0.0005433505263724701,0.00031190241927619874,0.00023850078848630345
1.1148935895566462e-11,0.0945796191447709,0.0,23.481682892576373,0.031075110263184432,0.3187036786186326,0.3499384278462121,0.2064596539303343,0.09162584749189574,0.0,1.9913040102381997e-22,4.7522896795118604e-07,4.395510601677316e-21,0.0,1.2149681104447841e-30,9.247159543374311e-10,2.359445961925764e-22,2.3770540397877212e-23,1.8217701385778497e-32,2.6970419368022223e-11,8.479397492623643e-15,5.8718778551864686e-52,2.5563889529066097e-12,1.256584689413801e-34,5.653706655522155e-21,1.1060175676219346e-38,4.7522897642906437e-07,9.189550250375307e-35,0.0003923480488102139,0.0007060032577224918,0.00023973447643974908,0.0005458890643595024,0.0003128299484144618,0.00023973627448720933
1.120646655191485e-11,0.0945796191447709,0.0,23.481673547760654,0.031075110263184432,0.3187003028816801,0.34993588954991844,0.20645749583341183,0.09162580779951855,0.0,2.0222777790812675e-22,4.776793845753472e-07,4.484183738269292e-21,0.0,1.2530612911505815e-30,9.39089506499936e-10,2.408502902913446e-22,2.4016324380770075e-23,1.8500993988162647e-32,2.7249349462762018e-11,8.523099682966571e-15,6.024864141265966e-52,2.5823224822766905e-12,1.2761250825796744e-34,5.771267843028605e-21,1.1406922983406352e-38,4.776793930969042e-07,9.380614843278572e-35,0.00039238774118740947,0.0007093789946749453,0.00024096992030626902,0.000548424910236528,0.00031375257297633217,0.0002409717465689069
1.1263997208263239e-11,0.0945796191447709,0.0,23.481664214294042,0.031075110263184432,0.3186969297531219,0.34993335394289743,0.20645534262910367,0.09162576925179848,0.0,2.0535709631858965e-22,4.801297834346388e-07,4.574183742658714e-21,0.0,1.2921444812129424e-30,9.53611090669311e-10,2.4583207183941143e-22,2.4263371751165518e-23,1.8787206687935744e-32,2.7529713311007228e-11,8.566801417010493e-15,6.181021894673089e-52,2.6083816710480376e-12,1.2958668922986227e-34,5.890652565744647e-21,1.1762681124487298e-38,4.801297919998738e-07,9.574642655739256e-35,0.0003924262889074823,0.0007127521232330923,0.00024220534999080777,0.0005509580668587092,0.00031467031881095764,0.00024220720476194555
1.1321527864611628e-11,0.0945796191447709,0.0,23.48165489211301,0.031075110263184432,0.31869355923094195,0.3499308210222969,0.2064531942916668,0.0916257318158494,0.0,2.0851851987616182e-22,4.825801645478825e-07,4.665523596727027e-21,0.0,1.3322381539349388e-30,9.682814623821693e-10,2.5089072315071103e-22,2.451168249791725e-23,1.9076354427129167e-32,2.781151089665775e-11,8.610502695788333e-15,6.340400148675705e-52,2.634566442548798e-12,1.3158111492100747e-34,6.011879574201461e-21,1.2127636419618627e-38,4.825801731567947e-07,9.771664149252027e-35,0.0003924637248565591,0.0007161226454131264,0.00024344076552224224,0.0005534885370781715,0.0003155832116312506,0.00024344264909671303
1.1379058520960017e-11,0.0945796191447709,0.0,23.481645581155114,0.031075110263184432,0.31869019131312537,0.3499282907852676,0.20645105079549347,0.0916256954597299,0.0,2.1171221219848276e-22,4.8503052793388e-07,4.758216341978191e-21,0.0,1.3733630984072357e-30,9.831013771351919e-10,2.560270305329983e-22,2.476125660986756e-23,1.9368452147375547e-32,2.8094742203648627e-11,8.654203520327573e-15,6.503048438822891e-52,2.6608767201562795e-12,1.3359588839259384e-34,6.134967714655842e-21,1.250197806231986e-38,4.850305365864686e-07,9.971709940734748e-35,0.00039250008097607085,0.0007194905632296736,0.0002446761669292889,0.0005560163237440104,0.0003164912770146057,0.0002446780796034368
1.1436589177308405e-11,0.0945796191447709,0.0,23.48163628135896,0.031075110263184432,0.31868682599765935,0.3499257632289637,0.20644891211511096,0.09162566015241606,0.0,2.149383368998834e-22,4.874808736114126e-07,4.8522750794889174e-21,0.0,1.4155404227357609e-30,9.9807159038518e-10,2.6124178428774896e-22,2.501209407584794e-23,1.9663514789909826e-32,2.8379407215949907e-11,8.69790389165029e-15,6.669016805494915e-52,2.6873124272969105e-12,1.3563111270306735e-34,6.2599359290877235e-21,1.2885898148834078e-38,4.87480882307677e-07,1.0174810802524006e-34,0.0003925353882898887,0.0007228558786957931,0.00024591155424050497,0.0005585414297022925,0.0003173945404036144,0.00024591349631218515
