Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30)
0.0,0.05820194281292722,0.0,0.014451542400449827,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6601930437465984e-24,0.05820194281292722,0.0,0.014451542400449827,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.4815095678272044e-73,8.941299950364214e-25,4.9630186943062494e-73,0.0,-6.341545983507213e-156,2.2431812094358903e-71,1.0093111840282003e-116,3.493787645147797e-61,1.8131645627381996e-90,3.859144217458303e-80,5.672368090340092e-38,-2.4990004468070307e-136,1.93191810971904e-49,4.816228830393948e-95,1.4474481092318421e-117,-5.080114635474472e-150,8.941299950364776e-25,2.0436998738130582e-117,2.598076211257963e-19
4.6485405224904756e-24,0.05820194281292722,0.0,0.014451542400449827,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.750057258904429e-72,2.50356398610198e-24,7.500113850843521e-72,0.0,1.2555117364679726e-154,1.3548814560022488e-70,2.8465000309335144e-115,2.1102477376692695e-60,2.74005178765864e-89,5.831938741420674e-79,1.588263065295226e-37,-2.499000444995676e-136,5.409370707213313e-49,7.278305995817425e-94,4.313987514796518e-116,-5.0801146286028e-150,2.503563986102138e-24,5.763565699265252e-116,7.274613391519552e-19
1.062523547997823e-23,0.05820194281292722,0.0,0.014451542400449826,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,4.034140474229861e-71,5.7224319682330976e-24,8.068280230968847e-71,0.0,1.3512465242186267e-152,6.523171038011858e-70,6.1918295204336226e-114,1.0159934472089793e-59,2.9476195261353306e-88,6.273733571434964e-78,3.630315577817659e-37,-2.4990003559181377e-136,1.2364275902201859e-48,7.829663001689681e-93,9.58488434528012e-115,-5.080113945294079e-150,5.722431968233459e-24,1.253700483327319e-114,1.6627687752031753e-18
2.257862539495374e-23,0.05820194281292722,0.0,0.014451542400449824,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.708070117017022e-70,1.2160167932495331e-23,7.416139574536319e-70,0.0,1.1079315366981361e-150,2.848840218921215e-69,1.1478849721702173e-112,4.437110309337701e-59,2.7093699100815822e-87,5.766642021261145e-77,7.714420602862525e-37,-2.4989968761201917e-136,2.627408629217895e-48,7.1968086883227e-92,1.8459772487072238e-113,-5.080060108883337e-150,1.2160167932496101e-23,2.3241491610748494e-113,3.533383647301225e-18
4.648540522490476e-23,0.05820194281292722,0.0,0.01445154240044982,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.1723320533990676e-69,2.50356398610198e-23,6.344663542583945e-69,0.0,8.416844258108357e-149,1.1893347515723235e-68,1.9730037582518085e-111,1.8524062094573617e-58,2.3179229757129063e-86,4.9334836578659894e-76,1.588263065295226e-36,-2.498874292104495e-136,5.409370707213313e-48,6.15702130169616e-91,3.409797643356738e-112,-5.076250007500471e-150,2.5035639861021386e-23,3.994618531952934e-112,7.274613391479758e-18
9.42989648848068e-23,0.05820194281292722,0.0,0.014451542400449813,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,2.622945488637282e-68,5.0786583718068734e-23,5.245890510771361e-68,0.0,6.423427667087103e-147,4.85882085490914e-68,3.270383400362255e-110,7.567683790895933e-58,1.9165035382074755e-85,4.079099692543286e-75,3.221905075313172e-36,-2.4947621816711612e-136,1.0973294863204147e-47,5.090744272547881e-90,6.437140186146729e-111,-4.820042912303567e-150,5.0786583718071954e-23,6.6207872542453016e-111,1.4757072879766565e-17
1.8992608420461086e-22,0.05820194281292722,0.0,0.014451542400449798,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,2.1329357105835475e-67,1.022884714321666e-22,4.265871041814437e-67,0.0,5.2110056726220195e-145,1.9640133376301447e-67,5.325865026977579e-109,3.058978785133862e-57,1.558468848554703e-84,3.3170561260028902e-74,6.489189095349066e-36,-2.3600642415618836e-136,2.2101143175185815e-47,4.139708697022419e-89,1.3039638702765e-109,1.1984142367004195e-149,1.0228847143217309e-22,1.0780235714223065e-109,2.9721991856059146e-17
3.81180322844219e-22,0.05820194281292722,0.0,0.014451542400449768,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,1.7202899214882022e-66,2.0529224686036234e-22,3.4405795370147424e-66,0.0,4.667901675294795e-143,7.89721335884649e-67,8.598851686003236e-108,1.2300019156248617e-56,1.2569615857478485e-83,2.6753259342318828e-73,1.3023757135420852e-35,2.0006807303738553e-136,4.435683979914913e-47,3.338825035348387e-88,2.930462467923072e-108,1.1006583452376934e-147,2.0529224686037537e-22,1.7399343904944737e-108,5.965182980752018e-17
7.636888001234352e-22,0.05820194281292722,0.0,0.014451542400449708,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,1.3818304183185402e-65,4.112997977167538e-22,2.763660590872035e-65,0.0,4.669051030066325e-141,3.1671374597434054e-66,1.3827393026508604e-106,4.932857813458297e-56,1.0096599021738144e-82,2.1489672808406524e-72,2.6092893215564423e-35,1.4235627777839262e-134,8.886823304707572e-47,2.6819258414817756e-87,7.363441223893261e-107,7.120138153567722e-146,4.1129979771677987e-22,2.796027855717132e-107,1.1951150570594568e-16
