Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26)
3.170324510063626e-21,0.052102880930398214,0.0,0.012937145335017245,0.031075110263184432,0.31940968187635504,0.35048479213953954,0.20701222018021495,0.09201819554070552,0.0,7.06911640603389e-68,4.3650325117157575e-23,1.4138232639097281e-67,0.0,7.476223105286245e-145,6.788024128392879e-70,5.220485090435966e-112,1.1196271979507537e-58,2.868363023848752e-87,2.2368111309984885e-75,6.107832009003164e-38,1.0654961344511615e-141,2.247634380789536e-50,1.7632580913989792e-92,2.4272507725417183e-110,2.6048285403502576e-152,4.3650325117157633e-23,3.707940197627563e-113,4.69417355537145e-16,1.6044962999636258e-16,3.663320713042295e-64
6.3420256265146006e-21,0.052102880930398214,0.0,0.012937145335016616,0.031075110263184432,0.3194096818763549,0.35048479213953954,0.20701222018021495,0.09201819554070505,0.0,5.658158273976119e-67,8.731960391434864e-23,1.1316316409505732e-66,0.0,9.565033388597438e-143,2.7161062476308113e-69,8.985152387128953e-111,4.4799671737642406e-58,2.2958529813015664e-86,1.7903554958266315e-74,1.221831613785392e-37,3.509802694173946e-140,4.496244720927996e-50,1.4113211306558065e-91,7.762216448488413e-109,1.6684266011814826e-150,8.731960391434876e-23,5.9359246736716585e-112,9.390385394349818e-16,3.2096892982769317e-16,1.465805454836855e-63
1.268542785941655e-20,0.052102880930398214,0.0,0.012937145335015355,0.031075110263184432,0.31940968187635455,0.35048479213953954,0.20701222018021495,0.0920181955407041,0.0,4.52767295876504e-66,1.746581615087308e-22,9.055345806744825e-66,0.0,1.224033541283241e-140,1.0866292950349455e-68,1.6389784920451913e-109,1.792278587448964e-57,1.8371475235207196e-85,1.432647121646217e-73,2.4439284395555434e-37,1.1245330357056676e-138,8.99346540120463e-50,1.1293428373655826e-90,2.4831104910154803e-107,1.068205869079501e-148,1.7465816150873103e-22,9.500056498094646e-111,1.8782809063956543e-15,6.420075294902697e-16,5.864176294538061e-63
2.5372232325220448e-20,0.052102880930398214,0.0,0.012937145335012834,0.031075110263184432,0.3194096818763539,0.35048479213953954,0.20701222018021495,0.09201819554070223,0.0,3.622596958831784e-65,3.493352766974951e-22,7.245193829024143e-65,0.0,1.5665766487222522e-138,4.346950409589356e-68,3.265893441948172e-108,7.169697827233334e-57,1.4699040969260994e-84,1.1462628050260687e-72,4.888122091095846e-37,3.5992758940319006e-137,1.7987906761756757e-49,9.03588656993957e-90,7.944674727964016e-106,6.837839025767303e-147,3.4933527669749557e-22,1.5202152306821818e-109,3.756765636976996e-15,1.2840847288150839e-15,2.34586142644806e-62
5.0745841256828245e-20,0.052102880930398214,0.0,0.012937145335007793,0.031075110263184432,0.3194096818763526,0.35048479213953954,0.20701222018021495,0.09201819554069847,0.0,2.8982610149906648e-64,6.986895070750237e-22,5.796521959065302e-64,0.0,2.0050988195947786e-136,1.7389145020792445e-67,7.284074296877305e-107,2.867995830535857e-56,1.1759977133282016e-83,9.170682906475566e-72,9.776509394176452e-37,1.1518768879336353e-135,3.597678948285644e-49,7.229166832287706e-89,2.5420912334276573e-104,4.376641891790721e-145,6.986895070750246e-22,2.432509333628937e-108,7.513735084779665e-15,2.5682391274633565e-15,9.38382753664967e-62
1.0149305912004383e-19,0.052102880930398214,0.0,0.01293714533499771,0.031075110263184432,0.31940968187635005,0.35048479213953954,0.20701222018021495,0.09201819554069096,0.0,2.318682193402107e-63,1.3973979678300809e-21,4.6373643300695954e-63,0.0,2.566450120926803e-134,6.956308205998801e-67,1.8241666683243775e-105,1.1472216725582978e-55,9.408279458861883e-83,7.336778518773423e-71,1.955328400033766e-36,3.6861783496926036e-134,7.195455492503757e-49,5.78351650195059e-88,8.134364408054102e-103,2.8011893696169153e-143,1.3973979678300828e-21,3.892146910135778e-107,1.5027673926944948e-14,5.136547924754481e-15,3.7536073821881716e-61
2.0298749484647502e-19,0.052102880930398214,0.0,0.012937145334977546,0.031075110263184432,0.3194096818763449,0.35048479213953954,0.20701222018021495,0.09201819554067593,0.0,1.854975107733412e-62,2.794814889340195e-21,3.709950170078411e-62,0.0,3.285007272107059e-132,2.782958537128352e-66,5.0265127247234044e-104,4.5889333713361284e-55,7.526742669801413e-82,5.869515693873163e-70,3.910683321266008e-36,1.179604627327798e-132,1.439100858093268e-48,4.6268864171258405e-87,2.6029442002163222e-101,1.792808837111032e-141,2.794814889340199e-21,6.227540639161959e-106,3.0055551397515296e-14,1.0273165519315044e-14,1.5014582265147228e-60
4.059763662993374e-19,0.052102880930398214,0.0,0.012937145334937217,0.031075110263184432,0.3194096818763346,0.35048479213953954,0.20701222018021495,0.09201819554064587,0.0,1.4839918274810002e-61,5.589648732360424e-21,2.967983618650983e-61,0.0,4.204778021122914e-130,1.1135146377747425e-65,1.4787494741581794e-102,1.835582684796205e-54,6.021441777289371e-81,4.695649706923749e-69,7.821393163730491e-36,3.7747788952556115e-131,2.878211475776132e-48,3.7015384201502596e-86,8.329337580806819e-100,1.147417125565837e-139,5.5896487323604315e-21,9.9641494897716e-105,6.011130548361514e-14,2.054640070834943e-14,6.005863453456493e-60
8.119541092050621e-19,0.052102880930398214,0.0,0.01293714533485656,0.031075110263184432,0.3194096818763141,0.35048479213953954,0.20701222018021495,0.09201819554058577,0.0,1.1871981585204243e-60,1.1179316418400882e-20,2.3743962879919198e-60,0.0,5.382095842522869e-128,4.456674372590515e-65,4.524420321252856e-101,7.342349411746795e-54,4.8171724784834895e-80,3.756534626325777e-68,1.564281284865946e-35,1.2079363005633138e-129,5.756432711130178e-48,2.961242450744731e-85,2.665374608011887e-98,7.343585982758022e-138,1.1179316418400897e-20,1.5942706757640791e-103,1.202228102356515e-13,4.109287108607123e-14,2.4023514908619048e-59
1.6239095950165117e-18,0.052102880930398214,0.0,0.012937145334695244,0.031075110263184432,0.319409681876273,0.35048479213953954,0.20701222018021495,0.09201819554046554,0.0,9.49760405434172e-60,2.2358651790481797e-20,1.8995207876291552e-59,0.0,6.889069862508643e-126,1.7847556138326743e-64,1.4146018122600637e-99,2.936943499212801e-53,3.8537456054621276e-79,3.0052336453866696e-67,3.12856522185174e-35,3.865407448369243e-128,1.1512875181791538e-47,2.3689986464545323e-84,8.529177276872252e-97,4.7000014868733956e-136,2.2358651790481827e-20,2.5508384871600203e-102,2.4044580605907274e-13,8.218581184012696e-14,9.60941818230937e-59
3.2478205666394107e-18,0.052102880930398214,0.0,0.012937145334372612,0.031075110263184432,0.3194096818761908,0.35048479213953954,0.20701222018021495,0.0920181955402251,0.0,7.598090757951874e-59,4.4717322534643625e-20,1.5196181329990051e-58,0.0,8.818001221747802e-124,7.155695788891271e-64,4.473585325432511e-98,1.1747781465863792e-52,3.0829995334427448e-78,2.404189294042023e-66,6.257133095823328e-35,1.236932189331819e-126,2.3025760122927345e-47,1.8952007915089116e-83,2.7293332935796533e-95,3.008123615301959e-134,4.4717322534643685e-20,4.081345904226726e-101,4.808917429833216e-13,1.6437169334268696e-13,3.843769716609089e-58
6.495642509885209e-18,0.052102880930398214,0.0,0.012937145333727348,0.031075110263184432,0.3194096818760264,0.35048479213953954,0.20701222018021495,0.0920181955397442,0.0,6.078475612154332e-58,8.943466402296729e-20,1.2156951075577633e-57,0.0,1.1287036314364974e-121,2.87561426544096e-63,1.4230448148182248e-96,4.6991140801326625e-52,2.4664008463839943e-77,1.923352386327147e-65,1.2514268843766503e-34,3.95818589523009e-125,4.605153000445127e-47,1.5161613829456015e-82,8.733861043410169e-94,1.925351770549872e-132,8.943466402296741e-20,6.530156906632083e-100,9.61783397941544e-13,3.2874345632560094e-13,1.5375083753101454e-57
9.743464453131007e-18,0.052102880930398214,0.0,0.012937145333082085,0.031075110263184432,0.31940968187586205,0.35048479213953954,0.20701222018021495,0.09201819553926331,0.0,1.8045477009721382e-57,1.3415200551129095e-19,3.6090953577897457e-57,0.0,7.588824583337815e-121,6.133183767245569e-63,6.799591278893532e-96,9.985618353876614e-52,7.322128541765332e-77,5.709953199394042e-65,1.877140459170968e-34,1.8936675392244947e-124,6.907729988522752e-47,4.501104738211717e-82,4.17843549651666e-93,1.0931894887474743e-131,1.3415200551129112e-19,2.470491321230921e-99,1.4426748340095932e-12,4.93115219286309e-13,3.2672056028567503e-57
1.2991286396376804e-17,0.052102880930398214,0.0,0.012937145332436822,0.031075110263184432,0.3194096818756977,0.35048479213953954,0.20701222018021495,0.09201819553878242,0.0,3.9320147663848654e-57,1.7886934699961462e-19,7.864029436559323e-57,0.0,3.4916654434046866e-120,1.0499946248015605e-62,2.248157033861879e-95,1.7034290967799812e-51,1.5954533943369488e-76,1.2441688453726565e-64,2.5028540339652855e-34,6.2673870085566435e-124,9.21030697652561e-47,9.807671077998623e-82,1.3829178456315442e-92,4.204338909346376e-131,1.7886934699961484e-19,6.430675367989926e-99,1.923566051187566e-12,6.574869822248111e-13,5.57346865422449e-57
1.94869302828684e-17,0.052102880930398214,0.0,0.012937145331146295,0.031075110263184432,0.31940968187536894,0.35048479213953954,0.20701222018021495,0.09201819553782063,0.0,1.1413426791928818e-56,2.683040299762619e-19,2.2826853304588485e-56,0.0,4.2537887636237047e-119,2.1882399373132838e-62,1.3099151889079697e-94,3.526733740211717e-51,4.631109392536996e-76,3.6114386331553024e-64,3.7542811835539206e-34,3.656820654948699e-123,1.3815460952355844e-46,2.8468645846661694e-81,8.068882532597912e-92,3.2002603879150292e-130,2.683040299762623e-19,2.359967318813242e-98,2.885347971822212e-12,9.862305080496993e-13,1.1539159445236328e-56
2.5982574169359996e-17,0.052102880930398214,0.0,0.012937145329855772,0.031075110263184432,0.3194096818750402,0.35048479213953954,0.20701222018021495,0.09201819553685885,0.0,2.495987820764826e-56,3.577387129529092e-19,4.991975580456635e-56,0.0,1.9669826438431636e-118,3.745968392513351e-62,4.3559906451463373e-94,5.998050531267358e-51,1.0127714358825341e-75,7.897809315401815e-64,5.005708333142556e-34,1.2166685170828845e-122,1.8420614927911136e-46,6.225772031690261e-81,2.6846146202243404e-91,1.2085139788452492e-129,3.5773871295290975e-19,6.119572217695881e-98,3.847129087520808e-12,1.3149740337929282e-12,1.9625088405918822e-56
3.247821805585159e-17,0.052102880930398214,0.0,0.012937145328565247,0.031075110263184432,0.31940968187471147,0.35048479213953954,0.20701222018021495,0.09201819553589706,0.0,4.682812969822587e-56,4.471733959295565e-19,9.365625825063881e-56,0.0,7.209040067700979e-118,5.761144098568765e-62,1.1741278830640278e-93,9.163666051907408e-51,1.9000970982155405e-75,1.4817365528657333e-63,6.257135482731191e-34,3.28058278302213e-122,2.302576890317184e-46,1.1680395943688698e-80,7.238701164973585e-91,3.696919025481596e-129,4.471733959295572e-19,1.3380302965197067e-97,4.808909340788587e-12,1.6437175594486652e-12,2.998270111930036e-56
4.5469505828834785e-17,0.052102880930398214,0.0,0.012937145325984202,0.031075110263184432,0.319409681874054,0.35048479213953954,0.20701222018021495,0.0920181955339735,0.0,1.281302986574198e-55,6.260427618828511e-19,2.5626059417968653e-55,0.0,1.1161249322779846e-116,1.1245563158929853e-61,6.9183396051830015e-93,1.7621405093060016e-50,5.199012009264116e-75,4.05430129868063e-63,8.759989781908461e-34,1.93402249808404e-121,3.2236076852790976e-46,3.1959692397419166e-80,4.2674762994532e-90,3.272853567836624e-128,6.260427618828521e-19,5.146661078701217e-97,6.732467205863318e-12,2.301204610492168e-12,5.765567177191763e-56
5.846079360181797e-17,0.052102880930398214,0.0,0.012937145323403162,0.031075110263184432,0.3194096818733965,0.35048479213953954,0.20701222018021495,0.09201819553204994,0.0,2.701142621126076e-55,8.049121278361457e-19,5.40228517615931e-55,0.0,5.683495087855534e-116,1.870586854607605e-61,2.332989792089211e-92,2.889905927331056e-50,1.096014999818031e-74,8.546960517147662e-63,1.1262844081085731e-33,6.523217801854349e-121,4.144638480121364e-46,6.73749208401996e-80,1.4393667134899334e-89,1.3529412166637618e-127,8.04912127836147e-19,1.3670854890454573e-96,8.656021568159443e-12,2.9586916611803193e-12,9.45551541947465e-56
8.444336914778435e-17,0.052102880930398214,0.0,0.01293714531824109,0.031075110263184432,0.3194096818720816,0.35048479213953954,0.20701222018021495,0.09201819552820285,0.0,8.239323042894464e-55,1.1626508597427351e-18,1.6478645884185257e-54,0.0,9.50923595824275e-115,3.993867186200192e-61,1.5955810952446147e-91,5.991292426348859e-50,3.343185795792594e-74,2.6070881331799547e-62,1.6268552679440272e-33,4.462512993520684e-120,5.9867000694470064e-46,2.0551441210476406e-79,9.84666231168746e-89,1.429723250097896e-126,1.1626508597427367e-18,6.203966436587886e-96,1.2503119785925438e-11,4.273665761490721e-12,1.9602976472040033e-55
1.3640852023971713e-16,0.052102880930398214,0.0,0.012937145307916988,0.031075110263184432,0.3194096818694516,0.35048479213953954,0.20701222018021495,0.09201819552050869,0.0,3.575112696494568e-54,1.8781283235559135e-18,7.15022530551158e-54,0.0,3.683017650959646e-113,1.1012814049117928e-60,2.010307095500136e-90,1.5577461658375449e-49,1.4506368937173732e-73,1.1312378258854688e-61,2.627996987614935e-33,5.623572384630866e-119,9.670823246662737e-46,8.917446011077226e-79,1.240857242600391e-87,3.2093752473803923e-125,1.8781283235559162e-18,4.6444269410319256e-95,2.01972741946919e-11,6.903613957847954e-12,5.096807039731977e-55
2.4033882242358264e-16,0.052102880930398214,0.0,0.01293714528726895,0.031075110263184432,0.3194096818641917,0.35048479213953954,0.20701222018021495,0.09201819550512054,0.0,2.0212118135411253e-53,3.3090832511822707e-18,4.0424235776262793e-53,0.0,2.4520647823204253e-111,3.814114731815795e-60,3.851539949303002e-89,4.828327351472467e-49,8.201264339391637e-73,6.395522188282887e-61,4.630280426956751e-33,1.077562401829686e-117,1.703906959535205e-45,5.041532604460738e-78,2.3776720183248585e-86,1.1779611372591168e-123,3.3090832511822753e-18,4.939669568230482e-94,3.558541490825677e-11,1.2163510333508331e-11,1.5797858044710394e-54
4.481994267913138e-16,0.052102880930398214,0.0,0.01293714524597355,0.031075110263184432,0.3194096818536719,0.35048479213953954,0.20701222018021495,0.09201819547434494,0.0,1.3439603382030832e-52,6.170993106434985e-18,2.6879206435215057e-52,0.0,2.221689118064232e-109,1.607179190083471e-59,9.403318735371431e-88,1.678287425024257e-48,5.453250333053225e-72,4.252561807508504e-60,8.63484730564038e-33,2.6310142316183234e-116,3.177556226976222e-45,3.3522562152183482e-77,5.805407461185702e-85,5.676142920005998e-122,6.170993106434994e-18,6.404496891324458e-93,6.636102393373963e-11,2.2683303016613163e-11,5.491207303690776e-54
8.639206355267759e-16,0.052102880930398214,0.0,0.012937145163385436,0.031075110263184432,0.31940968183263235,0.35048479213953954,0.20701222018021495,0.09201819541279642,0.0,9.773911724638822e-52,1.1894812816940413e-17,1.9547823210124927e-51,0.0,2.3796987502563387e-107,8.068263197418722e-59,2.6181850467113987e-86,6.23454951502761e-48,3.965860141302029e-71,3.0926629699304364e-59,1.6643981063007637e-32,7.325900228909878e-115,6.124854752670956e-45,2.4379183964442963e-76,1.6164806303689305e-83,3.166983789167148e-120,1.189481281694043e-17,9.211730640373629e-92,1.2790955248849084e-10,4.3722888109962365e-11,2.0398891816647621e-53
1.279641844262238e-15,0.052102880930398214,0.0,0.012937145080800908,0.031075110263184432,0.3194096818115928,0.35048479213953954,0.20701222018021495,0.09201819535125147,0.0,3.019773800795517e-51,1.7618632527445842e-17,6.039547527701775e-51,0.0,1.971104911448851e-106,2.1542202486746548e-58,1.443656615083235e-85,1.3677948442135063e-47,1.2253027129522929e-70,9.555173889839382e-59,2.4653114820374894e-32,4.039518206010787e-114,9.072153266116075e-45,7.532257615465924e-76,8.913311285963162e-83,2.1549051269446123e-119,1.7618632527445867e-17,3.8022170196650465e-91,1.8945449519072724e-10,6.476247283950155e-11,4.475303122244302e-53
1.6953630529977e-15,0.052102880930398214,0.0,0.012937144998219966,0.031075110263184432,0.31940968179055323,0.35048479213953954,0.20701222018021495,0.09201819528971013,0.0,6.792305918320072e-51,2.334245223795127e-17,1.3584611670442774e-50,0.0,1.022077858250249e-105,4.435778190623993e-58,5.117413622377189e-85,2.400848404483492e-47,2.7560444648902324e-70,2.1492227048739877e-58,3.266224857774215e-32,1.4319220137954637e-113,1.201945176731173e-44,1.6942129230428318e-75,3.159576457917198e-82,9.22414619642616e-119,2.3342452237951303e-17,1.0600189835730116e-90,2.509958522394606e-10,8.580205720523637e-11,7.855362485251538e-53
2.111084261733162e-15,0.052102880930398214,0.0,0.01293714491564261,0.031075110263184432,0.3194096817695137,0.35048479213953954,0.20701222018021495,0.09201819522817235,0.0,1.2843710087931285e-50,2.9066271948456696e-17,2.568741986159657e-50,0.0,4.033717526478453e-105,7.892259059556627e-58,1.4169646494139607e-84,3.7226156266715786e-47,5.21146080906256e-70,4.064009140305071e-58,4.0671382335109396e-32,3.9648798776649865e-113,1.4966750256258087e-44,3.2036218439591447e-75,8.748619676968428e-82,3.032075610045923e-118,2.906627194845674e-17,2.39046648970515e-90,3.1253362384028913e-10,1.068416412071725e-10,1.218006723774474e-52
2.9425266792040866e-15,0.052102880930398214,0.0,0.012937144750498656,0.031075110263184432,0.3194096817274345,0.35048479213953954,0.20701222018021495,0.09201819510510756,0.0,3.381779272088476e-50,4.051391136946755e-17,6.763558461429968e-50,0.0,3.876048780634654e-104,1.922272139221737e-57,6.94672211994863e-84,7.23229105236564e-47,1.3721899685314757e-69,1.0700632276943153e-57,5.668964984984389e-32,1.9438095216162543e-112,2.086134719740349e-44,8.435212157030105e-75,4.289070723288386e-81,2.0401747554835363e-117,4.051391136946761e-17,8.329373880266097e-90,4.355984114603214e-10,1.4892080811967002e-10,2.36634128429693e-52
3.773969096675011e-15,0.052102880930398214,0.0,0.012937144585369043,0.031075110263184432,0.31940968168535533,0.35048479213953954,0.20701222018021495,0.0920181949820571,0.0,7.034315395898447e-50,5.1961550790478405e-17,1.406863061967792e-49,0.0,1.8501474096411952e-103,3.8076659304772586e-57,2.254230703137303e-83,1.1896821111211362e-46,2.8542421740540315e-69,2.2257993888839409e-57,7.270791736457838e-32,6.30773648010162e-112,2.6755944089553585e-44,1.7545776341343612e-74,1.3918199055210105e-80,8.062430803009928e-117,5.1961550790478485e-17,2.1439175316969174e-89,5.586488596992289e-10,1.9099997357704026e-10,3.892533978876032e-52
4.605411514145935e-15,0.052102880930398214,0.0,0.012937144420253769,0.031075110263184432,0.31940968164327616,0.35048479213953954,0.20701222018021495,0.092018194859021,0.0,1.270533495553544e-49,6.340919021148926e-17,2.5410669600190707e-49,0.0,6.610462449791027e-103,6.64871035846774e-57,5.847049650428405e-83,1.7716205796858735e-46,5.155313747620327e-69,4.020224455116943e-57,8.872618487931286e-32,1.6361114038178263e-111,3.2650540932709714e-44,3.16910677052759e-74,3.610126113525852e-80,2.468921316420571e-116,6.340919021148936e-17,4.620718980783458e-89,6.816849702922336e-10,2.330791375793317e-10,5.79658479320547e-52
5.436853931616859e-15,0.052102880930398214,0.0,0.012937144255152832,0.031075110263184432,0.319409681601197,0.35048479213953954,0.20701222018021495,0.09201819473599923,0.0,2.085429225143017e-49,7.485682963250011e-17,4.170858399258761e-49,0.0,2.0010491329594884e-102,1.064699676876714e-56,1.3141421391943197e-82,2.46904451070352e-46,8.461832758991137e-69,6.598719041785552e-57,1.047444523940473e-31,3.677215592519285e-111,3.854513772687324e-44,5.20171085609859e-74,8.113880265161848e-80,6.481034348773891e-116,7.485682963250022e-17,8.848183770087023e-89,8.047067449596615e-10,2.751583001265924e-10,8.07849371441737e-52
7.099738766558707e-15,0.052102880930398214,0.0,0.012937143924993963,0.031075110263184432,0.31940968151703863,0.35048479213953954,0.20701222018021495,0.09201819448999869,0.0,4.6348915955659276e-49,9.775210847452183e-17,9.269783077723123e-49,0.0,1.550309177598935e-101,2.288878825772249e-56,5.146393375905123e-82,4.21034875949101e-46,1.8806525325761844e-68,1.4665732626900935e-56,1.3678098742351617e-31,1.4400603914365682e-110,5.033433116822762e-44,1.1560865091379063e-73,3.177534003866029e-79,3.5999526271986794e-115,9.775210847452197e-17,2.5780167831711396e-88,1.05070729311687e-09,3.593166208562056e-10,1.3775885828993758e-51
