Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33)
9.612600368675995e-13,0.07782336798655136,0.0,0.019323175874090184,0.031075110263184432,0.31940960347001285,0.3504847439875487,0.2070121630909707,0.09201804978223972,0.0,6.682667560866917e-30,1.0013565774968018e-09,1.227420410212524e-27,0.0,2.7023237953856387e-45,9.077493536167258e-16,1.0048166637142338e-33,2.0795886954788923e-29,2.7983127176446402e-42,1.5030596988078604e-18,2.386640919941589e-19,3.465177250249953e-68,2.7518504435412943e-15,2.2589969152609276e-45,5.682732371674363e-32,6.289103193323904e-55,1.0013519358733355e-09,2.6758890195900577e-48,1.4575600833430297e-07,5.927493912974997e-08,3.795514942768157e-08,4.7150534820043784e-08,3.831009807471393e-08,1.9057548393323163e-08,3.533521090736998e-11,3.6826835180650067e-11,1.0582310380401391e-13,1.4306267291370376e-13,3.677884740368802e-11,4.462197225132383e-12,9.953273977976796e-14,1.8778733276755214e-08,1.184401127692236e-21,8.103674389985744e-20,1.7147576378179094e-17,1.145336806859776e-14,4.014407193163628e-13
9.908793503291433e-13,0.07782336798655136,0.0,0.01932316539907828,0.031075110263184432,0.31940960105649985,0.3504847425065081,0.2070121613573691,0.09201804608116314,0.0,7.31964352925416e-30,1.0322113838127021e-09,1.3444154160687259e-27,0.0,3.2403888511265166e-45,9.944537222517931e-16,1.1344960299583332e-33,2.2097198671054717e-29,3.065038364262837e-42,1.5971130011177849e-18,2.4601804959281644e-19,4.03296917687816e-68,2.8366473984015226e-15,2.4743168141497312e-45,6.413473115711048e-32,7.54133850558108e-55,1.0322064517512454e-09,3.021254867763349e-48,1.4945700937444237e-07,6.109562209003231e-08,3.912945136897251e-08,4.8600717617340983e-08,3.946506879520913e-08,1.9645757545425467e-08,3.7350422601152654e-11,3.913104245009834e-11,1.0919622703181617e-13,1.56694968124945e-13,3.9078484062439664e-11,4.8619121704797684e-12,1.0259964233961415e-13,1.9357338330513498e-08,1.2830190787642017e-21,9.379992362009473e-20,1.767593477375708e-17,1.1838231137839212e-14,4.2689289555107887e-13
1e-12,0.07782336798655136,0.0,0.019323162182157575,0.031075110263184432,0.319409600313338,0.35048474205048447,0.20701216082384505,0.0920180449498443,0.0,7.52363517305736e-30,1.0417124777073051e-09,1.3818830672194035e-27,0.0,3.4230042742242527e-45,1.0222251829138936e-15,1.1768438863532602e-33,2.2505862534880318e-29,3.1504571728892667e-42,1.626649471756174e-18,2.4828254740676133e-19,4.222027055102737e-68,2.862758901932029e-15,2.5432729474139076e-45,6.652055070515008e-32,7.966338179213653e-55,1.0417074544370337e-09,3.1340372954252124e-48,1.505883049759972e-07,6.165619428995535e-08,3.949111212240266e-08,4.9047239095784454e-08,3.982041567251432e-08,1.982689606708359e-08,3.798081557285661e-11,3.985465098913278e-11,1.1023626307637783e-13,1.6106061108592858e-13,3.980062894731546e-11,4.9894891548297665e-12,1.0354403099517639e-13,1.9535507401071668e-08,1.3144459230032106e-21,9.803493347462836e-20,1.783863146013286e-17,1.1957244757681927e-14,4.3488773808690583e-13
1.020498663790687e-12,0.07782336798655136,0.0,0.019323154966867134,0.031075110263184432,0.31940959864313134,0.35048474102562654,0.20701215962526867,0.09201804242144672,0.0,7.995863192818933e-30,1.0630661899982266e-09,1.4686183252501667e-27,0.0,3.864916794937016e-45,1.086522224535638e-15,1.2763400571755467e-33,2.3437999292732674e-29,3.3481962025776434e-42,1.6940202758925391e-18,2.5337200712987627e-19,4.672864751234916e-68,2.9214446030165646e-15,2.702901945991572e-45,7.212519536499131e-32,8.994798255289249e-55,1.0630609586868994e-09,3.399019977904657e-48,1.5311665028281362e-07,6.291596175108979e-08,4.0304046260782766e-08,5.005074121032159e-08,4.061853897648469e-08,2.0234025204711074e-08,3.9414430552961994e-11,4.15051488203569e-11,1.1257606965030594e-13,1.711666219184233e-13,4.144773866130835e-11,5.284063006880376e-12,1.0566654486519428e-13,1.9935941969324356e-08,1.3869369947546001e-21,1.0810703504552679e-19,1.8204292042375715e-17,1.2225610156003508e-14,4.531265606739073e-13
1.0501179772522309e-12,0.07782336798655136,0.0,0.01932314457699201,0.031075110263184432,0.31940959622990717,0.3504847395449043,0.20701215789466745,0.09201803880262827,0.0,8.71249987741892e-30,1.0939209960533894e-09,1.6002446122034877e-27,0.0,4.5866826343147545e-45,1.1841172605248953e-15,1.431086696678057e-33,2.481828881796902e-29,3.6482774225864054e-42,1.793781516159193e-18,2.6072596460539156e-19,5.391523121289316e-68,3.0062420574564763e-15,2.9451488342546336e-45,8.084001049507739e-32,1.0674559027376591e-54,1.093915456680406e-09,3.8111499225825296e-48,1.5673539325466139e-07,6.473595818470192e-08,4.147893462324258e-08,5.1500605619583004e-08,4.1770510569845664e-08,2.0822351318443048e-08,4.152671543471799e-11,4.3949152859012386e-11,1.1596263165743721e-13,1.8650268052278512e-13,4.388660140122264e-11,5.729183667085612e-12,1.0873344735651117e-13,2.0514544195743433e-08,1.4963239711726878e-21,1.240913550979775e-19,1.873264817460376e-17,1.2615582435374155e-14,4.801416345363805e-13
1.0797372907137746e-12,0.07782336798655136,0.0,0.019323134228993347,0.031075110263184432,0.31940959381682743,0.3504847380643412,0.2070121561655635,0.0920180352242507,0.0,9.470726944650638e-30,1.1247758019782047e-09,1.739509752318805e-27,0.0,5.417438541930081e-45,1.2874013534298234e-15,1.599495631122166e-33,2.623806724493299e-29,3.965773214274266e-42,1.8963967149573555e-18,2.6807992201941556e-19,6.196001372062812e-68,3.0910397617914395e-15,3.201454002396908e-45,9.032168266191493e-32,1.2607971554192156e-54,1.1247699457318734e-09,4.259668160594934e-48,1.6031369532025458e-07,6.655561146259121e-08,4.26541169707307e-08,5.295031086568557e-08,4.2920985524034253e-08,2.141073583387534e-08,4.368676357383219e-11,4.646305312793441e-11,1.1935591305116406e-13,2.0272818760742905e-13,4.639506247958841e-11,6.1978024059485925e-12,1.1180034981356761e-13,2.109314501229869e-08,1.6113531509221545e-21,1.4189323589133775e-19,1.926100293502379e-17,1.300822544556398e-14,5.079380368338394e-13
1.1093566041753184e-12,0.07782336798655136,0.0,0.019323123922416686,0.031075110263184432,0.31940959140389197,0.3504847365839372,0.20701215443795484,0.09201803168586219,0.0,1.0271717794614906e-29,1.1556306077726862e-09,1.8866292219300636e-27,0.0,6.369971227982785e-45,1.39653714989938e-15,1.7823482744308108e-33,2.76973345718164e-29,4.3011747676141786e-42,2.0018658653390343e-18,2.7543387937200144e-19,7.093766075483658e-68,3.1758377160917562e-15,3.472213973866201e-45,1.006139299353192e-31,1.48247942376004e-54,1.155624425841409e-09,4.746656036783018e-48,1.6385200840260435e-07,6.837492165642375e-08,4.382959381193721e-08,5.4399856969152934e-08,4.406996578523343e-08,2.1999178698253097e-08,4.5894066891407146e-11,4.90468481832691e-11,1.2275591382944044e-13,2.1986818428121397e-13,4.89731120902825e-11,6.690441862345721e-12,1.1486725223636634e-13,2.167174442149071e-08,1.732201735398294e-21,1.6166024748766666e-19,1.9789356578248596e-17,1.3403616695114396e-14,5.36515687222871e-13
1.1389759176368622e-12,0.07782336798655136,0.0,0.019323113656812645,0.031075110263184432,0.3194095889911008,0.3504847351036924,0.20701215271183956,0.09201802818701577,0.0,1.1116645868803608e-29,1.1864854134368477e-09,2.041818498315398e-27,0.0,7.458160949366486e-45,1.5116874203028766e-15,1.980447771716221e-33,2.9196090796833425e-29,4.654973272566903e-42,2.1101889603685057e-18,2.827878366632022e-19,8.092704840240826e-68,3.2606359204278498e-15,3.757825272100135e-45,1.1176168233579686e-31,1.735733048039911e-54,1.1864788970091187e-09,5.274252781845252e-48,1.6735077937453702e-07,7.019388883780968e-08,4.5005365649925454e-08,5.5849243950472506e-08,4.521745329707062e-08,2.258767985881297e-08,4.814812284111535e-11,5.17005365754329e-11,1.261626339902205e-13,2.379477090911612e-13,5.1620740423646625e-11,7.207619120419262e-12,1.179341546249102e-13,2.2250342425792994e-08,1.8590509856359333e-21,1.8354731794974945e-19,2.031770912269346e-17,1.3801833644318922e-14,5.658745054089692e-13
1.168595231098406e-12,0.07782336798655136,0.0,0.019323103431736845,0.031075110263184432,0.3194095865784539,0.35048473362360655,0.2070121509872157,0.09201802472726961,0.0,1.200668465310887e-29,1.2173402189707036e-09,2.2052930596974884e-27,0.0,8.697042155661284e-45,1.6330150590082507e-15,2.1946189992027242e-33,3.073433591822013e-29,5.0276599190810395e-42,2.221365993122181e-18,2.9014179389307086e-19,9.201137861637424e-68,3.345434374870264e-15,4.0586844205261676e-45,1.2381108182997606e-31,2.0240569827108833e-54,1.2173333592351074e-09,5.844655512151965e-48,1.7081045011512972e-07,7.20125130783038e-08,4.6181432982193333e-08,5.729847183009576e-08,4.6363450000621346e-08,2.3176239262783388e-08,5.0448434348750266e-11,5.44241168491064e-11,1.2957607353145838e-13,2.5699179802114893e-13,5.433793766648124e-11,7.749845770148369e-12,1.2100105697920194e-13,2.2828939027652247e-08,1.992086244759433e-21,2.0771687070079917e-19,2.0846060278100484e-17,1.4202953775107261e-14,5.960144110764843e-13
1.1982145445599498e-12,0.07782336798655136,0.0,0.019323093246749835,0.031075110263184432,0.31940958416595133,0.35048473214367987,0.20701214926408132,0.09201802130618676,0.0,1.2943007680955431e-29,1.2481950243742678e-09,2.377268385243923e-27,0.0,1.0102865772009555e-44,1.760683084657007e-15,2.4257085641496927e-33,3.2312069934234215e-29,5.419725897093029e-42,2.3353969566884728e-18,2.9749575106166056e-19,1.0427829471443588e-67,3.430233079489659e-15,4.3751879425616025e-45,1.3680948232604457e-31,2.3512332914261176e-54,1.24818781251948e-09,6.460119229560253e-48,1.7423145756551462e-07,7.383079444940593e-08,4.735779630073378e-08,5.8747540628438695e-08,4.7507957834412825e-08,2.376485685738488e-08,5.279450975244157e-11,5.72175875432283e-11,1.3299623245110809e-13,2.7702548449060066e-13,5.712469400203968e-11,8.317627967256013e-12,1.2406795929924434e-13,2.34075342294887e-08,2.1314969659360708e-21,2.3433895925457794e-19,2.137441032272635e-17,1.4607054646139844e-14,6.269353238324167e-13
1.2278338580214935e-12,0.07782336798655136,0.0,0.01932308310141706,0.031075110263184432,0.31940958175359285,0.3504847306639123,0.20701214754243452,0.0920180179233352,0.0,1.3926788536557153e-29,1.2790498296475544e-09,2.5579599550675635e-27,0.0,1.1693163118890008e-44,1.8948546404358638e-15,2.674584804774625e-33,3.392929284315467e-29,5.831662396527176e-42,2.452281844167669e-18,3.0484970816902404e-19,1.1781999687748688e-67,3.5150320343568128e-15,4.7077323616136006e-45,1.5080544966919578e-31,2.7213420230221346e-54,1.2790422568623392e-09,7.122956821229243e-48,1.7761423378406014e-07,7.564873302256155e-08,4.8534456092094805e-08,6.019645036588214e-08,4.86509787344276e-08,2.435353258983031e-08,5.518586274352783e-11,6.00809471909895e-11,1.364231107471239e-13,2.980737993531663e-13,5.998099961002229e-11,8.91146649245909e-12,1.2713486158504026e-13,2.3986128033696395e-08,2.277476725195108e-21,2.6359139938502097e-19,2.1902759312358122e-17,1.5014213852511885e-14,6.586371632472738e-13
1.2574531714830373e-12,0.07782336798655136,0.0,0.019323072995308815,0.031075110263184432,0.31940957934137865,0.35048472918430373,0.2070121458222733,0.09201801457828764,0.0,1.4959200858298337e-29,1.3099046347905774e-09,2.7475832502269007e-27,0.0,1.3486811468764643e-44,2.035692994345158e-15,2.942137790176374e-33,3.5586004643281405e-29,6.263960607295656e-42,2.5720206486718e-18,3.12203665215214e-19,1.3273335764812932e-67,3.59983123954262e-15,5.0567142010791924e-45,1.6584876163708224e-31,3.138776468448582e-54,1.3098966922637881e-09,7.835539059435768e-48,1.809592060009353e-07,7.746632886916212e-08,4.9711412837438764e-08,6.164520106277214e-08,4.979251463410712e-08,2.49422664073252e-08,5.762201230807873e-11,6.301419431982733e-11,1.3985670841745997e-13,3.201617708953969e-13,6.290684466657078e-11,9.531856810069072e-12,1.302017638365924e-13,2.4564720442643482e-08,2.4302232295308896e-21,2.95659898767518e-19,2.2431106893443996e-17,1.5424508990584262e-14,6.911198488901985e-13
1.2870724849445811e-12,0.07782336798655136,0.0,0.01932306292800016,0.031075110263184432,0.3194095769293085,0.3504847277048542,0.20701214410359578,0.09201801127062165,0.0,1.604141834224065e-29,1.3407594398033502e-09,2.9463537527264224e-27,0.0,1.5504101239569488e-44,2.183361539464039e-15,3.2292793202585e-33,3.7282205332934995e-29,6.717111719298543e-42,2.694613363324515e-18,3.195576222002834e-19,1.491200374291835e-67,3.684630695118086e-15,5.422529984345288e-45,1.8199040793527684e-31,3.608258798638724e-54,1.3407511187239277e-09,8.600294601390358e-48,1.8426679667206426e-07,7.928358206054575e-08,5.0888667012601e-08,6.309379273942038e-08,5.0932567464355374e-08,2.5531058257068015e-08,6.010248266905991e-11,6.601732745141977e-11,1.4329702546007063e-13,3.4331442483541333e-13,6.590221934426268e-11,1.0179289125950333e-11,1.3326866605390356e-13,2.5143311458672486e-08,2.5899383341853004e-21,3.3073818411828324e-19,2.2959453365726068e-17,1.5838017681199393e-14,7.243833003044689e-13
1.3166917984061249e-12,0.07782336798655136,0.0,0.019323052899070905,0.031075110263184432,0.31940957451738244,0.35048472622556365,0.20701214238639998,0.0920180079999195,0.0,1.7174614745756127e-29,1.3716142446858876e-09,3.1544869455169698e-27,0.0,1.7766804825037993e-44,2.3380237942125044e-15,3.536942925652771e-33,3.901789491045632e-29,7.191606922423806e-42,2.8200599812609562e-18,3.2691157912428466e-19,1.6708659998219196e-67,3.769430401154333e-15,5.805576234788689e-45,1.9928259019274157e-31,4.134856083318067e-54,1.3716055362428588e-09,9.419709989053623e-48,1.8753742353247807e-07,8.11004926679975e-08,5.206621908814783e-08,6.454222541610445e-08,5.207113915354245e-08,2.611990808625041e-08,6.262680322913323e-11,6.909034510168008e-11,1.4674406187291004e-13,3.675567843215673e-13,6.896711381210571e-11,1.0854248444843277e-11,1.363355682369765e-13,2.5721901084100633e-08,2.7568280628786022e-21,3.690281258822086e-19,2.3487798833888417e-17,1.6254817593000908e-14,7.584274369848065e-13
1.3463111118676687e-12,0.07782336798655136,0.0,0.01932304290810551,0.031075110263184432,0.31940957210560045,0.3504847247464321,0.20701214067068405,0.0920180047657681,0.0,1.8359963891287012e-29,1.4024690494382035e-09,3.3721983124961075e-27,0.0,2.0298247061858566e-44,2.4998434026103074e-15,3.866083867642782e-33,4.0793073374206275e-29,7.687937406547325e-42,2.948360495627631e-18,3.342655359872706e-19,1.8674462792591803e-67,3.854230357722593e-15,6.206249475776096e-45,2.1777872195730355e-31,4.7239966907514713e-54,1.4024599448206813e-09,1.0296329648952973e-47,1.9077149964907e-07,8.291706076275e-08,5.324406952943386e-08,6.59904991130683e-08,5.3208231627508186e-08,2.670881584205751e-08,6.519450851408518e-11,7.22332457807511e-11,1.5019781765393253e-13,3.929138699310974e-13,7.210151823553271e-11,1.1557214627059347e-11,1.394024703858141e-13,2.6300489321220087e-08,2.9311026215809697e-21,4.107398605230268e-19,2.401614287203872e-17,1.6674986428651814e-14,7.93252178391278e-13
1.3759304253292124e-12,0.07782336798655136,0.0,0.019323032954693075,0.031075110263184432,0.31940956969396256,0.35048472326745944,0.207012138956446,0.09201800156775902,0.0,1.9598639670232723e-29,1.4333238540603113e-09,3.5997033385084875e-27,0.0,2.3123377333666033e-44,2.6689841345328006e-15,4.217679138087723e-33,4.260774072256542e-29,8.206594361532924e-42,3.0795148995822936e-18,3.416194927892937e-19,2.082108382348376e-67,3.939030564894208e-15,6.624946230664128e-45,2.375334286911382e-31,5.38148706842867e-54,1.4333143444574935e-09,1.1232755891999693e-47,1.9396943347276172e-07,8.473328641598392e-08,5.4422218796658825e-08,6.743861385052252e-08,5.434384680956563e-08,2.729778147166821e-08,6.780513811687676e-11,7.544602799300016e-11,1.5365829280109242e-13,4.194106996687787e-13,7.530542277639612e-11,1.2288662444554774e-11,1.4246937250041906e-13,2.687907617229826e-08,3.1129764092626475e-21,4.560919104523629e-19,2.4544485797619998e-17,1.7098601909491833e-14,8.288574439631535e-13
1.4055497387907562e-12,0.07782336798655136,0.0,0.01932302303842727,0.031075110263184432,0.3194095672824686,0.3504847217886458,0.20701213724368392,0.09201799840548841,0.0,2.089181604696455e-29,1.464178658552226e-09,3.837217509346207e-27,0.0,2.626884331185944e-44,2.845609885963721e-15,4.592727459346252e-33,4.446189695393377e-29,8.748068977232356e-42,3.213523186293822e-18,3.489734495304064e-19,2.3160719773762592e-67,4.02383102274063e-15,7.062063022799329e-45,2.5860254776626005e-31,6.113528904686458e-54,1.464168735153394e-09,1.2231648913306364e-47,1.9713162889008593e-07,8.65491696988282e-08,5.560066734492358e-08,6.888656964864469e-08,5.547798662050472e-08,2.7886804922255413e-08,7.045823664230771e-11,7.872869023701351e-11,1.5712548731234413e-13,4.4707228896556613e-13,7.857881759296311e-11,1.3049061636390007e-11,1.4553627458079416e-13,2.745766163957806e-08,3.3026680323453e-21,5.053113016302695e-19,2.5072827778013478e-17,1.7525741784772147e-14,8.652431531103545e-13
1.4351690522523e-12,0.07782336798655136,0.0,0.019323013158906284,0.031075110263184432,0.3194095648711187,0.350484720309991,0.20701213553239584,0.09201799527855685,0.0,2.2240667062968272e-29,1.4950334629139603e-09,4.084956311749185e-27,0.0,2.97630663332354e-44,3.029884679244989e-15,4.99224928420052e-33,4.635554206673038e-29,9.312852443485343e-42,3.350385348942096e-18,3.5632740621066104e-19,2.570610386156377e-67,4.108631731333419e-15,7.517996375518178e-45,2.8104312846002054e-31,6.92673667126501e-54,1.4950231169084798e-09,1.3295726792004624e-47,2.002584852741932e-07,8.836471068236085e-08,5.67794156242857e-08,7.033436652757981e-08,5.661065297859579e-08,2.8475886140986304e-08,7.315335365228826e-11,8.208123100559152e-11,1.605994011856419e-13,4.75923650677232e-13,8.192169283991035e-11,1.3838876963581579e-11,1.486031766269422e-13,2.8036245725278197e-08,3.5004003209785265e-21,5.586336788801929e-19,2.560116830548079e-17,1.7956483841140348e-14,9.024092252042913e-13
1.4647883657138438e-12,0.07782336798655136,0.0,0.019323003315732775,0.031075110263184432,0.3194095624599127,0.3504847188314952,0.20701213382257996,0.0920179921865694,0.0,2.3646366841115226e-29,1.525888267145529e-09,4.343135233405518e-27,0.0,3.363631841442761e-44,3.2219726633235433e-15,5.417286795780301e-33,4.8288676059393125e-29,9.901435950119572e-42,3.490101380717881e-18,3.6368136283011e-19,2.8470517390138144e-67,4.193432690744244e-15,7.993142812147098e-45,3.049134319506123e-31,7.82815554679613e-54,1.5258774897228472e-09,1.442776549106326e-47,2.0335039753528844e-07,9.017990943760915e-08,5.795846407981431e-08,7.178200450744055e-08,5.7741847799593136e-08,2.9065025075022602e-08,7.589004361171175e-11,8.550364878574348e-11,1.6408003441894032e-13,5.059897950829976e-13,8.533403866831916e-11,1.4658568263353122e-11,1.5167007863886593e-13,2.8614828431593426e-08,3.706400342214703e-21,6.163034189633081e-19,2.6129507709312724e-17,1.839090589638197e-14,9.40355579582406e-13
1.4944076791753876e-12,0.07782336798655136,0.0,0.019322993508513835,0.031075110263184432,0.31940956004885057,0.3504847173531582,0.20701213211423428,0.09201798912913567,0.0,2.5110089590061835e-29,1.5567430712469462e-09,4.611969762951854e-27,0.0,3.792080090314595e-44,3.422038113995258e-15,5.868903907487268e-33,5.0261298930378385e-29,1.0514310686950723e-41,3.632671274822709e-18,3.7103531938880555e-19,3.1467801297698795e-67,4.278233901044872e-15,8.487898856002476e-45,3.30272931312581e-31,8.825279721221963e-54,1.5567318535965919e-09,1.5630598857106629e-47,2.064077561705036e-07,9.199476603555014e-08,5.9137813151644434e-08,7.322948360830765e-08,5.8871572996738525e-08,2.9654221671520855e-08,7.866786583492137e-11,8.899594205868271e-11,1.675673870101937e-13,5.372957298841601e-13,8.881584522567084e-11,1.5508590502792236e-11,1.5473698061656822e-13,2.9193409760694843e-08,3.920899411548709e-21,6.785737414493416e-19,2.6657846235953035e-17,1.8829085794813654e-14,9.79082135553502e-13
1.5240269926369313e-12,0.07782336798655136,0.0,0.019322983736860908,0.031075110263184432,0.3194095576379324,0.35048471587498015,0.2070121304073569,0.0920179861058694,0.0,2.663300960877802e-29,1.5875978752182257e-09,4.891675389973757e-27,0.0,4.2650724766209526e-44,3.630245434145972e-15,6.348186262919367e-33,5.22734106781608e-29,1.1151967843782466e-41,3.778095024468766e-18,3.7838927588679984e-19,3.471236770726732e-67,4.363035362307187e-15,9.002661030390669e-45,3.5718231151234373e-31,9.926071081142752e-54,1.5875862085298084e-09,1.6907118620233438e-47,2.0943094731321366e-07,9.38092805471112e-08,6.031746327503064e-08,7.46768038502302e-08,5.999983048076482e-08,3.0243475877632645e-08,8.148638443276446e-11,9.255810929982168e-11,1.7106145895735663e-13,5.69866460202712e-13,9.236710265584185e-11,1.6389393831919685e-11,1.5780388256005178e-13,2.9771989714730083e-08,4.144133106223087e-21,7.457068174184082e-19,2.718618328605839e-17,1.927110141088153e-14,1.0185888123947133e-12
1.5536463060984751e-12,0.07782336798655136,0.0,0.019322974000389764,0.031075110263184432,0.3194095552271581,0.35048471439696083,0.20701212870194588,0.09201798311638888,0.0,2.8216301291204487e-29,1.618452679059381e-09,5.182467605006078e-27,0.0,4.786239251436678e-44,3.846759153989685e-15,6.85624123579533e-33,5.432501130123289e-29,1.1814898610406487e-41,3.926372622878766e-18,3.857432323241451e-19,3.821921147651948e-67,4.447837074603163e-15,9.53782585860801e-45,3.85703469403714e-31,1.1138978276092115e-53,1.6184405545225902e-09,1.8260274393835773e-47,2.1242035278180077e-07,9.562345304317033e-08,6.149741488040019e-08,7.6123965253226e-08,6.112662215989939e-08,3.0832787640504865e-08,8.434516826022771e-11,9.619014897876743e-11,1.745622502583835e-13,6.037269885799569e-13,9.598780109909912e-11,1.7301423636177467e-11,1.6087078446931934e-13,3.035056829582367e-08,4.376341278824819e-21,8.179738760324395e-19,2.7714519192319623e-17,1.9717030650940937e-14,1.0588755293477557e-12
1.583265619560019e-12,0.07782336798655136,0.0,0.019322964298720456,0.031075110263184432,0.3194095528165275,0.3504847129191004,0.20701212699799934,0.0920179801603165,0.0,2.9861139131039044e-29,1.6493074827704267e-09,5.484561899533314e-27,0.0,5.35942817638952e-44,4.071743931303929e-15,7.394197929879308e-33,5.64161007981049e-29,1.2503594176602498e-41,4.077504063285858e-18,3.9309718870089337e-19,4.200392174763028e-67,4.532639038004887e-15,1.0093789863940828e-44,4.158995137234338e-31,1.2472956165738062e-53,1.6492948915750312e-09,1.9693073674418545e-47,2.1537635012787414e-07,9.743728359455664e-08,6.267766839340551e-08,7.757096783728192e-08,6.225194993986777e-08,3.142215690727997e-08,8.724379086464701e-11,9.98920595593168e-11,1.7806976091122897e-13,6.389023149751187e-13,9.967793069209582e-11,1.8245120588342187e-11,1.6393768634437376e-13,3.092914550607721e-08,4.6177680694370754e-21,8.956553090156312e-19,2.824285429946628e-17,2.0166951452640383e-14,1.0999422056202752e-12
