Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33)
3.093850606098752e-12,0.07782336798655136,0.0,0.01932250796007373,0.031075110263184432,0.31940943006435063,0.3504846377583518,0.20701204199472897,0.09201786605315684,0.0,2.2292410106200884e-28,3.222902299835163e-09,4.09263334743404e-26,0.0,2.9688228974048344e-42,3.067694175573505e-14,1.0780194630512684e-31,2.1542388163523862e-28,9.329780032490588e-41,1.5569246430768154e-17,7.68148884761735e-19,1.1967885705389509e-65,8.857873855015802e-15,7.531661436985132e-44,6.038426283691802e-30,6.909313598710367e-52,3.2228542283086625e-09,2.8713171371438243e-46,3.294797521161521e-07,1.8949086821854039e-07,1.232795538649091e-07,1.5115796515782023e-07,1.177464007321934e-07,6.155500082859886e-08,2.792305572906055e-10,3.8130047699484367e-10,3.6586261680919065e-13,4.761093606478642e-12,3.797080301673743e-10,1.173606196924511e-10,3.2034963667043446e-13,6.043480829541653e-08,3.626593779278818e-20,2.180726282648639e-17,5.518649313658005e-17,5.0241284977618253e-14,4.2266648879281254e-12
3.1234699195602957e-12,0.07782336798655136,0.0,0.01932249963595906,0.031075110263184432,0.31940942766115654,0.350484636288723,0.20701204036436816,0.09201786440530892,0.0,2.293923830009813e-28,3.2537570967997235e-09,4.2113106851087957e-26,0.0,3.143330816704537e-42,3.1572554811510836e-14,1.119896642327934e-31,2.19568390873798e-28,9.600312469288544e-41,1.5868768554480362e-17,7.755028380575202e-19,1.2551839397395536e-65,8.94268897743289e-15,7.750054442925527e-44,6.272738304279349e-30,7.315444176611705e-52,3.253708100574199e-09,2.9828597775429147e-46,3.3112752829831336e-07,1.9128701416732186e-07,1.2447599060363708e-07,1.525967360297097e-07,1.1879817096133608e-07,6.214728742597515e-08,2.837138513209806e-10,3.886334122194749e-10,3.697195309386097e-13,4.8990238363976094e-12,3.869948970272746e-10,1.2045708519314402e-10,3.234165367702216e-13,6.101331662786068e-08,3.7432956749044256e-20,2.2808962084543064e-17,5.571477660151686e-17,5.1006936116544857e-14,4.308177224197713e-12
3.1530892330218395e-12,0.07782336798655136,0.0,0.01932249133153578,0.031075110263184432,0.3194094252581046,0.35048463481925207,0.20701203873537416,0.09201786277587659,0.0,2.3598477387982293e-28,3.284611893634913e-09,4.3322604724814355e-26,0.0,3.326304228719243e-42,3.2485553614221194e-14,1.1629822013666781e-31,2.237523889264664e-28,9.876024690197888e-41,1.617114417389599e-17,7.828567912953725e-19,1.3158368310687443e-65,9.02750435489634e-15,7.972628938591525e-44,6.513804063704296e-30,7.74127640994577e-52,3.2845619639033695e-09,3.097621087135415e-46,3.327568889467674e-07,1.9308282186515955e-07,1.2567274616619895e-07,1.5403534910503702e-07,1.1984857480429293e-07,6.273962872508504e-08,2.8821992491437956e-10,3.960361285232728e-10,3.7358316431147487e-13,5.039590129150553e-12,3.9435066702249274e-10,1.2360300472197693e-10,3.264834368359421e-13,6.15918236738955e-08,3.862852221822675e-20,2.384615415556017e-17,5.624305299430614e-17,5.178075423964706e-14,4.390465185186017e-12
3.1827085464833832e-12,0.07782336798655136,0.0,0.019322483046596024,0.031075110263184432,0.31940942285519486,0.35048463334993896,0.20701203710774535,0.09201786116465413,0.0,2.427024641396357e-28,3.3154666903407457e-09,4.4555042638845944e-26,0.0,3.518068524467544e-42,3.3416109994664603e-14,1.2072991643380222e-31,2.2797587579238856e-28,1.0156965814133909e-40,1.647637328267273e-17,7.902107444753408e-19,1.3788120765356172e-65,9.112319987482351e-15,8.199424576259323e-44,6.761752105900359e-30,8.187567577797757e-52,3.3154158182962347e-09,3.2156623951591913e-46,3.343680398537437e-07,1.9487829138076778e-07,1.2686982078457907e-07,1.55473804402515e-07,1.2089761403672052e-07,6.33320246731346e-08,2.9274854177868255e-10,4.035086240517471e-10,3.7745351692574205e-13,5.182817343085766e-12,4.0177533009021585e-10,1.267986278637806e-10,3.2955033686759875e-13,6.217032943469932e-08,3.9853123093440935e-20,2.491972360132182e-17,5.677133055517526e-17,5.256281897861412e-14,4.473528688041744e-12
3.212327859944927e-12,0.07782336798655136,0.0,0.019322474780934247,0.031075110263184432,0.3194094204524274,0.3504846318807835,0.20701203548147984,0.092017859571438,0.0,2.495466447720281e-28,3.3463214869172342e-09,4.58106361374797e-26,0.0,3.718958386395494e-42,3.4364395920745646e-14,1.2528707726729363e-31,2.3223885147071648e-28,1.044318496001077e-40,1.6784455874474042e-17,7.975646975974732e-19,1.4441757376743632e-65,9.197135875267181e-15,8.430481008204179e-44,7.016712186446514e-30,8.655096583089293e-52,3.3462696637528543e-09,3.337045609587777e-46,3.3596118451176995e-07,1.9667342278282962e-07,1.280672146881441e-07,1.5691210194083882e-07,1.2194529043195672e-07,6.39244752173357e-08,2.972994681892384e-10,4.1105089694446546e-10,3.8133058877936713e-13,5.328730333887201e-12,4.092688761638936e-10,1.3004420162154133e-10,3.3261723686519444e-13,6.274883391143817e-08,4.110725296459557e-20,2.603056753886778e-17,5.729961187513352e-17,5.335321000290765e-14,4.557367649872085e-12
3.241947173406471e-12,0.07782336798655136,0.0,0.019322466534347157,0.031075110263184432,0.31940941804980194,0.35048463041178585,0.20701203385657588,0.09201785799602703,0.0,2.565185073303598e-28,3.377176283364394e-09,4.7089600765983626e-26,0.0,3.929317963586665e-42,3.533058349760069e-14,1.2997204850621339e-31,2.3654131596060895e-28,1.0734731246741506e-40,1.709539194296912e-17,8.049186506618182e-19,1.5119951170940838e-65,9.281952018327133e-15,8.665837886700409e-44,7.278815272562797e-30,9.144664360342746e-52,3.377123500273288e-09,3.4618332171286955e-46,3.37536524139371e-07,1.9846821613999696e-07,1.292649281036714e-07,1.583502417386862e-07,1.2299160576102354e-07,6.451698030490594e-08,3.018724729608912e-10,4.186629453350519e-10,3.852143798703061e-13,5.477353954572902e-12,4.168312951732385e-10,1.33339970444461e-10,3.3568413682873173e-13,6.332733710526587e-08,4.239141013709015e-20,2.717959567190819e-17,5.78278852541008e-17,5.415200702842422e-14,4.641981987742621e-12
3.2715664868680146e-12,0.07782336798655136,0.0,0.019322458306633743,0.031075110263184432,0.31940941564731856,0.35048462894294596,0.20701203223303177,0.09201785643822222,0.0,2.6361924394107942e-28,3.408031079682237e-09,4.839215207059709e-26,0.0,4.149501048608595e-42,3.6314844967721885e-14,1.3478719774553629e-31,2.4088326926123214e-28,1.1031653793238037e-40,1.74091814818328e-17,8.122726036684244e-19,1.5823387700286036e-65,9.366768416738571e-15,8.905534864021387e-44,7.548193543106075e-30,9.657094287253871e-52,3.4079773278575935e-09,3.590088283221781e-46,3.3909425770648004e-07,2.0026267152089095e-07,1.304629612553771e-07,1.5978822381471765e-07,1.2403656179263068e-07,6.510953988306899e-08,3.064673274203127e-10,4.263447673511869e-10,3.8910489019651486e-13,5.628713055493437e-12,4.2446257704422375e-10,1.366861762557109e-10,3.3875103675821356e-13,6.390583901732398e-08,4.3706097630238904e-20,2.8367730321507233e-17,5.835615945336309e-17,5.49592897826981e-14,4.727371618677304e-12
3.3011858003295584e-12,0.07782336798655136,0.0,0.019322450097595197,0.031075110263184432,0.31940941324497735,0.3504846274742637,0.20701203061084567,0.09201785489782682,0.0,2.7085004731515424e-28,3.438885875870779e-09,4.9718505598531263e-26,0.0,4.379871255995611e-42,3.731735271108027e-14,1.3973491430607007e-31,2.4526471137175893e-28,1.1334001718411148e-40,1.7725824484745534e-17,8.196265566173397e-19,1.6552765158862816e-65,9.451585070577914e-15,9.149611592439555e-44,7.824980388565879e-30,1.0193232600072788e-51,3.438831146505831e-09,3.721874452037502e-46,3.406345819595671e-07,2.0205678899410216e-07,1.3166131436494388e-07,1.6122604818757656e-07,1.2508016029317836e-07,6.57021538990546e-08,3.110838053786384e-10,4.340963611146062e-10,3.930021197559493e-13,5.782832484330335e-12,4.3216271169908425e-10,1.400830584798828e-10,3.418179366536425e-13,6.448433964874227e-08,4.505182317080519e-20,2.9595906456049976e-17,5.888443876100262e-17,5.577513802988262e-14,4.813536459658335e-12
3.330805113791102e-12,0.07782336798655136,0.0,0.019322441907034926,0.031075110263184432,0.3194094108427782,0.35048462600573915,0.2070120289900158,0.0920178533746463,0.0,2.782121107595915e-28,3.4697406719300336e-09,5.106887689796952e-26,0.0,4.620802202368018e-42,3.833827924524719e-14,1.4481760923438514e-31,2.4968564229136923e-28,1.164182414117052e-40,1.804532094539332e-17,8.269805095086124e-19,1.7308794497998253e-65,9.536401979921627e-15,9.398107724226401e-44,8.109310411060185e-30,1.0753948812793226e-51,3.4696849562180563e-09,3.85725594647528e-46,3.4215769144648534e-07,2.0385056862819077e-07,1.3285998765154864e-07,1.6266371487588946e-07,1.261224030267605e-07,6.629482230009879e-08,3.157216831043992e-10,4.419177247411008e-10,3.969060685465656e-13,5.939737086094507e-12,4.3993168905631563e-10,1.4353085407014038e-10,3.4488483651502146e-13,6.506283900063845e-08,4.642909921421724e-20,3.086507172050606e-17,5.941270921334462e-17,5.659963158455541e-14,4.900476427626078e-12
3.360424427252646e-12,0.07782336798655136,0.0,0.01932243373475852,0.031075110263184432,0.3194094084407211,0.35048462453737234,0.20701202737054045,0.09201785186848825,0.0,2.857066281890499e-28,3.5005954678600134e-09,5.244348151806779e-26,0.0,4.872677688187662e-42,3.937779722551486e-14,1.5003771530274372e-31,2.5414606201924917e-28,1.1955170180424706e-40,1.8367670857467624e-17,8.343344623422908e-19,1.8092199541761004e-65,9.621219144846227e-15,9.6510629116525e-44,8.40131942433122e-30,1.1340136140150116e-51,3.50053875699433e-09,3.9962975681618215e-46,3.436637785410407e-07,2.056440104916867e-07,1.3405898133188925e-07,1.64101223898266e-07,1.2716329175516816e-07,6.688754503344383e-08,3.203807392967515e-10,4.4980885634051617e-10,4.008167365663195e-13,6.099451703124683e-12,4.47769499030674e-10,1.4702979753507474e-10,3.4795173634235305e-13,6.564133707411871e-08,4.783844294328717e-20,3.217618646500439e-17,5.994097993790713e-17,5.743285027031917e-14,4.988191439479044e-12
3.3900437407141897e-12,0.07782336798655136,0.0,0.01932242558057373,0.031075110263184432,0.31940940603880585,0.35048462306916306,0.2070120257524178,0.0920178503791625,0.0,2.9333479413754135e-28,3.531450263660733e-09,5.384253500895496e-26,0.0,5.135891881149833e-42,4.043607944501538e-14,1.5539768700902977e-31,2.586459705545919e-28,1.2274088955081133e-40,1.869287421466535e-17,8.416884151184229e-19,1.8903717102459409e-65,9.70603656542829e-15,9.908516806987461e-44,8.701144453741278e-30,1.1952711924425394e-51,3.531392548834707e-09,4.139064697449441e-46,3.451530334672864e-07,2.0743711465309014e-07,1.3525829562021207e-07,1.655385752732993e-07,1.2820282823789215e-07,6.74803220463386e-08,3.250607550589968e-10,4.577697540167519e-10,4.047341238131673e-13,6.262001175085842e-12,4.5567613153317585e-10,1.5058012096526715e-10,3.5101863613564017e-13,6.621983387027749e-08,4.928037625789637e-20,3.353022377273177e-17,6.046925737012477e-17,5.827487394563178e-14,5.076681412073784e-12
3.4196630541757335e-12,0.07782336798655136,0.0,0.01932241744429041,0.031075110263184432,0.3194094036370327,0.3504846216011115,0.20701202413564623,0.09201784890648096,0.0,3.010978037702204e-28,3.562305059332207e-09,5.52662529217333e-26,0.0,5.4108495012115404e-42,4.151329883483871e-14,1.6090000057667839e-31,2.6318536789659663e-28,1.2598629584046132e-40,1.902093101068877e-17,8.490423678370566e-19,1.9744097096139613e-65,9.790854241744437e-15,1.0170509062499992e-43,9.008923736268528e-30,1.2592618066062097e-51,3.562246331739246e-09,4.2856232934143875e-46,3.466256443235463e-07,2.0922988118087125e-07,1.3645793072833798e-07,1.6697576901956605e-07,1.2924101423212658e-07,6.807315328603857e-08,3.297615138723926e-10,4.658004158677609e-10,4.0865823028506487e-13,6.427410338967627e-12,4.636515764710976e-10,1.5418205405956167e-10,3.5408553589488536e-13,6.679832939019788e-08,5.075542579905799e-20,3.4928169487169215e-17,6.09975250071868e-17,5.91257825240875e-14,5.165946262224784e-12
3.4492823676372773e-12,0.07782336798655136,0.0,0.01932240932572055,0.031075110263184432,0.31940940123540135,0.35048462013321746,0.2070120225202238,0.09201784745025758,0.0,3.0899685289526225e-28,3.593159854874448e-09,5.671485080847883e-26,0.0,5.697966007256116e-42,4.260962846414938e-14,1.6654715395460567e-31,2.677642540444692e-28,1.2928841186224897e-40,1.9351841239245485e-17,8.563963204982402e-19,2.0614102658083638e-65,9.875672173871337e-15,1.0437079330457838e-43,9.32479672050283e-30,1.3260821458086692e-51,3.5931001057080015e-09,4.43603989385518e-46,3.480817971061695e-07,2.1102231014347098e-07,1.3765788686568926e-07,1.6841280515562666e-07,1.3027785149277178e-07,6.866603869980588e-08,3.3448280157024686e-10,4.739008399855501e-10,4.1258905597996826e-13,6.595704029082783e-12,4.716958237479752e-10,1.5783582415105134e-10,3.5715243562009164e-13,6.737682363495157e-08,5.2264122948477236e-20,3.6371022238678486e-17,6.152579211703879e-17,5.998565592563882e-14,5.255985906704485e-12
3.478901681098821e-12,0.07782336798655136,0.0,0.019322401224678203,0.031075110263184432,0.319409398833912,0.3504846186654811,0.20701202090614887,0.09201784601030846,0.0,3.170331379758277e-28,3.624014650287471e-09,5.81885442222417e-26,0.0,5.997667785394163e-42,4.3725241540302e-14,1.7234166681713846e-31,2.7238262899742147e-28,1.3264772880521527e-40,1.9685604894048318e-17,8.637502731020211e-19,2.151451025830751e-65,9.960490361885718e-15,1.070826726312783e-43,9.648904066641549e-30,1.3958314424339627e-51,3.6239538707410316e-09,4.590381615290928e-46,3.495216757330197e-07,2.128144016093008e-07,1.3885816423931497e-07,1.698496837000255e-07,1.3131334177243745e-07,6.92589782349096e-08,3.392244063122966e-10,4.820710244561787e-10,4.165266008958337e-13,6.7669070770655785e-12,4.79808863263605e-10,1.6154165623278154e-10,3.6021933531126155e-13,6.795531660559912e-08,5.38070038135253e-20,3.785979347045214e-17,6.205406781246684e-17,6.08545741025685e-14,5.346800262243161e-12
3.508520994560365e-12,0.07782336798655136,0.0,0.0193223931409795,0.031075110263184432,0.31940939643256455,0.3504846171979022,0.20701201929341967,0.09201784458645178,0.0,3.2520785614211362e-28,3.6548694455712895e-09,5.968754871704658e-26,0.0,6.310392338900826e-42,4.4860311408955665e-14,1.7828608056394397e-31,2.770404927546717e-28,1.3606473785838995e-40,2.0022221968815342e-17,8.711042256484478e-19,2.2446109817059298e-65,1.0045308805864349e-14,1.098411251277585e-43,9.981387646485376e-30,1.468611516151411e-51,3.6548076268383905e-09,4.748716152959678e-46,3.5094546206670205e-07,2.1460615564674316e-07,1.4005876305391718e-07,1.7128640467129084e-07,1.3234748682144578e-07,6.985197183862567e-08,3.439861185593656e-10,4.903109673597589e-10,4.204708650306172e-13,6.941044311870219e-12,4.879906849140427e-10,1.6529977298317197e-10,3.63286234968398e-13,6.853380830318987e-08,5.538460925443704e-20,3.9395507463839114e-17,6.25823327755345e-17,6.173261706781064e-14,5.438389245528822e-12
3.5381403080219086e-12,0.07782336798655136,0.0,0.01932238507444259,0.031075110263184432,0.3194093940313589,0.35048461573048095,0.2070120176820344,0.09201784317850766,0.0,3.3352220520348907e-28,3.6857242407259166e-09,6.121207984789311e-26,0.0,6.636588479789394e-42,4.6015011554187097e-14,1.8438295831995984e-31,2.817378453154438e-28,1.395399302107916e-40,2.0361692457269734e-17,8.784581781375672e-19,2.340970482031725e-65,1.0130127505884046e-14,1.1264654731666869e-43,1.0322390543434153e-29,1.5445268185003041e-51,3.685661374000134e-09,4.9111117808167336e-46,3.523533359375304e-07,2.1639757232415158e-07,1.412596835118763e-07,1.7272296808793525e-07,1.3338028838783456e-07,7.04450194582372e-08,3.487677310482975e-10,4.986206667704548e-10,4.2442184838227487e-13,7.118140559769283e-12,4.962412785916032e-10,1.6911039479116267e-10,3.6635313459150356e-13,6.911229872876238e-08,5.699748488543942e-20,4.097920136305868e-17,6.31105961008084e-17,6.261986483802465e-14,5.530752773207235e-12
3.5677596214834524e-12,0.07782336798655136,0.0,0.019322377024887646,0.031075110263184432,0.3194093916302951,0.35048461426321714,0.20701201607199138,0.09201784178629828,0.0,3.4197738366071617e-28,3.7165790357513674e-09,6.276235317075625e-26,0.0,6.976716522021221e-42,4.7189515598602774e-14,1.906348849353239e-31,2.8647468667896785e-28,1.4307379705142787e-40,2.07040163531398e-17,8.858121305694277e-19,2.4406112435287804e-65,1.0214946462021684e-14,1.1549933572064905e-43,1.0672057052482695e-29,1.623684477855416e-51,3.7165151122263163e-09,5.0776373515330004e-46,3.537454751662379e-07,2.181886517098509e-07,1.4246092581327616e-07,1.7415937396845572e-07,1.3441174821736013e-07,7.103812104103442e-08,3.5356903876716486e-10,5.070001207564839e-10,4.283795509487629e-13,7.298220644352134e-12,5.045606341848613e-10,1.7297373978108452e-10,3.694200341805812e-13,6.969078788334424e-08,5.864618105400255e-20,4.2611925199314665e-17,6.363887019634672e-17,6.351639745873808e-14,5.623890761881823e-12
3.597378934944996e-12,0.07782336798655136,0.0,0.019322368992136834,0.031075110263184432,0.3194093892293731,0.35048461279611093,0.20701201446328885,0.09201784040964789,0.0,3.5057459071825305e-28,3.747433830647655e-09,6.433858424258667e-26,0.0,7.331248476351946e-42,4.838399730344977e-14,1.970444669853042e-31,2.9125101684447964e-28,1.4666682956929508e-40,2.1049193650158884e-17,8.93166082944077e-19,2.543616362590371e-65,1.0299765674354175e-14,1.1839988686233075e-43,1.1030532680216622e-29,1.7061943447733353e-51,3.747368841516993e-09,5.248362296493314e-46,3.551220555864337e-07,2.199793938721375e-07,1.436624901559291e-07,1.7559562233133357e-07,1.3544186805350072e-07,7.163127653431502e-08,3.5838983893074503e-10,5.154493273801145e-10,4.3234397272803745e-13,7.481309386523343e-12,5.129487415786511e-10,1.7689002383725982e-10,3.724869337356334e-13,7.026927576795235e-08,6.033125287140363e-20,4.429474191432181e-17,6.416713266339081e-17,6.4422295042526e-14,5.717803128113549e-12
3.62699824840654e-12,0.07782336798655136,0.0,0.019322360976014297,0.031075110263184432,0.3194093868285928,0.35048461132916225,0.20701201285592505,0.09201783904838252,0.0,3.593150262966414e-28,3.778288625414793e-09,6.594098862131111e-26,0.0,7.700668246814022e-42,4.9598630568725715e-14,2.0361433277022884e-31,2.9606683581122086e-28,1.5031951895337871e-40,2.1397224342065292e-17,9.005200352615619e-19,2.6500703268322082e-65,1.0384585142958478e-14,1.2134859726433537e-43,1.139796414480819e-29,1.792169037719608e-51,3.778222561872218e-09,5.423356625794781e-46,3.56483251066809e-07,2.2176979887927937e-07,1.4486437673540042e-07,1.7703171319503499e-07,1.3647064963745926e-07,7.222448588538395e-08,3.6322993095626747e-10,5.239682846976678e-10,4.363151137180548e-13,7.667431604501108e-12,5.214055906540668e-10,1.808594606283336e-10,3.7555383325666306e-13,7.084776238359306e-08,6.205326021637346e-20,4.602872738325626e-17,6.469539200154716e-17,6.533763770320787e-14,5.812489788420963e-12
3.656617561868084e-12,0.07782336798655136,0.0,0.0193223529763461,0.031075110263184432,0.31940938442795436,0.35048460986237095,0.20701201124989824,0.09201783770233031,0.0,3.6819989104497384e-28,3.809143420052796e-09,6.756978186583285e-26,0.0,8.085471828835553e-42,5.083358943328742e-14,2.1034713231541627e-31,3.009221435784385e-28,1.5403235639265305e-40,2.1748108422602307e-17,9.078739875219307e-19,2.760059026642244e-65,1.0469404867911607e-14,1.243458634492755e-43,1.1774499376012115e-29,1.8817239891766987e-51,3.809076273292043e-09,5.602690928245124e-46,3.5782923353309447e-07,2.2355986679951664e-07,1.4606658574503283e-07,1.7846764657801078e-07,1.3749809470816677e-07,7.281774904155382e-08,3.68089116439422e-10,5.325569907595164e-10,4.4029297391677103e-13,7.85661211381567e-12,5.29931171288462e-10,1.8488226163134017e-10,3.78620732743673e-13,7.142624773126213e-08,6.381276770745232e-20,4.781497043714145e-17,6.522366462771331e-17,6.626250557886851e-14,5.9079506592800965e-12
3.686236875329628e-12,0.07782336798655136,0.0,0.019322344992960257,0.031075110263184432,0.3194093820274575,0.3504846083957372,0.20701200964520666,0.0920178363713212,0.0,3.7723038635344417e-28,3.839998214561678e-09,6.922517953603213e-26,0.0,8.486167508995407e-42,5.208904807495857e-14,2.1724553737110527e-31,3.0581694014538534e-28,1.5780583307608127e-40,2.2101845885518065e-17,9.152279397252307e-19,2.8736697667304783e-65,1.0554224849290612e-14,1.273920819397543e-43,1.2160287515161425e-29,1.9749774921327554e-51,3.839929975776524e-09,5.786436371361007e-46,3.5916017298977286e-07,2.253495977010612e-07,1.4726911737597081e-07,1.7990342249869688e-07,1.38524205002285e-07,7.341106595014481e-08,3.7296719913063136e-10,5.412154436100847e-10,4.4427755332214253e-13,8.048875727307736e-12,5.385254733554501e-10,1.8895863615550734e-10,3.8168763219666576e-13,7.200473181194508e-08,6.561034473705859e-20,4.965457288468085e-17,6.575192482117007e-17,6.719697888198909e-14,6.0041856571243414e-12
3.715856188791172e-12,0.07782336798655136,0.0,0.01932233702568668,0.031075110263184432,0.3194093796271024,0.3504846069292609,0.20701200804184866,0.09201783505518715,0.0,3.864077143659756e-28,3.8708530089414525e-09,7.090739719276636e-26,0.0,8.903276066414611e-42,5.3365180810636364e-14,2.2431224141238487e-31,3.107512255113196e-28,1.6164044019261567e-40,2.2458436724565563e-17,9.225818918715092e-19,2.9909912776787614e-65,1.0639045087172599e-14,1.3048764925836568e-43,1.2555478915163282e-29,2.0720507469511918e-51,3.8707836693257135e-09,5.974664701366393e-46,3.6047623754154873e-07,2.2713899165209753e-07,1.4847197181718378e-07,1.813390409755142e-07,1.3954898225421006e-07,7.400443655848498e-08,3.7786398491158075e-10,5.499436412878492e-10,4.482688519321253e-13,8.244247255126883e-12,5.471884867249052e-10,1.9308879136580055e-10,3.847545316156443e-13,7.258321462661706e-08,6.744656547887455e-20,5.1548649533548596e-17,6.628017993446452e-17,6.814113782412184e-14,6.10119469834451e-12
3.745475502252716e-12,0.07782336798655136,0.0,0.01932232907435717,0.031075110263184432,0.3194093772268889,0.35048460546294197,0.2070120064398224,0.09201783375376192,0.0,3.957330779929299e-28,3.9017078031921325e-09,7.261665039787074e-26,0.0,9.337330975784038e-42,5.466216209639695e-14,2.315499596391249e-31,3.1572499967550457e-28,1.6553666893119732e-40,2.281788093350256e-17,9.299358439608136e-19,3.1121137274906027e-65,1.0723865581634708e-14,1.3363296192769438e-43,1.2960225140494843e-29,2.1730679086210755e-51,3.901637353939663e-09,6.167448243190876e-46,3.6177759341457806e-07,2.2892804872078251e-07,1.4967514925549055e-07,1.8277450202686896e-07,1.405724281960749e-07,7.459786081391012e-08,3.827792817720042e-10,5.587415818253382e-10,4.5226686974467576e-13,8.442751504729984e-12,5.55920201262961e-10,1.9727293230621099e-10,3.8782143100061123e-13,7.316169617624319e-08,6.932200885196662e-20,5.3498328211149194e-17,6.680845120931413e-17,6.909506263510786e-14,6.198977699288746e-12
3.7750948157142605e-12,0.07782336798655136,0.0,0.01932232113880537,0.031075110263184432,0.3194093748268171,0.3504846039967805,0.20701200483912627,0.0920178324668811,0.0,4.052076809238944e-28,3.932562597313733e-09,7.435315471415852e-26,0.0,9.788878612028344e-42,5.5980166527600056e-14,2.3896142897590573e-31,3.2073826263720906e-28,1.6949501048075648e-40,2.318017850609158e-17,9.372897959931912e-19,3.23712873314097e-65,1.080868633275413e-14,1.36828416470316e-43,1.3374678967199082e-29,2.278156134388323e-51,3.932491029618425e-09,6.364859900468026e-46,3.630644049774606e-07,2.307167689752456e-07,1.5087864987558194e-07,1.842098056711528e-07,1.4159454455775273e-07,7.519133866376409e-08,3.877128997867242e-10,5.676092632491318e-10,4.562716067577503e-13,8.644413280879622e-12,5.647206068320122e-10,2.0151126192278926e-10,3.908883303515694e-13,7.374017646177851e-08,7.123725855835658e-20,5.5504749784856644e-17,6.733670940497244e-17,7.005883362754532e-14,6.2975345762623805e-12
3.804714129175805e-12,0.07782336798655136,0.0,0.019322313218866786,0.031075110263184432,0.3194093724268868,0.35048460253077635,0.20701200323975844,0.0920178311943822,0.0,4.1483272764054645e-28,3.9634173913062684e-09,7.611712570542144e-26,0.0,1.0258478456606196e-41,5.731936883899239e-14,2.465494080719493e-31,3.2579101439570678e-28,1.7351595603021225e-40,2.3545329436099802e-17,9.446437479686887e-19,3.366129372126094e-65,1.0893507340608096e-14,1.4007440940879663e-43,1.379899438288065e-29,2.3874456317676957e-51,3.9633446963620526e-09,6.5669731555337365e-46,3.643368347619982e-07,2.3250515248358927e-07,1.520824738600441e-07,1.856449519267428e-07,1.4261533306686002e-07,7.57848700553988e-08,3.92664651092941e-10,5.765466835798626e-10,4.602830629693051e-13,8.849257385642498e-12,5.735896932907144e-10,2.058039810864286e-10,3.939552296685214e-13,7.431865548416808e-08,7.319290309569614e-20,5.756906818174381e-17,6.786496001840895e-17,7.103253111143803e-14,6.3968652455280185e-12
3.834333442637349e-12,0.07782336798655136,0.0,0.019322305314378736,0.031075110263184432,0.3194093700270981,0.3504846010649296,0.2070120016417172,0.09201782993610451,0.0,4.24609423429594e-28,3.99427218516975e-09,7.790877893643007e-26,0.0,1.0746703305446724e-41,5.86799439048101e-14,2.543166773010486e-31,3.3088325495027687e-28,1.775999967684727e-40,2.3913333717299054e-17,9.51997699887354e-19,3.499210194013273e-65,1.0978328605273887e-14,1.4337133726569338e-43,1.4233326586701727e-29,2.5010697069356092e-51,3.9941983541705954e-09,6.7738620694245715e-46,3.6559504348372083e-07,2.342931993138888e-07,1.5328662138938157e-07,1.8707994081200175e-07,1.4363479544875943e-07,7.637845493617437e-08,3.9763434986776985e-10,5.855538408322146e-10,4.643012383772965e-13,9.057308618387845e-12,5.825274504939837e-10,2.101512886153987e-10,3.9702212895147013e-13,7.489713324434732e-08,7.51895357116384e-20,5.969245040781268e-17,6.839323003974353e-17,7.20162354074641e-14,6.496969623305448e-12
3.863952756098893e-12,0.07782336798655136,0.0,0.01932229742518033,0.031075110263184432,0.3194093676274509,0.3504845995992403,0.20701200004500087,0.09201782869188911,0.0,4.345389743957941e-28,4.025126978904195e-09,7.972832997293431e-26,0.0,1.1254139478522247e-41,6.006206673888035e-14,2.6226603876149854e-31,3.3601498430020306e-28,1.8174762388443511e-40,2.428419134346576e-17,9.59351651749234e-19,3.636467231990674e-65,1.1063150126828818e-14,1.4671959656355414e-43,1.4677831989377857e-29,2.6191648135037383e-51,4.025052003044107e-09,6.985601281876106e-46,3.668391900621827e-07,2.3608090953419297e-07,1.544910926420394e-07,1.8851477234527843e-07,1.4465293342656305e-07,7.697209325345918e-08,4.026218123060233e-10,5.946307330149249e-10,4.68326132979681e-13,9.268591775785847e-12,5.915338682929993e-10,2.1455338129763515e-10,4.0008902820041824e-13,7.547560974324178e-08,7.722775444471192e-20,6.187607656673478e-17,6.8921486576793e-17,7.301002692847272e-14,6.597847625771492e-12
