Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33),SX(708)
3.703134558114948e-11,0.10054149576763871,0.0,0.0249548209428608,0.031075110263184432,0.31940671460073633,0.35047923576474643,0.20701098650322786,0.09201781799543425,0.0,1.230426665029726e-19,4.194459503387552e-06,8.16709885586079e-17,0.0,4.8709619733532796e-29,6.121442904662051e-10,3.624568369765306e-22,8.157932035654374e-21,3.70573592510672e-29,1.10884819574724e-12,2.4475255927542657e-13,2.028325384047831e-46,1.4148786537751925e-09,4.981109929817275e-31,7.981726159799638e-21,1.1379927302453875e-36,4.193591694763801e-06,5.625597344423227e-34,3.814167524749347e-07,1.093133202996282e-06,3.4433627006698855e-06,1.2843024188620418e-06,4.1171094929372834e-07,1.0784461168389388e-06,5.7028127043916915e-08,2.8267339237769644e-07,7.970477066864589e-08,1.189504710388044e-07,2.861586348926944e-07,3.733087930587008e-07,7.761287095214054e-08,7.9373259883905e-07,1.0950435160157541e-14,8.332330986001892e-13,1.204842598902129e-13,1.9673535076499544e-11,2.4175357972339676e-12,2.82090297573941e-08
3.7099564348804526e-11,0.10054149576763871,0.0,0.02495480277419805,0.031075110263184432,0.31940670966380713,0.3504792265533538,0.2070109849372838,0.09201781802108838,0.0,1.238342179852874e-19,4.202186435038629e-06,8.212319493501201e-17,0.0,4.9234681391664685e-29,6.164035417700429e-10,3.651222305735455e-22,8.188025162507313e-21,3.7262536552866155e-29,1.1128893586336455e-12,2.452034388301318e-13,2.0470771055323404e-46,1.4174855905837499e-09,5.008689028098412e-31,8.038418341045754e-21,1.1502594867810271e-36,4.201315430830235e-06,5.666970968602171e-34,3.814172810809556e-07,1.0937670137470794e-06,3.452289976128363e-06,1.2856439038688014e-06,4.1176327948477523e-07,1.0800147969232777e-06,5.714034375031842e-08,2.8358937826276093e-07,7.985284973744761e-08,1.1958437115921286e-07,2.870922687704372e-07,3.748439997237564e-07,7.775584689615974e-08,7.951433250155028e-07,1.1025326658156181e-14,8.403001694762272e-13,1.2069865050466263e-13,1.970856451330895e-11,2.4188796863879127e-12,2.831186924793063e-08
3.716778311645957e-11,0.10054149576763871,0.0,0.024954784599567133,0.031075110263184432,0.3194067047278293,0.35047921734453746,0.20701098337173726,0.09201781804685469,0.0,1.2462976927487375e-19,4.209913366486687e-06,8.257706755076782e-17,0.0,4.976444235969021e-29,6.206848854344186e-10,3.6780225107402045e-22,8.21817372269666e-21,3.746846980300651e-29,1.11693769715909e-12,2.456543183813632e-13,2.065967257805506e-46,1.420092530080122e-09,5.036369737461088e-31,8.095410620344774e-21,1.1626360295889791e-36,4.2090391608190525e-06,5.70857167222126e-34,3.814178107628165e-07,1.094398750778071e-06,3.4612243989762853e-06,1.2869828128497371e-06,4.1181521455041164e-07,1.081580807131131e-06,5.7252478721448185e-08,2.8450611250766827e-07,8.000093339469142e-08,1.202203289058463e-07,2.88026701658411e-07,3.763822199869796e-07,7.789882283432222e-08,7.965538661318854e-07,1.1100584777871302e-14,8.474147619667236e-13,1.209126634432845e-13,1.9743589964318856e-11,2.4202272355004307e-12,2.8414891347051847e-08
3.723600188411462e-11,0.10054149576763871,0.0,0.024954766418970736,0.031075110263184432,0.31940669979280006,0.35047920813829236,0.20701098180658523,0.09201781807273342,0.0,1.2542933602802816e-19,4.217640297731782e-06,8.303260947085755e-17,0.0,5.0298936132236417e-29,6.249883963434148e-10,3.704969514683497e-22,8.248377716395712e-21,3.767516039151861e-29,1.1209932103822628e-12,2.4610519792912184e-13,2.0849966059081654e-46,1.4226994722687006e-09,5.064152244744506e-31,8.152704044704964e-21,1.175123141167725e-36,4.216762884730251e-06,5.750400278128684e-34,3.8141834151560595e-07,1.0950284228355991e-06,3.470165958300373e-06,1.2883191507451436e-06,4.1186675745587423e-07,1.0831441476448002e-06,5.7364531770574384e-08,2.854235911805441e-07,8.014902164037505e-08,1.2085834598759191e-07,2.889619296302436e-07,3.779234515707766e-07,7.80417987666295e-08,7.97964222210956e-07,1.1176210538839343e-14,8.54577106681336e-13,1.211263834226535e-13,1.977861134659038e-11,2.421578271431515e-12,2.8518096030763345e-08
3.729739877500416e-11,0.10054149576763871,0.0,0.024954750051335756,0.031075110263184432,0.31940669535208255,0.35047919985486614,0.20701098039828336,0.09201781809612058,0.0,1.261523923029522e-19,4.224594535678884e-06,8.344402698735643e-17,0.0,5.078405490203465e-29,6.288805711360477e-10,3.7293477700378577e-22,8.27560870651889e-21,3.7861830594347366e-29,1.1246493058717764e-12,2.465109895191361e-13,2.1022426662081594e-46,1.425045722543881e-09,5.089243692944403e-31,8.204526472426664e-21,1.1864567279710911e-36,4.223714231053965e-06,5.788241561147043e-34,3.814188201047e-07,1.0955933693354872e-06,3.4782194543696863e-06,1.2895196606483991e-06,4.1191281320667183e-07,1.0845488716878057e-06,5.746530931830461e-08,2.862499552261806e-07,8.028230498460447e-08,1.214343234980193e-07,2.8980431136004357e-07,3.7931313278845237e-07,7.817047710070103e-08,7.992333844940236e-07,1.124458889075995e-14,8.610642361870381e-13,1.2131946361155793e-13,1.9810126119747208e-11,2.4227971629424674e-12,2.8611136335989377e-08
3.73587956658937e-11,0.10054149576763871,0.0,0.02495473367887297,0.031075110263184432,0.31940669091212937,0.3504791915735152,0.20701097899029655,0.09201781811959914,0.0,1.2687872529701575e-19,4.231548773461673e-06,8.385680135738675e-17,0.0,5.12730591867936e-29,6.32790816887533e-10,3.7538457501121403e-22,8.302884598051637e-21,3.804911638051383e-29,1.1283112114180301e-12,2.469167811063387e-13,2.119602658773576e-46,1.427391975006491e-09,5.114417885005598e-31,8.256594442897335e-21,1.1978810889733865e-36,4.2306655724548025e-06,5.826268714579077e-34,3.8141929955368504e-07,1.0961566565893163e-06,3.4862787142202943e-06,1.2907180955544772e-06,4.1195855582195314e-07,1.0859514336101155e-06,5.756602022503035e-08,2.8707691621787544e-07,8.041559204546665e-08,1.220119716804346e-07,2.906473310750031e-07,3.80705249658487e-07,7.82991554300321e-08,8.005023969318842e-07,1.131326658427079e-14,8.675904013137574e-13,1.215122428058591e-13,1.9841637659867815e-11,2.424018946170618e-12,2.8704324497483008e-08
3.7405984935339446e-11,0.10054149576763871,0.0,0.02495472109181963,0.031075110263184432,0.3194066875001269,0.3504791852099283,0.20701097790833944,0.09201781813770682,0.0,1.2743921461776914e-19,4.236893757367406e-06,8.417498078493366e-17,0.0,5.165156123927975e-29,6.358085240960459e-10,3.7727563618210785e-22,8.323879197071164e-21,3.8193482100002273e-29,1.1311296777658547e-12,2.4722867000091583e-13,2.13302323057344e-46,1.4291952915823697e-09,5.133822936398157e-31,8.296780929825786e-21,1.2067238411575482e-36,4.236008326985079e-06,5.85562285652686e-34,3.8141966863739165e-07,1.0965884719008043e-06,3.492476923812481e-06,1.291637797132176e-06,4.1199350181258435e-07,1.0870279645969712e-06,5.7643380626041705e-08,2.877129172374538e-07,8.051803817962812e-08,1.2245708475750954e-07,2.9129570262465244e-07,3.817768764279692e-07,7.839805679244439e-08,8.014776501848097e-07,1.1366255752454307e-14,8.726330087545319e-13,1.2166017081491815e-13,1.98658550757977e-11,2.4249599282545003e-12,2.877604882202543e-08
3.745317420478519e-11,0.10054149576763871,0.0,0.024954708501916473,0.031075110263184432,0.31940668408857387,0.3504791788475637,0.20701097682656622,0.0920178181558687,0.0,1.280016516479871e-19,4.242238741176117e-06,8.449396408970874e-17,0.0,5.203238455010125e-29,6.38836963778907e-10,3.791738105123254e-22,8.344900321120793e-21,3.8338212525691794e-29,1.13395157560916e-12,2.4754055889383266e-13,2.146511695822491e-46,1.4309986094537712e-09,5.1532770099074695e-31,8.33711326950106e-21,1.2156208230481449e-36,4.24135107860723e-06,5.885087429099158e-34,3.8142003822532486e-07,1.09701931361174e-06,3.4986785300017223e-06,1.292556276673295e-06,4.1202826502766433e-07,1.0881032185343724e-06,5.7720701521038406e-08,2.8834926791170254e-07,8.062048650933819e-08,1.2290318604175522e-07,2.919444480757605e-07,3.8284994027819697e-07,7.849695815205742e-08,8.024528149360379e-07,1.1419422530434202e-14,8.776988531399188e-13,1.2180822886629883e-13,1.9890070273821695e-11,2.4259025821825044e-12,2.884786047228918e-08
3.750036347423093e-11,0.10054149576763871,0.0,0.024954695909164427,0.031075110263184432,0.3194066806774693,0.3504791724864195,0.20701097574497607,0.09201781817408479,0.0,1.2856604163366808e-19,4.247583724887825e-06,8.481375228620681e-17,0.0,5.24155404625915e-29,6.418761608798811e-10,3.810791156743981e-22,8.365947970257884e-21,3.848330811767197e-29,1.1367769046365456e-12,2.478524477850893e-13,2.1600683117951234e-46,1.4328019286221381e-09,5.172780167375895e-31,8.377591811000479e-21,1.2245722996470393e-36,4.2466938273212534e-06,5.914662706720648e-34,3.814204083158578e-07,1.0974491845667751e-06,3.5048835291959454e-06,1.2934735357994735e-06,4.120628464171025e-07,1.08917719551527e-06,5.77979828502704e-08,2.88985966946073e-07,8.07229370345961e-08,1.2335027608624754e-07,2.925935661351885e-07,3.839244404475573e-07,7.859585950887167e-08,8.034278911930958e-07,1.1472767253543408e-14,8.82788011714498e-13,1.219562950974743e-13,1.9914283375984465e-11,2.4268469196865336e-12,2.8919759440268164e-08
3.7547552743676676e-11,0.10054149576763871,0.0,0.024954683313564444,0.031075110263184432,0.3194066772668123,0.35047916612649416,0.20701097466356785,0.09201781819235519,0.0,1.2913238983101904e-19,4.252928708502547e-06,8.513434638892401e-17,0.0,5.280104036140209e-29,6.449261403678033e-10,3.829915693620758e-22,8.387022144539797e-21,3.862876933603235e-29,1.1396056645366368e-12,2.481643366746863e-13,2.1736933364147957e-46,1.4346052490889135e-09,5.192332470645786e-31,8.418216903803917e-21,1.2335785369213557e-36,4.25203657312715e-06,5.944348964145666e-34,3.8142077890736414e-07,1.0978780876026135e-06,3.511091917806223e-06,1.2943895761301976e-06,4.120972469258686e-07,1.0902498956377038e-06,5.7875224554312045e-08,2.896230130471244e-07,8.082538975540114e-08,1.237983554420665e-07,2.9324305551084045e-07,3.850003761732238e-07,7.869476086288761e-08,8.044028789635102e-07,1.1526290256466064e-14,8.879005618687844e-13,1.2210428322440578e-13,1.9938494469794512e-11,2.427792929765781e-12,2.8991745717978707e-08
3.759474201312242e-11,0.10054149576763871,0.0,0.024954670715117488,0.031075110263184432,0.31940667385660204,0.35047915976778615,0.2070109735823408,0.09201781821068,0.0,1.2970070150646168e-19,4.258273692020303e-06,8.545574741235791e-17,0.0,5.318889567260995e-29,6.479869272365563e-10,3.8491118929032344e-22,8.408122844023894e-21,3.8774596640862493e-29,1.1424378549980865e-12,2.484762255626237e-13,2.1873870282549183e-46,1.4364085708555379e-09,5.2119339815594925e-31,8.458988897793757e-21,1.2426398018059779e-36,4.257379316024915e-06,5.974146476458174e-34,3.81421149998217e-07,1.0983060255480334e-06,3.5173036922466056e-06,1.2953043992828047e-06,4.121314674940201e-07,1.091321319004808e-06,5.795242657406108e-08,2.9026040492252665e-07,8.09278446717525e-08,1.242474246582979e-07,2.9389291491166604e-07,3.860777466911631e-07,7.879366221410572e-08,8.053777782548066e-07,1.1579991874433037e-14,8.930365811387058e-13,1.2225230712413147e-13,1.9962703441356883e-11,2.428740608488106e-12,2.9063819297432006e-08
3.764193128256816e-11,0.10054149576763871,0.0,0.024954658113824513,0.031075110263184432,0.31940667044683757,0.35047915341029384,0.20701097250129388,0.09201781822905926,0.0,1.302709819366382e-19,4.26361867544111e-06,8.577795637100746e-17,0.0,5.357911786381898e-29,6.51058546505049e-10,3.8683799319531878e-22,8.429250068767542e-21,3.8920790492251933e-29,1.1452734757095734e-12,2.487881144489019e-13,2.2011496465396867e-46,1.4382118939234505e-09,5.231584761959361e-31,8.499908143254847e-21,1.251756362205928e-36,4.262722056014548e-06,6.0040555190717085e-34,3.8142152158678975e-07,1.098733001223909e-06,3.523518848934473e-06,1.296218006872486e-06,4.1216550905672927e-07,1.0923914657247917e-06,5.802958885073748e-08,2.908981412810641e-07,8.103030178364944e-08,1.246974842820353e-07,2.9454314304766414e-07,3.871565512361409e-07,7.889256356252651e-08,8.063525890745099e-07,1.1633872443288506e-14,8.981961472056892e-13,1.224003267381556e-13,1.9986910331135557e-11,2.4296899599958843e-12,2.9135980170631496e-08
3.7689120552013906e-11,0.10054149576763871,0.0,0.024954645509686495,0.031075110263184432,0.3194066670375179,0.35047914705401545,0.20701097142042618,0.09201781824749308,0.0,1.3084323640841705e-19,4.268963658764989e-06,8.6100974279373e-17,0.0,5.397171844425756e-29,6.541410232171945e-10,3.887719988344491e-22,8.450403818828104e-21,3.9067351350290226e-29,1.1481125263598034e-12,2.491000033335211e-13,2.2149814511448886e-46,1.440015218294088e-09,5.251284873687738e-31,8.540974990874435e-21,1.2609284869986441e-36,4.268064793096048e-06,6.034076367729348e-34,3.814218936714558e-07,1.09915901744323e-06,3.529737384290381e-06,1.2971304005122887e-06,4.1219937254430723e-07,1.0934603359109007e-06,5.810671132588256e-08,2.915362208326384e-07,8.113276109109122e-08,1.2514853485838119e-07,2.9519373862988646e-07,3.882367890417283e-07,7.899146490815042e-08,8.073273114301437e-07,1.168793229912011e-14,9.03379337896954e-13,1.2254829792976529e-13,2.0011115183710757e-11,2.430640979943092e-12,2.9208228329589783e-08
3.773630982145965e-11,0.10054149576763871,0.0,0.024954632902704405,0.031075110263184432,0.31940666362864234,0.35047914069894953,0.20701097033973676,0.0920178182659815,0.0,1.3141747021889844e-19,4.274308641991956e-06,8.642480215195627e-17,0.0,5.436670896487613e-29,6.57234382441889e-10,3.9071322398630957e-22,8.471584094262945e-21,3.9214279675066903e-29,1.1509550066375078e-12,2.494118922164815e-13,2.228882702598702e-46,1.4418185439688879e-09,5.271034378586966e-31,8.58218979174214e-21,1.2701564460362576e-36,4.273407527269413e-06,6.0642092985036735e-34,3.8142226625058845e-07,1.0995840770111232e-06,3.5359592947379576e-06,1.2980415818131189e-06,4.1223305888222876e-07,1.0945279296814071e-06,5.818379394135803e-08,2.9217464228827173e-07,8.123522259407706e-08,1.2560057693044916e-07,2.9584470037044005e-07,3.8931845934030757e-07,7.909036625097795e-08,8.083019453292316e-07,1.1742171777823745e-14,9.085862311856247e-13,1.2269627438661785e-13,2.003531794543643e-11,2.4315936649349425e-12,2.928056376631963e-08
3.778349909090539e-11,0.10054149576763871,0.0,0.02495462029287924,0.031075110263184432,0.3194066602202099,0.35047913434509453,0.20701096925922477,0.0920178182845246,0.0,1.3199368867541893e-19,4.279653625122032e-06,8.674944100326039e-17,0.0,5.476410101843467e-29,6.603386492729934e-10,3.926616864507005e-22,8.492790895129423e-21,3.9361575926671494e-29,1.153800916231445e-12,2.4972378109778355e-13,2.2428536620824145e-46,1.4436218709492835e-09,5.290833338499383e-31,8.623552897349885e-21,1.279440510147636e-36,4.278750258534641e-06,6.094454587796733e-34,3.814226393225613e-07,1.1000081827248708e-06,3.542184576704069e-06,1.2989515523837457e-06,4.1226656899115525e-07,1.0955942471595924e-06,5.826083663934513e-08,2.928134043601089e-07,8.133768629260619e-08,1.26053611039365e-07,2.964960269824904e-07,3.904015613630768e-07,7.918926759100956e-08,8.092764907792956e-07,1.1796591215107132e-14,9.13816905190692e-13,1.228442413499565e-13,2.0059518631532706e-11,2.4325480152622903e-12,2.935298647283042e-08
3.7830688360351136e-11,0.10054149576763871,0.0,0.024954607680211984,0.031075110263184432,0.31940665681221986,0.3504791279924487,0.20701096817888923,0.09201781830312249,0.0,1.3257189709555892e-19,4.284998608155231e-06,8.707489184778987e-17,0.0,5.516390623962557e-29,6.634538488293067e-10,3.946174040486239e-22,8.514024221484906e-21,3.95092405651935e-29,1.1566502548303998e-12,2.5003566997742737e-13,2.2568945914314315e-46,1.4454251992367091e-09,5.310681815267328e-31,8.665064659591861e-21,1.2887809511412585e-36,4.28409298689173e-06,6.124812512339991e-34,3.8142301288574765e-07,1.100431337373935e-06,3.548413226618761e-06,1.299860313830802e-06,4.1229990378696436e-07,1.0966592884737148e-06,5.833783936234336e-08,2.93452505761422e-07,8.144015218667788e-08,1.2650763772426885e-07,2.971477171802653e-07,3.914860943400579e-07,7.928816892824574e-08,8.102509477878573e-07,1.1851190946677272e-14,9.190714381769315e-13,1.229921692568622e-13,2.008371727201946e-11,2.4335040288257135e-12,2.9425496441134666e-08
3.787787762979688e-11,0.10054149576763871,0.0,0.024954595064703634,0.031075110263184432,0.3194066534046711,0.3504791216410105,0.20701096709872924,0.09201781832177519,0.0,1.3315210080714723e-19,4.290343591091576e-06,8.74011557000506e-17,0.0,5.556613630516647e-29,6.665800062545448e-10,3.965803946222817e-22,8.535284073386759e-21,3.965727405072245e-29,1.1595030221231831e-12,2.5034755885541324e-13,2.271005753136036e-46,1.4472285288325955e-09,5.330579870733133e-31,8.706725430764463e-21,1.2981780418073805e-36,4.289435712340679e-06,6.15528334919429e-34,3.814233869385213e-07,1.100853543739979e-06,3.5546452409151514e-06,1.3007678677587896e-06,4.1233306418077413e-07,1.0977230537569918e-06,5.8414802053169655e-08,2.940919452066127e-07,8.154262027629138e-08,1.269626575223169e-07,2.9779976967905826e-07,3.925720575001019e-07,7.938707026268696e-08,8.112253163624368e-07,1.1905971308241244e-14,9.24349908554853e-13,1.2314011841281736e-13,2.010791380650454e-11,2.434461701493441e-12,2.949809366324815e-08
3.792506689924262e-11,0.10054149576763871,0.0,0.024954582446355206,0.031075110263184432,0.319406649997563,0.35047911529077835,0.20701096601874389,0.09201781834048284,0.0,1.337343051482668e-19,4.295688573931085e-06,8.772823357454992e-17,0.0,5.597080293389904e-29,6.697171467173202e-10,3.9855067603507276e-22,8.556570450892345e-21,3.980567684334785e-29,1.1623592177986333e-12,2.506594477317414e-13,2.2851874103421975e-46,1.4490318597383722e-09,5.350527566739131e-31,8.748535563566247e-21,1.3076320559203411e-36,4.294778434881484e-06,6.185867375749815e-34,3.814237614792557e-07,1.1012748045968857e-06,3.5608806160296034e-06,1.3016742157700795e-06,4.1236605107896677e-07,1.0987855431475844e-06,5.849172465495742e-08,2.9473172141121553e-07,8.164509056144587e-08,1.2741867096868298e-07,2.984521831952307e-07,3.9365945007089497e-07,7.94859715943337e-08,8.121995965105543e-07,1.1960932635508773e-14,9.296523948807066e-13,1.2328806810077587e-13,2.0132108256174515e-11,2.4354210338866545e-12,2.9570778131182066e-08
3.7972256168688367e-11,0.10054149576763871,0.0,0.024954569825167708,0.031075110263184432,0.3194066465908945,0.3504791089417506,0.20701096493893226,0.09201781835924545,0.0,1.343185154672597e-19,4.301033556673773e-06,8.805612648579653e-17,0.0,5.637791788688044e-29,6.728652954111215e-10,4.0052826617159036e-22,8.577883354059033e-21,3.995444940315919e-29,1.1652188415456136e-12,2.5097133660641215e-13,2.2994398268523187e-46,1.4508351919554688e-09,5.37052496512765e-31,8.790495411097891e-21,1.3171432682407026e-36,4.300121154514145e-06,6.216564869726054e-34,3.814241365063248e-07,1.1016951227107768e-06,3.5671193484016956e-06,1.3025793594649173e-06,4.1239886538321144e-07,1.0998467567885744e-06,5.856860711115552e-08,2.9537183309190044e-07,8.174756304214065e-08,1.2787567859656014e-07,2.991049564462157e-07,3.947482712789633e-07,7.958487292318642e-08,8.131737882397286e-07,1.2016075264304617e-14,9.349789758565335e-13,1.234359368017722e-13,2.015630070337147e-11,2.436382024962668e-12,2.9643549836949668e-08
3.801944543813411e-11,0.10054149576763871,0.0,0.024954557201142168,0.031075110263184432,0.3194066431846648,0.3504791025939257,0.20701096385929355,0.09201781837806312,0.0,1.3490473712273256e-19,4.306378539319662e-06,8.838483544830055e-17,0.0,5.678749296748648e-29,6.76024477554292e-10,4.0251318293762013e-22,8.599222782944187e-21,4.010359219024595e-29,1.1680818930530158e-12,2.512832254794258e-13,2.3137632671260786e-46,1.4526385254853116e-09,5.390572127741014e-31,8.83260532686213e-21,1.3267119545176577e-36,4.30546387123866e-06,6.24737610917176e-34,3.8142451201810246e-07,1.1021145008400361e-06,3.5733614344739823e-06,1.3034833004414254e-06,4.124315079904892e-07,1.1009066948279347e-06,5.864544936552748e-08,2.9601227896647573e-07,8.185003771837491e-08,1.2833368093716222e-07,2.997580881505205e-07,3.9583852034968004e-07,7.968377424924561e-08,8.141478915574777e-07,1.2071399530364228e-14,9.403297303301727e-13,1.2358382838562695e-13,2.0180491043867747e-11,2.437344668975555e-12,2.971640877257077e-08
3.8066634707579853e-11,0.10054149576763871,0.0,0.024954544574279612,0.031075110263184432,0.31940663977887307,0.35047909624730195,0.20701096277982678,0.09201781839693596,0.0,1.3549297548356229e-19,4.3117235218687685e-06,8.871436147657347e-17,0.0,5.719954002151329e-29,6.791947183900072e-10,4.0450544426013684e-22,8.620588737605167e-21,4.025310566469764e-29,1.170948372009756e-12,2.5159511435078246e-13,2.3281579962812584e-46,1.4544418603293258e-09,5.410669116421549e-31,8.874865664763712e-21,1.3363383914914061e-36,4.310806585055024e-06,6.278301372464908e-34,3.8142488801296297e-07,1.102532941735327e-06,3.5796068706922416e-06,1.304386040295602e-06,4.1246397979311815e-07,1.1019653574185243e-06,5.872225136215033e-08,2.9665305775389164e-07,8.195251459014795e-08,1.2879267851972597e-07,3.0041157702773014e-07,3.969301965072698e-07,7.978267557251172e-08,8.151219064713189e-07,1.2126905769210905e-14,9.457047372952193e-13,1.2373177257787174e-13,2.0204679248061102e-11,2.438308966356832e-12,2.9789354930059282e-08
