Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34)
3.997921148235691e-14,0.06210963536780779,0.0,0.015421807802135363,0.031075110263184432,0.31940967896033956,0.3504847903843986,0.20701221802920838,0.09201818910774467,0.0,1.8112263264105457e-40,1.4921135918040342e-13,9.13962397250549e-39,0.0,1.953085748467826e-61,1.4178484773444976e-20,2.704837815169236e-45,2.2074363382307738e-38,2.1244967479731646e-56,2.247065781408105e-24,7.374571573911778e-26,3.5999611431366255e-91,2.691361739901167e-21,1.2657628165087181e-60,5.137581438702341e-43,1.5116892207295236e-73,1.4921133346974262e-13,6.113229921176163e-63,6.432949286286516e-09,2.209087817691591e-09,1.4047045784037038e-09,1.7549916949670933e-09,1.4532534883356894e-09,7.069049901023197e-10,2.337115657371715e-14,1.1447392516393786e-14,8.963970834908882e-20,7.101787587770731e-19,1.1446929982477831e-14,1.4147832231205196e-16,6.734981423178709e-20,6.977530387274187e-10,1.2241313773335158e-29,9.22055672160586e-31,9.714800434744453e-18
4.449691404067506e-14,0.06210963536780779,0.0,0.015421806149394734,0.031075110263184432,0.31940967863082764,0.3504847901860671,0.20701221778619228,0.09201818838458582,0.0,2.4972303638515906e-40,1.6607243553050483e-13,1.2601298655684724e-38,0.0,3.6843490554628634e-61,1.954865557722387e-20,4.145979830404171e-45,2.734510030412265e-38,2.929152310341679e-56,2.7836016762555682e-24,8.20790768630657e-26,6.126810860928177e-91,2.9954996094164886e-21,1.7451719245195206e-60,7.874529702332996e-43,2.8516877698619087e-73,1.6607240368085643e-13,9.370441419717631e-63,7.1561067815560385e-09,2.458714482733158e-09,1.5634408844451347e-09,1.9533063738490314e-09,1.617422701714838e-09,7.867847800127693e-10,2.742773208856281e-14,1.4180672846817157e-14,1.0223404008463071e-19,9.79155122858503e-19,1.4180035131644031e-14,1.8285729425412097e-16,7.496043021347944e-20,7.765999487075027e-10,1.8718281830026176e-29,1.5645193487833182e-30,1.2034419758883998e-17
5.353231915731137e-14,0.06210963536780779,0.0,0.015421802846233018,0.031075110263184432,0.3194096779718048,0.350484789789405,0.2070122173001907,0.09201818694055758,0.0,4.348263460363406e-40,1.9979458820208378e-13,2.194192504143586e-38,0.0,1.105719823063764e-60,3.403897808811836e-20,8.667681176743021e-45,3.957781792570082e-38,5.1003407996052685e-56,4.02883382363895e-24,9.874579908161275e-26,1.5355691136428126e-90,3.6037817540614095e-21,3.0387534091024997e-60,1.646153682926631e-42,8.558276210252112e-73,1.997945421046187e-13,1.9590288335050452e-62,8.600132286425754e-09,2.957965916695379e-09,1.8809152527487513e-09,2.3499347263404903e-09,1.9457304895115457e-09,9.4654351474738e-10,3.639768541309651e-14,2.0524237123092074e-14,1.2892426573476644e-19,1.7049224501155776e-18,2.05231267253467e-14,2.8662502417283526e-16,9.018166214312756e-20,9.342937169657697e-10,3.894875367714012e-29,3.898107279062282e-30,1.7417962795794926e-17
6.256772427394769e-14,0.06210963536780779,0.0,0.015421799546158639,0.031075110263184432,0.3194096773127833,0.35048478939274424,0.20701221681423002,0.09201818549957665,0.0,6.9425356823556584e-40,2.3351674083549766e-13,3.503314923234485e-38,0.0,2.799970450658898e-60,5.434769927148084e-20,1.6154682329281448e-44,5.406552721138179e-38,8.14331931191574e-56,5.503613031020561e-24,1.1541252126103083e-25,3.3382424514227624e-90,4.212072439577616e-21,4.8517423231937e-60,3.0679229292701227e-42,2.167178334338845e-72,2.3351667786376234e-13,3.651236143912572e-62,1.0041110512090787e-08,3.457214822597618e-09,2.19839196589568e-09,2.7465617385384814e-09,2.2739974296426374e-09,1.1063011227530622e-09,4.650694124624898e-14,2.8037125131526687e-14,1.576165741515898e-19,2.7220919048553175e-18,2.803535226754769e-14,4.2150590435634696e-16,1.0540289402779373e-19,1.0919874163408625e-09,7.225759949387856e-29,8.428193453420472e-30,2.379391096894601e-17
7.069958887892036e-14,0.06210963536780779,0.0,0.015421796578726046,0.031075110263184432,0.31940967671966497,0.35048478903575075,0.20701221637690043,0.09201818420529391,0.0,1.0016532021806206e-39,2.6386667817293913e-13,5.05452570701767e-38,0.0,5.802096589590773e-60,7.841200788717287e-20,2.6321611463506e-44,6.903248340188746e-38,1.1748995165369123e-55,7.027176971127186e-24,1.3041257118905448e-25,6.138850651024658e-90,4.759541359039048e-21,6.999983043119503e-60,4.9985476113770544e-42,4.4908252511329056e-72,2.6386659776874444e-13,5.949170823164598e-62,1.1335390806089607e-08,3.906536676518599e-09,2.4841230157493377e-09,3.103524903634822e-09,2.569402755254015e-09,1.2500820066572045e-09,5.657630863912586e-14,3.579848182755615e-14,1.8515143235467088e-19,3.9273385017190546e-18,3.5795924008693144e-14,5.725664622476397e-16,1.1910200268553385e-19,1.2339116869354993e-09,1.1725168707658058e-28,1.5430554104633034e-29,3.03807700074581e-17
7.883145348389304e-14,0.06210963536780779,0.0,0.015421793613784296,0.031075110263184432,0.31940967612654775,0.3504847886787584,0.207012215939604,0.09201818291346957,0.0,1.3885614920261806e-39,2.942166154794671e-13,7.006967659658315e-38,0.0,1.1104667394979394e-59,1.0870073007621697e-19,4.0673861406375397e-44,8.582598276700826e-38,1.6287275976673637e-55,8.736673875652632e-24,1.4541262108538878e-25,1.0566766619326148e-89,5.307017196702925e-21,9.703864377267815e-60,7.723872476552927e-42,8.595017318996865e-72,2.942165155153888e-13,9.19308622207288e-62,1.2627212690447096e-08,4.355856482897528e-09,2.76985597083934e-09,3.46048698322194e-09,2.8647750021648232e-09,1.3938619780081333e-09,6.756280960817673e-14,4.450696411520515e-14,2.143079773425885e-19,5.44430379343193e-18,4.450341832841183e-14,7.545292004571219e-16,1.3280111130683888e-19,1.375835901831811e-09,1.8045486452527347e-28,2.6453591080859107e-29,3.7771475887058e-17
8.696331808886571e-14,0.06210963536780779,0.0,0.015421790651328706,0.031075110263184432,0.3194096755334316,0.350484788321767,0.20701221550234064,0.09201818162409896,0.0,1.8641235265195246e-39,3.245665527550816e-13,9.406794449317303e-38,0.0,1.99557504815747e-59,1.4592986702815128e-19,6.022651350307107e-44,1.0444602527214069e-37,2.1865429966342414e-55,1.0632103671656937e-23,1.6041267095003604e-25,1.7248151554133176e-89,5.8544999526151675e-21,1.302729610803522e-59,1.1436625883328525e-41,1.544575939950892e-71,3.245664311036971e-13,1.36124172218156e-61,1.3916580834546854e-08,4.805174241822545e-09,3.055590833954198e-09,3.81744797736053e-09,3.1601141741204463e-09,1.5376410368517627e-09,7.946375560666363e-14,5.4162559380889945e-14,2.4508620899399313e-19,7.308835730400062e-18,5.415779926765609e-14,9.700821780799465e-16,1.4650021989170896e-19,1.5177600610756332e-09,2.661407688584283e-28,4.301754885109619e-29,4.5966027983649874e-17
9.509518269383838e-14,0.06210963536780779,0.0,0.015421787691354619,0.031075110263184432,0.3194096749403166,0.3504847879647768,0.20701221506511044,0.09201818033717746,0.0,2.4374843950635138e-39,3.5491648999978283e-13,1.2300160574187446e-37,0.0,3.4069156001732063e-59,1.908154341841362e-19,8.610443741870998e-44,1.2489261088276042e-37,2.8590725342841803e-55,1.2713466286259786e-23,1.754127207829987e-25,2.6955428257099207e-89,6.40198962682175e-21,1.7034188010637756e-59,1.6350379851163796e-41,2.6369541273589264e-71,3.5491634453367086e-13,1.946141400116684e-61,1.5203499898961845e-08,5.254489953381661e-09,3.3413276078743944e-09,4.174407886111178e-09,3.455420274865768e-09,1.6814191832339212e-09,9.22764658833826e-14,6.476525501187034e-14,2.7748612718753556e-19,9.556781038790606e-18,6.475903086927253e-14,1.2219056275184577e-15,1.6019932844014421e-19,1.6596841647127171e-09,3.7900391337147135e-28,6.698495068443469e-29,5.496442567365659e-17
1.0322704729881106e-13,0.06210963536780779,0.0,0.015421784733857368,0.031075110263184432,0.3194096743472026,0.35048478760778756,0.2070122146279133,0.09201817905270036,0.0,3.117789186934525e-39,3.8526642721357085e-13,1.5733221369902382e-37,0.0,5.57102900935183e-59,2.440734613919726e-19,1.1954404412488134e-43,1.4716573956442364e-37,3.657043028880161e-55,1.4980761646641414e-23,1.9041277058427917e-25,4.061938981460626e-89,6.949486219368725e-21,2.178844984489503e-59,2.2699882870102124e-41,4.3119788245752915e-71,3.8526625580531165e-13,2.7019538263349974e-61,1.648797453532418e-08,5.7038036176627475e-09,3.6270662953722653e-09,4.531366709534363e-09,3.750693308145155e-09,1.825196417200346e-09,1.059982675923392e-13,7.631503839626367e-14,3.1150773180186765e-19,1.2223985196503201e-17,7.630707717803579e-14,1.5126718443412558e-15,1.7389843695214476e-19,1.8016082127887257e-09,5.24163229589905e-28,1.0058622328585815e-28,6.476666833402351e-17
1.1135891190378373e-13,0.06210963536780779,0.0,0.015421781778832308,0.031075110263184432,0.31940967375408963,0.3504847872507995,0.20701221419074936,0.09201817777066305,0.0,3.914182993369701e-39,4.156163643964456e-13,1.9752133017534242e-37,0.0,8.77912530263207e-59,3.0641999305235903e-19,1.618932549094142e-43,1.7126541128276629e-37,4.5911812980138814e-55,1.7433989680042445e-23,2.0541282035387978e-25,5.934131827015607e-89,7.496989730302207e-21,2.7353991366623953e-59,3.0741054016670973e-41,6.795046714792493e-71,4.156161649186212e-13,3.6591456233591886e-61,1.777000938634257e-08,6.153115234753535e-09,3.912806899212027e-09,4.8883244476904535e-09,4.04593327770246e-09,1.9689727387966887e-09,1.206264957708323e-13,8.881189692304067e-14,3.4715102271564103e-19,1.534629243998868e-17,8.88019022406397e-14,1.845045209246878e-15,1.8759754542771077e-19,1.943532205349237e-09,7.071570529477586e-28,1.4644562413646723e-28,7.53727553422121e-17
1.2343517832169526e-13,0.06210963536780779,0.0,0.015421777395009278,0.031075110263184432,0.31940967287328625,0.3504847867206545,0.20701221354159793,0.09201817587125911,0.0,5.3306847147002885e-39,4.606876911496356e-13,2.6900403555890967e-37,0.0,1.6291213383486477e-58,4.173132529675298e-19,2.443775243926987e-43,2.1042512677120193e-37,6.25268141849443e-55,2.1420255158765224e-23,2.2768871962469916e-25,9.930200781910172e-89,8.310075338069414e-21,3.725311252914339e-59,4.640280261897534e-41,1.260940606536749e-70,4.606874460614067e-13,5.52348773323432e-61,1.966940967378299e-08,6.82036393348104e-09,4.337150961604649e-09,5.418424329061851e-09,4.48431987705949e-09,2.1824868046505217e-09,1.4401708342628665e-13,1.0911795611524287e-13,4.0307564164042323e-19,2.0899688199762655e-17,1.0910434469085459e-13,2.4211050081504408e-15,2.0794147528002768e-19,2.1542970417416126e-09,1.0615665998865421e-27,2.4385386520331985e-28,9.260664790660983e-17
1.3551144473960677e-13,0.06210963536780779,0.0,0.01542177301661299,0.031075110263184432,0.3194096719924852,0.350484786190512,0.20701221289251948,0.0920181739772105,0.0,7.05332762763637e-39,5.057590178346505e-13,3.5593670494268355e-37,0.0,2.853884766200546e-58,5.5217462705252055e-19,3.5497364240386786e-43,2.536130789628808e-37,8.273272831544263e-55,2.5816574006246815e-23,2.499646188256654e-25,1.5837755094307623e-88,9.123176203819623e-21,4.9291678744506e-59,6.740207446492774e-41,2.2089080163186664e-70,5.057587224442422e-13,8.023229660852391e-61,2.1563454645525875e-08,7.487608117838232e-09,4.761499265346962e-09,5.948521817327551e-09,4.922633578579493e-09,2.395998858623261e-09,1.6939216376488518e-13,1.3151261476769538e-13,4.625767081116409e-19,2.7653195876726074e-17,1.314946050320801e-13,3.103451007780729e-15,2.28285405051993e-19,2.365061755949708e-09,1.5337117509183543e-27,3.8706529272538183e-28,1.1161332609298835e-16
1.475877111575183e-13,0.06210963536780779,0.0,0.01542176864362833,0.031075110263184432,0.3194096711116865,0.35048478566037183,0.20701221224351407,0.0920181720885021,0.0,9.112063089155792e-39,5.508303444514907e-13,4.598311127170629e-37,0.0,4.7649261535162636e-58,7.133494263356914e-19,4.994409669551936e-43,3.008292677462088e-37,1.0688087193061142e-54,3.062294598491526e-23,2.722405179567863e-25,2.427191677712124e-88,9.936292327704681e-21,6.367900237681839e-59,9.48323410321229e-41,3.6880548544793416e-70,5.508299940671326e-13,1.1288548548990491e-60,2.345215939996283e-08,8.154847788110798e-09,5.185851819394954e-09,6.478616912683968e-09,5.360874394517883e-09,2.609508900863356e-09,1.9674310301454468e-13,1.5599583158793845e-13,5.256542217318632e-19,3.572419484290668e-17,1.559725655358435e-13,3.900714694876388e-15,2.486293347436071e-19,2.575826348121757e-09,2.146621921139816e-27,5.904397073997951e-28,1.3239278786844491e-16
1.5966397757542984e-13,0.06210963536780779,0.0,0.015421764276040214,0.031075110263184432,0.31940967023089023,0.35048478513023407,0.2070122115945816,0.09201817020511886,0.0,1.1536842483136334e-38,5.959016710001568e-13,5.821990740686847e-37,0.0,7.639134888516425e-58,9.031830327506748e-19,6.840772914388104e-43,3.520736930099727e-37,1.3532256155042657e-54,3.583937085748745e-23,2.945164170180699e-25,3.596679800190313e-88,1.0749423709876775e-20,8.062439576693469e-59,1.2988929744424855e-40,5.912693622695158e-70,5.959012609300828e-13,1.5461791727351213e-60,2.533553899281206e-08,8.82208294458376e-09,5.610208632665975e-09,7.0087096153269844e-09,5.7990423371276e-09,2.82301693151883e-09,2.260613049040348e-13,1.8256756528759117e-13,5.923081821036605e-19,4.523005847610131e-17,1.825381084828975e-13,4.821489904052039e-15,2.689732643548706e-19,2.786590818405578e-09,2.9252390491320718e-27,8.709882201454865e-28,1.5494503120239433e-16
1.7174024399334137e-13,0.06210963536780779,0.0,0.015421759913833606,0.031075110263184432,0.31940966935009624,0.3504847846000987,0.20701221094572217,0.09201816832704576,0.0,1.4357617233124758e-38,6.409729974806487e-13,7.245524450779968e-37,0.0,1.1830653258966346e-57,1.124020899488919e-18,9.157169653118171e-43,4.073463546433357e-37,1.684091137116212e-54,4.146584838696697e-23,3.1679231600952386e-25,5.178754978775577e-88,1.1562570350488403e-20,1.0033717126567765e-58,1.738705056721645e-40,9.156930598648619e-70,6.409725230330986e-13,2.0697434236946042e-60,2.7213608437409808e-08,9.489313587541481e-09,6.034569714039062e-09,7.538799925451973e-09,6.2371374186591265e-09,3.036522950737288e-09,2.5733821034032313e-13,2.112277745823154e-13,6.625385888296036e-19,5.628815420020193e-17,2.1119111616315298e-13,5.8743331413934545e-15,2.893171938857837e-19,2.9973551669485806e-09,3.896379735019665e-27,1.2486117055990221e-27,1.7927005406650112e-16
1.838165104112529e-13,0.06210963536780779,0.0,0.015421755556993518,0.031075110263184432,0.3194096684693046,0.3504847840699657,0.20701221029693564,0.09201816645426787,0.0,1.760433880732902e-38,6.860443238929669e-13,8.884031226655953e-37,0.0,1.778350448215475e-57,1.3782085511136594e-18,1.20173248409519e-42,4.666472525358379e-37,2.0649184492696898e-54,4.750237833664431e-23,3.3906821493115613e-25,7.27403928817964e-88,1.2375732249692387e-20,1.230266412095797e-58,2.2817569639619907e-40,1.3764439936302105e-69,6.860437803761846e-13,2.7162114770424516e-60,2.9086382704691313e-08,1.0156539717267685e-08,6.458935072354984e-09,8.068887843253782e-09,6.675159651360477e-09,3.2500269586659143e-09,2.905652973731661e-13,2.419764181918221e-13,7.363454415122637e-19,6.90158434545509e-17,2.419314708757096e-13,7.067763619747322e-15,3.096611233363471e-19,3.20811939389776e-09,5.088721509460298e-27,1.746296131963426e-27,2.0536785443464214e-16
2.0045782482652072e-13,0.06210963536780779,0.0,0.015421749561954096,0.031075110263184432,0.3194096672555615,0.3504847833394367,0.20701220940301562,0.09201816388219439,0.0,2.2831542388289076e-38,7.481534300219241e-13,1.1522045874340596e-36,0.0,2.990769764452509e-57,1.7874540591295152e-18,1.6996462912846544e-42,5.5496513531206815e-37,2.678048158698692e-54,5.649268687901947e-23,3.697648080359935e-25,1.1219025743298352e-87,1.3496309114020486e-20,1.5955655298173917e-58,3.2271303375524963e-40,2.3148570505830326e-69,7.481527836391646e-13,3.8416248896090695e-60,3.165845116627193e-08,1.1075982045804931e-08,7.043725266013466e-09,8.799354700377842e-09,7.2786429035374285e-09,3.544236063404057e-09,3.395325045792269e-13,2.8777038101160705e-13,8.439125452570535e-19,8.950693154972511e-17,2.8771208897796737e-13,8.958324005738233e-15,3.376954274103999e-19,3.4985561269163198e-09,7.150828304009408e-27,2.67797462108145e-27,2.4423574709030226e-16
2.1709913924178853e-13,0.06210963536780779,0.0,0.015421743577037959,0.031075110263184432,0.3194096660418229,0.3504847826089123,0.2070122085092341,0.09201816132010882,0.0,2.9002843218712616e-38,8.102625360214251e-13,1.4636556095396711e-36,0.0,4.8253312563701047e-57,2.2706208507212322e-18,2.3382805657541426e-42,6.5093237257094696e-37,3.401916412038649e-54,6.62616568561335e-23,4.004614010082795e-25,1.6715418370221096e-87,1.4616914954101667e-20,2.0268420284380725e-58,4.4396782966802065e-40,3.734808409361108e-69,8.10261777863375e-13,5.285104258108234e-60,3.422053171233984e-08,1.1995415805289297e-08,7.62852362093183e-09,9.529817015513856e-09,7.881987875879809e-09,3.8384413494968544e-09,3.921647814422375e-13,3.3752995647677765e-13,9.582710821987216e-19,1.1369839033474957e-16,3.3745590999515243e-13,1.1154033339839533e-14,3.6572973133187566e-19,3.788992629696852e-09,9.776672269903063e-27,3.9678700506433304e-27,2.8647001817185873e-16
2.3374045365705634e-13,0.06210963536780779,0.0,0.015421737602206276,0.031075110263184432,0.31940966482808886,0.35048478187839244,0.20701220761559105,0.0920181587679724,0.0,3.6196617944015367e-38,8.723716418914711e-13,1.8267128503105194e-36,0.0,7.514647527396907e-57,2.8338472845559048e-18,3.141941377363619e-42,7.545489640269057e-37,4.245716338918162e-54,7.68092876512286e-23,4.311579938480347e-25,2.418138189961315e-87,1.5737549770338807e-20,2.5295731211605774e-58,5.965547703483427e-40,5.81634032043839e-69,8.723707630488291e-13,7.101588059887946e-60,3.677266312588538e-08,1.2914840996457125e-08,8.213330159891286e-09,1.0260274789166929e-08,8.485194600414874e-09,4.13264281732556e-09,4.4844017055080946e-13,3.9125503660392187e-13,1.0794210512972956e-18,1.4189727151691402e-16,3.9116262601684935e-13,1.3676840476519728e-14,3.937640351007755e-19,4.079428902620206e-09,1.3058235226260935e-26,5.70934273666174e-27,3.3207066239695023e-16
2.5038176807232416e-13,0.06210963536780779,0.0,0.015421731637420347,0.031075110263184432,0.3194096636143592,0.3504847811478771,0.20701220672208645,0.09201815622574647,0.0,4.449124359068742e-38,9.344807476320627e-13,2.2453331184309037e-36,0.0,1.1351453033648127e-56,3.483271980058293e-18,4.1368720339715366e-42,8.65814909395707e-37,5.218641068866103e-54,8.81355786485659e-23,4.618545865552796e-25,3.4104396924949774e-87,1.6858213563135872e-20,3.109236021127674e-58,7.854563326132056e-40,8.786029372526472e-69,9.344797391955404e-13,9.35039349178217e-60,3.931488403932394e-08,1.3834257620042448e-08,8.798144905538102e-09,1.0990728021840303e-08,9.088263109161038e-09,4.426840467269935e-09,5.083368454229612e-13,4.4894551342398256e-13,1.2073624515128028e-18,1.744106052975145e-16,4.488319291654723e-13,1.654856280560072e-14,4.217983387171006e-19,4.369864946065773e-09,1.7093913222294016e-26,8.010362109905642e-27,3.8103767449032984e-16
2.6702308248759197e-13,0.06210963536780779,0.0,0.01542172568264164,0.031075110263184432,0.31940966240063395,0.35048478041736636,0.20701220582872026,0.09201815369339256,0.0,5.396509764955414e-38,9.965898532432005e-13,2.7234733699445e-36,0.0,1.6698138188867844e-56,4.225033818346432e-18,5.351253176946912e-42,9.847302083944395e-37,6.329883731295247e-54,1.0024052923342172e-22,4.925511791300346e-25,4.70465607266467e-87,1.7978906332897997e-20,3.7713079414124085e-58,1.0160228019943265e-39,1.2924365893523298e-68,9.96588706303522e-13,1.2095216686973485e-59,4.1847232935072015e-08,1.4753665676776966e-08,9.382967880384373e-09,1.1721176714035397e-08,9.691193434127868e-09,4.721034299708248e-09,5.718331097295469e-13,5.10601278982198e-13,1.3420952818052733e-18,2.115454003736236e-16,5.104635115962043e-13,1.9790887030658462e-14,4.498326421808521e-19,4.66030076041149e-09,2.1988459616573715e-26,1.0994484416936774e-26,4.333710491836264e-16
2.836643969028598e-13,0.06210963536780779,0.0,0.015421719737831767,0.031075110263184432,0.31940966118691316,0.35048477968686004,0.20701220493549247,0.09201815117087234,0.0,6.469655816955041e-38,1.0586989587248857e-12,3.265090708257432e-36,0.0,2.3996909407120053e-56,5.065271943149253e-18,6.815202829406502e-42,1.1112948607415081e-36,7.588637455494119e-54,1.1312413879208362e-22,5.232477715723204e-25,6.364982995898232e-87,1.9099628080031413e-20,4.5212660950132395e-58,1.2939722818746662e-39,1.857361782749651e-68,1.0586976643727868e-12,1.5404132824990329e-59,4.4369748146118244e-08,1.567306516739008e-08,9.967799106808845e-09,1.24516208662518e-08,1.0293985607316106e-08,5.015224315017295e-09,6.389073965277496e-13,5.762222253380437e-13,1.483619541134739e-18,2.536086439406104e-16,5.760570654969378e-13,2.3425369937371198e-14,4.778669454920311e-19,4.9507363460338405e-09,2.7852937189893e-26,1.480181097953879e-26,4.89070781215113e-16
3.169470257333954e-13,0.06210963536780779,0.0,0.015421707877965695,0.031075110263184432,0.31940965875948507,0.3504847782258611,0.20701220314945182,0.09201814615518034,0.0,9.024581423919062e-38,1.182917169299901e-12,4.554585795734151e-36,0.0,4.668490434425691e-56,7.06573494561575e-18,1.0621966487116415e-41,1.3873722243608305e-36,1.0585450605762326e-53,1.4122733238100985e-22,5.84640956059566e-25,1.1083774983161887e-86,2.1341158508042625e-20,6.3067499538010854e-58,2.0167317422154693e-39,3.613413523488319e-68,1.1829155533952176e-12,2.400843948528326e-59,4.938543010230917e-08,1.7511838453158203e-08,1.1137486403245035e-08,1.391249555273783e-08,1.1499155626315659e-08,5.603592895747368e-09,7.837044122432222e-13,7.193592287513654e-13,1.7870423427447916e-18,3.5374831784264e-16,7.191288566231551e-13,3.1956393876281085e-14,5.339355516566768e-19,5.5316068326071776e-09,4.296725505641526e-26,2.5534806519551242e-26,6.105692962776086e-16
3.5022965456393103e-13,0.06210963536780779,0.0,0.015421696057517992,0.031075110263184432,0.31940965633207463,0.35048477676488043,0.2070122013639643,0.09201814117836679,0.0,1.2176605169829875e-37,1.3071353793571149e-12,6.14547815546589e-36,0.0,8.498268794621201e-56,9.533779424223977e-18,1.5836854406439915e-41,1.694046998027029e-36,1.4282625551555242e-53,1.7244515452572489e-22,6.46034140017181e-25,1.8260199295757832e-86,2.3582804850441527e-20,8.509505300023822e-58,3.0068358170583e-39,6.577663541419567e-68,1.3071334062629373e-12,3.5795494922338525e-59,5.4362233605192506e-08,1.9350577483136198e-08,1.2307206971238892e-08,1.5373352085258906e-08,1.2703773421989296e-08,6.191946212445054e-09,9.425579154898284e-13,8.783556604222461e-13,2.117630848023249e-18,4.772850946661234e-16,8.780448406990863e-13,4.231151988557334e-14,5.900041572110464e-19,6.112476408768901e-09,6.345008690813359e-26,4.1697417336311315e-26,7.455331777080682e-16
3.8351228339446665e-13,0.06210963536780779,0.0,0.015421684276186868,0.031075110263184432,0.31940965390468207,0.35048477530391786,0.20701219957902967,0.09201813624013039,0.0,1.5988432745555559e-37,1.4313535888965333e-12,8.069429920035987e-36,0.0,1.4650729714091937e-55,1.2518528075846312e-17,2.2770555399330153e-41,2.0313191795341143e-36,1.8753707322866044e-53,2.0677760035254261e-22,7.074273234453287e-25,2.87494088522783e-86,2.582456711051761e-20,1.117334983507835e-57,4.323270562039421e-39,1.1339670799398548e-67,1.4313512229760474e-12,5.146754381842063e-59,5.93004599982021e-08,2.1189282263077064e-08,1.3476960985098824e-08,1.6834190467746785e-08,1.3907839250025822e-08,6.78028426807191e-09,1.1152999501438192e-12,1.0532106573329928e-12,2.4753850486504248e-18,6.26674098271228e-16,1.052802556399076e-12,5.465860389051294e-14,6.460727621551496e-19,6.693345077479299e-09,9.041340641822564e-26,6.510362765260533e-26,8.939623836282652e-16
4.1679491222500227e-13,0.06210963536780779,0.0,0.015421672533672881,0.031075110263184432,0.31940965147730715,0.35048477384297344,0.20701219779464763,0.09201813134017205,0.0,2.05227720723601e-37,1.5555717979181633e-12,1.0358105580095666e-35,0.0,2.4137690556733203e-55,1.6069107885896943e-17,3.1764755529711527e-41,2.3991887666965403e-36,2.4072240947810065e-53,2.442246650035891e-22,7.688205063441735e-25,4.358526391244788e-86,2.8066445291577665e-20,1.434210125923391e-57,6.030906953816436e-39,1.8682582339083392e-67,1.5555690035346502e-12,7.179689375654304e-59,6.420040828911097e-08,2.3027952798697728e-08,1.4646748617073998e-08,1.829501070410471e-08,1.5111353365973494e-08,7.3686070655663275e-09,1.3017645569621533e-12,1.2439233566880627e-12,2.860304936306662e-18,8.043701088234585e-16,1.243399542914911e-12,6.916349661603434e-14,7.021413664889951e-19,7.2742128416760066e-09,1.2506725667544586e-25,9.792340984729539e-26,1.0558568722443274e-15
4.638871714845352e-13,0.06210963536780779,0.0,0.015421655984694365,0.031075110263184432,0.31940964804279626,0.3504847717758847,0.20701219527083328,0.09201812447194277,0.0,2.8294839337944395e-37,1.7313306330854284e-12,1.4281099268410222e-35,0.0,4.588037530061833e-55,2.215514307994487e-17,4.874213824048368e-41,2.9719692476860287e-36,3.3188404727598645e-53,3.0253045851812026e-22,8.55686951614301e-25,7.443646174875193e-86,3.1238721760032687e-20,1.9773458658609438e-57,9.25421785111484e-39,3.551142910016837e-67,1.7313271715772763e-12,1.1017044340784604e-58,7.106862337013677e-08,2.5629466133579058e-08,1.630196237202913e-08,2.0361923569594087e-08,1.681328755288957e-08,8.201010732634499e-09,1.5887230095640521e-12,1.5408571448588632e-12,3.4513472655383573e-18,1.1089303300564858e-15,1.5401350098759176e-12,9.369157844184731e-14,7.814739585854252e-19,8.096092755140692e-09,1.8980127711865064e-25,1.654970916976913e-25,1.3079294401537971e-15
5.109794307440683e-13,0.06210963536780779,0.0,0.015421639511999416,0.031075110263184432,0.3194096446083209,0.35048476970883247,0.207012192748124,0.09201811767892004,0.0,3.7816573529995386e-37,1.9070894672161123e-12,1.9087376881582845e-35,0.0,8.195634461444564e-55,2.961152065410135e-17,7.175764029515889e-41,3.6060056871572945e-36,4.435673179314145e-53,3.6707169177306536e-22,9.425533958255561e-25,1.2070885101596538e-85,3.4411230318286626e-20,2.642748301639839e-57,1.3623907357592546e-38,6.343424380814964e-67,1.907085267239105e-12,1.621918363817905e-58,7.786163189805202e-08,2.8230910938712168e-08,1.7957244246141225e-08,2.242880012518679e-08,1.8514118447185497e-08,9.033383866953407e-09,1.9023681942640645e-12,1.869533864539603e-12,4.0967752269134615e-18,1.4820262961294086e-15,1.8685687848759025e-12,1.2332483746482833e-13,8.608065494601654e-19,8.917970871783976e-09,2.7660199365561983e-25,2.657860876597666e-25,1.5869592861924514e-15
