Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34)
4.245384268873062e-12,0.06210963536780779,0.0,0.015420517935484233,0.031075110263184432,0.3194093723669157,0.3504846059069161,0.20701199615426985,0.09201776036324888,0.0,2.2351378345379948e-34,1.5844719461928015e-11,1.0969692722430695e-32,0.0,2.6949532852152467e-49,1.7027855283913522e-14,3.4189780337134454e-37,2.4891589750765055e-34,2.543899733473623e-50,2.533695625430615e-20,7.831038206934337e-24,4.778626174074666e-81,2.867302515534311e-19,1.515640668352656e-54,6.491048842479277e-35,2.0858944899569864e-61,1.5844429568182438e-11,7.727941523192082e-55,4.351762613287615e-07,2.3430783394591156e-07,1.4946752667829101e-07,1.8621677865165312e-07,1.4993827605035055e-07,7.494373023332761e-08,8.293730789056961e-11,1.2878960812934402e-10,2.284341230746807e-16,8.466379666135984e-13,1.2823897794789052e-10,4.745392285822727e-11,7.151858046518638e-18,7.408755956166071e-08,1.1071727808249604e-21,8.751265426678066e-21,1.0953206555507289e-13
4.2973702076016844e-12,0.06210963536780779,0.0,0.015420504245911874,0.031075110263184432,0.31940936857863433,0.3504846036282527,0.20701199346485144,0.09201775726749876,0.0,2.321180829638232e-34,1.603874250942899e-11,1.1377959444810943e-32,0.0,2.8991153441093306e-49,1.7661790582067065e-14,3.5895420266191503e-37,2.5504930760586167e-34,2.638501057524727e-50,2.5961253693304658e-20,7.926931446538362e-24,5.078457979082013e-81,2.902530630144996e-19,1.572003586989017e-54,6.814869911485718e-35,2.2439159661331164e-61,1.6038445472817092e-11,8.113469793117724e-55,4.3827199969590937e-07,2.3717358026850814e-07,1.5130199627149656e-07,1.884952480363545e-07,1.5172054364125677e-07,7.585991487654577e-08,8.45604718452393e-11,1.3195934533686093e-10,2.3397063030910333e-16,8.780747007039524e-13,1.3138827954571526e-10,4.90259436494118e-11,7.239434522450537e-18,7.499470766452697e-08,1.1617602683506637e-21,9.294426410478062e-21,1.1223079235125765e-13
4.349356146330307e-12,0.06210963536780779,0.0,0.01542049059495713,0.031075110263184432,0.3194093647903947,0.3504846013496328,0.20701199077670962,0.09201775420915151,0.0,2.4095595615762038e-34,1.623276555566854e-11,1.1796240575549187e-32,0.0,3.1160067525387715e-49,1.831128660861597e-14,3.766409492789474e-37,2.6125736582424393e-34,2.73541910618411e-50,2.6593148678687165e-20,8.022824684896802e-24,5.393154603267689e-81,2.937761584293226e-19,1.629746796666076e-54,7.150658292814344e-35,2.411789960947139e-61,1.623246128926432e-11,8.513245967685261e-55,4.413303353311568e-07,2.4003924422510296e-07,1.5313657432788978e-07,1.9077367390572922e-07,1.535015362864058e-07,7.677606284198822e-08,8.619169528338792e-11,1.351675258588971e-10,2.3957341130066794e-16,9.10278973968735e-13,1.345755260038094e-10,5.062852017349353e-11,7.327010996896218e-18,7.590185411438117e-08,1.2183388640009765e-21,9.864200948486414e-21,1.1496235681604786e-13
4.401342085058929e-12,0.06210963536780779,0.0,0.015420476982167084,0.031075110263184432,0.3194093610021971,0.3504845990710564,0.20701198808984345,0.0920177511877553,0.0,2.5003168970177724e-34,1.6426788600646696e-11,1.2224657849619787e-32,0.0,3.346254674295694e-49,1.8976532973326894e-14,3.9497338516794856e-37,2.675400721596862e-34,2.8346819051746143e-50,2.723264119662834e-20,8.118717922010247e-24,5.723262037748502e-81,2.972995378146649e-19,1.6888869949462036e-54,7.498705256328387e-35,2.5900018992366354e-61,1.6426477017524277e-11,8.927616828345985e-55,4.4435172006687486e-07,2.429048258268612e-07,1.5497126100662834e-07,1.9305205626625064e-07,1.5528125490133027e-07,7.769217413403385e-08,8.783082536122166e-11,1.3841414647213478e-10,2.4524246601767954e-16,9.432599874139065e-13,1.378007081412644e-10,5.226180279224251e-11,7.414587469855716e-18,7.680899891574717e-08,1.2769562757709515e-21,1.0461553836232861e-20,1.177267587235623e-13
4.453328023787551e-12,0.06210963536780779,0.0,0.015420463407094267,0.031075110263184432,0.3194093572140412,0.35048459679252353,0.207011985404252,0.09201774820286374,0.0,2.5934964281581113e-34,1.6620811644363473e-11,1.266333301611233e-32,0.0,3.590509167702782e-49,1.9657719320832777e-14,4.13967036727027e-37,2.7389742660911003e-34,2.9363174802180065e-50,2.7879731233340505e-20,8.214611157879288e-24,6.069339482546453e-81,3.0082320118731594e-19,1.7494408793911215e-54,7.859305573729177e-35,2.7790549262056645e-61,1.662049265759713e-11,9.356933325946508e-55,4.4733660027723815e-07,2.457703250848633e-07,1.5680605646391502e-07,1.9533039512432534e-07,1.5705970040085369e-07,7.860824875700741e-08,8.947771206153696e-11,1.4169920395377494e-10,2.509777944284429e-16,9.770269400534233e-13,1.4106381677940412e-10,5.3925939030723184e-11,7.502163941329064e-18,7.771614207309596e-08,1.337660771514985e-21,1.1087472845871887e-20,1.205239978463836e-13
4.5053139625161734e-12,0.06210963536780779,0.0,0.015420449869296608,0.031075110263184432,0.3194093534259272,0.3504845945140342,0.20701198271993437,0.09201774525403587,0.0,2.689142489690301e-34,1.6814834686818906e-11,1.3112387838232778e-32,0.0,3.849443736199895e-49,2.0355035330673744e-14,4.3363761480634115e-37,2.803294291694693e-34,3.0403538570349735e-50,2.853441877507321e-20,8.310504392504514e-24,6.431959504466818e-81,3.0434714856408894e-19,1.8114251475619047e-54,8.232757518545019e-35,2.9794703335786834e-61,1.6814508209483034e-11,9.8015505807192e-55,4.5028541694414653e-07,2.486357420101067e-07,1.586409608530516e-07,1.9760869048629405e-07,1.5883687369909133e-07,7.95242867151802e-08,9.11322081415718e-11,1.4502269508153144e-10,2.567793965012629e-16,1.0115890289097459e-12,1.443648427417788e-10,5.562107362971607e-11,7.589740411316297e-18,7.862328359084602e-08,1.4005011787919323e-21,1.1742968994161154e-20,1.233540739555522e-13
4.557299901244796e-12,0.06210963536780779,0.0,0.015420436368337372,0.031075110263184432,0.31940934963785506,0.35048459223558825,0.2070119800368896,0.09201774234083603,0.0,2.787300175881948e-34,1.700885772801301e-11,1.357194409330462e-32,0.0,4.123755885317843e-49,2.1068670717337126e-14,4.540010147075432e-37,2.868360798377496e-34,3.14681906134513e-50,2.919670380811281e-20,8.406397625886518e-24,6.8117081949793245e-81,3.078713799618209e-19,1.8748564970189848e-54,8.619362866119998e-35,3.1917879906981257e-61,1.7008523673182144e-11,1.026182788227256e-54,4.531986057223776e-07,2.515010766135067e-07,1.604759743244918e-07,1.9988694235843228e-07,1.606127757094518e-07,8.044028801277077e-08,9.27941690817768e-11,1.4838461663362566e-10,2.626472722044448e-16,1.0469554490143434e-12,1.4770377685415924e-10,5.734734859721329e-11,7.677316879817453e-18,7.953042347336417e-08,1.4655268847103286e-21,1.2429076810372221e-20,1.2621698682055962e-13
4.609285839973418e-12,0.06210963536780779,0.0,0.015420422903785085,0.031075110263184432,0.3194093458498248,0.35048458995718584,0.2070119773551168,0.09201773946283381,0.0,2.888015357770916e-34,1.720288076794581e-11,1.4042123572770017e-32,0.0,4.41416768633643e-49,2.179881523029636e-14,4.750733161832291e-37,2.9341737861096727e-34,3.2557411188670127e-50,2.986658631878201e-20,8.502290858025882e-24,7.2091853280963555e-81,3.113958953973722e-19,1.9397516253221446e-54,9.01942689360288e-35,3.416566780795599e-61,1.7202539048694628e-11,1.0738128689581678e-54,4.56076597003926e-07,2.543663289058967e-07,1.623110970258936e-07,2.0216515074695132e-07,1.6238740734463778e-07,8.135625265394532e-08,9.446345303557183e-11,1.5178496538878107e-10,2.6858142150629377e-16,1.0831353934082017e-12,1.5108060994453078e-10,5.910490325892317e-11,7.764893346832562e-18,8.043756172496625e-08,1.5327878357737338e-21,1.3146854604119528e-20,1.2911273620934248e-13
4.66127177870204e-12,0.06210963536780779,0.0,0.015420409475213477,0.031075110263184432,0.31940934206183635,0.3504845876788269,0.2070119746746151,0.09201773661960407,0.0,2.9913347004641534e-34,1.739690380661733e-11,1.4523048082190945e-32,0.0,4.721426346345312e-49,2.254565865404902e-14,4.968707834363862e-37,3.0007332548616963e-34,3.367148055318086e-50,3.0544066293439417e-20,8.598184088923206e-24,7.625004518253971e-81,3.149206948876258e-19,2.0061272300305225e-54,9.433258379935977e-35,3.6543850422188435e-61,1.739655433602063e-11,1.1230820630978674e-54,4.5891981598159197e-07,2.5723149889803054e-07,1.6414632910216998e-07,2.0444331565799873e-07,1.6416076951664753e-07,8.227218064281863e-08,9.613992077999288e-11,1.552237381262174e-10,2.7458184437511486e-16,1.1201380531423192e-12,1.5449533284308725e-10,6.089387430787932e-11,7.852469812361663e-18,8.134469834991751e-08,1.6023345377261793e-21,1.389738473312097e-20,1.320413218882767e-13
4.7132577174306624e-12,0.06210963536780779,0.0,0.015420396082201417,0.031075110263184432,0.3194093382738896,0.3504845854005114,0.2070119719953835,0.09201773381072673,0.0,3.0973056805495243e-34,1.7590926844027602e-11,1.5014839441250338e-32,0.0,5.046304784974196e-49,2.330939080815382e-14,5.19409865119844e-37,3.0680392046043364e-34,3.48106789641474e-50,3.122914371847922e-20,8.694077318579069e-24,8.059793378190225e-81,3.1844577844948704e-19,2.0740000087026123e-54,9.861169605844081e-35,3.90584101482077e-61,1.7590569535160307e-11,1.1740275504143218e-54,4.617286827117756e-07,2.60096586600582e-07,1.6598167069553926e-07,2.067214370976593e-07,1.6593286313677566e-07,8.318807198345443e-08,9.782343566728468e-11,1.5870093162564584e-10,2.806485407792136e-16,1.1579726172782083e-12,1.5794793638222543e-10,6.27143958530983e-11,7.940046276404786e-18,8.225183335243337e-08,1.674218055397736e-21,1.468177387087758e-20,1.3500274362217177e-13
4.765243656159285e-12,0.06210963536780779,0.0,0.01542038272433286,0.031075110263184432,0.31940933448598474,0.3504845831222394,0.20701196931742114,0.09201773103578678,0.0,3.2059766036059064e-34,1.7784949880176646e-11,1.5517619483753275e-32,0.0,5.389602217539893e-49,2.409020154726679e-14,5.427071943357243e-37,3.136091635308658e-34,3.59752866787229e-50,3.1921818580330645e-20,8.789970546994065e-24,8.514193676826014e-81,3.219711460998833e-19,2.1433866588962628e-54,1.0303476353823385e-34,4.171553291315135e-61,1.7784584646113826e-11,1.2266869276093003e-54,4.6450361217653674e-07,2.629615920241468e-07,1.6781712194557431e-07,2.0899951507195592e-07,1.6770368911561466e-07,8.410392667986624e-08,9.951386357735399e-11,1.6221654266726335e-10,2.8678151068689523e-16,1.1966482728883892e-12,1.614384113965393e-10,6.456659946737151e-11,8.027622738961971e-18,8.315896673667998e-08,1.7484900125501795e-21,1.550115327428426e-20,1.3799700117426505e-13
4.817229594887907e-12,0.06210963536780779,0.0,0.015420369401196763,0.031075110263184432,0.31940933069812166,0.35048458084401085,0.2070119666407271,0.09201772829437431,0.0,3.3173966218204136e-34,1.7978972915064478e-11,1.6031510057628088e-32,0.0,5.7521447448493264e-49,2.4888280761176374e-14,5.667795886348953e-37,3.204890546946016e-34,3.716558395404981e-50,3.262209086545763e-20,8.885863774168776e-24,8.988861497143517e-81,3.2549679785576333e-19,2.2143038781686793e-54,1.076049790813044e-34,4.452161273783902e-61,1.7978599668881318e-11,1.2810982083174337e-54,4.672450143448833e-07,2.658265151792432e-07,1.6965268298925095e-07,2.1127754958684994e-07,1.6947324836305582e-07,8.501974473601779e-08,1.0121107287113073e-10,1.6577056803174774e-10,2.9298075406646535e-16,1.2361742050568838e-12,1.6496674872281437e-10,6.645061423414365e-11,8.115199200033247e-18,8.406609850677487e-08,1.8252025917227767e-21,1.6356679051160323e-20,1.4102409430621654e-13
