Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211)
0.0,0.05003979878925138,0.0,0.012424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.722088582953872e-24,0.05003979878925138,0.0,0.012424882039371116,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,4.440865742379031e-79,5.492251921380708e-27,8.881731434887669e-79,0.0,1.8848983899754244e-169,3.49452951326004e-78,9.80677882925573e-128,1.451437762673594e-66,2.28597478256455e-99,7.515741640791189e-87,1.7175996139729163e-42,-5.512656753388616e-146,2.6479483621342595e-55,6.976241401869354e-105,-6.196514096652471e-128,-1.4304483513455611e-159,5.492251921380708e-27,4.3279587270870636e-129,2.4988363820548727e-19,8.541170625118906e-20,3.445358609211955e-72,6.785437648877408e-20,5.620312598067442e-20
4.8218480322708426e-24,0.05003979878925138,0.0,0.012424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.711036309883168e-78,1.537830537986598e-26,1.3422072544402206e-77,0.0,2.5019823883395276e-167,2.1106958350894657e-77,2.769098877256832e-126,8.766684086548506e-66,3.3811644520121985e-98,1.1357788767563605e-85,4.809278919124165e-42,-5.5126567533884995e-146,7.414255413975927e-55,1.1700427262713336e-103,1.1213481936117825e-126,-1.430448351345506e-159,1.5378305379865984e-26,1.3924380493666921e-127,6.996741869751941e-19,2.3915277750332943e-19,2.0809965999640206e-71,1.8999225416856744e-19,1.5736875274588741e-19
1.1021366930904784e-23,0.05003979878925138,0.0,0.012424882039371116,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,7.219426620070715e-77,3.515041229683653e-26,1.443885315906814e-76,0.0,4.984513190049656e-165,1.016209195817182e-76,6.026367775393492e-125,4.220781013854812e-65,3.814433622134204e-97,1.221819087060138e-84,1.0992637529426665e-41,-5.512656753382496e-146,1.694686951765926e-54,1.3302769424122576e-102,4.925451127614057e-125,-1.4304483513396424e-159,3.515041229683654e-26,3.207088001542953e-126,1.599255284513926e-18,5.4663492000761e-19,1.0019102835588363e-70,4.342680095281541e-19,3.597000062763095e-19
2.3420404728172663e-23,0.05003979878925138,0.0,0.012424882039371112,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.635896861522112e-76,7.469462613077762e-26,1.3271793648523903e-75,0.0,7.595543382489038e-163,4.438052618694874e-76,1.118208958902301e-123,1.8433259585954643e-64,3.4552609750639836e-96,1.1230622419001419e-83,2.3359354750031664e-41,-5.512656753151178e-146,3.601209772502593e-54,1.2058236192856784e-101,1.7677630925448226e-123,-1.4304483508825527e-159,7.469462613077764e-26,5.882376261439862e-125,3.3984174795886623e-18,1.1615992050161708e-18,4.3756054336991816e-70,9.22819520247327e-19,7.643625133371379e-19
4.8218480322708426e-23,0.05003979878925138,0.0,0.012424882039371105,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,5.677149474668425e-75,1.5378305379865983e-25,1.1354298885583146e-74,0.0,1.0555008742011143e-160,1.8527996705807538e-75,1.92542099548189e-122,7.695523017695394e-64,2.9765329151832632e-95,9.608033924687733e-83,4.809278919124165e-41,-5.512656744945384e-146,7.414255413975924e-54,1.0388324822245417e-100,5.970055124721147e-122,-1.430448318338852e-159,1.5378305379865983e-25,1.0171133037559772e-123,6.996741869727228e-18,2.3915277750332916e-18,1.8267291346041769e-69,1.8999225416856724e-18,1.573687527458732e-18
9.781463151177995e-23,0.05003979878925138,0.0,0.012424882039371091,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,4.6939769709623895e-74,3.119599091344242e-25,9.387953889211984e-74,0.0,1.406248610153061e-158,7.569291743196114e-75,3.202863073845657e-121,3.143872251461512e-63,2.4531550754140614e-94,7.944108250090365e-82,9.755965807366166e-41,-5.512656470561293e-146,1.5040346696922583e-53,8.561769173464761e-100,1.9612122828460253e-120,-1.430446135790849e-159,3.1195990913442427e-25,1.6813026490895305e-122,1.419339064996073e-17,4.8513849150675285e-18,7.462784561897446e-69,3.854128584562358e-18,3.1923375557016693e-18
1.9700693388992299e-22,0.05003979878925138,0.0,0.012424882039371065,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,3.817064117189888e-73,6.28313619805953e-25,7.634128191514607e-73,0.0,1.8359431589189151e-156,3.059629177839747e-74,5.2528687369459904e-120,1.2708034302333397e-62,1.9980001931105352e-93,6.4600168965624575e-81,1.9649339583850163e-40,-5.512647468590915e-146,3.0292529262815886e-53,6.973237931980563e-99,6.357672313882681e-119,-1.430302797962089e-159,6.283136198059531e-25,2.741165318183047e-121,2.85866882102532e-17,9.771099195135984e-18,3.016576839578295e-68,7.762540670315715e-18,6.4296376121865404e-18
3.953915386462091e-22,0.05003979878925138,0.0,0.012424882039371012,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,3.0786004931576295e-72,1.2610210411490105e-24,6.157200951742946e-72,0.0,2.373206559351135e-154,1.2302637836227735e-73,8.600287579221818e-119,5.109844701002893e-62,1.6102133449408587e-92,5.210237657261348e-80,3.9436087136818164e-40,-5.512356261876148e-146,6.079689439460244e-53,5.619820372169964e-98,2.047581998605495e-117,-1.4210225155798695e-159,1.2610210411490107e-24,4.421399315439087e-120,5.737328333014005e-17,1.9610527755272825e-17,1.2129522798074943e-67,1.5579364841822362e-17,1.2904237725152264e-17
7.921607481587812e-22,0.05003979878925138,0.0,0.012424882039370906,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,2.472899337581132e-71,2.526435883835126e-24,4.945798647391902e-71,0.0,3.0526139418647662e-152,4.933910812127027e-73,1.421297042424309e-117,2.0492762684922697e-61,1.2939081492331015e-91,4.185146231191145e-79,7.900958224275415e-40,-5.502979835199322e-146,1.2180562465817532e-52,4.5158807763862394e-97,6.573296565559225e-116,-8.23265129662272e-160,2.526435883835126e-24,7.107347484987149e-119,1.1494647356712133e-16,3.928938487554622e-17,4.864481148194613e-67,3.121301318483541e-17,2.5853437951067656e-17
1.5856991671839255e-21,0.05003979878925138,0.0,0.012424882039370694,0.031075110263184432,0.3194096818763551,0.3504847921395395,0.20701222018021492,0.09201819554070576,0.0,1.982334902609984e-70,5.057265569207356e-24,3.964669782958586e-70,0.0,3.916907742837008e-150,1.976140074674271e-72,2.404906190615006e-116,8.207794042228503e-61,1.0370289256389953e-90,3.354912721490688e-78,1.5815657245462612e-39,-5.202121353572097e-146,2.4382308518532013e-52,3.619344233762161e-96,2.1068228316958098e-114,3.754361637178463e-158,5.057265569207357e-24,1.1394666286960379e-117,2.300928540299142e-16,7.86470991160919e-17,1.9483297591719763e-66,6.248030987086047e-17,5.175183840283421e-17
3.172776005234214e-21,0.05003979878925138,0.0,0.012424882039370271,0.031075110263184432,0.31940968187635504,0.3504847921395394,0.20701222018021487,0.09201819554070552,0.0,1.587475666437083e-69,1.0118924939951814e-23,3.1749513150470055e-69,0.0,5.0197678495211645e-148,7.909728164880719e-72,4.255301099462348e-115,3.2852566297510003e-60,8.30444427470363e-90,2.6866511311355944e-77,3.1645055287837e-39,4.439067154547745e-146,4.878580062396059e-52,2.8983417689154522e-95,6.74722370839639e-113,2.4966797352599853e-156,1.0118924939951817e-23,1.8250679618773596e-116,4.603856149108212e-16,1.5736252759717876e-16,7.798396530577176e-66,1.250149032429065e-16,1.0354863930611029e-16
6.346929681334792e-21,0.05003979878925138,0.0,0.012424882039369424,0.031075110263184432,0.3194096818763549,0.3504847921395393,0.20701222018021476,0.09201819554070506,0.0,1.270623945182163e-68,2.0242243681440728e-23,2.5412478760953724e-68,0.0,6.429225470735013e-146,3.1649358776350373e-71,8.103347427491192e-114,1.3145305763930878e-59,6.647298400904029e-89,2.1504098183963724e-76,6.330385137258578e-39,3.1319793808426634e-144,9.759278483481623e-52,2.3199797565088108e-94,2.159974246307336e-111,1.600090908495941e-154,2.0242243681440734e-23,2.9218433486982823e-115,9.209711364939208e-16,3.1479338455933433e-16,3.120374400418669e-65,2.5008408998698223e-16,2.0714224111163453e-16
1.2695237033535947e-20,0.05003979878925138,0.0,0.012424882039367731,0.031075110263184432,0.31940968187635455,0.35048479213953904,0.20701222018021456,0.09201819554070415,0.0,1.0167565838199642e-67,4.048888116441854e-23,2.0335131562218745e-67,0.0,8.231919728512471e-144,1.2661918986690501e-70,1.710173871993514e-112,5.258978276478462e-59,5.319064511643284e-88,1.7207635264989014e-75,1.2662144354208325e-38,1.0196831826654942e-142,1.9520675325652145e-51,1.8564116196356158e-93,6.913297968252204e-110,1.0244452849152728e-152,4.048888116441855e-23,4.676133110203824e-114,1.842142178945262e-15,6.296550984835733e-16,1.248352946745897e-64,5.002224634750686e-16,4.143294447185713e-16
2.5391851737938255e-20,0.05003979878925138,0.0,0.012424882039364345,0.031075110263184432,0.31940968187635393,0.35048479213953854,0.20701222018021415,0.0920181955407023,0.0,8.135082506981777e-67,8.098215613037411e-23,1.627016492260756e-66,0.0,1.0538464580135241e-141,5.0652714866558104e-70,4.0593455272746766e-111,2.1037625169646555e-58,4.255757131658601e-87,1.3767851111896204e-74,2.5325662788107794e-38,3.265278527560668e-141,3.904346900999076e-51,1.4853057285295298e-92,2.2124762206174387e-108,6.557662940545628e-151,8.098215613037413e-23,7.482764649991128e-113,3.684484260988509e-15,1.2593785263317623e-15,4.993818189080318e-64,1.0004992104509793e-15,8.287038519159974e-16
5.078508114674287e-20,0.05003979878925138,0.0,0.012424882039357571,0.031075110263184432,0.31940968187635266,0.35048479213953754,0.2070122201802133,0.09201819554069861,0.0,6.508477965299523e-66,1.61968706062285e-22,1.3016955857509622e-65,0.0,1.3490263418502662e-139,2.0262643899100466e-69,1.072830808949548e-109,8.415392492797008e-58,3.404826366736212e-86,1.1014978092034939e-73,5.065269965590663e-38,1.0450051219827212e-139,7.808905637865829e-51,1.18832159606604e-91,7.08027730718781e-107,4.1973164965771185e-149,1.6196870606228505e-22,1.1973246079873063e-111,7.369168413637267e-15,2.518825382026984e-15,1.9976085589446611e-63,2.0010527044017566e-15,1.6574526662450612e-15
