Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204)
1.1209096067889194e-21,0.0945796191447709,0.0,0.02348411943364615,0.031075110263184432,0.3194096818763551,0.3504847921395395,0.20701222018021492,0.09201819554070576,0.0,3.475493853994083e-52,4.7817899695069954e-17,6.950542486752219e-52,0.0,7.714934803681237e-111,1.6605110453204672e-42,5.510622858079909e-81,3.2213079607872274e-43,3.182941445949497e-62,9.665975507356601e-57,8.537634258127179e-25,2.6806913162031585e-101,5.806341707578753e-33,2.1954684371467464e-64,1.1099198683925758e-81,1.1476679724083766e-112,4.781790054883338e-17,3.998912064315103e-80,2.2361139306906236e-16,7.643169742157756e-17,2.4458143176832407e-17,6.0720308728344e-17,5.0294046418981344e-17,2.4458143176832407e-17
2.2427930707514173e-21,0.0945796191447709,0.0,0.02348411943364569,0.031075110263184432,0.319409681876355,0.35048479213953937,0.20701222018021487,0.09201819554070553,0.0,2.783213832739917e-51,9.567734404669513e-17,5.566071127410514e-51,0.0,4.945368305447732e-109,1.3297555463168442e-41,8.826576325990449e-80,1.2893626813974695e-42,2.548934635861081e-61,7.740619856968945e-56,1.7082686095974706e-24,8.591052951617379e-100,1.1690437540849827e-32,1.7581553529690445e-63,1.7778685887835145e-80,7.356427458137888e-111,9.567734575496374e-17,6.405209019824954e-79,4.474170617234995e-16,1.5292979944153582e-16,4.8937535829006844e-17,1.214933718500977e-16,1.006317887879883e-16,4.8937535829006844e-17
4.4865599986764136e-21,0.0945796191447709,0.0,0.02348411943364477,0.031075110263184432,0.31940968187635477,0.35048479213953915,0.20701222018021476,0.09201819554070509,0.0,2.2276991170382272e-50,1.913962327499454e-16,4.455112859129895e-50,0.0,3.167708865280998e-107,1.0643433844928107e-40,1.4130197094869555e-78,5.159130198256735e-42,2.0401808049746436e-60,6.195633198518122e-55,3.417278977166976e-24,2.7511932200437513e-98,2.3676852493808345e-32,1.4072368717603922e-62,2.846351120313618e-79,4.711749628799946e-109,1.913962361672244e-16,1.0253897375655058e-77,8.950283985257173e-16,3.059260034692349e-16,9.789632114102674e-17,2.430394980886148e-16,2.013072735052995e-16,9.789632114102674e-17
8.974093854526405e-21,0.0945796191447709,0.0,0.02348411943364293,0.031075110263184432,0.3194096818763544,0.3504847921395387,0.20701222018021456,0.09201819554070419,0.0,1.7826106241794544e-49,3.828340101564457e-16,3.564992890609836e-49,0.0,2.0284092582247526e-105,8.516903394732601e-40,2.2614478844269726e-77,2.0639880216862227e-41,1.6325579834273397e-59,4.957761790506568e-54,6.835299712305981e-24,8.807109751276724e-97,4.8522575545664357e-32,1.126074602782225e-61,4.556093035416627e-78,3.016683824849281e-107,3.828340169917454e-16,1.6410687424436787e-76,1.7902510701035286e-15,6.119184114757635e-16,1.9581389179575072e-16,4.861317505456883e-16,4.02658242857111e-16,1.9581389179575072e-16
1.794916156622639e-20,0.0945796191447709,0.0,0.023484119433639244,0.031075110263184432,0.31940968187635355,0.3504847921395378,0.20701222018021415,0.0920181955407024,0.0,1.4262690536056487e-48,7.657095649694453e-16,2.852355397922461e-48,0.0,1.298807543407215e-103,6.81438535259917e-39,3.618816729567513e-76,8.256624019362009e-41,1.3062117427080102e-58,3.9667115863863526e-53,1.367134118258398e-23,2.8188018644765675e-95,1.0170559423532023e-31,9.009737382996073e-61,7.292963714403223e-77,1.931050232059248e-105,7.657095786407866e-16,2.6260661685124443e-75,3.580696405152651e-15,1.223903227293342e-15,3.9164903322793515e-16,9.723162553799914e-16,8.053601812294904e-16,3.9164903322793515e-16
3.5899296989626355e-20,0.0945796191447709,0.0,0.023484119433631878,0.031075110263184432,0.31940968187635194,0.3504847921395361,0.20701222018021334,0.09201819554069882,0.0,1.1410874689979024e-47,1.5314606745954407e-15,2.2820287613763006e-47,0.0,8.317971942374172e-102,5.45185336424542e-38,5.790529175425872e-75,3.3027839990531566e-40,1.0450355405903206e-57,3.1735701429624936e-52,2.7343424123139925e-23,9.021008846863718e-94,2.220379219759111e-31,7.208246158540948e-60,1.1676656997885378e-75,1.2359913892055312e-103,1.531460701938865e-15,4.201990834395586e-74,7.161587042824898e-15,2.447872858146585e-15,7.833193165832504e-16,1.944685264729223e-15,1.6107640566492747e-15,7.833193165832505e-16
7.17995678364263e-20,0.0945796191447709,0.0,0.023484119433617147,0.031075110263184432,0.3194096818763487,0.3504847921395326,0.20701222018021173,0.09201819554069166,0.0,9.12898866525382e-47,3.062962893847416e-15,1.825680788156413e-46,0.0,5.329905273407527e-100,4.361620738680909e-37,9.26525594177347e-74,1.3211404783613649e-39,8.360548918493122e-57,2.538936466363549e-51,5.468759000425161e-23,2.8868576990853004e-92,5.185677390422384e-31,5.766779433260125e-59,1.8706081222471356e-74,7.910726486806222e-102,3.062962948535007e-15,6.723413314973316e-73,1.4323368188465404e-14,4.895812116725414e-15,1.566659885257667e-15,3.889423282150186e-15,3.2215718021889463e-15,1.5666598852576673e-15
1.4360010953002616e-19,0.0945796191447709,0.0,0.023484119433587684,0.031075110263184432,0.3194096818763423,0.35048479213952566,0.2070122201802085,0.09201819554067733,0.0,7.303306499274598e-46,6.1259673323513065e-15,1.4605677426226983e-45,0.0,3.419089266256884e-98,3.4893518270301024e-36,1.4824965155104134e-72,5.2846156714036e-39,6.688544973917618e-56,2.03118131437867e-50,1.0937592176647412e-22,9.238160431777296e-91,1.3350880206357094e-30,4.6134965502928995e-58,3.000318745590148e-73,5.062987071058032e-100,6.12596744172723e-15,1.0757643691164962e-71,2.8646929960930465e-14,9.791690621372443e-15,3.133341030461642e-15,7.778899311882109e-15,6.4431872720686995e-15,3.1333410304616433e-15
2.872011929172259e-19,0.0945796191447709,0.0,0.023484119433528756,0.031075110263184432,0.31940968187632934,0.3504847921395118,0.20701222018020207,0.09201819554064869,0.0,5.842691426600768e-45,1.2251976209358846e-14,1.168463439204126e-44,0.0,2.1983141907316105e-96,2.7915035823532043e-35,2.372111912030917e-71,2.113857020200467e-38,5.3508783151061865e-55,1.6249579081161037e-49,2.1875258529091566e-22,2.9562458657822523e-89,3.861971182627789e-30,3.69082644193086e-57,4.823894903781106e-72,3.240350811152747e-98,1.2251976428111433e-14,1.7212375816955934e-70,5.729405143059697e-14,1.9583447580623987e-14,6.266703352290162e-15,1.5557851350905965e-14,1.2886418127029849e-14,6.266703352290165e-15
5.744033596916254e-19,0.0945796191447709,0.0,0.0234841194334109,0.031075110263184432,0.3194096818763035,0.35048479213948397,0.2070122201801892,0.0920181955405914,0.0,4.67417163222324e-44,2.450399396337295e-14,9.347744497340448e-44,0.0,1.419820102710862e-94,2.2332117560102667e-34,3.795706761649124e-70,8.455449584124162e-38,4.280719586538138e-54,1.299971469157682e-48,4.375059123397853e-22,9.46004201505236e-88,1.2491107973527469e-29,2.952672834267588e-56,7.792966368401415e-71,2.0738370354544875e-96,2.4503994400878867e-14,2.753991803660935e-69,1.1458828606887673e-13,3.916696129895701e-14,1.2533428121629475e-14,3.111575534719368e-14,2.577287949775873e-14,1.2533428121629486e-14
1.1488076932404243e-18,0.0945796191447709,0.0,0.023484119433175188,0.031075110263184432,0.3194096818762518,0.35048479213942835,0.2070122201801634,0.09201819554047681,0.0,3.739344702169197e-43,4.900802947139727e-14,7.478210396411571e-43,0.0,9.25187542786904e-93,1.7865730277498042e-33,6.074140860768283e-69,3.38218413431602e-37,3.4245824430243047e-53,1.0399792323958512e-47,8.750125664374696e-22,3.027222283973394e-86,4.405086399654868e-29,2.3621429397117006e-55,1.270781890670262e-69,1.327259719206391e-94,4.900803034640985e-14,4.406396224264422e-68,2.291767221412328e-13,7.833398793494284e-14,2.5066878163037182e-14,6.223156301272914e-14,5.1545800882442885e-14,2.5066878163037226e-14
2.297616360338022e-18,0.0945796191447709,0.0,0.023484119432703766,0.031075110263184432,0.3194096818761484,0.3504847921393171,0.20701222018011187,0.09201819554024764,0.0,2.9914787202935344e-42,9.801610048743035e-14,5.98257424459541e-42,0.0,6.132408718008796e-91,1.4292599783918592e-32,9.721826627524711e-68,1.3528745138578473e-36,2.7396686639389106e-52,8.31984208745128e-47,1.7500258746326208e-21,9.687125451384361e-85,1.6437631039595658e-28,1.8897162206894925e-54,2.1097480742383056e-68,8.494475200178031e-93,9.801610223745626e-14,7.050241429645771e-67,4.583534614692079e-13,1.5666803800419383e-13,5.013378025676887e-14,1.2446317703564021e-13,1.0309163822471734e-13,5.013378025676903e-14
3.44642502743562e-18,0.0945796191447709,0.0,0.023484119432232345,0.031075110263184432,0.31940968187604496,0.35048479213920586,0.20701222018006032,0.09201819554001846,0.0,8.880954947154891e-42,1.4702417150344788e-13,1.776077229899463e-41,0.0,3.525974806954104e-90,4.2431169942489846e-32,3.678604253166559e-67,2.8748588795269627e-36,8.133393632225885e-52,2.46995381397363e-46,2.6250391828275525e-21,4.6344962681227935e-84,3.419076957372076e-28,5.610096607073147e-54,8.134746774028265e-68,4.822912786004898e-92,1.4702417412848707e-13,2.667250231052793e-66,6.875300679805228e-13,2.350020848707242e-13,7.520068436141674e-14,1.8669478975039148e-13,1.546374701398985e-13,7.520068436141707e-14
5.7440423616308156e-18,0.0945796191447709,0.0,0.023484119431289502,0.031075110263184432,0.3194096818758382,0.35048479213898337,0.20701222017995724,0.0920181955395601,0.0,4.160027471498251e-41,2.450403135354207e-13,8.319522098199691e-41,0.0,1.0255466470576049e-88,1.9875662904914763e-31,2.905387111997715e-66,7.948140671820502e-36,3.809853911871674e-51,1.1569787011198333e-45,4.375065799216544e-21,6.988547879160334e-83,9.25794258894902e-28,2.62788812037114e-53,6.946087673095685e-67,1.2965316382841493e-90,2.4504031791048657e-13,2.105021575819245e-65,1.14588274973713e-12,3.916701657929037e-13,1.2533450061437657e-13,3.1115800994725497e-13,2.577291122618923e-13,1.2533450061437747e-13
7.795769859175079e-18,0.0945796191447709,0.0,0.02348411943044756,0.031075110263184432,0.3194096818756535,0.3504847921387847,0.20701222017986518,0.0920181955391508,0.0,9.533982560236135e-41,3.3256681797856845e-13,1.906674398290084e-40,0.0,4.543482435615706e-88,4.555120057173186e-31,8.077496340769678e-66,1.4091513367406568e-35,8.731452136241219e-51,2.6515725760505543e-45,5.9378054586192884e-21,2.5185613474187044e-82,1.62907774289095e-27,6.022613956644133e-53,2.0212811795173585e-66,5.545531247359401e-90,3.3256682391637396e-13,5.849584958192939e-65,1.5551823387020475e-12,5.315716983218832e-13,1.7010302778479659e-13,4.223012355635904e-13,3.49787922105813e-13,1.701030277847982e-13
9.847497356719342e-18,0.0945796191447709,0.0,0.02348411942960562,0.031075110263184432,0.3194096818754688,0.350484792138586,0.2070122201797731,0.0920181955387415,0.0,1.830307592835624e-40,4.2009332242166357e-13,3.6603807620723734e-40,0.0,1.4064434891417575e-87,8.744794385218838e-31,1.8445853256964625e-65,2.195003856240624e-35,1.6762400225167553e-50,5.09041566652505e-45,7.500545118021294e-21,6.730402236008016e-82,2.525760573086024e-27,1.156204763740359e-52,4.769132200828519e-66,1.6737106707330585e-89,4.2009332992220875e-13,1.3353491727592525e-64,1.9644814786479087e-12,6.714732200232519e-13,2.1487156175362968e-13,5.334444567573588e-13,4.4184671360207297e-13,2.1487156175363213e-13
1.1899224854263605e-17,0.0945796191447709,0.0,0.02348411942876368,0.031075110263184432,0.3194096818752841,0.35048479213838735,0.20701222017968104,0.09201819553833221,0.0,3.105476246724033e-40,5.076198268647093e-13,6.2105547600038014e-40,0.0,3.7410427218622857e-87,1.4837262505882273e-30,3.589710858923377e-65,3.142128575866968e-35,2.8440703595998906e-50,8.636889777556562e-45,9.063284777422606e-21,1.5416252044549942e-81,3.604292786596517e-27,1.9617284243365115e-52,9.644176572933708e-66,4.3313813854503136e-89,5.076198359279941e-13,2.5975881516293015e-64,2.3737801963909715e-12,8.113747315436458e-13,2.596401021148678e-13,6.445876737926801e-13,5.339054878464145e-13,2.596401021148713e-13
1.600267984935213e-17,0.0945796191447709,0.0,0.023484119427079803,0.031075110263184432,0.3194096818749148,0.35048479213799,0.20701222017949691,0.09201819553751361,0.0,6.846541751829115e-40,6.826728357506881e-13,1.3692206684546859e-39,0.0,1.774875690049132e-86,3.271123336078652e-30,9.502264530075567e-65,5.403525564202209e-35,6.270228755632814e-50,1.9041467964976856e-44,1.218876409622365e-20,5.527052232136199e-81,6.175350246235704e-27,4.324958394750913e-52,2.7793814780156977e-65,1.9022633502671134e-88,6.826728479394522e-13,6.869118715416377e-64,3.1923766707038487e-12,1.091177731406727e-12,3.4917719739010414e-13,8.668740983963245e-13,7.180229970598969e-13,3.4917719739011025e-13
2.0106134844440655e-17,0.0945796191447709,0.0,0.023484119425395925,0.031075110263184432,0.3194096818745455,0.35048479213759265,0.20701222017931278,0.09201819553669502,0.0,1.280655666277367e-39,8.577258446364839e-13,2.5611473311225135e-39,0.0,5.607674706575264e-86,6.118685308104903e-30,2.0589431735305585e-64,8.261490107418868e-35,1.1728554759214704e-49,3.5617344825325483e-44,1.5314243415022127e-20,1.4713041340406962e-80,9.419093243872929e-27,8.089898046954003e-52,6.450977974462231e-65,5.708434820304483e-88,8.577258599507274e-13,1.4870866928886963e-63,4.010971583235418e-12,1.37098069360902e-12,4.387143163117026e-13,1.089160507617315e-12,9.021404424562405e-13,4.387143163117118e-13
2.420958983952918e-17,0.0945796191447709,0.0,0.023484119423712053,0.031075110263184432,0.3194096818741762,0.3504847921371953,0.20701222017912865,0.09201819553587642,0.0,2.165016839867525e-39,1.0327788535220847e-12,4.329756441931023e-39,0.0,1.525019074502887e-85,1.034396653086222e-29,3.977461261150237e-64,1.1756204016515782e-34,1.9827748574153357e-49,6.021302475657298e-44,1.843972273381786e-20,3.394545644601557e-80,1.3380830694777392e-26,1.3676404958545505e-51,1.3326882547690191e-64,1.475350049214629e-87,1.0327788719618073e-12,2.870110011058588e-63,4.8295648287948585e-12,1.6507836156138857e-12,5.282514604723607e-13,1.3114469004195537e-12,1.0862578197370634e-12,5.282514604723738e-13
3.241649982970623e-17,0.0945796191447709,0.0,0.023484119420344313,0.031075110263184432,0.3194096818734375,0.3504847921364006,0.20701222017876042,0.09201819553423923,0.0,5.1399577525503355e-39,1.3828848712926894e-12,1.0279257402804604e-38,0.0,1.1210814667170092e-84,2.455758079662851e-29,1.2511212954991656e-63,2.069162514414611e-34,4.707297796612747e-49,1.4295149936157155e-43,2.4690681371400948e-20,1.517634400971719e-79,2.349859615764292e-26,3.24690978837724e-51,4.896523459031792e-64,9.081317862810761e-87,1.382884895983371e-12,9.006502155059487e-63,6.466746225437501e-12,2.2103893367748056e-12,7.073258259276811e-13,1.756019635846084e-12,1.4544923661284867e-12,7.073258259277045e-13
4.062340981988328e-17,0.0945796191447709,0.0,0.023484119416976573,0.031075110263184432,0.3194096818726988,0.3504847921356059,0.2070122201783922,0.09201819553260207,0.0,1.0028623140937925e-38,1.7329908890625011e-12,2.0055962408299899e-38,0.0,4.464632853491922e-84,4.791456308428994e-29,3.0071447035856195e-63,3.2214043729885827e-34,9.184455959971767e-49,2.7891410465741042e-43,3.09416400089729e-20,4.5431812460250283e-79,3.6533445759151405e-26,6.335078264815015e-51,1.3171407899504913e-63,3.279620933530214e-86,1.7329909200041413e-12,2.1604855885711435e-62,8.103920849517482e-12,2.769994894620929e-12,8.864002939246879e-13,2.2005923045662136e-12,1.8227266357791977e-12,8.86400293924724e-13
5.703722980023739e-17,0.0945796191447709,0.0,0.02348411941024112,0.031075110263184432,0.31940968187122143,0.35048479213401657,0.20701222017765572,0.09201819552932773,0.0,2.801461261321747e-38,2.433202924599743e-12,5.602563974795166e-38,0.0,4.9606086522092564e-83,1.3384780831012407e-28,1.2138473368999288e-62,6.302554631903e-34,2.565646072905606e-48,7.79136924833351e-43,4.344355728408338e-20,2.672497053468827e-78,7.136080290141754e-26,1.7696822481903389e-50,6.630013515578154e-63,2.8668388662732543e-85,2.4332029680433007e-12,8.68080373980894e-62,1.1378249765282622e-11,3.889205520010897e-12,1.2445495377684689e-12,3.0897374417410413e-12,2.559194344252691e-12,1.24454953776854e-12
8.986486976094559e-17,0.0945796191447709,0.0,0.023484119396770302,0.031075110263184432,0.31940968186826674,0.35048479213083783,0.2070122201761828,0.09201819552277916,0.0,1.126385454507771e-37,3.833626995664701e-12,2.2526268306758835e-37,0.0,1.37047976682568e-81,5.381639097110304e-28,8.279655669236017e-62,1.557164738411786e-33,1.0315710796505563e-47,3.132681187920131e-42,6.84473918341706e-20,2.976254748486614e-77,1.7604762592185998e-25,7.1153735765689055e-50,6.3285177533099765e-62,5.548028212798614e-84,3.8336270641120934e-12,5.866039824925985e-61,1.7926826264863354e-11,6.127624809503734e-12,1.9608492569040735e-12,4.8680269149968e-12,4.032126437760014e-12,1.96084925690425e-12
1.5552014968236198e-16,0.0945796191447709,0.0,0.02348411936982901,0.031075110263184432,0.3194096818623573,0.3504847921244804,0.20701222017323692,0.09201819550968234,0.0,6.043544191457579e-37,6.634475137756514e-12,1.208631624862069e-36,0.0,7.24828253297026e-80,2.887493763688052e-27,8.399110022103978e-61,4.653753410909389e-33,5.53482414174479e-47,1.6808186861086633e-41,1.184550609338101e-19,5.2669058220566496e-76,5.255561571743649e-25,3.817705073913959e-49,9.939830481434009e-61,1.8566821602247987e-82,6.634475256211576e-12,5.843214282768958e-60,3.1023653929810664e-11,1.0604455543017857e-11,3.393453621170377e-12,8.424602656998201e-12,6.977977330502436e-12,3.3934536211709074e-12
2.868307095251948e-16,0.0945796191447709,0.0,0.023484119315947783,0.031075110263184432,0.3194096818505384,0.3504847921117656,0.2070122201673453,0.09201819548348998,0.0,3.89734671311721e-36,1.2236171421787728e-11,7.794196665280367e-36,0.0,5.702392615452998e-78,1.8620958345011924e-26,1.0879463393245092e-59,1.581803427663714e-32,3.569284511421909e-46,1.0839224425518505e-40,2.1847039913094925e-19,1.2291705027371467e-74,1.7851189328090647e-24,2.4619527631471107e-48,2.1440515416220602e-59,8.474817722206485e-81,1.2236171640258129e-11,7.307302743806794e-59,5.7216007976781505e-11,1.9558085628117173e-11,6.258682053710373e-12,1.553774132292284e-11,1.2869625939097308e-11,6.258682053712193e-12
4.1814126936802765e-16,0.0945796191447709,0.0,0.02348411926206836,0.031075110263184432,0.31940968183871954,0.35048479209905076,0.20701222016145374,0.09201819545729936,0.0,1.1601120177435683e-35,1.7837867705615726e-11,2.3200764412943264e-35,0.0,4.4467748614701795e-77,5.542883863457368e-26,4.434696652945664e-59,3.361046499587811e-32,1.0624586831171976e-45,3.2264808457446987e-40,3.1848573732523534e-19,6.486376060896288e-74,3.792081994030026e-24,7.328424176423572e-48,1.1051110518275994e-58,5.520060064314294e-80,1.7837868024101465e-11,2.9080444112816897e-58,8.340662705504555e-11,2.8511673870703997e-11,9.12393675822316e-12,2.265086289807441e-11,1.876120364562713e-11,9.123936758227059e-12
6.807623890536933e-16,0.0945796191447709,0.0,0.02348411915431497,0.031075110263184432,0.31940968181508195,0.35048479207362115,0.2070122201496708,0.09201819540492333,0.0,5.028708404846435e-35,2.9041260272662066e-11,1.005677995086812e-34,0.0,1.6943316394012617e-75,2.4026986903107533e-25,3.391215313477716e-58,8.907980198355303e-32,4.60541294974099e-45,1.3985745427188052e-39,5.185164137052483e-19,7.986471351484225e-73,1.0048247126290393e-23,3.1766336083210245e-47,1.319015701538929e-57,1.1870207372408694e-78,2.9041260791178485e-11,2.079101709329534e-57,1.3578266088933145e-10,4.641872482918776e-11,1.485452498263679e-11,3.687705477620498e-11,3.054414635660074e-11,1.4854524982647318e-11
9.169228972754186e-16,0.0945796191447709,0.0,0.023484119057424546,0.031075110263184432,0.319409681793826,0.3504847920507538,0.2070122201390753,0.09201819535783042,0.0,1.1946072529277513e-34,3.9115845612278536e-11,2.389063718432238e-34,0.0,9.80781806672792e-75,5.707857167030128e-25,1.0648785949163927e-57,1.6160053373622504e-31,1.0940502549800382e-44,3.322418318966534e-39,6.983928312904807e-19,3.081327091891245e-72,1.8227084434719984e-23,7.546330474657262e-47,5.0399589283673077e-57,5.616642445284183e-78,3.911584631067137e-11,6.254435588922374e-57,1.828755783259395e-10,6.252139290738072e-11,2.000781271580807e-11,4.9669816366667515e-11,4.1139646602466287e-11,2.0007812715827433e-11
