Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33),SX(708),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),NO3(95),HNO(87),H3NO3(626),H2NOX(203),H2N2X(602),N2O2(378),OCX(32),S(567),HNO(549),NO(1160),SX(540),SX(1251),S(1268),ONONO(331),SX(1279),NOX(214),CH2OH(45),S(1443),S(1482),S(1458),CNOX(1420),NH2(85),NH(86),N2OX(1412),S(1414),S(1422),CH3NX(699),CH2NX(707),CH3O(46),H3NO(550),CHNO2(385),S(1654),S(2008),NO2X(206),SX(544)
2.6405570184900572e-14,0.11156171647114635,0.0,0.027700758969355335,0.031075109871446075,0.31940967701037626,0.35048477557971985,0.2070122182782474,0.09201818986314775,2.0907792188701195e-42,1.9584029159556623e-27,1.3132342576331954e-08,7.168453493344514e-24,6.617021842735719e-27,1.7282855247925287e-42,7.015039680316798e-18,1.6909858115160468e-32,4.4758265493930355e-23,5.910124090219876e-36,4.644290995061246e-18,4.8701858194286205e-15,2.095170766856273e-56,2.5086895330328175e-11,4.328865528352931e-36,1.208851911611485e-28,1.6574474237421193e-49,1.3140768021668291e-08,1.8233231660686708e-35,5.676652757527726e-09,1.952412923533511e-09,1.6905883542604067e-09,1.5523998596778393e-09,1.284301317408971e-09,6.27210013940846e-10,5.59643021480068e-10,2.2663764182427215e-13,1.6471773482448248e-09,1.7078051908872954e-16,6.680729491811535e-13,2.9943261445489137e-12,1.6264963192871964e-09,6.175939906697779e-10,6.87872090696668e-22,1.2150158119177648e-21,5.186709081450875e-16,3.0485302310147693e-14,2.338801006019578e-14,3.837779891135128e-17,4.47485691703114e-12,4.4002958737626097e-10,2.6414562631714214e-10,2.9755080559424285e-15,1.1176981477846892e-16,6.396271527227286e-26,1.418522038242717e-14,2.0916781722587737e-17,2.1124506940989815e-16,3.1294564156508425e-10,1.9776576892463116e-29,4.34327814253369e-54,1.0798513319777544e-27,9.022170376454549e-27,1.9563109175516026e-21,7.608503881194251e-33,1.1362803575526526e-25,8.102874627078502e-27,4.1998322861392136e-41,4.438012839217324e-39,1.1005160532425948e-48,3.143389707486267e-23,1.2133348413078851e-14,1.6500600376313264e-25,1.8192275545165474e-26,8.09596335790892e-39,3.3119283601418356e-34,8.426244481315853e-12,7.9220927923860025e-22,1.5637702047019887e-42,1.446822325401295e-42,1.6678246332453744e-38,7.50799020027472e-22,2.0970076948867985e-21,8.264223675241031e-16,4.624485105853762e-26,3.701991590594015e-57,2.9991160667678333e-71,6.752783918410819e-60,2.485635690075186e-10,1.0700287882613941e-19
2.8510588942267705e-14,0.11156171647114635,0.0,0.027700757758885506,0.03107510984025029,0.3194096766225544,0.35048477425968855,0.20701221812683687,0.09201818941434285,3.068389812327389e-42,2.465098725825787e-27,1.4179236075276807e-08,9.024100685845013e-24,8.329090826178108e-27,2.5362156137640742e-42,8.194422118002135e-18,2.3957711280343013e-32,5.2178852555078e-23,7.439236683849312e-36,5.4142564187027525e-18,5.258430885807469e-15,3.093625376127266e-56,2.708679019450112e-11,5.488825628059887e-36,1.5216758494282312e-28,2.4322851082693034e-49,1.4188332791248981e-08,2.3129104599549888e-35,6.125386123476782e-09,2.1077916163529855e-09,1.825894877183853e-09,1.6760585792238728e-09,1.3864721503474228e-09,6.773349824973505e-10,6.040244159784518e-10,2.6423983589735584e-13,1.7784886963368566e-09,2.1497432875921674e-16,7.788545150717246e-13,3.4898712437035128e-12,1.7561585310826652e-09,6.66823089289083e-10,9.001911109372497e-22,1.738710324936938e-21,5.602136088802318e-16,3.424191428401181e-14,2.85971232278203e-14,5.495615803633356e-17,4.8392327415715265e-12,4.751059280679069e-10,2.8513403552030127e-10,3.4688247556336235e-15,1.3030080211891354e-16,8.062415573374804e-26,1.5332527391570036e-14,2.4387632232105938e-17,2.462679271209436e-16,3.3789896681531065e-10,2.9021190784740046e-29,6.98210822556475e-54,1.6679922457730267e-27,1.087005201801612e-26,2.2930911035558252e-21,9.621995857512945e-33,1.5109546810656935e-25,1.4373892428338184e-26,8.128692460080643e-41,6.495869967266314e-39,2.1327455362890914e-48,3.956977997227838e-23,1.32321583400001e-14,2.06045301274978e-25,2.45653459275389e-26,9.532993618743622e-39,5.5239963858554215e-34,9.098065112186723e-12,9.245581286773898e-22,2.6769371635007674e-42,2.129556635038939e-42,2.447558275055993e-38,9.820791496922074e-22,3.00196524714348e-21,9.15779239568312e-16,5.399891624470504e-26,6.33349418540252e-57,5.990439334583729e-71,1.2489362137713088e-59,2.683787310012562e-10,1.4543161084708603e-19
3.061560769963484e-14,0.11156171647114635,0.0,0.02770075654895582,0.031075109809059386,0.31940967623474537,0.3504847729396715,0.2070122179754576,0.09201818896609615,4.3816321533996165e-42,3.052423782426565e-27,1.522612953122416e-08,1.1175290096069276e-23,1.0313613063009861e-26,3.621441592907845e-42,9.467969620545813e-18,3.355066258301435e-32,6.016832411563238e-23,9.211669743101916e-36,6.2432443258274646e-18,5.646675951333492e-15,4.4444845291645845e-56,2.9086684941113237e-11,6.846049171549756e-36,1.8842971944119207e-28,3.473072271300076e-49,1.52358974594445e-08,2.886067003282814e-35,6.573561411568871e-09,2.2631311955951435e-09,1.9612803303177686e-09,1.7997030363868627e-09,1.4886117174178853e-09,7.274782981114931e-10,6.483716033913877e-10,3.047309956842352e-13,1.9098001104373937e-09,2.662030788647228e-16,8.981335123363884e-13,4.023202017263041e-12,1.8858207393718994e-09,7.160514916442335e-10,1.1532259592316348e-21,2.421798475467126e-21,6.0175639158833475e-16,3.8077035020751684e-14,3.441438997643878e-14,7.659773674284815e-17,5.204739514439316e-12,5.101819209150996e-10,3.0611228853680705e-10,3.999960509756874e-15,1.5025251889749755e-16,9.997240855047935e-26,1.648226780360743e-14,2.8125257248914415e-17,2.8397574199753964e-16,3.6285313429448737e-10,4.1438492830765887e-29,1.0842066540791379e-53,2.494006869765383e-27,1.2903538141399161e-26,2.6585455834703868e-21,1.1970212661544276e-32,1.957273049225718e-25,2.4332658166016523e-26,1.487130034725346e-40,9.251500486714177e-39,3.906916438767778e-48,4.90012590282888e-23,1.4350394391064246e-14,2.531172182759634e-25,3.2454717607014795e-26,1.1101949690563532e-38,8.86862559603214e-34,9.76989918697785e-12,1.067284490009557e-21,4.4090227578167515e-42,3.049874461802462e-42,3.4949444945496187e-38,1.2575396031860614e-21,4.1828848971553704e-21,1.008602620279588e-15,6.235375323841873e-26,1.0425330355732635e-56,1.1378170435084986e-70,2.209358969243535e-59,2.8819389117947634e-10,1.933874724367069e-19
3.272062645700197e-14,0.11156171647114635,0.0,0.027700755339565578,0.031075109777873353,0.3194096758469493,0.35048477161966873,0.20701221782410953,0.09201818851840693,6.110484513632447e-42,3.7263315153852675e-27,1.627302294417405e-08,1.3643889176936256e-23,1.2590708938998115e-26,5.0500140490031164e-42,1.0836219998214535e-17,4.6484129552278035e-32,6.872668018022737e-23,1.1245388312760569e-35,7.131253950584971e-18,6.034921016006749e-15,6.235547966616755e-56,3.1086579570180536e-11,8.417909126435125e-36,2.3003968850704917e-28,4.843161343795545e-49,1.6283462026249954e-08,3.55021690485327e-35,7.0211793159939356e-09,2.418431671127995e-09,2.0967446881942585e-09,1.923333232813522e-09,1.5907200281887964e-09,7.77639950384614e-10,6.926846137535849e-10,3.4811201060927663e-13,2.0411115905467615e-09,3.2498675063067647e-16,1.0259105887835874e-12,4.594289485080711e-12,2.015482944154908e-09,7.652791977469906e-10,1.4504864986520342e-21,3.2953653596644953e-21,6.432980292234173e-16,4.1978872281796586e-14,4.0850600242854664e-14,1.0429612759531653e-16,5.571377629701647e-12,5.452575631064437e-10,3.2708039049986664e-10,4.56891530638473e-15,1.7162497770216225e-16,1.2221372231801055e-25,1.763444161853969e-14,3.212975462371455e-17,3.2436851401404797e-16,3.8780814431517586e-10,5.778411111902593e-29,1.6339313668051053e-53,3.625814773728175e-27,1.5123529013007214e-26,3.053081279162699e-21,1.4681060920527066e-32,2.4762383398396232e-25,3.954430784542922e-26,2.5890071049669014e-40,1.2867767836382297e-38,6.81081051416501e-48,5.982420646571061e-23,1.5488056566508215e-14,3.065663085850846e-25,4.207417291260864e-26,1.2805931632774996e-38,1.3778055053097574e-33,1.0441746705578702e-11,1.2204213669809387e-21,7.024095941531195e-42,4.2656564192322744e-42,4.873750312160701e-38,1.5809434809678161e-21,5.693773546899643e-21,1.104892505081588e-15,7.130936533155649e-26,1.6598927846163538e-56,2.0693481014480834e-70,3.761094141577185e-59,3.0800904954149064e-10,2.523300516694519e-19
3.4825645214369104e-14,0.11156171647114635,0.0,0.027700754130714114,0.031075109746692198,0.31940967545916615,0.3504847702996802,0.2070122176727927,0.0920181880712745,8.346443729613735e-42,4.492775427920068e-27,1.731991631412654e-08,1.645177028716416e-23,1.5180499440764378e-26,6.897490517028539e-42,1.2299711971340403e-17,6.374514813170217e-32,7.785392075349713e-23,1.355835744824863e-35,8.078284527138279e-18,6.423166079827297e-15,8.568342578609555e-56,3.3086474081719046e-11,1.0222155768178774e-35,2.773656433505801e-28,6.615024586887715e-49,1.733102649166047e-08,4.312952738828302e-35,7.468240530098174e-09,2.5736930528171416e-09,2.2322879234913062e-09,2.0469491701503803e-09,1.692797092225737e-09,8.278199288231288e-10,7.369634770748861e-10,3.943837693569067e-13,2.172423136665278e-09,3.9184540194473667e-16,1.1621863911682175e-12,5.203104691660599e-12,2.1451451454317022e-09,8.145062076091131e-10,1.795380851497589e-21,4.3935051677703395e-21,6.848375565428414e-16,4.593751377917032e-14,4.7914565876780267e-14,1.3914278990505625e-16,5.939147481206569e-12,5.803328518319774e-10,3.480383465404424e-10,5.175689133591618e-15,1.9441819112085326e-16,1.4755541035105754e-25,1.8789048836367143e-14,3.64012221528509e-17,3.6744624314483115e-16,4.127639971897626e-10,7.892240817498772e-29,2.3988490116087935e-53,5.143340739770333e-27,1.753057779792166e-26,3.477105124142274e-21,1.7782881770973163e-32,3.0660768176525585e-25,6.196844577012024e-26,4.310393250439261e-40,1.7530069117496334e-38,1.135496549006494e-47,7.213452328304628e-23,1.6645144866568874e-14,3.667257601148836e-25,5.364899184824924e-26,1.464803950793795e-38,2.0797977164049118e-33,1.1113607667877901e-11,1.3840017743349024e-21,1.0868300121840271e-41,5.843483742072272e-42,6.656924717986662e-38,1.955936794320266e-21,7.593916312631526e-21,1.2046488893979577e-15,8.086575570909065e-26,2.566807078263485e-56,3.624828719023434e-70,6.190949945415897e-59,3.2782420608650766e-10,3.2382071173038273e-19
3.693066397173624e-14,0.11156171647114635,0.0,0.027700752922400734,0.03107510971551591,0.31940967507139595,0.350484768979706,0.2070122175215071,0.09201818762469817,1.1194021883231776e-41,5.357709098622873e-27,1.8366809641081658e-08,1.962081069042494e-23,1.8103106170567952e-26,9.25016937855815e-42,1.3858985219344742e-17,8.656237123011678e-32,8.755004584007622e-23,1.6168542194203598e-35,9.084335289665628e-18,6.8114111427951974e-15,1.1560177204525078e-55,3.508636847574475e-11,1.227694150841168e-35,3.307757958647787e-28,8.871438049084833e-49,1.837859085567116e-08,5.182046630815547e-35,7.914745746329175e-09,2.728915350525619e-09,2.3679100074996698e-09,2.1705508500437603e-09,1.7948429190912314e-09,8.780182228377021e-10,7.812082233386185e-10,4.435471598163994e-13,2.303734748793272e-09,4.672991716382853e-16,1.3069615651164383e-12,5.849618707786016e-12,2.2748073432022954e-09,8.637325212423566e-10,2.1912511719963915e-21,5.7533705078336115e-21,7.263781716139121e-16,4.9944454805815425e-14,5.5613587492040656e-14,1.8232866671783282e-16,6.3080494625661115e-12,6.154077842832679e-10,3.6898616178709837e-10,5.820281979453949e-15,2.1863217174150508e-16,1.7620592324709491e-25,1.9946089457090107e-14,4.093975757411161e-17,4.1320892936425296e-16,4.3772069323044634e-10,1.0584058614758881e-28,3.4417257893027605e-53,7.14028056773687e-27,2.0125161168328435e-26,3.93102406380967e-21,2.130448044846813e-32,3.7217489209188002e-25,9.401590284767778e-26,6.893740627776302e-40,2.344898606519024e-38,1.818672698628128e-47,8.602814099569221e-23,1.782165929148306e-14,4.339172580306422e-25,6.741609694658217e-26,1.663137338108391e-38,3.0613241415464175e-33,1.1785482073763141e-11,1.558058738486892e-21,1.639154249464759e-41,7.859844700637767e-42,8.927791329324226e-38,2.386086811585333e-21,9.947968037490202e-21,1.3078717686523362e-15,9.102292476666314e-26,3.868945481522421e-56,6.143129219244542e-70,9.89626786100582e-59,3.476393608136264e-10,4.095293217845513e-19
3.903568272910337e-14,0.11156171647114635,0.0,0.02770075171462477,0.03107510968434449,0.3194096746836387,0.350484767659746,0.20701221737025274,0.09201818717867724,1.4770457034045904e-41,6.327086188518671e-27,1.941370292503945e-08,2.3172892231597635e-23,2.137865131316628e-26,1.2204850951852017e-41,1.5514580298256056e-17,1.1641331156452728e-31,9.781505544459928e-23,1.9093907611850294e-35,1.0149405472357814e-17,7.199656204910505e-15,1.53439990903226e-55,3.708626275227365e-11,1.4600780055668226e-35,3.9063841299607347e-28,1.1705252582496136e-48,1.942615511827715e-08,6.165432022889213e-35,8.360695656328664e-09,2.884098574114163e-09,2.5036109101397744e-09,2.294138274139808e-09,1.896857518345074e-09,9.282348217434997e-10,8.254188825043331e-10,4.956030691576672e-13,2.4350464269310625e-09,5.51868271983955e-16,1.4602367552351368e-12,6.533802627798964e-12,2.4044695374666937e-09,9.129581386584747e-10,2.6413021166573783e-21,7.415105199330627e-21,7.679214734322381e-16,5.399258899641645e-14,6.39534709333149e-14,2.351427195573593e-16,6.678083967178508e-12,6.504823576532541e-10,3.899238413662527e-10,6.502693832049906e-15,2.4426693215205996e-16,2.083747342864657e-25,2.1105563480708932e-14,4.574545857224153e-17,4.616565726466773e-16,4.6267823274925514e-10,1.396459501751778e-28,4.838184027922489e-53,9.724049443083901e-27,2.2907543125930524e-26,4.415245054838116e-21,2.5275080545564484e-32,4.43544245288951e-25,1.3848695532396298e-25,1.0623822054742783e-39,3.0859662792625995e-38,2.8070216205431864e-47,1.0160101866404143e-22,1.901759984148761e-14,5.0845224236373e-25,8.362278227129047e-26,1.8759033320609973e-38,4.4059068370960214e-33,1.2457369923121277e-11,1.7426252963836142e-21,2.4162982104871674e-41,1.0401004253173875e-41,1.177981824435085e-37,2.874806205246476e-21,1.2825850618697787e-20,1.4145611382683506e-15,1.0178087374530851e-25,5.69985994205619e-56,1.0111867112623645e-69,1.5409421809425817e-58,3.6745451372184777e-10,5.112232848614424e-19
4.1140701486470504e-14,0.11156171647114635,0.0,0.02770075050738555,0.031075109653177935,0.31940967429589434,0.3504847663398003,0.20701221721902952,0.09201818673321105,1.9208276333339467e-41,7.406860440675855e-27,2.0460596165999963e-08,2.712990174083435e-23,2.5027257682121014e-26,1.5870950679834978e-41,1.7267038812554434e-17,1.5511247174056096e-31,1.086489495717014e-22,2.2352418731493274e-35,1.1273494309422546e-17,7.58790126617328e-15,2.0071829750381667e-55,3.908615691132175e-11,1.7212610126438433e-35,4.573218254260851e-28,1.5221421406643982e-48,2.047371927947357e-08,7.271232121053039e-35,8.806090950790582e-09,3.0392427334407855e-09,2.639390600527983e-09,2.417711444084454e-09,1.9988408995438173e-09,9.784697147590862e-10,8.695954845035653e-10,5.50552383698484e-13,2.566358171078975e-09,6.460730000147717e-16,1.6220126049274206e-12,7.2556275737941165e-12,2.53413172822491e-09,9.621830598692172e-10,3.1487003139085587e-21,9.421952476046242e-21,8.094593683507909e-16,5.80756642500325e-14,7.293907641483896e-14,2.9897496080428023e-16,7.0492513881880855e-12,6.855565691364932e-10,4.10851390401786e-10,7.222924679459793e-15,2.7132248494043477e-16,2.442725232263481e-25,2.2267470907223944e-14,5.0818422768993815e-17,5.1278917296647e-16,4.876366160580144e-10,1.8159006508719403e-28,6.678346168946233e-53,1.301859468955188e-26,2.5878075443908067e-26,4.9301750659968325e-21,2.9724398220042225e-32,5.196007095813551e-25,1.9864774145250316e-25,1.5829653614881355e-39,4.0026291637575245e-38,4.1892870152334547e-47,1.189491474342155e-22,2.023296651681924e-14,5.906309739754609e-25,1.0252766822341544e-25,2.103411939994797e-38,6.21590133680413e-33,1.3129271215838202e-11,1.937734497255991e-21,3.4902947838309306e-41,1.3565032507428939e-41,1.5318660333415434e-37,3.425458977415417e-21,1.6302940097837145e-20,1.5247169936696255e-15,1.1313960942825653e-25,8.228398795938362e-56,1.6213758401283752e-69,2.3445440490005884e-58,3.872696648100563e-10,6.307847494519522e-19
4.324572024383764e-14,0.11156171647114635,0.0,0.027700749300682385,0.03107510962201625,0.31940967390816294,0.35048476501986886,0.2070122170678375,0.09201818628829887,2.4654447172985566e-41,8.602985689903464e-27,2.1507489363963247e-08,3.1513730587018045e-23,2.906904867592258e-26,2.036979867198232e-41,1.9116903217810776e-17,2.0480528974899333e-31,1.2005172822601764e-22,2.596204059820496e-35,1.245660103508026e-17,7.976146326583578e-15,2.5913986228096123e-55,4.108605095290506e-11,2.0131734604931498e-35,5.31194419285635e-28,1.9536328382872113e-48,2.1521283339255547e-08,8.507732729614429e-35,9.250932319598739e-09,3.1943478383611845e-09,2.775249046785373e-09,2.541270361523448e-09,2.100793072241264e-09,1.0287228910070506e-09,9.137380592439124e-10,6.083959890204486e-13,2.697669981237334e-09,7.504337265470305e-16,1.7922897565585118e-12,8.015064691571897e-12,2.6637939154769574e-09,1.0114072848863325e-09,3.716474048740317e-21,1.1820148861224056e-20,8.509949239237831e-16,6.218842644035482e-14,8.2574156394471e-14,3.7531401538481463e-16,7.421552118519523e-12,7.206304159289227e-10,4.317688140154167e-10,7.98097450976569e-15,2.9979884269455294e-16,2.8411100440264195e-25,2.343181173663548e-14,5.615874773162954e-17,5.666067302979961e-16,5.12595843468375e-10,2.3306074032625955e-28,9.068586401648428e-53,1.7163792046247164e-26,2.903696664247529e-26,5.476221077348542e-21,3.468257348708138e-32,5.990291814372697e-25,2.7807786130026606e-25,2.2860219828116058e-39,5.124047741665922e-38,6.060341744376089e-47,1.3816854615311189e-22,2.1467759317714694e-14,6.80744136517455e-25,1.2439907978265572e-25,2.3459731693603778e-38,8.613409026049676e-33,1.3801185951798975e-11,2.143419400932764e-21,4.950055756384941e-41,1.746127066279761e-41,1.966148337906033e-37,4.0412543096349354e-21,2.0459900485447335e-20,1.638339330279773e-15,1.2509913332778561e-25,1.1662780655591586e-55,2.5390053400262656e-69,3.4932451186763696e-58,4.070848140770375e-10,7.701942449763705e-19
4.535073900120477e-14,0.11156171647114635,0.0,0.02770074809451462,0.031075109590859424,0.31940967352044447,0.3504847636999517,0.2070122169166767,0.09201818584394003,3.1271415791272053e-41,9.921415867615377e-27,2.255438251892933e-08,3.634627473469206e-23,3.352414828782018e-26,2.5835495542956755e-41,2.1064716846490556e-17,2.680180212604538e-31,1.3202339141218353e-22,2.9940738268312404e-35,1.369872488356462e-17,8.364391386141462e-15,3.306070546752754e-55,4.308594487703954e-11,2.3377829362739944e-35,6.1262463741803984e-28,2.4778609387669937e-48,2.2568847297618224e-08,9.883386189174753e-35,9.69522045180802e-09,3.349413898728686e-09,2.9111862161891192e-09,2.6648150281023566e-09,2.2027140459883955e-09,1.0789943395141827e-09,9.57846636608462e-10,6.691347699460969e-13,2.8289818574064628e-09,8.654708977715753e-16,1.971068851425849e-12,8.812085151199604e-12,2.7934560992228435e-09,1.0606308137215656e-09,4.34753325256991e-21,1.4658919906491362e-20,8.92540471851738e-16,6.632647262712966e-14,9.286150416323037e-14,4.657472168937808e-16,7.794986550870638e-12,7.557038952278941e-10,4.526761173266491e-10,8.77684331105151e-15,3.296960180023424e-16,3.2810295346241985e-25,2.459858596894389e-14,6.176653097112724e-17,6.231092446156215e-16,5.375559152918065e-10,2.9559180824830557e-28,1.2133366351773959e-52,2.2316712750978484e-26,3.238432438282062e-26,6.053790080424172e-21,4.018018141396996e-32,6.804192971366219e-25,3.8056841599431486e-25,3.2058021553505876e-39,6.482296824577753e-38,8.514294716646882e-47,1.5935526199485972e-22,2.2721978244410654e-14,7.790729316736659e-25,1.495149542430305e-25,2.603897027715806e-38,1.1743192662675083e-32,1.44731141308878e-11,2.3597130780839594e-21,6.904689872467897e-41,2.2211241469868353e-41,2.4937791893110627e-37,4.725268604732389e-21,2.538268495599547e-20,1.755428143522393e-15,1.3765944197944598e-25,1.6258265835635656e-55,3.8930024766909487e-69,5.106933683038253e-58,4.268999615214754e-10,9.315330952419014e-19
4.7455757758571904e-14,0.11156171647114635,0.0,0.027700746888881567,0.031075109559707454,0.3194096731327388,0.3504847623800488,0.207012216765547,0.09201818540013383,3.9237929198486883e-41,1.136810500583202e-26,2.3601275630898266e-08,4.164943470865839e-23,3.841268110325718e-26,3.2415589674442354e-41,2.3111023995589846e-17,3.4770431422155688e-31,1.4456393913483447e-22,3.430647680721435e-35,1.4999865089122565e-17,8.752636444846988e-15,4.172346278088497e-55,4.50858386837411e-11,2.697094318518603e-35,7.019809793225524e-28,3.1089802333755936e-48,2.3616411154556745e-08,1.140681134378525e-34,1.0138956035645704e-08,3.5044409243942443e-09,3.047202075359713e-09,2.7883454454665605e-09,2.3046038303333744e-09,1.1292840492114112e-09,1.0019212464558108e-09,7.327696105333128e-13,2.9602937995866813e-09,9.917050350717998e-16,2.158350529753895e-12,9.64666014698592e-12,2.923118279462576e-09,1.1098536463866602e-09,5.04466566757769e-21,1.7990475565887824e-20,9.34082933644647e-16,7.048613314500241e-14,1.0380310635355604e-13,5.719606848670644e-16,8.169555077710259e-12,7.907770042321718e-10,4.735733054527739e-10,9.610531071402988e-15,3.6101402345173375e-16,3.764622092382504e-25,2.576779360414953e-14,6.764186994166119e-17,6.822967158937127e-16,5.625168318395963e-10,3.7087086035601483e-28,1.6017205220660145e-52,2.8652670809997257e-26,3.592018428331634e-26,6.663289078157364e-21,4.6248233146424413e-32,7.622848922766835e-25,5.101026978665715e-25,4.3753931547934775e-39,8.11249556436405e-38,1.1643310397353568e-46,1.826053704139574e-22,2.3995623297143788e-14,8.858894703571647e-25,1.7816244993758845e-25,2.8774935234800576e-38,1.5775150331666345e-32,1.5145055752988026e-11,2.5866486102071146e-21,9.48631715476577e-41,2.794938015395127e-41,3.129008430729651e-37,5.480441590870848e-21,3.116253549717527e-20,1.8759834288210773e-15,1.5082054214643143e-25,2.2323667414263563e-55,5.854627732318733e-69,7.337363831510926e-58,4.467151071419523e-10,1.1169834349557712e-18
4.956077651593904e-14,0.11156171647114635,0.0,0.02770074568378257,0.03107510952856034,0.31940967274504617,0.35048476106016,0.20701221661444857,0.09201818495687962,4.875104611221168e-41,1.2949007239317524e-26,2.464816869987011e-08,4.744511595559371e-23,4.3754772336530026e-26,4.027273464396646e-41,2.525636999855162e-17,4.473322184391115e-31,1.5767337139860665e-22,3.907722125989491e-35,1.6360020886017235e-17,9.14088150270021e-15,5.2137887298297274e-55,4.708573237302574e-11,3.093154238912747e-35,7.996320073110244e-28,3.862593761610369e-48,2.4663974910066247e-08,1.308681346306215e-34,1.0582139758412347e-08,3.6594289252061435e-09,3.18329659050954e-09,2.911861615261228e-09,2.406462434821189e-09,1.1795920089340956e-09,1.045961918617102e-09,7.993013939810907e-13,3.0916058077783136e-09,1.1296567430439445e-15,2.3541354305636666e-12,1.051876090040907e-11,3.0527804561961672e-09,1.1590757828933563e-09,5.810619581636363e-21,2.1870049354396216e-20,9.755972693050098e-16,7.466420031050614e-14,1.1540039973680472e-13,6.957403717717786e-16,8.545258091249718e-12,8.258497401421072e-10,4.944603835085953e-10,1.0482037778907949e-14,3.9375287163063955e-16,4.29403802740743e-25,2.693943464225275e-14,7.378486203352267e-17,7.441691441066372e-16,5.874785934228268e-10,4.607581877838328e-28,2.088673949704426e-52,3.636741797405376e-26,3.964464571096688e-26,7.305125085544377e-21,5.291822816811045e-32,8.432237982544255e-25,6.7071025765224885e-25,5.822770020911732e-39,1.005314648414509e-37,1.5527041626781319e-46,2.0801497834052939e-22,2.5288694476150706e-14,1.001456106418354e-24,2.106386271917447e-25,3.167072665737837e-38,2.090857210879228e-32,1.581701081798205e-11,2.824259090860487e-21,1.285487887882868e-40,3.4824710165641004e-41,3.8875455411653784e-37,6.309665029456275e-21,3.789605322396322e-20,2.000005181599412e-15,1.6458244649498795e-25,3.0232423970462104e-55,8.651520745314042e-69,1.0377634232516966e-57,4.665302509369364e-10,1.3288402726944986e-18
5.166579527330617e-14,0.11156171647114635,0.0,0.027700744479216957,0.031075109497418082,0.31940967235736645,0.3504847597402856,0.20701221646338122,0.09201818451417666,6.002564199565778e-41,1.4670076812017287e-26,2.5695061725844885e-08,5.375522837666653e-23,4.957054778667592e-26,4.958428058477554e-41,2.7501300912349118e-17,5.708935532794224e-31,1.7135168820813613e-22,4.4270936680310067e-35,1.7779191508524886e-17,9.52912655970119e-15,6.456347543824423e-55,4.90856259449094e-11,3.5280461512041954e-35,9.05946339636414e-28,4.755714637459003e-48,2.5711538564141893e-08,1.4932362224632014e-34,1.1024772306593516e-08,3.814377911010327e-09,3.31946972732289e-09,3.035363539131347e-09,2.508289868994047e-09,1.2299182074220196e-09,1.0899686828993278e-09,8.687310027218087e-13,3.222917881981686e-09,1.2798467003417265e-15,2.558424191805674e-12,1.1428358656840435e-11,3.1824426294236234e-09,1.208297223253392e-09,6.64801240229166e-21,2.6355829109476542e-20,1.0171236592495972e-15,7.885788942512819e-14,1.2765423447251168e-13,8.389706286386285e-16,8.92209598346992e-12,8.609221001594457e-10,5.153373566067338e-10,1.1391363421655999e-14,4.279125751269751e-16,4.871438185748467e-25,2.811350908325391e-14,8.019560457984281e-17,8.087265292287633e-16,6.124412003523961e-10,5.672821009936052e-28,2.693284939900213e-52,4.567689503424586e-26,4.355777967665261e-26,7.979705128815624e-21,6.022209887082836e-32,9.21838410519422e-25,8.665313168284943e-25,7.573440401670303e-39,1.2346030080007558e-37,2.0239892311741043e-46,2.356802205750735e-22,2.660119178166797e-14,1.1260268635095076e-24,2.4724900518192824e-25,3.4729444622903937e-38,2.737343411174952e-32,1.648897932575144e-11,3.0725776242795504e-21,1.7200390153254915e-40,4.3000580201931414e-41,4.786520257079329e-37,7.215685501823413e-21,4.568509347673933e-20,2.1274933972809708e-15,1.7894514488512188e-25,4.042781769841876e-55,1.257753611307365e-68,1.4465839062455522e-57,4.863453929047953e-10,1.5694982362348646e-18
