Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33),SX(708),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),NO3(95),HNO(87),H3NO3(626),H2NOX(203),H2N2X(602),N2O2(378),OCX(32),S(567),HNO(549),NO(1160),SX(540),SX(1251),S(1268),ONONO(331),SX(1279),NOX(214),CH2OH(45),S(1443),S(1482),S(1458),CNOX(1420),NH2(85),NH(86),N2OX(1412),S(1414),S(1422),CH3NX(699),CH2NX(707),CH3O(46),H3NO(550),CHNO2(385),S(1654),S(2008),NO2X(206),SX(544)
1.1016612647521742e-12,0.11156171647114635,0.0,0.02770019825055804,0.031075094524930062,0.31940948052352014,0.35048410312185563,0.20701214480210495,0.09201802010717747,2.7145474401824974e-34,1.4351814491218836e-22,5.478859686071224e-07,5.344603219681361e-19,4.823637914545662e-22,2.273651887910311e-34,2.734034746928274e-14,2.1865150626251902e-23,7.790743338645403e-20,4.291937492780911e-31,8.066146640992458e-15,2.0318789007447537e-13,1.104724552989496e-47,1.0466297275538397e-09,1.4923181735918911e-30,8.956810608831824e-24,2.140604473778172e-41,5.482295827882401e-07,6.583598966509447e-30,1.7541202314991807e-07,7.643910823276575e-08,8.034006874429689e-08,6.289677086461568e-08,4.960608797625382e-08,2.8343996571454624e-08,1.937290041508076e-08,4.12696068844496e-10,6.873037170533002e-08,1.2611013525693704e-11,1.1746111171915388e-09,4.601174568542375e-09,6.785824393649144e-08,2.567369639492681e-08,1.732590413427767e-17,2.0688587576912626e-15,2.166271764656777e-14,2.209267712101271e-12,1.3000468787763998e-11,7.927628982804732e-11,3.457722659950772e-10,1.82538165969217e-08,9.769922939653878e-09,5.178968530288516e-12,1.9484276958536597e-13,8.484938770443506e-21,9.1707956444523e-13,3.8495337119970894e-14,3.676977057126209e-13,1.3175187776420365e-08,2.5123602963448242e-21,2.956794157748664e-44,7.006605694110483e-20,2.5655101452919404e-23,1.2922166228784827e-17,2.219354877651857e-27,1.2623533097304389e-19,2.8071153918119414e-19,4.726366512740873e-25,2.3086876560889355e-31,3.98190062383658e-32,2.3637203581871006e-18,3.1028120531461194e-12,2.0602386897496892e-21,1.1654791797400748e-20,8.638765126145007e-35,9.267264356119303e-25,3.5334177063009575e-10,2.177591447583778e-18,3.591099289614219e-31,4.617457219469286e-34,2.1619795198148894e-30,1.8214022088600956e-17,4.047151482413634e-15,4.977290752214944e-13,8.228427702648119e-23,6.3982410972158405e-46,1.1924913522544744e-56,4.9969006632673495e-47,1.0369707403830512e-08,3.344466912257017e-13
1.1125825377376508e-12,0.11156171647114635,0.0,0.027700193033937823,0.03107509437465588,0.3194094785437144,0.35048409631012317,0.2070121440935151,0.09201801887738748,2.852487462421558e-34,1.4785274823366057e-22,5.533173543652853e-07,5.506426183047071e-19,4.968712978777139e-22,2.3898484082009976e-34,2.807039679206934e-14,2.28284624654072e-23,7.945975518354507e-20,4.420850902126293e-31,8.226682003190155e-15,2.0520218360165643e-13,1.1695411830695863e-47,1.0570052933109767e-09,1.5494654967325099e-30,9.227699178535607e-24,2.2493181266755513e-41,5.53664292959107e-07,6.83637012313736e-30,1.7664179065311945e-07,7.714760681713132e-08,8.122976483358725e-08,6.350148483378772e-08,5.00591620325426e-08,2.8645027143683405e-08,1.9529905317111486e-08,4.2108325032048085e-10,6.941181803919273e-08,1.299167126949313e-11,1.1981042601235702e-09,4.687193900464336e-09,6.853094900394115e-08,2.592726211576576e-08,1.7690564993008348e-17,2.1147094102657255e-15,2.187669434079393e-14,2.23135404721262e-12,1.2995124424026439e-11,8.114003436657305e-11,3.509094558177028e-10,1.8433121946424424e-08,9.855032229434024e-09,5.282157702565134e-12,1.9872808991098764e-13,8.78590888651487e-21,9.295073907382415e-13,3.9282159749154046e-14,3.7502414739361415e-13,1.3307080087353319e-08,2.6394076776276304e-21,3.138720428479155e-44,7.225152290408475e-20,2.6170883926578265e-23,1.327850865477753e-17,2.307075281073232e-27,1.7705738409007928e-19,2.4662545801012653e-19,5.01895302339673e-25,2.4106340958491845e-31,4.129541250810278e-32,2.43547240914309e-18,3.1602065751958e-12,2.1044052804864424e-21,1.2026873454952331e-20,8.885797174491945e-35,9.655388593286845e-25,3.5686291841154023e-10,2.229555705811255e-18,3.849269730761649e-31,4.88029663834512e-34,2.2717431440970216e-30,1.8596945298806762e-17,4.1406202907402416e-15,5.074140450729683e-13,8.392482033004171e-23,6.84085470215585e-46,1.3037259925767452e-56,5.396582697544379e-47,1.0472494634990534e-08,3.480007870601591e-13
1.1213065481695004e-12,0.11156171647114635,0.0,0.027700188872357815,0.03107509425469032,0.3194094769624474,0.3504840908691105,0.2070121435280033,0.09201801790071103,2.966665184158256e-34,1.513777674975011e-22,5.576559930020052e-07,5.638030855281093e-19,5.08667078649855e-22,2.4860554107839665e-34,2.8663089651649784e-14,2.3619387806235382e-23,8.071076537029275e-20,4.525663149395154e-31,8.356052929473867e-15,2.0681121925098552e-13,1.2235630863340432e-47,1.0652933858024355e-09,1.5962789214812457e-30,9.447996252642264e-24,2.3393019096054313e-41,5.580055859977757e-07,7.043447535978892e-30,1.7761845207513613e-07,7.771289757838074e-08,8.194167962016031e-08,6.3984275842899e-08,5.0420565108050926e-08,2.8885749439363127e-08,1.965490254382237e-08,4.278456422714987e-10,6.995616473875545e-08,1.3301211953006194e-11,1.217038775855503e-09,4.756405347350737e-09,6.906831175408368e-08,2.6129799325476075e-08,1.7984608939783294e-17,2.151603382011628e-15,2.2047609577681007e-14,2.2489956364404847e-12,1.2990704857076322e-11,8.264224042806012e-11,3.5503824995060275e-10,1.8576321475037468e-08,9.922867488035709e-09,5.36531740118439e-12,2.018593191507819e-13,9.032008337276855e-21,9.394819088387232e-13,3.991665687638383e-14,3.8092849842013483e-13,1.3412455739078996e-08,2.7445416908923523e-21,3.2906812103692734e-44,7.402580064411616e-20,2.658660279210886e-23,1.3567786437498362e-17,2.3790477861303073e-27,-3.748117734331444e-21,4.411438660410282e-19,5.316990235283297e-25,2.49449661270033e-31,4.2705302683654003e-32,2.4938302914416806e-18,3.2064295149935443e-12,2.140036131284362e-21,1.2329792786993938e-20,9.086469920361382e-35,9.973717292852617e-25,3.59675899538163e-10,2.2716197358491595e-18,4.066793689410147e-31,5.099057562694399e-34,2.3625928751809905e-30,1.8905657499416925e-17,4.215919224368109e-15,5.152174785348547e-13,8.524694327546186e-23,7.212843778641312e-46,1.399116148537308e-56,5.735536995931988e-47,1.0554601670493152e-08,3.5912171098992324e-13
1.13003055860135e-12,0.11156171647114635,0.0,0.02770018471563786,0.031075094134791058,0.31940947538137543,0.35048408542832865,0.20701214296294937,0.09201801692906078,3.084478887180988e-34,1.5495878979307888e-22,5.619946309005847e-07,5.771731390978094e-19,5.20648332319905e-22,2.5853508958276584e-34,2.9264318111153226e-14,2.4429637873354257e-23,8.197154672265846e-20,4.6321190765697625e-31,8.486430825002815e-15,2.0842025488614798e-13,1.2796455514894216e-47,1.073581476402205e-09,1.6441425521936033e-30,9.671795718606276e-24,2.4321491606910674e-41,5.623468772601508e-07,7.255183606383666e-30,1.7859008998606596e-07,7.827759906415591e-08,8.265467383273537e-08,6.446683612997397e-08,5.078151005752144e-08,2.9126698854446487e-08,1.9779528509451315e-08,4.346637049311462e-10,7.050051257518905e-08,1.3615651234040465e-11,1.236122497504385e-09,4.826058061004088e-09,6.960567444409195e-08,2.6332324676096674e-08,1.828109659257871e-17,2.188734370786373e-15,2.2218514816337027e-14,2.2666361862068355e-12,1.2986165773751333e-11,8.415636015515688e-11,3.591894128608144e-10,1.8719493141383638e-08,9.990569124597828e-09,5.449126575088281e-12,2.0501506297628685e-13,9.28323198052082e-21,9.494982229188258e-13,4.055646722067056e-14,3.8687896587207555e-13,1.3517848190218728e-08,2.85299841580363e-21,3.448742630715909e-44,7.582553985191754e-20,2.700561466282995e-23,1.3861206564072183e-17,2.452739523020009e-27,-2.129386814061305e-21,4.535659731341714e-19,5.6255485307767105e-25,2.5805561437718883e-31,4.4161621898177735e-32,2.5531216561314715e-18,3.2529861186980623e-12,2.1759782991496136e-21,1.2637820230733222e-20,9.290134219440175e-35,1.0299531400294661e-24,3.6248910872159776e-10,2.3141791826102515e-18,4.294787199686094e-31,5.325884977067533e-34,2.4563306804015487e-30,1.92168817797841e-17,4.291781113884039e-15,5.230804117056855e-13,8.657940655158035e-23,7.601865051662184e-46,1.5006669062411607e-56,6.092846834137661e-47,1.0636708414562441e-08,3.7050811045719975e-13
1.1387545690331997e-12,0.11156171647114635,0.0,0.027700180563752945,0.031075094014957987,0.319409473800498,0.3504840799877773,0.20701214239835258,0.09201801596241077,3.206015129148239e-34,1.5859627127008226e-22,5.663332680610273e-07,5.9075448076259e-19,5.328165132989807e-22,2.68780925138196e-34,2.987415419559437e-14,2.5259488732493615e-23,8.324209924098089e-20,4.740231471859407e-31,8.617815635761975e-15,2.1002929050714745e-13,1.337850883521915e-47,1.0818695651111933e-09,1.693071936878709e-30,9.899125936601108e-24,2.527927983180166e-41,5.666881667460132e-07,7.47164751842826e-30,1.795567302298328e-07,7.884171189127979e-08,8.336874564017262e-08,6.494916580532241e-08,5.114199746168223e-08,2.9367874844442616e-08,1.9903784582887137e-08,4.415374749625361e-10,7.104486154852002e-08,1.3935028133916583e-11,1.2553554350113025e-09,4.896150735786162e-09,7.014303707396669e-08,2.6534838168392182e-08,1.8580029507924445e-17,2.226101429161002e-15,2.238941005742446e-14,2.284275698222983e-12,1.2981518551320564e-11,8.568238129586934e-11,3.633629647460635e-10,1.8862636794644917e-08,1.0058137427878494e-08,5.533585223488524e-12,2.0819532229476855e-13,9.539652272734051e-21,9.595563329786299e-13,4.1201595799375614e-14,3.92875549747638e-13,1.3623257456770241e-08,2.9648559151056264e-21,3.613100065597616e-44,7.765087182365198e-20,2.7427919933621737e-23,1.4158798310489616e-17,2.528179549046637e-27,4.575048387177584e-21,4.61253483743872e-19,6.007089344311735e-25,2.668851493584897e-31,4.581749731773925e-32,2.6133541570254375e-18,3.299876386325237e-12,2.2122320612300713e-21,1.2951000242779109e-20,9.496812150860504e-35,1.063294374624297e-24,3.6530254592533633e-10,2.3572367436645366e-18,4.533667895094423e-31,5.5610134680259475e-34,2.5530250558589502e-30,1.953061707857205e-17,4.368204898385394e-15,5.310028442594729e-13,8.792221033080898e-23,8.00855350952067e-46,1.6087241257183294e-56,6.469349207464771e-47,1.0718814862998327e-08,3.82164214112032e-13
1.1474785794650493e-12,0.11156171647114635,0.0,0.02770017641667812,0.03107509389519097,0.31940947221981497,0.35048407454745656,0.20701214183421246,0.09201801500073536,3.331361845776073e-34,1.6229066847776344e-22,5.706719044833357e-07,6.045488132682227e-19,5.451730761725219e-22,2.793506071608398e-34,3.049267019000066e-14,2.610921786959894e-23,8.45224229255988e-20,4.850013123473986e-31,8.750207307740142e-15,2.1163832611398738e-13,1.3982427875163929e-47,1.0901576519303076e-09,1.7430827374528307e-30,1.0130015283899336e-23,2.6267075632672915e-41,5.710294544551462e-07,7.692908964779154e-30,1.805183985173811e-07,7.940523667593765e-08,8.408389321660257e-08,6.543126497920091e-08,5.1502027900524956e-08,2.960927686471006e-08,2.0027672128142126e-08,4.4846698885452844e-10,7.158921165877498e-08,1.4259381684375013e-11,1.2747375980857038e-09,4.966682070848202e-09,7.068039964370848e-08,2.673733980312676e-08,1.8881409279152084e-17,2.263703637350097e-15,2.2560295301605346e-14,2.3019141740655636e-12,1.2976773810067441e-11,8.722029251714258e-11,3.6755892575558864e-10,1.900575228435556e-08,1.0125572686090424e-08,5.618693345597246e-12,2.1140009800591687e-13,9.801342267341099e-21,9.696562390182167e-13,4.1852047617831687e-14,3.989182500450245e-13,1.372868355469268e-08,3.080193460003755e-21,3.783953593014666e-44,7.950192801299837e-20,2.785351899926465e-23,1.4460590954498076e-17,2.6053972223073126e-27,-3.003919336922554e-21,4.835816199987349e-19,6.097204288621514e-25,2.7594218222019567e-31,4.673975701720561e-32,2.6745354529337996e-18,3.347100317890945e-12,2.2487976946421513e-21,1.3269377319295848e-20,9.706525793848327e-35,1.0974068093161441e-24,3.6811621111267403e-10,2.4007951189599407e-18,4.783866687402756e-31,5.80468265397671e-34,2.6527455774833245e-30,1.9846862329181815e-17,4.445189564902574e-15,5.389847758702275e-13,8.927535478557009e-23,8.433562453330178e-46,1.7236502179955252e-56,6.865912195568407e-47,1.0800921011566203e-08,3.94094285001458e-13
1.156202589896899e-12,0.11156171647114635,0.0,0.02770017227438852,0.031075093775489903,0.3194094706393263,0.35048406910736635,0.2070121412705284,0.09201801404400899,3.4606083621590593e-34,1.6604243836606265e-22,5.750105401675128e-07,6.185578403551686e-19,5.577194757002467e-22,2.9025181670657197e-34,3.111993863925566e-14,2.697910419415425e-23,8.581251777685101e-20,4.961476819624019e-31,8.883605786929938e-15,2.1324736170667138e-13,1.4608863892827375e-47,1.0984457368604522e-09,1.7941907297393814e-30,1.0364492154871459e-23,2.7285581789839576e-41,5.753707403873323e-07,7.919038146692775e-30,1.8147512042736413e-07,7.996817403367787e-08,8.480011474140836e-08,6.591313376181297e-08,5.18616019533058e-08,2.985090437049894e-08,2.0151192504370167e-08,4.5545228292337156e-10,7.213356290598047e-08,1.458875092749482e-11,1.2942689962056003e-09,5.037650770113967e-09,7.121776215331808e-08,2.693982958106418e-08,1.9185237536172386e-17,2.301540101867787e-15,2.273117054954132e-14,2.319551615193266e-12,1.2971941341489511e-11,8.877008336237215e-11,3.717773159901164e-10,1.9148839460401486e-08,1.0192875186901907e-08,5.704450940626987e-12,2.1462939099819938e-13,1.0068375616819213e-20,9.797979410376677e-13,4.2507827669336734e-14,4.0500706676243694e-13,1.383412649990659e-08,3.1990915392394318e-21,3.961508067571042e-44,8.13788400382142e-20,2.828241225443875e-23,1.4766613775591446e-17,2.6844222030423484e-27,1.1435051499858643e-21,4.945360626985995e-19,6.0907460455115905e-25,2.8523066454844824e-31,4.7428126802218673e-32,2.7366732076402808e-18,3.394657913411062e-12,2.2856754764705415e-21,1.359299599599855e-20,9.919297227723387e-35,1.1323019144692668e-24,3.7093010424670976e-10,2.444857010816552e-18,5.04582807830069e-31,6.057137254985416e-34,2.755562909568688e-30,2.0165616459663427e-17,4.522734146089898e-15,5.47026206211959e-13,9.06388400882966e-23,8.877563866542684e-46,1.845824784863501e-56,7.28343583840717e-47,1.0883026855996897e-08,4.0630262058632687e-13
1.1649266003287486e-12,0.11156171647114635,0.0,0.027700168136859465,0.03107509365585466,0.31940946905903156,0.3504840636675064,0.20701214070729984,0.09201801309220616,3.593845404110631e-34,1.698520382866925e-22,5.793491751135616e-07,6.327832667562668e-19,5.704571668161095e-22,3.014923575023756e-34,3.1756032347941885e-14,2.78694280410841e-23,8.71123837950764e-20,5.0746353485206405e-31,9.0180110193278e-15,2.1485639728520297e-13,1.5258482562859938e-47,1.1067338199025319e-09,1.846411803468919e-30,1.0602584960984708e-23,2.833551209105067e-41,5.797120245423562e-07,8.150105774015518e-30,1.8242692140682482e-07,8.053052457941259e-08,8.55174083992077e-08,6.639477226330897e-08,5.222072019854637e-08,3.009275681699535e-08,2.0274347065882763e-08,4.624933933121598e-10,7.267791529016319e-08,1.492317491561253e-11,1.3139496386178174e-09,5.109055542262921e-09,7.175512460279609e-08,2.7142307502967795e-08,1.949151594525656e-17,2.339609954233092e-15,2.290203580189362e-14,2.337188022969092e-12,1.2967030061831949e-11,9.033174420666686e-11,3.760181555018531e-10,1.92918981730197e-08,1.0260045217437755e-08,5.790858007790703e-12,2.178832021628593e-13,1.0340826574811149e-20,9.899814390370644e-13,4.316894093515189e-14,4.1114199989807785e-13,1.3939586308293917e-08,3.321631868150741e-21,4.1459731982557663e-44,8.328173967025135e-20,2.8714600093723253e-23,1.5076896054999653e-17,2.7652844549857043e-27,4.908427259484237e-22,5.106440643610518e-19,6.137032725473594e-25,2.947545835347932e-31,4.825761086539393e-32,2.7997750898783447e-18,3.4425491729014557e-12,2.322865683767912e-21,1.3921900848148654e-20,1.013514853189925e-34,1.1679912547962917e-24,3.7374422529034685e-10,2.4894251239208463e-18,5.320010480765937e-31,6.318627163515056e-34,2.8615488133062455e-30,2.0486878392683736e-17,4.600837717873113e-15,5.551271349586758e-13,9.201266641143231e-23,9.341248793181853e-46,1.9756452960380486e-56,7.72285304649091e-47,1.0965132391986655e-08,4.187935527577545e-13
1.176939286782243e-12,0.11156171647114635,0.0,0.02770016244735821,0.031075093491228223,0.3194094668833328,0.35048405617736816,0.20701213993249626,0.0920180117896146,3.784009090583641e-34,1.7519321935650353e-22,5.853233370098674e-07,6.527285099527812e-19,5.88312294845055e-22,3.1754016910048924e-34,3.2646490489219044e-14,2.912934122214946e-23,8.891824875734776e-20,5.233248224186062e-31,9.204730230875828e-15,2.1707198836529334e-13,1.6192181242920385e-47,1.1181462450390665e-09,1.9201696346656893e-30,1.0936401093779127e-23,2.9833995963235416e-41,5.856898326148483e-07,8.476491662997818e-30,1.8372951473842866e-07,8.130390430624206e-08,8.650685029788064e-08,6.705759659383617e-08,5.271446979739717e-08,3.042614709984367e-08,2.044333082956708e-08,4.722801895563486e-10,7.342747316786235e-08,1.5392010247150234e-11,1.3412935164064549e-09,5.208088921486577e-09,7.24950556023527e-08,2.742109379667725e-08,1.9917264456905084e-17,2.3924113244345547e-15,2.313729549388174e-14,2.3614711099468605e-12,1.2960153320615823e-11,9.250151092480604e-11,3.8189443258469493e-10,1.9488838640104255e-08,1.0352319964667635e-08,5.910900669544442e-12,2.2240372299516968e-13,1.0724986873551883e-20,1.0040721930484285e-12,4.408800997793276e-14,4.1966507855054934e-13,1.4084828754952459e-08,3.496479609211522e-21,4.411681442351456e-44,8.594474407022822e-20,2.931510141025581e-23,1.5511169509633683e-17,2.8796917344296018e-27,-9.7773920053193e-21,5.427844863577666e-19,6.3505904923556175e-25,3.082614288695492e-31,4.978495209848919e-32,2.8882563224999064e-18,3.509039965410675e-12,2.3745872192052187e-21,1.438352547434737e-20,1.043744984827151e-34,1.2184556102586948e-24,3.7761955387273627e-10,2.5516274269722606e-18,5.718423944791274e-31,6.6939477434799125e-34,3.0128078584335756e-30,2.093334795040485e-17,4.70929703519522e-15,5.663792264826195e-13,9.392130525958723e-23,1.001325270228768e-45,2.1676864169101212e-56,8.365532430411214e-47,1.1078188605559048e-08,4.364636914736699e-13
1.1889519732357373e-12,0.11156171647114635,0.0,0.02770015676677287,0.03107509332672606,0.31940946470800113,0.3504840486876661,0.20701213915855363,0.09201801049624471,3.982158855626237e-34,1.8064611292432936e-22,5.912974975066644e-07,6.7309174592556e-19,6.065366782328505e-22,3.3426749988456515e-34,3.355401182133871e-14,3.042927928066163e-23,9.074264026315197e-20,5.395132208074018e-31,9.393358045335186e-15,2.1928757941856604e-13,1.717294949040917e-47,1.1295586665998119e-09,1.996110410185715e-30,1.1277201369320412e-23,3.139536460546296e-41,5.916676373167993e-07,8.812563671004735e-30,1.8502289145276632e-07,8.207617417930205e-08,8.749831686438282e-08,6.771998479773606e-08,5.3207357767669215e-08,3.0759961424530024e-08,2.061162705952948e-08,4.821729774290223e-10,7.417703320143803e-08,1.587060566787775e-11,1.3689204075120244e-09,5.307943330073649e-09,7.323498648790037e-08,2.769985761428687e-08,2.034766634908401e-17,2.4456514692264922e-15,2.3372536236801507e-14,2.3857522431184366e-12,1.2953161734664239e-11,9.469374601025062e-11,3.878133644336445e-10,1.9685724467095253e-08,1.0444344832525673e-08,6.032174754133978e-12,2.2697073535173007e-13,1.1119758517954489e-20,1.0182421939894407e-12,4.501721337493027e-14,4.2827559585621656e-13,1.4230103246172397e-08,3.678611098022554e-21,4.691476238317749e-44,8.865761652308595e-20,2.992185117382265e-23,1.5953651054619422e-17,2.9977199666803642e-27,3.2141909644325823e-20,5.234438915175163e-19,6.594941223113186e-25,3.222329178556144e-31,5.142270088597497e-32,2.9786001811009644e-18,3.576163398859953e-12,2.4269023748010358e-21,1.485537411037132e-20,1.0745690236710842e-34,1.2704787129538744e-24,3.814953144125789e-10,2.6148017545628204e-18,6.14218660835572e-31,7.087566790282315e-34,3.1704066649656415e-30,2.1384567510168237e-17,4.8188123567107e-15,5.777441280062755e-13,9.584955189299574e-23,1.072584401410552e-45,2.3761626709555965e-56,9.054193119601101e-47,1.119124421465002e-08,4.5468943532828626e-13
1.2009646596892316e-12,0.11156171647114635,0.0,0.027700151095040162,0.03107509316234787,0.3194094625330358,0.3504840411984001,0.20701213838547053,0.0920180092120312,4.188544848806629e-34,1.862119168017402e-22,5.972716566039603e-07,6.938774345613698e-19,6.251341171270396e-22,3.5169588793079175e-34,3.447878883580427e-14,3.176998739226882e-23,9.258555831337437e-20,5.560320687520806e-31,9.583894321749452e-15,2.2150317044503023e-13,1.8202664021634966e-47,1.1409710845871147e-09,2.0742766750958508e-30,1.1625060123097194e-23,3.302158595425821e-41,5.976454386476525e-07,9.158511140862192e-30,1.8630711677610275e-07,8.284733579809012e-08,8.849180340748214e-08,6.838193716209435e-08,5.369938561294313e-08,3.109419836936793e-08,2.0779239246866522e-08,4.921718496788087e-10,7.492659539095992e-08,1.635906322896837e-11,1.396830333930171e-09,5.408615440567018e-09,7.39749172594409e-08,2.7978598957785744e-08,2.0782726307018085e-17,2.499328320524934e-15,2.360775803237561e-14,2.410031425240428e-12,1.2946072124662442e-11,9.690843076241162e-11,3.937750029492485e-10,1.9882555266248545e-08,1.0536120565595644e-08,6.1546802595083215e-12,2.3158424157760095e-13,1.1525341010156375e-20,1.0324914418603158e-12,4.595656401915254e-14,4.369735518103884e-13,1.4375409823058882e-08,3.868251288935725e-21,4.985951970912916e-44,9.142070138564935e-20,3.053485041363656e-23,1.6404417153028657e-17,3.119450234955214e-27,5.638296222098904e-20,5.225082141657851e-19,6.756331876796045e-25,3.366797921954134e-31,5.288042645414878e-32,3.070826732694066e-18,3.643919473290676e-12,2.4798118735775128e-21,1.5337563500878113e-20,1.1059927342796882e-34,1.324091620197431e-24,3.8537150681121066e-10,2.6789551899636842e-18,6.59263194865634e-31,7.500186414433109e-34,3.3345429807008904e-30,2.1840534209911596e-17,4.929381606441901e-15,5.892218386785387e-13,9.779740676197059e-23,1.1481012682401883e-45,2.602293660421269e-56,9.791597200381718e-47,1.1304299207701185e-08,4.734824148230625e-13
1.212977346142726e-12,0.11156171647114635,0.0,0.027700145432097256,0.031075092998093343,0.3194094603584365,0.35048403370956965,0.20701213761324544,0.0920180079369094,4.403422449541041e-34,1.9189183026225447e-22,6.032458143017629e-07,7.150900392749845e-19,6.441084123007619e-22,3.6984733001157224e-34,3.542101495503053e-14,3.3152215861513356e-23,9.444700290890053e-20,5.728847049865095e-31,9.776338919175896e-15,2.2371876144469512e-13,1.9283257034473888e-47,1.1523834990033141e-09,2.154711383956325e-30,1.1980051752040019e-23,3.47146690438937e-41,6.036232366068545e-07,9.514525243764697e-30,1.8758225547302718e-07,8.361739075982789e-08,8.948730525446555e-08,6.904345397380626e-08,5.419055483417467e-08,3.142885651340692e-08,2.0946170865545546e-08,5.022768984323629e-10,7.567615973649786e-08,1.6857485017084562e-11,1.4250233168304255e-09,5.5101019423214185e-09,7.4714847916976e-08,2.8257317829161483e-08,2.1222449143722015e-17,2.5534398752453807e-15,2.384296088232544e-14,2.4343086587827404e-12,1.293889923198859e-11,9.914554849618971e-11,3.9977939985775715e-10,2.007933065107209e-08,1.0627647906523654e-08,6.278417183617946e-12,2.3624424401528974e-13,1.194193604951274e-20,1.0468199366612675e-12,4.690607476036948e-14,4.4575894640837437e-13,1.4520748526578387e-08,4.065629700356073e-21,5.295721830247799e-44,9.42343427725227e-20,3.115410015853857e-23,1.6863544273997246e-17,3.244964736605291e-27,-7.242389037441852e-20,6.753610993587631e-19,6.705496157810835e-25,3.5161292202361253e-31,5.382382106202228e-32,3.1649560616790166e-18,3.7123081887442195e-12,2.533316438436862e-21,1.5830210532613518e-20,1.1380218812446382e-34,1.3793257183732389e-24,3.892481309692719e-10,2.7440948248544757e-18,7.07114920565721e-31,7.932528553473076e-34,3.505418642549974e-30,2.2301245168551667e-17,5.041002814809757e-15,6.008123576483009e-13,9.976487031686263e-23,1.2280823871314105e-45,2.8473758882644136e-56,1.0580641426231189e-46,1.1417353573029583e-08,4.92854384506966e-13
1.2249900325962203e-12,0.11156171647114635,0.0,0.02770013977788175,0.031075092833962176,0.31940945818420247,0.35048402622117464,0.2070121368418768,0.09201800667081496,4.627052323532857e-34,1.9768705404612386e-22,6.092199706000798e-07,7.367340269977424e-19,6.634633651525231e-22,3.887442867443114e-34,3.6380884531557333e-14,3.4576720115344856e-23,9.632697405061636e-20,5.90074468244795e-31,9.97069169668549e-15,2.2593435241756985e-13,2.0416717292420255e-47,1.1637959098507448e-09,2.2374579008207487e-30,1.2342250714515434e-23,3.6476664449853165e-41,6.09601031193855e-07,9.880798979275466e-30,1.8884837184971444e-07,8.438634065946391e-08,9.048481775105324e-08,6.970453551957681e-08,5.468086692969939e-08,3.1763934436644873e-08,2.1112425372484635e-08,5.124882151945311e-10,7.642572623812166e-08,1.7365973153976756e-11,1.4534993765578685e-09,5.612399541421869e-09,7.545477846050742e-08,2.8536014230400247e-08,2.1666839799246873e-17,2.6079841898082625e-15,2.4078144788371082e-14,2.458583945968664e-12,1.293165640052005e-11,1.0140508432669004e-10,4.058266067112462e-10,2.0276050236323094e-08,1.0718927596022772e-08,6.403385524414786e-12,2.409507450017551e-13,1.2369747543014558e-20,1.061227678392511e-12,4.786575840514359e-14,4.5463177964548476e-13,1.4666119397558828e-08,4.27098045935608e-21,5.621418213746286e-44,9.70988843810767e-20,3.177960143699537e-23,1.7331108892673898e-17,3.374346789801958e-27,-8.776955844189825e-20,7.155060474056464e-19,6.604769409387175e-25,3.6704330603065215e-31,5.463297434219528e-32,3.2610082697247005e-18,3.78132954526194e-12,2.5874167921599345e-21,1.633343223438771e-20,1.1706622291912592e-34,1.4362127207332997e-24,3.931251867867091e-10,2.810227759294719e-18,7.579185135002017e-31,8.385335336670148e-34,3.683239618748781e-30,2.2766697486181814e-17,5.153674107778429e-15,6.125156840644492e-13,1.0175194300805867e-22,1.3127419967788104e-45,3.112786800820798e-56,1.1424362310744556e-46,1.1530407298827634e-08,5.128172230518589e-13
