Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29)
0.0,0.05435919745378708,0.0,0.01349738872777533,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6885211994407804e-24,0.05435919745378708,0.0,0.013497388727775329,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,8.357434079653184e-76,1.0026082749425117e-25,1.6714867710997486e-75,0.0,-1.2277111161581151e-161,2.622354480762447e-52,1.8135563914930712e-121,1.651360052129216e-63,2.663873845819861e-94,4.967589223173476e-83,6.349514830358978e-40,-1.7046083552261565e-140,5.27014079709138e-49,2.907474176574287e-99,1.7066895377063582e-122,-3.8757512606309365e-154,1.0026082749425182e-25,2.037459857544014e-122,2.5536865632981097e-19,8.728651790425639e-20,2.793179958606698e-20,6.934379967602014e-20,5.74368008497547e-20,2.793168572936204e-20,1.1385670493090646e-25
4.727859358434185e-24,0.05435919745378708,0.0,0.013497388727775329,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.2629754381172621e-74,2.8073031698390328e-25,2.52595080848635e-74,0.0,2.9293925964490164e-160,3.9629020865152276e-51,5.115265671685153e-120,9.974214714860467e-63,4.021304542078136e-93,7.507020834059971e-82,1.7778641525005138e-39,-1.7046083552123255e-140,3.181342118298728e-48,4.3920656186711213e-98,8.210994287978781e-121,-3.8757512605722515e-154,2.8073031698390507e-25,5.746318667101861e-121,7.150322377232465e-19,2.444022501319178e-19,7.820903884098758e-20,1.9416263909285634e-19,1.6082304237931137e-19,7.820872004221375e-20,3.1879877380653803e-25
1.0806535676420995e-23,0.05435919745378708,0.0,0.013497388727775327,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.3586513434611425e-73,6.416692959632075e-25,2.7173026140424766e-73,0.0,3.550307329197535e-158,4.2631092267755265e-50,1.1127467078302223e-118,4.802155031591761e-62,4.325635728979302e-92,8.075710448328903e-81,4.0636894914297464e-39,-1.704608354532177e-140,1.5312808975930476e-47,4.724665580069175e-97,2.0805426176600905e-119,-3.875751254736766e-154,6.416692959632116e-25,1.2499227101021478e-119,1.634359400509221e-18,5.586337145872405e-19,1.7876351735082884e-19,4.438003179265287e-19,3.675955254384174e-19,1.7876278866791722e-19,7.28682911557801e-25
2.2963888312394613e-23,0.05435919745378708,0.0,0.013497388727775323,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.248834659654493e-72,1.363547253921816e-24,2.497669252320966e-72,0.0,3.5196373492110525e-156,3.918531848420797e-49,2.063067246954117e-117,2.0972272662041045e-61,3.97597927417593e-91,7.42296922440389e-80,8.63534016928821e-39,-1.70460832796236e-140,6.686698581300428e-47,4.342771733820654e-96,4.86923572114155e-118,-3.8757507949729266e-154,1.3635472539218246e-24,2.31713875178024e-118,3.4730137260775825e-18,1.1870966434978851e-18,3.798724743705116e-19,9.430756755938728e-19,7.811404915566004e-19,3.798709259193245e-19,1.5484511870603267e-24
4.727859358434185e-23,0.05435919745378708,0.0,0.013497388727775316,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.0684043438220336e-71,2.807303169839033e-24,2.136808630336253e-71,0.0,3.5038309601214e-154,3.352386495593284e-48,3.5466483157889383e-116,8.755510996389104e-61,3.4015316534145142e-90,6.35050645183449e-79,1.777864152500514e-38,-1.7046073919786864e-140,2.791403119743933e-46,3.7153317341930204e-95,1.1841276942153918e-116,-3.8757182566566115e-154,2.8073031698390508e-24,3.9825678851073324e-117,7.150322377199955e-18,2.44402250131917e-18,7.820903884098782e-19,1.9416263909285582e-18,1.6082304237928499e-18,7.820872004221399e-19,3.1879877380653762e-24
9.590800412823632e-23,0.05435919745378708,0.0,0.013497388727775301,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,8.833773723862916e-71,5.694815001673467e-24,1.76675469739243e-70,0.0,3.7160640387648177e-152,2.7718179833547427e-47,5.88083789902598e-115,3.576911927313967e-60,2.812451926606836e-89,5.250721541130494e-78,3.6065244236439e-38,-1.704575994180996e-140,1.140346854246139e-45,3.071908037263878e-94,3.113500439674749e-115,-3.873530244772808e-154,5.6948150016735016e-24,6.600813870379469e-116,1.4504939679387302e-17,4.957874216961727e-18,1.5865262164886147e-18,3.938727821597921e-18,3.262410288264883e-18,1.5865197494277742e-18,6.467060840075468e-24
1.9316682521602528e-22,0.05435919745378708,0.0,0.013497388727775271,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,7.18347808464402e-70,1.1469838665342335e-23,1.4366955784050188e-69,0.0,4.220469876560286e-150,2.2539963508759652e-46,9.583653642223927e-114,1.4458449909216305e-59,2.2870391767557378e-88,4.269799555470761e-77,7.263844965930671e-38,-1.7035475153190474e-140,4.6093994985855176e-45,2.4980245903067367e-93,8.817351498161483e-114,-3.7300222874036424e-154,1.1469838665342402e-23,1.074771417118197e-114,2.9214174283532396e-17,9.985577648246784e-18,3.1953978726461038e-18,7.932930682936614e-18,6.5707700172070876e-18,3.195384847439059e-18,1.3025207044095626e-23
3.8768446739160317e-22,0.05435919745378708,0.0,0.01349738872777521,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,5.793735314630542e-69,2.3019885992680072e-23,1.1587470318632956e-68,0.0,5.044502180934621e-148,1.8179297136069553e-45,1.5494633780789846e-112,5.8136791179229885e-59,1.844579947563838e-87,3.443748025598748e-76,1.4578486050504215e-37,-1.6702512821286656e-140,1.8534063026447938e-44,2.0147473283821025e-92,2.6329214797181667e-112,5.5672693473560815e-154,2.3019885992680204e-23,1.734685399021911e-113,5.86326434909042e-17,2.004098451081667e-17,6.413141184961143e-18,1.5921336405613865e-17,1.3187489475084048e-17,6.4131150434616905e-18,2.6141499452135814e-23
7.76719751742759e-22,0.05435919745378708,0.0,0.01349738872777509,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,4.6538432815539365e-68,4.6119980647355543e-23,9.307686313723243e-68,0.0,6.223280399436302e-146,1.4602600092280728e-44,2.4984881265680266e-111,2.3315453494409256e-58,1.4816669262277073e-86,2.7662056932125084e-75,2.9207768219651304e-37,-5.985736860472451e-141,7.432962303890844e-44,1.618354620731268e-91,8.11925586105659e-111,6.0422834500783746e-152,4.6119980647355784e-23,2.7875928670698627e-112,1.1746958190197428e-16,4.015179823595553e-17,1.284862780959147e-17,3.189814785096783e-17,2.6420928390808182e-17,1.2848575435507202e-17,5.2374084268215736e-23
1.5547903204450707e-21,0.05435919745378708,0.0,0.013497388727774846,0.031075110263184432,0.3194096818763551,0.3504847921395395,0.20701222018021492,0.09201819554070576,0.0,3.730631420414085e-67,9.232016995670647e-23,7.461262641121974e-67,0.0,7.814707281837363e-144,1.1705791413289544e-43,4.033668294655261e-110,9.338342673731593e-58,1.1877390872368577e-85,2.217456250692893e-74,5.8466332557945464e-37,3.3794586980602064e-139,2.9770567489078e-43,1.2973111608619662e-90,2.5488424602136187e-109,3.9035235341225586e-150,9.232016995670686e-23,4.4698464836317315e-111,2.3514345870942014e-16,8.037342568622962e-17,2.5719601058853107e-17,6.385177074167357e-17,5.2887806222137274e-17,2.5719496219599208e-17,1.048392539003737e-22
3.110931457849694e-21,0.05435919745378708,0.0,0.013497388727774362,0.031075110263184432,0.319409681876355,0.3504847921395394,0.20701222018021487,0.09201819554070552,0.0,2.987530811547314e-66,1.847205485754083e-22,5.975061463498369e-66,0.0,9.90563336790391e-142,9.374126945211189e-43,6.548635651618516e-109,3.737770711828652e-57,9.511546731627366e-85,1.775763436707418e-73,1.169834612345338e-36,1.1359701952305698e-137,1.1915975059023883e-42,1.0389012085747339e-89,8.077108405869765e-108,2.5023611404360824e-148,1.8472054857540874e-22,7.159523144115031e-110,4.704912122655349e-16,1.608166805867632e-16,5.1461547557380325e-17,1.277590165230764e-16,1.0582156188431879e-16,5.146133778778715e-17,2.097695931646821e-22
6.22321373265894e-21,0.05435919745378708,0.0,0.013497388727773394,0.031075110263184432,0.31940968187635477,0.3504847921395393,0.20701222018021476,0.09201819554070505,0.0,2.3912355108039495e-65,3.6952130581281194e-22,4.782470894395535e-65,0.0,1.2616849658471166e-139,7.503100937918706e-42,1.0764477016995672e-107,1.4955951519129027e-56,7.613092847155196e-84,1.421330475397767e-72,2.340177185877104e-36,3.643112133298513e-136,4.767940077157569e-42,8.315420807010428e-89,2.5719825526788335e-106,1.6027505716801898e-146,3.6952130581281124e-22,1.1461455701015547e-108,9.411867191426565e-16,3.2170319038777197e-16,1.0294544055445054e-16,2.555735080858473e-16,2.1168907320677516e-16,1.0294502092417882e-16,4.1963027169326897e-22
1.2447778282277434e-20,0.05435919745378708,0.0,0.013497388727771458,0.031075110263184432,0.3194096818763543,0.35048479213953904,0.20701222018021453,0.0920181955407041,0.0,1.913472871570547e-64,7.391228202876188e-22,3.8269456421925726e-64,0.0,1.6109605809441273e-137,6.004000874237186e-41,1.8127192359030808e-106,5.983354480728696e-56,6.0920163905860106e-83,1.137352341048039e-71,4.680862332940632e-36,1.166284544305843e-134,1.9074860856599822e-41,6.654021022462379e-88,8.21001902291355e-105,1.0261564101736427e-144,7.391228202876117e-22,1.8343304220479443e-107,1.882577731956469e-15,6.434762099895561e-16,2.0591322654865405e-16,5.112024912112504e-16,4.23424095844061e-16,2.0591238719702526e-16,8.393516287503223e-22
2.4896907381514418e-20,0.05435919745378708,0.0,0.013497388727767585,0.031075110263184432,0.3194096818763535,0.35048479213953854,0.20701222018021412,0.09201819554070222,0.0,1.5309721060880821e-63,1.4783258492372316e-21,3.0619441327627227e-63,0.0,2.059470368755616e-135,4.803808823197478e-40,3.188577123406004e-105,2.393536580778287e-55,4.8742302551174923e-82,9.099970711940682e-71,9.362232627067681e-36,3.7328134416541826e-133,7.630564496324414e-41,5.323890893660941e-87,2.6239526454504153e-103,6.568669719104484e-143,1.478325849237194e-21,2.935326852775081e-106,3.765359753822367e-15,1.287022249192191e-15,4.118487985373134e-16,1.022460457461501e-15,8.468941410881254e-16,4.1184711974297043e-16,1.678794342863948e-21
4.9795165579988393e-20,0.05435919745378708,0.0,0.01349738872775984,0.031075110263184432,0.31940968187635177,0.35048479213953754,0.20701222018021326,0.09201819554069846,0.0,1.2248552131353088e-62,2.956731907136453e-21,2.449710364904939e-62,0.0,2.6344836807171125e-133,3.843290322938278e-39,6.023197182208165e-104,9.574535913957919e-55,3.899631027229978e-81,7.28043739110264e-70,1.872497321532174e-35,1.1946119716163797e-131,3.0523498336782998e-40,4.259382308152142e-86,8.391441823374574e-102,4.20435576374507e-141,2.9567319071362834e-21,4.6968414850931e-105,7.530923782507262e-15,2.5741143275937273e-15,8.2371994251564125e-16,2.04497638995978e-15,1.6938342314542256e-15,8.237165848358701e-16,3.3576797710892768e-21
