Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33),SX(708),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),NO3(95),HNO(87),H3NO3(626),H2NOX(203),H2N2X(602),N2O2(378),OCX(32),S(567),HNO(549),NO(1160),SX(540)
2.3382619790164507e-12,0.1081582643956193,0.0,0.026854634638480666,0.031075078353104447,0.3194093529120653,0.35048384333739274,0.20701207008567185,0.09201792166975567,4.7172600596330075e-51,4.460664956459271e-22,7.657445024661173e-07,1.4169267663018917e-18,9.779525207991e-36,1.4172189043186187e-33,1.5488484644074726e-13,1.1061220693504195e-22,1.0648087331077548e-19,7.351096633917682e-31,1.9973568847819483e-14,1.6715799807590312e-13,3.422425354968332e-49,8.846958341252882e-10,2.1831144880821647e-32,1.7728736883712647e-23,8.58576536463132e-41,7.657284704963272e-07,7.230167200852654e-37,2.738434640759869e-07,1.5259530737556546e-07,1.7592985759881185e-07,1.2852161019147556e-07,9.624345585718253e-08,6.184241196500706e-08,1.9224752604345132e-08,1.6318381619691308e-09,5.529515104192586e-08,9.22101131206417e-11,4.329628761747679e-09,1.009584473750589e-08,5.452012215498683e-08,5.355895288299691e-08,4.218349817807558e-17,3.5745037925342134e-15,2.7641259493455594e-14,3.2342575413109287e-12,7.895082899688218e-12,2.8078679527236655e-10,5.972732872112452e-10,3.779911855517667e-08,1.8659695190585006e-08,1.3897123747884766e-11,4.985096395872804e-13,8.503266715274119e-20,9.208470344354872e-13,9.249022656973475e-14,5.952763209836757e-13,2.775085614396368e-08,6.324251643703279e-20,2.0538910341639285e-43,2.280561066972993e-19,2.8758335169396124e-33,2.50916046192072e-17,5.057613086687781e-27,6.664923368647798e-18
2.3555224950506144e-12,0.1081582643956193,0.0,0.02685462787791438,0.031075078132412993,0.3194093505254963,0.35048383638329406,0.20701206908444306,0.09201792071884683,4.970793764659415e-51,4.561042733235153e-22,7.713969391406802e-07,1.4489165280021001e-18,1.0155597806903739e-35,1.4716007668229227e-33,1.585129707058336e-13,1.1381423682566677e-22,1.0805871118691619e-19,7.515093555049578e-31,2.0268992125883624e-14,1.683919190234122e-13,3.550621801480808e-49,8.912263467386777e-10,2.2318179564348137e-32,1.8134765406836977e-23,8.911736319615487e-41,7.713806667008481e-07,7.445873224706677e-37,2.747945094401772e-07,1.5359835524575082e-07,1.774204454665947e-07,1.2942058935432523e-07,9.684718330747016e-08,6.234411044412097e-08,1.9323402473777463e-08,1.6567086392338367e-09,5.570351334820463e-08,9.42805804388173e-11,4.393967370339353e-09,1.0229414656670736e-08,5.492257174582982e-08,5.3952134611603364e-08,4.290784139658811e-17,3.62519003922586e-15,2.7844187984714572e-14,3.258137395308434e-12,7.890281497261999e-12,2.850855211799274e-10,6.053643897813604e-10,3.8071253071353786e-08,1.8769426358598695e-08,1.4103041287034197e-11,5.059056433384918e-13,8.760340386216316e-20,9.319279730747443e-13,9.39121897409477e-14,6.040971139618325e-13,2.795947142421002e-08,6.560643793418745e-20,2.1477094408665693e-43,2.327890505574046e-19,2.9627692671767774e-33,2.5636393283352026e-17,5.225433528726048e-27,6.869704706664638e-18
2.372783011084778e-12,0.1081582643956193,0.0,0.026854621126964365,0.031075077911912795,0.31940934813949334,0.3504838294298986,0.2070120680846165,0.09201791977736466,5.235977188730916e-51,4.662930892712116e-22,7.770493741392198e-07,1.4813891942240601e-18,1.0543280466355916e-35,1.5276556381642016e-33,1.6220096067512295e-13,1.170824556410735e-22,1.0964815348688272e-19,7.681511605772471e-31,2.0566576117539214e-14,1.6962583995335237e-13,3.682631350046524e-49,8.977568578447345e-10,2.2812404462625814e-32,1.8547098246206863e-23,9.247597702671568e-41,7.770328594206287e-07,7.666367861118599e-37,2.7573613356753913e-07,1.5459973130728748e-07,1.7891354600659487e-07,1.3031886549258132e-07,9.744950874336076e-08,6.284635175788523e-08,1.94216158136907e-08,1.681775362627805e-09,5.611187838685345e-08,9.638195772919956e-11,4.458780056444215e-09,1.0363667355742812e-08,5.5325021256106524e-08,5.4345284554129754e-08,4.3639785042246547e-17,3.676188990541002e-15,2.8047100095316472e-14,3.2820153440764525e-12,7.885498259254206e-12,2.8941581159868077e-10,6.135126086740086e-10,3.834325205086809e-08,1.8878813511266185e-08,1.4310473040897899e-11,5.133562420656841e-13,9.023365264745983e-20,9.430716864863222e-13,9.5345648038174e-14,6.12982779879954e-13,2.8168145280889146e-08,6.804037508161885e-20,2.2450873917147772e-43,2.3758142269051533e-19,3.0516718287821096e-33,2.6189011168895142e-17,5.397635931211966e-27,7.079240424905718e-18
2.3900435271189417e-12,0.1081582643956193,0.0,0.026854614385537254,0.031075077691603357,0.3194093457540555,0.3504838224772055,0.20701206708618888,0.09201791884521579,5.513256392547009e-51,4.7663412055366285e-22,7.827018074617478e-07,1.514348517023517e-18,1.0942845351096277e-35,1.5854225156370766e-33,1.6594940883266608e-13,1.204176911762581e-22,1.1124920021090864e-19,7.850368527298124e-31,2.0866320648107897e-14,1.7085976086573196e-13,3.818538438327679e-49,9.042873674455716e-10,2.3313872262961323e-32,1.896578839602356e-23,9.593575704615806e-41,7.826850486553695e-07,7.891721376722463e-37,2.766684297935907e-07,1.5559943836665477e-07,1.8040915376446702e-07,1.3121643915617298e-07,9.80504354205094e-08,6.334913348186856e-08,1.9519395930387975e-08,1.7070384741297872e-09,5.6520246157977407e-08,9.85144772459613e-11,4.524066747254395e-09,1.0498599824309899e-08,5.5727470685818474e-08,5.473840271342017e-08,4.437936823849796e-17,3.727500690113891e-15,2.8249995826777622e-14,3.305891387844376e-12,7.880733328562002e-12,2.937776638194132e-10,6.217180029800377e-10,3.8615114834100655e-08,1.898785794588847e-08,1.45194190060906e-11,5.208614386909219e-13,9.292438378501209e-20,9.542781746523927e-13,9.679061385723187e-14,6.219333187278785e-13,2.8376877777709717e-08,7.054586366204531e-20,2.346132869669932e-43,2.4243347463673636e-19,3.14257100589624e-33,2.6749514216862313e-17,5.574304560849382e-27,7.29360589451578e-18
2.4073040431531053e-12,0.1081582643956193,0.0,0.0268546076535406,0.03107507747148419,0.3194093433691818,0.35048381552521446,0.20701206608915704,0.09201791792230778,5.803091162691176e-51,4.871285453760434e-22,7.883542391082758e-07,1.5477982509967044e-18,1.1354569030176087e-35,1.644941021914319e-33,1.6975890993513825e-13,1.238207747154006e-22,1.1286185135922755e-19,8.02168206083756e-31,2.1168225542926943e-14,1.7209368176055937e-13,3.958428741414014e-49,9.108178755432974e-10,2.3822635652657216e-32,1.9390888948914668e-23,9.949900041041479e-41,7.883372344047728e-07,8.122004547479257e-37,2.775914905291362e-07,1.5659747922569534e-07,1.8190726331182921e-07,1.3211331089459607e-07,9.864996658700896e-08,6.385245319699344e-08,1.9616746106529482e-08,1.7324981146639994e-09,5.692861666168169e-08,1.0067837127778398e-10,4.589827368292044e-09,1.0634209074720434e-08,5.612992003496718e-08,5.513148909231569e-08,4.512663022707035e-17,3.779125200684045e-15,2.8452875180610904e-14,3.3297655269507715e-12,7.875986633513891e-12,2.981710753476122e-10,6.299806315260338e-10,3.888684076397075e-08,1.9096560955674618e-08,1.4729879179227054e-11,5.28421236136265e-13,9.567657704109487e-20,9.655474375551313e-13,9.824709953840246e-14,6.309487304954451e-13,2.8585668978094228e-08,7.312446138248938e-20,2.450956327235117e-43,2.473454566349541e-19,3.2354968362829734e-33,2.7317958369294652e-17,5.7555247428769565e-27,7.512877136691949e-18
2.424564559187269e-12,0.1081582643956193,0.0,0.026854600930882835,0.031075077251554797,0.31940934098487134,0.35048380857392486,0.20701206509351763,0.09201791700854921,6.105955332147887e-51,4.977775430840793e-22,7.940066690788161e-07,1.5817421532689608e-18,1.1778732517087711e-35,1.7062514106797172e-33,1.7363006100984405e-13,1.272925410130417e-22,1.1448610693207339e-19,8.195469947601073e-31,2.147229062734921e-14,1.733276026378428e-13,4.1023891808242575e-49,9.173483821400163e-10,2.4338747319011876e-32,1.982245309592375e-23,1.031680398251922e-40,7.939894166685443e-07,8.357288658623773e-37,2.785054072694401e-07,1.5759385668162344e-07,1.8340786924609526e-07,1.3300948125691335e-07,9.924810548340771e-08,6.43563084896655e-08,1.9713669601295353e-08,1.7581544241027768e-09,5.7336989898071585e-08,1.0287387214689111e-10,4.656061843414769e-09,1.077049214192126e-08,5.6532369303554143e-08,5.552454369365442e-08,4.5881610366763325e-17,3.8310626026315965e-15,2.865573815832804e-14,3.3536377615978135e-12,7.871258028372625e-12,3.025960437632098e-10,6.383005528749122e-10,3.915842918592923e-08,1.9204923829753446e-08,1.4941853556922023e-11,5.360356373237696e-13,9.849122170788802e-20,9.768794751767154e-13,9.971511736655362e-14,6.400290151724938e-13,2.8794518945179647e-08,7.57777480159594e-20,2.5596707249535123e-43,2.5231761748308114e-19,3.330479591502419e-33,2.789439956920261e-17,5.941382867563107e-27,7.737130823571743e-18
2.4418250752214327e-12,0.1081582643956193,0.0,0.02685459421747331,0.031075077031814707,0.319409338601123,0.35048380162333614,0.20701206409926745,0.09201791610384946,6.422337107040148e-51,5.085822941640368e-22,7.996590973733801e-07,1.6161839834833697e-18,1.2215621310010477e-35,1.7693945722772582e-33,1.7756346135273044e-13,1.3083382827327126e-22,1.1612196692968015e-19,8.371749928798214e-31,2.1778515726743153e-14,1.7456152349759064e-13,4.250507933507538e-49,9.238788872378275e-10,2.486225994931956e-32,2.0260534126500016e-23,1.0694524384876121e-40,7.996415954463914e-07,8.59764550461148e-37,2.7941027060329187e-07,1.585885735270319e-07,1.8491096619030841e-07,1.3390495079175514e-07,9.984485534272677e-08,6.486069695205052e-08,1.98101696505474e-08,1.7840075412692813e-09,5.774536586725249e-08,1.051012122080854e-10,4.722770094821122e-09,1.0907446083296669e-08,5.693481849158089e-08,5.59175665202714e-08,4.6644348133268826e-17,3.883312991164659e-15,2.8858584761439765e-14,3.377508091792457e-12,7.866547580885704e-12,3.0705256643309324e-10,6.46677825326518e-10,3.942987944795193e-08,1.931294785318514e-08,1.5155342135790298e-11,5.437046451754871e-13,1.0136931663944875e-19,9.88274287499326e-13,1.011946795712672e-13,6.491741727488651e-13,2.900342774181809e-08,7.850732554266548e-20,2.6723915700702635e-43,2.573502042149451e-19,3.427549777082867e-33,2.847889376052015e-17,6.1319663967007636e-27,7.966444279106009e-18
2.4590855912555963e-12,0.1081582643956193,0.0,0.02685458751322224,0.031075076812263423,0.3194093362179361,0.35048379467344776,0.20701206310640335,0.09201791520811886,6.752739397771806e-51,5.195439802426824e-22,8.053115239919796e-07,1.651127503789429e-18,1.266552543213067e-35,1.8344120393716724e-33,1.8155971252640349e-13,1.344454781272962e-22,1.1776943135228198e-19,8.550539745637812e-31,2.2086900666492808e-14,1.7579544433981107e-13,4.402874440844829e-49,9.304093908388259e-10,2.5393226230870404e-32,2.0705185428487997e-23,1.1083301719529793e-40,8.052937707380235e-07,8.843147389065401e-37,2.803061702219955e-07,1.595816325499002e-07,1.8641654879297554e-07,1.347997200473193e-07,1.0044021939047771e-07,6.536561618186961e-08,1.9906249466989877e-08,1.810057603940252e-09,5.8153744569329937e-08,1.0736062384778787e-10,4.7899520430561015e-09,1.1045067978508408e-08,5.733726759904891e-08,5.63105575749988e-08,4.741488311834483e-17,3.935876478095321e-15,2.906141499145426e-14,3.401376517694247e-12,7.861855378097315e-12,3.1154064070494307e-10,6.55112506918244e-10,3.970119090053305e-08,1.9420634306972825e-08,1.5370344912446667e-11,5.514282626134647e-13,1.0431187028765762e-19,9.997318745051474e-13,1.0268579832696856e-13,6.583842032144004e-13,2.9212395430577496e-08,8.131481829090795e-20,2.789236955638672e-43,2.624434623439223e-19,3.526738132691914e-33,2.907149688805894e-17,6.327363870101972e-27,8.200895479925164e-18
2.47634610728976e-12,0.1081582643956193,0.0,0.02685458081804074,0.031075076592900458,0.31940933383530956,0.35048378772425914,0.20701206211492196,0.09201791432126859,7.097680156535316e-51,5.306637840872114e-22,8.109639489346263e-07,1.6865764788317483e-18,1.3128739472067756e-35,1.9013459926256118e-33,1.8561941835815384e-13,1.381283356126825e-22,1.1942850020011321e-19,8.73185713932795e-31,2.2397445271997748e-14,1.7702936516451235e-13,4.559579417650359e-49,9.369398929451023e-10,2.5931698850950406e-32,2.1156460488117156e-23,1.1483380103901524e-40,8.109459425431529e-07,9.093867124723003e-37,2.811931949282507e-07,1.6057303653360187e-07,1.8792461172790298e-07,1.3569378957137203e-07,1.0103420084467998e-07,6.587106378218638e-08,2.0001912240328977e-08,1.8363047488487137e-09,5.8562126004409533e-08,1.0965233948308076e-10,4.857607607016642e-09,1.1183354929336982e-08,5.773971662595973e-08,5.670351686066585e-08,4.8193255027916986e-17,3.9887531936747454e-15,2.926422884987853e-14,3.4252430396519275e-12,7.85718132414071e-12,3.1606026410940135e-10,6.636046554256335e-10,3.997236289667862e-08,1.952798446807417e-08,1.558686188350596e-11,5.592064925597454e-13,1.0731990073812621e-19,1.011252236176366e-12,1.041884857530537e-13,6.676591065589425e-13,2.942142207374229e-08,8.420187307749268e-20,2.910327599854091e-43,2.675976361199617e-19,3.6280756323064284e-33,2.967226489746268e-17,6.527664912092245e-27,8.440563056191404e-18
2.496050536701083e-12,0.1081582643956193,0.0,0.026854573185863727,0.031075076342707533,0.3194093311160111,0.35048377979199097,0.20701206098474317,0.09201791331959223,7.509916398316361e-51,5.435528390549451e-22,8.174166976649303e-07,1.7276673625307638e-18,1.3674193272462077e-35,1.9801547036273426e-33,1.903322806897008e-13,1.4242077927189789e-22,1.2133666165843568e-19,8.941959672511967e-31,2.2754599603078488e-14,1.7843799659661452e-13,4.743893430665709e-49,9.443950458517281e-10,2.6555656970618495e-32,2.1679797039030918e-23,1.1954237384388897e-40,8.173984000806311e-07,9.386558451379626e-37,2.8219507704568145e-07,1.6170279365282816e-07,1.8964922621862646e-07,1.367135955822035e-07,1.0171059804199604e-07,6.644872044143954e-08,2.0110614144449793e-08,1.8665093109775273e-09,5.9028333434798206e-08,1.1230832496315928e-10,4.935421356098718e-09,1.134203119356256e-08,5.8199148240115886e-08,5.715207635013143e-08,4.909146737715381e-17,4.049499795854943e-15,2.9495739075386114e-14,3.4524864910312772e-12,7.851867562651952e-12,3.212583829242965e-10,6.733695273834029e-10,4.0281758789602345e-08,1.965012486150767e-08,1.5835886413641934e-11,5.681528032312042e-13,1.1083519315726818e-19,1.0244805000616625e-12,1.059180955060727e-13,6.783265429589229e-13,2.966011690764129e-08,8.759710084348048e-20,3.053910952492094e-43,2.7355636293713226e-19,3.746428583052563e-33,3.036814798057798e-17,6.762436881619226e-27,8.720643185734935e-18
2.5157549661124057e-12,0.1081582643956193,0.0,0.0268545655652621,0.031075076092758704,0.31940932839744046,0.3504837718606332,0.2070120598563575,0.09201791232924506,7.94261371704708e-51,5.56651263529158e-22,8.238694442111197e-07,1.769427486644034e-18,1.4237835526759752e-35,2.0615816543093165e-33,1.9512953412507602e-13,1.4680839606798393e-22,1.2325994632140015e-19,9.155405728224678e-31,2.3114567982335388e-14,1.798466280059082e-13,4.934120318848386e-49,9.51850196816206e-10,2.7189544604784957e-32,2.2211915565271706e-23,1.2440520120075118e-40,8.2385085307361e-07,9.686255291473625e-37,2.8318563711027055e-07,1.6283040162783573e-07,1.9137705839156724e-07,1.3773249121071103e-07,1.0238520235406475e-07,6.702705902225802e-08,2.0218781348397635e-08,1.8969710930877846e-09,5.949454442720523e-08,1.1500705869342922e-10,5.013852100530317e-09,1.150156618429813e-08,5.865857974929187e-08,5.7600594445173144e-08,5.000000433428029e-17,4.110655041567608e-15,2.9727227969188573e-14,3.479727461523697e-12,7.846577342229298e-12,3.264976103838733e-10,6.832094518930235e-10,4.059097114439747e-08,1.9771830535288343e-08,1.6086884273843096e-11,5.771702945708155e-13,1.1443870096169146e-19,1.0377905735561818e-12,1.0766281544907001e-13,6.890785234387802e-13,2.989888874511823e-08,9.110071245449612e-20,3.2033756044252784e-43,2.7959515175575874e-19,3.867669840659921e-33,3.107482790727742e-17,7.00385428550538e-27,9.007743785141257e-18
2.5354593955237285e-12,0.1081582643956193,0.0,0.026854557956107708,0.031075075843053256,0.31940932567959596,0.3504837639301851,0.20701205872976028,0.09201791135009905,8.396618088410096e-51,5.699608226221666e-22,8.303221885732119e-07,1.811862463836232e-18,1.4820126739349927e-35,2.1456927536162394e-33,2.0001208781250993e-13,1.5129245928515053e-22,1.2519835418935615e-19,9.372221700963413e-31,2.347735015008068e-14,1.8125525939240557e-13,5.130401220402394e-49,9.59305345841625e-10,2.783344013899474e-32,2.275289611113287e-23,1.2942609230909653e-40,8.30303301521672e-07,9.993068404867867e-37,2.8416500307997485e-07,1.6395586457765577e-07,1.9310810044194394e-07,1.3875047726977394e-07,1.0305801853286748e-07,6.76060759850748e-08,2.032641848934495e-08,1.9276902936432077e-09,5.996075898178826e-08,1.1774888658954093e-10,5.092899711828698e-09,1.1661955693836386e-08,5.9118011153489934e-08,5.8049071149986465e-08,5.0918925505314035e-17,4.172219202002119e-15,2.995869553352015e-14,3.5069659513463476e-12,7.841310699547494e-12,3.317779426364962e-10,6.93124513664744e-10,4.08999990104363e-08,1.989310336999359e-08,1.6339855459073222e-11,5.862589709258316e-13,1.1813198521407744e-19,1.0511824566334366e-12,1.0942266335096796e-13,6.999150479834059e-13,3.01377376774885e-08,9.471526685658221e-20,3.358914104940642e-43,2.8571435882767e-19,3.991846608217136e-33,3.179238791426736e-17,7.252055711307504e-27,9.301984968310527e-18
2.5551638249350514e-12,0.1081582643956193,0.0,0.02685455035827379,0.031075075593590497,0.3194093229624764,0.3504837560006458,0.20701205760494668,0.09201791038202774,8.872803589712228e-51,5.834832833821695e-22,8.367749307512242e-07,1.8549779109279966e-18,1.5421535464233391e-35,2.232555052604356e-33,2.0498085473231847e-13,1.558742478470131e-22,1.2715188526265317e-19,9.592433985224256e-31,2.3842945846652914e-14,1.8266389075611878e-13,5.3328795018140145e-49,9.667604929310657e-10,2.848742195878576e-32,2.330281888792973e-23,1.346089205166829e-40,8.367557454244036e-07,1.0307109415719645e-36,2.8513330146655567e-07,1.6507918661355208e-07,1.9484234460676964e-07,1.3976755457154073e-07,1.0372905131778708e-07,6.818576779957773e-08,2.0433530166544695e-08,1.9586671093544376e-09,6.042697709870514e-08,1.2053415461230866e-10,5.17256405875152e-09,1.1823195550901918e-08,5.95774424527123e-08,5.849750646876205e-08,5.1848290682212187e-17,4.2341925766815255e-15,3.01901417706123e-14,3.5342019608578845e-12,7.83606761941384e-12,3.370993758826625e-10,7.031147969684542e-10,4.120884144130964e-08,2.0013945239413537e-08,1.6594799964296105e-11,5.954188366434969e-13,1.219166235996738e-19,1.0646561492669437e-12,1.1119765688814628e-13,7.108361165776937e-13,3.0376663795590767e-08,9.844336220443993e-20,3.520723754656434e-43,2.919143380639986e-19,4.1190064879825726e-33,3.2520911239337527e-17,7.507181635761531e-27,9.603487965075602e-18
2.574868254346374e-12,0.1081582643956193,0.0,0.02685454277163504,0.03107507534436972,0.31940932024608043,0.3504837480720145,0.20701205648191198,0.09201790942490602,9.372073109762523e-51,5.972204147928394e-22,8.432276707451745e-07,1.898779448874281e-18,1.6042538384278322e-35,2.3222367555877073e-33,2.1003675169313534e-13,1.6055504627933947e-22,1.291205395416412e-19,9.816068975502049e-31,2.4211354812416905e-14,1.8407252209705996e-13,5.541700775304455e-49,9.742156380876033e-10,2.915156844968896e-32,2.3861764273979615e-23,1.3995762391587874e-40,8.432081847813945e-07,1.0628490812377742e-36,2.860906573519235e-07,1.6620037183903557e-07,1.965797831645454e-07,1.4078372392743006e-07,1.0439830543564155e-07,6.876613094468636e-08,2.054012094162879e-08,1.989901735184205e-09,6.08931987781139e-08,1.2336320876588417e-10,5.252845007307287e-09,1.198528162035446e-08,6.00368736469612e-08,5.894590040568583e-08,5.2788159840416115e-17,4.296575493339587e-15,3.042156668269381e-14,3.5614354903845852e-12,7.830848032376318e-12,3.4246190637756765e-10,7.131803856348403e-10,4.151749749481433e-08,2.0134358010573094e-08,1.6851717784475576e-11,6.046498960710494e-13,1.2579421049559071e-19,1.078211651430226e-12,1.1298781364468523e-13,7.218417292065376e-13,3.061566718978826e-08,1.0228763612960973e-19,3.689006685234524e-43,2.9819544106895175e-19,4.2491974817041236e-33,3.3260481121273594e-17,7.76937443737215e-27,9.912375122733246e-18
2.594572683757697e-12,0.1081582643956193,0.0,0.0268545351960675,0.03107507509539024,0.31940931753040647,0.3504837401442905,0.20701205536065156,0.09201790847861029,9.895359070820459e-51,6.1117398777286865e-22,8.496804085550795e-07,1.9432727027427603e-18,1.668362039065658e-35,2.4148072313135964e-33,2.1518069932815594e-13,1.6533614467374068e-22,1.3110431702667043e-19,1.0043153066290395e-30,2.458257678776371e-14,1.8548115341524118e-13,5.757012916282505e-49,9.81670781314303e-10,2.982595799722825e-32,2.4429812814581778e-23,1.4547620594141975e-40,8.496606195922382e-07,1.0957325947279513e-36,2.8703719440430195e-07,1.673194243498789e-07,1.983204084349547e-07,1.4179898614813094e-07,1.0506578560071725e-07,6.934716190859146e-08,2.064619533890421e-08,2.0213943643524893e-09,6.135942402017275e-08,1.2623639509593513e-10,5.333742420765751e-09,1.2148209802894315e-08,6.049630473623885e-08,5.9394252964939096e-08,5.373859313657482e-17,4.359368307195827e-15,3.065297027199084e-14,3.588666540151862e-12,7.82565187463612e-12,3.4786553037126105e-10,7.233213630565328e-10,4.182596623294056e-08,2.0254343543754002e-08,1.71106089145755e-11,6.139521535557198e-13,1.2976635704003112e-19,1.0918489630968113e-12,1.1479315111260746e-13,7.329318858548336e-13,3.085474794996999e-08,1.0625076600777711e-19,3.86396993984227e-43,3.045580171013233e-19,4.3824679909368207e-33,3.401118079977007e-17,8.038778409001903e-27,1.0228769907550005e-17
2.61427711316902e-12,0.1081582643956193,0.0,0.026854527631448626,0.031075074846651354,0.3194093148154533,0.35048373221747287,0.20701205424116062,0.09201790754301822,1.0443624163104472e-50,6.253457751754614e-22,8.561331441809573e-07,1.9884633016922937e-18,1.7345274662465084e-35,2.5103370241681246e-33,2.2041362209139564e-13,1.70218838650911e-22,1.3310321771809134e-19,1.0273712652081648e-30,2.4956611513110637e-14,1.868897847106745e-13,5.97896608079718e-49,9.89125922614225e-10,3.051066898692054e-32,2.5007045221997423e-23,1.5116873596962144e-40,8.561130498565326e-07,1.1293729036847993e-36,2.8797303489420935e-07,1.6843634823413092e-07,2.000642127785617e-07,1.4281334204360385e-07,1.057314965148023e-07,6.992885718875874e-08,2.0751757845647008e-08,2.0531451883416666e-09,6.182565282504005e-08,1.291540596878308e-10,5.4152561596683176e-09,1.2311976034770115e-08,6.095573572054747e-08,5.984256415069847e-08,5.4699650906495574e-17,4.422571400584828e-15,3.0884352540726906e-14,3.615895110386681e-12,7.820479112293197e-12,3.533102440842968e-10,7.335378121892597e-10,4.2134246721859455e-08,2.0373903692516806e-08,1.7371473349559762e-11,6.233256134447314e-13,1.3383469120144958e-19,1.1055680842402315e-12,1.1661368669212058e-13,7.441065865074788e-13,3.109390616555207e-08,1.1033546922517152e-19,4.045825554325443e-43,3.110024130748832e-19,4.518866817358286e-33,3.4773093515343537e-17,8.315539770459773e-27,1.0552796906242653e-17
2.6339815425803427e-12,0.1081582643956193,0.0,0.026854520077657203,0.031075074598152373,0.31940931210121953,0.35048372429156077,0.2070120531234345,0.09201790661800897,1.1017862092136932e-50,6.397375517877794e-22,8.625858776228247e-07,2.034356878951449e-18,1.8028002746533362e-35,2.6088978654121176e-33,2.257364482539609e-13,1.7520442932359338e-22,1.351172416162546e-19,1.0507774127366941e-30,2.5333458728901137e-14,1.8829841598337187e-13,6.207712722990375e-49,9.965810619904206e-10,3.1205779804275783e-32,2.559354237542964e-23,1.5703934991906514e-40,8.625654755738783e-07,1.1637815161388994e-36,2.88898299710256e-07,1.695511475721315e-07,2.0181118859651027e-07,1.438267924230813e-07,1.0639544286721955e-07,7.051121329188449e-08,2.085681291239385e-08,2.0851543969016897e-09,6.229188519287436e-08,1.3211654866483347e-10,5.497386081838432e-09,1.2476576287488937e-08,6.14151665998893e-08,6.0290833967136e-08,5.567139366319283e-17,4.486185183065117e-15,3.1115713491122926e-14,3.6431212013810364e-12,7.815329717298084e-12,3.5879604373171845e-10,7.438298155530012e-10,4.244233803191055e-08,2.0493040303722748e-08,1.7634311084392267e-11,6.327702800853006e-13,1.380008578476428e-19,1.1193690148340237e-12,1.1844943769186023e-13,7.553658311493722e-13,3.133314192547892e-08,1.1454450344404154e-19,4.234790639103815e-43,3.175289736121715e-19,4.658443163082104e-33,3.554630250924593e-17,8.599806681089177e-27,1.0884581827432898e-17
2.6536859719916656e-12,0.1081582643956193,0.0,0.026854512534573403,0.031075074349892623,0.31940930938770373,0.35048371636655357,0.20701205200746847,0.09201790570346301,1.1619098338919804e-50,6.543510943303398e-22,8.690386088806994e-07,2.0809590717970774e-18,1.873231463741352e-35,2.710562684447036e-33,2.311501099003334e-13,1.8029422326031255e-22,1.371463887215112e-19,1.0745363886636143e-30,2.5713118175604848e-14,1.8970704723334535e-13,6.4434076125494975e-49,1.0040361994459354e-09,3.191136883479689e-32,2.618938532100343e-23,1.630922508527419e-40,8.690178967438802e-07,1.1989700264988258e-36,2.8981310837476223e-07,1.7066382643652576e-07,2.0356132833022678e-07,1.448393380950685e-07,1.0705762933485991e-07,7.10942267338527e-08,2.096136495323145e-08,2.117422178055226e-09,6.275812112383444e-08,1.351242081862964e-10,5.580132042391933e-09,1.2642006567528635e-08,6.187459737426652e-08,6.073906241841917e-08,5.665388209485674e-17,4.55021009150542e-15,3.1347053125397254e-14,3.670344813438533e-12,7.810203644923494e-12,3.6432292554563914e-10,7.541974552331387e-10,4.275023923758942e-08,2.061175521755556e-08,1.789912211403697e-11,6.42286157824637e-13,1.4226651881476989e-19,1.1332517548517306e-12,1.2030042132913228e-13,7.667096197654136e-13,3.157245531822461e-08,1.1888066686721106e-19,4.431087461796767e-43,3.241380410982829e-19,4.801246630969155e-33,3.6330891023378316e-17,8.891729252355402e-27,1.122425150307649e-17
