Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88)
1.246470510592431e-11,0.054791484931128634,0.0,0.013601936718048435,0.031075110263184432,0.31940882828821543,0.3504842784962335,0.2070118103128334,0.09201739118321399,0.0,2.233679029684697e-37,9.647267798577678e-13,5.784762228711897e-36,0.0,3.9154089305635077e-75,3.794840336391522e-14,1.2608700062738282e-62,1.4850536951490843e-37,1.0346893253629506e-55,1.489289999609428e-44,8.045196930156365e-27,1.4498277759550811e-89,7.451431178953733e-22,1.255693735917299e-60,5.429564877479093e-60,6.024079980218389e-89,9.646773991375951e-13,2.0217318774045114e-71,8.043565737578602e-07,6.464154706873441e-07,2.0753499576458736e-07,5.136423414484316e-07,4.098673818590422e-07,2.068111845460909e-07,9.183445884923323e-13,3.614843911425103e-10,3.781113200612261e-17
1.2542798344331686e-11,0.054791484931128634,0.0,0.01360192286521902,0.031075110263184432,0.31940882294231393,0.35048427527992554,0.20701180784209794,0.09201738966690529,0.0,2.2759255908630985e-37,9.707709327066552e-13,5.894881074003744e-36,0.0,4.0903829126198053e-75,3.866706426526436e-14,1.3008651420679686e-62,1.503720122109181e-37,1.0542588604981532e-55,1.517457234452198e-44,8.095601240465297e-27,1.495817358285241e-89,7.499410724372684e-22,1.2794432247692855e-60,5.601791983140324e-60,6.292961256192677e-89,9.707209313129888e-13,2.0728763560392074e-71,8.058728767616443e-07,6.504623366369988e-07,2.0883857758119773e-07,5.168586433493479e-07,4.1233811733357555e-07,2.0810567814384178e-07,9.240315377705668e-13,3.6602637583121597e-10,3.828638764833506e-17
1.2620891582739062e-11,0.054791484931128634,0.0,0.013601909032929693,0.031075110263184432,0.31940881759643575,0.35048427206363886,0.2070118053725409,0.09201738816995551,0.0,2.318701506791811e-37,9.768150855000773e-13,6.006397503695211e-36,0.0,4.2720168217057517e-75,3.939475338463835e-14,1.3418688174383809e-62,1.5225031313914511e-37,1.0740736043209255e-55,1.5459773991174478e-44,8.146005550172777e-27,1.5429666642736927e-89,7.547406425559767e-22,1.3034902976420884e-60,5.778362057444653e-60,6.572064457661098e-89,9.767644595568077e-13,2.1249851241923808e-71,8.073698208541375e-07,6.545091655758738e-07,2.1014220133598747e-07,5.200749240064181e-07,4.1480767433132194e-07,2.0940015702677934e-07,9.29717251661545e-13,3.705966966626498e-10,3.8764611347925984e-17
1.2698984821146439e-11,0.054791484931128634,0.0,0.013601895220932839,0.031075110263184432,0.319408812250581,0.35048426884737344,0.20701180290416182,0.09201738669211763,0.0,2.3620100733011284e-37,9.828592382380342e-13,6.11932055182676e-36,0.0,4.460520574553157e-75,4.013152737063931e-14,1.3838999869060657e-62,1.541402722992934e-37,1.094135083530822e-55,1.574852690819752e-44,8.196409859279084e-27,1.5912974905757955e-89,7.595418283025309e-22,1.3278368073305126e-60,5.959356722084734e-60,6.861711386884368e-89,9.828079838690576e-13,2.1780702271933116e-71,8.088476530586512e-07,6.585559575109836e-07,2.114458670313831e-07,5.232911834245928e-07,4.1727605341709175e-07,2.106946211981966e-07,9.354017227088761e-13,3.7519535326390816e-10,3.9245803102865235e-17
1.2777078059553815e-11,0.054791484931128634,0.0,0.013601881428984013,0.031075110263184432,0.3194088069047496,0.35048426563112917,0.2070118004369601,0.09201738523314774,0.0,2.405854586221254e-37,9.889033909205264e-13,6.233659256562809e-36,0.0,4.656109347979213e-75,4.0877442877324264e-14,1.4269778409972377e-62,1.5604188969106812e-37,1.1144448248273426e-55,1.6040853067714998e-44,8.246814167784511e-27,1.6408319052592484e-89,7.643446297279659e-22,1.3524846066292966e-60,6.144858615031035e-60,7.16223190020849e-89,9.888515042497422e-13,2.2321437851422995e-71,8.103066172464461e-07,6.626027124492694e-07,2.1274957466976445e-07,5.265074216087644e-07,4.1974325515537795e-07,2.1198907066133982e-07,9.41084943458867e-13,3.7982234526220353e-10,3.972996291112262e-17
1.2855171297961191e-11,0.054791484931128634,0.0,0.013601867656841873,0.031075110263184432,0.3194088015589416,0.3504842624149062,0.2070117979709351,0.09201738379280512,0.0,2.4502383413822986e-37,9.949475435475543e-13,6.3494226601919e-36,0.0,4.859003677127029e-75,4.163255656420547e-14,1.4711218077033116e-62,1.5795516531417582e-37,1.1350043549099349e-55,1.6336774441829013e-44,8.297218475689342e-27,1.691592249483476e-89,7.691490468833205e-22,1.3774355483331153e-60,6.334951396818712e-60,7.473964058309099e-89,9.948950206988665e-13,2.2872179929107495e-71,8.11746954176952e-07,6.666494303975994e-07,2.1405332425346524e-07,5.297236385637674e-07,4.222092801103577e-07,2.132835054194087e-07,9.46766906460546e-13,3.84477672284863e-10,4.021709077066797e-17
1.2933264536368568e-11,0.054791484931128634,0.0,0.01360185390426815,0.031075110263184432,0.31940879621315693,0.35048425919870435,0.20701179550608637,0.09201738237085208,0.0,2.4951646346142833e-37,1.0009916961191177e-12,6.466619809126878e-36,0.0,5.069429554921804e-75,4.2396925096250635e-14,1.516351553940891e-62,1.5988009916832436e-37,1.1558152004779932e-55,1.6636313002619825e-44,8.347622782993865e-27,1.7436011391790155e-89,7.739550798196356e-22,1.402691485236577e-60,6.52971975683447e-60,7.797254278292724e-89,1.000938533216435e-12,2.3433051201412814e-71,8.131689015374768e-07,6.706961113627709e-07,2.153571157847734e-07,5.329398342943806e-07,4.246741288458924e-07,2.1457792547555722e-07,9.52447604265684e-13,3.891613339593261e-10,4.0707186679471156e-17
1.3011357774775944e-11,0.054791484931128634,0.0,0.013601840171027611,0.031075110263184432,0.31940879086739554,0.35048425598252386,0.2070117930424133,0.09201738096705396,0.0,2.5406367617471397e-37,1.007035848635218e-12,6.585259753905065e-36,0.0,5.287618532750052e-75,4.317060514388321e-14,1.562686987011745e-62,1.618166912532228e-37,1.1768788882308595e-55,1.6939490722145875e-44,8.398027089698366e-27,1.7968814667269012e-89,7.787627285879555e-22,1.428254270134226e-60,6.729249419603388e-60,8.132457487666333e-89,1.0069820418024521e-12,2.4004175112478154e-71,8.145726939824051e-07,6.747427553515102e-07,2.1666094926593217e-07,5.361560088053251e-07,4.2713780192552883e-07,2.1587233083289408e-07,9.581270294288189e-13,3.938733299131432e-10,4.120025063550201e-17
1.308945101318332e-11,0.054791484931128634,0.0,0.01360182645688802,0.031075110263184432,0.3194087855216575,0.3504842527663645,0.2070117905799153,0.09201737958117912,0.0,2.5866580186107054e-37,1.0130800010958547e-12,6.705351549188433e-36,0.0,5.513807822369405e-75,4.395365338298255e-14,1.6101482560627887e-62,1.6376494156858154e-37,1.1981969448678207e-55,1.7246329572443783e-44,8.448431395803128e-27,1.851456402638049e-89,7.835719932393269e-22,1.454125755820542e-60,6.933627151075736e-60,8.479937280186565e-89,1.013025546456923e-12,2.458567585415675e-71,8.159585631719004e-07,6.787893623704742e-07,2.1796482469913994e-07,5.393721621012681e-07,4.296002999124997e-07,2.1716672149448343e-07,9.638051745072772e-13,3.986136597739729e-10,4.169628263673036e-17
1.3167544251590696e-11,0.054791484931128634,0.0,0.013601812761620084,0.031075110263184432,0.3194087801759428,0.3504842495502264,0.20701178811859186,0.09201737821299878,0.0,2.633231701034731e-37,1.0191241535010286e-12,6.826904253763772e-36,0.0,5.748240399056427e-75,4.474612649488427e-14,1.658755753546052e-62,1.65724850114112e-37,1.219770897088112e-55,1.7556851525528342e-44,8.498835701308438e-27,1.907349397232639e-89,7.883828738247997e-22,1.480307795089939e-60,7.142940764913781e-60,8.840066073600111e-89,1.0190690471798514e-12,2.517767836601682e-71,8.173267378101113e-07,6.828359324262509e-07,2.1926874208655157e-07,5.425882941868215e-07,4.3206162336972456e-07,2.184610974633452e-07,9.694820320611952e-13,4.0338232316958085e-10,4.219528268112608e-17
1.3245637489998073e-11,0.054791484931128634,0.0,0.013601799084997446,0.031075110263184432,0.31940877483025143,0.35048424633410946,0.2070117856584424,0.09201737686228723,0.0,2.6803611048488736e-37,1.0251683058507395e-12,6.94992693054287e-36,0.0,5.991165105999928e-75,4.554808116638036e-14,1.708530116678653e-62,1.67696416889527e-37,1.2416022715909164e-55,1.7871078553392527e-44,8.549240006214584e-27,1.964584182319506e-89,7.931953703954263e-22,1.506802240736767e-60,7.357279128778559e-60,9.213225269286528e-89,1.0251125439712427e-12,2.578030833534255e-71,8.186774436828897e-07,6.868824655253601e-07,2.205727014302784e-07,5.458044050665431e-07,4.345217728598105e-07,2.1975545874245582e-07,9.751575946535434e-13,4.0817931972783773e-10,4.269725076665901e-17
1.3323730728405449e-11,0.054791484931128634,0.0,0.013601785426796626,0.031075110263184432,0.31940876948458335,0.35048424311801374,0.20701178319946628,0.09201737552882154,0.0,2.7280495258827014e-37,1.0312124581449886e-12,7.07442864656269e-36,0.0,6.242836759947264e-75,4.635957408971953e-14,1.75949222890276e-62,1.696796418945403e-37,1.2636925950753619e-55,1.8189032628007496e-44,8.599644310521855e-27,2.023184772875522e-89,7.980094830022617e-22,1.5336109455553104e-60,7.576732170616644e-60,9.599805413815014e-89,1.0311560368311012e-12,2.6393692197135027e-71,8.200109036950296e-07,6.90928961674255e-07,2.2187670273238916e-07,5.490204947449382e-07,4.3698074894505245e-07,2.2104980533474895e-07,9.808318548501485e-13,4.13004649076717e-10,4.3202186891299005e-17
1.3401823966812825e-11,0.054791484931128634,0.0,0.01360177178679698,0.031075110263184432,0.3194087641389386,0.3504842399019392,0.20701178074166304,0.09201737421238167,0.0,2.776300259965692e-37,1.0372566103837754e-12,7.200418472985536e-36,0.0,6.50351625811107e-75,4.718066196260732e-14,1.8116632213455533e-62,1.7167452512886675e-37,1.2860433942405253e-55,1.8510735721322582e-44,8.65004861423053e-27,2.0831754687249752e-89,8.0282521169636355e-22,1.560735762339789e-60,7.801390884946896e-60,1.0000206362426462e-88,1.0371995257594318e-12,2.701795713411322e-71,8.213273379070309e-07,6.949754208793225e-07,2.2318074599491012e-07,5.522365632264585e-07,4.3943855218743464e-07,2.223441372431156e-07,9.865048052197145e-13,4.1785831084429365e-10,4.3710091053015924e-17
1.3479917205220202e-11,0.054791484931128634,0.0,0.013601758164780679,0.031075110263184432,0.31940875879331715,0.3504842366858859,0.2070117782850321,0.09201737291275032,0.0,2.8251166029272307e-37,1.0433007625671012e-12,7.327905485099226e-36,0.0,6.773470686343926e-75,4.8011401488206415e-14,1.8650644742791824e-62,1.736810665922225e-37,1.3086561957854293e-55,1.8836209805265292e-44,8.700452917340899e-27,2.1445808562189638e-89,8.0764255652879205e-22,1.588178543884359e-60,8.031347339147173e-60,1.0414837444452249e-88,1.0432430107562389e-12,2.7653231076714986e-71,8.226269635713898e-07,6.990218431468838e-07,2.2448483121982616e-07,5.554526105155046e-07,4.418951831486307e-07,2.2363845447040495e-07,9.92176438333845e-13,4.2274030465874224e-10,4.4220963249779626e-17
1.3558010443627578e-11,0.054791484931128634,0.0,0.01360174456053267,0.031075110263184432,0.31940875344771885,0.3504842334698538,0.20701177582957286,0.09201737162971306,0.0,2.8745018505966127e-37,1.0493449146949654e-12,7.456898762317277e-36,0.0,7.052973428588401e-75,4.8851849375136773e-14,1.9197176185807186e-62,1.756992662843245e-37,1.3315325264090445e-55,1.916547685174131e-44,8.750857219853245e-27,2.2074258099147722e-89,8.124615175506099e-22,1.6159411429831103e-60,8.266694679741048e-60,1.08441176306811e-88,1.0492864918215266e-12,2.8299642703097968e-71,8.239099951684324e-07,7.030682284831959e-07,2.2578895840908072e-07,5.586686366164256e-07,4.4435064239000455e-07,2.2493275701942486e-07,9.978467467670673e-13,4.276506301483352e-10,4.473480347955999e-17
1.3636103682034954e-11,0.054791484931128634,0.0,0.013601730973840629,0.031075110263184432,0.319408748102144,0.3504842302538428,0.20701177337528476,0.09201737036305814,0.0,2.9244592988030427e-37,1.0553890667673691e-12,7.587407388179065e-36,0.0,7.342304277609979e-75,4.97020623374759e-14,1.975644537192106e-62,1.7772912420489085e-37,1.3546739128102882e-55,1.9498558832634517e-44,8.801261521767853e-27,2.271735494255263e-89,8.172820948128822e-22,1.644025412430069e-60,8.507527138684513e-60,1.1288475702685508e-88,1.0553299689553002e-12,2.8957321439140617e-71,8.251766444416862e-07,7.071145768944518e-07,2.2709312756457683e-07,5.618846415335198e-07,4.468049304726112e-07,2.262270448929425e-07,1.0035157230968538e-12,4.3258928694144095e-10,4.525161174032687e-17
1.371419692044233e-11,0.054791484931128634,0.0,0.013601717404494945,0.031075110263184432,0.3194087427565923,0.35048422703785304,0.20701177092216727,0.09201736911257645,0.0,2.9749922433756357e-37,1.0614332187843125e-12,7.719440450350013e-36,0.0,7.641749547020316e-75,5.0562097094759e-14,2.0328673665801046e-62,1.7977064035364065e-37,1.3780818816880245e-55,1.983547771980696e-44,8.85166582308501e-27,2.3375353652482515e-89,8.221042883666765e-22,1.672433205019197e-60,8.753940039652622e-60,1.174835042411903e-88,1.0613734421575641e-12,2.9626397458443124e-71,8.264271204328029e-07,7.11160888386782e-07,2.283973386881773e-07,5.651006252710357e-07,4.492580479571972e-07,2.2752131809368455e-07,1.0091833599036415e-12,4.375562746665223e-10,4.577138803005013e-17
1.3792290158849707e-11,0.054791484931128634,0.0,0.013601703852288665,0.031075110263184432,0.3194087374110639,0.3504842238218844,0.20701176847021982,0.09201736787806171,0.0,3.0261039801434148e-37,1.0674773707457955e-12,7.853007040621747e-36,0.0,7.951602184598305e-75,5.1432010371979243e-14,2.0914084981962325e-62,1.818238147302939e-37,1.4017579597410662e-55,2.017625548509886e-44,8.902070123805e-27,2.4048511721459e-89,8.269280982630626e-22,1.7011663735443907e-60,9.006029804326173e-60,1.2224190713995952e-88,1.0674169114283226e-12,3.030700168232843e-71,8.276616295160343e-07,7.152071629662544e-07,2.2970159178170527e-07,5.683165878331727e-07,4.517099954042016e-07,2.28815576624338e-07,1.0148496497708581e-12,4.425515929521352e-10,4.6294132346699666e-17
1.3870383397257083e-11,0.054791484931128634,0.0,0.013601690317017473,0.031075110263184432,0.31940873206555875,0.3504842206059369,0.20701176601944185,0.09201736665931012,0.0,3.0777978049353127e-37,1.073521522651819e-12,7.988116254912287e-36,0.0,8.272161886916439e-75,5.231185889958787e-14,2.1512905799367032e-62,1.8388864733457155e-37,1.4257036736681719e-55,2.0520914100328636e-44,8.952474423928109e-27,2.4737089591240935e-89,8.31753524553113e-22,1.7302267707994835e-60,9.263893958678332e-60,1.2716455821964624e-88,1.0734603767675807e-12,3.099926577984316e-71,8.288803754322683e-07,7.192534006388762e-07,2.31005886846945e-07,5.715325292240811e-07,4.541607733737561e-07,2.301098204875505e-07,1.020514585284941e-12,4.475752414269262e-10,4.681984468824532e-17
1.394847663566446e-11,0.054791484931128634,0.0,0.013601676798479656,0.031075110263184432,0.31940872672007675,0.3504842173900106,0.2070117635698328,0.09201736545612058,0.0,3.1300770135801717e-37,1.0795656745023836e-12,8.124777193266213e-36,0.0,8.603735215279936e-75,5.320169941349445e-14,2.2125365176023593e-62,1.8596513816619552e-37,1.4499205501680477e-55,2.086947553729288e-44,9.002878723454617e-27,2.544135066961829e-89,8.365805672879017e-22,1.7596162495782427e-60,9.527631139261245e-60,1.3225615505585928e-88,1.0795038381753429e-12,3.1703322167758572e-71,8.30083559322632e-07,7.232996014105935e-07,2.3231022388564183e-07,5.747484494478636e-07,4.566103824256865e-07,2.3140404968593092e-07,1.0261781590353618e-12,4.526272197196321e-10,4.7348525052657004e-17
1.4026569874071836e-11,0.054791484931128634,0.0,0.013601663296476068,0.031075110263184432,0.31940872137461807,0.3504842141741056,0.20701176112139213,0.09201736426829447,0.0,3.182944901906742e-37,1.0856098262974887e-12,8.262998959854839e-36,0.0,8.946635712986066e-75,5.410158865506704e-14,2.2751694763586015e-62,1.8805328722488853e-37,1.4744101159393478e-55,2.122196176776636e-44,9.053283022384815e-27,2.616156134720594e-89,8.41409226518506e-22,1.7893366626743713e-60,9.797341099492657e-60,1.3752150209628315e-88,1.0855472956516137e-12,3.2419304010571588e-71,8.312713797616643e-07,7.273457652872928e-07,2.3361460289950317e-07,5.779643485085747e-07,4.590588231195126e-07,2.3269826422205e-07,1.0318403636146458e-12,4.5770752745907696e-10,4.788017343790458e-17
1.4104663112479212e-11,0.054791484931128634,0.0,0.013601649810810091,0.031075110263184432,0.31940871602918247,0.35048421095822163,0.20701175867411922,0.09201736309563578,0.0,3.236404765743685e-37,1.0916539780371356e-12,8.402790662976383e-36,0.0,9.301184023911216e-75,5.501158337113234e-14,2.3392128821953143e-62,1.901530945103742e-37,1.499173897680673e-55,2.157839476350203e-44,9.103687320718984e-27,2.6897991014237578e-89,8.462395022960041e-22,1.8193898628815095e-60,1.0073124715942477e-59,1.429655124739072e-88,1.0915907491963975e-12,3.3147345220505697e-71,8.324440327900655e-07,7.313918922748022e-07,2.3491902389019885e-07,5.811802264102232e-07,4.615060960144494e-07,2.339924640984405e-07,1.0375011916183964e-12,4.6281616427417206e-10,4.8414789841957955e-17
1.4182756350886589e-11,0.054791484931128634,0.0,0.013601636341287613,0.031075110263184432,0.31940871068377025,0.35048420774235883,0.20701175622801357,0.09201736193795097,0.0,3.290459900919571e-37,1.0976981297213238e-12,8.544161415056153e-36,0.0,9.66770801243312e-75,5.593174031397593e-14,2.404690423386787e-62,1.9226456002237706e-37,1.524213422090572e-55,2.1938796496231023e-44,9.154091618457409e-27,2.7650912077359455e-89,8.510713946714774e-22,1.8497777029932316e-60,1.035508399461935e-59,1.4859320984064816e-88,1.0976341988096993e-12,3.388758045751197e-71,8.336017119470307e-07,7.354379823788903e-07,2.3622348685936138e-07,5.843960831567703e-07,4.6395220166940724e-07,2.352866493175979e-07,1.0431606356453136e-12,4.679531297939128e-10,4.895237426278699e-17
1.4260849589293965e-11,0.054791484931128634,0.0,0.013601622887716994,0.031075110263184432,0.31940870533838117,0.3504842045265172,0.2070117537830746,0.09201736079504896,0.0,3.345113603262879e-37,1.1037422813500547e-12,8.687120332646704e-36,0.0,1.0046542884695762e-74,5.686211624134241e-14,2.4716260519516343e-62,1.943876837606223e-37,1.5495302158675401e-55,2.2303188937662656e-44,9.204495915600374e-27,2.8420599976424272e-89,8.559049036960085e-22,1.880502035803049e-60,1.06433220772572e-59,1.544097302214801e-88,1.1036776444915234e-12,3.464014512927e-71,8.347446083021678e-07,7.394840356052695e-07,2.3752799180858676e-07,5.876119187521326e-07,4.663971406429928e-07,2.3658081988198086e-07,1.04881868829722e-12,4.73118423647379e-10,4.94929266983616e-17
1.4338942827701341e-11,0.054791484931128634,0.0,0.01360160944990904,0.031075110263184432,0.3194086999930153,0.3504842013106967,0.20701175133930175,0.09201735966674113,0.0,3.400369168601997e-37,1.109786432923328e-12,8.831676536428027e-36,0.0,1.0438031311224328e-74,5.780276791643548e-14,2.5400439851127042e-62,1.9652246572483603e-37,1.5751258057100214e-55,2.2671594059484423e-44,9.254900212148163e-27,2.9207333201285016e-89,8.607400294206826e-22,1.9115647141044075e-60,1.0937943247601765e-59,1.6042032388918567e-88,1.1097210862418747e-12,3.5405175391188865e-71,8.358729104870114e-07,7.435300519595946e-07,2.388325387394346e-07,5.908277332001808e-07,4.688409134935097e-07,2.3787497579401177e-07,1.054475342179079e-12,4.783120454637316e-10,5.0036447146651655e-17
1.4417036066108717e-11,0.054791484931128634,0.0,0.013601596027676943,0.031075110263184432,0.31940869464767263,0.35048419809489734,0.20701174889669446,0.09201735855284125,0.0,3.456229892765224e-37,1.1158305844411443e-12,8.977839151207717e-36,0.0,1.0842523550897867e-74,5.875375210791826e-14,2.609968706756993e-62,1.9866890591474516e-37,1.6010017183164061e-55,2.3044033833362016e-44,9.305304508101058e-27,3.0011393308588754e-89,8.65576771896587e-22,1.942967590690689e-60,1.1239052937697096e-59,1.6663035725984268e-88,1.1157645240607573e-12,3.618280814640813e-71,8.369868047261314e-07,7.475760314474649e-07,2.401371276534288e-07,5.940435265047419e-07,4.7128352077895885e-07,2.3916911705607693e-07,1.060130589899019e-12,4.835339948722118e-10,5.0582935605627076e-17
1.4495129304516094e-11,0.054791484931128634,0.0,0.013601582620836286,0.031075110263184432,0.31940868930235305,0.35048419487911914,0.2070117464552522,0.09201735745316544,0.0,3.5126990715807664e-37,1.1218747359035035e-12,9.125617305921138e-36,0.0,1.1260377576286934e-74,5.971512558991336e-14,2.6814249688955515e-62,2.008270043300771e-37,1.6271594803850327e-55,2.342053023093928e-44,9.355708803459347e-27,3.0833064938570493e-89,8.704151311748103e-22,1.9747125183552117e-60,1.1546757734172062e-59,1.7304531480916007e-88,1.1218079579481758e-12,3.697318104579876e-71,8.380864748678465e-07,7.516219740744236e-07,2.41441758552058e-07,5.972592986695986e-07,4.7372496305703934e-07,2.404632436705272e-07,1.0657844240683542e-12,4.88784271502141e-10,5.1132392073257736e-17
1.4573222542923472e-11,0.054791484931128634,0.0,0.013601569229205001,0.031075110263184432,0.31940868395705674,0.3504841916633621,0.20701174401497438,0.09201735636753224,0.0,3.5697800008767413e-37,1.1279188873104065e-12,9.275020133631616e-36,0.0,1.1691959200363803e-74,6.068694514200303e-14,2.7544377931233787e-62,2.0299676097056034e-37,1.653600618614187e-55,2.3801105223838283e-44,9.406113098223307e-27,3.167263583184699e-89,8.75255107306443e-22,2.0068013498912294e-60,1.1861165384526813e-59,1.7967080100977706e-88,1.1278513879041354e-12,3.777643248796417e-71,8.391721024145471e-07,7.5566787984596e-07,2.42746431436776e-07,6.004750496984899e-07,4.761652408851491e-07,2.4175735563967865e-07,1.071436837301605e-12,4.940628749829173e-10,5.168481654751357e-17
1.465131578133085e-11,0.054791484931128634,0.0,0.013601555852603331,0.031075110263184432,0.31940867861178346,0.3504841884476262,0.20701174157586041,0.09201735529576247,0.0,3.6274759764811733e-37,1.1339630386618534e-12,9.426056771530593e-36,0.0,1.213764220459271e-74,6.166926754922931e-14,2.829032472079331e-62,2.051781758359237e-37,1.6803266597021033e-55,2.4185780783659235e-44,9.456517392393229e-27,3.253039684621058e-89,8.80096700342579e-22,2.039235938091932e-60,1.218238480341925e-59,1.8651254228964006e-88,1.1338948139286404e-12,3.85927016192411e-71,8.402438665526275e-07,7.597137487675093e-07,2.4405114630900216e-07,6.036907795951121e-07,4.786043548203851e-07,2.4305145296581245e-07,1.0770878222165227e-12,4.993698049440157e-10,5.224020902636447e-17
1.4729409019738228e-11,0.054791484931128634,0.0,0.013601542490853807,0.031075110263184432,0.3194086732665335,0.3504841852319113,0.20701173913790982,0.09201735423767919,0.0,3.685790294221999e-37,1.1400071899578447e-12,9.578736360937815e-36,0.0,1.2597808468407578e-74,6.266214960209428e-14,2.9052345709060075e-62,2.07371248925897e-37,1.707339130346961e-55,2.457457888198056e-44,9.506921685969393e-27,3.3406641973423045e-89,8.849399103343115e-22,2.0720181357504446e-60,1.2510526078951435e-59,1.935763890115707e-88,1.1399382360216952e-12,3.9422128333700624e-71,8.413019441820393e-07,7.637595808444533e-07,2.453559031701219e-07,6.069064883631196e-07,4.810423054195443e-07,2.44345535651176e-07,1.0827373714341082e-12,5.047050610149857e-10,5.2798569507780323e-17
1.4807502258145605e-11,0.054791484931128634,0.0,0.013601529143781212,0.031075110263184432,0.3194086679213066,0.35048418201621767,0.20701173670112202,0.09201735319310779,0.0,3.7447262499270622e-37,1.1460513411983808e-12,9.7330680473015e-36,0.0,1.3072848100084678e-74,6.366564809656e-14,2.983069928709645e-62,2.095759802402105e-37,1.734639557246891e-55,2.4967521490358855e-44,9.55732597895208e-27,3.4301668356009355e-89,8.897847373327375e-22,2.1051497956598295e-60,1.2845700478956051e-59,2.0086831747413924e-88,1.1459816541833047e-12,4.0264853273149146e-71,8.423465099454672e-07,7.678053760821212e-07,2.4666070202148697e-07,6.101221760061246e-07,4.834790932391243e-07,2.456396036979828e-07,1.0883854775786348e-12,5.100686428254507e-10,5.3359897989731086e-17
1.4885595496552983e-11,0.054791484931128634,0.0,0.013601515811212573,0.031075110263184432,0.3194086625761029,0.35048417880054505,0.2070117342654964,0.09201735216187583,0.0,3.804287139424116e-37,1.152095492383462e-12,9.88906098019851e-36,0.0,1.3563159569017758e-74,6.46798198340488e-14,3.0625646600200015e-62,2.117923697785952e-37,1.7622294670999675e-55,2.536463058032889e-44,9.607730271341575e-27,3.521577630405156e-89,8.946311813889549e-22,2.1386327706130846e-60,1.3188020457282774e-59,2.0839443193395798e-88,1.1520250684134729e-12,4.112101782712932e-71,8.433777362571304e-07,7.718511344857903e-07,2.479655428644162e-07,6.133378425276986e-07,4.859147188353232e-07,2.4693365710841316e-07,1.0940321332776696e-12,5.154605500051062e-10,5.392419447018664e-17
1.496368873496036e-11,0.054791484931128634,0.0,0.0136015024929771,0.031075110263184432,0.3194086572309223,0.3504841755848936,0.2070117318310325,0.0920173511438131,0.0,3.8644762585408265e-37,1.1581396435130882e-12,1.0046724313334528e-35,0.0,1.406914983940306e-74,6.57047216214434e-14,3.1437451562502393e-62,2.140204175407828e-37,1.790110386604217e-55,2.576592812340364e-44,9.658134563138165e-27,3.614926931198261e-89,8.994792425540633e-22,2.1724689134031434e-60,1.353759966008466e-59,2.1616096664950717e-88,1.1580684787122049e-12,4.1990764132921064e-71,8.443957933312205e-07,7.758968560606872e-07,2.492704257001955e-07,6.165534879313716e-07,4.883491827640415e-07,2.482276958846146e-07,1.0996773311620954e-12,5.208807821837186e-10,5.4491458947116916e-17
1.504178197336774e-11,0.054791484931128634,0.0,0.01360148918890619,0.031075110263184432,0.3194086518857649,0.3504841723692632,0.20701172939772963,0.09201735013875159,0.0,3.9252969031047625e-37,1.1641837945872604e-12,1.0206067204544234e-35,0.0,1.4591234505341722e-74,6.674041027108707e-14,3.2266380871568016e-62,2.1626012352650532e-37,1.8182838424576087e-55,2.6171436091074245e-44,9.708538854342124e-27,3.710245407538013e-89,9.043289208791642e-22,2.2066600768228757e-60,1.3894552932104532e-59,2.241742879466092e-88,1.1641118850795052e-12,4.287423507554245e-71,8.454008492099717e-07,7.799425408119869e-07,2.5057535053007876e-07,6.197691122206339e-07,4.907824855808813e-07,2.49521720028702e-07,1.1053210638661306e-12,5.263293389911246e-10,5.5061691418491826e-17
1.5119875211775117e-11,0.054791484931128634,0.0,0.013601475898833374,0.031075110263184432,0.3194086465406306,0.35048416915365405,0.2070117269655874,0.09201734914652536,0.0,3.9867523689434085e-37,1.1702279456059792e-12,1.036709881579147e-35,0.0,1.5129837927367026e-74,6.778694260078354e-14,3.3112704022992906e-62,2.1851148773549564e-37,1.8467513613580642e-55,2.658117645481004e-44,9.758943144953741e-27,3.807564050776031e-89,9.091802164153602e-22,2.241208113665088e-60,1.4258996322961296e-59,2.3244089630566422e-88,1.1701552875153784e-12,4.37715742877508e-71,8.463930697913771e-07,7.839881887448154e-07,2.5188031735528764e-07,6.229847153989363e-07,4.932146278411479e-07,2.5081572954275863e-07,1.1109633240273538e-12,5.318062200572282e-10,5.56348918822813e-17
