Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208)
1.3019146940518806e-18,0.07865737607768974,0.0,0.019530626479708237,0.031075110263184432,0.3194096818762742,0.35048479213947353,0.20701222018021495,0.09201819554046914,0.0,5.204521028526988e-47,1.7042942603963351e-15,1.0408963983118555e-46,0.0,2.5250723971177888e-101,6.048315467821919e-49,1.5091272806606453e-76,4.53221645037201e-41,3.0414370602411665e-59,2.752305847041138e-52,5.261768101850234e-25,3.213601449676193e-96,2.8307999986243815e-34,2.764061890920832e-62,7.585381870243891e-77,1.8507906869305983e-104,1.7042942609225118e-15,3.109681366749828e-76,2.3685178713689156e-13,8.095736939266854e-14,2.3274589145493622e-45,6.43156782361001e-14
2.6038304917514575e-18,0.07865737607768974,0.0,0.019530626479326112,0.031075110263184432,0.3194096818761933,0.35048479213940753,0.20701222018021495,0.09201819554023229,0.0,4.163620940623499e-46,3.408589965541613e-15,8.327179422036888e-46,0.0,2.6388606210370322e-99,2.4219901308671175e-48,2.429359202374904e-75,1.8128877327478752e-40,2.433152054569662e-58,2.2018468552495524e-51,1.0523540664160334e-24,1.0283539652371769e-94,5.661602396888772e-34,2.2112516996548895e-61,1.995615872111438e-75,1.1845081245366116e-102,3.4085899665939665e-15,4.975495459107088e-75,4.737036161338259e-13,1.6191480700155196e-13,9.3098415769938e-45,1.286314105378863e-13
3.905746289451034e-18,0.07865737607768974,0.0,0.019530626478943987,0.031075110263184432,0.31940968187611235,0.35048479213934153,0.20701222018021495,0.09201819553999543,0.0,1.236075314187194e-45,5.11288567068657e-15,2.4721320857911746e-45,0.0,1.712195369094176e-98,5.1512228006521085e-48,9.220296509720044e-75,3.852387152459564e-40,7.223422192384863e-58,6.536734688886668e-51,1.5785313226470432e-24,4.919831624066394e-94,8.492404795107476e-34,6.564655328563425e-61,9.115256464815173e-75,6.7252887653232754e-102,5.1128856722651e-15,1.882331484011469e-74,7.105553259393805e-13,2.428722443012435e-13,1.9783417050122034e-44,1.929471424980952e-13
6.509577884850188e-18,0.07865737607768974,0.0,0.019530626478179738,0.031075110263184432,0.3194096818759504,0.35048479213920947,0.20701222018021495,0.09201819553952173,0.0,5.79003867766325e-45,8.5214770809752e-15,1.1579990497937833e-44,0.0,8.364196316646066e-97,1.4271962121157244e-47,7.378211175156214e-74,1.0650719319866006e-39,3.383604008508218e-57,3.0619450319799585e-50,2.6308858351090625e-24,7.418816819150963e-93,1.4154009591362135e-33,3.075023651202102e-60,1.2571407106878254e-73,1.8079436392255998e-100,8.521477083606082e-15,1.4855555510147874e-73,1.1842582687854497e-12,4.047871176638592e-13,5.469533923784326e-44,3.2157860505220403e-13
8.853026320709426e-18,0.07865737607768974,0.0,0.019530626477491913,0.031075110263184432,0.3194096818758047,0.3504847921390906,0.20701222018021495,0.09201819553909539,0.0,1.3361103105350867e-44,1.1589209350233929e-14,2.672200577844384e-44,0.0,4.4129119613181475e-96,2.5453153474363833e-47,2.0884843924289202e-73,1.8965776714942065e-39,7.808010367836565e-57,7.065749566239112e-50,3.578004896324881e-24,2.7064243919849767e-92,1.924945390784371e-33,7.095929810212632e-60,4.4776206520910036e-73,7.85033793752843e-100,1.158920935381193e-14,4.16895411527498e-73,1.6105905322373243e-12,5.505105026912067e-13,9.739620021397112e-44,4.373469202472574e-13
1.1196474756568665e-17,0.07865737607768974,0.0,0.019530626476804088,0.031075110263184432,0.319409681875659,0.35048479213897177,0.20701222018021495,0.09201819553866908,0.0,2.5725996992448354e-44,1.465694161949156e-14,5.145160806469064e-44,0.0,1.510105255180192e-95,3.9795004050911597e-47,4.8121395820268995e-73,2.9605846264606335e-39,1.5033852344090918e-56,1.3604674004625168e-49,4.5251239575406974e-24,7.257044694000347e-92,2.434489822416904e-33,1.3662784241451663e-59,1.1864610760326732e-72,2.3770878970448326e-99,1.465694162401668e-14,9.54507110675326e-73,2.0369223880590004e-12,6.962338866611261e-13,1.5203684898009257e-43,5.531152342741255e-13
1.3539923192427903e-17,0.07865737607768974,0.0,0.019530626476116263,0.031075110263184432,0.3194096818755133,0.3504847921388529,0.20701222018021495,0.09201819553824275,0.0,4.3740522059555226e-44,1.7724673888748152e-14,8.74803879598451e-44,0.0,4.4243123086050716e-95,5.713677309981846e-47,9.456309966571778e-73,4.2442136222559556e-39,2.5561246481137533e-56,2.313129180521637e-49,5.472243018756515e-24,1.667301827020448e-91,2.944034254034677e-33,2.323009349972846e-59,2.697113116733707e-72,6.171171646026972e-99,1.7724673894220395e-14,1.8613472786366571e-72,2.4632538588310903e-12,8.419572696321927e-13,2.179558928121627e-43,6.688835471975189e-13
1.822682006414638e-17,0.07865737607768974,0.0,0.019530626474740617,0.031075110263184432,0.31940968187522184,0.3504847921386152,0.20701222018021495,0.09201819553739009,0.0,9.671075595513927e-44,2.3860138427258974e-14,1.9342006113521708e-43,0.0,2.620658961124204e-94,9.871345862562718e-47,2.5561018004172544e-72,7.31231564707838e-39,5.65161857689268e-56,5.114353033226437e-49,7.36648114118815e-24,6.012012798505786e-91,3.963123117236565e-33,5.136198192169484e-59,9.571771282338921e-72,2.7296357787907132e-98,2.3860138434625452e-14,4.941803695952932e-72,3.3159159222777457e-12,1.1334040332964603e-12,3.755141534202735e-43,9.004201705278517e-13
2.2913716935864858e-17,0.07865737607768974,0.0,0.01953062647336497,0.031075110263184432,0.3194096818749304,0.3504847921383775,0.20701222018021495,0.09201819553653742,0.0,1.811863215463403e-43,2.9995602965765956e-14,3.623699250848005e-43,0.0,9.302460991093241e-94,1.5151490753076135e-46,5.630657674930161e-72,1.1192230136006257e-38,1.05882326181548e-55,9.581672731518282e-49,9.260719263619783e-24,1.6042541218110324e-90,4.9822119803838985e-33,9.62259934773169e-59,2.5327368191686955e-71,8.213659354338546e-98,2.999560297502667e-14,1.0719444480584012e-71,4.168576562427274e-12,1.4248507932685617e-12,5.74761953261205e-43,1.131956789779293e-12
2.7600613807583335e-17,0.07865737607768974,0.0,0.019530626471989332,0.031075110263184432,0.319409681874639,0.3504847921381398,0.20701222018021495,0.09201819553568476,0.0,3.0664071714992695e-43,3.6131067504268855e-14,6.132768343285181e-43,0.0,2.7894611027357507e-93,2.163962964796526e-46,1.105591614846733e-71,1.5939020481197566e-38,1.791958253621455e-55,1.6216075103317857e-48,1.1154957386051413e-23,3.706823430224636e-90,6.0013008434729725e-33,1.6285339531447632e-58,5.817037444325075e-71,2.1261948090323335e-97,3.6131067515423815e-14,2.0716614403195977e-71,5.021235682743038e-12,1.7162975492980646e-12,8.185269989094144e-43,1.3634934046751808e-12
3.697440755102029e-17,0.07865737607768974,0.0,0.01953062646923805,0.031075110263184432,0.3194096818740561,0.3504847921376645,0.20701222018021495,0.09201819553397944,0.0,7.292297596778098e-43,4.8401996581262125e-14,1.4584485800517232e-42,0.0,2.6531363183690154e-92,3.836734364606219e-46,3.6215774505554057e-71,2.8082076463892046e-38,4.261499577708014e-55,3.856384325090989e-48,1.4943433630914675e-23,1.663464460420665e-89,8.039478569473068e-33,3.872856267484976e-58,2.5863361239914807e-70,1.315676602406333e-96,4.840199659620556e-14,6.518896897659154e-71,6.7265492782471216e-12,2.2991910493071157e-12,1.4421173368459463e-42,1.8265666211548647e-12
4.6348201294457243e-17,0.07865737607768974,0.0,0.019530626466486775,0.031075110263184432,0.31940968187347324,0.35048479213718914,0.20701222018021495,0.09201819553227412,0.0,1.4241579921386618e-42,6.067292565823877e-14,2.848294620232775e-42,0.0,1.1713500087119472e-91,6.013783711629281e-46,8.984332407502291e-71,4.374675349115032e-38,8.322546634377729e-55,7.531371950269755e-48,1.8731909875777932e-23,4.987840564511231e-89,1.0077656295236499e-32,7.563541027433367e-58,7.721312751274558e-70,4.7609805192421544e-96,6.067292567697067e-14,1.5659670279705583e-70,8.431856699570167e-12,2.882084533299647e-12,2.2465557956064184e-42,2.289639819940426e-12
6.509578878133115e-17,0.07865737607768974,0.0,0.019530626460984243,0.031075110263184432,0.31940968187230745,0.35048479213623845,0.20701222018021495,0.09201819552886353,0.0,3.9825668320032175e-42,8.521478381214215e-14,7.965073920820857e-42,0.0,1.5654630709805053e-90,1.1926610318505054e-45,3.8831877337593766e-70,8.564799720682044e-38,2.327346991479145e-54,2.1061000460781625e-47,2.630886236550444e-23,2.9396445970178937e-88,1.4154011746052894e-32,2.1150959229729436e-57,4.52525217877209e-69,4.1722956164474536e-95,8.521478383845101e-14,6.302124416816401e-70,1.1842453007469585e-11,4.0478714532031945e-12,4.39833791314651e-42,3.2157861643938795e-12
1.0259096375507896e-16,0.07865737607768974,0.0,0.01953062644997926,0.031075110263184432,0.31940968186997587,0.3504847921343371,0.20701222018021495,0.09201819552204242,0.0,1.6027403473156832e-41,1.3429850011974917e-13,3.205456651641495e-41,0.0,5.129954367887e-89,3.027562055883816e-45,2.997511062682326e-69,2.1173960472914203e-37,9.366152742223534e-54,8.475768673147966e-47,4.146276734495741e-23,3.2787307654745354e-87,2.2306722644843724e-32,8.51197159321068e-57,5.023247066023337e-68,8.08968122706868e-94,1.3429850016121193e-13,4.264184566789788e-69,1.8663571482286157e-11,6.379445100677152e-12,1.0873603132120317e-41,5.068078640822297e-12
1.775813137025746e-16,0.07865737607768974,0.0,0.01953062642796959,0.031075110263184432,0.3194096818653127,0.35048479213053435,0.20701222018021495,0.09201819550840049,0.0,8.604799945874019e-41,2.324659327341644e-13,1.720947080963047e-40,0.0,3.0786457464379746e-87,9.539793639019249e-45,3.716811637930689e-68,6.33085892894542e-37,5.028504507614793e-53,4.550474688083708e-46,7.177057730386315e-23,5.807771782585057e-86,3.8612144431057154e-32,4.569911328925137e-56,8.869263221084596e-67,2.7103103690106683e-92,2.32465932805935e-13,4.2510342921889e-68,3.230551186243003e-11,1.1042591626262695e-11,3.2511276050318155e-41,8.772662743732262e-12
3.2756201359756587e-16,0.07865737607768974,0.0,0.01953062638395144,0.031075110263184432,0.3194096818559864,0.3504847921229288,0.20701222018021495,0.0920181954811178,0.0,5.5510910048642855e-40,4.288007979597995e-13,1.1102098736835974e-39,0.0,2.629947389662799e-85,3.5792190417939505e-44,6.456391641264251e-67,2.152433614450268e-36,3.2439668924641003e-52,2.935582380534726e-45,1.32386197221674e-22,1.3561356353261164e-84,7.122298795801132e-32,2.948121261513728e-55,2.0670068660417703e-65,1.237894916694895e-90,4.288007980921857e-13,5.318525625266957e-67,5.958820638759651e-11,2.0368881599972652e-11,1.1053533816687847e-40,1.618182754975214e-11
6.275234133875484e-16,0.07865737607768974,0.0,0.019530626295919912,0.031075110263184432,0.3194096818373338,0.3504847921077178,0.20701222018021495,0.09201819542655716,0.0,3.9717471130840025e-39,8.214705283982884e-13,7.943434645290934e-39,0.0,2.7294706160394634e-83,1.5607507406428074e-43,1.4201235393307314e-65,7.897756130492585e-36,2.3210241246816743e-51,2.100378256296387e-44,2.5361743705729305e-22,3.687147038188982e-83,1.364446748300319e-31,2.1093496935323683e-54,5.6138771765417635e-64,6.668008671454743e-89,8.214705286519058e-13,7.509131476433717e-66,1.1414885086875394e-10,3.902144923752919e-11,4.055786597936536e-40,3.100014356257311e-11
8.974886731985325e-16,0.07865737607768974,0.0,0.019530626216696975,0.031075110263184432,0.3194096818205465,0.35048479209402794,0.20701222018021495,0.09201819537745799,0.0,1.1026468474820753e-38,1.1748732857783578e-12,2.2052771539648364e-38,0.0,2.004537572335474e-82,3.563581359266951e-43,6.285454259190009e-65,1.6154101703213473e-35,6.44368803252228e-51,5.831125187267296e-44,3.62725552909347e-22,1.740699970940864e-82,1.9514419280750175e-31,5.856031926626107e-54,2.6495545155806746e-63,3.8846400009843776e-88,1.1748732861410831e-12,2.6764878221314717e-65,1.6324802247212154e-10,5.5808746078094386e-11,8.295721960375594e-40,4.433661247101427e-11
1.1674539330095167e-15,0.07865737607768974,0.0,0.01953062613747919,0.031075110263184432,0.3194096818037592,0.35048479208033806,0.20701222018021495,0.09201819532836394,0.0,2.3589281615411777e-38,1.5282760431446231e-12,4.717820936386069e-38,0.0,8.878263575085596e-82,6.6605067052948745e-43,1.964625941610432e-64,2.7333605801050624e-35,1.3785190788185855e-50,1.2474715226658098e-43,4.7183366876139805e-22,5.662488580779094e-82,2.538437105885411e-31,1.2527999022101023e-53,8.617548368925812e-63,1.4686058562083302e-87,1.528276043616457e-12,7.047394811555497e-65,2.1234207087052113e-10,7.259602962402724e-11,1.4036806088061502e-39,5.767306669232686e-11
1.437419192820501e-15,0.07865737607768974,0.0,0.019530626058266557,0.031075110263184432,0.31940968178697193,0.3504847920666482,0.20701222018021495,0.09201819527927502,0.0,4.320207569239364e-38,1.8816788004970845e-12,8.640350330285058e-38,0.0,3.188785090976932e-81,1.1048717323413826e-42,4.9954387291270114e-64,4.1436268624660786e-35,2.524658722515006e-50,2.2846545319067603e-43,5.809417846134462e-22,1.4841795485925654e-81,3.125432281731545e-31,2.2944130765227125e-53,2.2584452566612726e-62,4.484134448529475e-87,1.881678801078026e-12,1.5279156264931154e-64,2.6143099657109074e-10,8.938329987534097e-11,2.1279039069231267e-39,7.100950622652851e-11
1.7073844526314851e-15,0.07865737607768974,0.0,0.01953062597905907,0.031075110263184432,0.31940968177018464,0.3504847920529584,0.20701222018021495,0.09201819523019121,0.0,7.147477415956611e-38,2.235081557835742e-12,1.4294847611347266e-37,0.0,9.607918958122651e-81,1.6934104575630414e-42,1.0990348315428077e-63,5.846209026664734e-35,4.176869030823689e-50,3.7797990972857945e-43,6.900499004654914e-22,3.339573039942403e-81,3.712427455613468e-31,3.795943918189421e-53,5.081309426668273e-62,1.1562328224498823e-86,2.2350815585257917e-12,2.919759143567594e-64,3.105148001034989e-10,1.0617055683204992e-10,3.002242093598018e-39,8.434593107363822e-11
2.2473149722534535e-15,0.07865737607768974,0.0,0.019530625820659543,0.031075110263184432,0.3194096817366102,0.3504847920255788,0.20701222018021495,0.09201819513203896,0.0,1.5978275507753643e-37,2.9418870724716466e-12,3.195631132258582e-37,0.0,6.122155055723777e-80,3.393597401170052e-42,3.961482938681205e-63,1.0128321005163733e-34,9.33744316408486e-50,8.449788341725546e-43,9.082661321695732e-22,1.2419259236483103e-80,4.886417797484849e-31,8.485880291794872e-53,1.889419731926614e-61,5.4901452266339405e-86,2.9418870733799127e-12,8.25350955492427e-64,4.0866704256663385e-10,1.3974503086170625e-10,5.2012631294254124e-39,1.1101873670665134e-10
