Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511)
1.3869248882675155e-21,0.07659248437779444,0.0,0.019017913871005848,0.031075110263184432,0.31940968187635504,0.3504847921395395,0.2070122201802149,0.09201819554070574,0.0,1.375234103546208e-56,1.0205836371552733e-18,2.302681693685718e-54,0.0,4.054459555681314e-121,3.285322711822403e-39,1.0145442180746673e-89,2.347175666169828e-47,3.4678256513853916e-69,5.559647077244843e-62,1.6431468601500874e-28,9.454414590458534e-113,2.0184792408510116e-24,2.343806547060756e-72,1.8017301280495294e-90,5.936298989941894e-124,1.0205836373195786e-18,1.7301216794019116e-89,2.489835044941603e-16,8.510403525060525e-17,2.7236390254544737e-17,6.760995069736211e-17,5.600067045177523e-17,2.7233291280394256e-17,3.09897396719653e-21,9.164227772521782e-29,2.0184792477284687e-24,8.26074957281e-40,9.164227772492054e-29
2.7750547503736648e-21,0.07659248437779444,0.0,0.019017913871005335,0.031075110263184432,0.31940968187635493,0.3504847921395394,0.20701222018021484,0.09201819554070549,0.0,1.1013026467725702e-55,2.0420539673054678e-18,1.8440129119774535e-53,0.0,2.607511985452267e-119,1.3154150856346333e-38,1.6250506554629085e-88,9.394819581000373e-47,2.7770730514669924e-68,4.452226733981187e-61,3.2877213022811898e-28,3.029941414577237e-111,4.0387121561078326e-24,1.876946148401095e-71,2.895977867960765e-89,3.805103388310198e-122,2.0420539676342036e-18,2.771201468816946e-88,4.981833281097916e-16,1.7028200971429675e-16,5.449644375064798e-17,1.3527864157737925e-16,1.1204999482672122e-16,5.449024310937779e-17,6.2006405365787115e-21,3.668079375688576e-28,4.038712183635703e-24,6.61362254761811e-39,3.6680793756647765e-28
5.551314474585964e-21,0.07659248437779444,0.0,0.019017913871004308,0.031075110263184432,0.3194096818763547,0.3504847921395393,0.20701222018021473,0.09201819554070499,0.0,8.814884810312662e-55,4.084994627605857e-18,1.475957717476435e-52,0.0,1.6811735798416035e-117,5.266813438397953e-38,2.601545969604551e-87,3.759151564320117e-46,2.2227840031297323e-67,3.5635858975232904e-60,6.576870186543394e-28,9.703064716168888e-110,8.079177986622086e-24,1.502317654624904e-70,4.668348245670961e-88,2.4371469156762874e-120,4.084994628263399e-18,4.436329147193091e-87,9.965829748308037e-16,3.406379586391028e-16,1.0901655074488654e-16,2.706160233362103e-16,2.241486435638826e-16,1.0900414676772527e-16,1.2403974225925667e-20,1.4677095397372828e-27,8.079178096769664e-24,5.292908052970594e-38,1.4677095397182355e-27
1.1103833923010561e-20,0.07659248437779444,0.0,0.019017913871002257,0.031075110263184432,0.31940968187635427,0.35048479213953904,0.2070122201802145,0.09201819554070399,0.0,7.053693738799385e-54,8.170875948206631e-18,1.1810652021587599e-51,0.0,1.0905505903091613e-115,2.1098205282740064e-37,4.163774421946274e-86,1.50390540697761e-45,1.778677537253433e-66,2.851590698454222e-59,1.3155167955067798e-27,3.1061415554700676e-108,1.616010964765304e-23,1.2021584923852898e-69,7.574671097696368e-87,1.5603761381295714e-118,8.17087594952157e-18,7.100052621879615e-86,1.993382266231827e-15,6.813498564784068e-16,2.1805676474149206e-16,5.412907868490597e-16,4.483459409872829e-16,2.1803195408594168e-16,2.4810643806949934e-20,5.871793873984608e-27,1.6160110088315555e-23,4.235130620118528e-37,5.871793873832201e-27
2.2208872819859756e-20,0.07659248437779444,0.0,0.019017913870998156,0.031075110263184432,0.3194096818763534,0.3504847921395385,0.20701222018021406,0.092018195540702,0.0,5.643669434480333e-53,1.6342638589408165e-17,9.449717876025573e-51,0.0,7.162462933418013e-114,8.461988347378719e-37,6.663491459107011e-85,6.016111225275088e-45,1.4231221856965075e-65,2.281561386198308e-58,2.6311763492116573e-27,9.941510728440703e-107,3.2321972969724755e-23,9.618485562474425e-69,1.2451681618697292e-85,9.988334499201385e-117,1.634263859203703e-17,1.1361625203592641e-84,3.986980840869867e-15,1.3627736521157825e-15,4.3613719276721646e-16,1.0826403138555077e-15,8.967405356303935e-16,4.3608756872846054e-16,4.962399177831991e-20,2.3489087062008297e-26,3.2321974732519205e-23,3.388426201497554e-36,2.3489087060788923e-26
4.441895061355815e-20,0.07659248437779444,0.0,0.019017913870989955,0.031075110263184432,0.3194096818763516,0.35048479213953737,0.20701222018021317,0.09201819554069801,0.0,4.515221342404997e-52,3.268616387181119e-17,7.560252833535664e-50,0.0,4.816879046364425e-112,3.402549294429454e-36,1.0664065281484058e-83,2.4065424130694817e-44,1.1385698153135334e-64,1.825364646984669e-57,5.262495456621401e-27,3.1815807050031083e-105,6.464569961390737e-23,7.695275529066798e-68,2.0981917805848484e-84,6.393150886425986e-115,3.268616387706443e-17,1.8179833220416513e-83,7.974177957489928e-15,2.7256212432256054e-15,8.72298048948719e-16,2.1653393677914004e-15,1.7935297241018537e-15,8.721987980378427e-16,9.925072295834562e-20,9.396017151526868e-26,6.464570666537402e-23,2.7108696501366706e-35,9.396017150551341e-26
8.883910620095493e-20,0.07659248437779444,0.0,0.01901791387097355,0.031075110263184432,0.319409681876348,0.35048479213953515,0.20701222018021137,0.09201819554069003,0.0,3.6122913953411686e-51,6.537321443661702e-17,6.04839368576315e-49,0.0,3.3805150890087206e-110,1.3751406723632863e-35,1.706870199085065e-82,9.626365501683038e-44,9.108846798331205e-64,1.4603379342082992e-56,1.0525133671440843e-26,1.0181533916456255e-103,1.2929315290242937e-22,6.15641526083441e-67,3.695752497027567e-83,4.09181399327851e-113,6.537321444710513e-17,2.908871950353159e-82,1.5948572060105962e-14,5.451316424785535e-15,1.7446197618319391e-15,4.33073747535517e-15,3.587108097785735e-15,1.7444212567539835e-15,1.985043262675407e-19,3.7584833272342385e-25,1.2929318110887361e-22,2.1687471969064537e-34,3.7584833264537654e-25
1.7767941737574847e-19,0.07659248437779444,0.0,0.019017913870940744,0.031075110263184432,0.3194096818763408,0.35048479213953077,0.2070122201802078,0.09201819554067409,0.0,2.889878845537551e-50,1.3074731556622789e-16,4.838791517363517e-48,0.0,2.5444726732549706e-108,5.613365903408128e-35,2.7328367185507023e-81,3.850585370902624e-43,7.287192750753566e-63,1.1682888342964775e-55,2.1050410101079543e-26,3.2581669609696334e-102,2.5858805948010038e-22,4.92521014488906e-66,6.996624410126672e-82,2.6188241806736937e-111,1.307473155871302e-16,4.654274030042771e-81,3.1897359742841724e-14,1.090270678526653e-14,3.489263189679237e-15,8.661533689250654e-15,7.174264832117333e-15,3.488866174575773e-15,3.9701209668250356e-19,1.503408624288515e-24,2.585881723070327e-22,1.735018348274226e-33,1.5034086236640402e-24
3.553600397253356e-19,0.07659248437779444,0.0,0.01901791387087513,0.031075110263184432,0.3194096818763264,0.350484792139522,0.20701222018020063,0.0920181955406422,0.0,2.3119213682753907e-49,2.614955178254463e-16,3.871063841642956e-47,0.0,2.1160282958612716e-106,2.335556047981759e-34,4.37832977707113e-80,1.5402419824415814e-42,5.829800325790015e-62,9.346384622647685e-55,4.2100962960356216e-26,1.0426256049054012e-100,5.171778726379508e-22,3.940199290637571e-65,1.4661347852527242e-80,1.6760677679244351e-109,2.6149551786695495e-16,7.446901576224483e-80,6.379493301832812e-14,2.180548749567307e-14,6.9785500536972686e-15,1.7323126112113393e-14,1.4348578248635875e-14,6.977756011777381e-15,7.940298926987249e-19,6.013665083551411e-24,5.171783239479906e-22,1.3880229145820973e-32,6.013665078557315e-24
7.107212844245098e-19,0.07659248437779444,0.0,0.0190179138707439,0.031075110263184432,0.3194096818762976,0.3504847921395044,0.20701222018018628,0.0920181955405784,0.0,1.8495444113862762e-48,5.2299192234387e-16,3.096863324489581e-46,0.0,1.9783291056224584e-104,1.0063835921065489e-33,7.023770087913766e-79,6.160983597960531e-42,4.663858710776959e-61,7.477137277529062e-54,8.420206867890665e-26,3.3364214196591625e-99,1.034357498963684e-21,3.1521719024479436e-64,3.455159548552898e-79,1.0726899418707421e-107,5.22991922425703e-16,1.19150930247471e-78,1.2759007120936155e-13,4.361104887426433e-14,1.3957123815027068e-14,3.4646310938125964e-14,2.869720487309435e-14,1.3955535692412712e-14,1.5880745054763637e-18,2.405472150290961e-23,1.0343593042084652e-21,1.110421625435738e-31,2.405472146295017e-23
1.4214437738228583e-18,0.07659248437779444,0.0,0.01901791387048144,0.031075110263184432,0.31940968187624,0.3504847921394692,0.20701222018015758,0.0920181955404508,0.0,1.4796384558208508e-47,1.0459847313806652e-15,2.4774955601153038e-45,0.0,2.064937276062019e-102,4.6028106079374405e-33,1.1296976888573953e-77,2.4643965728251607e-41,3.731094348693138e-60,5.9817216537905425e-53,1.684042801159958e-25,1.0676579717350262e-97,2.0687167516552827e-21,2.5217425099426776e-63,9.07814315431605e-78,6.8652376366294205e-106,1.0459847315395926e-15,1.9064189242038206e-77,2.551803141516796e-13,8.72221714625596e-14,2.7914271470861616e-14,6.929268051129944e-14,5.739445728769689e-14,2.7911095078611844e-14,3.176199814012593e-18,9.621900831537167e-23,2.06872397264365e-21,8.883386168563775e-31,9.621900799568916e-23
2.8428887526195554e-18,0.07659248437779444,0.0,0.019017913869956524,0.031075110263184432,0.3194096818761249,0.35048479213939887,0.20701222018010018,0.09201819554019562,0.0,1.1837119353423072e-46,2.091970349454045e-15,1.981998408374295e-44,0.0,2.3440310141192504e-100,2.3029426204151387e-32,1.82637293550394e-76,9.857592558574988e-41,2.9848784309851816e-59,4.7853820557124506e-52,3.3680870299012737e-25,3.416510497469575e-96,4.137435257199007e-21,2.017396003149222e-62,2.5884660189239125e-76,4.393760388854278e-104,2.091970349752947e-15,3.050273510964371e-76,5.103606662773908e-13,1.7444441596360115e-13,5.5828567315230534e-14,1.3858541934223978e-13,1.1478895877964442e-13,5.5822213950723975e-14,6.352594763010115e-18,3.848762775985994e-22,4.13746414117096e-21,7.106714184849226e-30,3.8487627504113083e-22
4.264333731416252e-18,0.07659248437779444,0.0,0.019017913869431607,0.031075110263184432,0.31940968187600977,0.35048479213932854,0.20701222018004278,0.09201819553994044,0.0,3.5141457958136175e-46,3.1379559675272155e-15,5.884059428929399e-44,0.0,1.5447281298480477e-99,5.673070666719659e-32,6.947287848505631e-76,2.09473881040039e-40,8.861360332763263e-59,1.420660697106136e-51,5.052131258642123e-25,1.6345205014623894e-95,6.206153762903257e-21,5.9891460677951595e-62,1.2066837208521152e-75,2.494648046336031e-103,3.137955967951877e-15,1.1539807264875677e-75,7.655408846442473e-13,2.6166665978909374e-13,8.374286369229926e-14,2.078781578577735e-13,1.721834569343347e-13,8.373333292254999e-14,9.529134043933077e-18,8.178622422969371e-22,6.206215141355211e-21,2.032076470830319e-29,8.178622349875255e-22
7.107223689009645e-18,0.07659248437779444,0.0,0.01901791386838177,0.031075110263184432,0.3194096818757795,0.3504847921391879,0.20701222017992799,0.09201819553943007,0.0,1.6461003502919675e-45,5.229927203672716e-15,2.756218111251108e-43,0.0,7.912738120040942e-98,2.0947735042230184e-31,5.61253699473796e-75,5.791337743350079e-40,4.150848938936823e-58,6.654675722048163e-51,8.42021971612195e-25,2.464760811765226e-94,1.0343590774953864e-20,2.805442919269279e-61,1.7335365126116943e-74,6.706306047324557e-102,5.229927204292037e-15,9.107335708726687e-75,1.2759007863431016e-12,4.3611114473788286e-13,1.3957145857723589e-13,3.4646363362721444e-13,2.869724398946876e-13,1.3955557126505742e-13,1.5882789933496072e-17,2.2611489514877535e-21,1.0343760468351474e-20,9.338670373441576e-29,2.2611489178844893e-21
9.6658246508437e-18,0.07659248437779444,0.0,0.01901791386743692,0.031075110263184432,0.3194096818755723,0.35048479213906125,0.20701222017982468,0.09201819553897074,0.0,3.7985439694646386e-45,7.112701316202989e-15,6.3602536040776344e-43,0.0,4.21662102015987e-97,4.406934422040881e-31,1.5979600378224724e-74,1.03126573166224e-39,9.57850607489316e-58,1.5356341020150726e-50,1.1451499327852288e-24,8.991580388056666e-94,1.4067284086318075e-20,6.473844854462268e-61,6.244481484127115e-74,2.911970012809824e-101,7.112701316951574e-15,2.555815880206126e-74,1.7352242656947317e-12,5.931111790090775e-13,1.8981719569484527e-13,4.711905608006247e-13,3.9028251377624605e-13,1.897955860954921e-13,2.160154657417075e-17,4.0264365999766624e-21,1.4067586260001727e-20,2.102125455802015e-28,4.0264365243296625e-21
1.2224425612677755e-17,0.07659248437779444,0.0,0.019017913866492066,0.031075110263184432,0.31940968187536506,0.35048479213893463,0.20701222017972137,0.09201819553851141,0.0,7.31386697367772e-45,8.995475428732544e-15,1.2246284143453822e-42,0.0,1.45060997688994e-96,7.95942656999924e-31,3.697514645781893e-74,1.6098204238335982e-39,1.8442834886599693e-57,2.9567707080830963e-50,1.4482778939581027e-24,2.41101509944426e-93,1.7790977398231285e-20,1.2464997234304115e-60,1.664010918282014e-73,8.817466823508554e-101,8.995475429561778e-15,5.85169412706311e-74,2.1945472875959802e-12,7.501112109699126e-13,2.4006293463427393e-13,5.959174868953527e-13,4.935925762444759e-13,2.400356012669455e-13,2.7320796826266008e-17,6.285324594497002e-21,1.779144909563446e-20,3.9731540564889155e-28,6.285324451541555e-21
1.478302657451181e-17,0.07659248437779444,0.0,0.019017913865547215,0.031075110263184432,0.31940968187515784,0.350484792138808,0.20701222017961807,0.09201819553805209,0.0,1.2435372662008193e-44,1.087824954126142e-14,2.082169495354656e-42,0.0,4.269687474423725e-96,1.2932297340830909e-30,7.302836481413397e-74,2.3077947886244698e-39,3.135735522455162e-57,5.027237405753496e-50,1.7514058551308253e-24,5.539293265754163e-93,2.1514670710663082e-20,2.1193560998212974e-60,3.8019571616337606e-73,2.2891079445594607e-100,1.0878249542125383e-14,1.141116165297614e-73,2.65386987738726e-12,9.071112407483679e-13,2.903086752946041e-13,7.20644411971151e-13,5.969026279316083e-13,2.902756167605272e-13,3.304051334667796e-17,9.010470431208966e-21,2.1515346923234937e-20,6.640976332635701e-28,9.010470192269045e-21
1.990022849817992e-17,0.07659248437779444,0.0,0.01901791386365751,0.031075110263184432,0.31940968187474333,0.35048479213855477,0.20701222017941145,0.09201819553713343,0.0,2.749474021112941e-44,1.4643797766317623e-14,4.6036987319998665e-42,0.0,2.5520429078981782e-95,2.7017236037036647e-30,1.9970101535348347e-73,3.976077889822878e-39,6.933144337853286e-57,1.1115274966443051e-49,2.357661777475927e-24,1.9973769277194625e-92,2.8962057336709293e-20,4.685918706519537e-60,1.359662221756546e-72,1.0125197578347577e-99,1.464379776714632e-14,3.029618463955313e-73,3.5725140715521222e-12,1.2211112953284023e-12,3.908001605397485e-13,9.700982597990965e-13,8.035227067197819e-13,3.9075564848229817e-13,4.448100970386516e-17,1.5524054552207474e-20,2.896322237697611e-20,1.4177726785076968e-27,1.5524054042061625e-20
2.501743042184803e-17,0.07659248437779444,0.0,0.019017913861767814,0.031075110263184432,0.31940968187432883,0.3504847921383015,0.20701222017920484,0.09201819553621478,0.0,5.151103195840449e-44,1.8409345991371324e-14,8.62496865625895e-42,0.0,9.095516069999728e-95,4.870879699343436e-30,4.441856908586045e-73,6.085784713006906e-39,1.298915417337764e-56,2.0824320565199175e-49,2.96391769982047e-24,5.3298292543519194e-92,3.640944396467242e-20,8.779006689732501e-60,3.612444857655235e-72,3.0467414706796736e-99,1.8409345991995007e-14,6.571654586031478e-73,4.49115666846601e-12,1.5351113418414735e-12,4.912916521460453e-13,1.2195521038606631e-12,1.0101427456566401e-12,4.912356813947864e-13,5.592322957861179e-17,2.3761117445301845e-20,3.6411227175274197e-20,2.578065615864157e-27,2.3761116517629262e-20
3.0134632345516137e-17,0.07659248437779444,0.0,0.019017913859878114,0.031075110263184432,0.31940968187391433,0.3504847921380483,0.20701222017899823,0.09201819553529612,0.0,8.717755096549959e-44,2.2174894216422346e-14,1.4596943918455158e-41,0.0,2.7357634016497664e-94,8.015042320229136e-30,8.806790681026513e-73,8.66685602478014e-39,2.1982915249349615e-56,3.524319351298805e-49,3.570173622164418e-24,1.2315215956439083e-91,4.385683059468246e-20,1.4857638723651703e-59,8.321212529731065e-72,7.886822863035287e-99,2.2174894216659762e-14,1.2700512073796842e-72,5.409797559793793e-12,1.849111379740418e-12,5.917831505449569e-13,1.4690059439003858e-12,1.2167627420391669e-12,5.917157155787552e-13,6.73672898732429e-17,3.383855874441398e-20,4.3859370091276174e-20,4.26462359254335e-27,3.3838557209831124e-20
4.0369036192852356e-17,0.07659248437779444,0.0,0.019017913856098728,0.031075110263184432,0.3194096818730854,0.35048479213754186,0.20701222017858498,0.09201819553345882,0.0,2.0731905772573546e-43,2.970599066651621e-14,3.4713347943614334e-41,0.0,2.619597973706166e-93,1.8313408821404357e-29,2.9534951815341107e-72,1.5269653105572403e-38,5.2278106290935065e-56,8.381269706641173e-49,4.782685466850493e-24,5.526544344909387e-91,5.875160386095864e-20,3.533331260285428e-59,3.716532980163726e-71,4.8803238564688246e-98,2.97059906654271e-14,3.996470038278111e-72,7.2470741296004725e-12,2.4771114292105296e-12,7.92766168103382e-13,1.9679136116876718e-12,1.6300026047433743e-12,7.926757878327807e-13,9.026103542858549e-17,5.961828027169183e-20,5.875607805920789e-20,9.837133607761675e-27,5.961827673180788e-20
5.0603440040188576e-17,0.07659248437779444,0.0,0.019017913852319344,0.031075110263184432,0.31940968187225643,0.35048479213703543,0.20701222017817172,0.09201819553162155,0.0,4.0488623655895945e-43,3.7237087116599203e-14,6.779384859443353e-41,0.0,1.159142867130045e-92,3.492113570741538e-29,7.458591824122567e-72,2.378733464267384e-38,1.0209715374338006e-55,1.6368301043844607e-48,5.9951973115341465e-24,1.6571151786483662e-90,7.36463771355503e-20,6.900461598590478e-59,1.1119165991922066e-70,1.7660223033624387e-97,3.723708711344719e-14,9.600305705841868e-72,9.084343770626407e-12,3.1051114436863734e-12,9.937492132563174e-13,2.466821263136507e-12,2.0432422945737717e-12,9.93635865252103e-13,1.1316225755854653e-16,9.287440705169721e-20,7.365334712041389e-20,1.889729962784009e-26,9.287440025144819e-20
7.107224773486102e-17,0.07659248437779444,0.0,0.0190179138447606,0.031075110263184432,0.31940968187059854,0.35048479213602257,0.20701222017734525,0.09201819552794696,0.0,1.1322384913436472e-42,5.229928001673254e-14,1.895811661649081e-40,0.0,1.5545847841152764e-91,9.486346950217263e-29,3.3435379522934436e-71,4.657117176624936e-38,2.855081672007968e-55,4.577290805363297e-48,8.420221000894187e-24,9.766410169930889e-90,1.0343592370969667e-19,1.9296699972701133e-58,6.534593598348965e-70,1.547660472268686e-96,5.2299280007244254e-14,3.863575663953454e-71,1.2758862252646358e-11,4.361111367585444e-12,1.3957153864007751e-12,3.4646365169862262e-12,2.869721155268584e-12,1.3955560355969374e-12,1.589871464623963e-16,1.8183079323692797e-19,1.0344956964217192e-19,5.197780211987491e-26,1.8183077453243824e-19
