Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205)
0.0,0.058717038926530046,0.0,0.01457944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.592753637821851e-24,0.058717038926530046,0.0,0.01457944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,4.449090552529622e-73,1.1253882047624835e-24,8.89818018670593e-73,0.0,-2.519786326991255e-155,4.805108695094457e-71,3.322788986577535e-116,6.265640349004478e-61,4.7914298298105185e-90,7.796289959498296e-80,9.504606846529702e-38,-6.98730610107299e-136,3.828254083273556e-49,1.4229278631551298e-94,4.8440741328613936e-117,-1.3458080210906403e-149,1.1253882047625782e-24,7.243586361927779e-117,2.5035440336753e-19,8.557261656938672e-20
4.459710185901183e-24,0.058717038926530046,0.0,0.01457944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.72346564297431e-72,3.1510869733349536e-24,1.34469298981331e-71,0.0,4.955810400350155e-154,2.9022856630754976e-70,9.371005933762117e-115,3.784446770798705e-60,7.2408233482808e-89,1.1781753386796852e-78,2.6612899170283167e-37,-6.987306092586722e-136,1.0719111433165958e-48,2.150328313857989e-93,1.4227094133871435e-115,-1.3458080180403458e-149,3.15108697333522e-24,2.042818529668751e-115,7.00992329428824e-19,2.396033263942828e-19
1.0193623282059847e-23,0.058717038926530046,0.0,0.014579440765457408,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,7.232797529426675e-71,7.202484510479894e-24,1.4465593565904746e-70,0.0,5.307465117069159e-152,1.3973256250700371e-69,2.038416621684513e-113,1.822048213490502e-59,7.789342970133729e-88,1.2674272661360656e-77,6.08294838177901e-37,-6.987305675255006e-136,2.450082613295076e-48,2.3132234586518854e-92,3.1437581847655104e-114,-1.3458077147236583e-149,7.202484510480502e-24,4.443574407738767e-114,1.6022681815503717e-18,5.476647460440747e-19
2.1661449474377177e-23,0.058717038926530046,0.0,0.014579440765457407,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.64818703082502e-70,1.5305279584769774e-23,1.3296372689373055e-69,0.0,4.311602617572532e-150,6.102488212149381e-69,3.778943243716948e-112,7.957363243235687e-59,7.159747808273785e-87,1.1649840160682315e-76,1.2926265311280395e-36,-6.987289372266801e-136,5.206425553252036e-48,2.1262507561148733e-91,5.996624662960144e-113,-1.345783817059769e-149,1.5305279584771064e-23,8.237637390674615e-113,3.4048198857893064e-18,1.1637875853436574e-18
4.4597101859011835e-23,0.058717038926530046,0.0,0.014579440765457401,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,5.68766397325958e-69,3.151086973334953e-23,1.1375326772507311e-68,0.0,3.2207097697195875e-148,2.547668781938362e-68,6.4952518439744796e-111,3.322042513042174e-58,6.125314954733264e-86,9.966683528745848e-76,2.6612899170283166e-36,-6.986715061403007e-136,1.0719111433165957e-47,1.8190522746120846e-90,1.0885097574976047e-111,-1.3440925356166198e-149,3.15108697333522e-23,1.4158393795081226e-111,7.009923294250533e-18,2.3960332639428193e-18
9.046840662828114e-23,0.058717038926530046,0.0,0.014579440765457391,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,4.702670561728025e-68,6.392205003050906e-23,9.405340152760347e-68,0.0,2.3891621269551167e-146,1.0408058920501893e-67,1.0766112670537987e-109,1.3571627621557656e-57,5.0645288532952955e-85,8.240646678328929e-75,5.3986166888288706e-36,-6.967449664671518e-136,2.1744483192993793e-47,1.5040275964672509e-89,1.9958463881687112e-110,-1.23036372310776e-149,6.392205003051445e-23,2.3466499355404908e-110,1.422013011110641e-17,4.860524621141127e-18
1.8221101616681977e-22,0.058717038926530046,0.0,0.014579440765457372,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,3.8241336008210016e-67,1.2874441062482811e-22,7.648266412288378e-67,0.0,1.8586365557617673e-144,4.2071043617187405e-67,1.7532132622984052e-108,5.485868876290171e-57,4.118390753613658e-84,6.7011570216204705e-74,1.0873270232429979e-35,-6.3363845954727205e-136,4.379522671264947e-47,1.2230502630708299e-88,3.8740474400714624e-109,6.228914621335091e-149,1.2874441062483897e-22,3.8209110900688386e-109,2.8640543744551876e-17,9.789507335537675e-18
3.6569623524389704e-22,0.058717038926530046,0.0,0.014579440765457334,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,3.0843022878157546e-66,2.583891318134662e-22,6.168603938989217e-66,0.0,1.5815204512427282e-142,1.691658590975258e-66,2.8304386421265163e-107,2.205843747428421e-56,3.321631341708819e-83,5.4047259040215916e-73,2.1822577319632195e-35,1.409387458478106e-135,8.789671375196078e-47,9.864343451934842e-88,8.268062286400956e-108,4.8948494693094903e-147,2.58389131813488e-22,6.166965903990495e-108,5.748137101037766e-17,1.9647472764330518e-17
7.326666733980515e-22,0.058717038926530046,0.0,0.014579440765457256,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,2.4774793291274326e-65,5.176785741907424e-22,4.954958146869154e-65,0.0,1.5042046271151132e-140,6.784311016759414e-66,4.550834485271414e-106,8.846420014917318e-56,2.668114931718812e-82,4.3413697677135543e-72,4.3721191494036633e-35,6.716652857875245e-134,1.760996878305833e-46,7.9235771065919835e-87,1.9763726156357413e-106,3.1606780874557608e-145,5.176785741907861e-22,9.910148651020996e-107,1.1516302553776855e-16,3.9363403621915167e-17
1.4666075497063605e-21,0.058717038926530046,0.0,0.014579440765457101,0.031075110263184432,0.3194096818763551,0.35048479213953954,0.20701222018021495,0.09201819554070576,0.0,1.9860063327235818e-64,1.0362574589452948e-21,3.9720122555082175e-64,0.0,1.5893545854773746e-138,2.717265851462683e-65,7.304851806657403e-105,3.543182274145545e-55,2.138824364154593e-81,3.480145222608371e-71,8.751841984284551e-35,2.177499514783547e-132,3.525056359878281e-46,6.3517277930446776e-86,5.246274853070395e-105,2.0291800086915811e-143,1.0362574589453821e-21,1.5890719115514881e-105,2.3052633457550763e-16,7.879526533708036e-17
2.9344893023229787e-21,0.058717038926530046,0.0,0.014579440765456793,0.031075110263184432,0.31940968187635504,0.35048479213953954,0.20701222018021495,0.09201819554070552,0.0,1.5904157881888056e-63,2.0734152284543996e-21,3.1808312480939796e-63,0.0,1.8183083630854714e-136,1.0876166954827437e-64,1.172506871315906e-103,1.4181962896077284e-54,1.712794154210652e-80,2.786938700057287e-70,1.7511287654046326e-34,6.980598267349748e-131,7.053175323023164e-46,5.0865337123482756e-85,1.5057423718378395e-103,1.300683278529949e-141,2.073415228454575e-21,2.5452767095949663e-104,4.612529525828153e-16,1.576589887673942e-16
5.870252807556214e-21,0.058717038926530046,0.0,0.014579440765456173,0.031075110263184432,0.3194096818763549,0.35048479213953954,0.20701222018021495,0.09201819554070506,0.0,1.2729772342299724e-62,4.147730767472609e-21,2.5459542056999847e-62,0.0,2.1888295357967173e-134,4.351901193889511e-64,1.88490902090709e-102,5.674632444643707e-54,1.370929527627084e-79,2.2306805205999595e-69,3.5030178993569876e-34,2.23548393480989e-129,1.4109413249312883e-45,4.0712885680897937e-84,4.5410166317305265e-102,8.330802090445924e-140,4.147730767472959e-21,4.0746533160824845e-103,9.227061883247486e-16,3.153864356279559e-16
1.1741779818022685e-20,0.058717038926530046,0.0,0.014579440765454935,0.031075110263184432,0.31940968187635455,0.35048479213953954,0.20701222018021495,0.09201819554070413,0.0,1.0186396918332086e-61,8.296361845509029e-21,2.0372791734052144e-61,0.0,2.7128909501770802e-132,1.7410580391376752e-63,3.041894631930719e-101,2.270222487731405e-53,1.09702137162872e-78,1.7849963510594756e-68,7.006796167261697e-34,7.156225225917233e-128,2.8221889101892105e-45,3.2578556951740697e-83,1.4087115423578597e-100,5.3337716940023694e-138,8.296361845509728e-21,6.521214274284706e-102,1.8456126587178852e-15,6.30841329348815e-16
2.3484833838955627e-20,0.058717038926530046,0.0,0.014579440765452457,0.031075110263184432,0.31940968187635393,0.35048479213953954,0.20701222018021495,0.09201819554070229,0.0,8.150149278420587e-61,1.6593624001581866e-20,1.6300296874538582e-60,0.0,3.4156283159404692e-130,6.964912430695368e-63,4.948412609084296e-100,9.081629023304723e-53,8.777282106788102e-78,1.4281778767514227e-67,1.4014352703071115e-33,2.290420100341105e-126,5.644684080704974e-45,2.6066145327045562e-82,4.436785800987063e-99,3.4142728862783457e-136,1.6593624001583266e-20,1.0435358215291888e-100,3.6914255951412425e-15,1.261751116789477e-15
4.697094188082151e-20,0.058717038926530046,0.0,0.014579440765447505,0.031075110263184432,0.31940968187635266,0.35048479213953954,0.20701222018021495,0.0920181955406986,0.0,6.520532145430296e-60,3.318814831372754e-20,1.3041062944933327e-59,0.0,4.335595488568755e-128,2.786169119637782e-62,8.176321799475397e-99,3.632799429060756e-52,7.022270166064131e-77,1.1426146241771299e-66,2.8029465774689952e-33,7.330029206630624e-125,1.1289674421736177e-44,2.085423624846732e-81,1.4083945474481353e-97,2.1853457820809649e-134,3.3188148313730344e-20,1.6697705526256508e-99,7.383051450536293e-15,2.5235706916665755e-15
9.394315796455329e-20,0.058717038926530046,0.0,0.014579440765437598,0.031075110263184432,0.31940968187635016,0.35048479213953954,0.20701222018021495,0.09201819554069121,0.0,5.216590810460168e-59,6.637719693801889e-20,1.0433180544144445e-58,0.0,5.5262572254575756e-126,1.1145629485261961e-61,1.3909225408480317e-97,1.4531493360983142e-51,5.617993930530858e-76,9.141206293349963e-66,5.605969191792763e-33,2.3457189333357514e-123,2.2579655103797284e-44,1.6683917009620226e-80,4.488657635619861e-96,1.398689162454903e-132,6.637719693802449e-20,2.671723477970304e-98,1.476630309151973e-14,5.04720984140387e-15
1.8788759013201683e-19,0.058717038926530046,0.0,0.014579440765417784,0.031075110263184432,0.3194096818763451,0.35048479213953954,0.20701222018021495,0.09201819554067645,0.0,4.173338687022189e-58,1.3275529418660158e-19,8.346676512610036e-58,0.0,7.058692961795111e-124,4.4588781622148035e-61,2.4900516969569637e-96,5.812656473866996e-51,4.494466264581729e-75,7.313080756418934e-65,1.1212014420440299e-32,7.506475930866439e-122,4.51596164679143e-44,1.334734481525754e-79,1.4334575078358194e-94,8.951831579530675e-131,1.327552941866128e-19,4.274830041059822e-97,2.9532806094259956e-14,1.0094488140810846e-14
3.757764544669439e-19,0.058717038926530046,0.0,0.014579440765378156,0.031075110263184432,0.319409681876335,0.35048479213953954,0.20701222018021495,0.09201819554064691,0.0,3.3386973652809105e-57,2.65511488683767e-19,6.677394041408895e-57,0.0,9.025580219748973e-122,1.7840251516396652e-60,4.830644944368835e-95,2.3250744154936976e-50,3.595601459945244e-74,5.850510894183893e-64,2.242410487773537e-32,2.4021003533222414e-120,9.031953919612754e-44,1.0677960335875138e-78,4.582403208997466e-93,5.729247745364987e-129,2.6551148868378937e-19,6.839786047263087e-96,5.906581098283389e-14,2.018904473935435e-14
7.51554183136798e-19,0.058717038926530046,0.0,0.014579440765298901,0.031075110263184432,0.3194096818763148,0.35048479213953954,0.20701222018021495,0.09201819554058785,0.0,2.6709684585303e-56,5.310238776780978e-19,5.341936365736078e-56,0.0,1.154663263631674e-119,7.139837284837524e-60,1.0437967210383656e-93,9.300321313917379e-50,2.876492547311548e-73,4.6804272310372446e-63,4.484828579232551e-32,7.686766019642776e-119,1.8063938465247082e-43,8.542402062296665e-78,1.4656232867725754e-91,3.666748914138799e-127,5.310238776781427e-19,1.0943704061098581e-94,1.18131816292356e-13,4.037815793535957e-14
1.5031096404765063e-18,0.058717038926530046,0.0,0.014579440765140391,0.031075110263184432,0.31940968187627444,0.35048479213953954,0.20701222018021495,0.09201819554046972,0.0,2.13677899335453e-55,1.0620486556667595e-18,4.27355754564857e-55,0.0,1.477577931009385e-117,2.858913373379632e-59,2.536928942708657e-92,3.720133255957664e-49,2.3011985896000616e-72,3.7443491911199736e-62,8.969664762150579e-32,2.4597723085515182e-117,3.612790755648246e-43,6.833935167301736e-77,4.68880132587419e-90,2.3467369373258492e-125,1.062048655666849e-18,1.7509963606277803e-93,2.362638090408999e-13,8.075638432304285e-14
