Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231)
0.0,0.07540679193649383,0.0,0.018723506437831414,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5585108001138948e-24,0.07540679193649383,0.0,0.018723506437831414,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.3660625219304234e-65,8.1051939603635245e-22,2.0895736164175535e-63,0.0,-7.113709334278881e-134,3.014394700189084e-45,9.004463531438011e-102,1.813409014611288e-53,2.075771778645152e-78,4.700698393442016e-71,8.834608501589577e-32,-3.843295937547365e-123,1.157623597449869e-27,1.1783429566499275e-81,2.6375846482399197e-98,-5.236627803903675e-137,8.105193961246987e-22,1.3683654045475702e-101,2.776128752968584e-19,9.488972357971155e-20,3.0367751745395996e-20,7.538408154214615e-20,6.243990809570566e-20,3.0364711545508013e-20,3.040199887681628e-24,1.5557446864011831e-34,4.094554485831888e-26,2.5848375026226762e-48,1.555744686401173e-34,1.749973086775011e-36,3.9787921260882207e-26
4.363830240318906e-24,0.07540679193649383,0.0,0.018723506437831414,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.0643936850540308e-64,2.269454308901787e-21,3.1577636506122572e-62,0.0,1.3733124023163299e-132,1.8206966001185572e-44,2.539403164190851e-100,1.0952990448252178e-52,3.1369063118792317e-77,7.103695415460544e-70,2.473690380445082e-31,-3.83895764878848e-123,3.241346072859633e-27,1.7807118760766083e-80,7.438410749352633e-97,-5.22558000596178e-137,2.269454309149156e-21,3.85900937926836e-100,7.773160508307015e-19,2.6569122602319014e-19,8.502970488711059e-20,2.1107542831800821e-19,1.7483174266796383e-19,8.50211923274227e-20,8.512559686006957e-24,9.396697905863124e-34,1.1464752560332242e-25,3.068719083113623e-47,9.396697905863004e-34,1.0569837444637456e-35,1.1140617953047018e-25
9.974469120728926e-24,0.07540679193649383,0.0,0.01872350643783141,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.2207805228417823e-63,5.187324134632656e-21,3.3969780384344856e-61,0.0,1.4500728563883877e-130,8.765892177300243e-44,5.523756883055496e-99,5.273393414489624e-52,3.3745406650985606e-76,7.641831368018637e-69,5.654149441017329e-31,-3.625612136588665e-123,7.408791023679164e-27,1.915608577752828e-79,1.6180168153892623e-95,-4.1270029241515465e-137,5.18732413519807e-21,8.394188312995909e-99,1.7767224018963782e-18,6.072942309101383e-19,1.943536111705469e-19,4.82458121869728e-19,3.996154118124321e-19,1.943341538912531e-19,1.9457279284651216e-23,4.5241055480546056e-33,2.620514870934478e-25,3.012886593056932e-46,4.524105548054491e-33,5.088921737116318e-35,2.5464269606964614e-25
2.119574688154897e-23,0.07540679193649383,0.0,0.018723506437831407,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.0412799072942204e-62,1.1023063786094393e-20,3.122408065108675e-60,0.0,1.1461617437710645e-128,3.828314444535182e-43,1.0240115448647852e-97,2.3030294485563352e-51,3.101784253385401e-75,7.024159598834914e-68,1.2015067562161824e-30,4.708692344442268e-123,1.574368092531823e-26,1.7607743132501368e-78,2.9995304947561256e-94,8.24275095390836e-136,1.1023063787295897e-20,1.5561410439510508e-97,3.775535104019694e-18,1.2905002406839988e-18,4.13001423737448e-19,1.0252235089731509e-18,8.4918275010117615e-19,4.1296007701891807e-19,4.1346718489914134e-23,1.9757957517294666e-32,5.568594100741712e-25,2.6648640717037502e-45,1.9757957517293648e-32,2.2224658210046703e-34,5.41115729147998e-25
4.363830240318905e-23,0.07540679193649383,0.0,0.0187235064378314,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.7463579370182122e-61,2.2694543089017866e-20,2.6712858376872734e-59,0.0,8.123588572913516e-127,1.5982618020227705e-42,1.7600145935505382e-96,9.614694595469047e-51,2.653641732551373e-74,6.009316420776564e-67,2.4736903804450814e-30,2.983040491413935e-121,3.241346072859639e-26,1.506379495654908e-77,5.155426562119265e-93,6.2080489510874025e-134,2.2694543091491552e-20,2.6746088587968964e-96,7.77316050823418e-18,2.656912260231577e-18,8.502970488713647e-19,2.110754283179929e-18,1.7483174266778958e-18,8.502119232742655e-19,8.51255969323376e-23,8.248558327298758e-32,1.1464752560375095e-24,2.239978822372547e-44,8.248558327297901e-32,9.278357313284774e-34,1.1140617953047019e-24
8.852341344646922e-23,0.07540679193649383,0.0,0.018723506437831383,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,1.443922513578032e-60,4.6037501694864814e-20,2.2086707882030588e-58,0.0,5.466802751776651e-125,6.52955070727969e-42,2.9170963882401153e-95,3.927916462008633e-50,2.1940823008730785e-73,4.968619025483691e-66,5.018057628902879e-30,1.0147031259989447e-119,6.57530203351528e-26,1.2455036975307144e-76,8.54474152842877e-92,4.181203631489958e-132,4.6037501699882836e-20,4.4329680369231845e-95,1.5768411316534554e-17,5.3897362993261615e-18,1.7248882991396549e-18,4.281815831593216e-18,3.546586779828257e-18,1.7247156157850283e-18,1.7268335394477484e-22,3.369805220532153e-31,2.3257069479717523e-24,1.836469972400976e-43,3.3698052205314507e-31,3.7905117109772485e-33,2.2599539276181094e-24
1.7829363553302955e-22,0.07540679193649383,0.0,0.018723506437831352,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,1.1741738079834186e-59,9.272341890655871e-20,1.7960544042905622e-57,0.0,3.586969312806229e-123,2.63945368085515e-41,4.749739405137782e-94,1.5877266359248833e-49,1.7841912886732734e-72,4.040398474786811e-65,1.0106792125818475e-29,3.327558934629562e-118,1.3243213954826605e-25,1.0128229220300344e-75,1.3912896769035863e-90,2.7434744701775555e-130,9.272341891666538e-20,7.217939276165336e-94,3.175891293262092e-17,1.0855384377513041e-17,3.474070799678063e-18,8.623938928418711e-18,7.143125486116673e-18,3.473723000806828e-18,3.4779886848001113e-22,1.3621291486889663e-30,4.684170331870501e-24,1.4872209973493705e-42,1.3621291486883963e-30,1.5321854411966928e-32,4.5517381922449244e-24
3.578340797061502e-22,0.07540679193649383,0.0,0.018723506437831286,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,9.470137135060079e-59,1.860952533299465e-19,1.4485829435994853e-56,0.0,2.3243028223848223e-121,1.0613970641640128e-40,7.666111928732351e-93,6.384178972299622e-49,1.4390149110832545e-71,3.258727743402276e-64,2.028426111964967e-29,1.0776976292318997e-116,2.657903779744941e-25,8.168783786473401e-75,2.2455472348282865e-89,1.7777309621110376e-128,1.8609525335023032e-19,1.1649783092271457e-92,6.373991616273615e-17,2.1786680533877646e-17,6.972435800762192e-18,1.7308185122065386e-17,1.4336202898644272e-17,6.971737770851524e-18,6.980298995919303e-22,5.4770613982610654e-30,9.401097099789052e-24,1.1970448439688603e-41,5.477061398256478e-30,6.160850291608388e-32,9.135306721498554e-24
7.169149680523916e-22,0.07540679193649383,0.0,0.018723506437831154,0.031075110263184432,0.3194096818763551,0.35048479213953954,0.20701222018021492,0.09201819554070585,0.0,7.606929155030662e-58,3.7283892217672205e-19,1.163580597619014e-55,0.0,1.4967860674556653e-119,4.257353491915208e-40,1.2319279067579378e-91,2.560341307275588e-48,1.1558950335700257e-70,2.617587340717715e-63,4.063919910731205e-29,3.469362333043978e-115,5.325068548269566e-25,6.561611374814774e-74,3.6085344027956847e-88,1.1448089781918623e-126,3.728389222173596e-19,1.8720888682418454e-91,1.2770192261473652e-16,4.3649272846570224e-17,1.3969165802959694e-17,3.467667750934147e-17,2.872235772350256e-17,1.396776731094529e-17,1.398491969981555e-21,2.1965465882602986e-29,1.8834950636110372e-23,9.605531000331598e-41,2.1965465882566176e-29,2.4707765341582054e-31,1.8302443780005813e-23
