Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35)
1.2314069372681567e-10,0.045450764422602166,0.0,0.01126246195180859,0.031075110263184432,0.31940201011287894,0.3504801741797348,0.20700686957584188,0.09201658128914905,0.0,3.969205166065776e-37,9.028837022834538e-15,2.4971809639764083e-40,0.0,2.0800375867143332e-55,2.1475060907965124e-11,1.2202007696367712e-42,6.980970767093774e-43,8.606140385888664e-65,5.2661767467947225e-23,6.226137846277131e-32,8.494387652085502e-104,4.167318179723117e-25,7.209452841654967e-71,2.217733358110048e-39,2.9779334552790047e-72,9.024492453418593e-15,8.554029664906234e-66,1.6146316576291538e-06,5.812285877438468e-06,3.703236959063018e-06,4.617959795349845e-06,3.51611005020312e-06,1.8494257643035341e-06,1.9153594134583105e-10,5.013709861650711e-09,3.3717733890929255e-18,2.0781352266532958e-10,4.8303108421087605e-09,4.466526326505551e-09,4.759227696274666e-25,1.834494283965623e-06,7.189389061156857e-19,1.6451139018299754e-16,4.058931152848566e-22,3.866732435948393e-14
1.237689180723972e-10,0.045450764422602166,0.0,0.011262354636330506,0.031075110263184432,0.31940197102731055,0.350480150649408,0.20700684381516038,0.09201658130776755,0.0,4.070996871417537e-37,9.074898950175414e-15,2.5469345924109277e-40,0.0,2.1445113828287905e-55,2.1805539183093366e-11,1.2452831035409522e-42,7.052381283811249e-43,8.738529956058766e-65,5.320010841281228e-23,6.257901201136459e-32,8.713286822352023e-104,4.208282541788998e-25,7.320356952761576e-71,2.263320652987855e-39,3.070238758971853e-72,9.070509952343176e-15,8.729881552817351e-66,1.614618732750587e-06,5.841899091269449e-06,3.7221430150634713e-06,4.64149012213004e-06,3.532529820084499e-06,1.8587955665210293e-06,1.9240973700314459e-10,5.064798675357168e-09,3.406258629001027e-18,2.109721919925915e-10,4.878615703036604e-09,4.511422851906714e-09,4.783508083199299e-25,1.8438351951542594e-06,7.335247480259401e-19,1.6870558549230893e-16,3.3295838586268255e-22,3.906231627259429e-14
1.2439714241797875e-10,0.045450764422602166,0.0,0.011262247336179629,0.031075110263184432,0.3194019319422729,0.35048012711937027,0.20700681806919072,0.09201658132655562,0.0,4.174839646066553e-37,9.12096087442383e-15,2.5974272833252567e-40,0.0,2.2106418887409437e-55,2.213939178737364e-11,1.2707500660819821e-42,7.1241551794677454e-43,8.87227031557596e-65,5.374118350464065e-23,6.289664552044164e-32,8.936675700570173e-104,4.249446999805008e-25,7.432392634032363e-71,2.3096070069695802e-39,3.164915924114672e-72,9.116527222302875e-15,8.908430477042713e-66,1.6146056926334748e-06,5.871511916653691e-06,3.7410491843640814e-06,4.6650201597686114e-06,3.548935057329093e-06,1.8681647086886292e-06,1.9328249896580198e-10,5.116144459270761e-09,3.4409192634197074e-18,2.1416231257446797e-10,4.927149888856135e-09,4.556526828273958e-09,4.807788477323108e-25,1.8531759271796215e-06,7.483300279516687e-19,1.729846127107363e-16,2.134035984588762e-22,3.945930977337558e-14
1.250253667635603e-10,0.045450764422602166,0.0,0.011262140051337544,0.031075110263184432,0.31940189285776593,0.3504801035896217,0.2070067923379201,0.09201658134550735,0.0,4.280763540273516e-37,9.167022795579824e-15,2.6486663126150758e-40,0.0,2.278462982368788e-55,2.2476635880298102e-11,1.2966055671038793e-42,7.196292453988986e-43,9.007368320499167e-65,5.428499269099356e-23,6.321427899002505e-32,9.164622999199431e-104,4.290811555048494e-25,7.545565628858104e-71,2.3565995260438936e-39,3.2620134526130953e-72,9.162544263299841e-15,9.089703861969236e-66,1.61459254346423e-06,5.90112435367224e-06,3.759955466595099e-06,4.688549908298405e-06,3.565325774660722e-06,1.877533190820488e-06,1.9415423053766928e-10,5.167747183238697e-09,3.475755291433383e-18,2.1738403224516191e-10,4.975913240635231e-09,4.6018380213528735e-09,4.832068878703989e-25,1.8625164800695194e-06,7.633569001494023e-19,1.773497437914054e-16,4.324993102938529e-22,3.985830438888301e-14
1.2565359110914184e-10,0.045450764422602166,0.0,0.011262032781786155,0.031075110263184432,0.3194018537737896,0.3504800800601622,0.20700676662133582,0.09201658136461706,0.0,4.388798877449213e-37,9.213084713643439e-15,2.700658991794408e-40,0.0,2.3480090584208043e-55,2.2817288621596875e-11,1.3228535361765715e-42,7.26879310730076e-43,9.14383082688485e-65,5.483153591944048e-23,6.353191242013736e-32,9.397198128211335e-104,4.332376208803709e-25,7.6598816806275e-71,2.4043053520487396e-39,3.3615805862426106e-72,9.20856107533623e-15,9.273729270472033e-66,1.6145792911054953e-06,5.930736402406089e-06,3.7788618613872126e-06,4.71207936775223e-06,3.5817019847920545e-06,1.8869010129307316e-06,1.9502493500842768e-10,5.219606817111183e-09,3.510766712126484e-18,2.2063749872030887e-10,5.02490559956071e-09,4.647356197330021e-09,4.85634928739984e-25,1.871856853851731e-06,7.786075295420182e-19,1.8180226312666324e-16,3.7597021758238568e-22,4.0259300645679644e-14
1.2628181545472338e-10,0.045450764422602166,0.0,0.011261925527507688,0.031075110263184432,0.31940181469034395,0.3504800565309918,0.2070067409194251,0.09201658138387939,0.0,4.4989762550466725e-37,9.259146628614705e-15,2.753412667995998e-40,0.0,2.4193150336212703e-55,2.3161367171236676e-11,1.3494979225952044e-42,7.341657139328908e-43,9.281664690787013e-65,5.538081313755893e-23,6.384954581080107e-32,9.634471198611768e-104,4.3741409623618655e-25,7.775346532727201e-71,2.452731662670073e-39,3.4636673141294194e-72,9.254577658414195e-15,9.460534403910861e-66,1.6145659411130746e-06,5.96034806293618e-06,3.7977683683714154e-06,4.7356085381628585e-06,3.598063700424621e-06,1.8962681750334561e-06,1.9589461565365683e-10,5.271723330741429e-09,3.545953524583444e-18,2.239228595969894e-10,5.074126806938307e-09,4.6930811228308024e-09,4.880629703468556e-25,1.8811970485540036e-06,7.940840919699348e-19,1.8634346760452802e-16,1.739530835100772e-22,4.0662298325879e-14
1.2691003980030493e-10,0.045450764422602166,0.0,0.011261818288484673,0.031075110263184432,0.3194017756074288,0.35048003300211034,0.20700671523217518,0.09201658140328936,0.0,4.611326545449364e-37,9.305208540493667e-15,2.8069347239716985e-40,0.0,2.492416351961793e-55,2.3508888689419713e-11,1.3765426953794567e-42,7.414884549999331e-43,9.420876768257206e-65,5.593282429293459e-23,6.416717916203874e-32,9.876513025963204e-104,4.416105817021188e-25,7.89196592854178e-71,2.5018856714405884e-39,3.5683243802688054e-72,9.300594012535889e-15,9.650147102126575e-66,1.614552498751982e-06,5.989959335343404e-06,3.816674987180085e-06,4.7591374195630255e-06,3.6144109342488262e-06,1.9056346771427298e-06,1.9676327573491783e-10,5.324096693985647e-09,3.58131572788871e-18,2.2724026235374122e-10,5.123576704192658e-09,4.739012564917343e-09,4.904910126968034e-25,1.8905370642040535e-06,8.097887709262225e-19,1.9097466666474106e-16,4.542831038247874e-22,4.106729671385731e-14
1.2753826414588647e-10,0.045450764422602166,0.0,0.011261711064699925,0.031075110263184432,0.31940173652504406,0.3504800094735178,0.20700668955957346,0.09201658142284215,0.0,4.725880896855404e-37,9.35127044928036e-15,2.8612325780928578e-40,0.0,2.5673489899790352e-55,2.3859870336582542e-11,1.4039918432728517e-42,7.488475339238001e-43,9.561473915344515e-65,5.64875693331612e-23,6.448481247387278e-32,1.0123395133906998e-103,4.458270774086989e-25,8.009745611453756e-71,2.551774627738451e-39,3.675603291081034e-72,9.346610137703466e-15,9.842595343437574e-66,1.6145389690116488e-06,6.019570219708601e-06,3.835581717446073e-06,4.782666011985427e-06,3.6307436989439553e-06,1.915000519272594e-06,1.976309184998332e-10,5.376726876703048e-09,3.616853321126738e-18,2.3058985435057156e-10,5.173255132867297e-09,4.785150291086408e-09,4.92919055795617e-25,1.8998769008295674e-06,8.257237604690388e-19,1.9569718235495633e-16,4.393627611894064e-22,4.14742964993863e-14
1.2816648849146801e-10,0.045450764422602166,0.0,0.011261603856136528,0.031075110263184432,0.31940169744318975,0.35047998594521435,0.20700666390160716,0.09201658144253329,0.0,4.842670734157844e-37,9.39733235497482e-15,2.9163136843507075e-40,0.0,2.644149462058663e-55,2.421432927339471e-11,1.4318493747420672e-42,7.562429506970923e-43,9.703462988095578e-65,5.704504820584068e-23,6.48024457463257e-32,1.0375189757685648e-103,4.500635834871726e-25,8.128691324843583e-71,2.602405816786031e-39,3.785556323004764e-72,9.392626033919074e-15,1.0037907244636263e-65,1.6145253566203384e-06,6.049180716112566e-06,3.85448855880226e-06,4.806194315462725e-06,3.6470620071781854e-06,1.9243657014370624e-06,1.9849754718216872e-10,5.429613848755845e-09,3.652566303381994e-18,2.339717828289697e-10,5.223161934624628e-09,4.831494069267303e-09,4.953470996490861e-25,1.9092165584582025e-06,8.418912664431093e-19,2.005123493870868e-16,1.2128264655256176e-22,4.188329760251463e-14
1.2879471283704956e-10,0.045450764422602166,0.0,0.011261496662777827,0.031075110263184432,0.3194016583618659,0.3504799624171997,0.20700663825826368,0.09201658146235847,0.0,4.961727759820994e-37,9.443394257577086e-15,2.9721855323567582e-40,0.0,2.7228548257654914e-55,2.4572282660757555e-11,1.4601193179762504e-42,7.636747053124183e-43,9.846850842554576e-65,5.760526085858294e-23,6.512007897941997e-32,1.0631969847665046e-103,4.543201000695056e-25,8.248808812089653e-71,2.653786559648635e-39,3.8982365301279764e-72,9.438641701184868e-15,1.023611106098549e-65,1.6145116660588035e-06,6.0787908246360395e-06,3.87339551088311e-06,4.829722330027551e-06,3.663365871608598e-06,1.9337302236501218e-06,1.9936316500191465e-10,5.482757580009249e-09,3.688454673738952e-18,2.3738619491191917e-10,5.273296951245931e-09,4.878043667819805e-09,4.9777514426300085e-25,1.918556037117586e-06,8.582935015083462e-19,2.0542151519312924e-16,4.648567865881233e-22,4.229429897052542e-14
1.294229371826311e-10,0.045450764422602166,0.0,0.011261389484607403,0.031075110263184432,0.3194016192810723,0.35047993888947404,0.20700661262953027,0.09201658148231369,0.0,5.08308395475285e-37,9.489456157087198e-15,3.028855647343191e-40,0.0,2.8035026871998372e-55,2.493374765980328e-11,1.4888057208863284e-42,7.711427977623918e-43,9.991644334763243e-65,5.816820723900605e-23,6.543771217317798e-32,1.0893809072856751e-103,4.585966272883911e-25,8.370103816568315e-71,2.7059242132332352e-39,4.0136977518564245e-72,9.484657139503002e-15,1.0437235186215012e-65,1.6144979015732322e-06,6.108400545359718e-06,3.8923025733236715e-06,4.8532500557124915e-06,3.6796553048811868e-06,1.943094085925733e-06,2.0022777516536375e-10,5.536158040331464e-09,3.7245184312820946e-18,2.4083323760391046e-10,5.323660024631329e-09,4.9247988555321035e-09,5.002031896431508e-25,1.9278953368353183e-06,8.749326885185617e-19,2.1042603998111023e-16,5.309958027024901e-22,4.270730145456805e-14
1.3005116152821264e-10,0.045450764422602166,0.0,0.011261282321609082,0.031075110263184432,0.31940158020080894,0.35047991536203715,0.20700658701539426,0.09201658150239514,0.0,5.206771579173592e-37,9.535518053505193e-15,3.0863315901632595e-40,0.0,2.8861312063800713e-55,2.5298741431893396e-11,1.517912651104322e-42,7.786472280396325e-43,1.0137850320760872e-64,5.873388729473614e-23,6.575534532762217e-32,1.1160781824440249e-103,4.628931652772543e-25,8.492582081653848e-71,2.758826170287204e-39,4.1319946206195955e-72,9.530672348875627e-15,1.0641308152517947e-65,1.6144840671875147e-06,6.138009878364252e-06,3.911209745758648e-06,4.876777492550109e-06,3.6959303196308676e-06,1.952457288277831e-06,2.010913808651907e-10,5.58981519959369e-09,3.760757575095915e-18,2.4431305779095347e-10,5.3742509967997785e-09,4.9717594016187495e-09,5.0263123579532595e-25,1.937234457638968e-06,8.918110634475814e-19,2.1552729679135724e-16,5.554797625172837e-23,4.312230523082429e-14
1.3067938587379419e-10,0.045450764422602166,0.0,0.011261175173766904,0.031075110263184432,0.3194015411210759,0.35047989183488903,0.2070065614158431,0.09201658152259919,0.0,5.332823173480212e-37,9.58157994683111e-15,3.144620957291691e-40,0.0,2.9707791026513834e-55,2.56672811386176e-11,1.5474441959826568e-42,7.86187996136766e-43,1.0285475656584304e-64,5.930230097340737e-23,6.607297844277487e-32,1.1432963219285206e-103,4.6720971417026025e-25,8.616249350718489e-71,2.8124998593970487e-39,4.253182569614179e-72,9.576687329304896e-15,1.0848358630547217e-65,1.6144701667148718e-06,6.167618823730238e-06,3.930117027824513e-06,4.9003046405729265e-06,3.7121909284814903e-06,1.9618198307203254e-06,2.0195398528053296e-10,5.643729027670122e-09,3.797172104264916e-18,2.4782580224059004e-10,5.425069709889068e-09,5.0189250757186105e-09,5.05059282725316e-25,1.9465733995560796e-06,9.089308681277639e-19,2.2072667155210227e-16,4.543812280030735e-22,4.35393087954095e-14
1.3130761021937573e-10,0.045450764422602166,0.0,0.011261068041065117,0.031075110263184432,0.3194015020418729,0.3504798683080298,0.207006535830864,0.0920165815429225,0.0,5.46127155910724e-37,9.627641837064984e-15,3.203731380825091e-40,0.0,3.057485660120737e-55,2.6039383941792936e-11,1.577404462593477e-42,7.937651020464243e-43,1.0434527198267926e-64,5.987344822266198e-23,6.63906115186585e-32,1.1710429103473715e-103,4.715462741023186e-25,8.741111367132405e-71,2.866952744987141e-39,4.3773178405850574e-72,9.622702080792959e-15,1.1058415429412025e-65,1.6144562037688707e-06,6.197227381538238e-06,3.9490244191585785e-06,4.9238314998134364e-06,3.728437144045846e-06,1.9711817132671007e-06,2.028155915770655e-10,5.697899494437946e-09,3.833762017873611e-18,2.51371617601907e-10,5.476116006155793e-09,5.066295647892859e-09,5.074873304389108e-25,1.955912162614166e-06,9.262943537441253e-19,2.2602556313514446e-16,6.603792595717952e-22,4.395831312738416e-14
1.3193583456495727e-10,0.045450764422602166,0.0,0.011260960923488175,0.031075110263184432,0.31940146296320016,0.3504798447814592,0.2070065102604445,0.0920165815633618,0.0,5.592149839383613e-37,9.673703724206855e-15,3.263670528482347e-40,0.0,3.1462907331180335e-55,2.6415067003462142e-11,1.607797577727959e-42,8.01378545761245e-43,1.0585011801843702e-64,6.044732899015031e-23,6.670824455529541e-32,1.1993256055822557e-103,4.7590284520909095e-25,8.867173874263735e-71,2.9221923273184513e-39,4.5044574916437973e-72,9.668716603341969e-15,1.1271507496674298e-65,1.614442181773868e-06,6.226835551868759e-06,3.967931919397292e-06,4.9473580703040975e-06,3.744668978925681e-06,1.9805429359320153e-06,2.036762029070788e-10,5.7523265697773366e-09,3.8705273150065194e-18,2.5495065040554813e-10,5.527389727975343e-09,5.113870888622941e-09,5.099153789419009e-25,1.9652507468407153e-06,9.439037865530673e-19,2.3142538341207757e-16,-2.04577183960201e-23,4.4379318832671184e-14
1.3256405891053882e-10,0.045450764422602166,0.0,0.011260853821020711,0.031075110263184432,0.31940142388505743,0.35047982125517746,0.20700648470457186,0.09201658158391413,0.0,5.725491400385691e-37,9.71976560825676e-15,3.324446103605045e-40,0.0,3.237234751683468e-55,2.6794347485892516e-11,1.638627687895621e-42,8.090283272738718e-43,1.0736936323341136e-64,6.102394322353064e-23,6.702587755270793e-32,1.2281521391405448e-103,4.802794276269959e-25,8.994442615478545e-71,2.97822614248728e-39,4.634659405124648e-72,9.714730896954073e-15,1.1487663918345131e-65,1.6144281039749067e-06,6.256443334802265e-06,3.9868395281790525e-06,4.970884352077331e-06,3.760886445711703e-06,1.9899034987289057e-06,2.0453582240955874e-10,5.807010223571459e-09,3.907467994748173e-18,2.585630470637275e-10,5.5788907178418836e-09,5.161650568808591e-09,5.123434282400757e-25,1.9745891522631894e-06,9.617614376944885e-19,2.369275573096921e-16,4.083808290537273e-22,4.480232382663067e-14
1.3319228325612036e-10,0.045450764422602166,0.0,0.011260746733647544,0.031075110263184432,0.3194013848074446,0.3504797977291843,0.20700645916323349,0.09201658160457657,0.0,5.861329911786428e-37,9.765827489214739e-15,3.386065845157876e-40,0.0,3.33035872708109e-55,2.7177242551575207e-11,1.6698989593236383e-42,8.167144465769544e-43,1.089030761878731e-64,6.160329087046938e-23,6.734351051091835e-32,1.2575303165075272e-103,4.846760214932156e-25,9.122923334140875e-71,3.035061762423997e-39,4.767982295478053e-72,9.760744961631427e-15,1.1706913918881271e-65,1.6144139734470927e-06,6.286050730419179e-06,4.00574724514352e-06,4.994410345165538e-06,3.7770895569835933e-06,1.9992634016715813e-06,2.0539445321025926e-10,5.861950425706466e-09,3.944584056183111e-18,2.622089538702421e-10,5.630618818368356e-09,5.209634459765828e-09,5.147714783392256e-25,1.9839273789090207e-06,9.798695860556345e-19,2.4253352286529484e-16,8.383318858949446e-22,4.5227329129651e-14
1.338205076017019e-10,0.045450764422602166,0.0,0.01126063966135367,0.031075110263184432,0.31940134573036183,0.35047977420347975,0.20700643363641685,0.09201658162534644,0.0,5.999699327700719e-37,9.811889367080827e-15,3.4485375277290606e-40,0.0,3.42570425733856e-55,2.7563769363223564e-11,1.7016155779561572e-42,8.244369036631488e-43,1.1045132544206853e-64,6.218537187864089e-23,6.766114342994896e-32,1.2874680174986351e-103,4.890926269457027e-25,9.252621773612703e-71,3.092706794891765e-39,4.904485717201667e-72,9.806758797376179e-15,1.192928686118156e-65,1.6143997931044855e-06,6.315657738799878e-06,4.02465506992882e-06,5.017936049601078e-06,3.7932783253100155e-06,2.0086226447738304e-06,2.0625209842177727e-10,5.9171471460714925e-09,3.981875498395884e-18,2.658885170004851e-10,5.682573872286448e-09,5.257822333224984e-09,5.171995292451404e-25,1.9932654268056183e-06,9.982305283285597e-19,2.4824473128292883e-16,-9.950223952816245e-23,4.565433602244874e-14
1.3444873194728345e-10,0.045450764422602166,0.0,0.011260532604124242,0.031075110263184432,0.31940130665380884,0.3504797506780639,0.20700640812410928,0.09201658164622119,0.0,6.140633887526928e-37,9.857951241855063e-15,3.5118689615307583e-40,0.0,3.523313532813098e-55,2.7953945083771738e-11,1.7337817494536054e-42,8.321956985251169e-43,1.1201417955621978e-64,6.277018619572763e-23,6.797877630982204e-32,1.317973196611666e-103,4.935292441231854e-25,9.383543677253966e-71,3.151168883485282e-39,5.044230072808853e-72,9.85277240419048e-15,1.2154812246583385e-65,1.614385565708517e-06,6.345264360024694e-06,4.0435630021751325e-06,5.041461465416283e-06,3.8094527632486283e-06,2.0179812280494173e-06,2.0710876114363327e-10,5.972600354558663e-09,4.019342320471049e-18,2.696018825114578e-10,5.73475572244659e-09,5.306213961328736e-09,5.196275809636105e-25,2.002603295980362e-06,1.0168465653042025e-18,2.5406264698861135e-16,3.0639034771044008e-22,4.6083341705272524e-14
1.35076956292865e-10,0.045450764422602166,0.0,0.011260425561944565,0.031075110263184432,0.31940126757778575,0.3504797271529367,0.2070063826262983,0.09201658166719841,0.0,6.284168116784623e-37,9.904013113537488e-15,3.5760679923995016e-40,0.0,3.623229341783628e-55,2.8347786876374374e-11,1.7664016991920085e-42,8.399908311555265e-43,1.1359170709052445e-64,6.335773376941998e-23,6.829640915055987e-32,1.3490538833790097e-103,4.979858731651737e-25,9.515694788422564e-71,3.2104557076295114e-39,5.187276620834724e-72,9.898785782076482e-15,1.2383519714859163e-65,1.6143712938759798e-06,6.374870594173918e-06,4.062471041524597e-06,5.064986592643451e-06,3.82561288334609e-06,2.0273391515120813e-06,2.0796444446234054e-10,6.028310021063078e-09,4.056984521493177e-18,2.733491963417836e-10,5.787164211817934e-09,5.35480911663014e-09,5.220556335004258e-25,2.0119409864606084e-06,1.0357200027370633e-18,2.5998874768523074e-16,1.0760870209875216e-21,4.65143470697467e-14
1.3570518063844653e-10,0.045450764422602166,0.0,0.011260318534800091,0.031075110263184432,0.31940122850229247,0.35047970362809794,0.20700635714297128,0.09201658168827585,0.0,6.430336827948508e-37,9.950074982128136e-15,3.6411425017966102e-40,0.0,3.72549507606912e-55,2.8745311904404794e-11,1.7994796722623005e-42,8.478223015470525e-43,1.1518397660515598e-64,6.394801454741638e-23,6.861404195218464e-32,1.3807181827198663e-103,5.02462514211966e-25,9.649080850474353e-71,3.270574982578419e-39,5.333687483879639e-72,9.944798931036333e-15,1.261543904421278e-65,1.614356980086587e-06,6.404476441327793e-06,4.08137918761697e-06,5.0885114313148524e-06,3.841758698138072e-06,2.0366964151755397e-06,2.0881915145147835e-10,6.084276115482825e-09,4.094802100546843e-18,2.7713060431172055e-10,5.839799183488341e-09,5.403607572090703e-09,5.244836868613768e-25,2.021278498273688e-06,1.054853167849046e-18,2.660245244087908e-16,-1.673597836370988e-22,4.6947354404536153e-14
1.3633340498402808e-10,0.045450764422602166,0.0,0.011260211522676424,0.031075110263184432,0.3194011894273289,0.3504796801035477,0.20700633167411564,0.09201658170945139,0.0,6.579175121278591e-37,9.996136847627045e-15,3.707100406808629e-40,0.0,3.830154736673125e-55,2.914653733145338e-11,1.8330199334696385e-42,8.556901096923745e-43,1.1679105666026332e-64,6.454102847742326e-23,6.893167471471861e-32,1.412974275292476e-103,5.069591674046554e-25,9.783707606763133e-71,3.331534459413702e-39,5.483525656690229e-72,9.990811851072184e-15,1.2850600151276047e-65,1.6143426266901453e-06,6.434081901566529e-06,4.100287440094005e-06,5.11203598146273e-06,3.8578902201492705e-06,2.0460530190534873e-06,2.0967288517177193e-10,6.140498607718966e-09,4.132795056716636e-18,2.8094625212317446e-10,5.89266048066437e-09,5.452609101078434e-09,5.269117410522537e-25,2.0306158314469043e-06,1.0742483917442775e-18,2.7217148158355137e-16,1.205436960264972e-22,4.738236007680239e-14
1.3696162932960962e-10,0.045450764422602166,0.0,0.011260104525559278,0.031075110263184432,0.31940115035289507,0.35047965657928604,0.20700630621971888,0.09201658173072295,0.0,6.730718385646589e-37,1.0042198710034256e-14,3.773949660147756e-40,0.0,3.93725293945449e-55,2.955148032132765e-11,1.8670267673327166e-42,8.635942555841797e-43,1.1841301581597136e-64,6.513677550715505e-23,6.924930743818394e-32,1.4458304178463383e-103,5.114758328851347e-25,9.919580800640685e-71,3.393341925043525e-39,5.6368550142779e-72,1.0036824542186186e-14,1.3089033091105188e-65,1.6143282359133478e-06,6.4636869749702864e-06,4.119195798600485e-06,5.135560243119288e-06,3.874007461893411e-06,2.055408963159597e-06,2.1052564867116036e-10,6.196977467675543e-09,4.17096338908715e-18,2.84796285359712e-10,5.945747946671256e-09,5.501813477365931e-09,5.293397960788465e-25,2.039952986007538e-06,1.0939080059681312e-18,2.7843113707639896e-16,1.3835233086004983e-21,4.7819364554390586e-14
1.3758985367519116e-10,0.045450764422602166,0.0,0.011259997543434517,0.031075110263184432,0.31940111127899085,0.35047963305531277,0.20700628077976846,0.0920165817520887,0.0,6.885002299358576e-37,1.0088260569349804e-14,3.841698250152275e-40,0.0,4.046834920824281e-55,2.996015803805041e-11,1.901504478083079e-42,8.715347392151605e-43,1.2004992263238068e-64,6.573525558433411e-23,6.95669401226028e-32,1.4792949435744375e-103,5.160125107961043e-25,1.0056706175456755e-70,3.456005202201262e-39,5.793740320074848e-72,1.0082837004380488e-14,1.3330768057177285e-65,1.6143138098662152e-06,6.4932916616191865e-06,4.138104262777798e-06,5.15908421631671e-06,3.890110435873263e-06,2.064764247507518e-06,2.1137744498486522e-10,6.253712665259572e-09,4.209307096742994e-18,2.886808494865741e-10,5.999061424952904e-09,5.551220475128464e-09,5.317678519469457e-25,2.0492899619828436e-06,1.1138343682036873e-18,2.848050222531336e-16,-1.993219728918958e-22,4.825837156981932e-14
1.382180780207727e-10,0.045450764422602166,0.0,0.01125989057628812,0.031075110263184432,0.3194010722056162,0.3504796095316279,0.20700625535425193,0.09201658177354678,0.0,7.0420628309738864e-37,1.0134322425573726e-14,3.910354200786997e-40,0.0,4.1589465434688785e-55,3.037258764585768e-11,1.936457389664433e-42,8.795115605780154e-43,1.2170184566956756e-64,6.633646865669085e-23,6.98845727679974e-32,1.5133762624654622e-103,5.205692012810764e-25,1.0195089474559038e-70,3.519532149444221e-39,5.954247234127549e-72,1.0128849237657235e-14,1.3575835381386725e-65,1.614299350548195e-06,6.522895961593309e-06,4.157012832268975e-06,5.182607901087143e-06,3.906199154580647e-06,2.074118872110878e-06,2.122282771354724e-10,6.3107041703810464e-09,4.2478261787687805e-18,2.926000898506892e-10,6.052600759071871e-09,5.6008298689420815e-09,5.341959086623415e-25,2.05862675940005e-06,1.1340298409967169e-18,2.91294682033625e-16,-1.856749657075337e-22,4.869937659233014e-14
1.3884630236635425e-10,0.045450764422602166,0.0,0.011259783624106168,0.031075110263184432,0.3194010331327711,0.3504795860082315,0.20700622994315662,0.0920165817950956,0.0,7.201936240120313e-37,1.0180384278706065e-14,3.979925571643703e-40,0.0,4.27363430209928e-55,3.0788786309199294e-11,1.9718898457319654e-42,8.8752471966545e-43,1.2336885348758394e-64,6.694041467196356e-23,7.020220537438983e-32,1.5480828616560294e-103,5.251459044843822e-25,1.0334736441293198e-70,3.583930661152382e-39,6.118442321327759e-72,1.0174861242018581e-14,1.3824265534041706e-65,1.614284859853948e-06,6.552499874972689e-06,4.175921506721635e-06,5.206131297462706e-06,3.922273630496446e-06,2.0834728369832835e-06,2.130781481329981e-10,6.3679519529529305e-09,4.2865206342491364e-18,2.965541516806859e-10,6.106365792709347e-09,5.650641433781705e-09,5.366239662308247e-25,2.0679633782863643e-06,1.1544967803505705e-18,2.9790167494552054e-16,1.7660786303484323e-21,4.914237919173927e-14
1.394745267119358e-10,0.045450764422602166,0.0,0.011259676686874867,0.031075110263184432,0.3194009940604554,0.35047956248512346,0.2070062045464702,0.0920165818167335,0.0,7.364659078305573e-37,1.0226446128746854e-14,4.050420457941587e-40,0.0,4.390945329226566e-55,3.120877119273709e-11,2.0078062096516535e-42,8.955742164701762e-43,1.2505101464645788e-64,6.754709357789855e-23,7.051983794180221e-32,1.583423305782908e-103,5.297426205511784e-25,1.0475652819002882e-70,3.6492086675271374e-39,6.286393059680985e-72,1.0220873017466676e-14,1.4076089123860654e-65,1.614270339578828e-06,6.582103401837329e-06,4.194830285778879e-06,5.229654405475494e-06,3.938333876090611e-06,2.092826142138317e-06,2.1392706097495197e-10,6.425455982891157e-09,4.325390462268692e-18,3.005431800869071e-10,6.160356369665147e-09,5.70065494501927e-09,5.390520246581853e-25,2.0772998186689667e-06,1.1752375740067456e-18,3.0462757318057316e-16,-1.5561194885643054e-22,4.958738509111487e-14
1.4010275105751734e-10,0.045450764422602166,0.0,0.011259569764580517,0.031075110263184432,0.31940095498866916,0.3504795389623037,0.20700617916418015,0.09201658183845901,0.0,7.530268189725077e-37,1.0272507975696134e-14,4.1218469905277015e-40,0.0,4.5109274009635726e-55,3.163255946134223e-11,2.0442108644995812e-42,9.036600509849106e-43,1.2674839770619294e-64,6.815650532225009e-23,7.083747047025666e-32,1.6194062373352378e-103,5.3435934962745235e-25,1.0617844351029685e-70,3.715374134590022e-39,6.458167848612471e-72,1.0266884564003666e-14,1.4331336897968722e-65,1.6142557914240763e-06,6.611706542267183e-06,4.213739169084594e-06,5.253177225157569e-06,3.95437990382218e-06,2.1021787875895436e-06,2.1477501864642178e-10,6.483216230114631e-09,4.364435661912094e-18,3.045673200614232e-10,6.214572333857688e-09,5.750870178421851e-09,5.414800839502141e-25,2.0866360805750147e-06,1.1962546177360147e-18,3.114739626499807e-16,-6.581307347778593e-22,5.0034388909317575e-14
