Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33),SX(708),HNOH(93)
9.910889910343683e-11,0.0521079599565058,0.0,0.012919263296141266,0.031075110263184432,0.3194030736290265,0.35048081725138813,0.2070079450528508,0.09201714136869764,0.0,4.2669698193069894e-33,1.369273579887376e-12,4.0960238246404697e-35,0.0,8.29558800205312e-49,4.7444857252908565e-11,1.3464543540096648e-37,1.9400048336272566e-33,5.181253782528701e-56,1.6190007466593303e-20,1.9227653507323468e-27,7.562585964307552e-90,5.192753118022355e-22,3.1893334603834954e-61,8.3064600768596e-35,2.2303249253047977e-63,1.3665964172081103e-12,3.8844340368975746e-58,1.0549014035862207e-06,4.999757108846765e-06,3.2167709708132073e-06,3.97488678175854e-06,2.6932632188006595e-06,1.580741896228554e-06,6.900554569847743e-10,1.379067865120483e-08,4.2060067629897327e-16,9.100016285215415e-10,1.3046615651711088e-08,1.2538182441467447e-08,4.9073594036165246e-21,1.5818631306044075e-06,7.695489214628582e-18,1.4157963973009334e-15,1.7274136498275184e-20,2.785739177510126e-16,2.767825028202688e-18,1.0128850036086965e-12,1.3469733913867063e-14
9.930944548892286e-11,0.0521079599565058,0.0,0.012919227736600248,0.031075110263184432,0.31940306028242477,0.35048080922804115,0.20700793747694787,0.09201714137583702,0.0,4.310641326150989e-33,1.3720442827269228e-12,4.124238529618048e-35,0.0,8.396779570255828e-49,4.773470261269063e-11,1.3573792905601875e-37,1.9478638740897248e-33,5.212770019416302e-56,1.6255563012152568e-20,1.9266560148657816e-27,7.639410158256536e-90,5.208464224464256e-22,3.208733353521389e-61,8.373855349511055e-35,2.2575309414564604e-63,1.36935628205726e-12,3.9159638810336714e-58,1.0548986633929233e-06,5.009842226832638e-06,3.2233354038082836e-06,3.982910125942228e-06,2.6976427369656326e-06,1.5838915834636866e-06,6.913564480589192e-10,1.3846072430080192e-08,4.2230357038547055e-16,9.154404356496662e-10,1.3097575422208148e-08,1.2588884968853855e-08,4.9172892981090114e-21,1.585059511256094e-06,7.757145281004894e-18,1.4300494967950904e-15,1.7309050574616358e-20,2.791349185346332e-16,2.8122606333948265e-18,1.0169849774524657e-12,1.3524059951759385e-14
9.950999187440889e-11,0.0521079599565058,0.0,0.012919192180683258,0.031075110263184432,0.31940304693592386,0.35048080120477354,0.20700792990479958,0.0920171413829937,0.0,4.3546663388338526e-33,1.374814985503042e-12,4.15259418400361e-35,0.0,8.498997541293807e-49,4.802573095373828e-11,1.3683705496563186e-37,1.9557388007075416e-33,5.24441380064822e-56,1.63212508880022e-20,1.930546678840978e-27,7.716857417970997e-90,5.224196461862344e-22,3.228211756848053e-61,8.44165974010785e-35,2.2850129124468406e-63,1.372116124979482e-12,3.947685257534717e-58,1.0548959230024405e-06,5.019927218793629e-06,3.229900051721582e-06,3.99093339077759e-06,2.7020185181961844e-06,1.5870410736614474e-06,6.926569682860372e-10,1.3901575330604663e-08,4.2400990079652743e-16,9.209004838473847e-10,1.3148627102884243e-08,1.2639683997970542e-08,4.927219192145729e-21,1.5882558741872588e-06,7.819167799615817e-18,1.4444166367863336e-15,1.7343964488667023e-20,2.7969881857901396e-16,2.8038391877951115e-18,1.0210932676189116e-12,1.3578494349022054e-14
9.971053825989492e-11,0.0521079599565058,0.0,0.012919156628387185,0.031075110263184432,0.31940303358952365,0.35048079318158526,0.20700792233640272,0.09201714139016773,0.0,4.399046958625717e-33,1.3775856882157343e-12,4.181091235181106e-35,0.0,8.60225022595717e-49,4.831794472408616e-11,1.3794283989279969e-37,1.963629613478737e-33,5.276185383780643e-56,1.6387071093408613e-20,1.9344373426580063e-27,7.794931525973016e-90,5.239949830899596e-22,3.247768828902559e-61,8.509874899377294e-35,2.3127730726806482e-63,1.3748759459749581e-12,3.979598940278597e-58,1.054893182435038e-06,5.030012084744068e-06,3.236464914501608e-06,3.998956576267447e-06,2.706390565667026e-06,1.5901903668245053e-06,6.939570181495396e-10,1.3957187341382656e-08,4.2571966750806497e-16,9.263818114600552e-10,1.3199770651914347e-08,1.2690579495214534e-08,4.9371490857269466e-21,1.5914522193998007e-06,7.881558186927662e-18,1.458898494049871e-15,1.7378878250929624e-20,2.8026220527602996e-16,2.807875272158492e-18,1.0252098121178164e-12,1.3633037099790512e-14
9.991108464538096e-11,0.0521079599565058,0.0,0.012919121079708907,0.031075110263184432,0.31940302024322426,0.3504807851584763,0.20700791477175423,0.0920171413973591,0.0,4.4437852945173044e-33,1.380356390865e-12,4.209730131179535e-35,0.0,8.706545984196357e-49,4.86113463719907e-11,1.3905531065292812e-37,1.9715363124013397e-33,5.308085026369722e-56,1.6453023627638285e-20,1.9383280063169375e-27,7.873636279701477e-90,5.255724332258927e-22,3.2674047282239554e-61,8.578502481278409e-35,2.3408136697796093e-63,1.3776357450438694e-12,4.0117057046646186e-58,1.054890441710419e-06,5.040096824698283e-06,3.243029992096836e-06,4.006979682414623e-06,2.710758882550239e-06,1.593339462955436e-06,6.952565981322275e-10,1.4012908451019218e-08,4.2743287049600443e-16,9.3188445681601e-10,1.3251006027490242e-08,1.2741571427000045e-08,4.9470789788529365e-21,1.5946485468956167e-06,7.944317861777269e-18,1.4734957479100392e-15,1.74137918574376e-20,2.8082557991831407e-16,2.8109583927482957e-18,1.0293346237701404e-12,1.3687688198200276e-14
9.999999999999999e-11,0.0521079599565058,0.0,0.012919105319807077,0.031075110263184432,0.31940301432596735,0.35048078160133184,0.20700791141904834,0.09201714140055306,0.0,4.463735740618727e-33,1.3815848248950442e-12,4.2224731334327523e-35,0.0,8.753123073210413e-49,4.874181127169339e-11,1.3955068810661233e-37,1.975046953244405e-33,5.322269270542622e-56,1.6482307048938926e-20,1.940052992424055e-27,7.908734035926594e-90,5.262724964296153e-22,3.276135872763987e-61,8.609061980097249e-35,2.353336224860028e-63,1.3788593378067389e-12,4.02600272000809e-58,1.0548892265222616e-06,5.04456801046827e-06,3.2459407899296646e-06,4.010536825742466e-06,2.7126944508356593e-06,1.5947356005891323e-06,6.958326368790858e-10,1.403764817567306e-08,4.2819354514439716e-16,9.343309711000756e-10,1.3273751397751892e-08,1.2764210339236252e-08,4.951481551042356e-21,1.5960656826635862e-06,7.972261869330954e-18,1.4800047682705904e-15,1.742927129585123e-20,2.810759129061051e-16,2.803178785036216e-18,1.0311660765749582e-12,1.3711953277833394e-14
1.0011163103086699e-10,0.0521079599565058,0.0,0.01291908553464533,0.031075110263184432,0.3194030068970256,0.3504807771354468,0.20700790721085083,0.09201714140456782,0.0,4.4888834643561055e-33,1.3831270934508398e-12,4.238511320766884e-35,0.0,8.811893232477517e-49,4.890593834596229e-11,1.4017449412146437e-37,1.9794588974733788e-33,5.340112985971586e-56,1.65191084899578e-20,1.9422186698178417e-27,7.952975493715853e-90,5.271519966623201e-22,3.287119613351273e-61,8.647544143472288e-35,2.3691369665599914e-63,1.3803955221863975e-12,4.044006327834963e-58,1.0548877008476633e-06,5.050181438670601e-06,3.249595284456856e-06,4.015002709221937e-06,2.7151234720148892e-06,1.5964883620572815e-06,6.965557087162246e-10,1.4068738648120173e-08,4.291495097362673e-16,9.374084582240829e-10,1.3302333187822987e-08,1.2792659759760935e-08,4.957008871523969e-21,1.5978448566766026e-06,8.00744824530542e-18,1.4882090806102596e-15,1.744870530272028e-20,2.8139107583810755e-16,2.7791606259716794e-18,1.033467734282689e-12,1.3742447638386967e-14
1.0031217741635302e-10,0.0521079599565058,0.0,0.012919049993193344,0.031075110263184432,0.3194029935509277,0.35048076911249654,0.20700789965368938,0.09201714141179392,0.0,4.5343435913277136e-33,1.3858977959732544e-12,4.2674352531556937e-35,0.0,8.918300421461989e-49,4.920172309466428e-11,1.4130041720997184e-37,1.987397368692885e-33,5.372269520142336e-56,1.6585325679633775e-20,1.9461093331607893e-27,8.032952992901118e-90,5.287336734675256e-22,3.306913642823528e-61,8.717001545846935e-35,2.397745235031622e-63,1.3831552774027242e-12,4.0765015879802366e-58,1.0548849598654837e-06,5.060265926675344e-06,3.2561607915306543e-06,4.023025656692207e-06,2.7194843372282324e-06,1.5996370641328909e-06,6.978543503832359e-10,1.4124677921291795e-08,4.3086958520477494e-16,9.429538539813799e-10,1.335375209113524e-08,1.2843844459942885e-08,4.966938763740315e-21,1.6010411487446525e-06,8.070950761314657e-18,1.5030391761591258e-15,1.7483618600187107e-20,2.819556282262796e-16,2.7661504830346925e-18,1.0376090929637421e-12,1.3797315414486259e-14
1.0051272380183905e-10,0.0521079599565058,0.0,0.012919014455349834,0.031075110263184432,0.3194029802049307,0.3504807610896256,0.20700789210026677,0.09201714141903738,0.0,4.580167807698309e-33,1.3886684984322445e-12,4.2965023783142295e-35,0.0,9.025776060020152e-49,4.9498703067019625e-11,1.42433106891408e-37,1.995351726057888e-33,5.404554886438043e-56,1.665167519593293e-20,1.9499999963458504e-27,8.113572619711692e-90,5.303174637097858e-22,3.326786975179718e-61,8.78687635207585e-35,2.4266407628541308e-63,1.3859150106930314e-12,4.109192265073248e-58,1.0548822187819818e-06,5.070350288726833e-06,3.262726513264269e-06,4.0310485248282545e-06,2.723841481354445e-06,1.6027855691837773e-06,6.991525236142131e-10,1.4180726259141086e-08,4.3259309687744875e-16,9.485206823650778e-10,1.3405262695669292e-08,1.289512549401162e-08,4.976868655502244e-21,1.6042374231016591e-06,8.134826836153397e-18,1.5179867215805848e-15,1.7518531741490704e-20,2.825167122889412e-16,2.805992483433516e-18,1.0417586681844058e-12,1.3852291520633889e-14
1.0071327018732509e-10,0.0521079599565058,0.0,0.012918978921111686,0.031075110263184432,0.31940296685903435,0.350480753066834,0.20700788455057975,0.09201714142629824,0.0,4.626358255010402e-33,1.3914392008278106e-12,4.3257131469818095e-35,0.0,9.134328716610726e-49,4.9796880712215756e-11,1.4357259020136594e-37,2.0033219695664175e-33,5.436969342414747e-56,1.6718157038122064e-20,1.9538906593730955e-27,8.194838234558468e-90,5.319033674573718e-22,3.346739768958815e-61,8.85717022969458e-35,2.4558258537077866e-63,1.3886747220575001e-12,4.14207914090508e-58,1.054879477614652e-06,5.080434524839381e-06,3.2692924496053645e-06,4.039071313632887e-06,2.7281949075545646e-06,1.605933877212052e-06,7.004502288893721e-10,1.4236883650275809e-08,4.3432004473021023e-16,9.541089816320254e-10,1.34568649596875e-08,1.2946502828453281e-08,4.986798546810029e-21,1.6074336797495125e-06,8.199077898327631e-18,1.5330524069560497e-15,1.7553444715111865e-20,2.830800113466024e-16,2.806403856108038e-18,1.045916546455623e-12,1.390737595096567e-14
1.0091381657281112e-10,0.0521079599565058,0.0,0.012918943390475817,0.031075110263184432,0.3194029535132388,0.35048074504412174,0.2070078770046252,0.0920171414335765,0.0,4.672917082704269e-33,1.394209903159953e-12,4.3550680105528414e-35,0.0,9.243967010621355e-49,5.009625847966463e-11,1.447188942286495e-37,2.0113080992165056e-33,5.469513145628454e-56,1.6784771205468072e-20,1.9577813222425948e-27,8.27675371315193e-90,5.334913847785499e-22,3.366772182699777e-61,8.92788484951958e-35,2.485302824965367e-63,1.3914344114963122e-12,4.175162998811531e-58,1.0548767363804988e-06,5.090518635027304e-06,3.2758586005034874e-06,4.0470940231089214e-06,2.73254461898697e-06,1.60908198822077e-06,7.017474666883402e-10,1.4293150083304404e-08,4.360504287389809e-16,9.597187900218103e-10,1.3508558841469293e-08,1.2997976429771326e-08,4.9967284376639416e-21,1.6106299186901025e-06,8.263705379118967e-18,1.548236924966853e-15,1.758835754451915e-20,2.836439960828114e-16,2.801580712969654e-18,1.0500826950228472e-12,1.3962568699617508e-14
1.0111436295829715e-10,0.0521079599565058,0.0,0.01291890786343913,0.031075110263184432,0.31940294016754406,0.3504807370214888,0.20700786946239993,0.09201714144087218,0.0,4.719846447695856e-33,1.396980605428673e-12,4.384567421040789e-35,0.0,9.354699609790955e-49,5.0396838818990774e-11,1.458720461123422e-37,2.0193101150061828e-33,5.502186553635144e-56,1.68515176972379e-20,1.9616719849544186e-27,8.359322945693145e-90,5.35081515741582e-22,3.38688437494154e-61,8.999021885467493e-35,2.515074006999138e-63,1.3941940790096492e-12,4.208444623588048e-58,1.0548739950960737e-06,5.100602619304908e-06,3.282424965907569e-06,4.055116653259167e-06,2.7368906188075244e-06,1.6122299022126932e-06,7.030442374901771e-10,1.434952554683594e-08,4.3778424887968223e-16,9.653501457577155e-10,1.3560344299310203e-08,1.3049546264485519e-08,5.00665832806425e-21,1.6138261399253165e-06,8.328710712223969e-18,1.5635409707692518e-15,1.7623270220437146e-20,2.8420687665603505e-16,2.8134184019172534e-18,1.0542570936925886e-12,1.4017869760725381e-14
1.0131490934378318e-10,0.0521079599565058,0.0,0.012918872339998552,0.031075110263184432,0.31940292682195004,0.3504807289989352,0.2070078619239009,0.09201714144818529,0.0,4.767148514609028e-33,1.3997513076339708e-12,4.4142118310963543e-35,0.0,9.466535231854648e-49,5.069862418003747e-11,1.4703207304328022e-37,2.0273280169334797e-33,5.534989823990774e-56,1.6918396512698592e-20,1.965562647508636e-27,8.44254983733314e-90,5.366737604147259e-22,3.407076504223027e-61,9.070583014645956e-35,2.5451417436231094e-63,1.3969537245976927e-12,4.241924801532511e-58,1.0548712537774766e-06,5.110686477686507e-06,3.288991545768403e-06,4.063139204086432e-06,2.7412329101695077e-06,1.6153776191913067e-06,7.043405417733736e-10,1.4406010029480168e-08,4.395215051282359e-16,9.710030870462457e-10,1.3612221291522362e-08,1.3101212299132403e-08,5.016588218011226e-21,1.6170223434570401e-06,8.394095333255266e-18,1.5789652420586755e-15,1.765818271626056e-20,2.847735387232373e-16,2.7599001886581226e-18,1.0584398195086942e-12,1.4073279128425383e-14
1.0151545572926922e-10,0.0521079599565058,0.0,0.012918836820150978,0.031075110263184432,0.3194029134764568,0.3504807209764609,0.20700785438912475,0.09201714145551584,0.0,4.814825456006024e-33,1.4025220097758472e-12,4.444001694026295e-35,0.0,9.57948264606871e-49,5.100161701287326e-11,1.4819900226557987e-37,2.035361804996429e-33,5.567923214251264e-56,1.6985407651117255e-20,1.9694533099053177e-27,8.526438308621903e-90,5.38268118866234e-22,3.427348729083139e-61,9.14256991744779e-35,2.5755083925030234e-63,1.3997133482606242e-12,4.275604320489596e-58,1.0548685124403476e-06,5.1207702101864e-06,3.295558340032272e-06,4.071161675593523e-06,2.745571496223538e-06,1.6185251391583169e-06,7.056363800157717e-10,1.446260351984745e-08,4.4126219746056356e-16,9.766776520766324e-10,1.3664189776434923e-08,1.3152974500265789e-08,5.026518107505143e-21,1.6202185292871585e-06,8.459860681322627e-18,1.5945104391797831e-15,1.7693095090521692e-20,2.853343892044922e-16,2.809107072487114e-18,1.0626307138942354e-12,1.4128796796853632e-14
1.0171600211475525e-10,0.0521079599565058,0.0,0.012918801303893323,0.031075110263184432,0.31940290013106426,0.3504807129540659,0.20700784685806853,0.09201714146286386,0.0,4.862879453679179e-33,1.405292711854303e-12,4.47393746389878e-35,0.0,9.69355068178978e-49,5.130581976782738e-11,1.4937286108518835e-37,2.0434114791930614e-33,5.600986981972512e-56,1.705255111176108e-20,1.9733439721445345e-27,8.610992298026396e-90,5.398645911643532e-22,3.447701208060756e-61,9.21498427807821e-35,2.606176327462914e-63,1.4024729499986256e-12,4.3094839700990294e-58,1.0548657710998123e-06,5.1308538168188865e-06,3.302125348647227e-06,4.079184067783243e-06,2.749906380117152e-06,1.6216724621159134e-06,7.069317526945157e-10,1.4519306006548927e-08,4.4300632585258696e-16,9.823738790180708e-10,1.3716249712396844e-08,1.3204832834459462e-08,5.036447996546268e-21,1.6234146974175532e-06,8.526008197379392e-18,1.610177265522907e-15,1.772800729060186e-20,2.8589761008035427e-16,2.8112361162180002e-18,1.0668299183818828e-12,1.4184422760146359e-14
1.0191654850024128e-10,0.0521079599565058,0.0,0.0129187657912225,0.031075110263184432,0.3194028867857725,0.35048070493175026,0.207007839330729,0.09201714147022934,0.0,4.911312696009853e-33,1.4080634138693384e-12,4.50401959532437e-35,0.0,9.808748211437265e-49,5.161123489541471e-11,1.50553676852094e-37,2.0514770395214102e-33,5.634181384710375e-56,1.711982689389734e-20,1.9772346342263547e-27,8.69621575681386e-90,5.414631773773266e-22,3.468134099694744e-61,9.28782778345795e-35,2.6371479339044685e-63,1.4052325298118782e-12,4.343564541279178e-58,1.054863029770643e-06,5.140937297598269e-06,3.3086925715621262e-06,4.0872063806583965e-06,2.7542375649956924e-06,1.6248195880668154e-06,7.082266602862402e-10,1.4576117478196282e-08,4.447538902802277e-16,9.8809180602549e-10,1.3768401057771146e-08,1.3256787268301432e-08,5.046377885134875e-21,1.6266108478501065e-06,8.592539324591724e-18,1.6259664266536849e-15,1.7762919337872954e-20,2.8646123095584595e-16,2.8106370042379972e-18,1.0710373905043854e-12,1.424015701243985e-14
1.0211709488572731e-10,0.0521079599565058,0.0,0.012918730282135436,0.031075110263184432,0.3194028734405815,0.35048069690951394,0.20700783180710303,0.09201714147761231,0.0,4.9601273792642364e-33,1.4108341158209542e-12,4.534248543562238e-35,0.0,9.925084159026904e-49,5.1917864846372374e-11,1.517414769689493e-37,2.0595584859795077e-33,5.6675066800207e-56,1.7187234996793376e-20,1.981125296150849e-27,8.782112651573197e-90,5.430638775733922e-22,3.48864756252395e-61,9.361102123754918e-35,2.668425611101314e-63,1.4079920877005636e-12,4.377846826477377e-58,1.0548602884671982e-06,5.151020652538837e-06,3.315260008725994e-06,4.095228614221785e-06,2.758565054001877e-06,1.6279665170137671e-06,7.095211032669782e-10,1.463303792340185e-08,4.465048907194077e-16,9.938314712367634e-10,1.3820643770937711e-08,1.330883776839666e-08,5.056307773271233e-21,1.6298069805866978e-06,8.659455508847055e-18,1.641878630746731e-15,1.7797831231408014e-20,2.8702520642901786e-16,2.804504455293892e-18,1.0752531330245477e-12,1.4295999547870453e-14
1.0231764127121335e-10,0.0521079599565058,0.0,0.012918694776629063,0.031075110263184432,0.31940286009549124,0.35048068888735695,0.20700782428718748,0.09201714148501278,0.0,5.009325708997228e-33,1.4136048177091512e-12,4.564624764634736e-35,0.0,1.00425675094742e-48,5.2225712071698946e-11,1.5293628890036971e-37,2.0676558185653867e-33,5.700963125459292e-56,1.7254775419716616e-20,1.9850159579180875e-27,8.86868696695124e-90,5.446666918207829e-22,3.509241755087199e-61,9.434808992957553e-35,2.7000117747002985e-63,1.4107516236648634e-12,4.412331619939949e-58,1.0548575472033585e-06,5.1611038816548865e-06,3.3218276600880534e-06,4.103250768476206e-06,2.7628888502753436e-06,1.6311132489595847e-06,7.10815082112069e-10,1.4690067330778737e-08,4.482593271460486e-16,9.995929127696987e-10,1.387297781029624e-08,1.3360984301370056e-08,5.066237660955614e-21,1.6330030956292048e-06,8.726758198513238e-18,1.6579145890513103e-15,1.783274296515411e-20,2.8759000184263945e-16,2.7849818175677267e-18,1.079477153245891e-12,1.435195036057463e-14
1.0251818765669938e-10,0.0521079599565058,0.0,0.012918659274700293,0.031075110263184432,0.31940284675050173,0.35048068086527917,0.2070078167709792,0.09201714149243076,0.0,5.058909897522213e-33,1.4163755195339298e-12,4.595148715118388e-35,0.0,1.0161207292191722e-48,5.253477902258275e-11,1.5413814015596024e-37,2.0757690372770804e-33,5.73455097858193e-56,1.7322448161934558e-20,1.9889066195281383e-27,8.955942700743372e-90,5.462716201877277e-22,3.529916835923303e-61,9.508950087828269e-35,2.731908852311536e-63,1.4135111377049592e-12,4.447019717219425e-58,1.0548548059926728e-06,5.1711869849607056e-06,3.3283955255959096e-06,4.1112728434244565e-06,2.767208956953493e-06,1.6342597839064208e-06,7.121085972963234e-10,1.4747205688940601e-08,4.500171995360724e-16,1.005376168727542e-09,1.3925403134260804e-08,1.3413226833860976e-08,5.07616754818829e-21,1.6361991929795044e-06,8.794448844557722e-18,1.6740750150633784e-15,1.7867654545456388e-20,2.881520817807593e-16,2.8093109992214603e-18,1.0837093973735068e-12,1.4408009444688898e-14
1.0271873404218541e-10,0.0521079599565058,0.0,0.012918623776346073,0.031075110263184432,0.319402833405613,0.35048067284328077,0.2070078092584751,0.09201714149986627,0.0,5.108882163990708e-33,1.4191462212952908e-12,4.625820852150017e-35,0.0,1.0281012581646514e-48,5.2845068150403795e-11,1.5534705829081082e-37,2.0838981421126215e-33,5.768270496944372e-56,1.7390253222714755e-20,1.9927972809810733e-27,9.043883864052456e-90,5.47878662742452e-22,3.550672963571057e-61,9.583527107934e-35,2.7641192836582675e-63,1.4162706298210325e-12,4.481911915188952e-58,1.0548520648483543e-06,5.181269962470578e-06,3.3349636051993507e-06,4.119294839069332e-06,2.771525377171465e-06,1.63740612185724e-06,7.13401649294047e-10,1.4804452986501686e-08,4.517785078654011e-16,1.0111812771988183e-09,1.3977919701260028e-08,1.3465565332523383e-08,5.08609743496953e-21,1.6393952726394717e-06,8.862528900088651e-18,1.6903606245321347e-15,1.7902565969529265e-20,2.8871799081077625e-16,2.770437292727865e-18,1.0879499658299967e-12,1.4464176794349842e-14
1.0291928042767144e-10,0.0521079599565058,0.0,0.01291858828156331,0.031075110263184432,0.319402820060825,0.3504806648213617,0.20700780174967193,0.09201714150731935,0.0,5.159244737520048e-33,1.4219169229932347e-12,4.6566416336821326e-35,0.0,1.0401992518091346e-48,5.3156581906821237e-11,1.5656307092622596e-37,2.092043133070044e-33,5.802121938102341e-56,1.7458190601324873e-20,1.9966879422769606e-27,9.13251448738357e-90,5.494878195531744e-22,3.57151029656923e-61,9.65854175692434e-35,2.7966455261505724e-63,1.419030100013265e-12,4.517009012644167e-58,1.0548493237831467e-06,5.191352814198788e-06,3.341531898845061e-06,4.1273167554136275e-06,2.7758381140611144e-06,1.6405522628138532e-06,7.14694238578751e-10,1.4861809212077009e-08,4.535432521099563e-16,1.0170082762506275e-09,1.4030527469743652e-08,1.3517999764032447e-08,5.096027321299606e-21,1.6425913346109804e-06,8.93099982113544e-18,1.7067721365256595e-15,1.7937477243029822e-20,2.8927877930463746e-16,2.817606779441986e-18,1.0921987182301515e-12,1.4520452403694133e-14
1.0311982681315748e-10,0.0521079599565058,0.0,0.012918552790348958,0.031075110263184432,0.31940280671613774,0.35048065679952184,0.20700779424456667,0.09201714151478999,0.0,5.209999856160239e-33,1.4246876246277622e-12,4.687611518397131e-35,0.0,1.0524156300932778e-48,5.3469322743743615e-11,1.5778620574275452e-37,2.100204010147383e-33,5.836105559611523e-56,1.7526260297032652e-20,2.0005786034158702e-27,9.221838618643687e-90,5.510990906881085e-22,3.592428993456576e-61,9.733995742101768e-35,2.8294900531023313e-63,1.421789548281838e-12,4.552311810100867e-58,1.054846582809385e-06,5.201435540159616e-06,3.348100406481734e-06,4.135338592460131e-06,2.780147170751356e-06,1.643698206778689e-06,7.159863656232909e-10,1.4919274354282314e-08,4.553114322456605e-16,1.022857203930906e-09,1.4083226398180352e-08,1.3570530095082287e-08,5.105957207178789e-21,1.6457873788959008e-06,8.99986306574231e-18,1.7233102730624266e-15,1.7972388351498585e-20,2.8984270642926716e-16,2.8068903490316527e-18,1.0964557901559753e-12,1.457683626685849e-14
1.0332037319864351e-10,0.0521079599565058,0.0,0.012918517302699958,0.031075110263184432,0.31940279337155125,0.35048064877776136,0.20700778674315615,0.0920171415222782,0.0,5.26114976574786e-33,1.4274583261988738e-12,4.718730965612359e-35,0.0,1.064751318133371e-48,5.3783293113296494e-11,1.5901649047247932e-37,2.1083807733426714e-33,5.870221619027581e-56,1.759446230910591e-20,2.0044692643978717e-27,9.311860320920524e-90,5.527124762154649e-22,3.613429212771829e-61,9.809890773946237e-35,2.8626553517423837e-63,1.4245489746269335e-12,4.587821109571158e-58,1.054843841939066e-06,5.211518140367334e-06,3.3546691280604465e-06,4.143360350211633e-06,2.784452550368554e-06,1.6468439537553841e-06,7.172780308999859e-10,1.497684840173407e-08,4.57083048248435e-16,1.0287280982709308e-09,1.4136016445055304e-08,1.3623156292383462e-08,5.115887092607349e-21,1.6489834054961037e-06,9.069120094615162e-18,1.7399757587279333e-15,1.800729931126762e-20,2.904088195919509e-16,2.769737539076189e-18,1.1007211510235367e-12,1.4633328377979797e-14
1.0352091958412954e-10,0.0521079599565058,0.0,0.012918481818613249,0.031075110263184432,0.3194027800270655,0.35048064075608004,0.20700777924543728,0.09201714152978405,0.0,5.312696719724231e-33,1.4302290277065702e-12,4.750000435264365e-35,0.0,1.0772072461138681e-48,5.409849546781729e-11,1.602539528977353e-37,2.1165734226539448e-33,5.904470373906154e-56,1.7662796636812527e-20,2.0083599252230336e-27,9.402583672136457e-90,5.543279762034491e-22,3.634511113053705e-61,9.886228566036127e-35,2.896143922925589e-63,1.4273083790487326e-12,4.623537714526279e-58,1.0548411011838637e-06,5.221600614836217e-06,3.361238063528577e-06,4.151382028670922e-06,2.788754256036584e-06,1.6499895037459946e-06,7.18569234880562e-10,1.503453134304929e-08,4.588581000942026e-16,1.0346209972857342e-09,1.4188897568869689e-08,1.3675878322662534e-08,5.12581697758556e-21,1.6521794144134579e-06,9.138772371011823e-18,1.7567693206505062e-15,1.804221012504943e-20,2.909699461512263e-16,2.811148347937301e-18,1.104994702917038e-12,1.4689928731194945e-14
1.0372146596961557e-10,0.0521079599565058,0.0,0.012918446338085782,0.031075110263184432,0.31940276668268053,0.35048063273447816,0.2070077717514069,0.09201714153730749,0.0,5.364642979442376e-33,1.432999729150852e-12,4.78142038793313e-35,0.0,1.0897843495028841e-48,5.4414932259863326e-11,1.6149862085307276e-37,2.124781958079237e-33,5.938852081802844e-56,1.7731263279420486e-20,2.0122505858914262e-27,9.49401276565446e-90,5.559455907202624e-22,3.6556748528409014e-61,9.963010835169303e-35,2.929958281712207e-63,1.4300677615474174e-12,4.65946242995361e-58,1.054838360555128e-06,5.231682963580538e-06,3.367807212835946e-06,4.159403627840782e-06,2.793052290876741e-06,1.6531348567534016e-06,7.198599780361704e-10,1.509232316684568e-08,4.606365877588852e-16,1.0405359389734773e-09,1.424186972814136e-08,1.3728696152662666e-08,5.13574686211369e-21,1.6553754056498298e-06,9.208821359948056e-18,1.7736916885696829e-15,1.8077120758047294e-20,2.915364426973068e-16,2.759872886209506e-18,1.1092766066423247e-12,1.474663732064093e-14
1.039220123551016e-10,0.0521079599565058,0.0,0.0129184108611145,0.031075110263184432,0.3194027533383962,0.3504806247129555,0.2070077642610619,0.0920171415448486,0.0,5.416990815547805e-33,1.4357704305317198e-12,4.8129912849536115e-35,0.0,1.1024835699854738e-48,5.4732605942249784e-11,1.6275052223430696e-37,2.1330063796165847e-33,5.973367000273227e-56,1.779986223619782e-20,2.016141246403119e-27,9.586151712979754e-90,5.575653198341008e-22,3.676920590672097e-61,1.0040239301921067e-34,2.964100959877058e-63,1.4328271221231688e-12,4.695596062619463e-58,1.054835620063832e-06,5.241765186614561e-06,3.3743765759307076e-06,4.167425147723993e-06,2.7973466580072895e-06,1.6562800127800223e-06,7.211502608372572e-10,1.515022386174167e-08,4.624185112184047e-16,1.0464729613125261e-09,1.4294932881407711e-08,1.3781609749146493e-08,5.145676746192011e-21,1.6585713792070853e-06,9.279268529845616e-18,1.790743595316175e-15,1.811203125464027e-20,2.921005351333057e-16,2.7557729147629483e-18,1.1135667300236288e-12,1.480345414045482e-14
