Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33),SX(708),HNOH(93)
1.7563713371680334e-11,0.0521079599565058,0.0,0.012934150915781284,0.031075110263184432,0.3194085089422154,0.3504840862772807,0.2070113758916355,0.09201722951022051,0.0,4.497001881433519e-37,2.4265874374914236e-13,1.5402144247162742e-37,0.0,2.5742120428296375e-53,2.6122197177540445e-13,1.3306298489336088e-40,6.092814461370291e-35,2.8837146048542942e-58,5.088867208551917e-22,3.4074863676025334e-28,1.3218974923720567e-93,5.477325864418429e-23,1.7750784219153873e-63,8.209685246371493e-38,6.9209727322049135e-68,2.4257457108006253e-13,3.833958829554093e-61,9.66033186563705e-07,8.883841245327882e-07,5.659860734023923e-07,7.058620156784028e-07,5.636155326473215e-07,2.836706648118486e-07,1.1576480684384823e-10,4.39191972063494e-10,1.3222503081967342e-17,5.287556606167204e-12,4.348383800297281e-10,3.21691917738128e-10,8.696736851252987e-22,2.8067301502659886e-07,7.930480248936298e-21,2.5721419775710506e-19,3.064325857926594e-21,4.9355992086233423e-17,2.7485562105001917e-18,3.1818853631010736e-14,4.2611150536577923e-16
1.7637502446277436e-11,0.0521079599565058,0.0,0.012934136255997965,0.031075110263184432,0.31940850401625287,0.35048408331317277,0.2070113724326561,0.09201722858470043,0.0,4.604243281656436e-37,2.43678206186373e-13,1.5603835490934312e-37,0.0,2.6397818684354153e-53,2.6453067938611613e-13,1.3531296775884906e-40,6.14411644298829e-35,2.9202128563876873e-58,5.131711297464918e-22,3.4218019456779743e-28,1.349899696501122e-93,5.503706674784303e-23,1.7975450198331507e-63,8.348503326465871e-38,7.097262365139102e-68,2.4359332486266225e-13,3.8987922750245476e-61,9.669587511129861e-07,8.921141912202717e-07,5.683675835621343e-07,7.08826122634424e-07,5.658957000817397e-07,2.8485916389632964e-07,1.1633095901423519e-10,4.428843225561977e-10,1.3333822531815677e-17,5.35426888794032e-12,4.3847582926375213e-10,3.247857182670884e-10,8.733273688403961e-22,2.818518267441605e-07,8.064224150339616e-21,2.6264966437026133e-19,3.077196456659774e-21,4.956337421096155e-17,2.7547746321673183e-18,3.208694133042031e-14,4.296965354932654e-16
1.7711291520874538e-11,0.0521079599565058,0.0,0.012934121606447626,0.031075110263184432,0.3194084990903045,0.35048408034907597,0.2070113689743947,0.09201722766871728,0.0,4.713542709341861e-37,2.4469766861498187e-13,1.5807334917956178e-37,0.0,2.7067376053135937e-53,2.6786723121729745e-13,1.3759136261086183e-40,6.195633502596849e-35,2.957017780023118e-58,5.174734951981326e-22,3.4361175234927316e-28,1.3783744467770657e-93,5.53011570567894e-23,1.820200390583919e-63,8.489074335785125e-38,7.277278128624146e-68,2.446120756667568e-13,3.964444507624985e-61,9.678747791606019e-07,8.958442397522214e-07,5.707491255608546e-07,7.11790218456355e-07,5.681751521940621e-07,2.860476359771843e-07,1.1689703801035158e-10,4.4659208208164754e-10,1.3445608519238968e-17,5.421538191371935e-12,4.421282295856231e-10,3.2789466179991965e-10,8.769810524789528e-22,2.830306357696581e-07,8.199649971702828e-21,2.6817658393506634e-19,3.0900669959400286e-21,4.976517844756225e-17,2.761889012725267e-18,3.235615789518571e-14,4.332965597507944e-16
1.778508059547164e-11,0.0521079599565058,0.0,0.012934106967031895,0.031075110263184432,0.31940849416437045,0.3504840773849902,0.2070113655168511,0.09201722676217296,0.0,4.824929931066667e-37,2.4571713103496893e-13,1.6012651518423293e-37,0.0,2.775102588522009e-53,2.712317443137588e-13,1.3989840758982013e-40,6.247365640185422e-35,2.994130658759786e-58,5.217938171691209e-22,3.450433101046855e-28,1.4073276988964348e-93,5.556552957461524e-23,1.8430453239211208e-63,8.63141296656217e-38,7.46108276076053e-68,2.4563082349235525e-13,4.0309223917394864e-61,9.687813688488461e-07,8.995742701321633e-07,5.73130699400196e-07,7.147543031465604e-07,5.704538892097519e-07,2.8723608105583005e-07,1.1746304316739544e-10,4.503152500561227e-10,1.3557861043036948e-17,5.489366802988054e-12,4.4579557853756464e-10,3.3101874684637777e-10,8.806347360409813e-22,2.842094421049555e-07,8.336771809653601e-21,2.7379610239771007e-19,3.1029375526970323e-21,4.997454996552211e-17,2.7521560442002707e-18,3.262650791858249e-14,4.3691157784269054e-16
1.785886967006874e-11,0.0521079599565058,0.0,0.012934092337653398,0.031075110263184432,0.3194084892384505,0.35048407442091567,0.20701136206002504,0.09201722586497031,0.0,4.938435000587099e-37,2.4673659344633436e-13,1.6219794294423776e-37,0.0,2.8449004465399257e-53,2.7462433572500144e-13,1.4223434182929173e-40,6.299312855743458e-35,3.0315527755968208e-58,5.261320956184916e-22,3.464748678340393e-28,1.4367654583881659e-93,5.583018430491253e-23,1.8660806095981415e-63,8.775533972299355e-38,7.648739788534375e-68,2.466495683394667e-13,4.098232820399144e-61,9.696786173099616e-07,9.033042823635943e-07,5.755123050807469e-07,7.177183767073822e-07,5.727319113541841e-07,2.8842449913449856e-07,1.180289738393739e-10,4.540538258959445e-10,1.3670580102009333e-17,5.557757008953777e-12,4.4947787366218676e-10,3.341579718982422e-10,8.84288419526496e-22,2.8538824575189794e-07,8.475604087820096e-21,2.7950937767855836e-19,3.115808156706295e-21,5.0189382092764124e-17,2.7546607404473747e-18,3.289796441734906e-14,4.4054158947329805e-16
1.7932658744665843e-11,0.0521079599565058,0.0,0.012934077718215782,0.031075110263184432,0.3194084843125449,0.3504840714568521,0.20701135860391628,0.09201722497701319,0.0,5.054088260189247e-37,2.4775605584907816e-13,1.6428772259939108e-37,0.0,2.9161551037061714e-53,2.7804512250521744e-13,1.4459940545598249e-40,6.351475149260416e-35,3.0692854135332816e-58,5.304883305053075e-22,3.4790642553733965e-28,1.4666937808211947e-93,5.609512125127352e-23,1.8893070373683217e-63,8.921452167767883e-38,7.840313534372556e-68,2.4766831020810025e-13,4.1663827152819656e-61,9.705666206766475e-07,9.070342764499835e-07,5.778939426037593e-07,7.206824391411402e-07,5.750092188526446e-07,2.89612890214786e-07,1.1859482939857761e-10,4.5780780901746314e-10,1.3783765694955857e-17,5.626711095073353e-12,4.5317511250247216e-10,3.373123354298252e-10,8.879421029355097e-22,2.865670467123134e-07,8.616160691879724e-21,2.8531757595088264e-19,3.128678604925419e-21,5.039154099315018e-17,2.7586737473109364e-18,3.317055624980112e-14,4.441865943469702e-16
1.8006447819262945e-11,0.0521079599565058,0.0,0.012934063108623666,0.031075110263184432,0.3194084793866535,0.35048406849279984,0.20701135514852467,0.09201722409820645,0.0,5.171920342037305e-37,2.4877551824320023e-13,1.6639594440844331e-37,0.0,2.9888907826895106e-53,2.8149422171328484e-13,1.4699383958972816e-40,6.403852520725749e-35,3.1073298555681617e-58,5.348625217886587e-22,3.493379832145914e-28,1.497118772012067e-93,5.636034041729046e-23,1.9127253969849592e-63,9.069182429007276e-38,8.03586912278447e-68,2.48687049098265e-13,4.2353790267128066e-61,9.714454740922272e-07,9.107642523947721e-07,5.802756119700863e-07,7.236464904501324e-07,5.772858119303306e-07,2.9080125429855395e-07,1.1916060923514156e-10,4.615771988370877e-10,1.3897417820676233e-17,5.696231346790217e-12,4.568872926018076e-10,3.4048183589843706e-10,8.915957862680357e-22,2.877458449880126e-07,8.758455313830425e-21,2.912218733350807e-19,3.141548930831159e-21,5.0591424960630087e-17,2.7538829656432412e-18,3.344428332485302e-14,4.478465921680952e-16
1.8080236893860047e-11,0.0521079599565058,0.0,0.012934048508782651,0.031075110263184432,0.3194084744607763,0.3504840655287586,0.20701135169384988,0.09201722322845597,0.0,5.291962169522797e-37,2.4979498062870076e-13,1.6852269874908264e-37,0.0,3.063132006944393e-53,2.8497175041277206e-13,1.4941788634348534e-40,6.45644497012891e-35,3.145687384700382e-58,5.392546694276638e-22,3.5076954086579957e-28,1.5280465882325464e-93,5.662584180655596e-23,1.936336478201308e-63,9.218739693324794e-38,8.235472486964498e-68,2.4970578500996996e-13,4.30522873366327e-61,9.7231527172097e-07,9.144942102013742e-07,5.826573131806619e-07,7.266105306366349e-07,5.795616908123508e-07,2.9198959138758423e-07,1.1972631275651736e-10,4.6536199477124794e-10,1.4011536477970198e-17,5.766320049187023e-12,4.606144115039432e-10,3.436664717448719e-10,8.952494695240873e-22,2.8892464058078833e-07,8.902502680651832e-21,2.9722345540823818e-19,3.1544195846541255e-21,5.0809638668397446e-17,2.7551360176636613e-18,3.371911018532509e-14,4.515215826410632e-16
1.815402596845715e-11,0.0521079599565058,0.0,0.012934033918599312,0.031075110263184432,0.3194084695349134,0.3504840625647286,0.2070113482398918,0.09201722236766856,0.0,5.414244958611233e-37,2.5081444300557967e-13,1.7066807611793686e-37,0.0,3.1389036032054873e-53,2.884778256719297e-13,1.518717888233232e-40,6.509252497459362e-35,3.1843592839287976e-58,5.436647733814677e-22,3.522010984909692e-28,1.5594834364172258e-93,5.689162542266238e-23,1.9601410707705774e-63,9.370138959294895e-38,8.439190375498736e-68,2.507245179432244e-13,4.3759388437516304e-61,9.731761067580074e-07,9.18224149873177e-07,5.850390462358405e-07,7.295745597029019e-07,5.818368557237257e-07,2.931779014840135e-07,1.2029193938708162e-10,4.691621962364425e-10,1.4126121665637474e-17,5.836979486985709e-12,4.6435646675304347e-10,3.4686624139384484e-10,8.989031527036781e-22,2.90103433492417e-07,9.048317465017682e-21,3.0332351872039005e-19,3.1672902339367067e-21,5.102320610848578e-17,2.756387872224423e-18,3.399506584734464e-14,4.552115654703072e-16
1.822781504305425e-11,0.0521079599565058,0.0,0.012934019337981181,0.031075110263184432,0.3194084646090647,0.3504840596007096,0.20701134478665015,0.09201722151575191,0.0,5.538800219190171e-37,2.518339053738371e-13,1.728321671305755e-37,0.0,3.2162307039601703e-53,2.920125645637012e-13,1.5435579112841489e-40,6.562275102706554e-35,3.223346836252192e-58,5.480928336092422e-22,3.5363265609010513e-28,1.5914355743711352e-93,5.715769126920266e-23,1.9841399644459348e-63,9.523395286758663e-38,8.647090359012475e-68,2.517432478980373e-13,4.447516393242751e-61,9.740280714394851e-07,9.2195407141354e-07,5.874208111368636e-07,7.325385776511671e-07,5.841113068893881e-07,2.9436618458921945e-07,1.208574885676064e-10,4.729778026491769e-10,1.4241173382477796e-17,5.908211944547513e-12,4.68113455893623e-10,3.500811432544548e-10,9.02556835806821e-22,2.9128222372465724e-07,9.195913057088392e-21,3.0952326751354707e-19,3.180160053928616e-21,5.121311784248801e-17,2.7560847793180734e-18,3.427217086924841e-14,4.589165403602525e-16
1.8301604117651352e-11,0.0521079599565058,0.0,0.01293400476683674,0.031075110263184432,0.3194084596832302,0.35048405663670174,0.2070113413341247,0.0920172206726148,0.0,5.665659756414211e-37,2.5285336773347303e-13,1.750150625215119e-37,0.0,3.2951387499676733e-53,2.9557608416570917e-13,1.5687013835102871e-40,6.61551278585995e-35,3.262651324669281e-58,5.525388500701866e-22,3.550642136632123e-28,1.6239093109773521e-93,5.742403934976933e-23,2.008333948980501e-63,9.67852379682326e-38,8.859240836943072e-68,2.5276197487441774e-13,4.519968447047991e-61,9.74871257052226e-07,9.256839748257969e-07,5.898026078837762e-07,7.355025844836423e-07,5.863850445341832e-07,2.9555444070550235e-07,1.2142295975492245e-10,4.768088134260408e-10,1.4356691627290886e-17,5.980019705873041e-12,4.718853764706243e-10,3.53311175720596e-10,9.062105188335296e-22,2.9246101127925176e-07,9.345303733332575e-21,3.1582391802143377e-19,3.193030283434301e-21,5.141938815219083e-17,2.7552510038127758e-18,3.4550384207571104e-14,4.626365070153785e-16
1.8375393192248454e-11,0.0521079599565058,0.0,0.012933990205075411,0.031075110263184432,0.31940845475740975,0.35048405367270496,0.20701133788231516,0.09201721983816684,0.0,5.794855672052013e-37,2.5387283008448745e-13,1.7721685314420498e-37,0.0,3.3756534927467854e-53,2.9916850156027167e-13,1.5941507657651987e-40,6.668965546909007e-35,3.302274032178711e-58,5.570028227235257e-22,3.5649577121029573e-28,1.6569110064046114e-93,5.769066966795566e-23,2.032723814127356e-63,9.83553967186136e-38,9.075711044228362e-68,2.5378069887237486e-13,4.5933020987251305e-61,9.75705753943733e-07,9.294138601132546e-07,5.921844364778867e-07,7.384665802025188e-07,5.886580688828681e-07,2.967426698341167e-07,1.2198835242136967e-10,4.806552279836042e-10,1.4472676398876477e-17,6.052405054602276e-12,4.756722260293153e-10,3.5655633717140026e-10,9.098642017838171e-22,2.93639796157926e-07,9.49650542347061e-21,3.22226693334242e-19,3.2059020200825985e-21,5.1651961436627594e-17,2.7551659604221815e-18,3.482969463365361e-14,4.663714651401369e-16
1.8449182266845555e-11,0.0521079599565058,0.0,0.012933975652607541,0.031075110263184432,0.3194084498316036,0.3504840507087194,0.2070113344312214,0.0920172190123187,0.0,5.926420365829568e-37,2.548922924268804e-13,1.7943762997106155e-37,0.0,3.4578009971208284e-53,3.0278993383438206e-13,1.619908528833216e-40,6.722633385843184e-35,3.3422162417790614e-58,5.61484751528511e-22,3.5792732873136034e-28,1.6904470723149142e-93,5.795758222735426e-23,2.057310349639534e-63,9.994458155510604e-38,9.296571058148984e-68,2.5479941989191764e-13,4.667524470478279e-61,9.765316515315952e-07,9.331437272791946e-07,5.945662969190492e-07,7.414305648099672e-07,5.909303801601127e-07,2.979308719773561e-07,1.2255366605454094e-10,4.845170457385518e-10,1.45891276960343e-17,6.12537027401467e-12,4.794740021154215e-10,3.598166259716239e-10,9.13517884657697e-22,2.9481857836238935e-07,9.649532092707514e-21,3.287328301639116e-19,3.2187718408573157e-21,5.1850678593884515e-17,2.756645403815654e-18,3.5110161485926874e-14,4.701214144390585e-16
1.8522971341442657e-11,0.0521079599565058,0.0,0.012933961109344408,0.031075110263184432,0.31940844490581166,0.3504840477447449,0.20701133098084312,0.09201721819498179,0.0,6.060386536776257e-37,2.55911754760652e-13,1.816774840934382e-37,0.0,3.541607643719372e-53,3.064404980797316e-13,1.645977153429369e-40,6.776516302651941e-35,3.382479236468839e-58,5.659846364444196e-22,3.5935888622641106e-28,1.7245239720711375e-93,5.822477703155883e-23,2.0820943452700265e-63,1.015529455267302e-37,9.521891805054414e-68,2.558181379330553e-13,4.7426427131577985e-61,9.773490383133515e-07,9.368735763268719e-07,5.969481892086138e-07,7.443945383081374e-07,5.932019785905004e-07,2.991190471363008e-07,1.2311890015668667e-10,4.883942661075126e-10,1.470604551756408e-17,6.198917647029109e-12,4.832907022749566e-10,3.630920404720692e-10,9.171715674551825e-22,2.9599735789433476e-07,9.804396336710425e-21,3.3534357127377563e-19,3.2316394137684423e-21,5.202669743708923e-17,2.756315038196577e-18,3.539177697605018e-14,4.738863546166154e-16
1.859676041603976e-11,0.0521079599565058,0.0,0.012933946575198182,0.031075110263184432,0.31940843998003393,0.3504840447807815,0.2070113275311802,0.09201721738606855,0.0,6.19678718456628e-37,2.569312170858021e-13,1.8393650672164321e-37,0.0,3.627100131550815e-53,3.101203113926813e-13,1.6723591301992955e-40,6.830614297324741e-35,3.423064299246486e-58,5.705024774305544e-22,3.6079044369545293e-28,1.7591482209446433e-93,5.849225408416187e-23,2.1070765907717812e-63,1.0318064229514497e-37,9.751745067279564e-68,2.568368529957969e-13,4.8186640062602076e-61,9.781580018756263e-07,9.406034072595164e-07,5.993301133460716e-07,7.473585006991597e-07,5.954728643985267e-07,3.003071953135042e-07,1.236840542445592e-10,4.922868885072724e-10,1.4823429862265556e-17,6.273049456204064e-12,4.871223240544356e-10,3.6638257900994974e-10,9.20825250176287e-22,2.971761347554391e-07,9.961114486976666e-21,3.4206017268212167e-19,3.2445124993048443e-21,5.225957383851377e-17,2.75470026940289e-18,3.5674461017804704e-14,4.776662853773957e-16
1.867054949063686e-11,0.0521079599565058,0.0,0.012933932050081967,0.031075110263184432,0.3194084350542703,0.3504840418168292,0.20701132408223233,0.09201721658549236,0.0,6.335655610863861e-37,2.5795067940233096e-13,1.8621478918493892e-37,0.0,3.7143054805163073e-53,3.1382949087429443e-13,1.6990569597191604e-40,6.884927369851042e-35,3.463972713110376e-58,5.750382744462442e-22,3.6222200113849086e-28,1.7943263863228887e-93,5.876001338875769e-23,2.132257875897701e-63,1.0482782613464196e-37,9.986203489903614e-68,2.578555650801515e-13,4.895595557928112e-61,9.789586289038813e-07,9.443332200803325e-07,6.017120693329611e-07,7.503224519851435e-07,5.977430378086009e-07,3.014953165098116e-07,1.24249127848746e-10,4.961949123545092e-10,1.4941280728938457e-17,6.347767983737484e-12,4.909688650006092e-10,3.6968823990929e-10,9.24478932821024e-22,2.9835490894736345e-07,1.0119703346417625e-20,3.488838964328842e-19,3.2573870138521904e-21,5.250050421294812e-17,2.7555789001806773e-18,3.59582586321623e-14,4.814612064258856e-16
1.8744338565233962e-11,0.0521079599565058,0.0,0.012933917533909715,0.031075110263184432,0.31940843012852094,0.350484038852888,0.2070113206339993,0.09201721579316735,0.0,6.47702542066276e-37,2.5897014171023853e-13,1.8851242293154323e-37,0.0,3.8032510340119423e-53,3.1756815363029833e-13,1.7260731524955645e-40,6.93945552022031e-35,3.505205761058806e-58,5.795920274508418e-22,3.636535585555297e-28,1.830065087917035e-93,5.902805494893845e-23,2.157638990400647e-63,1.064946519321401e-37,1.0225340587746205e-67,2.588742741861283e-13,4.97344460495011e-61,9.797510051912621e-07,9.480630147925002e-07,6.040940571684748e-07,7.532863921681786e-07,6.000124990450454e-07,3.026834107277917e-07,1.248141205136425e-10,5.00118337066119e-10,1.5059598116382517e-17,6.423075511467034e-12,4.948303226607894e-10,3.730090214812732e-10,9.281326153894061e-22,2.995336804717528e-07,1.0280174129306588e-20,3.5581602047588436e-19,3.2702484576084113e-21,5.2658476402399495e-17,2.757697625838543e-18,3.624326207966701e-14,4.852711174667374e-16
1.881074873237135e-11,0.0521079599565058,0.0,0.0129339044769314,0.031075110263184432,0.3194084256953585,0.3504840361853504,0.20701131753120053,0.09201721508705943,0.0,6.606424952398124e-37,2.598876577799841e-13,1.9059691432852884e-37,0.0,3.884812769036431e-53,3.2095825510196023e-13,1.7506620095146293e-40,6.988714747099679e-35,3.542594126752721e-58,5.837057574919221e-22,3.649419602086396e-28,1.862714691335993e-93,5.926953368459595e-23,2.1806535003013598e-63,1.0801171753169154e-37,1.0444625709371979e-67,2.5979110983500186e-13,5.044299210087383e-61,9.804571596629506e-07,9.514198145531645e-07,6.062378734508755e-07,7.559539288416013e-07,6.020544054347257e-07,3.0375267245924073e-07,1.253225443430356e-10,5.036625865636538e-10,1.51664826393495e-17,6.491357767239737e-12,4.983183863185404e-10,3.7601065166530883e-10,9.314209296356782e-22,3.005945725643082e-07,1.0426217306616255e-20,3.621486754466862e-19,3.28183377224379e-21,5.283220426873083e-17,2.7547834195512428e-18,3.650069956489841e-14,4.887128536028432e-16
1.887715889950874e-11,0.0521079599565058,0.0,0.01293389142706727,0.031075110263184432,0.3194084212622077,0.3504840335178218,0.2070113144289805,0.09201721438750492,0.0,6.737902999705673e-37,2.608051738427464e-13,1.9269722126773808e-37,0.0,3.9678268762605194e-53,3.2437241826199423e-13,1.7755126264738193e-40,7.038148187015635e-35,3.580247420589351e-58,5.878340318215181e-22,3.6623036184069784e-28,1.8958286335117733e-93,5.951124105280812e-23,2.2038310874270176e-63,1.0954493284742766e-37,1.066781564656636e-67,2.607079430714032e-13,5.115908187436471e-61,9.811567611173467e-07,9.54776599650662e-07,6.08381715531656e-07,7.58621456524809e-07,6.04095735308807e-07,3.0482191234053117e-07,1.2583090193942177e-10,5.072193098638291e-10,1.5273745042293912e-17,6.5601206241198585e-12,5.018185287406087e-10,3.7902452696765433e-10,9.347092438201239e-22,3.016554624986577e-07,1.0573811224694584e-20,3.685711160039119e-19,3.293438670849867e-21,5.3097577547774496e-17,2.7529695308525832e-18,3.675895483009914e-14,4.921667311781081e-16
1.894356906664613e-11,0.0521079599565058,0.0,0.012933878384256433,0.031075110263184432,0.31940841682906834,0.3504840308503022,0.20701131132733894,0.09201721369444305,0.0,6.871484696182713e-37,2.6172268989852566e-13,1.948134106620784e-37,0.0,4.0523139713304717e-53,3.2781072849021323e-13,1.8006268541640832e-40,7.087755839960496e-35,3.618166577874314e-58,5.9197685041005e-22,3.6751876345170818e-28,1.929411849750893e-93,5.975317705619512e-23,2.227172327507366e-63,1.1109441206471519e-37,1.0894965826075907e-67,2.616247738953391e-13,5.18827687213228e-61,9.818498702806863e-07,9.5813337008726e-07,6.105255834115043e-07,7.612889752192844e-07,6.061364888306418e-07,3.0589113037240557e-07,1.2633919299743317e-10,5.10788506541534e-10,1.5381385324340753e-17,6.629365744818391e-12,5.053307481396709e-10,3.8205064613191185e-10,9.379975579427528e-22,3.027163502759686e-07,1.0722966929670148e-20,3.75084290991953e-19,3.3050076082876753e-21,5.328013329740231e-17,2.758523899708405e-18,3.701819606680675e-14,4.956327499771738e-16
1.900997923378352e-11,0.0521079599565058,0.0,0.012933865348438552,0.031075110263184432,0.31940841239594037,0.3504840281827916,0.20701130822627573,0.09201721300781372,0.0,7.007195377783911e-37,2.6264020594732167e-13,1.9694554950250954e-37,0.0,4.1382948885726275e-53,3.312732711695079e-13,1.826006549891515e-40,7.137537705926585e-35,3.656352533913188e-58,5.961342132279541e-22,3.6880716504167407e-28,1.963469310207053e-93,5.999534169737684e-23,2.2506777962721202e-63,1.1266026977085181e-37,1.1126132262584974e-67,2.625416023068162e-13,5.2614106181041405e-61,9.825365473164206e-07,9.614901258652097e-07,6.126694770905745e-07,7.639564849264986e-07,6.081766661635261e-07,3.0696032655603293e-07,1.2684741721979904e-10,5.143701761717071e-10,1.548940348461505e-17,6.6990947918099775e-12,5.088550427286787e-10,3.8508900789412115e-10,9.412858720035742e-22,3.0377723589739833e-07,1.0873690573864978e-20,3.816891582777906e-19,3.316575675714828e-21,5.3400721419376586e-17,2.756144734374553e-18,3.7278417723339514e-14,4.99110909784715e-16
1.9076389400920907e-11,0.0521079599565058,0.0,0.012933852319553858,0.031075110263184432,0.31940840796282394,0.35048402551529,0.2070113051257907,0.0920172123275573,0.0,7.14506058361184e-37,2.635577219891345e-13,1.990937048580441e-37,0.0,4.225790682535265e-53,3.3476013168584255e-13,1.8516535774773063e-40,7.187493784906221e-35,3.694806224011501e-58,6.003061202456816e-22,3.7009556661059913e-28,1.998006020003742e-93,6.023773497897301e-23,2.2743480694509668e-63,1.142426209550627e-37,1.1361371562861111e-67,2.6345842830584107e-13,5.335314798075768e-61,9.832168518304218e-07,9.648468669867464e-07,6.148133965688913e-07,7.666239856479102e-07,6.102162674706992e-07,3.0802950089279234e-07,1.2735557431714183e-10,5.179643183293244e-10,1.55977995222418e-17,6.769309427332939e-12,5.123914107208464e-10,3.881396109829484e-10,9.445741860025984e-22,3.048381193640941e-07,1.102599471356384e-20,3.883866812087773e-19,3.3282204778524484e-21,5.364433952249715e-17,2.7507496029463416e-18,3.753942988089155e-14,5.026012103854291e-16
1.9142799568058296e-11,0.0521079599565058,0.0,0.012933839297543132,0.031075110263184432,0.319408403529719,0.3504840228477973,0.20701130202588366,0.0920172116536147,0.0,7.28510605670773e-37,2.644752380239643e-13,2.0125794387574903e-37,0.0,4.314822629527204e-53,3.382713954282512e-13,1.8775698072576952e-40,7.237624076891729e-35,3.733528583474739e-58,6.044925714337007e-22,3.7138396815848696e-28,2.033027019356814e-93,6.048035690360336e-23,2.298183722773565e-63,1.158415810084974e-37,1.1600740929891719e-67,2.6437525189242033e-13,5.409994803565204e-61,9.838908428762181e-07,9.682035934540909e-07,6.169573418461206e-07,7.692914773849645e-07,6.122552929153449e-07,3.0909865338420077e-07,1.2786366400778086e-10,5.215709325893992e-10,1.570657343634601e-17,6.8400113133892995e-12,5.159398503296509e-10,3.9120245411988074e-10,9.478624999398351e-22,3.058990006771938e-07,1.1179893182100778e-20,3.951778315890789e-19,3.3398061355744168e-21,5.389884088630976e-17,2.75631230163932e-18,3.780133070894499e-14,5.061036515640349e-16
1.9209209735195685e-11,0.0521079599565058,0.0,0.012933826282347696,0.031075110263184432,0.31940839909662544,0.3504840201803136,0.20701129892655448,0.09201721098592751,0.0,7.4273577448413424e-37,2.6539275405181096e-13,2.0343833378074714e-37,0.0,4.405412229170104e-53,3.4180714778883475e-13,1.9037571160839156e-40,7.287928581875426e-35,3.772520547608339e-58,6.086935667624939e-22,3.726723696853413e-28,2.0685373836970915e-93,6.072320747388773e-23,2.3221853319695436e-63,1.1745726572422638e-37,1.1844298167057508e-67,2.652920730665607e-13,5.485456044884769e-61,9.845585789601084e-07,9.71560305269448e-07,6.191013129226864e-07,7.719589601390958e-07,6.14293742660591e-07,3.101677840310055e-07,1.2837168601751893e-10,5.251900185269501e-10,1.5815725226052696e-17,6.911202111744803e-12,5.195003597688006e-10,3.9427753601940714e-10,9.511508138152935e-22,3.069598798378253e-07,1.1335390858899307e-20,4.0206358610091146e-19,3.351208220316103e-21,5.39331479924486e-17,2.7626035462540916e-18,3.806436151091367e-14,5.096182331052491e-16
1.9275619902333074e-11,0.0521079599565058,0.0,0.012933813273909418,0.031075110263184432,0.3194083946635434,0.3504840175128389,0.20701129582780298,0.09201721032443766,0.0,7.571841801300907e-37,2.6631027007267463e-13,2.0563494187621746e-37,0.0,4.497581205949661e-53,3.453674741627617e-13,1.930217387322144e-40,7.338407299849637e-35,3.8117830517176954e-58,6.129091062025596e-22,3.7396077119116554e-28,2.104542223792949e-93,6.09662866924459e-23,2.346353472768505e-63,1.190897912972378e-37,1.2092101682302994e-67,2.662088918282687e-13,5.561703951141013e-61,9.852201180462775e-07,9.749170024350065e-07,6.212453097980569e-07,7.746264339117258e-07,6.163316168695088e-07,3.1123689283488647e-07,1.2887964007948947e-10,5.288215757170342e-10,1.5925254890486864e-17,6.982883483928943e-12,5.230729372522663e-10,3.97364855389201e-10,9.544391276289839e-22,3.0802075684710687e-07,1.1492495526851024e-20,4.0904492653017244e-19,3.362838453791041e-21,5.40274393420405e-17,2.75483445709031e-18,3.832825689321009e-14,5.131449547938109e-16
1.9342030069470463e-11,0.0521079599565058,0.0,0.012933800272170708,0.031075110263184432,0.31940839023047274,0.3504840148453732,0.20701129272962904,0.09201720966908779,0.0,7.718584585681961e-37,2.672277860865552e-13,2.078478355433973e-37,0.0,4.591351510783323e-53,3.489524599482691e-13,1.9569525108534548e-40,7.389060230806687e-35,3.8513170311081606e-58,6.171391897244118e-22,3.752491726759634e-28,2.141046685872907e-93,6.120959456189783e-23,2.370688720900021e-63,1.207392743244343e-37,1.2344210492351438e-67,2.67125708177551e-13,5.6387439702346686e-61,9.858755175617757e-07,9.78273684952942e-07,6.233893324722217e-07,7.772938987042643e-07,6.183689157051147e-07,3.1230597979714847e-07,1.2938752593395494e-10,5.324656037347128e-10,1.6035162428773527e-17,7.0550570912349785e-12,5.266575809942497e-10,4.004644109302873e-10,9.577274413809158e-22,3.090816317061476e-07,1.1651227084602478e-20,4.1612283799342964e-19,3.374572531015765e-21,5.4346845583534684e-17,2.753870854705854e-18,3.859283085594256e-14,5.16683816414456e-16
