Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),CH2X(34),CHX(35),CX(33),SX(708),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),NO3(95),HNO(87)
4.9548913412632934e-12,0.13399411829887187,0.0,0.033268622349958345,0.031075043397218685,0.31935382759467473,0.3504095743010381,0.2070119285751374,0.09201784860026084,6.774110862983935e-42,4.1773839473602354e-18,2.0290694099032855e-05,5.287688364366618e-14,2.9061083453421276e-30,1.5139383944225965e-26,3.433156394207273e-11,2.330345676601171e-21,3.282513972268318e-16,2.3195718546296904e-25,3.5476600117171897e-12,1.241146099538053e-10,1.2053238433720398e-39,6.255787520042875e-07,6.817905364387559e-26,4.348838816320042e-18,1.0216523322233412e-32,2.0290570884566647e-05,1.430438416077358e-30,3.483401535221451e-07,1.8494185835793225e-07,6.135562053957323e-07,2.2708098808576627e-07,1.6447179078942904e-07,1.6811290843775544e-07,4.8850191670620266e-08,2.201694753279127e-08,5.50873025712063e-05,5.29129180974152e-09,6.626304365085187e-08,5.541775922669003e-08,5.469600903638771e-05,1.1376198310447381e-07,2.0614233063749223e-15,2.461100297833934e-13,1.2955749768269804e-12,6.707027371024539e-11,1.4816600614502045e-10,1.3026860813298075e-08,2.8828271508036213e-07,6.827240125686699e-08,1.7602487769757087e-08,1.536690336908893e-09,7.695156481506627e-11,5.732739841349223e-17,2.4407180481806957e-09,3.45257657101969e-11
4.988270548196727e-12,0.13399411829887187,0.0,0.033268609992042175,0.031075042987593362,0.31935345161331286,0.35040906816580186,0.20701192709121083,0.0920178483175073,7.11053685331027e-42,4.262717531518933e-18,2.0427359506866123e-05,5.397733571336349e-14,3.0091256561893922e-30,1.5651735954807056e-26,3.4853033628963737e-11,2.392176569140607e-21,3.326903952970355e-16,2.366766495546325e-25,3.593873230284256e-12,1.2495071982413103e-10,1.2464734244990713e-39,6.297923371980597e-07,6.956623734129715e-26,4.435800170257201e-18,1.0562284413385135e-32,2.0427233667912896e-05,1.46911547479066e-30,3.4864540193120577e-07,1.8537849427808258e-07,6.192418511692793e-07,2.281191298500842e-07,1.6509932218621063e-07,1.6905842736431135e-07,4.912492882566169e-08,2.229768012078878e-08,5.5458346159484455e-05,5.395776108773492e-09,6.706494167588785e-08,5.611733044609984e-08,5.506440244849713e-05,1.1444498199328054e-07,2.0933291173950355e-15,2.4958741148283343e-13,1.3033539400592517e-12,6.747448534046445e-11,1.4839470634351767e-10,1.3198730593884827e-08,2.905862336557804e-07,6.854899526342276e-08,1.762815159077004e-08,1.5574463916103663e-09,7.801209633010103e-11,5.85592866247841e-17,2.4571755743245163e-09,3.5008065021197755e-11
5.021649755130161e-12,0.13399411829887187,0.0,0.0332685976391916,0.03107504257821761,0.3193530756341869,0.35040856203679893,0.20701192561166865,0.09201784804153301,7.461183678996276e-42,4.3492116206038e-18,2.0564024577100553e-05,5.509293682932955e-14,3.1150310009083816e-30,1.617780570073159e-26,3.5379462097304375e-11,2.4552173531482648e-21,3.3715922689344103e-16,2.4145969894526375e-25,3.6403628612199635e-12,1.257868296586305e-10,1.2887392801880846e-39,6.340059131361925e-07,7.097211039337377e-26,4.5238930613950866e-18,1.0917303337680486e-32,2.0563896088610868e-05,1.5085682146629802e-30,3.48944050128177e-07,1.8580985866190644e-07,6.249419373274482e-07,2.2915220134739773e-07,1.6572246985385698e-07,1.699990307710872e-07,4.939911578554319e-08,2.257968119956125e-08,5.582938896538489e-05,5.501547171465237e-09,6.787007752378408e-08,5.682082266644505e-08,5.543279488855167e-05,1.1512694813056713e-07,2.1255052015216434e-15,2.5309425470510386e-13,1.311121144182345e-12,6.787809165650318e-11,1.4862592790899618e-10,1.3371630235576833e-08,2.928938376270574e-07,6.882344870766582e-08,1.765352832545828e-08,1.5783414428240605e-09,7.908015587872452e-11,5.980981466674295e-17,2.4736333059874953e-09,3.549351735489943e-11
5.055028962063595e-12,0.13399411829887187,0.0,0.033268585291260075,0.031075042169089663,0.31935269965727836,0.35040805591400437,0.20701192413648026,0.09201784777219528,7.82654721350181e-42,4.436874246621843e-18,2.0700689309737885e-05,5.6223786481123255e-14,3.2238835044047124e-30,1.6717864413495296e-26,3.591087619879548e-11,2.519483311471697e-21,3.416578924174059e-16,2.46306759114586e-25,3.6871284865570555e-12,1.2662293945732086e-10,1.3321439689733576e-39,6.382194798202713e-07,7.239679785633159e-26,4.613124285989157e-18,1.1281763157704995e-32,2.0700558146643953e-05,1.5488068277903656e-30,3.492362408930096e-07,1.8623601636178279e-07,6.306563781539862e-07,2.301802273221342e-07,1.6634126441127314e-07,1.7093471365338706e-07,4.9672751778769425e-08,2.286293891873271e-08,5.6200430988912274e-05,5.6086104154623415e-09,6.867842189047751e-08,5.752822802930791e-08,5.580118635655902e-05,1.1580788307752723e-07,2.157951666499974e-15,2.566306985580057e-13,1.3188766069769526e-12,6.828109360223312e-11,1.4885965215914802e-10,1.3545558195140032e-08,2.952055063013287e-07,6.909577329296958e-08,1.7678624910249827e-08,1.5993754857601767e-09,8.015574888990455e-11,6.107915731723223e-17,2.4900912431725948e-09,3.598211555421548e-11
5.088408168997029e-12,0.13399411829887187,0.0,0.03326857294810406,0.031075041760207797,0.3193523236825684,0.3504075497973936,0.20701192266561527,0.09201784750935448,8.207136917769377e-42,4.525713446208612e-18,2.0837353704779838e-05,5.736998400787667e-14,3.3357430326776274e-30,1.727218679836549e-26,3.64473029097877e-11,2.5849898128800405e-21,3.461863922702888e-16,2.5121825554227416e-25,3.734169688960106e-12,1.2745904922021932e-10,1.3767103512798619e-39,6.424330372518714e-07,7.384042478633966e-26,4.703500630741508e-18,1.1655849280964548e-32,2.0837219841995483e-05,1.589841569999188e-30,3.4952211391715e-07,1.8665703143496747e-07,6.36385088648202e-07,2.3120323239795292e-07,1.6695573626349548e-07,1.718654716064668e-07,4.9945836016180596e-08,2.3147441441628186e-08,5.6571472230071234e-05,5.716971208494053e-09,6.948994558264382e-08,5.823953866482815e-08,5.616957685252679e-05,1.1648778839298594e-07,2.1906686099622266e-15,2.601968823831462e-13,1.3266203461970445e-12,6.868349212015415e-11,1.4909586076320842e-10,1.3720512931350441e-08,2.975212189659681e-07,6.936598073200141e-08,1.7703448132134377e-08,1.6205485156290722e-09,8.123888079244798e-11,6.23674902484039e-17,2.5065493858827554e-09,3.647385245085062e-11
5.121787375930463e-12,0.13399411829887187,0.0,0.03326856060958293,0.031075041351570357,0.319351947710039,0.35040704368694203,0.20701192119904344,0.09201784725287405,8.603476108643882e-42,4.6157372606418946e-18,2.097401776222813e-05,5.853162859807685e-14,3.450670195434506e-30,1.7841051054496916e-26,3.698876933071046e-11,2.651752311887077e-21,3.5074472685344945e-16,2.561946137079551e-25,3.781486051724569e-12,1.282951589473427e-10,1.422461591429843e-39,6.46646585432558e-07,7.53031162395099e-26,4.795028872814979e-18,1.2039749473471466e-32,2.097388117464875e-05,1.631682760795761e-30,3.4980180587034393e-07,1.870729671532945e-07,6.421279845172114e-07,2.3222124107833467e-07,1.6756591560318533e-07,1.7279130081388776e-07,5.021836769236055e-08,2.3433176946385308e-08,5.6942512688866273e-05,5.826634868504189e-09,7.030461951879844e-08,5.8954746691460715e-08,5.653796637646255e-05,1.1716666563340328e-07,2.2236561195361066e-15,2.6379294574693447e-13,1.3343523795694324e-12,6.908528815139712e-11,1.4933453573344945e-10,1.3896492904999012e-08,2.9984095489108674e-07,6.963408274470087e-08,1.77280046316965e-08,1.6418605276412587e-09,8.232955701500063e-11,6.36749900307927e-17,2.523007734120893e-09,3.696872086679666e-11
5.155166582863897e-12,0.13399411829887187,0.0,0.033268548275558946,0.031075040943175706,0.319351571739672,0.35040653758262547,0.20701191973673486,0.09201784700262035,9.016102230431429e-42,4.706953735855213e-18,2.1110681482084478e-05,5.97088192893786e-14,3.568726348672102e-30,1.8424738895011714e-26,3.7535302685503194e-11,2.7197863485746277e-21,3.553328965682485e-16,2.6123625909120656e-25,3.829077158775806e-12,1.2913126863870788e-10,1.4694211596494037e-39,6.508601243638864e-07,7.678499727189718e-26,4.887715779847281e-18,1.2433653873306513e-32,2.111054214458703e-05,1.6743407833160574e-30,3.5007545046599627e-07,1.874838860127594e-07,6.478849821682849e-07,2.3323427774716864e-07,1.681718324121126e-07,1.7371219803604715e-07,5.049034598700486e-08,2.3720133627041755e-08,5.7313552365301886e-05,5.937606663785155e-09,7.112241473035835e-08,5.967384421575348e-08,5.6906354928373815e-05,1.1784451635287804e-07,2.256914272953219e-15,2.6741902843174106e-13,1.3420727247937442e-12,6.94864826357257e-11,1.4957565941757646e-10,1.4073496578895703e-08,3.021646933319837e-07,6.990009105631149e-08,1.7752300906088755e-08,1.663311517007406e-09,8.342778298604733e-11,6.500183413739766e-17,2.5394662878898978e-09,3.7466713615799076e-11
5.188545789797331e-12,0.13399411829887187,0.0,0.03326853594589716,0.031075040535022275,0.31935119577144955,0.35040603148441946,0.20701191827865967,0.09201784675846258,9.445567129605121e-42,4.799370922451077e-18,2.124734486435056e-05,6.090165496844753e-14,3.689973597225117e-30,1.9023535567043736e-26,3.8086930321048635e-11,2.789107548416291e-21,3.5995090181604773e-16,2.663436171715586e-25,3.876942594668143e-12,1.2996737829433153e-10,1.5176128340750796e-39,6.55073654047402e-07,7.82861929394992e-26,4.9815681099650685e-18,1.2837755004156836e-32,2.1247202751793546e-05,1.717826084275544e-30,3.5034317852511473e-07,1.8788984974298597e-07,6.536559987012987e-07,2.3424236666933615e-07,1.6877351646262903e-07,1.746281605988819e-07,5.076177006624996e-08,2.4008299694598716e-08,5.7684591259382436e-05,6.049891813114983e-09,7.194330236266618e-08,6.0396823332144e-08,5.727474250826808e-05,1.1852134210315153e-07,2.2904431381572904e-15,2.710752704272394e-13,1.3497813995431099e-12,6.988707651153809e-11,1.4981921449026848e-10,1.4251522417874338e-08,3.044924135315479e-07,7.016401739546505e-08,1.7776343311946075e-08,1.6849014789383383e-09,8.453356413391186e-11,6.634820094775013e-17,2.5559250471926375e-09,3.796782350479493e-11
5.221924996730765e-12,0.13399411829887187,0.0,0.033268523620465396,0.031075040127108527,0.31935081980535396,0.3504055253922999,0.2070119168247884,0.09201784652027291,9.892437332665751e-42,4.892996875714049e-18,2.138400790902808e-05,6.211023437083333e-14,3.814474797282663e-30,1.963772987174712e-26,3.864367970660836e-11,2.859731622101509e-21,3.645987429982102e-16,2.715171134284924e-25,3.9250819445839146e-12,1.308034879142303e-10,1.567060702760422e-39,6.592871744846408e-07,7.980682829825659e-26,5.076592611798008e-18,1.325224778882998e-32,2.1383862996251495e-05,1.7621491739191146e-30,3.506051180388727e-07,1.8829091931657814e-07,6.59440951901286e-07,2.3524553199129143e-07,1.6937099731913094e-07,1.7553918638274553e-07,5.103263908396385e-08,2.429766337806093e-08,5.805562937111225e-05,6.163495485897337e-09,7.276725367597643e-08,6.112367612277527e-08,5.764312911615277e-05,1.1919714443361133e-07,2.3242427734121744e-15,2.747618119218892e-13,1.357478421463672e-12,7.028707071586865e-11,1.500651839466426e-10,1.4430568888795572e-08,3.068240947226147e-07,7.042587349231665e-08,1.780013806824239e-08,1.7066304086450352e-09,8.564690588675704e-11,6.771426975196845e-17,2.5723840120319556e-09,3.8472043335322374e-11
5.2553042036641985e-12,0.13399411829887187,0.0,0.03326851129913415,0.03107503971943296,0.31935044384136796,0.3504050193062428,0.2070119153750916,0.09201784628792616,1.0357294327165162e-41,4.98783965562357e-18,2.1520670616118708e-05,6.333465608087172e-14,3.942293558873196e-30,2.0267614184269266e-26,3.9205578433260435e-11,2.9316743653599816e-21,3.692764205160995e-16,2.7675717334144106e-25,3.973494794332504e-12,1.3163959749842062e-10,1.6177891656825715e-39,6.635006856771292e-07,8.13470284040529e-26,5.172796024492826e-18,1.3677329562743848e-32,2.1520522877944034e-05,1.8073206259711332e-30,3.508613942298181e-07,1.8868715495835823e-07,6.652397602310864e-07,2.3624379774164004e-07,1.6996430433951187e-07,1.7644527381145087e-07,5.130295218299938e-08,2.4588212925453543e-08,5.842666670049559e-05,6.2784228023043754e-09,7.359424004640546e-08,6.185439465732932e-08,5.801151475203526e-05,1.1987192489129496e-07,2.3583132274096566e-15,2.7847879329461743e-13,1.3651638081743674e-12,7.068646618439162e-11,1.5031355109315683e-10,1.4610634460552447e-08,3.09159716130274e-07,7.068567107673033e-08,1.7823691259090774e-08,1.7284983013386335e-09,8.676781367258468e-11,6.910022075479963e-17,2.5888431824106703e-09,3.897936590490229e-11
5.2886834105976324e-12,0.13399411829887187,0.0,0.033268498981776605,0.031075039311994127,0.3193500678794743,0.3504045132262242,0.20701191392954016,0.09201784606129985,1.0840734845899929e-41,5.083907326866592e-18,2.165733298562412e-05,6.457501853161561e-14,4.07349424831852e-30,2.091348447368833e-26,3.977265421333931e-11,3.004951658786409e-21,3.739839347710804e-16,2.8206422238978935e-25,4.022180730349401e-12,1.324757070469188e-10,1.6698229367488345e-39,6.677141876263833e-07,8.29069183127146e-26,5.270185077727319e-18,1.4113200087392847e-32,2.1657182396854283e-05,1.8533510775855835e-30,3.511121296117578e-07,1.8907861615449286e-07,6.710523428240941e-07,2.3723718783171379e-07,1.7055346667660508e-07,1.7734642184148551e-07,5.1572708496410985e-08,2.48799366048162e-08,5.879770324753661e-05,6.39467883342242e-09,7.442423296684557e-08,6.258897099287867e-08,5.837989941592289e-05,1.2054568502089355e-07,2.39265453937699e-15,2.8222635510659655e-13,1.3728375772678605e-12,7.108526385142005e-11,1.505642995432178e-10,1.47917176040712e-08,3.114992569741339e-07,7.094342187651346e-08,1.7847008836488115e-08,1.7505051522304246e-09,8.789629291923557e-11,7.050623507964723e-17,2.605302558331578e-09,3.9489784008392396e-11
5.322062617531066e-12,0.13399411829887187,0.0,0.033268486668268434,0.031075038904790617,0.31934969191965595,0.35040400715222025,0.2070119124881052,0.09201784584027427,1.1343371154282947e-41,5.181207958849963e-18,2.1793995017545967e-05,6.583142000479391e-14,4.208141990657399e-30,2.157564032291517e-26,4.0344934879878045e-11,3.0795794676655717e-21,3.7872128616451857e-16,2.8743868605287384e-25,4.071139339695245e-12,1.3331181655974107e-10,1.723187045803256e-39,6.719276803339102e-07,8.448662308001103e-26,5.368766491724375e-18,1.4560061563790134e-32,2.1793841552965338e-05,1.9002512292963238e-30,3.5135744404834767e-07,1.8946536166150777e-07,6.768786194771028e-07,2.382257260561438e-07,1.71138513279616e-07,1.7824262995138303e-07,5.1841907148635444e-08,2.517282270517473e-08,5.916873901223947e-05,6.512268601400338e-09,7.525720404784378e-08,6.332739717375502e-08,5.874828310782295e-05,1.212184263647556e-07,2.427266739184138e-15,2.860046380932753e-13,1.3804997463100485e-12,7.148346464991162e-11,1.5081741320555635e-10,1.4973816792319344e-08,3.138426964705391e-07,7.119913761569909e-08,1.7870096623005453e-08,1.7726509565318557e-09,8.903234905438952e-11,7.19324947725865e-17,2.621762139797449e-09,4.000329043931445e-11
5.3554418244645e-12,0.13399411829887187,0.0,0.03326847435848792,0.03107503849782106,0.3193493159618962,0.3504035010842073,0.20701191105075784,0.09201784562473216,1.1865831340900405e-41,5.279749625712637e-18,2.193065671188591e-05,6.710395863079809e-14,4.346302672039419e-30,2.22543849485599e-26,4.092244838605242e-11,3.1555738417977418e-21,3.8348847509778076e-16,2.928809898099825e-25,4.120370210054886e-12,1.341479260369036e-10,1.7779068406331935e-39,6.761411638012077e-07,8.608626776165442e-26,5.468546977265934e-18,1.501811864588601e-32,2.1930500346260238e-05,1.9480318449674495e-30,3.515974548104149e-07,1.8984744951519326e-07,6.827185106432425e-07,2.392094360934295e-07,1.7171947289554445e-07,1.7913389813126988e-07,5.211054725663769e-08,2.546685953749077e-08,5.9539773994608186e-05,6.631197079600555e-09,7.609312501844644e-08,6.40696652314343e-08,5.9116665827742694e-05,1.218901504628908e-07,2.462149847450776e-15,2.8981378315639667e-13,1.3881503328395498e-12,7.188106951146537e-11,1.5107287628513516e-10,1.5156930500301237e-08,3.1619001383474406e-07,7.145283001287529e-08,1.789296031442506e-08,1.7949357094545297e-09,9.017598750556533e-11,7.337918280636547e-17,2.6382219268110315e-09,4.0519877991154525e-11
5.388821031397934e-12,0.13399411829887187,0.0,0.033268462052315755,0.031075038091084126,0.3193489400061786,0.3504029950221619,0.20701190961746965,0.09201784541455887,1.2408759611261535e-41,5.3795404063376226e-18,2.2067318068645577e-05,6.83927323886958e-14,4.488042942089624e-30,2.2950025220763094e-26,4.150522280462773e-11,3.2329509153244342e-21,3.882855019722342e-16,2.9839155914035555e-25,4.169872929736428e-12,1.3498403547842236e-10,1.834007988975891e-39,6.803546380297641e-07,8.77059774133e-26,5.569533235706958e-18,1.5487578453962585e-32,2.2067158776722e-05,1.9967037517437585e-30,3.518322766320398e-07,1.9022493703940154e-07,6.885719374250122e-07,2.4018834150650606e-07,1.7229637407059745e-07,1.8002022687255076e-07,5.2378627931022186e-08,2.5762035435589678e-08,5.991080819464674e-05,6.7514691927526655e-09,7.693196772700992e-08,6.481576718443801e-08,5.948504757568935e-05,1.225608588529734e-07,2.4973038756528714e-15,2.9365393135643757e-13,1.3957893543689225e-12,7.227807936633246e-11,1.5133067326349676e-10,1.5341057205074147e-08,3.185411882830445e-07,7.170451077956032e-08,1.791560548232527e-08,1.817359406210206e-09,9.132721370012081e-11,7.484648308439341e-17,2.6546819193750473e-09,4.103953945863737e-11
5.422200238331368e-12,0.13399411829887187,0.0,0.033268449749635096,0.031075037684578508,0.3193485640524866,0.35040248896606035,0.20701190818821222,0.09201784520964225,1.297281658474847e-41,5.480588384363761e-18,2.2203979087826612e-05,6.969783910627051e-14,4.633430216244565e-30,2.3662871682991705e-26,4.2093286327407454e-11,3.3117269065544903e-21,3.931123671892474e-16,3.039708195231844e-25,4.21964708767029e-12,1.3582014488431326e-10,1.8915164805250415e-39,6.845681030210582e-07,8.934587709054581e-26,5.671731958989375e-18,1.596865058800467e-32,2.2203816844333595e-05,2.046277840001327e-30,3.520620217654261e-07,1.9059788085473664e-07,6.944388215674034e-07,2.411624657433087e-07,1.7286924515159132e-07,1.8090161715778776e-07,5.264614827711085e-08,2.605833875706714e-08,6.028184161235904e-05,6.8730898171095116e-09,7.777370414197838e-08,6.556569503825017e-08,5.985342835167005e-05,1.2323055307034616e-07,2.532728826229056e-15,2.9752522390472554e-13,1.4034168283842484e-12,7.267449514340148e-11,1.515907889144593e-10,1.5526195385729056e-08,3.2089619903486334e-07,7.195419161862279e-08,1.793803757661407e-08,1.8399220420107985e-09,9.248603306525278e-11,7.633458044471522e-17,2.671142117492196e-09,4.156226763897463e-11
5.455579445264802e-12,0.13399411829887187,0.0,0.033268437450331464,0.03107503727830296,0.31934818810080406,0.35040198291587954,0.20701190676295741,0.09201784500987256,1.355867959477336e-41,5.582901648197252e-18,2.2340639769430632e-05,7.101937646008763e-14,4.782532678060293e-30,2.4393238571799744e-26,4.2686667264684346e-11,3.3919181177904876e-21,3.9796907115018963e-16,3.096191964376129e-25,4.269692273408262e-12,1.3665625425459202e-10,1.950458628937366e-39,6.887815587765599e-07,9.100609184893291e-26,5.7751498296559835e-18,1.646154714104697e-32,2.2340474549077957e-05,2.096765063298187e-30,3.5228680003458343e-07,1.9096633688713947e-07,7.003190854511128e-07,2.4213183213733293e-07,1.7343811428734506e-07,1.8177807045067456e-07,5.2913107395988065e-08,2.6355757884174673e-08,6.065287424774894e-05,6.9960637806057016e-09,7.861830635262949e-08,6.631944078524955e-08,6.022180815569192e-05,1.2389923464802392e-07,2.568424692686393e-15,3.0142780215649924e-13,1.4110327723442022e-12,7.307031777023064e-11,1.51853208259759e-10,1.571234352343148e-08,3.2325502531479625e-07,7.220188422274561e-08,1.796026192801254e-08,1.862623612068376e-09,9.365245102799706e-11,7.784366066397279e-17,2.6876025211651515e-09,4.208805533308789e-11
5.488958652198236e-12,0.13399411829887187,0.0,0.033268425154292645,0.03107503687225625,0.31934781215111513,0.35040147687159606,0.2070119053416773,0.0920178448151424,1.4167042992150018e-41,5.686488291022989e-18,2.2477300113459253e-05,7.235744197558539e-14,4.9354192814929456e-30,2.5141443836553795e-26,4.328539404469385e-11,3.473540935155494e-21,4.0285561425643076e-16,3.1533711536273612e-25,4.3200080771225576e-12,1.3749236358927433e-10,2.0108610738391707e-39,6.929950052977299e-07,9.268674674394519e-26,5.8797935208643635e-18,1.696648271249767e-32,2.2477131890937996e-05,2.1481764383251076e-30,3.525067188878483e-07,1.9133036037636764e-07,7.062126520858467e-07,2.4309646390819474e-07,1.740030094300628e-07,1.8264958868626816e-07,5.31795043855137e-08,2.6654281224684567e-08,6.10239061008202e-05,7.120395863018484e-09,7.946574656978789e-08,6.70769964046564e-08,6.059018698776204e-05,1.2456690511669716e-07,2.604391459706218e-15,3.0536180760271657e-13,1.4186372036815748e-12,7.346554817299734e-11,1.5211791662892687e-10,1.5899500101358093e-08,3.25617646354615e-07,7.24476002729331e-08,1.7982283750489045e-08,1.885464111595165e-09,9.48264730152285e-11,7.9373910461353e-17,2.704063130396566e-09,4.2616895346806466e-11
5.52233785913167e-12,0.13399411829887187,0.0,0.03326841286140876,0.031075036466437198,0.31934743620340406,0.3504009708331869,0.2070119039243441,0.09201784462534669,1.4798618451687013e-41,5.791356410815674e-18,2.2613960119914076e-05,7.371213302719088e-14,5.092159753152452e-30,2.5907809159123473e-26,4.3889495213069605e-11,3.556611828420133e-21,4.0777199690934183e-16,3.2112500177760155e-25,4.370594089604882e-12,1.3832847288837567e-10,2.0727507828329198e-39,6.972084425860202e-07,9.43879668310095e-26,5.985669696400743e-18,1.7483674421438345e-32,2.261378886989657e-05,2.2005230448564873e-30,3.5272188344927035e-07,1.916900058843728e-07,7.12119445103711e-07,2.440563841621855e-07,1.7456395833670765e-07,1.8351617426119085e-07,5.344533834130455e-08,2.6953897212734288e-08,6.139493717157654e-05,7.246090796130905e-09,8.031599712650835e-08,6.783835386249351e-08,6.095856484788744e-05,1.252335660047359e-07,2.640629103248711e-15,3.0932738186442703e-13,1.4262301398030669e-12,7.386018727658958e-11,1.5238489953782512e-10,1.6087663604814572e-08,3.279840413952291e-07,7.26913514370599e-08,1.8004108143645182e-08,1.9084435358035462e-09,9.600810445366093e-11,8.092551750252202e-17,2.7205239451890663e-09,4.3148780492040647e-11
5.555717066065104e-12,0.13399411829887187,0.0,0.03326840057157212,0.03107503606084465,0.31934706025765514,0.35040046480062903,0.2070119025109302,0.09201784444038272,1.5454135282009383e-41,5.8975141103507065e-18,2.275061978879671e-05,7.508354683846053e-14,5.252824594529984e-30,2.669265997353673e-26,4.4498999432301376e-11,3.641147350830012e-21,4.127182195102943e-16,3.2698328116120804e-25,4.421449902265488e-12,1.3916458215191155e-10,2.1361550535037985e-39,7.014218706428729e-07,9.610987716549565e-26,6.092785010693861e-18,1.8013341919900353e-32,2.2750445485936505e-05,2.2538160257013446e-30,3.529323965688858e-07,1.9204532730357602e-07,7.180393887526867e-07,2.4501161589282554e-07,1.7512098857036536e-07,1.8437783002430037e-07,5.371060835768534e-08,2.7254594309651162e-08,6.176596746002159e-05,7.373153263897195e-09,8.116903047872817e-08,6.860350511156133e-08,6.13269417360751e-05,1.258992188381931e-07,2.6771375906585592e-15,3.133246666829955e-13,1.4338115980877962e-12,7.425423600445114e-11,1.526541428867304e-10,1.6276832521034206e-08,3.30354189688608e-07,7.293314936846106e-08,1.802574009505438e-08,1.931561879906056e-09,9.719735076984724e-11,8.249867040354633e-17,2.7369849655452554e-09,4.368370358793071e-11
5.5890962729985375e-12,0.13399411829887187,0.0,0.03326838828467721,0.031075035655477486,0.31934668431385305,0.35039995877389957,0.20701190110140835,0.09201784426014992,1.6134340738615742e-41,6.004969497214881e-18,2.288727912010872e-05,7.64717804822441e-14,5.4174850841997255e-30,2.749632548560038e-26,4.5113935481195206e-11,3.727164138933448e-21,4.176942824606607e-16,3.329123789925066e-25,4.472575107132235e-12,1.4000069137989722e-10,2.2011015154262738e-39,7.056352894697221e-07,9.785260280271628e-26,6.201146108828801e-18,1.855570740611766e-32,2.288710173904059e-05,2.3080665866544226e-30,3.5313835887190435e-07,1.9239637786504255e-07,7.239724078901931e-07,2.459621819814141e-07,1.7567412750159848e-07,1.8523455926694142e-07,5.397531352860932e-08,2.7556361004756922e-08,6.213699696615894e-05,7.501587902610297e-09,8.202481920588968e-08,6.937244209142602e-08,6.169531765233198e-05,1.2656386514080838e-07,2.713916880767536e-15,3.1735380391806787e-13,1.4413815958890993e-12,7.46476952788652e-11,1.5292563259152163e-10,1.646700533954286e-08,3.327280704996624e-07,7.317300570456253e-08,1.8047184482554185e-08,1.954819139115385e-09,9.839421739017932e-11,8.409355873480028e-17,2.7534461914677125e-09,4.422165746197168e-11
5.6224754799319714e-12,0.13399411829887187,0.0,0.03326837600062065,0.03107503525033461,0.3193463083719825,0.35039945275297574,0.20701189969575126,0.09201784408454988,1.6840000340177763e-41,6.113730683816847e-18,2.3023938113851696e-05,7.7876930880872e-14,5.586213279995543e-30,2.8319138692485496e-26,4.573433225433593e-11,3.8146789124095396e-21,4.2270018616181404e-16,3.389127207504002e-25,4.523969296849664e-12,1.4083680057234792e-10,2.2676181321706605e-39,7.098486990679926e-07,9.961626879792704e-26,6.3107596265608054e-18,1.9110995637756245e-32,2.3023757629191574e-05,2.363285996447383e-30,3.533398688068321e-07,1.927432101465572e-07,7.299184279767334e-07,2.4690810519757805e-07,1.7622340230979137e-07,1.8608636571435491e-07,5.4239452948550176e-08,2.7859185816153538e-08,6.250802568999212e-05,7.631399301071496e-09,8.288333601153454e-08,7.014515672842088e-08,6.206369259666496e-05,1.2722750643401168e-07,2.750966924001323e-15,3.2141493553200693e-13,1.4489401505347393e-12,7.504056602044399e-11,1.5319935523052717e-10,1.6658180551509188e-08,3.351056631080881e-07,7.341093206555071e-08,1.806844607649304e-08,1.978215308644381e-09,9.959870974088808e-11,8.571037302486012e-17,2.7699076229589927e-09,4.476263495111534e-11
5.655854686865405e-12,0.13399411829887187,0.0,0.03326836371930115,0.031075034845414982,0.3193459324320288,0.3503989467378348,0.20701189829393202,0.09201784391348641,1.757189818808877e-41,6.223805787397384e-18,2.3160596770027216e-05,7.929909480636587e-14,5.7590820211631585e-30,2.9161436402278075e-26,4.636021876155189e-11,3.9037084738965735e-21,4.2773593101512827e-16,3.4498473191374348e-25,4.575632064678045e-12,1.4167290972927878e-10,2.3357332033096766e-39,7.14062099439101e-07,1.0140100020632643e-25,6.42163219032907e-18,1.9679433945119982e-32,2.3160413156372174e-05,2.4194855867001215e-30,3.53537022692553e-07,1.9308587608060134e-07,7.358773750696211e-07,2.4784940819981635e-07,1.7676883998448552e-07,1.8693325351540246e-07,5.450302571336397e-08,2.816305729148884e-08,6.287905363152453e-05,7.762592000762067e-09,8.374455372386806e-08,7.092164093566003e-08,6.243206656908095e-05,1.2789014423692672e-07,2.788287662477251e-15,3.255082035991669e-13,1.4564872793246715e-12,7.543284914906512e-11,1.534752968572152e-10,1.6850356650927475e-08,3.374869468101685e-07,7.364694005308069e-08,1.8089529541932468e-08,2.0017503837060467e-09,1.0081083324804339e-10,8.734930476438486e-17,2.7863692600216272e-09,4.530662890284761e-11
