Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655)
5.20921679781246e-10,0.06210963536780779,0.0,1.532833018446017,0.031075110263184432,0.31582716187222554,0.3484077250751464,0.20585006091326513,0.09198865852534514,0.0,1.1254842408056938e-22,1.9382471300781457e-09,6.296180107699565e-25,0.0,8.775782241300896e-35,4.516966876926397e-06,7.363805174454057e-27,3.730632585027885e-30,4.674752580999701e-44,3.7892619853298395e-14,9.57746521738599e-22,1.3191900292389783e-70,1.5129525534672377e-15,2.7851886684293136e-48,1.3975202749043224e-24,6.790511525574691e-47,1.835676791443599e-09,1.737299801354159e-44,6.890516579767877e-05,0.0025151171658921814,0.0023087052856714343,0.0020770651261449733,0.00026158703380789553,0.0007328145910275883,1.5488444044094359e-06,0.000145220020924866,3.1780620023771687e-12,9.52063451205818e-05,9.399873448411753e-05,0.00014845133918535455,3.5851082328719287e-08,0.0009004090812525053,2.524659548200646e-15,8.31779202777308e-12,2.953614934066515e-14,1.631435018598241e-07
5.214423177717745e-10,0.06210963536780779,0.0,1.532823972649702,0.031075110263184432,0.3158237898624068,0.3484058457639548,0.20584916952443688,0.091988773965216,0.0,1.1306037143991095e-22,1.9401787461311276e-09,6.321282178302507e-25,0.0,8.828137202093609e-35,4.5317226666254746e-06,7.392920841273833e-27,3.7380957071813674e-30,4.688765719797276e-44,3.796818132842653e-14,9.587014978199808e-22,1.3257885747657414e-70,1.5159637588410407e-15,2.793537608512864e-48,1.4030453868093532e-24,6.831025632927163e-47,1.837407567485819e-09,1.7442439406762668e-44,6.890517207792823e-05,0.0025173270972874326,0.0023113550970310986,0.002078944435404948,0.0002615858041765343,0.0007333613408974664,1.550149654426959e-06,0.00014546645751901995,3.184274377116228e-12,9.544748949074913e-05,9.412615737960079e-05,0.00014870347994658787,3.6000533303288994e-08,0.000901301375016174,2.52716594035337e-15,8.32609374881815e-12,2.9543390008989204e-14,1.6346818941624662e-07
5.219629557623029e-10,0.06210963536780779,0.0,1.5328149271814078,0.031075110263184432,0.315820418255104,0.34840396682086305,0.20584827816034865,0.09198888962733319,0.0,1.135740579493043e-22,1.9421103517659646e-09,6.346459213674412e-25,0.0,8.880751399624518e-35,4.546512127815183e-06,7.422122044178794e-27,3.7455663413281634e-30,4.702806803731993e-44,3.804381764629677e-14,9.596564697660873e-22,1.3324134861940153e-70,1.5189779259903489e-15,2.801903198129161e-48,1.4085867277756756e-24,6.871740368329289e-47,1.8391381450511552e-09,1.7512088547089552e-44,6.890517875968166e-05,0.002519536526305568,0.002314005266608244,0.0020808233765650538,0.0002615845642397255,0.0007339077349392075,1.551454688917005e-06,0.00014571301859362916,3.1904925397058366e-12,9.568896369382443e-05,9.425358133138523e-05,0.00014895572948460837,3.615045821759638e-08,0.0009021936540255695,2.52967230103924e-15,8.33439575576422e-12,2.955075758860999e-14,1.6379319666163198e-07
5.224835937528314e-10,0.06210963536780779,0.0,1.5328058820422956,0.031075110263184432,0.3158170470502774,0.3484020882458011,0.2058473868209257,0.09198900551190241,0.0,1.1408948730785222e-22,1.9440419469846984e-09,6.371711362251163e-25,0.0,8.933625854325256e-35,4.561335302997427e-06,7.451408947019322e-27,3.7530444878378295e-30,4.716875860519146e-44,3.811952880567155e-14,9.60611437577033e-22,1.3390648423854626e-70,1.5219950546370376e-15,2.810285453790788e-48,1.4141443288807459e-24,6.912656521640348e-47,1.840868524165589e-09,1.7581945847380092e-44,6.890518584307054e-05,0.0025217454532095135,0.0023166557933628636,0.002082701949695407,0.0002615833140716825,0.0007344537732325334,1.5527595081458128e-06,0.00014595970394623995,3.1967164893576123e-12,9.593076771431307e-05,9.438100625454593e-05,0.00014920808749285182,3.630085809480953e-08,0.0009030859182813056,2.5321786297796813e-15,8.342697489477174e-12,2.955790327636495e-14,1.6411852358784458e-07
5.230042317433598e-10,0.06210963536780779,0.0,1.532796837233526,0.031075110263184432,0.31581367624788703,0.3484002100386988,0.2058464955060936,0.09198912161912942,0.0,1.1460666321633937e-22,1.945973531789369e-09,6.397038772609788e-25,0.0,8.98676158960539e-35,4.57619223467475e-06,7.480781713789051e-27,3.760530147080981e-30,4.730972917873678e-44,3.819531480531342e-14,9.615664012529322e-22,1.3457427223584956e-70,1.5250151445024613e-15,2.8186843920101186e-48,1.4197182212291608e-24,6.953774885025272e-47,1.8425987048550973e-09,1.7652011720897713e-44,6.890519332822609e-05,0.0025239538782619786,0.0023193066762549905,0.002084580154866115,0.0002615820537460897,0.0007349994558573149,1.5540641123776997e-06,0.00014620651337452062,3.2029462252833033e-12,9.617290153638005e-05,9.450843206444874e-05,0.000149460553664749,3.645173395920234e-08,0.0009039781677839973,2.534684926656628e-15,8.350999157898112e-12,2.956514306840069e-14,1.6444417018531738e-07
5.234728059348354e-10,0.06210963536780779,0.0,1.5327886971890363,0.031075110263184432,0.315810642869786,0.3483985199668543,0.20584569334370897,0.09198922630617608,0.0,1.1507361789421918e-22,1.9477119492112335e-09,6.419897913668679e-25,0.0,9.034807994505438e-35,4.589592370116446e-06,7.507290753197431e-27,3.767273664094131e-30,4.743684232883967e-44,3.8263586192396735e-14,9.62425865025871e-22,1.3517755576026448e-70,1.5277357569926402e-15,2.8262577136416566e-48,1.424748679085607e-24,6.990954958270881e-47,1.8441556978438098e-09,1.7715249679061784e-44,6.89052004084849e-05,0.002525941031943144,0.0023216927744959697,0.0020862702249721888,0.0002615809108288288,0.000735490266189144,1.5552380725809418e-06,0.00014642874777754257,3.2085579342292364e-12,9.639110394322834e-05,9.462311598180949e-05,0.00014968786544599687,3.6587930053647593e-08,0.0009047811797230761,2.5369405669134082e-15,8.3584708919474e-12,2.957171240539142e-14,1.6473752543423562e-07
5.23941380126311e-10,0.06210963536780779,0.0,1.5327805574139124,0.031075110263184432,0.31580760981759703,0.3483968301929493,0.20584489120112984,0.09198933117389199,0.0,1.155419929767482e-22,1.9494503582008467e-09,6.442818245744004e-25,0.0,9.083067618327644e-35,4.603019913731794e-06,7.533869595092396e-27,3.7740232669941694e-30,4.756418271006328e-44,3.8331918198192014e-14,9.632853254495972e-22,1.357829999067498e-70,1.530458767640005e-15,2.833844573557002e-48,1.4297923807793307e-24,7.028300045947939e-47,1.8457125301483033e-09,1.7778657218452094e-44,6.890520781437619e-05,0.002527927779528456,0.002324079159607905,0.002087959997138817,0.00026157975979619304,0.0007359807885526982,1.5564118590392066e-06,0.00014665108237074025,3.21417432884421e-12,9.66095734642318e-05,9.47378004878226e-05,0.00014991526436798362,3.6724513276518e-08,0.0009055841797131375,2.539196181504534e-15,8.365942582497664e-12,2.957819434972453e-14,1.650311396031135e-07
5.244099543177866e-10,0.06210963536780779,0.0,1.5327724179090005,0.031075110263184432,0.31580457709129145,0.34839514071693267,0.2058440890783031,0.091989436222427,0.0,1.1601179116524405e-22,1.9511887587596936e-09,6.465799877441556e-25,0.0,9.131541213346433e-35,4.616474896506249e-06,7.560518359322813e-27,3.780778956053503e-30,4.769175052444202e-44,3.840031082179727e-14,9.641447825241933e-22,1.363906104683742e-70,1.5331841762403422e-15,2.84144498379323e-48,1.4348493490419427e-24,7.065810730351873e-47,1.8472692017875054e-09,1.7842234641180328e-44,6.890521554599512e-05,0.0025299141212089893,0.0023264658308327405,0.0020896494714170827,0.00026157860070081537,0.0007364710230065084,1.5575854719411976e-06,0.000146873517006868,3.21979540855386e-12,9.682831008714197e-05,9.485248552139172e-05,0.00015014275020721067,3.686148437680502e-08,0.0009063871677546318,2.5414517699504146e-15,8.373413875613606e-12,2.958469170038946e-14,1.6532501268561125e-07
5.248785285092621e-10,0.06210963536780779,0.0,1.5327642786751492,0.031075110263184432,0.31580154469084,0.34839345153875334,0.205843286975176,0.09198954145193097,0.0,1.164830151620967e-22,1.9529271508892606e-09,6.488842917459664e-25,0.0,9.180229533803836e-35,4.629957349425538e-06,7.587237165831436e-27,3.7875407315452476e-30,4.781954597400802e-44,3.8468764062310514e-14,9.650042362497416e-22,1.370003932485283e-70,1.5359119825891014e-15,2.8490589563872785e-48,1.4399196066228444e-24,7.103487595301508e-47,1.8488257127803437e-09,1.790598224962426e-44,6.890522360343674e-05,0.0025319000571756827,0.002328852787412447,0.0020913386478580613,0.0002615774335949913,0.0007369609696092031,1.5587589114743657e-06,0.00014709605153876036,3.2254211727839073e-12,9.704731379948873e-05,9.496717102160978e-05,0.00015037032274017702,3.6998844104224535e-08,0.0009071901438480108,2.543707332898184e-15,8.380885532051237e-12,2.959130600724619e-14,1.656191446742764e-07
5.253471027007377e-10,0.06210963536780779,0.0,1.5327561397132066,0.031075110263184432,0.31579851261621367,0.34839176265836014,0.20584248489169618,0.0919896468625537,0.0,1.169556676707588e-22,1.9546655345910344e-09,6.5119474745891675e-25,0.0,9.229133335913729e-35,4.643467303475625e-06,7.614026134654894e-27,3.794308593743224e-30,4.794756926079102e-44,3.853727791882981e-14,9.658636866263244e-22,1.376123540609363e-70,1.5386421864813927e-15,2.8566865033759424e-48,1.4450031762892209e-24,7.141331226142387e-47,1.850382063145742e-09,1.7969900346427732e-44,6.890523198679592e-05,0.0025338855876193343,0.002331240028589027,0.002093027526512821,0.0002615762585306814,0.0007374506284195052,1.5599321778249085e-06,0.00014731868581933206,3.2310516209601607e-12,9.72665845885807e-05,9.508185692775871e-05,0.00015059798174337912,3.713659320921654e-08,0.0009079931079937258,2.5459628703678383e-15,8.38835727210278e-12,2.959784962661074e-14,1.6591353556298656e-07
5.257688194730658e-10,0.06210963536780779,0.0,1.5327488148806405,0.031075110263184432,0.3157957840276066,0.34839024292057136,0.20584176303331964,0.0919897418870945,0.0,1.1738227854140692e-22,1.9562300727180957e-09,6.53279426312614e-25,0.0,9.273331621227491e-35,4.6556498011975955e-06,7.638196294661094e-27,3.800404874082112e-30,4.806298518669198e-44,3.8598992215636914e-14,9.666371891019515e-22,1.3816498582305686e-70,1.541101419714562e-15,2.8635629117214346e-48,1.4495897896534462e-24,7.175533563756261e-47,1.851782641153778e-09,1.8027572651447815e-44,6.8905239810557e-05,0.002535672218454004,0.002333388788351812,0.002094547262737089,0.00026157519421097445,0.0007378910753348942,1.5609879696221345e-06,0.0001475191418354662,3.2361230286182935e-12,9.74641566387132e-05,9.518507454033224e-05,0.00015080294859358526,3.726090094235574e-08,0.0009087157655099905,2.547992831793891e-15,8.3950815690821e-12,2.9603731473874456e-14,1.661787087172058e-07
5.26190536245394e-10,0.06210963536780779,0.0,1.5327414902696264,0.031075110263184432,0.31579305570287325,0.34838872342391086,0.20584104119077748,0.09198983705857197,0.0,1.1781005066957425e-22,1.9577946040209303e-09,6.553691048157678e-25,0.0,9.317705614875898e-35,4.667854622523334e-06,7.662423471086906e-27,3.8065060850760216e-30,4.817858597165728e-44,3.8660755610020906e-14,9.67410688865042e-22,1.3871939076157368e-70,1.543562594641918e-15,2.870450333850885e-48,1.4541872208850518e-24,7.209871885982328e-47,1.8531830890827058e-09,1.808538351839833e-44,6.890524789845688e-05,0.0025374585211083403,0.0023355377774715675,0.0020960667578330972,0.0002615741235241239,0.0007383312892290354,1.5620436214252152e-06,0.00014771967842184454,3.241198229389361e-12,9.766194500098751e-05,9.528829238868313e-05,0.00015100798514070587,3.7385525227861616e-08,0.0009094384133493442,2.550022772495386e-15,8.401805940450155e-12,2.960962323567646e-14,1.6644409157024721e-07
5.266122530177221e-10,0.06210963536780779,0.0,1.5327341658807823,0.031075110263184432,0.31579032764199233,0.34838720416834135,0.20584031936403216,0.09198993237709528,0.0,1.1823898602826012e-22,1.95935912850062e-09,6.574637909184459e-25,0.0,9.362255872247058e-35,4.680081790041972e-06,7.686707751633994e-27,3.8126122269260385e-30,4.829437176296177e-44,3.872256810132434e-14,9.681841859156562e-22,1.3927557313619226e-70,1.5460257111133973e-15,2.877348778538824e-48,1.4587954866182494e-24,7.24434662271825e-47,1.854583406946316e-09,1.8143333168459434e-44,6.890525625056453e-05,0.002539244495721145,0.0023376869953957748,0.0020975860118380573,0.0002615730465073211,0.0007387712701449385,1.5630991333672898e-06,0.00014792029547140863,3.2462772228549553e-12,9.785994966569339e-05,9.539151042893939e-05,0.00015121309122180277,3.7510466614308355e-08,0.0009101610515121174,2.5520526923819754e-15,8.408530333933806e-12,2.961551739135014e-14,1.6670968411736772e-07
5.270339697900502e-10,0.06210963536780779,0.0,1.5327268417147275,0.031075110263184432,0.31578759984494287,0.34838568515382573,0.20583959755304637,0.09199002784277353,0.0,1.1866908659114346e-22,1.9609236461582496e-09,6.5956349257678195e-25,0.0,9.406982950030536e-35,4.692331326342706e-06,7.711049224065558e-27,3.818723299833712e-30,4.841034270787867e-44,3.878442968888978e-14,9.689576802538527e-22,1.3983353721341898e-70,1.5484907689787143e-15,2.884258254559696e-48,1.46341460349891e-24,7.278958204869343e-47,1.8559835947583973e-09,1.8201421822985818e-44,6.890526486694854e-05,0.0025410301424311312,0.002339836441571935,0.0020991050247891776,0.00026157196319754244,0.0007392110181256765,1.5641545055806807e-06,0.0001481209928771528,3.2513600085967245e-12,9.805817062297636e-05,9.549472861735223e-05,0.0001514182666739367,3.7635725650744525e-08,0.0009108836799986418,2.5540825914296426e-15,8.415254704904902e-12,2.962141343412039e-14,1.6697548635381004e-07
5.274556865623783e-10,0.06210963536780779,0.0,1.532719517772081,0.031075110263184432,0.31578487231170366,0.34838416638032677,0.20583887575778304,0.09199012345571587,0.0,1.1910035433257818e-22,1.962488156994901e-09,6.616682177529756e-25,0.0,9.451887406219418e-35,4.704603254014786e-06,7.735447976206322e-27,3.824839304001053e-30,4.852649895367972e-44,3.884634037205984e-14,9.697311718796909e-22,1.4039328726656662e-70,1.5509577680873642e-15,2.8911787706878474e-48,1.4680445881845605e-24,7.313707064350173e-47,1.8573836525327362e-09,1.8259649703506742e-44,6.890527374767758e-05,0.0025428154613769184,0.0023419861154475707,0.00210062379672366,0.00026157087363155125,0.0007396505332143863,1.5652097381968918e-06,0.00014832177053212382,3.256446586196374e-12,9.825660786283803e-05,9.559794691029591e-05,0.0001516235113341674,3.7761302886692995e-08,0.0009116062988092485,2.5561124696507425e-15,8.421979068479708e-12,2.962731139221824e-14,1.6724149827475683e-07
5.278774033347064e-10,0.06210963536780779,0.0,1.532712194053462,0.031075110263184432,0.3157821450422534,0.34838264784780715,0.2058381539782053,0.09199021921603139,0.0,1.1953279122758893e-22,1.964052661011656e-09,6.637779744152888e-25,0.0,9.49696980011228e-35,4.716897595647492e-06,7.759904095942525e-27,3.830960239630542e-30,4.864284064763512e-44,3.8908300150177134e-14,9.7050466079323e-22,1.4095482757575998e-70,1.5534267082886243e-15,2.898110335697538e-48,1.4726854573443805e-24,7.348593634086089e-47,1.8587835802831182e-09,1.8318017031726002e-44,6.89052828928202e-05,0.0025446004526970367,0.002344136016470227,0.0021021423276787045,0.0002615697778458984,0.000740089815454267,1.56626483134661e-06,0.0001485226283294213,3.261536955235664e-12,9.84552613751362e-05,9.570116526426752e-05,0.0001518288250395539,3.788719887215068e-08,0.0009123289079442699,2.5581423270447174e-15,8.428703425357989e-12,2.9633211469029026e-14,1.6750771987540525e-07
5.282991201070345e-10,0.06210963536780779,0.0,1.5327048705594908,0.031075110263184432,0.3157794180365709,0.34838112955622985,0.2058374322142764,0.09199031512382912,0.0,1.1996639925186642e-22,1.965617158209596e-09,6.658927705380478e-25,0.0,9.542230692315137e-35,4.7292143738301125e-06,7.784417671221901e-27,3.837086106925124e-30,4.87593679370135e-44,3.8970309022584316e-14,9.712781469945287e-22,1.4151816242794095e-70,1.5558975894315513e-15,2.905052958362935e-48,1.477337227659201e-24,7.383618348014723e-47,1.8601833780233273e-09,1.8376524029521924e-44,6.890529230244469e-05,0.0025463851165299224,0.002346286144087467,0.0021036606176915024,0.00026156867587692387,0.0007405288648885819,1.567319785159707e-06,0.00014872356616219736,3.2666311152964113e-12,9.865413114958523e-05,9.580438363588671e-05,0.00015203420762715438,3.8013414157588446e-08,0.0009130515074040384,2.5601721636111346e-15,8.435427773151169e-12,2.963911355703164e-14,1.6777415115095646e-07
5.291425536516906e-10,0.06210963536780779,0.0,1.5326902242479696,0.031075110263184432,0.3157739648164249,0.34837809369575323,0.20583598873321976,0.09199050738230749,0.0,1.2083713659427867e-22,1.968746132153361e-09,6.701375130925124e-25,0.0,9.63329022062817e-35,4.753915330202138e-06,7.833617540508528e-27,3.8493526373236766e-30,4.899297989110605e-44,3.909447404763899e-14,9.728251112606396e-22,1.4265023294316258e-70,1.5608451739375463e-15,2.918971411757044e-48,1.4866735385354015e-24,7.454083949274583e-47,1.8629825835283518e-09,1.8493957922229804e-44,6.890531191541249e-05,0.0025499534622872924,0.0023505870768960897,0.002106696475039106,0.00026156645353332534,0.0007414062655138794,1.5694292752914502e-06,0.00014912568150705753,3.27683080680983e-12,9.905251944307747e-05,9.601082025915836e-05,0.0001524451787972277,3.826680483265593e-08,0.0009144966772991493,2.5642317742679224e-15,8.448876443466569e-12,2.96509238227316e-14,1.683076427075606e-07
5.299859871963468e-10,0.06210963536780779,0.0,1.5326755788424782,0.031075110263184432,0.3157685126510959,0.34837505879859954,0.20583454531432385,0.09199070023202319,0.0,1.217125821784915e-22,1.9718750788348508e-09,6.744025093321958e-25,0.0,9.725070502231207e-35,4.778706303844581e-06,7.883048288877592e-27,3.861638896829609e-30,4.922733599407566e-44,3.921883544196551e-14,9.743720646784925e-22,1.4378953324431508e-70,1.56580052039345e-15,2.932934201061667e-48,1.4960536544927306e-24,7.525107359935294e-47,1.865781269158044e-09,1.861195316014773e-44,6.890533258712595e-05,0.002553520499754701,0.0023548889094544318,0.0021097313690639154,0.00026156420688730356,0.0007422827354376443,1.5715382096148105e-06,0.00014952811571297515,3.2870456573922907e-12,9.9451772658168e-05,9.621725643551378e-05,0.00015285642354084342,3.8521479325134446e-08,0.0009159418084972504,2.568291301629214e-15,8.462325079860366e-12,2.966274220160684e-14,1.6884197290616355e-07
5.308294207410029e-10,0.06210963536780779,0.0,1.5326609343479791,0.031075110263184432,0.3157630615404145,0.3483720248644712,0.2058331019573029,0.09199089367384813,0.0,1.2259275183355857e-22,1.9750039982627147e-09,6.786878232698694e-25,0.0,9.817576069239782e-35,4.803587475470036e-06,7.932710622123672e-27,3.873944887083298e-30,4.946243742401595e-44,3.934339320030582e-14,9.759190072485525e-22,1.4493609787289212e-70,1.5707636275838903e-15,2.946941396466821e-48,1.5054777093970182e-24,7.596692088094924e-47,1.8685794350226137e-09,1.873051152458544e-44,6.890535431812823e-05,0.002557086230036359,0.0023591916373438752,0.0021127653000632953,0.00026156193622210684,0.0007431582750082509,1.5736465891394783e-06,0.00014993086792706368,3.297275663700356e-12,9.985189070742836e-05,9.64236918223062e-05,0.00015326794055445334,3.877744205583534e-08,0.0009173869010010181,2.5723507457030217e-15,8.475773682772667e-12,2.967456870309208e-14,1.6937714170836505e-07
5.325162878303151e-10,0.06210963536780779,0.0,1.5326316481118267,0.031075110263184432,0.3157521624823155,0.34836595988410196,0.20583021542775826,0.0919912823373116,0.0,1.2436732672314973e-22,1.9812617553921563e-09,6.873196607747311e-25,0.0,1.0004781293680776e-34,4.853621135509255e-06,8.032732871337639e-27,3.8986160664329885e-30,4.993488097705968e-44,3.959309778799756e-14,9.790128598471497e-22,1.472511588267802e-70,1.5807131192896545e-15,2.975089286331455e-48,1.5244581724404166e-24,7.741559611177007e-47,1.8741742078970843e-09,1.8969324772219926e-44,6.890540096016296e-05,0.0025642137734519558,0.002367799761443659,0.0021188302741748273,0.00026155732395100045,0.0007449065644885341,1.5778616877667255e-06,0.0001507373229724214,3.3177811301240425e-12,0.00010065472094739811,9.683655886631436e-05,0.00015409178617747503,3.9293249952966206e-08,0.0009202769699362955,2.58046938401953e-15,8.502670787753157e-12,2.969824606705427e-14,1.7044999496999235e-07
5.342031549196274e-10,0.06210963536780779,0.0,1.5326023655792755,0.031075110263184432,0.31574126764077,0.348359898752268,0.20582732914236315,0.0919916733796666,0.0,1.2616098809730285e-22,1.9875194036108386e-09,6.960335396468988e-25,0.0,1.0194942574250167e-34,4.90401775597211e-06,8.133689954154304e-27,3.923366188645973e-30,5.041031997449283e-44,3.984358776865728e-14,9.821066690601176e-22,1.495956943317809e-70,1.5906936392629856e-15,3.0034156428417067e-48,1.5436160023142774e-24,7.888714911106091e-47,1.8797669030328927e-09,1.9210411971453355e-44,6.890545184582553e-05,0.0025713361013385166,0.002376411413854858,0.0021248913997510294,0.0002615526189214938,0.0007466511367619051,1.5820745789918438e-06,0.0001515450398368947,3.3383471793513636e-12,0.00010146100941821734,9.724941868876998e-05,0.00015491670523797629,3.98142640417716e-08,0.0009231668841265395,2.5885876892798762e-15,8.529567758747774e-12,2.972195593149077e-14,1.7152620218535298e-07
5.358900220089396e-10,0.06210963536780779,0.0,1.5325730867901315,0.031075110263184432,0.31573037701441914,0.34835384146659365,0.20582444309894504,0.09199206680787662,0.0,1.2797386294713341e-22,1.993776942987872e-09,7.048299754752618e-25,0.0,1.0388096931966667e-34,4.954778782451416e-06,8.235587552282237e-27,3.9481952671160596e-30,5.088876384017625e-44,4.009486310023395e-14,9.852004348911091e-22,1.5196998467629756e-70,1.6007051776573855e-15,3.031921027464824e-48,1.562952276642415e-24,8.038186644272666e-47,1.8853575213107437e-09,1.9453787473275201e-44,6.890550697939513e-05,0.002578453222477063,0.00238502655924409,0.0021309486791679603,0.0002615478232846472,0.0007483919946516656,1.5862852704273172e-06,0.00015235401172773502,3.358973784667174e-12,0.00010227075533907638,9.766226861807704e-05,0.00015574268730781605,4.034051996078661e-08,0.0009260566435934243,2.596705661546163e-15,8.556464596137476e-12,2.974569831043585e-14,1.726057630474455e-07
5.375768890982519e-10,0.06210963536780779,0.0,1.5325438117842425,0.031075110263184432,0.3157194906019032,0.34834778802470373,0.2058215572953807,0.09199246262890001,0.0,1.2980607841577172e-22,2.000034373592324e-09,7.137094853967227e-25,0.0,1.0584281730701768e-34,5.005905660458652e-06,8.338431363120895e-27,3.973103315358104e-30,5.137022199757617e-44,4.034692374068243e-14,9.882941573437465e-22,1.543743119159187e-70,1.6107477245721962e-15,3.0606060016445374e-48,1.5824680760211368e-24,8.19000373252477e-47,1.890946063610907e-09,1.969946567333969e-44,6.890556636512038e-05,0.0025855651456251935,0.0023936451622857072,0.0021370021148004095,0.0002615429391423039,0.0007501291409972272,1.5904937694804136e-06,0.000153164231865684,3.3796609193706925e-12,0.00010308395789336978,9.807510601325446e-05,0.00015656972195915602,4.087205346917334e-08,0.0009289462483587431,2.6048233008800116e-15,8.583361300359043e-12,2.976947322111212e-14,1.7368867724935682e-07
5.392637561875641e-10,0.06210963536780779,0.0,1.5325145406014962,0.031075110263184432,0.3157086084018611,0.34834173842422494,0.20581867172959467,0.09199286084968966,0.0,1.3165776179358386e-22,2.0062916954932175e-09,7.226725880951443e-25,0.0,1.0783534679280695e-34,5.057399835402501e-06,8.442227099747074e-27,3.998090347008451e-30,5.185470386976414e-44,4.0599769647963515e-14,9.91387836421618e-22,1.5680895987905242e-70,1.620821270053077e-15,3.0894711268010674e-48,1.602164484016651e-24,8.344195364795414e-47,1.896532530813228e-09,1.9947461011961259e-44,6.890563000721875e-05,0.0025926718795170824,0.0024022671876623163,0.002143051709021899,0.0002615379685482484,0.0007518625786540918,1.5947000833540995e-06,0.00015397569348497552,3.4004085567754974e-12,0.00010390061622893536,9.848792826373885e-05,0.00015739779876458728,4.140890044653662e-08,0.0009318356984444081,2.612940607342685e-15,8.610257871830204e-12,2.979328067749768e-14,1.7477494448426283e-07
5.409506232768764e-10,0.06210963536780779,0.0,1.5324852732818175,0.031075110263184432,0.3156977304129311,0.34833569266278497,0.20581578639955841,0.09199326147719315,0.0,1.3352904051351843e-22,2.0125489087595363e-09,7.317198038003199e-25,0.0,1.0985893833527903e-34,5.10926275256806e-06,8.546980490901755e-27,4.0231563758253665e-30,5.234221887941714e-44,4.085340078004398e-14,9.944814721282833e-22,1.592742141723945e-70,1.6309258040924668e-15,3.1185169643311207e-48,1.6220425871625565e-24,8.500790998687052e-47,1.9021169237971184e-09,2.0197787974110131e-44,6.89056979098761e-05,0.002599773432863464,0.002410892600065293,0.0021490974642046855,0.0002615329135093018,0.0007535923104938354,1.5989042190479287e-06,0.00015478838983333848,3.4212166702095167e-12,0.00010472072945828509,9.890073278919412e-05,0.000158226907297253,4.1951096892742664e-08,0.0009347249938724515,2.6210575809949963e-15,8.637154310960065e-12,2.9817120695514136e-14,1.7586456444542887e-07
5.443243574555008e-10,0.06210963536780779,0.0,1.5324267503915452,0.031075110263184432,0.315675987062954,0.3483236126475387,0.20581001643884927,0.09199406998010425,0.0,1.3733089439741256e-22,2.025063009664164e-09,7.500686628738063e-25,0.0,1.1400084729207395e-34,5.214100593966401e-06,8.759383230005586e-27,4.073525480604082e-30,5.332638599985296e-44,4.136301855050018e-14,1.0006686134420785e-21,1.6429769309956278e-70,1.651227797553135e-15,3.177153021981078e-48,1.662348239862357e-24,8.82131345429764e-47,1.9132794906251176e-09,2.0705494932124262e-44,6.890584651344824e-05,0.0026139610326454334,0.0024281534447626045,0.0021611774669368406,0.00026152255789531185,0.0007570406682885252,1.607305982882509e-06,0.00015641745977568153,3.4630142185486054e-12,0.00010637131687308256,9.972627849371748e-05,0.00015988817784033757,4.305168279138566e-08,0.0009405031208444053,2.63729053010975e-15,8.690946793827876e-12,2.986489847516912e-14,1.7805386132005337e-07
5.476980916341253e-10,0.06210963536780779,0.0,1.532368243433519,0.031075110263184432,0.31565426054105555,0.3483115479600123,0.20580424739792164,0.09199488819310211,0.0,1.412126622054526e-22,2.0375766768572104e-09,7.6876025533511e-25,0.0,1.1827165882209377e-34,5.32043074367437e-06,8.975685723146507e-27,4.124210742215202e-30,5.432279873240734e-44,4.1875776715905885e-14,1.0068555813130108e-21,1.6944706932402006e-70,1.6716536238470039e-15,3.2365186652978796e-48,1.703393785641959e-24,9.15181219389926e-47,1.924433771121621e-09,2.1222703320092937e-44,6.890601220866437e-05,0.0026281280141880296,0.002445427414103156,0.002173242141949624,0.0002615118874555873,0.0007604742376746816,1.6156991129469422e-06,0.0001580513879445284,3.5050533512980324e-12,0.00010803571234002962,0.00010055172308153037,0.00016155345018929515,4.4174101562246956e-08,0.0009462806294532888,2.6535221487026202e-15,8.744738752180925e-12,2.9912806678419604e-14,1.802565654211632e-07
5.507344523948874e-10,0.06210963536780779,0.0,1.5323156010583272,0.031075110263184432,0.3156347210503171,0.34830070283079073,0.2057990560353794,0.09199563293269523,0.0,1.4477542603298684e-22,2.048838606962406e-09,7.858792107576409e-25,0.0,1.2222822094894723e-34,5.417413352887619e-06,9.173730594920197e-27,4.1700978863495904e-30,5.523010248119805e-44,4.233994382470757e-14,1.0124237041258812e-21,1.741910913216524e-70,1.6901426768865384e-15,3.2905752512914866e-48,1.7409746566903855e-24,9.45799359284673e-47,1.934465544557087e-09,2.1696411680060581e-44,6.890617597440572e-05,0.0026408607258870125,0.002460984974918746,0.002184087259909227,0.00026150202685718617,0.0007635518254911934,1.6232455885028207e-06,0.00015952603283138827,3.543094949509084e-12,0.00010954546725628496,0.00010129452056843749,0.000163055547931505,4.520318711600961e-08,0.0009514798586501252,2.6681294682301274e-15,8.793151068850756e-12,2.9956035668392284e-14,1.8225046026535367e-07
