Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655)
7.382985482378807e-12,0.06210963536780779,0.0,1.5419747872329785,0.031075110263184432,0.3193558787875955,0.350452428031588,0.20697381474609672,0.09196138452673196,0.0,2.275545407124954e-32,2.755367158674892e-11,8.136651742076913e-32,0.0,7.449878822735626e-46,8.97563431017615e-12,3.124928256089691e-34,7.525201265150014e-34,1.3377777464158395e-49,7.661958057874625e-18,1.3617388809778038e-23,7.599643501592789e-80,7.824815077194696e-19,7.970401983181263e-54,5.932743540537993e-32,5.765973598556617e-58,2.7532181266948835e-11,7.067328497347287e-52,5.681085595639497e-05,4.070882411413636e-05,2.6036294521277124e-05,3.236408039802689e-05,2.5523049173136472e-05,1.3016311632621948e-05,1.9116270349405962e-08,3.8882278150229955e-08,6.68429814118429e-16,4.4381830100651807e-10,3.859393520397766e-08,2.0112644376015503e-08,1.1573301978936426e-15,1.2882351823125085e-05,3.60661954798974e-17,1.180356533467248e-13,2.3738013459790686e-14,3.298023676098892e-11
7.424952559086794e-12,0.06210963536780779,0.0,1.5419738179355462,0.031075110263184432,0.31935557322162417,0.35045224432350075,0.20697360375494064,0.091961264550855,0.0,2.3542547926042553e-32,2.771028754951883e-11,8.289966065056275e-32,0.0,7.707569627410739e-46,9.12986853089256e-12,3.1965742635979788e-34,7.610984566544153e-34,1.3607195692894104e-49,7.749304607072135e-18,1.3694786942771057e-23,7.818097576913392e-80,7.885623184673323e-19,8.107088028626247e-54,6.068764860873843e-32,5.965416897247287e-58,2.7688552325294154e-11,7.22938682048268e-52,5.693083189897705e-05,4.0939731399010233e-05,2.618490596081025e-05,3.254778832870235e-05,2.5660828927070557e-05,1.3090082492936478e-05,1.927065303239906e-08,3.932467098836567e-08,6.760451308882515e-16,4.5140999150961734e-10,3.903139996190454e-08,2.0403630336262862e-08,1.183892080529455e-15,1.2955562847747121e-05,3.627116215656904e-17,1.1870771042449954e-13,2.3738614817211634e-14,3.335714101057306e-11
7.462722928123982e-12,0.06210963536780779,0.0,1.541972946635726,0.031075110263184432,0.3193552982148009,0.35045207898871195,0.20697341393120153,0.09196115757549347,0.0,2.427017301954652e-32,2.785124184581803e-11,8.429706464753757e-32,0.0,7.9458008614417e-46,9.270184266921476e-12,3.262102495155691e-34,7.688605146683929e-34,1.3815901426897444e-49,7.828339715734104e-18,1.3764445195016756e-23,8.018974457077874e-80,7.940508429916513e-19,8.231433690248391e-54,6.193171461952624e-32,6.149799151596309e-58,2.782928502210981e-11,7.377607739389469e-52,5.703780733582007e-05,4.114754320971151e-05,2.6318662501294253e-05,3.271312297654855e-05,2.578476254664553e-05,1.3156474172393286e-05,1.9409735872739628e-08,3.972495547931745e-08,6.829357714103695e-16,4.583159076620062e-10,3.9427201617483545e-08,2.0667521622065e-08,1.2081865619260014e-15,1.302145262562731e-05,3.6455638474571484e-17,1.1931256172287746e-13,2.3739156175591368e-14,3.369818408034147e-11
7.50049329716117e-12,0.06210963536780779,0.0,1.5419720763388638,0.031075110263184432,0.3193550232103941,0.3504519136562817,0.20697322417213398,0.09196105154160593,0.0,2.501640616631694e-32,2.7992196075618906e-11,8.571124672109868e-32,0.0,8.190136630324684e-46,9.411933350022992e-12,3.328632941102702e-34,7.766619460795278e-34,1.4026730296556542e-49,7.907775763476813e-18,1.383410338338691e-23,8.223959238137581e-80,7.995543312602891e-19,8.357044303727747e-54,6.319480782179198e-32,6.338906048432979e-58,2.7970016529332365e-11,7.528096167571825e-52,5.714384131419106e-05,4.135535052480622e-05,2.645242496004401e-05,3.2878455265819055e-05,2.5908631629466537e-05,1.3222863867360692e-05,1.9548947872954102e-08,4.0127258623231234e-08,6.898613272338926e-16,4.6529171680354913e-10,3.982497663331442e-08,2.0933313228458706e-08,1.2328532765116836e-15,1.3087342266932337e-05,3.6640113812904434e-17,1.1991740740302492e-13,2.3739695807273493e-14,3.404096012107722e-11
7.538263666198358e-12,0.06210963536780779,0.0,1.541971207036643,0.031075110263184432,0.3193547482084035,0.35045174832620984,0.20697303447770435,0.09196094644090948,0.0,2.578161923662314e-32,2.8133150238922402e-11,8.714233069444757e-32,0.0,8.440701426469648e-46,9.555123126070065e-12,3.396175765217734e-34,7.845027508146744e-34,1.4239693044538677e-49,7.987612749469517e-18,1.390376150790328e-23,8.433114602456278e-80,8.050727834673244e-19,8.483926269482761e-54,6.447712117556858e-32,6.532833938101143e-58,2.8110746846974183e-11,7.680875111960887e-52,5.724894211708915e-05,4.156315334458802e-05,2.6586193338998788e-05,3.304378519665362e-05,2.6032436209166245e-05,1.3289251577918423e-05,1.9688287150110795e-08,4.053158029561908e-08,6.968217980035471e-16,4.723377671472585e-10,4.0224724660423134e-08,2.1201006930686617e-08,1.2578960131770126e-15,1.315323177176833e-05,3.6824575129704586e-17,1.2052225299506412e-13,2.3740231623723825e-14,3.4385469124025624e-11
7.576034035235546e-12,0.06210963536780779,0.0,1.541970338720816,0.031075110263184432,0.31935447320882887,0.3504515829984964,0.20697284484787878,0.09196084226519408,0.0,2.656618934923502e-32,2.8274104335729466e-11,8.859044078304052e-32,0.0,8.697621636770942e-46,9.699760941895815e-12,3.4647411824903238e-34,7.923829288009707e-34,1.445480041348223e-49,8.067850672882128e-18,1.397341956858762e-23,8.646503866764215e-80,8.106061998070476e-19,8.612085987914662e-54,6.577884861311691e-32,6.731680637139407e-58,2.8251475975047598e-11,7.835967695582455e-52,5.735311795461796e-05,4.1770951669349426e-05,2.6719967640070734e-05,3.3209112769191154e-05,2.6156176319359092e-05,1.3355637304145656e-05,1.9827751846749284e-08,4.093792037200139e-08,7.038171833640638e-16,4.794544068510884e-10,4.0626445349891214e-08,2.1470604478489233e-08,1.283318580123134e-15,1.3219121140240678e-05,3.700904328174632e-17,1.2112710348815812e-13,2.3740764712650684e-14,3.473171107776736e-11
7.613804404272734e-12,0.06210963536780779,0.0,1.541969471383209,0.031075110263184432,0.3193541982116699,0.3504514176731411,0.20697265528262374,0.09196073900632218,0.0,2.737049891433927e-32,2.8415058366041048e-11,9.005570159459566e-32,0.0,8.961025563245115e-46,9.84585414529342e-12,3.5343394591198347e-34,8.003024799658357e-34,1.4672063145996717e-49,8.14848953288519e-18,1.4043077565461652e-23,8.86419098535052e-80,8.161545804739559e-19,8.741529859407483e-54,6.710018503890678e-32,6.935545444252538e-58,2.8392203913564942e-11,7.99339715755651e-52,5.7456376964513654e-05,4.1978745499381835e-05,2.685374786514395e-05,3.337443798356962e-05,2.6279851993641308e-05,1.3422021046122694e-05,1.9967340130643257e-08,4.134627872790934e-08,7.108474829601782e-16,4.866419840179502e-10,4.1030138352858185e-08,2.174210759634466e-08,1.3091248048637706e-15,1.3285010372454061e-05,3.7193542190398845e-17,1.217319511930655e-13,2.3741298275447056e-14,3.507968598145145e-11
7.651574773309922e-12,0.06210963536780779,0.0,1.5419686050157204,0.031075110263184432,0.31935392321692646,0.3504512523501438,0.20697246578190542,0.0919606366562276,0.0,2.819493567099939e-32,2.8556012329858097e-11,9.153823812909929e-32,0.0,9.231043439102996e-46,9.993410085016788e-12,3.6049809125144483e-34,8.082614042369627e-34,1.4891491984662797e-49,8.22952932864988e-18,1.411273549854712e-23,9.086240553256474e-80,8.217179256627555e-19,8.872264284328057e-54,6.844132632959783e-32,7.144529152749702e-58,2.853293066253854e-11,8.153186853096677e-52,5.7558727213014e-05,4.218653483497556e-05,2.6987534016077327e-05,3.353976083992614e-05,2.640346326559096e-05,1.34884028039277e-05,2.010705019424349e-08,4.1756655238880073e-08,7.179126964366303e-16,4.939008466957075e-10,4.143580332051686e-08,2.2015517984024342e-08,1.3353185342271495e-15,1.3350899468512461e-05,3.737800957333862e-17,1.2233679184035468e-13,2.3741829666932062e-14,3.542939383674224e-11
7.68934514234711e-12,0.06210963536780779,0.0,1.5419677396103195,0.031075110263184432,0.31935364822459816,0.3504510870295044,0.2069722763456902,0.09196053520691519,0.0,2.903989273025433e-32,2.8696966227181564e-11,9.30381757788129e-32,0.0,9.507807449632126e-46,1.0142436110780432e-11,3.6766759112901786e-34,8.162597015423153e-34,1.5113097672032285e-49,8.310970059348014e-18,1.418239336786573e-23,9.31271780946783e-80,8.272962355683555e-19,9.004295663026038e-54,6.980246933402049e-32,7.35873406670517e-58,2.867365622198069e-11,8.315360253509704e-52,5.7660176695372045e-05,4.239431967641978e-05,2.712132609470355e-05,3.3705081338396986e-05,2.652701016876791e-05,1.3554782577638515e-05,2.0246880254452583e-08,4.216904978045945e-08,7.250128234381649e-16,5.012313428771907e-10,4.184343990411599e-08,2.2290837316821115e-08,1.3619036343579456e-15,1.341678842851916e-05,3.75624523558195e-17,1.2294163507413255e-13,2.3742356524739748e-14,3.578083463104317e-11
7.727115511384299e-12,0.06210963536780779,0.0,1.5419668751590456,0.031075110263184432,0.31935337323468493,0.3504509217112228,0.2069720869739444,0.0919604346504602,0.0,2.99057686159952e-32,2.8837920058012385e-11,9.455564032827993e-32,0.0,9.79145175144105e-46,1.0292939573259655e-11,3.7494348752698757e-34,8.242973718101248e-34,1.533689095062817e-49,8.39281172415203e-18,1.4252051173439187e-23,9.543688640107518e-80,8.328895103858644e-19,9.137630395833895e-54,7.118381187315697e-32,7.578264015851349e-58,2.88143805919037e-11,8.479940946194989e-52,5.7760733336492466e-05,4.260210002400262e-05,2.7255124102829635e-05,3.387039947911751e-05,2.6650492736713902e-05,1.3621160367332388e-05,2.03868285522842e-08,4.258346222820165e-08,7.321478636095313e-16,5.086338205002067e-10,4.225304775495987e-08,2.2568067245890828e-08,1.3888839907192174e-15,1.3482677252576728e-05,3.7746969518068615e-17,1.2354648432988675e-13,2.3742882121326523e-14,3.6134008352243673e-11
7.764885880421487e-12,0.06210963536780779,0.0,1.5419660116540073,0.031075110263184432,0.3193530982471865,0.35045075639529866,0.20697189766663446,0.0919603349790075,0.0,3.0792967306255445e-32,2.897887382235153e-11,9.609075795433258e-32,0.0,1.008211249196821e-45,1.0444927824090695e-11,3.823268275482226e-34,8.32374414968885e-34,1.556288256294463e-49,8.47505432223499e-18,1.432170891528918e-23,9.779219581628218e-80,8.384977503105888e-19,9.27227488306694e-54,7.258555274012229e-32,7.803224370676575e-58,2.8955103772319832e-11,8.646952634644037e-52,5.7860404991547004e-05,4.2809875878011093e-05,2.7388928042237177e-05,3.4035715262222255e-05,2.677391100295251e-05,1.3687536173086118e-05,2.0526893352542896e-08,4.299989245766913e-08,7.393178165954832e-16,5.16108627447546e-10,4.2664626524408347e-08,2.2847209398573845e-08,1.4162635080943517e-15,1.3548565940787065e-05,3.7931482236567246e-17,1.2415132767330715e-13,2.374340841248035e-14,3.64889150051019e-11
7.802656249458675e-12,0.06210963536780779,0.0,1.5419651490873834,0.031075110263184432,0.31935282326210246,0.3504505910817321,0.2069717084237267,0.09196023618477114,0.0,3.1701898273310634e-32,2.911982752019993e-11,9.764365522609848e-32,0.0,1.0379927828329166e-45,1.0598408215871035e-11,3.898186634160762e-34,8.404908309473477e-34,1.5791083251447028e-49,8.557697852770561e-18,1.4391366593437387e-23,1.0019377824005126e-79,8.441209555380321e-19,9.408235525023305e-54,7.400789170014519e-32,8.033722057010839e-58,2.9095825763241385e-11,8.81641913843996e-52,5.7959199446643485e-05,4.301764723873118e-05,2.7522737914683423e-05,3.4201028687844926e-05,2.6897265000989207e-05,1.375390999497501e-05,2.0667072943451395e-08,4.341834034443117e-08,7.465226820407792e-16,5.236561115469849e-10,4.3078175863875254e-08,2.3128265378767765e-08,1.4440461105889976e-15,1.361445449325138e-05,3.8115785531854914e-17,1.2475616366185425e-13,2.3743932189318568e-14,3.6845554589178074e-11
7.840426618495863e-12,0.06210963536780779,0.0,1.5419642874514206,0.031075110263184432,0.31935254827943277,0.35045042577052293,0.20697151924518759,0.09196013826003364,0.0,3.263297652615735e-32,2.926078115155853e-11,9.921445910500775e-32,0.0,1.0685037947853417e-45,1.075338810215939e-11,3.974200524742862e-34,8.486466196745193e-34,1.6021503758571954e-49,8.640742314933049e-18,1.4461024207905486e-23,1.0264231213928364e-79,8.497591262638875e-19,9.545518721983987e-54,7.545102949054916e-32,8.269865571919051e-58,2.9236546564680607e-11,8.988364393256967e-52,5.805712441936856e-05,4.322541410644776e-05,2.7656553721900733e-05,3.436633975611834e-05,2.702055476431134e-05,1.382028183307414e-05,2.0807365636396565e-08,4.383880576406551e-08,7.537624595901823e-16,5.312766205713007e-10,4.349369542483016e-08,2.3411236767183826e-08,1.4722357416330125e-15,1.368034291007021e-05,3.830018346470308e-17,1.2536100639868643e-13,2.3744450849071438e-14,3.720392708737613e-11
7.878196987533051e-12,0.06210963536780779,0.0,1.5419634267384337,0.031075110263184432,0.31935227329917715,0.3504502604616709,0.20697133013098354,0.0919600411971453,0.0,3.3586622650341245e-32,2.940173471642829e-11,1.0080329694479952e-31,0.0,1.0997585087003017e-45,1.0909874837476027e-11,4.051320571868764e-34,8.56841781079657e-34,1.6254154826727201e-49,8.724187707897345e-18,1.4530681758715138e-23,1.0513848257995711e-79,8.554122626840416e-19,9.684130874212821e-54,7.691516782073337e-32,8.51176499834199e-58,2.9377266176649737e-11,9.162812450859859e-52,5.8154187559456884e-05,4.3433176481444715e-05,2.7790375465597896e-05,3.4531648467174555e-05,2.7143780326388176e-05,1.3886651687456976e-05,2.094776976555451e-08,4.4261288592156274e-08,7.610371488884601e-16,5.389705022382714e-10,4.3911184858796204e-08,2.3696125121721413e-08,1.5008363639824002e-15,1.3746231191343422e-05,3.8485088953509474e-17,1.259658541798692e-13,2.3744969340654827e-14,3.756403249074932e-11
7.91596735657024e-12,0.06210963536780779,0.0,1.541962566940805,0.031075110263184432,0.3193519983213354,0.350450095155176,0.20697114108108097,0.09195994498852396,0.0,3.4563262851732075e-32,2.954268821481016e-11,1.02410296491529e-31,0.0,1.1317713552910197e-45,1.1067875777302546e-11,4.129557451380566e-34,8.65076315092266e-34,1.6489047198291814e-49,8.80803403083896e-18,1.4600339245887972e-23,1.0768298125904828e-79,8.61080364994563e-19,9.824078381956514e-54,7.840050937215375e-32,8.759532021764042e-58,2.9517984599161056e-11,9.339787479103515e-52,5.8250396449263066e-05,4.3640934364004797e-05,2.7924203147458662e-05,3.469695482114472e-05,2.7266941720670892e-05,1.3953019558197779e-05,2.108828368770094e-08,4.468578870429775e-08,7.683467495803853e-16,5.467381042106983e-10,4.4330643817353896e-08,2.398293197766125e-08,1.5298519597212503e-15,1.3812119337170204e-05,3.866956381363577e-17,1.265706912332188e-13,2.3745488520708004e-14,3.7925870809868445e-11
7.953737725607428e-12,0.06210963536780779,0.0,1.5419617080509829,0.031075110263184432,0.31935172334590706,0.35044992985103796,0.20697095209544636,0.09195984962665393,0.0,3.5563328994371965e-32,2.968364164670508e-11,1.0403558588357413e-31,0.0,1.164556974114266e-45,1.122739827808251e-11,4.208921890321229e-34,8.73350221642092e-34,1.672619161561608e-49,8.892281282933997e-18,1.466999666944564e-23,1.1027650653646221e-79,8.667634333917083e-19,9.965367645444636e-54,7.990725779830387e-32,9.01327994396163e-58,2.965870183222675e-11,9.519313761932383e-52,5.834575860451992e-05,4.384868775440981e-05,2.8058036769144405e-05,3.486225881815922e-05,2.7390038980592632e-05,1.401938544536842e-05,2.1228905781751576e-08,4.511230597608917e-08,7.756912613107343e-16,5.545797740963949e-10,4.4752071952135894e-08,2.427165884812266e-08,1.559286530263684e-15,1.387800734764911e-05,3.885291910986643e-17,1.2717552350853806e-13,2.3746004867870556e-14,3.828944203771268e-11
7.991508094644616e-12,0.06210963536780779,0.0,1.541960850061482,0.031075110263184432,0.31935144837289225,0.3504497645492568,0.20697076317404625,0.09195975510408594,0.0,3.658725864645238e-32,2.982459501211401e-11,1.0567929365164263e-31,0.0,1.1981302158775156e-45,1.138844969722091e-11,4.289424666933588e-34,8.816635006591241e-34,1.6965598821021554e-49,8.976929463359168e-18,1.4739654029409757e-23,1.1291976346695166e-79,8.724614680719096e-19,1.0108005064889631e-53,8.14356177246961e-32,9.273123700858001e-58,2.9799417875859044e-11,9.701415699379988e-52,5.8440281474700484e-05,4.405643665294051e-05,2.8191876332291233e-05,3.502756045834764e-05,2.7513072139568447e-05,1.4085749349042835e-05,2.1369634448673754e-08,4.554084028314195e-08,7.830706837242884e-16,5.624958594482224e-10,4.517546891483417e-08,2.456230722415769e-08,1.5891440963557879e-15,1.3943895222878006e-05,3.903780900168366e-17,1.2778036695872453e-13,2.3746515157298015e-14,3.865474615362593e-11
8.029278463681804e-12,0.06210963536780779,0.0,1.5419599929648844,0.031075110263184432,0.3193511734022905,0.3504495992498324,0.20697057431684712,0.09195966141343599,0.0,3.763549511711173e-32,2.996554831103787e-11,1.073415487187786e-31,0.0,1.2325061441637798e-45,1.1551037393084916e-11,4.371076610659357e-34,8.900161520735846e-34,1.720727955680105e-49,9.061978571291772e-18,1.4809311325801942e-23,1.156134638320477e-79,8.781744692317798e-19,1.0251997040486832e-53,8.298579474884243e-32,9.539179875871596e-58,2.9940132730070165e-11,9.886117807568391e-52,5.853397244381675e-05,4.4264181059876634e-05,2.832572183851338e-05,3.51928597418387e-05,2.7636041230995388e-05,1.4152111269292777e-05,2.151046811098801e-08,4.5971391501072714e-08,7.904850164658339e-16,5.704867077640718e-10,4.5600834357193145e-08,2.485487857524605e-08,1.619428698077563e-15,1.4009782962954148e-05,3.9223160913221225e-17,1.283852100500397e-13,2.3747028905380815e-14,3.9021783155426087e-11
8.067048832718992e-12,0.06210963536780779,0.0,1.541959136753835,0.031075110263184432,0.3193508984341017,0.3504494339527645,0.20697038552381544,0.09195956854738511,0.0,3.8708487498533253e-32,3.010650154347765e-11,1.090224804003693e-31,0.0,1.2677000375156141e-45,1.1715168725003926e-11,4.4538886021381285e-34,8.984081758159272e-34,1.745124456521869e-49,9.147428605909695e-18,1.4878968558643784e-23,1.183583261719833e-79,8.839024370681118e-19,1.0397349972414464e-53,8.455799544023548e-32,9.811566716043905e-58,3.00808463948723e-11,1.0073444718707717e-51,5.862683883095341e-05,4.447192097549692e-05,2.84595732894029e-05,3.5358156668760406e-05,2.7758946288252483e-05,1.4218471206188545e-05,2.1651405212516775e-08,4.640395950550439e-08,7.979342591801614e-16,5.785526664868745e-10,4.6028167931010696e-08,2.514937434954806e-08,1.6501443948448626e-15,1.4075670567974122e-05,3.94050121720644e-17,1.2899004090736355e-13,2.3747539354405807e-14,3.939055306043943e-11
8.10481920175618e-12,0.06210963536780779,0.0,1.5419582814210437,0.031075110263184432,0.31935062346832555,0.3504492686580531,0.20697019679491785,0.09195947649867872,0.0,3.980669070712806e-32,3.024745470943425e-11,1.107222184041518e-31,0.0,1.3037273914521174e-45,1.1880851053269697e-11,4.537871573206388e-34,9.068395718168324e-34,1.7697504588509887e-49,9.233279566391414e-18,1.4948625727956892e-23,1.2115507581761832e-79,8.896453717778729e-19,1.0544070260833656e-53,8.615242734032956e-32,1.0090404147648807e-57,3.022155887027765e-11,1.026342118109561e-51,5.87188878908511e-05,4.467965640007905e-05,2.859343068653013e-05,3.55234512392399e-05,2.788178734470077e-05,1.4284829159798973e-05,2.1792444218086764e-08,4.683854417206602e-08,8.054184115120656e-16,5.866940830046106e-10,4.6457469288138e-08,2.5445795974203174e-08,1.6812952654113393e-15,1.4141558038033892e-05,3.9588579100912056e-17,1.295948734336883e-13,2.3748050779860148e-14,3.976105584000446e-11
8.142589570793368e-12,0.06210963536780779,0.0,1.5419574269592842,0.031075110263184432,0.31935034850496186,0.350449103365698,0.20697000813012081,0.09195938526012605,0.0,4.093056552791477e-32,3.038840780890865e-11,1.1244089283022059e-31,0.0,1.3406039207225715e-45,1.2048091739136104e-11,4.6230365068965135e-34,9.153103400072085e-34,1.7946070368881377e-49,9.319531451915978e-18,1.501828283376283e-23,1.2400444492236007e-79,8.954032735581974e-19,1.0692164305888437e-53,8.776929896252171e-32,1.037581379363319e-57,3.036227015629837e-11,1.0456072059116768e-51,5.8810126814320425e-05,4.488738733389982e-05,2.872729403144202e-05,3.5688743453403584e-05,2.8004564433683282e-05,1.435118513019418e-05,2.1933583613386985e-08,4.7275145376397435e-08,8.129374731063467e-16,5.949113046503363e-10,4.688873808048415e-08,2.574414485547584e-08,1.7128854078703812e-15,1.420744537322878e-05,3.9781232636693795e-17,1.3019971370463513e-13,2.374854817855124e-14,4.0133291490417524e-11
8.180359939830556e-12,0.06210963536780779,0.0,1.541956573361394,0.031075110263184432,0.3193500735440104,0.35044893807569905,0.20696981952939097,0.09195929482459968,0.0,4.208057865279625e-32,3.052936084190178e-11,1.1417863417103364e-31,0.0,1.3783455611466578e-45,1.2216898144819559e-11,4.709394437435786e-34,9.238204803181829e-34,1.8196952648511207e-49,9.406184261663032e-18,1.5087939876083182e-23,1.2690717249409145e-79,9.01176142606389e-19,1.0841638507705755e-53,8.940881979213257e-32,1.0667918987858166e-57,3.0502980252946654e-11,1.0651422333242401e-51,5.890056272895845e-05,4.509511377723497e-05,2.886116332566424e-05,3.585403331137709e-05,2.8127277588525086e-05,1.441753911744279e-05,2.2074821904545786e-08,4.771376299414449e-08,8.204914436078087e-16,6.032046787021712e-10,4.7321973960011446e-08,2.604442237917639e-08,1.7449189396570585e-15,1.4273332573653492e-05,3.996584629670191e-17,1.3080455223357855e-13,2.374906742674703e-14,4.0507259997157684e-11
8.218130308867745e-12,0.06210963536780779,0.0,1.541955720620274,0.031075110263184432,0.31934979858547097,0.3504487727880562,0.20696963099269491,0.0919592051850349,0.0,4.325720272550779e-32,3.067031380841462e-11,1.159355733114198e-31,0.0,1.4169684719342543e-45,1.2387277633498631e-11,4.796956450245397e-34,9.323699926811037e-34,1.8450162169548782e-49,9.49323799481278e-18,1.5157596854939486e-23,1.2986400442709041e-79,9.069639791199128e-19,1.0992499266395476e-53,9.107120028638762e-32,1.0966844793051641e-57,3.064368916023463e-11,1.0849497100029753e-51,5.899020269952363e-05,4.530283573035933e-05,2.8995038570698687e-05,3.601932081328526e-05,2.82499268425333e-05,1.4483891121615135e-05,2.2216157618021293e-08,4.815439690096462e-08,8.280803226612605e-16,6.11574552383332e-10,4.775717657874087e-08,2.634662991077509e-08,1.777399997550062e-15,1.4339219639402107e-05,4.012994543185277e-17,1.3140939127296534e-13,2.3749551748677888e-14,4.0882961421971935e-11
8.255900677904933e-12,0.06210963536780779,0.0,1.5419548687288847,0.031075110263184432,0.31934952362934343,0.3504486075027693,0.20696944251999927,0.09195911633442917,0.0,4.446091637856263e-32,3.081126670844807e-11,1.177118415285853e-31,0.0,1.456489037452413e-45,1.2559237569314949e-11,4.885733681939453e-34,9.409588770275313e-34,1.870570967411484e-49,9.580692650546009e-18,1.52272537703533e-23,1.3287569353395951e-79,9.127667832963995e-19,1.1144752982050406e-53,9.275665187439795e-32,1.1272718014482776e-57,3.078439687817449e-11,1.1050321572121572e-51,5.9079053728707736e-05,4.551055319354667e-05,2.9128919768027708e-05,3.618460595925216e-05,2.8372512228997095e-05,1.455024114277945e-05,2.235758930012644e-08,4.8597046972520054e-08,8.357041099115157e-16,6.200212728621098e-10,4.819434558874529e-08,2.6650768795873537e-08,1.810332737673652e-15,1.4405106570568092e-05,4.032790211396534e-17,1.3201420804284084e-13,2.3750053814421466e-14,4.126039567534869e-11
8.293671046942121e-12,0.06210963536780779,0.0,1.5419540176802513,0.031075110263184432,0.3193492486756274,0.35044844221983823,0.2069692541112706,0.09195902826584144,0.0,4.5692204275396996e-32,3.095221954200312e-11,1.1950757049212035e-31,0.0,1.4969238693683503e-45,1.2732785317373389e-11,4.975737320323973e-34,9.495871332892362e-34,1.8963605904301493e-49,9.668548228044066e-18,1.5296910622346148e-23,1.3594299957754866e-79,9.185845553336457e-19,1.1298406054746282e-53,9.446538695714124e-32,1.1585667216546254e-57,3.092510340677834e-11,1.1253921078245622e-51,5.916712275763997e-05,4.571826616706993e-05,2.926280691911472e-05,3.634988874940115e-05,2.8495033781187714e-05,1.4616589181002308e-05,2.24991155167996e-08,4.90417130844787e-08,8.4336280500339215e-16,6.285451872518838e-10,4.863348064215051e-08,2.695684036043557e-08,1.8437213354996007e-15,1.4470993367244299e-05,4.056266427276044e-17,1.3261900812426624e-13,2.375052588019523e-14,4.163956279125576e-11
8.331441415979309e-12,0.06210963536780779,0.0,1.5419531674674583,0.031075110263184432,0.31934897372432275,0.3504482769392628,0.20696906576647564,0.09195894097239173,0.0,4.695155715172919e-32,3.10931723090807e-11,1.2132289226400628e-31,0.0,1.5382898087299117e-45,1.2907928243741216e-11,5.066978604395913e-34,9.582547613981957e-34,1.9223861602172244e-49,9.756804726488857e-18,1.5366567410939564e-23,1.3906668930287873e-79,9.244172954296081e-19,1.1453464884541797e-53,9.6197618907443e-32,1.1905822738862728e-57,3.106580874605833e-11,1.1460321063214153e-51,5.9254416666435626e-05,4.5925974651200986e-05,2.939670002540031e-05,3.651516918385481e-05,2.86174915323585e-05,1.4682935236348886e-05,2.2640734853334398e-08,4.9488395112514334e-08,8.510564075817123e-16,6.371466426111288e-10,4.9074581391135234e-08,2.7264845911058285e-08,1.8775699858491372e-15,1.4536880029522984e-05,4.069184755317055e-17,1.3322389548742647e-13,2.375110717262324e-14,4.202046266363577e-11
8.369211785016497e-12,0.06210963536780779,0.0,1.5419523180836512,0.031075110263184432,0.3193486987754294,0.35044811166104295,0.20696887748558107,0.09195885444726058,0.0,4.8239471859381945e-32,3.123412500968174e-11,1.2315793929862243e-31,0.0,1.5806039282397134e-45,1.3084673715448787e-11,5.159468824342151e-34,9.669617612865917e-34,1.948648750976198e-49,9.845462145062845e-18,1.543622413615506e-23,1.422475364690621e-79,9.302650037823971e-19,1.1609935871478583e-53,9.795356206995734e-32,1.2233316713878019e-57,3.120651289602657e-11,1.1669547087923424e-51,5.9340942274610685e-05,4.613367864621087e-05,2.9530599088304383e-05,3.668044726273497e-05,2.8739885515744892e-05,1.4749279308884714e-05,2.2782445914230905e-08,4.9937092932310096e-08,8.587849172913033e-16,6.458259859434381e-10,4.9517647487934676e-08,2.7574786735124054e-08,1.911882902894887e-15,1.4602766557495799e-05,4.085803223811252e-17,1.3382873318425977e-13,2.375159372780127e-14,4.2403095485580785e-11
8.406982154053685e-12,0.06210963536780779,0.0,1.541951469522035,0.031075110263184432,0.3193484238289469,0.35044794638517857,0.2069686892685535,0.09195876868368873,0.0,4.95564514078062e-32,3.137507764380721e-11,1.2501284444275327e-31,0.0,1.623883534378622e-45,1.3263029100489896e-11,5.253219321538523e-34,9.757081328868096e-34,1.9751494369076997e-49,9.934520482949065e-18,1.5505880798014126e-23,1.4548632188122505e-79,9.36127680590274e-19,1.1767825415581252e-53,9.973343176114826e-32,1.2568283083296364e-57,3.1347215856695175e-11,1.1881624829353183e-51,5.9426706341607806e-05,4.634137815236965e-05,2.9664504109227766e-05,3.684572298616274e-05,2.8862215764564434e-05,1.4815621398676335e-05,2.292424732294297e-08,5.038780641955874e-08,8.665483337769969e-16,6.545835641975326e-10,4.996267858484074e-08,2.7886664101054117e-08,1.9466643201628157e-15,1.4668652951253796e-05,4.11058239131755e-17,1.344335003689993e-13,2.375203243186873e-14,4.2787461181210835e-11
