Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27)
4.580099308400675e-20,0.12058130662282415,0.0,2.994033843442601,0.031075110263184432,0.3194096818758893,0.3504847921391995,0.20701222017998291,0.09201819553967407,0.0,2.4358162805480074e-43,5.995145446573302e-14,5.738887902677112e-40,0.0,7.982962522140379e-92,7.204505930254111e-29,1.2121560517010044e-66,1.6564838480509333e-35,2.8482931706503286e-51,3.753241848491918e-47,7.808142035423483e-20,8.504294651235705e-83,3.8433540507233464e-16,2.720531098044197e-52,2.8296954980279374e-67,9.557540915236873e-93,5.995153254662302e-14,2.7237238629462645e-65,1.0316667528114321e-12,3.526298056843572e-13,1.1309168531001199e-13,2.8014281330188164e-13,2.320395912741473e-13,1.1284153969533868e-13,2.501453460550385e-16,1.3140268755107914e-22,3.8433540509398567e-16,2.1038115278944083e-31,1.3140268760305905e-22,3.1608790476818156e-24
9.160199587451129e-20,0.12058130662282415,0.0,2.9940338434404783,0.031075110263184432,0.31940968187542346,0.35048479213885936,0.20701222017975088,0.09201819553864216,0.0,1.9486535062383218e-42,1.1990292163676062e-13,4.591111457146117e-39,0.0,5.109246072663155e-90,2.88180392193181e-28,1.939451559470941e-65,6.625936445342144e-35,2.278635099907104e-50,3.0025942211525275e-46,1.5616285725596649e-19,2.7213752816545013e-81,7.686708915708316e-16,2.1764254165508853e-51,4.527654115378173e-66,6.116828491199589e-91,1.1990307779747831e-13,4.357959335176636e-64,2.0633336850111678e-12,7.052596818399351e-13,2.2618339777128472e-13,5.602856845101767e-13,4.640792292745853e-13,2.2568310569415783e-13,5.002910026536104e-16,5.256108379926114e-22,7.686708916755003e-16,1.6830495473328666e-30,5.256108384081277e-22,1.2643523778987938e-23
1.8320400145552034e-19,0.12058130662282415,0.0,2.994033843436233,0.031075110263184432,0.31940968187449176,0.3504847921381792,0.2070122201792868,0.09201819553657832,0.0,1.558922997707623e-41,2.3980585597858307e-13,3.6728896195473233e-38,0.0,3.2701077130553204e-88,1.1527225338068956e-27,3.103127267683092e-64,2.650374788749049e-34,1.822908305276632e-49,2.40207567383071e-45,3.123257310590796e-19,8.708402490480403e-80,1.5373418644923904e-15,1.7411405484830336e-50,7.244695925485555e-65,3.914770972389525e-89,2.3980616829571995e-13,6.972735859847223e-63,4.126667431659348e-12,1.4105194213687112e-12,4.523668322458409e-13,1.1205714225359646e-12,9.281584979275031e-13,4.5136624485950394e-13,1.0005830884432728e-15,2.1024435530145614e-21,1.537341864947195e-15,1.3464397833750095e-29,2.10244355633837e-21,5.0574143764243874e-23
2.7480600703652943e-19,0.12058130662282415,0.0,2.9940338434319873,0.031075110263184432,0.31940968187356006,0.350484792137499,0.20701222017882273,0.09201819553451449,0.0,4.628052812046065e-41,3.5970879032017294e-13,1.090389144075774e-37,0.0,1.8567100377879928e-87,2.4495369155139847e-27,1.1739769887628458e-63,5.63204655770313e-34,5.411759221425583e-49,7.131162407162325e-45,4.684886048618425e-19,4.1662563863662274e-79,2.3060128373385143e-15,5.169011184915348e-50,2.740905478993833e-64,2.2226910991868752e-88,3.5970925879049246e-13,2.6379276947984265e-62,6.190001060556242e-12,2.1157791481151082e-12,6.785502762724077e-13,1.6808571561709507e-12,1.3922377592324626e-12,6.770493911925579e-13,1.5008759468254503e-15,4.467692704338076e-21,2.3060128383275554e-15,3.84997638129158e-29,4.467692714096612e-21,1.0747012355994498e-22
4.580100181985476e-19,0.12058130662282415,0.0,2.9940338434234968,0.031075110263184432,0.31940968187169666,0.35048479213613865,0.20701222017789458,0.09201819553038681,0.0,2.167877448452227e-40,5.995146590024219e-13,5.107612491051778e-37,0.0,4.992041840336897e-86,6.77225922478039e-27,9.265175568878294e-63,1.557095259445973e-33,2.534982042996647e-48,3.340386722250488e-44,7.808143524659678e-19,6.282466725449848e-78,3.843354782729022e-15,2.421273748086819e-49,2.1634587839985495e-63,5.975201779946933e-87,5.995154397661614e-13,2.0818793162921377e-61,1.0316667847344952e-11,3.5262985504783867e-12,1.1309172025335833e-12,2.801428605877714e-12,2.3203962524505488e-12,1.1284157125294947e-12,2.501464753959866e-15,1.2351856931190184e-20,3.843354785522938e-15,1.7693061812940142e-28,1.2351856975121161e-20,2.9712375669543248e-22
6.228936282443639e-19,0.12058130662282415,0.0,2.9940338434158553,0.031075110263184432,0.31940968187001956,0.3504847921349143,0.20701222017705925,0.09201819552667191,0.0,5.0025972714606794e-40,8.153399408156942e-13,1.1786334291102412e-36,0.0,2.1677565974707394e-85,1.2059400083458306e-26,2.6001159876077947e-62,2.7727253414316505e-33,5.849728387805001e-48,7.708281440885652e-44,1.061907525308549e-18,2.2918774859669917e-77,5.226962533336746e-15,5.5873349548798e-49,6.071916079197426e-63,2.594513090378768e-86,8.153410026330549e-13,5.8424329108152566e-61,1.4030667574997535e-11,4.795765971305156e-12,1.5380474670314247e-12,3.809942896427011e-12,3.1557388726053907e-12,1.5346454248917774e-12,3.401997176646508e-15,2.1994998169436048e-20,5.2269625383498824e-15,3.9826905271177034e-28,2.1994998267581408e-20,5.290899343750069e-22
7.877772382901802e-19,0.12058130662282415,0.0,2.994033843408214,0.031075110263184432,0.31940968186834245,0.35048479213368994,0.20701222017622392,0.09201819552295701,0.0,9.632198365137333e-40,1.031165222628171e-12,2.2693873546470777e-36,0.0,6.564302901221257e-85,1.882491423761001e-26,5.953130542309287e-62,4.3282634087903714e-33,1.1263298074171703e-47,1.4841829526264648e-43,1.3430006981499327e-18,6.145472359659017e-77,6.6105702836864855e-15,1.075807539512977e-48,1.3902940959866081e-62,7.856201911619105e-86,1.0311665654880843e-12,1.3376600663434285e-60,1.774466689994395e-11,6.065233348416526e-12,1.9451777641968895e-12,4.8184571719598815e-12,3.99108146763041e-12,1.940875161767428e-12,4.302532241579226e-15,3.433450337087505e-20,6.61057029154846e-15,7.5275443907289815e-28,3.433450356059126e-20,8.259177270661346e-22
9.526608483359966e-19,0.12058130662282415,0.0,2.9940338434005724,0.031075110263184432,0.31940968186666535,0.3504847921324656,0.2070122201753886,0.0920181955192421,0.0,1.637710562123988e-39,1.2469905044398962e-12,3.858516507989511e-36,0.0,1.7042553929160495e-84,2.698691336703311e-26,1.1608989809192867e-61,6.204880595209272e-33,1.9150376187413665e-47,2.5234759558036394e-43,1.6240938709901852e-18,1.411918650837477e-76,7.994178033792529e-15,1.829137340702102e-48,2.7113783337547e-62,2.0395525270916568e-85,1.2469921283319069e-12,2.608518889185609e-60,2.1458665844491743e-11,7.334700684234075e-12,2.3523080922203868e-12,5.8269714333081445e-12,4.826424038917649e-12,2.3471049217985517e-12,5.203069802393434e-15,4.9221010252603805e-20,7.994178045098083e-15,1.2582004862204505e-27,4.9221010570696263e-20,1.1840143568096445e-21
1.2824280684276292e-18,0.12058130662282415,0.0,2.994033843385289,0.031075110263184432,0.3194096818633112,0.35048479213001693,0.2070122201737179,0.09201819551181231,0.0,3.620995184720268e-39,1.678641068061632e-12,8.53122036151011e-36,0.0,7.539495506972424e-84,4.6495587004378135e-26,3.082154368237426e-61,1.0690330006045893e-32,4.234168207979126e-47,5.579431735819059e-43,2.18628021666811e-18,5.0911432047117253e-76,1.0761393533448874e-14,4.044241794642271e-48,7.199984852039287e-62,9.021351952271978e-85,1.6786432539939952e-12,6.925514572167178e-60,2.8886662866095375e-11,9.873635261699363e-12,3.1665688186385566e-12,7.843999923656937e-12,6.497109127358556e-12,3.159564494666427e-12,7.004150615833784e-15,8.480241496988735e-20,1.0761393552997886e-14,2.686114478132269e-27,8.480241564259382e-20,2.039930557018169e-21
1.6121952885192618e-18,0.12058130662282415,0.0,2.9940338433700058,0.031075110263184432,0.31940968185995705,0.3504847921275683,0.2070122201720472,0.09201819550438252,0.0,6.783886376751242e-39,2.1102916316805897e-12,1.5983128015472319e-35,0.0,2.2689467779349464e-83,7.116628214135639e-26,6.685637369324279e-61,1.6362618542036456e-32,7.932657890343993e-47,1.0452991238738527e-42,2.748466562341853e-18,1.358527902797651e-75,1.3528609032204424e-14,7.576833277965332e-48,1.5620363693891564e-61,2.714584565217502e-84,2.1102943796146585e-12,1.5022382774484124e-59,3.631465848159117e-11,1.2412569686525878e-11,3.9808296591205705e-12,9.861028361573652e-12,8.16779412805497e-12,3.9720241531263475e-12,8.80524065506803e-15,1.2979857577185892e-19,1.35286090621953e-14,4.884407437877126e-27,1.2979857698995152e-19,3.122322727406985e-21
