Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34)
3.2531110209135354e-12,0.06662394546715897,0.0,1.6541677391689804,0.031075110263184432,0.3193851258131931,0.3504700211905653,0.20699449050557064,0.09198231361063658,0.0,2.1418405463733947e-32,8.3197180403463e-11,1.2147584068545774e-30,0.0,2.5730857040992722e-45,1.2940909350521029e-12,1.3153562773199417e-33,1.8257707010823578e-32,2.8504723682925175e-47,1.5965953535584156e-17,3.2689555337443356e-22,3.5518612565733544e-76,8.649847786980622e-18,3.926086686114628e-51,1.6521731562243673e-31,1.4079636937604526e-56,8.316756380618867e-11,3.1693234137801347e-50,3.588173433822321e-05,1.857882586842369e-05,1.1874763916854904e-05,1.4770865777001722e-05,1.184997942131545e-05,5.950366081954248e-06,9.547741087517045e-09,1.341539275786448e-08,9.244545922499116e-16,9.186614727734545e-11,1.336395161560563e-08,4.130998576574746e-09,7.621565584038972e-17,5.879668062000144e-06,2.716109047892217e-11
3.2912842443803786e-12,0.06662394546715897,0.0,1.654166676685667,0.031075110263184432,0.31938483788557964,0.3504698480933336,0.20699428711715262,0.09198205567337452,0.0,2.2456609303088674e-32,8.417342648281198e-11,1.259060692070549e-30,0.0,2.759634795734605e-45,1.3402593042878836e-12,1.378185186754915e-33,1.868867151954532e-32,2.95199777669464e-47,1.6342838814624932e-17,3.307313033354057e-22,3.765200151314832e-76,8.760971168029764e-18,4.065922299922934e-51,1.731090379125162e-31,1.5100409408240114e-56,8.414311096366061e-11,3.320718816942845e-50,3.613966946497677e-05,1.8796380784396782e-05,1.2014579288777436e-05,1.4943962032490873e-05,1.1984380448383848e-05,6.02010471746633e-06,9.734607192044949e-09,1.3731704244348918e-08,9.461812663681687e-16,9.513369759920221e-11,1.3678434517327165e-08,4.2646600604831325e-09,7.985950452419179e-17,5.948654811835534e-06,2.780222141230981e-11
3.329457467847222e-12,0.06662394546715897,0.0,1.6541656170192969,0.031075110263184432,0.3193845499630978,0.35046967500143583,0.20699408383432688,0.09198180045231551,0.0,2.3540193370520872e-32,8.514967208000009e-11,1.3044512609906489e-30,0.0,2.957320688717936e-45,1.3875147935643159e-12,1.4432383264104356e-33,1.9124662585368288e-32,3.055905647750078e-47,1.6724120331376256e-17,3.345670495284225e-22,3.98866916646828e-76,8.872318076633101e-18,4.2090393890893054e-51,1.8128013800367136e-31,1.6182120741848852e-56,8.511864949235903e-11,3.477474440436151e-50,3.63948883957342e-05,1.901392515561773e-05,1.2154406260668033e-05,1.5117052954040185e-05,1.2118676039453333e-05,6.089841378738457e-06,9.922585332145962e-09,1.4051692589613904e-08,9.68160212488992e-16,9.847771805410674e-11,1.3996551535451104e-08,4.400920504203305e-09,8.363255301809638e-17,6.017641397918443e-06,2.8450830012184338e-11
3.367630691314065e-12,0.06662394546715897,0.0,1.6541645601411694,0.031075110263184432,0.3193842620457466,0.3504695019148715,0.20699388065701027,0.0919815479188599,0.0,2.46710050366814e-32,8.612591719504216e-11,1.3509444287568105e-30,0.0,3.166669013839672e-45,1.4358701439980509e-12,1.5105675728975166e-33,1.9565680191119167e-32,3.1622236103502765e-47,1.710979807541147e-17,3.3840279195543977e-22,4.222624849362223e-76,8.983888524219961e-18,4.355476008155754e-51,1.8973713192594515e-31,1.732764709017316e-56,8.609417939243e-11,3.639715331356564e-50,3.664741973033861e-05,1.9231458983103975e-05,1.2294244848325764e-05,1.529013854210471e-05,1.2252866277371043e-05,6.1595760657695194e-06,1.0111660119749427e-08,1.4375357490167345e-08,9.903914279263427e-16,1.0189908822654642e-10,1.4318301876648708e-08,4.539795243705114e-09,8.753782444174429e-17,6.0866278205180614e-06,2.910691623222406e-11
3.4058039147809083e-12,0.06662394546715897,0.0,1.6541635060228856,0.031075110263184432,0.3193839741335255,0.35046932883364024,0.20699367758511975,0.09198129804470907,0.0,2.5850956962652764e-32,8.71021618279531e-11,1.3985545494072849e-30,0.0,3.3882237912902104e-45,1.4853380999316699e-12,1.5802254004918835e-33,2.0011724319788082e-32,3.2709792933065216e-47,1.7499872036320948e-17,3.42238530618412e-22,4.4674320166937e-76,9.095682522244804e-18,4.505270211553875e-51,1.9848661077934076e-31,1.8539965227160638e-56,8.70697006640189e-11,3.8075679784398937e-50,3.689729176749569e-05,1.9448982267869145e-05,1.2434095067332456e-05,1.546321879713649e-05,1.2386951244916717e-05,6.229308778556001e-06,1.0301816377505953e-08,1.4702698642546719e-08,1.0128749099942387e-15,1.053986875339672e-10,1.4643684747755151e-08,4.681299403446097e-09,9.15783770952975e-17,6.155614079901168e-06,2.977048002582704e-11
3.4439771382477515e-12,0.06662394546715897,0.0,1.6541624546363467,0.031075110263184432,0.3193836862264335,0.35046915575774146,0.2069934746185724,0.09198105080186246,0.0,2.7082028700033894e-32,8.807840597874769e-11,1.4472960158793818e-30,0.0,3.622547854571307e-45,1.5359314089378712e-12,1.6522648811216834e-33,2.0462794954526063e-32,3.3822003253499993e-47,1.7894342203712026e-17,3.4607426551929204e-22,4.723463849313578e-76,9.20770008218686e-18,4.658460053604918e-51,2.075352407322651e-31,1.9822154868451793e-56,8.804521330727038e-11,3.9811603120541197e-50,3.7144532507944575e-05,1.966649501092306e-05,1.257395693305566e-05,1.56362937195846e-05,1.2520931024802782e-05,6.299039517092001e-06,1.0493039135903772e-08,1.503371574331876e-08,1.0356106560067537e-15,1.0897739522680953e-10,1.497269935576914e-08,4.825447899268292e-09,9.5757304467257e-17,6.22460017633216e-06,3.0441521346109506e-11
3.4821503617145947e-12,0.06662394546715897,0.0,1.6541614059537464,0.031075110263184432,0.31938339832446977,0.35046898268717497,0.20699327175728527,0.0919808061626143,0.0,2.8366268305938703e-32,8.905464964744088e-11,1.4971832600122218e-30,0.0,3.870223279234316e-45,1.5876628218235803e-12,1.7267396843552042e-33,2.091889207864261e-32,3.495914335131844e-47,1.829320856720877e-17,3.499099966600313e-22,4.991101987011316e-76,9.31994121554979e-18,4.815083588519874e-51,2.1688976301997273e-31,2.1177401017277006e-56,8.90207173223284e-11,4.1606217041922586e-50,3.738916965759511e-05,1.9883997213271817e-05,1.2713830460651557e-05,1.5809363309895152e-05,1.2654805699674446e-05,6.368768281369262e-06,1.0685313630424654e-08,1.536840848907911e-08,1.0585986632780164e-15,1.1263609038854426e-10,1.5305344907852574e-08,4.972255441255355e-09,1.0007773524229223e-16,6.293586110073068e-06,3.112004014590452e-11
3.520323585181438e-12,0.06662394546715897,0.0,1.6541603599475718,0.031075110263184432,0.31938311042763373,0.3504688096219401,0.20699306900117553,0.09198056409955051,0.0,2.9705793972695973e-32,9.003089283404742e-11,1.5482307525494858e-30,0.0,4.1318518164451955e-45,1.6405450926339947e-12,1.8037040773885894e-33,2.1380015675603247e-32,3.612148951223203e-47,1.8696471116451927e-17,3.5374572404257926e-22,5.270736623299166e-76,9.432405933861356e-18,4.97517887039954e-51,2.265569939430097e-31,2.2608996336762136e-56,8.999621270933622e-11,4.346082968465256e-50,3.763123063063233e-05,2.0101488875917778e-05,1.2853715665067867e-05,1.5982427568511362e-05,1.2788575352109758e-05,6.438495071377188e-06,1.087862529873878e-08,1.5706776576452025e-08,1.0818389291222103e-15,1.1637565193570798e-10,1.564162061133018e-08,5.121736536550514e-09,1.045428333090818e-16,6.362571881383591e-06,3.180603637776056e-11
3.558496808648281e-12,0.06662394546715897,0.0,1.6541593165905988,0.031075110263184432,0.31938282253592454,0.3504686365620365,0.20699286635016043,0.09198032458554571,0.0,3.1102795672039247e-32,9.100713553858223e-11,1.6004530031421767e-30,0.0,4.4080553313761234e-45,1.69459097865655e-12,1.883212925033563e-33,2.1846165729027113e-32,3.730931802115283e-47,1.9104129841098664e-17,3.575814476688845e-22,5.562766600195799e-76,9.545094248673059e-18,5.1387839532346015e-51,2.3654382486565854e-31,2.4120343548641884e-56,9.097169946843644e-11,4.537676360094885e-50,3.7870742552588016e-05,2.0318969999859658e-05,1.299361256104667e-05,1.6155486495873545e-05,1.29222400646197e-05,6.508219887102882e-06,1.107295977793807e-08,1.6048819702090048e-08,1.1053314508535746e-15,1.2019695861793866e-10,1.598152567368919e-08,5.27390549213591e-09,1.0915579776816481e-16,6.4315574905211185e-06,3.2499509993940164e-11
3.5966700321151244e-12,0.06662394546715897,0.0,1.6541582758558888,0.031075110263184432,0.3193825346493414,0.35046846350746363,0.20699266380415723,0.09198008759376015,0.0,3.2559536813576177e-32,9.198337776106014e-11,1.6538645603513836e-30,0.0,4.699476246423641e-45,1.7498132404248277e-12,1.9653216897051524e-33,2.2317342222684587e-32,3.8522905162194136e-47,1.9516184730822497e-17,3.6141716754089353e-22,5.8675995030094e-76,9.658006171559826e-18,5.3059368909057064e-51,2.468572222143831e-31,2.5714957858380376e-56,9.194717759977094e-11,4.735535575906638e-50,3.81077322633801e-05,2.053644058609252e-05,1.3133521163127197e-05,1.6328540092419173e-05,1.3055799919648255e-05,6.577942728531155e-06,1.1268302901807435e-08,1.6394537562673707e-08,1.1290762257864033e-15,1.241008890180109e-10,1.6325059302578997e-08,5.428776417573868e-09,1.139198629398035e-16,6.500542937740747e-06,3.3200460946418536e-11
3.6348432555819676e-12,0.06662394546715897,0.0,1.6541572377167872,0.031075110263184432,0.31938224676788357,0.35046829045822125,0.2069924613630833,0.09197985309763662,0.0,3.407835591732772e-32,9.2959619501496e-11,1.7084800116510482e-30,0.0,5.0067779892531433e-45,1.8062246417223865e-12,2.0500864314094185e-33,2.279354514049498e-32,3.976252721867094e-47,1.993263577531315e-17,3.6525288366055156e-22,6.185651755120159e-76,9.771141714119674e-18,5.476675737183544e-51,2.575042274762743e-31,2.7396469406698024e-56,9.2922647103481e-11,4.93979575432266e-50,3.8342226320319995e-05,2.0753900635607853e-05,1.3273441485648622e-05,1.650158835858288e-05,1.3189254999572482e-05,6.6476635956445625e-06,1.1464640698133424e-08,1.6743929854911192e-08,1.1530732512350456e-15,1.2808832155187081e-10,1.6672220705810796e-08,5.586363227710581e-09,1.1883829837185613e-16,6.569528223295316e-06,3.3908889186882364e-11
3.673016479048811e-12,0.06662394546715897,0.0,1.6541562021469178,0.031075110263184432,0.3193819588915504,0.3504681174143089,0.20699225902685614,0.09197962107089763,0.0,3.566166830012871e-32,9.393586075990467e-11,1.7643139834307415e-30,0.0,5.330645445669645e-45,1.863837949586532e-12,2.1375638077311903e-33,2.327477446652421e-32,4.1028460473100535e-47,2.0353482964276347e-17,3.690885960298022e-22,6.517348712762267e-76,9.884500887973388e-18,5.651038545728918e-51,2.6849195719749573e-31,2.916862574750413e-56,9.389810797970723e-11,5.1505934753546575e-50,3.8574251001088146e-05,2.0971350149393593e-05,1.3413373542752765e-05,1.6674631294796515e-05,1.3322605386702606e-05,6.7173824884234236e-06,1.1661959386049716e-08,1.7096996275538097e-08,1.1773225245139046e-15,1.3216013446867128e-10,1.7023009091357287e-08,5.74667964534276e-09,1.2391440884766038e-16,6.638513347435421e-06,3.4624794666728454e-11
3.711189702515654e-12,0.06662394546715897,0.0,1.654155169120182,0.031075110263184432,0.319381671020341,0.35046794437572587,0.20699205679539318,0.09197939148754233,0.0,3.731196777568225e-32,9.491210153630095e-11,1.8213811409984413e-30,0.0,5.67178541731464e-45,1.9226659343120193e-12,2.2278110738217933e-33,2.3761030184982523e-32,4.232098120720307e-47,2.077872628743375e-17,3.729243046505878e-22,6.863124759805283e-76,9.998083704764197e-18,5.829063370092819e-51,2.798276029817304e-31,3.10352943522344e-56,9.48735602285896e-11,5.368066760596852e-50,3.880383230667849e-05,2.118878912843414e-05,1.355331734838679e-05,1.6847668901489157e-05,1.345585116328208e-05,6.7870994068458416e-06,1.1860245373419043e-08,1.7453736521317065e-08,1.2018240429374377e-15,1.363172058508065e-10,1.7377423667352324e-08,5.909739203847774e-09,1.2915153439392702e-16,6.707498310409439e-06,3.5348177337062574e-11
3.7493629259824965e-12,0.06662394546715897,0.0,1.6541541386107554,0.031075110263184432,0.3193813831542548,0.3504677713424721,0.20699185466861209,0.09197916432184361,0.0,3.90318283680621e-32,9.588834183069976e-11,1.8796961885833173e-30,0.0,6.030927084188982e-45,1.9827213694546945e-12,2.320886082386796e-33,2.4252312280222292e-32,4.364036570190208e-47,2.1208365734522748e-17,3.7676000952484864e-22,7.22342340253499e-76,1.011189017615747e-17,6.01078826371651e-51,2.915184314886269e-31,3.300046514059266e-56,9.584900385026739e-11,5.592355073218902e-50,3.90309959643117e-05,2.140621757371042e-05,1.3693272916305853e-05,1.702070117908715e-05,1.3588992411487677e-05,6.856814350887736e-06,1.2059485254250925e-08,1.7814150289037547e-08,1.226577803820157e-15,1.405604136139468e-10,1.77354636420906e-08,6.075555249777708e-09,1.3455305028864342e-16,6.77648311246356e-06,3.607903714869823e-11
3.787536149449339e-12,0.06662394546715897,0.0,1.654153110593085,0.031075110263184432,0.3193810952932908,0.3504675983145469,0.2069916526464304,0.0919789395483453,0.0,4.082390603845755e-32,9.686458164311587e-11,1.9392738693385152e-30,0.0,6.408822472001611e-45,2.044017031835065e-12,2.4168472836737484e-33,2.4748620736735775e-32,4.498689023732501e-47,2.164240129529636e-17,3.805957106545239e-22,7.598697364433684e-76,1.022592031384039e-17,6.196251279931592e-51,3.035717844322473e-31,3.506825303769605e-56,9.682443884487933e-11,5.823599317958874e-50,3.925576743031789e-05,2.1623635486199924e-05,1.3833240260075726e-05,1.7193728128014127e-05,1.3722029213429544e-05,6.926527320522859e-06,1.2259665806154809e-08,1.817823727551547e-08,1.251583804476629e-15,1.4489063550707285e-10,1.8097128224027315e-08,6.2441409454179296e-09,1.4012236706898742e-16,6.845467753841794e-06,3.6817374052155506e-11
3.825709372916182e-12,0.06662394546715897,0.0,1.6541520850418852,0.031075110263184432,0.31938080743744846,0.35046742529195,0.20699145072876596,0.09197871714185925,0.0,4.2690940424957783e-32,9.784082097356416e-11,2.0001289653439557e-30,0.0,6.806246924344044e-45,2.1065657015418214e-12,2.515753725459926e-33,2.5249955539152965e-32,4.636083109280383e-47,2.20808329595231e-17,3.8443140804155126e-22,7.989408680959897e-76,1.0340174129521667e-17,6.385490471960083e-51,3.1599507857951433e-31,3.7242900557623035e-56,9.779986521256349e-11,6.061941841116202e-50,3.947817189298883e-05,2.184104286687672e-05,1.397321939307536e-05,1.7366749748691055e-05,1.38549616511513e-05,6.996238315722818e-06,1.2460773987828096e-08,1.8545997177592993e-08,1.276842042221473e-15,1.4930874911251013e-10,1.846241662177789e-08,6.415509271310577e-09,1.4586293053925024e-16,6.914452234786013e-06,3.756318799765991e-11
3.863882596383025e-12,0.06662394546715897,0.0,1.6541510619321365,0.031075110263184432,0.31938051958672703,0.3504672522746809,0.2069912489155364,0.09197849707746256,0.0,4.463575659517286e-32,9.881705982205946e-11,2.0622762976091256e-30,0.0,7.22399957969047e-45,2.170380161935284e-12,2.6176650530400805e-33,2.575631667223939e-32,4.776246454687552e-47,2.2523660716986806e-17,3.882671016878666e-22,8.396028794327566e-76,1.0454651634931214e-17,6.578543892914499e-51,3.2879580574865893e-31,3.952878041336334e-56,9.877528295345738e-11,6.307526430544656e-50,3.969823427540033e-05,2.2058439716711526e-05,1.4113210328499448e-05,1.7539766041536227e-05,1.3987789806630096e-05,7.065947336457107e-06,1.2662796936578554e-08,1.8917429692138164e-08,1.3023525143693628e-15,1.5381563184596328e-10,1.8831328044117606e-08,6.5896730287435045e-09,1.517782217787693e-16,6.983436555535953e-06,3.831647893514128e-11
3.902055819849868e-12,0.06662394546715897,0.0,1.654150041239083,0.031075110263184432,0.3193802317411258,0.3504670792627393,0.20699104720665973,0.0919782793304947,0.0,4.6661266811491104e-32,9.979329818861662e-11,2.1257307260758852e-30,0.0,7.662903853223318e-45,2.2354731996507983e-12,2.7226415092141898e-33,2.626770412089409e-32,4.919206687728265e-47,2.297088455748654e-17,3.9210279159540435e-22,8.819038648284657e-76,1.0569352841819872e-17,6.775449595797923e-51,3.419815328076693e-31,4.193039815316932e-56,9.975069206769783e-11,6.560498315645327e-50,3.9915979238204636e-05,2.227582603667169e-05,1.4253213079360932e-05,1.7712777006965326e-05,1.4120513761776698e-05,7.135654382693116e-06,1.2865721965880684e-08,1.9292534516044705e-08,1.3281152182350261e-15,1.584121609565499e-10,1.9203861699981347e-08,6.766644842205109e-09,1.578717571498704e-16,7.05242071632925e-06,3.907724681423273e-11
3.9402290433167106e-12,0.06662394546715897,0.0,1.6541490229382265,0.031075110263184432,0.319379943900644,0.35046690625612464,0.20699084560205372,0.09197806387655483,0.0,4.877047230877294e-32,1.0076953607325047e-10,2.1905071496212697e-30,0.0,8.123807923484225e-45,2.30185760460207e-12,2.830743934275214e-33,2.678411787014747e-32,5.064991436097389e-47,2.3422504470836433e-17,3.959384777660976e-22,9.258928782891216e-76,1.0684277761959089e-17,6.976245633504077e-51,3.555599016727392e-31,4.445239482330783e-56,1.0072609255542117e-10,6.8210041673596185e-50,4.013143118239374e-05,2.2493201827721277e-05,1.4393227658493466e-05,1.7885782645391443e-05,1.4253133598435566e-05,7.205359454396162e-06,1.3069536562965549e-08,1.967131134623169e-08,1.3541301511332432e-15,1.6309921352683442e-10,1.9580016798463253e-08,6.946437161805551e-09,1.6414708830581885e-16,7.121404717401462e-06,3.984549158426953e-11
3.978402266783553e-12,0.06662394546715897,0.0,1.6541480070053283,0.031075110263184432,0.31937965606528096,0.3504667332548366,0.20699064410163648,0.09197785069149904,0.0,5.096646508428382e-32,1.0174577347597585e-10,2.2566205060603016e-30,0.0,8.607585223850207e-45,2.3695461699844432e-12,2.9420337659968505e-33,2.730555790515923e-32,5.213628327410468e-47,2.387852044686557e-17,3.997741602018777e-22,9.716199429296877e-76,1.0799426407140659e-17,7.18097005881741e-51,3.6953862930671737e-31,4.70995496572119e-56,1.0170148441676306e-10,7.089192098162244e-50,4.0344614252033296e-05,2.2710567090821084e-05,1.4533254078553867e-05,1.8058782957225078e-05,1.4385649398384912e-05,7.2750625515295085e-06,1.32742283864436e-08,2.005375987964331e-08,1.3803973103788475e-15,1.6787766647286204e-10,1.9959792548816444e-08,7.1290622656648235e-09,1.7060780219877983e-16,7.1903885589860785e-06,4.0621213194288176e-11
4.016575490250396e-12,0.06662394546715897,0.0,1.6541469934164017,0.031075110263184432,0.31937936823503604,0.3504665602588747,0.20699044270532596,0.0919776397514376,0.0,5.325242969966983e-32,1.0272201039680762e-10,2.324085772148806e-30,0.0,9.115134938834952e-45,2.4385516922781152e-12,3.0565730396212947e-33,2.783202421121636e-32,5.365144989203757e-47,2.4338932475417843e-17,4.0360983890467464e-22,1.019136060451782e-75,1.0914798789176415e-17,7.389660924413161e-51,3.839255077175566e-31,4.987678279103179e-56,1.0267686765185864e-10,7.36521166205424e-50,4.0555552336967986e-05,2.2927921826928676e-05,1.4673292352024533e-05,1.823177794287421e-05,1.4518061243336788e-05,7.3447636740543945e-06,1.3479785263960067e-08,2.0439879813248563e-08,1.4069166932867272e-15,1.7274839654419205e-10,2.034318816045271e-08,7.3145322622680805e-09,1.7725752108778722e-16,7.259372241314556e-06,4.140441159302534e-11
4.054748713717239e-12,0.06662394546715897,0.0,1.6541459821477142,0.031075110263184432,0.31937908040990853,0.3504663872682386,0.2069902414130404,0.09197743103273243,0.0,5.563164509478121e-32,1.0369824683576058e-10,2.3929179635862266e-30,0.0,9.647382505215103e-45,2.5088869712513056e-12,3.174424387847009e-33,2.8363516773731196e-32,5.519569048934296e-47,2.4803740546351827e-17,4.0744551387641684e-22,1.0684932206213163e-75,1.1030394919897949e-17,7.602356282857443e-51,3.987284039567643e-31,5.278915800558409e-56,1.0365224226084245e-10,7.649213854555985e-50,4.0764269075498175e-05,2.3145266036998417e-05,1.4813342491215795e-05,1.84047676027443e-05,1.4650369214937158e-05,7.414462821930043e-06,1.3686195189882423e-08,2.082967084404103e-08,1.4336882971718216e-15,1.7771228032393155e-10,2.073020284294221e-08,7.502859092788746e-09,1.8409990254672173e-16,7.328355764616328e-06,4.219508672891684e-11
4.092921937184082e-12,0.06662394546715897,0.0,1.6541449731757814,0.031075110263184432,0.3193787925898976,0.3504662142829279,0.20699004022469789,0.09197722451199423,0.0,5.810748641315086e-32,1.0467448279284958e-10,2.463132135018452e-30,0.0,1.0205280117981397e-44,2.5805648099633622e-12,3.2956510408164835e-33,2.8900035578239346e-32,5.676928133979951e-47,2.527294464954067e-17,4.112811851190312e-22,1.1197444107460796e-75,1.1146214811156351e-17,7.819094186607306e-51,4.139552601178519e-31,5.584188549469888e-56,1.0462760824384852e-10,7.941351112700218e-50,4.097078785702863e-05,2.3362599721981485e-05,1.4953404508268282e-05,1.857775193723831e-05,1.4782573394765959e-05,7.484159995113689e-06,1.3893446323019549e-08,2.1223132669038575e-08,1.460712119349124e-15,1.827701942287687e-10,2.112083580601321e-08,7.694054533379784e-09,1.9113863947229695e-16,7.397339129118836e-06,4.299323855009687e-11
4.131095160650925e-12,0.06662394546715897,0.0,1.6541439664773647,0.031075110263184432,0.3193785047750028,0.35046604130294207,0.2069898391402168,0.09197702016608002,0.0,6.068342683893682e-32,1.0565071826808946e-10,2.5347433800406376e-30,0.0,1.0789807241114517e-44,2.653598014767821e-12,3.4203168261040074e-33,2.94415806103978e-32,5.837249871639476e-47,2.574654477487193e-17,4.1511685263444304e-22,1.1729436251532686e-75,1.1262258474821908e-17,8.039912688010825e-51,4.296140933347863e-31,5.904032465996348e-56,1.0560296560101025e-10,8.241777315025086e-50,4.117513182468916e-05,2.3579922882825945e-05,1.509347841515523e-05,1.875073094675674e-05,1.4914673864337201e-05,7.553855193560601e-06,1.4101526984372102e-08,2.1620264985283123e-08,1.4879881571336791e-15,1.879230145090058e-10,2.1515086259551752e-08,7.888130197433605e-09,1.9837746009205415e-16,7.46632233504754e-06,4.3798867004396884e-11
4.1692683841177675e-12,0.06662394546715897,0.0,1.654142962029471,0.031075110263184432,0.3193782169652231,0.35046586832828086,0.20698963815951535,0.09197681797209052,0.0,6.336303944513855e-32,1.0662695326149503e-10,2.6077668312000425e-30,0.0,1.1401971123185576e-44,2.727999395315402e-12,3.548486168703442e-33,2.998815185598305e-32,6.000561889132566e-47,2.6224540912247487e-17,4.189525164245762e-22,1.2281458746669614e-75,1.1378525922783858e-17,8.264849839307173e-51,4.457129957804403e-31,6.238998693186287e-56,1.0657831433246059e-10,8.550647781567179e-50,4.1377323877927767e-05,2.3797235520476774e-05,1.523356422368475e-05,1.8923704631697667e-05,1.5046670705099013e-05,7.623548417224105e-06,1.4310425654913686e-08,2.2021067489840385e-08,1.5155164078405862e-15,1.9317161724859252e-10,2.1912953413601418e-08,8.085097537811019e-09,2.0582012797236502e-16,7.535305382625948e-06,4.461197203934482e-11
4.20744160758461e-12,0.06662394546715897,0.0,1.6541419598093472,0.031075110263184432,0.3193779291605581,0.35046569535894395,0.20698943728251196,0.09197661790736755,0.0,6.614999905289952e-32,1.0760318777308116e-10,2.682217659998857e-30,0.0,1.2042807317781062e-44,2.8037817645569637e-12,3.680224091015999e-33,3.0539749300889135e-32,6.166891813599906e-47,2.6706933051583388e-17,4.227881764913532e-22,1.285407196085535e-75,1.1495017166950105e-17,8.493943692626684e-51,4.622601346650444e-31,6.589653861731519e-56,1.0755365443833186e-10,8.868119273854592e-50,4.157738667507634e-05,2.4014537635875846e-05,1.5373661945502094e-05,1.909667299245674e-05,1.5178563998433726e-05,7.693239666055596e-06,1.4520130973402375e-08,2.242553987979958e-08,1.5432968687849949e-15,1.985168783651588e-10,2.2314436478362996e-08,8.284967849039676e-09,2.1347044202644292e-16,7.604288272075631e-06,4.543255360216421e-11
4.245614831051453e-12,0.06662394546715897,0.0,1.6541409597944794,0.031075110263184432,0.3193776413610071,0.3504655223949307,0.20698923650912515,0.09197641994949148,0.0,6.904808410171018e-32,1.0857942180286264e-10,2.758111076897044e-30,0.0,1.2713380208752127e-44,2.880957938746403e-12,3.815596212838009e-33,3.1096372931125835e-32,6.33626727210324e-47,2.7193721182809758e-17,4.266238328366948e-22,1.3447846616590292e-75,1.1611732219246964e-17,8.727232299990947e-51,4.79263752234638e-31,6.9565803773602325e-56,1.0852898591875588e-10,9.194349994899978e-50,4.1775342635889624e-05,2.423182922996202e-05,1.551377159209185e-05,1.926963602942723e-05,1.531035382565795e-05,7.762928940004576e-06,1.4730631734222238e-08,2.2833681852273258e-08,1.5713295372821087e-15,2.0395967361004748e-10,2.271953466419424e-08,8.487752269482389e-09,2.213322365223615e-16,7.67327100361624e-06,4.626061163977331e-11
4.283788054518296e-12,0.06662394546715897,0.0,1.6541399619625914,0.031075110263184432,0.3193773535665694,0.35046534943624086,0.20698903583927336,0.09197622407627881,0.0,7.206117853032666e-32,1.0955565535085429e-10,2.8354623313151824e-30,0.0,1.3414783540288147e-44,2.9595407374435023e-12,3.954668751348716e-33,3.1658022732816787e-32,6.508715891625402e-47,2.768490529587063e-17,4.304594854625202e-22,1.4063363885664558e-75,1.1728671091618897e-17,8.964753713312856e-51,4.967321657695218e-31,7.34037671086945e-56,1.0950430877386403e-10,9.529499589193626e-50,4.197121394405715e-05,2.4449110303671154e-05,1.5653893174780143e-05,1.9442593743000032e-05,1.544204026802264e-05,7.832616239018643e-06,1.4941916885254355e-08,2.3245493104396972e-08,1.5996144106471813e-15,2.0950087856834725e-10,2.312824718160959e-08,8.693461783475787e-09,2.2940938109108134e-16,7.742253577465539e-06,4.709614609878427e-11
4.321961277985139e-12,0.06662394546715897,0.0,1.6541389662916381,0.031075110263184432,0.3193770657772443,0.35046517648287406,0.20698883527287534,0.0919760302657796,0.0,7.519327366822302e-32,1.10531888417071e-10,2.9142867116373074e-30,0.0,1.4148140951814325e-44,3.0395429835167274e-12,4.097508521098053e-33,3.2224698692197727e-32,6.684265299070394e-47,2.818048538072388e-17,4.342951343707475e-22,1.4701215483930512e-75,1.1845833796028267e-17,9.206545984396713e-51,5.146737675827105e-31,7.741657690796812e-56,1.1047962300378704e-10,9.87372914269654e-50,4.216502254968888e-05,2.4666380857936128e-05,1.579402670473682e-05,1.9615546133563724e-05,1.557362340671317e-05,7.902301563043549e-06,1.5153975525777004e-08,2.3660973333329094e-08,1.6281514861955202e-15,2.15141368658925e-10,2.354057324127989e-08,8.902107223439667e-09,2.3770578073448476e-16,7.811235993839408e-06,4.7939156925502346e-11
4.3601345014519816e-12,0.06662394546715897,0.0,1.6541379727598073,0.031075110263184432,0.31937677799303116,0.3504650035348299,0.20698863480984958,0.09197583849627496,0.0,7.844847013739621e-32,1.1150812100152755e-10,2.9945995452137654e-30,0.0,1.4914606517713295e-44,3.1209775031459856e-12,4.2441829339944294e-33,3.2796400795614676e-32,6.862943121263423e-47,2.86804614273411e-17,4.381307795632927e-22,1.5362003766074747e-75,1.1963220344455067e-17,9.452647164938282e-51,5.330970250183852e-31,8.16105479873164e-56,1.114549286086552e-10,1.0227201182833519e-49,4.2356790171774616e-05,2.4883640893686874e-05,1.5934172192977515e-05,1.9788493201504567e-05,1.57051033228494e-05,7.971984912023192e-06,1.5366796904394597e-08,2.408012223625054e-08,1.6569407612424844e-15,2.2088201913445834e-10,2.3956512054032126e-08,9.113699271957495e-09,2.4622537583341706e-16,7.880218252951877e-06,4.8789644065925166e-11
