Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34)
6.166824469966154e-15,0.06662394546715897,0.0,1.6542723313510024,0.031075110263184432,0.31940963529048755,0.35048476410181834,0.20701218581120318,0.09201809237588542,0.0,1.025631809075098e-40,1.5771770481731512e-13,7.696607411736823e-39,0.0,1.3164220762509974e-61,8.776452516077063e-21,1.730425153032737e-44,6.562365402639244e-38,1.9419438691545285e-55,5.73791215614925e-23,6.197127279495515e-25,9.105207394491582e-90,1.48655729491138e-20,2.674728620028894e-59,2.1689937374972878e-42,7.203449698601127e-73,1.5771759831071512e-13,4.159607247083463e-61,1.0316444036564773e-07,3.529223670822736e-08,2.2441242335515905e-08,2.803756355792529e-08,2.3221829470714744e-08,1.1293534301857775e-08,4.2816713436942465e-13,4.8322463783191224e-14,1.81575746144176e-20,6.283606016903652e-19,4.8322111307051506e-14,4.614947721345235e-16,9.972909601545462e-28,1.114718229809894e-08,9.761797651737728e-17
7.51725585032337e-15,0.06662394546715897,0.0,1.6542722800017677,0.031075110263184432,0.31940962508898013,0.35048475796204515,0.20701217828535834,0.09201806980805281,0.0,1.857732004634035e-40,1.9225524167697738e-13,1.3941344609667602e-38,0.0,4.337362910860064e-61,1.589685936004106e-20,3.816843344640407e-44,9.751150296192741e-38,3.517452554338804e-55,8.526079324147599e-23,7.554194330816977e-25,2.449588637591407e-89,1.8121660395931755e-20,4.844749205213426e-59,4.785999276843488e-42,2.3734010943532863e-72,1.9225508341656055e-13,9.178398668827156e-61,1.2573218970999223e-07,4.302060895984794e-08,2.7355530180167206e-08,3.417730210337442e-08,2.830662857510048e-08,1.3766622438699389e-08,5.34718898384483e-13,7.180325495292421e-14,2.3013311572485205e-20,1.1381507438246549e-18,7.180261651270094e-14,6.97386378316734e-16,2.2005462232331407e-27,1.3588228020333612e-08,1.4505251585794464e-16
8.867687230680584e-15,0.06662394546715897,0.0,1.6542722286611218,0.031075110263184432,0.3194096148874793,0.35048475182227884,0.20701217075965492,0.09201804724866987,0.0,3.049547370331665e-40,2.2679277793161336e-13,2.2886036387239934e-38,0.0,1.1519763872908506e-60,2.6095425832961484e-20,7.374076169278874e-44,1.3569313394411416e-37,5.774050299027528e-55,1.186455417584615e-22,8.91126133280321e-25,5.559222029108698e-89,2.1378026539965568e-20,7.952865082000024e-59,9.248861573959086e-42,6.303604497030759e-72,2.2679255770260021e-13,1.7737106033201518e-60,1.482914894029046e-07,5.074896788025542e-08,3.226982925504409e-08,4.031703390478535e-08,3.339128648062341e-08,1.6239708089107136e-08,6.458611554443934e-13,9.991847011605103e-14,2.818505387854007e-20,1.868320479935356e-18,9.991742209137163e-14,9.866520066961227e-16,4.252489754458944e-27,1.602927349293432e-08,2.0184932976686105e-16
1.02181186110378e-14,0.06662394546715897,0.0,1.654272177329061,0.031075110263184432,0.31940960468598506,0.3504847456825192,0.20701216323409294,0.09201802469773339,0.0,4.665698620474515e-40,2.6133031358122355e-13,3.5015909077447157e-38,0.0,2.654279443220561e-60,3.9925137252475413e-20,1.2968548710044306e-43,1.8016854492979248e-37,8.834090722499447e-55,1.5753336654970436e-22,1.0268328285455144e-24,1.1213601996956024e-88,2.4634671381532968e-20,1.2167599518454378e-58,1.626876584657444e-41,1.4524193429910618e-71,2.6133002116884587e-13,3.1199615787743465e-60,1.7084234260793017e-07,5.847731346951891e-08,3.7184139562454135e-08,4.645675896219717e-08,3.847580319122484e-08,1.87127912530962e-08,7.615916587605826e-13,1.326680956408597e-13,3.367280141339987e-20,2.8584588495512718e-18,1.3266649220437009e-13,1.3315421215212638e-15,7.480111514059683e-27,1.8470318715928094e-08,2.6800841670574075e-16
1.1568549991395014e-14,0.06662394546715897,0.0,1.6542721260055824,0.031075110263184432,0.31940959448449735,0.3504847395427664,0.20701215570867235,0.09201800215524025,0.0,6.770806514505174e-40,2.958678486258087e-13,5.081624877558519e-38,0.0,5.511532847533563e-60,5.793898298542554e-20,2.1258606498214666e-43,2.309377338767005e-37,1.2819927521315178e-54,2.019242670525202e-22,1.1625395188773704e-24,2.0724128936612833e-88,2.7891594920951797e-20,1.7657475889084095e-58,2.667235618872973e-41,3.0159058566953603e-71,2.958674738153094e-13,5.115123796713683e-60,1.9338475248745566e-07,6.620564572770754e-08,4.209846110470379e-08,5.259647727564893e-08,4.356017871084593e-08,2.1185871930681763e-08,8.819081626190483e-13,1.7005211789575364e-13,3.947655405788241e-20,4.148154658531084e-18,1.7004979101331305e-13,1.7343061088025875e-15,1.2263488453395317e-26,2.0911363689341943e-08,3.4352977513641345e-16
1.4269412752109444e-14,0.06662394546715897,0.0,1.6542720233843586,0.031075110263184432,0.3194095740815416,0.3504847272632809,0.2070121406582555,0.09201795709557131,0.0,1.2706374946748893e-39,3.649429168999067e-13,9.53697564696873e-38,0.0,1.9007287819527368e-59,1.0873104965699418e-19,4.900025132150105e-43,3.513574374894749e-37,2.4058404372809165e-54,3.0721529294241666e-22,1.433952884741441e-24,5.852577580895931e-88,3.4406278094615796e-20,3.3136747024030344e-58,6.149159164878632e-41,1.0400770889769603e-70,3.6494234664893695e-13,1.1792631106183558e-59,2.384442549139661e-07,8.166227025113651e-08,5.192713790294254e-08,6.48758936708285e-08,5.3728506192911256e-08,2.6132025826703002e-08,1.1362901942817484e-12,2.587232980700716e-13,5.203207419898772e-20,7.784572362866894e-18,2.587189313672831e-13,2.722448052181188e-15,2.8272734377816327e-26,2.5793452887537907e-08,5.22659300321483e-16
1.6970275512823874e-14,0.06662394546715897,0.0,1.654271920797426,0.031075110263184432,0.319409553678612,0.3504847149838224,0.20701212560840432,0.09201791206963776,0.0,2.1373218268029112e-39,4.3401798275391245e-13,1.6043006693206328e-37,0.0,5.294276599584841e-59,1.828956120215296e-19,9.775655552077005e-43,4.969522284628204e-37,4.0468309340708474e-54,4.34518614927899e-22,1.705366230873275e-24,1.3825519479275659e-87,4.092207606350307e-20,5.5738863988045044e-58,1.2269468089627196e-40,2.8970233964352252e-70,4.340171762035773e-13,2.3529943780371922e-59,2.8347002195764344e-07,9.711884145109493e-08,6.175585966818942e-08,7.715528309063631e-08,6.389626895834645e-08,3.1078169777292046e-08,1.4089893068526936e-12,3.6593190158888256e-13,6.585161334840144e-20,1.309427836787564e-17,3.659245564533602e-13,3.969050717179298e-15,5.64128378310773e-26,3.067554108773815e-08,7.392378930211084e-16
1.9671138273538305e-14,0.06662394546715897,0.0,1.6542718182447582,0.031075110263184432,0.31940953327570865,0.35048470270439086,0.2070121105591188,0.09201786707741431,0.0,3.328830229195383e-39,5.030930461878313e-13,2.4988170580221295e-37,0.0,1.2716650661453838e-58,2.8485672065056084e-19,1.762577821812454e-42,6.677220904924685e-37,6.302847113980301e-54,5.838342285097384e-22,1.976779557273613e-24,2.882274116197568e-87,4.743898883016132e-20,8.681201259577247e-58,2.212451871237451e-40,6.958539743752456e-70,5.030919624793247e-13,4.242961979619252e-59,3.2846207887387085e-07,1.1257535932813514e-07,7.158462641885465e-08,8.943464553538446e-08,7.40634670386765e-08,3.602430378256993e-08,1.6999875751223443e-12,4.916778194041493e-13,8.093517055267106e-20,2.039397309652368e-17,4.916663795772417e-13,5.492068551137591e-15,1.0172472362489639e-25,3.555762829015847e-08,9.93265540937973e-16
2.2372001034252735e-14,0.06662394546715897,0.0,1.654271715726331,0.031075110263184432,0.3194095128728315,0.3504846904249863,0.20701209551039887,0.09201782211887577,0.0,4.8968592791338806e-39,5.721681072016687e-13,3.6761015719998903e-37,0.0,2.7372654321025192e-58,4.1903848471085157e-19,2.9471766062685685e-42,8.63667007288612e-37,9.271771821494441e-54,7.551621291896665e-22,2.2481928639431986e-24,5.473972667165938e-87,5.395701639714033e-20,1.277043782900268e-57,3.699700166836863e-40,1.4978291526824224e-69,5.72166705476273e-13,7.095156475832881e-59,3.734204508993386e-07,1.2803182388280925e-07,8.141343817333083e-08,1.0171398100538484e-07,8.423010046542458e-08,4.0970427842657555e-08,2.009267091195636e-12,6.359609424698501e-13,9.728274485834633e-20,3.000035271011905e-17,6.359441140500599e-13,7.30943862775187e-15,1.701060977337048e-25,4.04397144950145e-08,1.2847422317781724e-15
2.5072863794967165e-14,0.06662394546715897,0.0,1.654271613242118,0.031075110263184432,0.3194094924699805,0.35048467814560874,0.20701208046224448,0.0920177771939969,0.0,6.893105542324473e-39,6.412431657954296e-13,5.175018446346338e-37,0.0,5.409492719224994e-58,5.898650700968453e-19,4.6480488696509063e-42,1.0847869625756134e-36,1.3051487857416847e-53,9.48502312470357e-22,2.5196061508827713e-24,9.669568186531352e-87,6.047615876699196e-20,1.7976414591194473e-57,5.835236216439362e-40,2.960069455286907e-69,6.412414051945169e-13,1.119061671774284e-58,4.1834516325241287e-07,1.434882351156691e-07,9.124229494999306e-08,1.1399328950094919e-07,9.439616927011202e-08,4.591654195767562e-08,2.336809964144552e-12,7.987811617419545e-13,1.1489433531197918e-19,4.2230109134624033e-17,7.987574731883253e-13,9.439080995655489e-15,2.6829499864015035e-25,4.532179970252173e-08,1.6136679532511277e-15
2.7773726555681595e-14,0.06662394546715897,0.0,1.654271510792095,0.031075110263184432,0.31940947206715564,0.35048466586625815,0.20701206541465572,0.0920177323027525,0.0,9.369265584378637e-39,7.103182219691198e-13,7.034441536334321e-37,0.0,9.980985252791192e-58,8.017607016567774e-19,6.996769730372116e-42,1.3310819400923203e-36,1.7739877997303124e-53,1.1638547738554464e-21,2.7910194180930734e-24,1.6120020044100876e-86,6.699641594227012e-20,2.4433949995487912e-57,8.784305165496606e-40,5.461585906079088e-69,7.103160616341501e-13,1.6846245257512517e-58,4.632362411327258e-07,1.5894459302726623e-07,1.0107119676719877e-07,1.2627257102238897e-07,1.0456167348425822e-07,5.086264612774477e-08,2.6825983203857193e-12,9.801383681784499e-13,1.3376994096012372e-19,5.739993002514364e-17,9.801061703139943e-13,1.1898898299505002e-14,4.0388935605591e-25,5.020388391289549e-08,1.980042693069648e-15
3.0474589316396025e-14,0.06662394546715897,0.0,1.654271408376236,0.031075110263184432,0.319409451664357,0.35048465358693454,0.20701205036763246,0.09201768744511737,0.0,1.2377035981711914e-38,7.793932757227441e-13,9.293254534051491e-37,0.0,1.7406677185952895e-57,1.0591496652949972e-18,1.0140126951560976e-41,1.602551923592369e-36,2.34348250083903e-53,1.4012195088495566e-21,3.0624326655748464e-24,2.5632237960068166e-86,7.351778792553088e-20,3.22778624797575e-57,1.2731260364139287e-39,9.524917539283359e-69,7.793906747952666e-13,2.441559003041924e-58,5.080937097207836e-07,1.7440089761815215e-07,1.1090014364328719e-07,1.3855182557001554e-07,1.1472661313938064e-07,5.580874035298538e-08,3.0466143040410266e-12,1.180032452739364e-12,1.5390956084933625e-19,7.582649872949146e-17,1.1799899187545378e-12,1.470677541809176e-14,5.853657415185022e-25,5.508596712635099e-08,2.3838664389499883e-15
3.5876314837824885e-14,0.06662394546715897,0.0,1.654271203646911,0.031075110263184432,0.31940941085883834,0.35048462902836824,0.20701202027528234,0.09201759783057442,0.0,2.0194194174906302e-38,9.175433759698178e-13,1.516463336683802e-36,0.0,4.633577719489429e-57,1.7281050294412538e-18,1.947271505328941e-41,2.2210168436296698e-36,3.8235920595299537e-53,1.9419857816881596e-21,3.6052591013557715e-24,5.795203812503545e-86,8.656387632623497e-20,5.266409227743388e-57,2.4450214219370845e-39,2.535489338283693e-68,9.175397712823256e-13,4.6889836835680666e-58,5.977079196481771e-07,2.0531334683999444e-07,1.3055817264538014e-07,1.6311025374507334e-07,1.350547988986147e-07,6.570089896946203e-08,3.829257817048371e-12,1.6354308200846716e-12,1.9798083953720118e-19,1.2371659154021763e-16,1.6353614229174498e-12,2.1438161350020683e-14,1.1241919880123752e-24,6.485013056336722e-08,3.3038608997779674e-15
4.0341895383644333e-14,0.06662394546715897,0.0,1.6542710345011262,0.031075110263184432,0.3194093771251912,0.35048460872600085,0.20701199539978876,0.09201752384795124,0.0,2.8712561304712465e-38,1.0317513930445576e-12,2.1563643629207885e-36,0.0,9.367340651273403e-57,2.4570724333376287e-18,3.113002446866508e-41,2.808333248910206e-36,5.436469093759814e-53,2.455516978870947e-21,4.0540110492170965e-24,1.0418332631581806e-85,9.735238196123438e-20,7.487898958801974e-57,3.908887882573437e-39,5.125799804701321e-68,1.031746835151914e-12,7.496342982983156e-58,6.716902675044861e-07,2.3086835911260483e-07,1.4680950705834348e-07,1.8341250690649388e-07,1.5185830760668095e-07,7.387866895413011e-08,4.5311620148407145e-12,2.067891339563014e-12,2.382319724042206e-19,1.7590206041314623e-16,2.0677926698941008e-12,2.8209692039275206e-14,1.7972673205794743e-24,7.292211457355952e-08,4.177520792201679e-15
4.480747592946378e-14,0.06662394546715897,0.0,1.654270865448416,0.031075110263184432,0.3194093433916156,0.3504845884237072,0.20701197052584072,0.09201744995688613,0.0,3.934182263557963e-38,1.1459594035036325e-12,2.9549457519422244e-36,0.0,1.7585997948182018e-56,3.3666883452177822e-18,4.73733094701008e-41,3.464470356799894e-36,7.449024884693236e-53,3.0292230668022236e-21,4.502762943155977e-24,1.761020294678076e-85,1.0814393517918164e-19,1.0259884626523738e-56,5.948693148876195e-39,9.623040942771319e-68,1.1459537807122237e-12,1.1408222413969772e-57,7.455810572800597e-07,2.56423225629403e-07,1.6306096488140873e-07,2.0371468633356022e-07,1.6866027338072232e-07,8.205641175414901e-08,5.2826685643768895e-12,2.5510247319881758e-12,2.8193852861693227e-19,2.4101886416592438e-16,2.5508895363353026e-12,3.615959013568466e-14,2.7351598596726636e-24,8.099409586120858e-08,5.1535548687592995e-15
4.927305647528323e-14,0.06662394546715897,0.0,1.654270696488667,0.031075110263184432,0.3194093096581116,0.3504845681214873,0.20701194565343808,0.09201737615726585,0.0,5.231564048258246e-38,1.2601674073470662e-12,3.92980867101086e-36,0.0,3.109357322185043e-56,4.4769515924446735e-18,6.927191563645193e-41,4.189428094260393e-36,9.905501143886968e-53,3.663104025189641e-21,4.9515147831757614e-24,2.8317554199440177e-85,1.1893853599168663e-19,1.3643302375324011e-56,8.698744559084154e-39,1.7014372545259638e-67,1.2601606079636784e-12,1.6682193876038788e-57,8.193804022786014e-07,2.8197794639287463e-07,1.793125461969849e-07,2.240167920276746e-07,1.8546069636314238e-07,9.023412737005895e-08,6.083697230108674e-12,3.084830504567983e-12,3.2910050386595047e-19,3.204982553034262e-16,3.0846507266655276e-12,4.536822065242072e-14,3.999626469344106e-24,8.906607442728299e-08,6.231963074019937e-15
5.373863702110268e-14,0.06662394546715897,0.0,1.6542705276217662,0.031075110263184432,0.3194092759246791,0.35048454781934113,0.2070119207825807,0.09201730244897714,0.0,6.786767733514271e-38,1.3743754045748825e-12,5.098561493886843e-36,0.0,5.232216558991781e-56,5.807861445922991e-18,9.800671365003776e-41,4.983206388360978e-36,1.2850139563695952e-52,4.357159833748029e-21,5.4002665692798e-24,4.369568547669776e-85,1.2973618441037463e-19,1.7699088323168226e-56,1.230735782634229e-38,2.8630636589784744e-67,1.3743673169067007e-12,2.360269451122923e-57,8.930884156643539e-07,3.075325214055038e-07,1.9556425108734903e-07,2.4431882399023766e-07,2.022595766963306e-07,9.841181580239909e-08,6.934167905352757e-12,3.669308164525266e-12,3.7971789384190577e-19,4.157714543355486e-16,3.66907494534994e-12,5.5915819294875056e-14,5.6588660204799075e-24,9.713805027275018e-08,7.412745352576902e-15
5.820421756692213e-14,0.06662394546715897,0.0,1.6542703588475993,0.031075110263184432,0.3194092421913183,0.35048452751726866,0.20701189591326852,0.09201722883190701,0.0,8.623159593414074e-38,1.4885833951871058e-12,6.478819856785619e-36,0.0,8.446028518660035e-56,7.379417625927724e-18,1.3487093564836568e-40,5.845805166279178e-36,1.632718182183598e-52,5.11139047219944e-21,5.849018301471444e-24,6.512918266137271e-85,1.405368804468866e-19,2.2488178567856235e-56,1.6936962090373643e-38,4.6216582255684483e-67,1.4885739075417138e-12,3.248122821769725e-57,9.667052104612281e-07,3.3308695066977243e-07,2.1181607963464525e-07,2.6462078222264867e-07,2.1905691452266235e-07,1.065894770517074e-07,7.834000613054078e-12,4.3044572190979064e-12,4.337906942354451e-19,5.282696496908039e-16,4.304160896894549e-12,6.788249169431451e-14,7.787567827678343e-24,1.0521002339857656e-07,8.695901649047663e-15
6.266979811274159e-14,0.06662394546715897,0.0,1.6542701901660546,0.031075110263184432,0.3194092084580289,0.3504845072152699,0.20701187104550123,0.09201715530594262,0.0,1.0764105932654325e-37,1.6027913791837596e-12,8.08820664431271e-36,0.0,1.3159718197279162e-55,9.211620301126353e-18,1.8126996420015728e-40,6.777224355300395e-36,2.0380869580198318e-52,5.925795920273127e-21,6.297769979754042e-24,9.425267370009742e-85,1.5134062411287904e-19,2.807150918538966e-56,2.276407341102129e-38,7.200984244535476e-67,1.6027803798691383e-12,4.365631486603206e-57,1.0402308995532374e-06,3.5864123418816103e-07,2.280680319208856e-07,2.849226667263056e-07,2.3585270998449847e-07,1.1476711111852082e-07,8.783115505332101e-12,4.990277175538797e-12,4.913189007372318e-19,6.59423997738689e-16,4.9899072858461474e-12,8.134821386277351e-14,1.0466899596984504e-23,1.1328199380572741e-07,1.0081431908073594e-14
6.713537865856104e-14,0.06662394546715897,0.0,1.6542700215770183,0.031075110263184432,0.31940917472481123,0.350484486913345,0.2070118461792788,0.09201708187097116,0.0,1.323297309401865e-37,1.7169993565648687e-12,9.944352005958899e-36,0.0,1.988764945903805e-55,1.1324470090575935e-17,2.387215783057846e-40,7.777463882817964e-36,2.5055444486186793e-52,6.800376157705555e-21,6.746521604130942e-24,1.3297154786716886e-84,1.6214741542002404e-19,3.451001623181352e-56,2.9979325667431794e-38,1.088250102125583e-66,1.7169867338893963e-12,5.749354960591337e-57,1.1136655956843637e-06,3.841953719631482e-07,2.4432010802794963e-07,3.052244775026049e-07,2.526469632241858e-07,1.2294471800337503e-07,9.781432863556565e-12,5.7267675411158484e-12,5.523025090379449e-19,8.106656227650532e-16,5.726312816792333e-12,9.63928321166503e-14,1.3784521770548165e-23,1.2135396149516686e-07,1.1569336074319772e-14
7.16009592043805e-14,0.06662394546715897,0.0,1.6542698530803772,0.031075110263184432,0.31940914099166506,0.35048446661149374,0.2070118213146011,0.09201700852688006,0.0,1.6053127464920928e-37,1.8312073273304573e-12,1.2064893331066351e-35,0.0,2.926654535685059e-55,1.3737968061696858e-17,3.0885557804162587e-40,8.846523676332612e-36,3.0395148170675103e-52,7.735131164240363e-21,7.195273174605494e-24,1.8348275538745798e-84,1.7295725438000919e-19,4.186463574040273e-56,3.878742341032325e-38,1.6014622650139508e-66,1.8311929696029095e-12,7.438551249745813e-57,1.1870094114591998e-06,4.097493639972107e-07,2.6057230803758504e-07,3.255262145529418e-07,2.694396743840568e-07,1.3112229770680465e-07,1.0828873097702298e-11,6.513927823111923e-12,6.167415148282801e-19,9.83425617012976e-16,6.513376194361415e-12,1.1309606372370006e-13,1.783456598484546e-23,1.2942592646785791e-07,1.3159614092474672e-14
7.606653975019995e-14,0.06662394546715897,0.0,1.6542696846760194,0.031075110263184432,0.31940910725859056,0.3504844463097162,0.2070117964514679,0.09201693527355687,0.0,1.9247935486163636e-37,1.9454152914805475e-12,1.446747525651572e-35,0.0,4.207340896836675e-55,1.6472115731424902e-17,3.934138986442445e-40,9.984403663452394e-36,3.644422224864775e-52,8.73006091962837e-21,7.644024691181047e-24,2.4829558948966127e-84,1.8377014100453755e-19,5.01963037225449e-56,4.940715619151166e-38,2.3022524268074585e-66,1.9453990870100983e-12,9.475179604134947e-57,1.260262459342979e-06,4.353032102928236e-07,2.768246320314083e-07,3.458278778787099e-07,2.862308436064301e-07,1.3929985022934322e-07,1.1925356746272318e-11,7.351757528824838e-12,6.846359137989491e-19,1.1791350406727356e-15,7.351096123222414e-12,1.3153749697983758e-13,2.2717641796770183e-23,1.3749788872476257e-07,1.485226590724996e-14
8.053212029601941e-14,0.06662394546715897,0.0,1.6542695163638321,0.031075110263184432,0.31940907352558756,0.3504844260080124,0.20701177158987916,0.09201686211088923,0.0,2.284076366092243e-37,2.0596232490151663e-12,1.716974965879263e-35,0.0,5.92448941405044e-55,1.954691506584214e-17,4.942504909801799e-40,1.1191103771892398e-35,4.3246908318553296e-52,9.78516540362755e-21,8.092776153860946e-24,3.3025248613890863e-84,1.945860753053276e-19,5.956595616684951e-56,6.207138354974583e-38,3.241874169462077e-66,2.059605086111382e-12,1.190389764347565e-56,1.3334248516618962e-06,4.6085691085246034e-07,2.9307708009090397e-07,3.661294674813016e-07,3.0302047103360983e-07,1.4747737557152312e-07,1.3070804475951513e-11,8.240256165567329e-12,7.559857016406796e-19,1.39922492189585e-15,8.239471308085016e-12,1.517965915562355e-13,2.854082991599907e-23,1.4556984826684164e-07,1.664729146338025e-14
8.94632813876583e-14,0.06662394546715897,0.0,1.6542691800155187,0.031075110263184432,0.3194090060597963,0.3504843854048259,0.20701172187133426,0.09201671605707205,0.0,3.1313946862201548e-37,2.2880391442380787e-12,2.3544019660010127e-35,0.0,1.1135263338162326e-54,2.6798478847216366e-17,7.527352983554442e-40,1.381096406412843e-35,5.929008275032803e-52,1.2075898476527135e-20,8.990278917547179e-24,5.587584906143349e-84,2.1622708698264412e-19,8.166295828944982e-56,9.453522638357944e-38,6.09320367937684e-66,2.288016729397916e-12,1.81297474367152e-56,1.4794781182146123e-06,5.119638747736893e-07,3.2558234873219654e-07,4.0673242552251853e-07,3.365951010715342e-07,1.6383234471693084e-07,1.5508275486114503e-11,1.016925826146651e-11,9.090514267003185e-19,1.9182700093552517e-15,1.0168182264857146e-11,1.9808496040100316e-13,4.346827597476454e-23,1.6171375921036075e-07,2.0544463578757712e-14
9.83944424792972e-14,0.06662394546715897,0.0,1.6542688440345399,0.031075110263184432,0.31940893859429126,0.3504843448019343,0.2070116721589653,0.0920165703645327,0.0,4.1659610763290385e-37,2.5164550129993884e-12,3.1329063358443207e-35,0.0,1.9708419825425233e-54,3.565268415378413e-17,1.1013851762057522e-39,1.6706103976898592e-35,7.887860394065285e-52,1.4607330221146014e-20,9.887781465690976e-24,8.991922800425483e-84,2.3788028950601534e-19,1.0864312958601225e-55,1.3832363699078719e-37,1.0784424781175244e-65,2.5164278994658635e-12,2.652740761043774e-56,1.6251701069486067e-06,5.63070255780649e-07,3.580881146107201e-07,4.473350886877036e-07,3.701635656359799e-07,1.801872051472647e-07,1.8140654021196427e-11,1.2300930169609175e-11,1.0759386555333423e-18,2.5520084635376283e-15,1.2299498703168406e-11,2.5259427924381386e-13,6.360316617336301e-23,1.7785765930607992e-07,2.4851129996934645e-14
1.073256035709361e-13,0.06662394546715897,0.0,1.6542685084200006,0.031075110263184432,0.31940887112907235,0.35048430419933757,0.2070116224527711,0.09201642503237754,0.0,5.406469080488145e-37,2.744870855299285e-12,4.066635667067545e-35,0.0,3.319148788072581e-54,4.6269562950956764e-17,1.5590683835985742e-39,1.9876522935762854e-35,1.0236640410423341e-51,1.7379460475805165e-20,1.0785283798319103e-23,1.388405172562221e-83,2.5954568296974326e-19,1.4099395717626893e-55,1.958065248474112e-37,1.8162343242132036e-65,2.744838596318572e-12,3.7551379437599225e-56,1.770501711480467e-06,6.141760538930623e-07,3.905943783736439e-07,4.879374569879459e-07,4.0372586586486994e-07,1.9654195686674347e-07,2.0967310012808783e-11,1.4635267949032465e-11,1.2566473536661556e-18,3.311887355969582e-15,1.4633410262158807e-11,3.159556113963954e-13,9.003535783568421e-23,1.9400154856164602e-07,2.9567290276591164e-14
1.16256764662575e-13,0.06662394546715897,0.0,1.6542681731710065,0.031075110263184432,0.3194088036641397,0.3504842635970357,0.20701157275275053,0.09201628005971517,0.0,6.871612465928176e-37,2.9732866711379622e-12,5.169749139972542e-35,0.0,5.361495991315246e-54,5.880915443358739e-17,2.146446139907873e-39,2.332222036797759e-35,1.3010741519525285e-51,2.03922890789394e-20,1.1682785915458335e-23,2.070573065268025e-83,2.8122326746837484e-19,1.7920292782108428e-55,2.6957900840247244e-37,2.933804164472649e-65,2.97324881995938e-12,5.16993556834786e-56,1.915473823217724e-06,6.652812691306241e-07,4.2310114066605613e-07,5.285395304343126e-07,4.372820028959008e-07,2.1289659987956833e-07,2.3987615424430155e-11,1.7172267659010255e-11,1.4511774866254192e-18,4.209353245616131e-15,1.716990658161704e-11,3.8879798124698346e-13,1.2395830090285821e-22,2.1014542698468868e-07,3.4692943976752643e-14
1.2518792575421392e-13,0.06662394546715897,0.0,1.6542678382866673,0.031075110263184432,0.3194087361994933,0.35048422299502874,0.20701152305890244,0.0920161354456564,0.0,8.580085280350707e-37,3.201702460515612e-12,6.456417538369429e-35,0.0,8.358590171960831e-54,7.343150505295344e-17,2.8859748219052024e-39,2.704319570249217e-35,1.6245556891946478e-51,2.3645815869097217e-20,1.2580287817135432e-23,2.9978610832706437e-83,3.029130430967014e-19,2.23757527939111e-55,3.624616910396145e-37,4.573810258131097e-65,3.2016585703916204e-12,6.95122736868768e-56,2.060087331361567e-06,7.163859015130013e-07,4.5560840213096724e-07,5.691413090378482e-07,4.708319778665419e-07,2.2925113418992284e-07,2.7200944247379386e-11,1.9911925359052694e-11,1.6595290199380534e-18,5.2558521786958804e-15,1.9908977301980228e-11,4.717483782893013e-13,1.6666916923324815e-22,2.2628929458281982e-07,4.022809065678308e-14
1.3411908684585282e-13,0.06662394546715897,0.0,1.654267503766094,0.031075110263184432,0.3194086687351329,0.35048418239331647,0.2070114733712257,0.09201599118931422,0.0,1.055058191460745e-36,3.430118223432427e-12,7.940823257073543e-35,0.0,1.2638666173668016e-53,9.029666853655824e-17,3.801907058638021e-39,3.1039448369944474e-35,1.9976479674025893e-51,2.71400406849406e-20,1.3477789503377152e-23,4.231088413971312e-83,3.2461500994975804e-19,2.7514524361514446e-55,4.775007985926676e-37,6.915862214944134e-65,3.4300678476186174e-12,9.15743418906819e-56,2.204343122910923e-06,7.674899510598333e-07,4.88116163409316e-07,6.097427928095761e-07,5.043757919140356e-07,2.4560555980197257e-07,3.0606672495517023e-11,2.2854237108905656e-11,1.881701919131233e-18,6.4628296886113415e-15,2.285061206433349e-11,5.654317624277591e-13,2.1956892825447944e-22,2.4243315136363376e-07,4.61727298763781e-14
1.4305024793749173e-13,0.06662394546715897,0.0,1.6542671696084006,0.031075110263184432,0.31940860127105875,0.3504841417918991,0.2070114236897191,0.09201584728980387,0.0,1.2801797170353226e-36,3.6585339598886e-12,9.63716028539889e-35,0.0,1.8607866746329948e-53,1.0956470588461619e-16,4.920289235346609e-39,3.5310977802652885e-35,2.4238902986511687e-51,3.087496336524463e-20,1.437529097421025e-23,5.840393408539686e-83,3.463291681228224e-19,3.338535605814679e-55,6.17967865809929e-37,1.018220071270453e-64,3.658476651643691e-12,1.185129798715433e-55,2.3482420826710138e-06,8.185934177907319e-07,5.206244251399785e-07,6.503439817604981e-07,5.379134461753977e-07,2.619598767198658e-07,3.420417819579391e-11,2.599919896854982e-11,2.1176961497323903e-18,7.841730796255259e-15,2.5994800510408692e-11,6.704710734497867e-13,2.841621952221416e-22,2.585769973347074e-07,5.2526861195557276e-14
