Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623),CHOX(653),H2NX(201)
1.2449965079022468e-11,0.10504946994334764,0.0,2.6079697370678026,0.031069644952387617,0.3192885874360304,0.3504253557897058,0.20695410265579878,0.09198089181363425,0.0,5.132763620835076e-19,2.7034743735110507e-06,2.3092166184972594e-17,0.0,5.223971586224093e-29,2.522825826024452e-09,2.610013790627917e-21,5.575572955638848e-21,2.0468215527945478e-29,3.1371243913153504e-11,3.5263434816846104e-13,8.166849081464073e-47,1.9185714502753494e-09,4.432183281996665e-31,4.242818764582552e-20,2.2747510042121366e-36,2.699824579614348e-06,1.0283190192388327e-32,3.73356145607905e-05,5.707121645082463e-05,0.0001103734664583557,5.673287546047508e-05,2.9867964845839465e-05,3.9494076429017275e-05,4.799930341331766e-06,4.448667265259655e-06,2.0680074825052556e-09,1.0598850829607582e-06,9.228317183075817e-06,1.5251868061942531e-05,6.308909091929296e-13,2.7680588208131e-05,8.861502419092329e-12,1.183449366006703e-09,4.312623023483298e-10,5.673057981935127e-07,2.328433706527241e-13,1.0033842358142601e-11,1.4688214905248901e-05
1.2499552445053927e-11,0.10504946994334764,0.0,2.607968248488072,0.031069626066244596,0.3192881379747179,0.35042516809953966,0.2069539407965715,0.09198089132854634,0.0,5.216822481833485e-19,2.7142412804064534e-06,2.336934370120675e-17,0.0,5.349836119246433e-29,2.5589090045266676e-09,2.651701131283981e-21,5.620071148467197e-21,2.071374488358744e-29,3.161991382584978e-11,3.5403869435666693e-13,8.330780276696656e-47,1.926236382932601e-09,4.4853500951986565e-31,4.3106086636389174e-20,2.3295576934957467e-36,2.7105606542018286e-06,1.0447539238167514e-32,3.733657322349573e-05,5.720536261632946e-05,0.00011095194549191324,5.690979871964883e-05,2.9917338653238866e-05,3.966615996527456e-05,4.8113848231395105e-06,4.4849257489998824e-06,2.076847979297522e-09,1.0724839803309809e-06,9.297579481055923e-06,1.5346939703752686e-05,6.423403567962323e-13,2.7788563719926894e-05,8.896071274632809e-12,1.188072521764321e-09,4.311827055302233e-10,5.71810750712114e-07,2.355326253557495e-13,1.0158525637956286e-11,1.4727699186953148e-05
1.254418107448224e-11,0.10504946994334764,0.0,2.6079669085785024,0.03106960909773207,0.3192877336171536,0.35042499946082056,0.20695379538424258,0.09198089091696222,0.0,5.293362133293855e-19,2.723931491685817e-06,2.3620693836181116e-17,0.0,5.46526356917741e-29,2.5917073380612083e-09,2.689644015793902e-21,5.6602707158099756e-21,2.0936393122562817e-29,3.184454442202341e-11,3.553026049876373e-13,8.480559162206104e-47,1.9331350729704105e-09,4.533562241101575e-31,4.372309744115761e-20,2.379819631714319e-36,2.7202230035056993e-06,1.0597127461258956e-32,3.73374141497516e-05,5.7325655229156134e-05,0.00011147333551898943,5.706874722746952e-05,2.996151429278846e-05,3.982099779560521e-05,4.821695637415136e-06,4.51767820885302e-06,2.0848085172444227e-09,1.0839061830203008e-06,9.360099655388744e-06,1.5432698232470808e-05,6.527844752291376e-13,2.7885726482445414e-05,8.92717839446768e-12,1.1922327264293844e-09,4.3111259183744926e-10,5.758802147601613e-07,2.379708301285206e-13,1.027182572576585e-11,1.4763122559083598e-05
1.2584346840967723e-11,0.10504946994334764,0.0,2.6079657025063785,0.031069593849646363,0.31928736982258665,0.35042484791435635,0.20695366472335866,0.09198089056634752,0.0,5.362971551078358e-19,2.7326526778531243e-06,2.3848445680072085e-17,0.0,5.570914259276283e-29,2.6214894508245573e-09,2.7241387185152535e-21,5.69657279320123e-21,2.1138135562906075e-29,3.204738227542548e-11,3.564401237966871e-13,8.617194796195549e-47,1.9393440977126216e-09,4.577247454402083e-31,4.428403728235847e-20,2.4258243533586202e-36,2.7289190224503505e-06,1.0733122514924505e-32,3.7338153711864696e-05,5.743356432839245e-05,0.00011194320021499508,5.721157250553823e-05,3.0001062308836655e-05,3.996032078975186e-05,4.830976838052737e-06,4.5472523613920364e-06,2.0919763149283387e-09,1.0942537598451993e-06,9.416516590037334e-06,1.5510038115783813e-05,6.622983383952777e-13,2.7973160660143166e-05,8.955170874316824e-12,1.1959763959652472e-09,4.310507174150503e-10,5.795548860840839e-07,2.401797439107324e-13,1.0374680772132359e-11,1.479491261521561e-05
1.2624512607453206e-11,0.10504946994334764,0.0,2.6079644962876225,0.031069578623959048,0.3192870061481872,0.3504246965839158,0.20695353426059093,0.0919808902341275,0.0,5.4332714972139785e-19,2.741373860251582e-06,2.4077658231531688e-17,0.0,5.678260237076609e-29,2.651522714812574e-09,2.7589634698984163e-21,5.732990891585214e-21,2.1341169775183644e-29,3.225085507802264e-11,3.5757764188798355e-13,8.755585877715205e-47,1.9455533160436738e-09,4.62121238671396e-31,4.4850346036069855e-20,2.472567267770235e-36,2.7376149509969545e-06,1.0870419871910737e-32,3.733887729255944e-05,5.754113894917226e-05,0.0001124136453749105,5.7354181763747344e-05,3.0040412353233024e-05,4.0099613666102244e-05,4.840259450539138e-06,4.5769182450491095e-06,2.099147251709034e-09,1.1046655549810837e-06,9.473074165099516e-06,1.5587526955842644e-05,6.71921296278425e-13,2.8060583178755784e-05,8.983159633446815e-12,1.1997195780192507e-09,4.309900005617437e-10,5.832410698254359e-07,2.4240246674836445e-13,1.0478379518472503e-11,1.4826616596364699e-05
1.2664678373938688e-11,0.10504946994334764,0.0,2.607963289921087,0.03106956342073136,0.3192866425935933,0.3504245454691722,0.20695340399494913,0.09198088991995026,0.0,5.50426670538144e-19,2.750095038886562e-06,2.4308336182372965e-17,0.0,5.787323167942658e-29,2.6818084960795248e-09,2.794120357631196e-21,5.769525010798267e-21,2.1545499881049113e-29,3.245496274514646e-11,3.587151592626129e-13,8.89574926696903e-47,1.9517627285432645e-09,4.665457930529545e-31,4.5422057673461716e-20,2.5200578087640467e-36,2.7463107891534433e-06,1.1009027780854435e-32,3.7339585250864084e-05,5.7648380176651324e-05,0.0001128846701241664,5.74965753286401e-05,3.007956541612881e-05,4.0238875754041554e-05,4.8495434944222945e-06,4.606675757584728e-06,2.106321327549364e-09,1.1151417431517206e-06,9.529772084473284e-06,1.5665164775495755e-05,6.816542665593703e-13,2.8147994039887428e-05,9.011144672384877e-12,1.2034622726801281e-09,4.3093043631020084e-10,5.869387644450559e-07,2.446390413087681e-13,1.0582927101267878e-11,1.4858234613769707e-05
1.2704844140424171e-11,0.10504946994334764,0.0,2.6079620834056407,0.031069548240024385,0.3192862791584443,0.3504243945697996,0.20695327392544802,0.09198088962347199,0.0,5.57596192900114e-19,2.7588162137634287e-06,2.454048422469332e-17,0.0,5.898124923715116e-29,2.7123481641116196e-09,2.8296114758457345e-21,5.806175150676878e-21,2.1751130002149507e-29,3.265970519214018e-11,3.5985267592165586e-13,9.037701931761876e-47,1.957972335790175e-09,4.709984978339714e-31,4.599920627059233e-20,2.568305500060042e-36,2.7550065369277623e-06,1.1148954515941965e-32,3.734027793778568e-05,5.775528909257524e-05,0.00011335627359029361,5.7638753526265994e-05,3.0118522482722874e-05,4.037810638629096e-05,4.858828988293222e-06,4.636524796285699e-06,2.113498542412183e-09,1.1256824987879377e-06,9.586610051926972e-06,1.5742951597893365e-05,6.914981718925389e-13,2.8235393245141467e-05,9.03912599165768e-12,1.2072044800370867e-09,4.3087201981005455e-10,5.906479684038828e-07,2.4688951023016025e-13,1.068832867280118e-11,1.4889766778588834e-05
1.2745009906909654e-11,0.10504946994334764,0.0,2.6079608767401625,0.03106953308189907,0.3192859158423808,0.3504242438854726,0.20695314405110724,0.09198088934435664,0.0,5.648361941277371e-19,2.7675373848875375e-06,2.4774107050875266e-17,0.0,6.01068758400728e-29,2.743143091825085e-09,2.8654389251172366e-21,5.8429413110576795e-21,2.1958064260125312e-29,3.286508233435864e-11,3.6099019186618776e-13,9.181460947841607e-47,1.9641821383622735e-09,4.754794422633891e-31,4.658182600838753e-20,2.6173199558477008e-36,2.7637021943278666e-06,1.129020837690471e-32,3.7340955696492516e-05,5.786186677529009e-05,0.00011382845490290425,5.7780716682181604e-05,3.0157284533286587e-05,4.051730489889521e-05,4.868115949804002e-06,4.666465257968329e-06,2.120678896260342e-09,1.136287996027137e-06,9.643587771102005e-06,1.5820887446472036e-05,7.014539399183876e-13,2.8322780796120542e-05,9.067103591789828e-12,1.2109462001802706e-09,4.3081474627481615e-10,5.943686801630074e-07,2.4915391612149774e-13,1.0794589401158414e-11,1.4921213201900189e-05
1.2785175673395137e-11,0.10504946994334764,0.0,2.6079596699235457,0.031069517946416225,0.31928555264504443,0.35042409341586606,0.20695301437095143,0.09198088908227593,0.0,5.721471535242385e-19,2.776258552264236e-06,2.5009209353587227e-17,0.0,6.125033437513396e-29,2.774194655564203e-09,2.901604812462685e-21,5.879823491777457e-21,2.216630677661049e-29,3.3071094087168345e-11,3.6212770709727875e-13,9.327043499241263e-47,1.9703921368365196e-09,4.799887155900035e-31,4.716995117261965e-20,2.6671108813556504e-36,2.7723977613617205e-06,1.1432797689014487e-32,3.7341618862484195e-05,5.7968114299752685e-05,0.0001143012131936732,5.7922465121451186e-05,3.0195852543188275e-05,4.06564706312099e-05,4.877404395684853e-06,4.696497038981579e-06,2.127862389056691e-09,1.1469584087128196e-06,9.70070494551557e-06,1.589897234494003e-05,7.115225032757767e-13,2.8410156694426522e-05,9.095077473307439e-12,1.2146874331992172e-09,4.3075861052550844e-10,5.981008981841311e-07,2.514323015623523e-13,1.0901714470199613e-11,1.4952573994702316e-05
1.282534143988062e-11,0.10504946994334764,0.0,2.607958462954696,0.03106950283363651,0.3192851895660781,0.35042394316065517,0.2069528848840099,0.09198088883690901,0.0,5.79529552380051e-19,2.7849797158988652e-06,2.5245795825784267e-17,0.0,6.241184983311558e-29,2.8055042350993616e-09,2.9381112513395603e-21,5.916821692673144e-21,2.2375861673232444e-29,3.3277740365947444e-11,3.632652216159933e-13,9.474466878621179e-47,1.9766023317889636e-09,4.845264070624654e-31,4.7763616153886674e-20,2.7176880734189743e-36,2.7810932380372976e-06,1.1576730803078976e-32,3.7342267763767264e-05,5.8074032737541214e-05,0.00011477454759631962,5.8063999168647555e-05,3.023422748291794e-05,4.079560292589008e-05,4.8866943417616426e-06,4.726620035210239e-06,2.13504902076408e-09,1.1576939103941055e-06,9.757961278563346e-06,1.597720631726234e-05,7.217047996143547e-13,2.8497520941660538e-05,9.123047636739068e-12,1.2184281791822228e-09,4.307036077961064e-10,6.018446209287611e-07,2.537247091027756e-13,1.1009709079561481e-11,1.4983849267914723e-05
1.2865507206366103e-11,0.10504946994334764,0.0,2.6079572558325297,0.031069487743620446,0.31928482660512597,0.3504237931195161,0.20695275558931706,0.09198088860794244,0.0,5.869838739772108e-19,2.7937008757967572e-06,2.5483871160708877e-17,0.0,6.359164932180268e-29,2.8370732136250744e-09,2.974960361644556e-21,5.95393591358182e-21,2.2586733071612083e-29,3.3485021086085675e-11,3.644027354233909e-13,9.623748487611106e-47,1.982812723794752e-09,4.890926059292809e-31,4.8362855447591246e-20,2.769061421052451e-36,2.78978862436258e-06,1.1722016095437111e-32,3.734290272101751e-05,5.817962315686546e-05,0.00011524845724658911,5.820531914785276e-05,3.027241031811144e-05,4.0934701128877366e-05,4.895985802972397e-06,4.756834142078044e-06,2.142238791345356e-09,1.1684946743252688e-06,9.815356473522137e-06,1.6055589387646664e-05,7.320017716069154e-13,2.8584873539422945e-05,9.15101408260746e-12,1.2221684382188506e-09,4.3064973297652045e-10,6.055998468589645e-07,2.5603118126317213e-13,1.111857844461176e-11,1.5015039132378417e-05
1.2905672972851585e-11,0.10504946994334764,0.0,2.6079560485559785,0.031069472676428393,0.31928446376183317,0.35042364329212505,0.206952626485912,0.0919808883950699,0.0,5.945106035937624e-19,2.8024220319632345e-06,2.5723440051891716e-17,0.0,6.478996207907323e-29,2.8689029777580133e-09,3.0121542697123045e-21,5.991166154340713e-21,2.2798925093363781e-29,3.36929361629844e-11,3.6554024852052555e-13,9.774905837152373e-47,1.9890233134281238e-09,4.936874014388103e-31,4.89677036539198e-20,2.8212409060204617e-36,2.798483920345555e-06,1.1868661967954541e-32,3.73435240477501e-05,5.828488662257733e-05,0.00011572294128223568,5.834642538265881e-05,3.0310402009575015e-05,4.107376458938888e-05,4.905278793384396e-06,4.7871392545508354e-06,2.149431700763365e-09,1.179360873465263e-06,9.872890233552584e-06,1.6134121580528778e-05,7.424143669617682e-13,2.8672214489313384e-05,9.178976811432733e-12,1.2259082103988698e-09,4.3059698170444477e-10,6.093665744362766e-07,2.5835176053417333e-13,1.1228327796479898e-11,1.504614369885643e-05
1.2945838739337068e-11,0.10504946994334764,0.0,2.6079548411239832,0.031069457632120597,0.31928410103584615,0.3504234936781591,0.20695249757283868,0.0919808881979921,0.0,6.021102285081394e-19,2.811143184403612e-06,2.5964507193152364e-17,0.0,6.6007019486159e-29,2.9009949175350034e-09,3.049695108314095e-21,6.028512414787199e-21,2.301244186009544e-29,3.3901485512056644e-11,3.6667776090844587e-13,9.927956547839989e-47,1.99523410126242e-09,4.983108828392697e-31,4.957819547782155e-20,2.8742366034143822e-36,2.8071791259942163e-06,1.2016676848019025e-32,3.7344132050472865e-05,5.838982419618112e-05,0.00011619799884300458,5.848731819616851e-05,3.0348203513309227e-05,4.1212792659903384e-05,4.914573326210008e-06,4.817535267139644e-06,2.1566277489809527e-09,1.1902926804772685e-06,9.930562261701799e-06,1.621280292055916e-05,7.529435384350789e-13,2.8759543792930746e-05,9.206935823748165e-12,1.229647495811536e-09,4.3054534856148395e-10,6.13144802123507e-07,2.606864893765182e-13,1.1338962381983745e-11,1.5077163078034324e-05
1.2981987929174002e-11,0.10504946994334764,0.0,2.6079537543014193,0.031069444111859273,0.3192837746824631,0.3504233592078015,0.20695238171302005,0.09198088803388473,0.0,6.090126207618031e-19,2.8189922184185253e-06,2.6182752503778812e-17,0.0,6.711859080231262e-29,2.930102975129908e-09,3.083780256583669e-21,6.0622232458876385e-21,2.3205743013615476e-29,3.4089722159028184e-11,3.677015214520586e-13,1.0067335663294007e-46,2.0008239802482163e-09,5.02496616299962e-31,5.013249218040406e-20,2.9226389954153737e-36,2.8150047338487845e-06,1.2151067727328849e-32,3.734466810870519e-05,5.8483990249315986e-05,0.00011662604030226629,5.8613939519769596e-05,3.0382063042442382e-05,4.133788713236338e-05,4.9229397347608535e-06,4.8449693105181005e-06,2.1631068760197104e-09,1.200187543986048e-06,9.982585060756701e-06,1.6283743667933826e-05,7.625202568728201e-13,2.883813020994376e-05,9.232095757650542e-12,1.2330124365693805e-09,4.304998312753592e-10,6.165550383646622e-07,2.6279987828773343e-13,1.1439294732861506e-11,1.5105007775572433e-05
1.3014522200027242e-11,0.10504946994334764,0.0,2.6079527760521084,0.031069431959550312,0.3192834810452026,0.35042323833186956,0.2069522775697681,0.0919808878967517,0.0,6.152758921844849e-19,2.826056346458306e-06,2.6380216975786167e-17,0.0,6.813229022973455e-29,2.9564836031989564e-09,3.114699930711902e-21,6.092643343102342e-21,2.3380636841671956e-29,3.425957429697176e-11,3.686229054514923e-13,1.0194111137232078e-46,2.0058550093403403e-09,5.062837584106348e-31,5.0635312838387497e-20,2.9667796374127475e-36,2.8220477183672298e-06,1.2272978585953772e-32,3.7345141717983136e-05,5.856851536913357e-05,0.00011701167369996506,5.8727751323632075e-05,3.0412406133436685e-05,4.145044681563644e-05,4.930470586229055e-06,4.869722764987776e-06,2.1689402640821186e-09,1.2091385809401746e-06,1.0029500952714466e-05,1.6347693664715638e-05,7.712212814740737e-13,2.8908849921698357e-05,9.254737124965803e-12,1.2360405462557798e-09,4.3045963434032073e-10,6.196322133911791e-07,2.6471178252762464e-13,1.1530213741182686e-11,1.5130009150095897e-05
1.3047056470880483e-11,0.10504946994334764,0.0,2.6079517976989686,0.03106941982236232,0.31928318748428164,0.35042311759539296,0.20695217354970852,0.09198088776947162,0.0,6.2158786319081e-19,2.8331204720628187e-06,2.6578672796377736e-17,0.0,6.915870652142419e-29,2.983038727442622e-09,3.1458510391991026e-21,6.1231395605454086e-21,2.3556407163235104e-29,3.44298424305281e-11,3.695442889874581e-13,1.0322160536733451e-46,2.010886169488558e-09,5.100898800199674e-31,5.114189832379338e-20,3.011474019207775e-36,2.8290906436315602e-06,1.2395802718262012e-32,3.734560710818711e-05,5.8652828547600985e-05,0.00011739768186437857,5.8841423674668e-05,3.044262612642343e-05,4.156298213885919e-05,4.938002470446028e-06,4.894535669985295e-06,2.1747757114448628e-09,1.2181329692472905e-06,1.0076507034034765e-05,1.6411741561404665e-05,7.80000502313886e-13,2.8979561995173632e-05,9.277376054809987e-12,1.2390683367327443e-09,4.304201626481545e-10,6.227169309060791e-07,2.666330456990913e-13,1.1621722931853333e-11,1.515495482978273e-05
1.3079590741733724e-11,0.10504946994334764,0.0,2.607950819241459,0.031069407700327022,0.3192828939995145,0.35042299699820084,0.2069520696523424,0.09198088765189828,0.0,6.279487966029096e-19,2.8401845952348726e-06,2.6778122460600092e-17,0.0,7.019796681902139e-29,3.0097690931452653e-09,3.177234727847574e-21,6.1537118981306994e-21,2.3733056168683877e-29,3.4600526514766485e-11,3.704656720605034e-13,1.0451493438275841e-46,2.015917460995845e-09,5.139150285578433e-31,5.1652267281428483e-20,3.0567276769577764e-36,2.836133509646032e-06,1.2519544651924822e-32,3.734606442942905e-05,5.8736930342459275e-05,0.00011778406434208234,5.895495674365075e-05,3.047272352033376e-05,4.1675492764128e-05,4.945535392861341e-06,4.9194079685894045e-06,2.1806132180881944e-09,1.2271708000974508e-06,1.0123603146698203e-05,1.6475887371454143e-05,7.888584354781054e-13,2.9050266431217886e-05,9.300012547460299e-12,1.242095808046964e-09,4.303814138292705e-10,6.258091900923432e-07,2.685636903095269e-13,1.1713825123395794e-11,1.5179844873309243e-05
1.3112125012586964e-11,0.10504946994334764,0.0,2.6079498406790442,0.0310693955934761,0.31928260059071595,0.35042287654012255,0.20695196587717274,0.09198088754388813,0.0,6.343589561125322e-19,2.847248715977274e-06,2.69785684636257e-17,0.0,7.12501992126716e-29,3.0366754470595848e-09,3.2088521452278968e-21,6.1843603557721385e-21,2.391058604839447e-29,3.477162650476119e-11,3.7138705467117334e-13,1.0582119466204952e-46,2.0209488841647867e-09,5.177592514540842e-31,5.216643840115585e-20,3.102546188120347e-36,2.8431763164149036e-06,1.2644208925590979e-32,3.7346513829099065e-05,5.882082131002833e-05,0.00011817082068047623,5.906835070114451e-05,3.0502698812076565e-05,4.178797835492042e-05,4.953069358587084e-06,4.944339603689072e-06,2.1864527839923632e-09,1.2362521645525114e-06,1.0170789132641655e-05,1.6540131108383974e-05,7.977955992495118e-13,2.9120963230679113e-05,9.322646603194795e-12,1.2451229602455218e-09,4.303433855393849e-10,6.289089901330199e-07,2.70503738853211e-13,1.1806523141073526e-11,1.5204679339319369e-05
1.3144659283440205e-11,0.10504946994334764,0.0,2.6079488620111944,0.03106938350184114,0.31928230725770135,0.3504227562209879,0.20695186222370465,0.09198088744530028,0.0,6.408186062825644e-19,2.8543128342928253e-06,2.7180013300753097e-17,0.0,7.231553274569586e-29,3.063758537405902e-09,3.2407044426784854e-21,6.2150849333837106e-21,2.4088998992740285e-29,3.49431423555915e-11,3.7230843682001085e-13,1.0714048292853806e-46,2.02598043929759e-09,5.2162259613845e-31,5.2684430417887515e-20,3.148935171656694e-36,2.8502190639424305e-06,1.2769800088885224e-32,3.7346955451915364e-05,5.890450200521058e-05,0.0001185579504277789,5.918160571750457e-05,3.053255249654664e-05,4.190043857609088e-05,4.960604372403122e-06,4.969330517984562e-06,2.1922944091376213e-09,1.2453771535459773e-06,1.0218064833759136e-05,1.660447278577629e-05,8.068125141121108e-13,2.9191652394404977e-05,9.345278222291684e-12,1.2481497933760628e-09,4.303060752586216e-10,6.32016330211425e-07,2.7245321381126863e-13,1.1899819816896804e-11,1.5229458286424891e-05
1.3177193554293446e-11,0.10504946994334764,0.0,2.607947883237382,0.031069371425453695,0.3192820140002865,0.3504226360406267,0.20695175869144514,0.09198088735599658,0.0,6.473280125485473e-19,2.8613769501843252e-06,2.7382459467407196e-17,0.0,7.339409741928463e-29,3.0910191138714446e-09,3.2727927743051443e-21,6.2458856308794634e-21,2.426829719209195e-29,3.511507402234163e-11,3.732298185075566e-13,1.0847289638661991e-46,2.031012126696078e-09,5.255051100406389e-31,5.320626211157719e-20,3.1959002882360115e-36,2.8572617522328726e-06,1.2896322702406613e-32,3.734738943997192e-05,5.898797298149447e-05,0.00011894545313302227,5.929472196287752e-05,3.0562285066632913e-05,4.201287309386672e-05,4.968140438762171e-06,4.994380653988476e-06,2.1981380935042175e-09,1.2545458578828498e-06,1.0265430091902741e-05,1.6668912417271278e-05,8.1590970275542e-13,2.9262333923242852e-05,9.367907405028946e-12,1.2511763074859023e-09,4.302694805025482e-10,6.351312095109339e-07,2.7441213765163336e-13,1.1993717989612351e-11,1.525418177320558e-05
1.3209727825146686e-11,0.10504946994334764,0.0,2.607946904357088,0.03106935936434524,0.3192817208182877,0.35042251599886887,0.20695165527990336,0.09198088727584129,0.0,6.538874412201922e-19,2.8684410636545696e-06,2.7585909459139542e-17,0.0,7.44860241972009e-29,3.1184579276096247e-09,3.3051182969806152e-21,6.276762448173515e-21,2.4448482836817325e-29,3.528742146010083e-11,3.7415119973434907e-13,1.0981853272294992e-46,2.036043946661689e-09,5.294068405902868e-31,5.373195230721304e-20,3.243447240440255e-36,2.8643043812904865e-06,1.302378133772698e-32,3.734781593278556e-05,5.907123479095794e-05,0.00011933332834604616,5.940769960720155e-05,3.059189701322647e-05,4.212528157584423e-05,4.975677561794826e-06,5.019489954026822e-06,2.2039838370724012e-09,1.2637583682394787e-06,1.0312884748883513e-05,1.673345001656293e-05,8.250876900787589e-13,2.9333007818039783e-05,9.390534151684462e-12,1.2542025026220495e-09,4.3023359887000085e-10,6.382536272149306e-07,2.7638053282900396e-13,1.2088220504691087e-11,1.5278849858209365e-05
1.3242262095999927e-11,0.10504946994334764,0.0,2.6079459253697954,0.03106934731854718,0.3192814277115218,0.35042239609554476,0.2069515519885904,0.09198088720470136,0.0,6.604971594828963e-19,2.8755051747063515e-06,2.779036577162858e-17,0.0,7.559144501048783e-29,3.1460757312393082e-09,3.3376821703441397e-21,6.30771538518004e-21,2.4629558117281507e-29,3.546018462396331e-11,3.7507258050092486e-13,1.1117749010763447e-46,2.041075899495482e-09,5.333278352169687e-31,5.426151987481033e-20,3.291581772969127e-36,2.8713469511195304e-06,1.3152180577389288e-32,3.7348235067342675e-05,5.915428798427202e-05,0.00011972157561749277,5.9520538820206734e-05,3.06213888252287e-05,4.223766369098438e-05,4.983215745314587e-06,5.044658360240052e-06,2.2098316398224216e-09,1.2730147751634126e-06,1.0360428646472367e-05,1.6798085597394916e-05,8.343470031955317e-13,2.9403674079642513e-05,9.413158462536007e-12,1.2572283788316885e-09,4.3019842795973173e-10,6.413835825068927e-07,2.783584217848005e-13,1.218333021432298e-11,1.5303462599952525e-05
1.3274796366853168e-11,0.10504946994334764,0.0,2.607944946274991,0.031069335288090874,0.31928113467980596,0.35042227633048495,0.20695144881701918,0.09198088714244614,0.0,6.671574353992555e-19,2.8825692833424603e-06,2.7995830900679866e-17,0.0,7.671049276218529e-29,3.173873278844102e-09,3.370485556801008e-21,6.338744441813278e-21,2.4811525223846815e-29,3.563336346902825e-11,3.7599396080781784e-13,1.1254986719542473e-46,2.0461079854981353e-09,5.372681413501973e-31,5.479498372940417e-20,3.340309672845433e-36,2.878389461724264e-06,1.3281525014906085e-32,3.734864697814555e-05,5.923713311070432e-05,0.00012011019449880148,5.963323977141519e-05,3.0650760989559365e-05,4.235001910960872e-05,4.9907549928227976e-06,5.069885814584129e-06,2.2156815017345266e-09,1.282315169073251e-06,1.0408061626400957e-05,1.686281917355643e-05,8.436881714375121e-13,2.947433270889749e-05,9.435780337861241e-12,1.2602539361621397e-09,4.301639653547746e-10,6.445210745704063e-07,2.8034582694712326e-13,1.227904997741555e-11,1.5328020056919843e-05
1.3307330637706409e-11,0.10504946994334764,0.0,2.6079439670721696,0.03106932327300761,0.319280841722958,0.35042215670351995,0.20695134576470486,0.09198088708894739,0.0,6.738685379105744e-19,2.8896333895656805e-06,2.82023073422264e-17,0.0,7.784330133206007e-29,3.201851325971616e-09,3.403529621522113e-21,6.369849617987534e-21,2.4994386346872822e-29,3.580695795039984e-11,3.7691534065556025e-13,1.1393576312690927e-46,2.0511402049699465e-09,5.412278064194239e-31,5.533236283104223e-20,3.389636769621037e-36,2.8854319131089415e-06,1.3411819254757875e-32,3.734905179725741e-05,5.931977071812246e-05,0.0001204991845422034,5.9745802630141466e-05,3.068001399116464e-05,4.246234750339537e-05,4.99829530751354e-06,5.0951722588315575e-06,2.2215334227889633e-09,1.2916596402584956e-06,1.0455783530362595e-05,1.6927650758878187e-05,8.531117263591243e-13,2.9544983706650822e-05,9.458399777937714e-12,1.2632791746605854e-09,4.3013020865780024e-10,6.476661025891316e-07,2.8234277073071343e-13,1.2375382659590607e-11,1.5352522287564785e-05
1.333986490855965e-11,0.10504946994334764,0.0,2.607942987760827,0.03106931127332861,0.31928054884079626,0.3504220372144808,0.2069512428311644,0.09198088704407942,0.0,6.806307368383774e-19,2.8966974933787947e-06,2.840979759232885e-17,0.0,7.899000558134938e-29,3.230010629632734e-09,3.436815532443513e-21,6.401030913617173e-21,2.517814367671631e-29,3.59809680231872e-11,3.778367200446818e-13,1.1533527752970705e-46,2.0561725582108346e-09,5.452068778540387e-31,5.587367618477749e-20,3.439568935583405e-36,2.892474305277821e-06,1.3543067912391542e-32,3.734944965434653e-05,5.9402201352997716e-05,0.00012088854530071624,5.9858227565492656e-05,3.07091483130251e-05,4.257464854537496e-05,5.005836692278415e-06,5.120517634572434e-06,2.22738740296598e-09,1.3010482788794082e-06,1.0503594200013128e-05,1.699258036722841e-05,8.626182017417217e-13,2.9615627073748342e-05,9.48101678304285e-12,1.266304094374107e-09,4.300971554973872e-10,6.508186657467945e-07,2.843492755369115e-13,1.2472331133178398e-11,1.5376969350309653e-05
1.340493345026613e-11,0.10504946994334764,0.0,2.6079410288105884,0.031069287320307955,0.31927996329980673,0.3504217986495044,0.20695103731848266,0.09198088697974424,0.0,6.943095076396609e-19,2.9108256937858154e-06,2.8827829503084e-17,0.0,8.132564549903609e-29,3.286876041911272e-09,3.5041175784545265e-21,6.4636218629003925e-21,2.5548355718269206e-29,3.633023476347076e-11,3.7967947744917143e-13,1.1817556270202799e-46,2.066237667197619e-09,5.532234295366848e-31,5.696818189373415e-20,3.5412721791399905e-36,2.9065589119852018e-06,1.3808446997614403e-32,3.735022498941222e-05,5.956644388404316e-05,0.00012166837717904836,6.008266434146289e-05,3.076706283965353e-05,4.2799167272773305e-05,5.0209226821127905e-06,5.1713849459890694e-06,2.2391015406087355e-09,1.3199584184222152e-06,1.0599481202822233e-05,1.7122733708651628e-05,8.818820601755773e-13,2.975689091935771e-05,9.52624348944832e-12,1.2723529776349334e-09,4.3003315034823547e-10,6.571463942142578e-07,2.8839105775524485e-13,1.2668086977421702e-11,1.5425698205633635e-05
