Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210)
1.7222943886403188e-12,0.08478463093452131,0.0,2.10513846999364,0.031075110263184432,0.319395058529426,0.35047600761046566,0.20700177111240028,0.09199532371950624,0.0,3.958667120064753e-27,1.031988243396874e-08,1.1962078731618487e-24,0.0,2.61708541717851e-39,8.457957881529472e-13,8.65325051416404e-29,6.489771390985471e-27,2.1146665001453973e-38,4.69069404404032e-15,1.8223735698931218e-17,8.084861449796233e-62,1.5652258554205216e-13,4.400134063924957e-41,3.255851237889962e-27,3.485344488613758e-48,1.0317690880344866e-08,2.315875514729624e-42,2.287093378790473e-05,1.098454066625389e-05,7.176660763894907e-06,8.774209191537559e-06,6.937269954502685e-06,3.5969627823701745e-06,1.7766016397315938e-08,2.0840591018156184e-08,2.2486594173739774e-13,2.0422933879057665e-10,2.079843555815888e-08,4.126251848743059e-09,2.965408298667363e-17,3.511797855552813e-06
1.7443563598536804e-12,0.08478463093452131,0.0,2.1051377531364746,0.031075110263184432,0.31939487190268767,0.3504758958487955,0.20700164201284335,0.09199512810211533,0.0,4.1133171995206566e-27,1.045207473948076e-08,1.2428064416134711e-24,0.0,2.8247744324932504e-39,8.789705052429615e-13,9.10513774586727e-29,6.657091239114304e-27,2.1969751997441188e-38,4.811633650956855e-15,1.8457169299505337e-17,8.616113695712995e-62,1.5853418184849105e-13,4.571399513339657e-41,3.425899961674159e-27,3.7619370770750294e-48,1.0449826734179427e-08,2.4368356388228528e-42,2.306653986620578e-05,1.1123517570639699e-05,7.270000170075238e-06,8.885838669370824e-06,7.021387098805479e-06,3.6435298406641862e-06,1.8172195451926056e-08,2.1378820078225297e-08,2.286394165021459e-13,2.12182810471307e-10,2.133502489658752e-08,4.2759846365802144e-09,3.1210010794514096e-17,3.5567802680177284e-06
1.766418331067042e-12,0.08478463093452131,0.0,2.105137038262105,0.031075110263184432,0.3193946852933306,0.3504757841063836,0.2070015130290469,0.09199493435862383,0.0,4.271977660108502e-27,1.058426700284222e-08,1.2906007360121787e-24,0.0,3.0460202926768876e-39,9.13008253557462e-13,9.57449620212662e-29,6.826540476756447e-27,2.2813924212035197e-38,4.934112507106183e-15,1.8690602754558426e-17,9.174932517827564e-62,1.6054594716170516e-13,4.747052311080434e-41,3.602524108612127e-27,4.0565841264302805e-48,1.0581961829221486e-08,2.5624733585655e-42,2.3260272047810536e-05,1.126245106156852e-05,7.363376032910899e-06,8.997448889007488e-06,7.105388541352339e-06,3.6901090020245685e-06,1.8582018107537665e-08,2.1923932676554077e-08,2.3243547634576563e-13,2.203402423123361e-10,2.187845582494349e-08,4.429117430707389e-09,3.28265673009832e-17,3.6017626218386713e-06
1.7884803022804035e-12,0.08478463093452131,0.0,2.1051363253523854,0.031075110263184432,0.31939449870134934,0.3504756723832266,0.20700138416085156,0.09199474247108082,0.0,4.434702696618729e-27,1.0716459224060378e-08,1.3396059547846776e-24,0.0,3.281521861462377e-39,9.479204582018303e-13,1.0061770467872214e-28,6.998119098644794e-27,2.367944830312889e-38,5.058130610483445e-15,1.892403606422093e-17,9.762377070893063e-62,1.625578815617233e-13,4.927147942508752e-41,3.785891022970194e-27,4.370216351764343e-48,1.0714096165517309e-08,2.6929077350307668e-42,2.3452148283612865e-05,1.1401341152990374e-05,7.456788377637425e-06,9.109039853869405e-06,7.189274441305208e-06,3.7367002544339058e-06,1.8995456881356627e-08,2.2475929588569763e-08,2.3625412111237515e-13,2.2870422147497026e-10,2.2428728590376668e-08,4.585680486683887e-09,3.4505319459656796e-17,3.646744917125071e-06
1.810542273493765e-12,0.08478463093452131,0.0,2.1051356143893396,0.031075110263184432,0.3193943121267382,0.3504755606793209,0.20700125540809827,0.09199455242170745,0.0,4.601546702999811e-27,1.0848651403142502e-08,1.3898372982716393e-24,0.0,3.532004680198849e-39,9.837185574853986e-13,1.056741071197724e-28,7.171827099559538e-27,2.456659092812877e-38,5.183687959087509e-15,1.9157469228623127e-17,1.0379533297716063e-61,1.6456998512862991e-13,5.111741892884781e-41,3.9761701510970486e-27,4.703799995983013e-48,1.0846229743112889e-08,2.8282593254871455e-42,2.3642186352547517e-05,1.1540187858849902e-05,7.550237229260891e-06,9.220611567376874e-06,7.273044957606403e-06,3.783303585879943e-06,1.9412484516175817e-08,2.303481158780082e-08,2.4009535064610465e-13,2.3727733529021166e-10,2.2985843438198447e-08,4.745703832192506e-09,3.6247854829319406e-17,3.6917271539855502e-06
1.8326042447071266e-12,0.08478463093452131,0.0,2.105134905355165,0.031075110263184432,0.3193941255694918,0.35047544899466315,0.2070011267706282,0.0919943641928952,0.0,4.772564278516697e-27,1.0980843540095847e-08,1.441309968728915e-24,0.0,3.798221638212514e-39,1.0204140029362264e-12,1.1091872687185776e-28,7.347664474327528e-27,2.5475618743955633e-38,5.310784550920954e-15,1.9390902247895105e-17,1.1027514263678178e-61,1.665822579425649e-13,5.300889647367511e-41,4.1735330413961276e-27,5.058337722553068e-48,1.0978362562053967e-08,2.968650183394143e-42,2.3830403863237365e-05,1.1678991193086385e-05,7.643722612559795e-06,9.332164032948635e-06,7.356700248978922e-06,3.829918984355594e-06,1.9833073978507188e-08,2.3600579445877778e-08,2.4395916479109574e-13,2.4606217125806316e-10,2.3549800611882802e-08,4.909217268911611e-09,3.805578159743469e-17,3.7367093325279316e-06
1.854666215920488e-12,0.08478463093452131,0.0,2.105134198232226,0.031075110263184432,0.3193939390296045,0.35047533732925007,0.20700099824828283,0.09199417776720416,0.0,4.94781023400898e-27,1.1113035634927675e-08,1.4940391703287533e-24,0.0,4.0809536514824766e-39,1.0580182593157686e-12,1.1635617730040699e-28,7.525631217821638e-27,2.6406798407045005e-38,5.439420383990027e-15,1.9624335122166782e-17,1.1707460491256495e-61,1.6859470008372243e-13,5.494646691014876e-41,4.378153344298035e-27,5.434869519315106e-48,1.1110494622386032e-08,3.114203858398017e-42,2.4016818255624907e-05,1.1817751169633735e-05,7.737244552086937e-06,9.443697254001904e-06,7.44024047392675e-06,3.876546437858941e-06,2.02571984567292e-08,2.4173233932534146e-08,2.478455633915018e-13,2.550613170468324e-10,2.4120600353067267e-08,5.07625037437167e-09,3.993072860364227e-17,3.781691452859246e-06
1.8767281871338494e-12,0.08478463093452131,0.0,2.1051334930030547,0.031075110263184432,0.31939375250707075,0.35047522568307804,0.20700086984090363,0.09199399312736149,0.0,5.127339598248692e-27,1.1245227687645243e-08,1.5480401091610153e-24,0.0,4.3810103496313255e-39,1.096542804633442e-12,1.2199112760811555e-28,7.705727324960159e-27,2.736039657334785e-38,5.5695954563046265e-15,1.9857767851567885e-17,1.2420540294542742e-61,1.7060731163235106e-13,5.693068508783881e-41,4.590206812232974e-27,5.834473613369032e-48,1.1242625924154301e-08,3.265045396327529e-42,2.4201446802588127e-05,1.1956467802420541e-05,7.830803072171259e-06,9.555211233952346e-06,7.523665790735167e-06,3.923185934393246e-06,2.068483135924977e-08,2.4752775815607262e-08,2.5175454629148775e-13,2.6427736049243754e-10,2.469824290155394e-08,5.246832503796397e-09,4.187434536328044e-17,3.826673515085741e-06
1.8987901583472107e-12,0.08478463093452131,0.0,2.1051327896503502,0.031075110263184432,0.3193935660018852,0.35047511405614373,0.2070007415483325,0.09199381025625991,0.0,5.3112076243975656e-27,1.1377419698255807e-08,1.6033279932343936e-24,0.0,4.699230771230358e-39,1.135999130161085e-12,1.2782830283422506e-28,7.88795279070616e-27,2.8336679898331085e-38,5.701309765878277e-15,2.0091200436227983e-17,1.3167950113761236e-61,1.72620092668753e-13,5.896210585530698e-41,4.809871299603166e-27,6.258267397032012e-48,1.1374756467403746e-08,3.4213013391896865e-42,2.438430661154088e-05,1.2095141105370064e-05,7.92439819691971e-06,9.666705976214115e-06,7.606976357471068e-06,3.9698374619669465e-06,2.1115946312684497e-08,2.5339205861039188e-08,2.5568611333523015e-13,2.7371288959771206e-10,2.5282728495310528e-08,5.420992791928596e-09,4.388830209093486e-17,3.871655519312883e-06
1.920852129560572e-12,0.08478463093452131,0.0,2.1051320881569766,0.031075110263184432,0.31939337951404206,0.3504750024484438,0.20700061337041156,0.09199362913695587,0.0,5.499469796563606e-27,1.1509611666766626e-08,1.65991803247763e-24,0.0,5.0364840674192954e-39,1.1763987404473186e-12,1.3387248385380257e-28,8.072307610066907e-27,2.933591503697811e-38,5.834563310728091e-15,2.0324632876276444e-17,1.3950914849785613e-61,1.7463304327328335e-13,6.104128406010818e-41,5.0373267627553e-27,6.707408364868691e-48,1.1506886252179086e-08,3.583099725165506e-42,2.4565414626017943e-05,1.2233771092400251e-05,8.018029950219063e-06,9.77818148419985e-06,7.690172331983252e-06,4.016501008593664e-06,2.1550517160049917e-08,2.5932524832877576e-08,2.5964026436691705e-13,2.8337049253171017e-10,2.5874057370471325e-08,5.5987601548408775e-09,4.597428972401273e-17,3.91663746564537e-06
1.9429141007739335e-12,0.08478463093452131,0.0,2.105131388505958,0.031075110263184432,0.31939319304353614,0.3504748908599748,0.20700048530698298,0.09199344975266827,0.0,5.6921818364568076e-27,1.1641803593184951e-08,1.7178254387407383e-24,0.0,5.3936702138403725e-39,1.2177531533317992e-12,1.4012850737702048e-28,8.258791778093246e-27,3.0358368643789485e-38,5.9693560888747605e-15,2.0558065171842475e-17,1.4770688198654299e-61,1.7664616352635006e-13,6.316877454879144e-41,5.2727552599529806e-27,7.183095061793469e-48,1.1639015278524799e-08,3.750570088605784e-42,2.474478762724486e-05,1.2372357777423747e-05,8.111698355737722e-06,9.889637761320686e-06,7.77325387190274e-06,4.063176562292211e-06,2.1988517958971906e-08,2.6532733493276593e-08,2.636169992307479e-13,2.932527576290131e-10,2.6472229761338284e-08,5.780163291731331e-09,4.813401994634253e-17,3.961619354187137e-06
1.964976071987295e-12,0.08478463093452131,0.0,2.1051306906804816,0.031075110263184432,0.3193930065903616,0.3504747792907333,0.20700035735788927,0.09199327208677668,0.0,5.889399710143823e-27,1.1773995477518035e-08,1.777065425796218e-24,0.0,5.771720730886637e-39,1.260073899959378e-12,1.4660126594843636e-28,8.447405289879017e-27,3.140430737278344e-38,6.105688098342514e-15,2.0791497323055097e-17,1.5628552986084834e-61,1.7865945350841316e-13,6.534513216690125e-41,5.5163409513491874e-27,7.686568042244674e-48,1.1771143546485096e-08,3.9238434600268675e-42,2.4922442235692822e-05,1.2510901174347914e-05,8.205403436927539e-06,1.000107481098626e-05,7.856221134643085e-06,4.10986411108659e-06,2.2429922979908893e-08,2.713983260249777e-08,2.676163177709336e-13,3.03362273389034e-10,2.707724590038197e-08,5.9652306867043214e-09,5.0369225211798926e-17,4.006601185041364e-06
1.9870380432006562e-12,0.08478463093452131,0.0,2.1051299946638955,0.031075110263184432,0.3193928201545132,0.3504746677407158,0.2070002295229731,0.0919930961228199,0.0,6.091179634901414e-27,1.190618731977313e-08,1.837653209340283e-24,0.0,6.17159941226433e-39,1.3033725247941552e-12,1.532957079462733e-28,8.63814814056047e-27,3.2473997877496444e-38,6.243559337159098e-15,2.102492933004316e-17,1.6525821501986887e-61,1.8067291329998426e-13,6.757091175897871e-41,5.7682700989587474e-27,8.219110840430408e-48,1.1903271056103956e-08,4.103052366106443e-42,2.5098394912618556e-05,1.2649401297074843e-05,8.299145217025555e-06,1.0112492636604722e-05,7.939074277400672e-06,4.156563643005998e-06,2.2874706704389873e-08,2.775382291891091e-08,2.716382198316966e-13,3.1370162847532527e-10,2.7689106018242672e-08,6.15399061053649e-09,5.268165876795289e-17,4.051582958310476e-06
2.0091000144140176e-12,0.08478463093452131,0.0,2.1051293004397036,0.031075110263184432,0.3193926337359852,0.350474556209919,0.20700010180207742,0.09199292184449447,0.0,6.297578086168441e-27,1.2038379119957488e-08,1.8996040069940804e-24,0.0,6.594303061869223e-39,1.3476605856334373e-12,1.6021683758170036e-28,8.831020325315693e-27,3.3567706810983805e-38,6.382969803355755e-15,2.1258361192935323e-17,1.7463835834974102e-61,1.826865429816261e-13,6.98466681685627e-41,6.0287310666308036e-27,8.782050951645912e-48,1.2035397807425115e-08,4.288330829679318e-42,2.527266196158953e-05,1.2787858159501378e-05,8.39292371905582e-06,1.0223891241582749e-05,8.021813457155019e-06,4.203275146084835e-06,2.3322843823267015e-08,2.837470519899499e-08,2.756827052572704e-13,3.242734117148838e-10,2.8307810343731353e-08,6.346471122428127e-09,5.507309467974663e-17,4.09656467409616e-06
2.031161985627379e-12,0.08478463093452131,0.0,2.1051286079915648,0.031075110263184432,0.3193924473347723,0.35047444469833955,0.20699997419504534,0.09199274923565304,0.0,6.508651804596227e-27,1.2170570878078358e-08,1.9629330383049105e-24,0.0,7.040862238976751e-39,1.3929496536215977e-12,1.6736971489811292e-28,9.026021839364035e-27,3.46857008258202e-38,6.523919494967191e-15,2.1491792911860088e-17,1.8443968206874734e-61,1.847003426339522e-13,7.217295623819106e-41,6.297914320021313e-27,9.37676082466221e-48,1.2167523800492057e-08,4.47981436973323e-42,2.5445259529994515e-05,1.2926271775519095e-05,8.4867389658311e-06,1.0335270629325543e-05,8.104438830669098e-06,4.249998608362702e-06,2.377430923498286e-08,2.9002480197339047e-08,2.797497738918999e-13,3.3508021209745877e-10,2.893335910383071e-08,6.542700071739997e-09,5.754532785319321e-17,4.141546332499364e-06
2.0532239568407403e-12,0.08478463093452131,0.0,2.105127917303298,0.031075110263184432,0.3193922609508689,0.3504743332059739,0.20699984670172025,0.09199257828030295,0.0,6.724457803197022e-27,1.2302762594142985e-08,2.0276555247474554e-24,0.0,7.512342011745825e-39,1.4392513132638394e-12,1.7475945577041403e-28,9.223152677965549e-27,3.58282465741003e-38,6.6664084100315565e-15,2.172522448694576e-17,1.9467621307241038e-61,1.8671431233762606e-13,7.455033080940185e-41,6.57601242656553e-27,1.000465886518588e-47,1.229964903534804e-08,4.677640001404643e-42,2.5616203610539697e-05,1.3064642159014358e-05,8.580590979954648e-06,1.0446630803236853e-05,8.186950554489619e-06,4.2967340178844065e-06,2.4229078043851832e-08,2.9637148666643074e-08,2.838394255798414e-13,3.4612461877485767e-10,2.9565752523696217e-08,6.7427050997157765e-09,6.010017405910086e-17,4.186527933620311e-06
2.0752859280541017e-12,0.08478463093452131,0.0,2.105127228358873,0.031075110263184432,0.3193920745842695,0.3504742217328187,0.2069997193219457,0.09199240896260481,0.0,6.945053374590342e-27,1.2434954268158614e-08,2.0937866897249994e-24,0.0,8.009842719036168e-39,1.4865771624398597e-12,1.8239123190429513e-28,9.422412836420429e-27,3.6995610707439293e-38,6.810436546590417e-15,2.1958655918320482e-17,2.0536228627857493e-61,1.88728452173361e-13,7.697934672273446e-41,6.863220055450513e-27,1.0667210450389758e-47,1.243177351203607e-08,4.881946235974565e-42,2.5785510042730454e-05,1.32029693238683e-05,8.674479783821898e-06,1.0557971766718969e-05,8.269348784947352e-06,4.343481362699969e-06,2.468712555835614e-08,3.0278711357718934e-08,2.8795166016536214e-13,3.574092210602539e-10,3.020499082665714e-08,6.946513641190183e-09,6.273946995682154e-17,4.231509477558496e-06
2.097347899267463e-12,0.08478463093452131,0.0,2.105126541142412,0.031075110263184432,0.31939188823496867,0.35047411027887065,0.20699959205556553,0.09199224126687089,0.0,7.17049609834698e-27,1.2567145900132494e-08,2.1613417585706564e-24,0.0,8.534500740539046e-39,1.5349388124174235e-12,1.9027027083551785e-28,9.623802310068475e-27,3.818805987697346e-38,6.956003902688731e-15,2.2192087206112215e-17,2.165125479724774e-61,1.9074276222191955e-13,7.946055881773079e-41,7.159733977587645e-27,1.1365928954514347e-47,1.2563897230598929e-08,5.0928730808643674e-42,2.5953194514338898e-05,1.3341253283956852e-05,8.768405399622205e-06,1.0669293523172741e-05,8.351633678157417e-06,4.390240630864627e-06,2.5148427289455664e-08,3.092716901949127e-08,2.9208647749274064e-13,3.689366084274938e-10,3.08510742342176e-08,7.1541529262829566e-09,6.546507311802369e-17,4.276490964412701e-06
2.1194098704808244e-12,0.08478463093452131,0.0,2.1051258556381867,0.031075110263184432,0.3193917019029609,0.3504739988441263,0.20699946490242363,0.0919920751775638,0.0,7.400843848430362e-27,1.2699337490071869e-08,2.230335958548595e-24,0.0,9.087489275221271e-39,1.5843478878658416e-12,1.984018559291953e-28,9.827321094288538e-27,3.940586073336076e-38,7.103110476374827e-15,2.2425518350448738e-17,2.28141959151804e-61,1.9275724256411288e-13,8.199452193293644e-41,7.465753065585142e-27,1.210237678553977e-47,1.2696020191079156e-08,5.310562039631611e-42,2.6119272562857445e-05,1.3479494053150744e-05,8.862367849340514e-06,1.078059607599759e-05,8.433805390019608e-06,4.437011810438832e-06,2.5612958948912097e-08,3.158252239899839e-08,2.9624387740626656e-13,3.807093705104051e-10,3.150400296605758e-08,7.3656499820787926e-09,6.827886205048911e-17,4.321472394280996e-06
2.1414718416941858e-12,0.08478463093452131,0.0,2.1051251718306205,0.031075110263184432,0.3193915155882406,0.3504738874285821,0.20699933786236432,0.09199191067929491,0.0,7.636154800735037e-27,1.2831529037983982e-08,2.3007845188552642e-24,0.0,9.670019128082297e-39,1.6348160268693539e-12,2.0679132637907375e-28,1.0032969184497996e-26,4.064927992678135e-38,7.251756265700374e-15,2.265894935145767e-17,2.4026579887173628e-61,1.947718932808006e-13,8.458179090590192e-41,7.781478293720584e-27,1.2878166432928112e-47,1.2828142393519065e-08,5.535156111965885e-42,2.6283759576938347e-05,1.3617691645315533e-05,8.956367154759056e-06,1.0891879428591498e-05,8.515864076218666e-06,4.483794889488261e-06,2.6080696447626803e-08,3.2244772241393156e-08,3.004238597502407e-13,3.9273009710210376e-10,3.216377724003399e-08,7.58103163429332e-09,7.118273622193363e-17,4.3664537672607525e-06
2.163533812907547e-12,0.08478463093452131,0.0,2.1051244897042825,0.031075110263184432,0.3193913292908024,0.35047377603223484,0.20699921093523194,0.09199174775682308,0.0,7.876487440722003e-27,1.2963720543876068e-08,2.3727026706206225e-24,0.0,1.028333950522431e-38,1.6863548809404222e-12,2.154440772068152e-28,1.0240746576152215e-26,4.191858410693823e-38,7.401941268720365e-15,2.289238020926644e-17,2.5289966758998447e-61,1.9678671445289008e-13,8.722292057318381e-41,8.107112737913461e-27,1.3694961526435853e-47,1.2960263837960729e-08,5.766799793684644e-42,2.644667079781956e-05,1.37558460743116e-05,9.05040333745901e-06,1.1003143584351036e-05,8.597809892224602e-06,4.530589856083815e-06,2.6551615893992608e-08,3.291391928994399e-08,3.0462642436897493e-13,4.050013781543029e-10,3.283039727218172e-08,7.800324508925288e-09,7.417861608385138e-17,4.411435083448642e-06
2.1855957841209085e-12,0.08478463093452131,0.0,2.10512380924389,0.031075110263184432,0.31939114301064087,0.35047366465508106,0.20699908412087126,0.09199158639505313,0.0,8.121900571150601e-27,1.3095912007755373e-08,2.4461056469093655e-24,0.0,1.0928738817235179e-38,1.738976115032932e-12,2.2436555926127884e-28,1.0450653264744038e-26,4.321403992305773e-38,7.553665483493082e-15,2.3125810924002308e-17,2.6605949051180964e-61,1.9880170616133604e-13,8.991846577034589e-41,8.442861575697711e-27,1.4554477905996317e-47,1.3092384524446012e-08,6.005639076729062e-42,2.6608021320736843e-05,1.3893957353994171e-05,9.144476418822159e-06,1.1114388546671366e-05,8.679642993292995e-06,4.577396698301621e-06,2.7025693592259242e-08,3.3589964286035674e-08,3.08851571106792e-13,4.1752580377662115e-10,3.350386327671461e-08,8.023555033895054e-09,7.72684430953828e-17,4.456416342940642e-06
2.20765775533427e-12,0.08478463093452131,0.0,2.105123130434303,0.031075110263184432,0.3193909567477504,0.3504735532971174,0.20699895741912705,0.09199142657903456,0.0,8.372453319906655e-27,1.3228103429629136e-08,2.5210086827221533e-24,0.0,1.1607545490884074e-38,1.7926914075553014e-12,2.3356127921780432e-28,1.0662689245803272e-26,4.4535914023890085e-38,7.706928908080086e-15,2.335924149579236e-17,2.7976152093503286e-61,2.0081686848714002e-13,9.266898133196039e-41,8.788932086194272e-27,1.545848470267188e-47,1.3224504453016529e-08,6.251821449159882e-42,2.6767826096322384e-05,1.4032025498213332e-05,9.238586420032527e-06,1.1225614318946248e-05,8.761363534465292e-06,4.624215404223047e-06,2.750290604091234e-08,3.4272907969170326e-08,3.1309929980802543e-13,4.303059642358913e-10,3.418417546602663e-08,8.250749440669452e-09,8.045417974720578e-17,4.501397545832056e-06
2.2297197265476313e-12,0.08478463093452131,0.0,2.105122453260529,0.031075110263184432,0.3193907705021256,0.3504734419583404,0.20699883082984444,0.09199126829395994,0.0,8.628205147926604e-27,1.3360294809504595e-08,2.5974270149968403e-24,0.0,1.2321128789129683e-38,1.847512450383504e-12,2.4303679957749397e-28,1.087685451489617e-26,4.588447305771004e-38,7.86173154054619e-15,2.3592671924763495e-17,2.9402234359503282e-61,2.0283220151135017e-13,9.547502209160894e-41,9.145533650083646e-27,1.640880543067575e-47,1.3356623623713686e-08,6.505495895153288e-42,2.692609993199003e-05,1.4170050520814022e-05,9.332733362078006e-06,1.1336820904568036e-05,8.84297167056911e-06,4.6710459619346865e-06,2.798322993106592e-08,3.4962751076968306e-08,3.173696103170201e-13,4.4334444995546885e-10,3.487133405069282e-08,8.481933765873238e-09,8.37378095854501e-17,4.5463786922175e-06
2.2517816977609926e-12,0.08478463093452131,0.0,2.105121777707713,0.031075110263184432,0.31939058427376105,0.35047333063874675,0.20699870435286863,0.09199111152516384,0.0,8.889215857217299e-27,1.349248614738898e-08,2.675375882609708e-24,0.0,1.3070899639440875e-38,1.9034509488740017e-12,2.527977386664956e-28,1.1093149067624932e-26,4.725998367231736e-38,8.018073378959428e-15,2.3826102211042462e-17,3.088588780097317e-61,2.0484770531506055e-13,9.833714288188415e-41,9.512877749578471e-27,1.7407319090463164e-47,1.3488742036578666e-08,6.766812894996773e-42,2.708285749330724e-05,1.430803243563607e-05,9.426917265751972e-06,1.1448008306927718e-05,8.924467556218534e-06,4.717888359528381e-06,2.8466642144868228e-08,3.565949434516916e-08,3.2166250247813143e-13,4.566438515145422e-10,3.556533923947039e-08,8.717133852887137e-09,8.712133723563488e-17,4.591359782190924e-06
2.273843668974354e-12,0.08478463093452131,0.0,2.105121103761145,0.031075110263184432,0.3193903980626513,0.3504732193383329,0.20699857798804522,0.09199095625812125,0.0,9.155545598971103e-27,1.362467744328953e-08,2.7548705263766938e-24,0.0,1.385831147042958e-38,1.9605186218765852e-12,2.628497706352861e-28,1.1311572899627212e-26,4.866271251503745e-38,8.17595442139103e-15,2.4059532354755812e-17,3.242883818245687e-61,2.0686337997941082e-13,1.0125589853439045e-40,9.891177968396103e-27,1.845596128289178e-47,1.362085969165242e-08,7.035924425085016e-42,2.7238113305353858e-05,1.4445971256514193e-05,9.52113815165487e-06,1.1559176529414886e-05,9.005851345814412e-06,4.764742585101207e-06,2.8953119753920762e-08,3.63631385076325e-08,3.2597797613572593e-13,4.702067596474412e-10,3.6266191239299765e-08,8.956375353432643e-09,9.060678842662889e-17,4.636340815845609e-06
2.2959056401877154e-12,0.08478463093452131,0.0,2.1051204314062515,0.031075110263184432,0.3193902118687908,0.3504731080570957,0.2069984517352199,0.09199080247844625,0.0,9.427254881776085e-27,1.375686869721348e-08,2.83592618905462e-24,0.0,1.468486105679595e-38,2.018727201747139e-12,2.731986254579543e-28,1.153212600657564e-26,5.00929262327218e-38,8.335374665915422e-15,2.4292962356029932e-17,3.403284541574613e-61,2.0887922558558573e-13,1.0423184387974515e-40,1.0280649991731184e-26,1.9556725334451066e-47,1.3752976588975689e-08,7.312983957915759e-42,2.739188175406796e-05,1.458386699727801e-05,9.615396040195817e-06,1.1670325575417773e-05,9.087123193544671e-06,4.811608626755491e-06,2.944264001771048e-08,3.707368429633893e-08,3.303160311341806e-13,4.840357652429478e-10,3.697389025530564e-08,9.199683729143715e-09,9.419621001463363e-17,4.681321793274178e-06
2.3179676114010767e-12,0.08478463093452131,0.0,2.1051197606286,0.031075110263184432,0.319390025692174,0.3504729967950315,0.2069983255942386,0.09199065017189084,0.0,9.704404579920843e-27,1.3889059909168058e-08,2.918558115342431e-24,0.0,1.5552089372585397e-38,2.078088434360305e-12,2.8385008893148466e-28,1.1754808384177316e-26,5.155089147174867e-38,8.496334110610188e-15,2.4526392214991042e-17,3.56997038943756e-61,2.1089524221481475e-13,1.0726553374758009e-40,1.0681511606228259e-26,2.0711663433560512e-47,1.3885092728588998e-08,7.598146462085715e-42,2.754417708757869e-05,1.4721719671752049e-05,9.709690951594176e-06,1.1781455448323244e-05,9.168283253384595e-06,4.858486472598808e-06,2.9935180382055006e-08,3.7791132441391046e-08,3.346766673178834e-13,4.981334593436053e-10,3.768843649079805e-08,9.447084253125402e-09,9.789167000718871e-17,4.7263027145686e-06
2.340029582614438e-12,0.08478463093452131,0.0,2.1051190914138918,0.031075110263184432,0.31938983953279565,0.3504728855521372,0.2069981995649475,0.09199049932434349,0.0,9.987055941793751e-27,1.4021251079160502e-08,3.0027815518824243e-24,0.0,1.6461582452757653e-38,2.1386140791220775e-12,2.948100026750411e-28,1.1979620028173352e-26,5.303687487802358e-38,8.658832753556027e-15,2.4759821931765166e-17,3.7431242828116534e-61,2.1291142994837157e-13,1.103575229665422e-40,1.1093982699954356e-26,2.192288777793651e-47,1.4017208110532645e-08,7.891568402286448e-42,2.769501341752645e-05,1.485952929375577e-05,9.804022905881093e-06,1.1892566151516805e-05,9.249331679097144e-06,4.905376110743979e-06,3.0430718477560715e-08,3.851548367101424e-08,3.3905988453123314e-13,5.125024331450294e-10,3.840983014727341e-08,9.698602011499573e-09,1.0169525758720008e-16,4.771283579820197e-06
2.3620915538277995e-12,0.08478463093452131,0.0,2.105118423747966,0.031075110263184432,0.3193896533906501,0.35047277432840923,0.20699807364719292,0.09199034992182772,0.0,1.0275270598376173e-26,1.4153442207198036e-08,3.088611747261483e-24,0.0,1.7414972263067447e-38,2.2003159089822966e-12,3.0608426412925085e-28,1.2206560934338393e-26,5.455114309697991e-38,8.822870592836777e-15,2.499325150647818e-17,3.9229326577469456e-61,2.1492778886757372e-13,1.1350836636429511e-40,1.1518285262371614e-26,2.3192571733027633e-47,1.4149322734846725e-08,8.19340773930029e-42,2.784440472037033e-05,1.4997295877103568e-05,9.898391922901075e-06,1.2003657688382627e-05,9.330268624233233e-06,4.95227752930909e-06,3.092923211809367e-08,3.924673871155777e-08,3.4346568261863907e-13,5.271452779952185e-10,3.9138071424415595e-08,9.954261904937813e-09,1.0560908313698997e-16,4.816264389119647e-06
2.384153525041161e-12,0.08478463093452131,0.0,2.1051177576167954,0.031075110263184432,0.31938946726573214,0.3504726631238442,0.20699794784082137,0.09199020195050112,0.0,1.0569110571829384e-26,1.428563329328789e-08,3.1760639520123107e-24,0.0,1.841393757825689e-38,2.2632057104470738e-12,3.176788265554886e-28,1.2435631098480158e-26,5.609396277357935e-38,8.988447626539352e-15,2.5226680939255775e-17,4.109585498815548e-61,2.169443190537821e-13,1.167186187675201e-40,1.1954643384309887e-26,2.452295100151819e-47,1.4281436601571121e-08,8.503823929996258e-42,2.7992364838683098e-05,1.5135019435604786e-05,9.99279802231349e-06,1.2114730062303522e-05,9.411094242132044e-06,4.9991907164174756e-06,3.14306992992632e-08,3.998489828749557e-08,3.478940614245211e-13,5.420645853938649e-10,3.987316052009703e-08,1.021408865018166e-08,1.0963527826236936e-16,4.861245142556998e-06
