Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35)
5.354803166519342e-15,0.10125681075141572,0.0,2.5142063598767614,0.031075110263184432,0.3194096320089215,0.35048476145248775,0.20701218339477684,0.09201808516137096,0.0,4.038433584638011e-31,6.756792608687047e-10,3.4393877034670557e-28,0.0,5.946546773513348e-50,5.804196682135919e-20,6.637942349160256e-35,2.294728184543602e-28,1.746572954635378e-40,2.7569866521117598e-18,4.501429656967376e-17,2.7872487530782267e-65,2.5735956323311045e-13,2.536109952261042e-42,4.108829083738562e-34,1.538627669417287e-57,6.756788170624385e-10,3.8985667451117706e-47,1.1036934427679636e-07,3.7773717456809716e-08,2.403693564703806e-08,3.0011372386674216e-08,2.4852593104212343e-08,1.2092328119096535e-08,1.0612171199944027e-11,5.654782051460606e-13,2.573754790770214e-13,3.3804863833801706e-17,5.654796615280207e-13,1.097766071606294e-14,7.66029254277468e-27,1.1932778514456064e-08,2.0164613089102914e-15,6.436430873817754e-14
6.1176465781118616e-15,0.10125681075141572,0.0,2.5142063241351003,0.031075110263184432,0.31940962490517755,0.3504847570812076,0.20701217815555759,0.09201806946288824,0.0,6.0219278388944685e-31,7.719362904356806e-10,5.1286578257586985e-28,0.0,1.3024927680746134e-49,8.604176933081995e-20,1.0352100995467423e-34,2.9951112925356233e-28,2.6044098493693466e-40,3.59845578020223e-18,5.14270170772847e-17,5.3970838826512935e-65,2.940229052161591e-13,3.781731372997752e-42,6.969043677134706e-34,3.370644275778593e-57,7.71935703850085e-10,6.631110986279348e-47,1.2606640371216152e-07,4.3153956786463265e-08,2.7461971481927153e-08,3.4286395510302196e-08,2.8391863731907782e-08,1.3815450821211516e-08,1.2225048895009359e-11,7.380829861994446e-13,2.940436787815606e-13,5.0408933617386075e-17,7.380851579114593e-13,1.4409436197303048e-14,1.2823191885227582e-26,1.363270685399242e-08,2.308224773919434e-15,8.433284155935915e-14
6.880489989704381e-15,0.10125681075141572,0.0,2.5142062884002234,0.031075110263184432,0.3194096178015218,0.35048475271002383,0.20701217291664295,0.09201805377091135,0.0,8.56723119813798e-31,8.681933188021497e-10,7.296400311389209e-28,0.0,2.6044441644143335e-49,1.218481051659824e-19,1.537252915790107e-34,3.7886361781212273e-28,3.705222266236225e-40,4.551828593985232e-18,5.783973742259311e-17,9.670970982176804e-65,3.30686244061159e-13,5.380165218418223e-42,1.1111135586661664e-33,6.740734251655951e-57,8.681925695977531e-10,1.0595703475886055e-46,1.4175695734797325e-07,4.85339488974125e-08,3.088719244101213e-08,3.8561322217885455e-08,3.193082987910581e-08,1.5538686668442857e-08,1.386311557509099e-11,9.336470729908981e-13,3.307125213547957e-13,7.171634698702263e-17,9.336501626567251e-13,1.8329824850466183e-14,2.023309415830477e-26,1.5332632407729848e-08,2.599987756230834e-15,1.0699571203825057e-13
7.643333401296902e-15,0.10125681075141572,0.0,2.5142062526721283,0.031075110263184432,0.31940961069795415,0.3504847483389365,0.20701216767803282,0.09201803808543753,0.0,1.174439875512087e-30,9.64450345968138e-10,1.0002278503967806e-27,0.0,4.848022216712534e-49,1.664212009212971e-19,2.1957374551319907e-34,4.675302822551696e-28,5.07930816556848e-40,5.617104910076247e-18,6.425245760560844e-17,1.630487348092153e-64,3.673495797696292e-13,7.375405618982484e-42,1.687169174538737e-33,1.2548768877550843e-56,9.644494143057362e-10,1.6117597180021727e-46,1.574410078805811e-07,5.39136938010641e-08,3.431259852630696e-08,4.283615251160862e-08,3.546949157200337e-08,1.7262035650426794e-08,1.5526365477394998e-11,1.1521716665390053e-12,3.6738200679656736e-13,9.83137292011253e-17,1.1521759020532385e-12,2.274639755782573e-14,3.046424571300333e-26,1.703255517568449e-08,2.891750236133824e-15,1.3235291570263104e-13
9.169020224481942e-15,0.10125681075141572,0.0,2.5142061812362697,0.031075110263184432,0.31940959649108336,0.3504847395970511,0.2070121572017261,0.09201800673398844,0.0,2.027454682002173e-30,1.1569643966987785e-09,1.726709534306731e-27,0.0,1.4259695225211017e-48,2.857093103333215e-19,4.095268197570232e-34,6.728061312995486e-28,8.768492242035205e-40,8.083367315649255e-18,7.707789748479752e-17,4.029320948290516e-64,4.406762417830574e-13,1.2732282591397466e-41,3.4779659050239975e-33,3.691602036216959e-56,1.1569630406038185e-09,3.331405181791887e-46,1.8878961041632686e-07,6.467244203209895e-08,4.116396608357452e-08,5.1385523866213e-08,4.254590169967426e-08,2.0709072977200236e-08,1.8928391905057872e-11,1.658107177255195e-12,4.407229062850839e-13,1.697250468779525e-16,1.6581144892381268e-12,3.3098370515431014e-14,6.19954569548073e-26,2.0432392354309994e-08,3.4752737763827472e-15,1.911503045326895e-13
1.0694707047666981e-14,0.10125681075141572,0.0,2.5142061098275046,0.031075110263184432,0.319409582284565,0.3504847308555514,0.20701214672663729,0.09201797540851943,0.0,3.2172812719865e-30,1.3494784426278143e-09,2.740041491815611e-27,0.0,3.550938137482745e-48,4.515909892796205e-19,6.982300378261244e-34,9.153386614058691e-28,1.391434571553365e-39,1.0997241529866178e-17,8.990333671492743e-17,8.664926998008258e-64,5.140028912685968e-13,2.0204315266762156e-41,6.416450910418379e-33,9.193832357313043e-56,1.3494765827466737e-09,6.157880288023435e-46,2.201122328680812e-07,7.543020157081122e-08,4.8016074169810474e-08,5.993450959159144e-08,4.962109432445134e-08,2.4156562718633673e-08,2.2431082107466693e-11,2.255899123449168e-12,5.14066377245837e-13,2.693365016468281e-16,2.2559107267540032e-12,4.5525887845296505e-14,1.1330750688290123e-25,2.383221838999804e-08,4.0587953412559664e-15,2.6072497216843527e-13
1.2220393870852021e-14,0.10125681075141572,0.0,2.5142060384458107,0.031075110263184432,0.3194095680783992,0.35048472211443726,0.2070121362527661,0.092017944109009,0.0,4.7999637094472724e-30,1.5419924837554567e-09,4.08795436580999e-27,0.0,7.834512808035414e-48,6.717537314221106e-19,1.1140803623833126e-33,1.1951278576086158e-27,2.0759252184283443e-39,1.4358726085689708e-17,1.027287752960736e-16,1.6836990793215697e-63,5.873295282384011e-13,3.0143456565189804e-41,1.0915592250587324e-32,2.0286276745363934e-55,1.5419900407366432e-09,1.049092302289942e-45,2.5140889676585523e-07,8.618697250843562e-08,5.4868922801069275e-08,6.848310970521912e-08,5.6695069655827725e-08,2.7604504791839042e-08,2.6034390040962404e-11,2.9455571076473306e-12,5.87412419677553e-13,4.018422262993132e-16,2.9455744193309274e-12,6.008945336947785e-14,1.9138708423569837e-25,2.7232033282877647e-08,4.6423152314335434e-15,3.4107688237547335e-13
1.4088135321563629e-14,0.10125681075141572,0.0,2.5142059510973676,0.031075110263184432,0.31940955068773147,0.3504847114141152,0.20701212343234038,0.09201790582754696,0.0,7.354325960156437e-30,1.777667616437603e-09,6.2634113026744566e-27,0.0,1.833689051824323e-47,1.0264280012659082e-18,1.8429951283725162e-33,1.5883672349751718e-27,3.1806553781983e-39,1.9083232935134252e-17,1.184296396869129e-16,3.425987498164705e-63,6.770957707326618e-13,4.618468254809975e-41,1.9248512694114358e-32,4.748447061145023e-55,1.7776643515150946e-09,1.8524725873687975e-45,2.8968687408374804e-07,9.935403498718528e-08,6.32591687419188e-08,7.89477565876196e-08,6.535335309846893e-08,3.182608132439578e-08,3.058246577532645e-11,3.9149174749363275e-12,6.772059361747764e-13,6.157076057314337e-16,3.914943999904788e-12,8.091468944877451e-14,3.352383410843019e-25,3.139406179298944e-08,5.356655835917029e-15,4.54115847906855e-13
1.5955876772275237e-14,0.10125681075141572,0.0,2.5142058637894222,0.031075110263184432,0.3194095332975919,0.350484700714371,0.2070121106137388,0.09201786758491626,0.0,1.068425736648081e-29,2.0133427419248057e-09,9.099391886154289e-27,0.0,3.872652634520232e-47,1.4880892234101881e-18,2.8753113018164106e-33,2.0374415873012413e-27,4.620809586837446e-39,2.44785500030559e-17,1.341305031053985e-16,6.386405714131714e-63,7.668619945106205e-13,6.709643090177909e-41,3.163446075913166e-32,1.0029105982414636e-54,2.013338536184896e-09,3.0476616763481376e-45,3.279260200609137e-07,1.1251961619443569e-07,7.165052456035529e-08,8.941182562788142e-08,7.400981293194302e-08,3.6048335471633296e-08,3.5281179802110425e-11,5.021985669367536e-12,7.670033064249464e-13,8.945199323647155e-16,5.022024205400066e-12,1.0514266240186106e-13,5.48119479991763e-25,3.555607360426481e-08,6.0709930710696235e-15,5.833061022828543e-13
1.7823618222986844e-14,0.10125681075141572,0.0,2.5142057765219343,0.031075110263184432,0.3194095159079804,0.3504846900152047,0.207012097796961,0.09201782938107751,0.0,1.4892579347494818e-29,2.249017860217454e-09,1.268346522917893e-26,0.0,7.523907242621172e-47,2.070856389637281e-18,4.2837104364604134e-33,2.542350887218911e-27,6.44085681697829e-39,3.0544674598052266e-17,1.4983136555166876e-16,1.1111192028038767e-62,8.566281995945768e-13,9.35244130038063e-41,4.921297300484027e-32,1.948583098860507e-54,2.2490125947503353e-09,4.7450797467435113e-45,3.6612637408934703e-07,1.2568371629751996e-07,8.00429902856846e-08,9.987531685806024e-08,8.266444954037843e-08,4.027126708153928e-08,4.013044780284768e-11,6.266779293315227e-12,8.568045304257271e-13,1.2468943167073993e-15,6.2668330092628375e-12,1.328842080138047e-13,8.492136437486195e-25,3.9718068716940135e-08,6.785327974265856e-15,7.28647578544777e-13
1.969135967369845e-14,0.10125681075141572,0.0,2.514205689294865,0.031075110263184432,0.319409498518897,0.35048467931661614,0.20701208498200657,0.09201779121599138,0.0,2.0082113312528075e-29,2.4846929713159354e-09,1.710320041361919e-26,0.0,1.3671802793407176e-46,2.788854049947645e-18,6.1484464250480194e-33,3.1030951073927976e-27,8.685266033027751e-39,3.728160402875884e-17,1.6553222702586202e-16,1.8289447759450033e-62,9.463943860068296e-13,1.2611434011138584e-40,7.326407834728228e-32,3.5409426170209146e-54,2.4846865272157015e-09,7.068789264180231e-45,4.042879755213338e-07,1.3884633546375241e-07,8.843656594715837e-08,1.1033823031020978e-07,9.131726330782311e-08,4.449487600212296e-08,4.513018551628276e-11,7.649315943660333e-12,9.466096081747824e-13,1.6814469733808088e-15,7.649388379481922e-12,1.6425010041795922e-13,1.2600472009235291e-24,4.388004713125161e-08,7.499660918474385e-15,8.901402104000252e-13
2.1559101124410057e-14,0.10125681075141572,0.0,2.5142056021081736,0.031075110263184432,0.3194094811303416,0.3504846686186053,0.20701207216887518,0.0920177530896185,0.0,2.635568066114586e-29,2.72036807522064e-09,2.2446166489891855e-26,0.0,2.3518497819901843e-46,3.6562124053092714e-18,8.557470710631435e-33,3.719674220520547e-27,1.139850619107357e-38,4.468933560384952e-17,1.8123308752811656e-16,2.87698811405069e-62,1.0361605537696802e-12,1.6551192335997378e-40,1.0521062114651826e-31,6.091400775939435e-54,2.7203603335852795e-09,1.0156720573220893e-44,4.424108636688356e-07,1.5200747386042834e-07,9.683125157397521e-08,1.208005660163819e-07,9.996825461824319e-08,4.871916208141541e-08,5.0280308739275667e-11,9.169613211700477e-12,1.0364185396697756e-12,2.2067952390467874e-15,9.169708278499489e-12,1.9935105111873086e-13,1.8045294326479085e-24,4.804200884743533e-08,8.213990051014027e-15,1.067783933783366e-12
2.3426842575121663e-14,0.10125681075141572,0.0,2.51420551496182,0.031075110263184432,0.31940946374231405,0.3504846579211722,0.2070120593575664,0.09201771500191967,0.0,3.3816102783297455e-29,2.9560431719319555e-09,2.879993247748828e-26,0.0,3.866850767691572e-46,4.687067208305151e-18,1.1606295227773757e-32,4.392088199332188e-27,1.4625046238989336e-38,5.276786663203596e-17,1.9693394705857055e-16,4.358016278513506e-62,1.1259267029054274e-12,2.1236287376481956e-40,1.466157183011346e-31,1.001560513690053e-53,2.956034013863351e-09,1.41604249895093e-44,4.804950778042521e-07,1.6516713165482443e-07,1.0522704719527764e-07,1.312623240086264e-07,1.086174238555244e-07,5.294412516746923e-08,5.558073332572002e-11,1.082768868325032e-11,1.1262313249083717e-12,2.8315575520386566e-15,1.082781066331074e-11,2.3829771015428723e-13,2.5089111831855972e-24,5.220395386572719e-08,8.928314846160144e-15,1.261578683304295e-12
2.529458402583327e-14,0.10125681075141572,0.0,2.514205427855764,0.031075110263184432,0.3194094463548144,0.35048464722431677,0.20701204654807984,0.09201767695285562,0.0,4.256620105930181e-29,3.191718261450269e-09,3.6252067364495625e-26,0.0,6.119370391273305e-46,5.895559875302596e-18,1.5398144251123874e-32,5.120337016590755e-27,1.8409355116327973e-38,6.151719442206828e-17,2.126348056173623e-16,6.39418094224144e-62,1.2156928334363733e-12,2.673129022194009e-40,1.99185576546342e-31,1.5850279215570274e-53,3.1917075680541987e-09,1.9245348378341657e-44,5.185406571596642e-07,1.7832530901419814e-07,1.1362395284014962e-07,1.4172350431899126e-07,1.1726477140347055e-07,5.7169765108358996e-08,6.103137518765023e-11,1.2623559938532255e-11,1.2160479638882341e-12,3.564353474188951e-15,1.2623713485355304e-11,2.8120066490074994e-13,3.40183274902571e-24,5.636588218636301e-08,9.642638440524941e-15,1.4715243899116868e-12
2.7162325476544877e-14,0.10125681075141572,0.0,2.514205340789968,0.031075110263184432,0.31940942896784263,0.3504846365280391,0.20701203374041513,0.09201763894238717,0.0,5.270879686003575e-29,3.427393343775971e-09,4.489014010833177e-26,0.0,9.373486582778597e-46,7.295837342775834e-18,2.004375690071719e-32,5.9044206450913834e-27,2.2795901754470384e-38,7.093731628273407e-17,2.2833566320462996e-16,9.128915761201614e-62,1.3054589453848197e-12,3.310077194976064e-40,2.6476582825962625e-31,2.4279532750040985e-53,3.4273809961621e-09,2.559047536641264e-44,5.56547640927912e-07,1.914820061057885e-07,1.2202196853762284e-07,1.5218410697952247e-07,1.2591029764580567e-07,6.139608175218059e-08,6.663215029370664e-11,1.455724455232051e-11,1.3058684566070275e-12,4.413803661672203e-15,1.4557434690660383e-11,3.281704417233714e-13,4.514263754619462e-24,6.052779380957844e-08,1.0356961543284813e-14,1.697620986983525e-12
2.903006692725648e-14,0.10125681075141572,0.0,2.514205253764391,0.031075110263184432,0.3194094115813986,0.3504846258323389,0.20701202093457188,0.09201760097047512,0.0,6.434671154687691e-29,3.6630684189094495e-09,5.48017196349953e-26,0.0,1.3957312645682593e-45,8.902052234886807e-18,2.5661614686871816e-32,6.744339057662257e-27,2.7829155076459963e-38,8.102822952285946e-17,2.4403651982051176e-16,1.2728294646188711e-61,1.395225038773068e-12,4.040930362513044e-40,3.4534575318013043e-31,3.6153372110316937e-53,3.6630542981913318e-09,3.3388739292385663e-44,5.945160682614375e-07,2.0463722309681528e-07,1.3042109431668023e-07,1.626441320222641e-07,1.3455400296617155e-07,6.562307494705194e-08,7.238297467081483e-11,1.662876009377694e-11,1.3956928030624158e-12,5.388529897876072e-15,1.662899221967761e-11,3.7931750416417434e-13,5.8795744549574874e-24,6.468968873560892e-08,1.1071278900554355e-14,1.9398684138625722e-12
3.089780837796809e-14,0.10125681075141572,0.0,2.514205166778993,0.031075110263184432,0.3194093941954822,0.35048461513721646,0.2070120081305497,0.09201756303708045,0.0,7.758276647194025e-29,3.8987434868510915e-09,6.607437484006093e-26,0.0,2.0275374005428342e-45,1.0728362664112894e-17,3.2377667946713225e-32,7.640092227163372e-27,3.355358399720456e-38,9.178993145130781e-17,2.597373754651457e-16,1.7383046875678354e-61,1.4849911136234213e-12,4.872145630133098e-40,4.430532028829398e-31,5.25197665544703e-53,3.898727474146168e-09,4.2846529375554313e-44,6.324459782737615e-07,2.1779096015447992e-07,1.3882133020624567e-07,1.7310357947925825e-07,1.431958877481306e-07,6.985074454111221e-08,7.828376440207809e-11,1.883812412665023e-11,1.4855210032520633e-12,6.497155053162754e-15,1.883840400748097e-11,4.3475225521043696e-13,7.533452036402874e-24,6.885156696468991e-08,1.1785589652435813e-14,2.198266605499259e-12
3.2765549828679696e-14,0.10125681075141572,0.0,2.514205079833734,0.031075110263184432,0.31940937681009346,0.3504846044426715,0.20701199532834827,0.09201752514216402,0.0,9.25197829779706e-29,4.134418547601288e-09,7.879567458757154e-26,0.0,2.881620870018696e-45,1.2788932473849907e-17,4.0325665811474005e-32,8.591680126487942e-27,4.0013657423234787e-38,1.0322241937698129e-16,2.7543823013867013e-16,2.33098188325628e-61,1.574757169958182e-12,5.81018010193833e-40,5.601607227781176e-31,7.464433991184548e-53,4.1344005240308825e-09,5.418428518782584e-44,6.703374100377928e-07,2.3094321744596454e-07,1.4722267623517868e-07,1.8356244938254512e-07,1.5183595237516253e-07,7.407909038252273e-08,8.433443562922727e-11,2.1185354209037514e-11,1.5753530571736345e-12,7.748303132654357e-15,2.1185687983529893e-11,4.945850346517115e-13,9.514003678792593e-24,7.301342849705659e-08,1.2499902605010105e-14,2.4728154871797726e-12
3.46332912793913e-14,0.10125681075141572,0.0,2.5142049929285757,0.031075110263184432,0.3194093594252323,0.350484593748704,0.20701198252796718,0.09201748728568679,0.0,1.0926058239865924e-28,4.370093601160426e-09,9.305318771144807e-26,0.0,4.016746919958333e-45,1.5097930952235e-17,4.964676408918436e-32,9.599102728560634e-27,4.725384425299345e-38,1.1532569060881886e-16,2.911390838412228e-16,3.075336253900307e-61,1.6645232077996543e-12,6.861490880847318e-40,6.990782770130594e-31,1.0404949727970695e-52,4.370073447849743e-09,6.763579023949289e-44,7.081904025879215e-07,2.4409399513843287e-07,1.5562513243229226e-07,1.9402074176416303e-07,1.6047419723066836e-07,7.830811231946587e-08,9.053490454962074e-11,2.3670467893669476e-11,1.6651889648247942e-12,9.150599218726599e-15,2.367086207195258e-11,5.589261223102078e-13,1.186163610899172e-23,7.717527333294403e-08,1.3214218664085514e-14,2.7635149920922126e-12
3.650103273010291e-14,0.10125681075141572,0.0,2.5142049060634784,0.031075110263184432,0.31940934204089866,0.3504845830553141,0.20701196972940594,0.09201744946760977,0.0,1.2790798605846712e-28,4.605768647528891e-09,1.0893448301389246e-25,0.0,5.502337741060165e-45,1.7669533177780002e-17,6.048999592076304e-32,1.0662360006339583e-26,5.531861337649108e-38,1.2809974245579877e-16,3.06839936572942e-16,3.998762422508615e-61,1.7542892271701424e-12,8.032535068544514e-40,8.623619807211356e-31,1.4253373988661549e-52,4.605746245607018e-09,8.344901991199132e-44,7.460049949175979e-07,2.5724329339902925e-07,1.6402869882636022e-07,2.0447845665614825e-07,1.6911062269796557e-07,8.253781020014636e-08,9.688508741975202e-11,2.6293482727570038e-11,1.7550287262032064e-12,1.0712669539272754e-14,2.62939441912078e-11,6.278857342578664e-13,1.4619202309230712e-23,8.133710147258721e-08,1.3928523108096341e-14,3.0703650690537923e-12
3.8368774180814516e-14,0.10125681075141572,0.0,2.5142048192384014,0.031075110263184432,0.3194093246570925,0.3504845723625016,0.20701195693266428,0.09201741168789404,0.0,1.4856481527305223e-28,4.841443686707076e-09,1.2652712926739487e-25,0.0,7.420322716021712e-45,2.051791960786355e-17,7.301170852032692e-32,1.178145193281389e-26,6.42524336757216e-38,1.4154457222693535e-16,3.2254078833396557e-16,5.1318147249329295e-61,1.8440552280919504e-12,9.329769765541288e-40,1.0527036496580884e-30,1.922196026408717e-52,4.841418917306975e-09,1.0188512671863763e-43,7.837812259823146e-07,2.703911123948801e-07,1.724333754460879e-07,2.1493559409053522e-07,1.7774522916029402e-07,8.676818387278979e-08,1.0338490055096352e-10,2.9054416252465445e-11,1.844872341306536e-12,1.2443141385289389e-14,2.9054952254491403e-11,7.015740274329507e-13,1.7831827969533445e-23,8.549891291622089e-08,1.4642815313764672e-14,3.3933656527850505e-12
4.023651563152612e-14,0.10125681075141572,0.0,2.514204732453307,0.031075110263184432,0.3194093072738137,0.3504845616702666,0.20701194413774182,0.09201737394650067,0.0,1.7133389134898685e-28,5.077118718695367e-09,1.4591869521242994e-25,0.0,9.865774950186057e-45,2.365727657289631e-17,8.737623666824234e-32,1.2956378481006523e-26,7.409977402416891e-38,1.5566017723128283e-16,3.382416391244317e-16,6.508289640378768e-61,1.9338212105873834e-12,1.0759652071103464e-39,1.2729432957574419e-30,2.555701458106534e-52,5.077091462953875e-09,1.2321965366234608e-43,8.215191346961314e-07,2.835374522930917e-07,1.8083916232010085e-07,2.2539215409935632e-07,1.8637801700080882e-07,9.099923318564437e-08,1.1003426031447765e-10,3.195328600429701e-11,1.9347198101324475e-12,1.435064320865358e-14,3.1953904169252135e-11,7.801010942150253e-13,2.1547121152963575e-23,8.96607076640798e-08,1.5357119844588502e-14,3.7325166528215284e-12
4.210425708223773e-14,0.10125681075141572,0.0,2.5142046457081544,0.031075110263184432,0.3194092898910623,0.3504845509786089,0.2070119313446381,0.09201733624339078,0.0,1.963180355843369e-28,5.312793743494152e-09,1.67196749560312e-25,0.0,1.2949216045891245e-44,2.7101795686585424e-17,1.0375509607389045e-31,1.4187139623970747e-26,8.490510328740145e-38,1.70446554777931e-16,3.539424889444781e-16,8.165496738356115e-61,2.023587174678748e-12,1.2328639083338628e-39,1.5260541612962764e-30,3.354486689701334e-52,5.31276388255198e-09,1.4774108103463907e-43,8.592187599359227e-07,2.9668231326075317e-07,1.892460594769957e-07,2.3584813671464225e-07,1.9500898660258898e-07,9.523095798697877e-08,1.1683308313528423e-10,3.4990109513806545e-11,2.0245711326786057e-12,1.6443804504307884e-14,3.4990817837773274e-11,8.635769690103543e-13,2.5814923178798214e-23,9.382248571639838e-08,1.607143626832931e-14,4.087818003696084e-12
4.3971998532949336e-14,0.10125681075141572,0.0,2.5142045590029047,0.031075110263184432,0.3194092725088381,0.35048454028752873,0.20701191855335285,0.09201729857852552,0.0,2.236200692682214e-28,5.54846876110382e-09,1.904488609898748e-25,0.0,1.6796998633963434e-44,3.0865674553595963e-17,1.2232794840801584e-31,1.5473735334794292e-26,9.671289032236432e-38,1.8590370217600994e-16,3.69643337794243e-16,1.0144303880033668e-60,2.1133531203883488e-12,1.404318789909218e-39,1.8151606234833932e-30,4.351286219142849e-52,5.548436176105552e-09,1.7575256500181907e-43,8.968801405363869e-07,3.0982569546493285e-07,1.9765406694535434e-07,2.4630354196842146e-07,2.036381383486271e-07,9.946335812508471e-08,1.2378128549935797e-10,3.8164904305837864e-11,2.114426308942676e-12,1.873125595043398e-14,3.816571115647873e-11,9.521116204695455e-13,3.068760883877015e-23,9.798424707341108e-08,1.6785723695925676e-14,4.459269680400186e-12
4.583973998366094e-14,0.10125681075141572,0.0,2.5142044723375183,0.031075110263184432,0.3194092551271412,0.3504845295970257,0.20701190576388553,0.09201726095186612,0.0,2.5334281368160585e-28,5.78414377152476e-09,2.1576259815154113e-25,0.0,2.1554250188850588e-44,3.496311592467032e-17,1.4328144625218906e-31,1.681616558659429e-26,1.0956760397822968e-37,2.0203161673468453e-16,3.853441856738641e-16,1.2489452644819244e-60,2.2031190477384933e-12,1.5909755614072218e-39,2.1435167643887317e-30,5.583698756176503e-52,5.784108343618844e-09,2.0756985671303143e-43,9.345033152961012e-07,3.229675990726826e-07,2.060631847536606e-07,2.5675836989272073e-07,2.1226547262184171e-07,1.0369643344827388e-07,1.3087878394493496e-10,4.1477687900174537e-11,2.204285338922323e-12,2.122162923998487e-14,4.1478602016765286e-11,1.0458149608882818e-12,3.6219729026706857e-23,1.021459917353521e-07,1.7499985303159023e-14,4.846871613861994e-12
4.770748143437255e-14,0.10125681075141572,0.0,2.514204385711957,0.031075110263184432,0.31940923774597135,0.3504845189071001,0.20701189297623587,0.09201722336337381,0.0,2.8558909009679273e-28,6.019818774757358e-09,2.4322552966369697e-25,0.0,2.738481365205597e-44,3.94083284660723e-17,1.6681028282392544e-31,1.8214430352521784e-26,1.2351371309562665e-37,2.1883029576315944e-16,4.010450325834794e-16,1.5249552352494652e-60,2.2928849567514892e-12,1.7934799322736402e-39,2.5145258468671814e-30,7.094171838315139e-52,6.019780385096112e-09,2.4352319346331484e-43,9.72088322972088e-07,3.3610802425103345e-07,2.1447341293027503e-07,2.672126205195648e-07,2.2089098980506604e-07,1.0793018380488075e-07,1.381254950703699e-10,4.4928477810780044e-11,2.2941482226152113e-12,2.3923557233212474e-14,4.492950830424764e-11,1.144796837735408e-12,4.2468337148856643e-23,1.0630771970245557e-07,1.821429346139459e-14,5.250623665815876e-12
4.9575222885084155e-14,0.10125681075141572,0.0,2.51420429912618,0.031075110263184432,0.31940922036532865,0.3504845082177518,0.20701188019040345,0.09201718581300986,0.0,3.2046171977790056e-28,6.255493770802005e-09,2.7292522411411123e-25,0.0,3.4474923381635043e-44,4.4215526480655464e-17,1.931168085507424e-31,1.966852960576001e-26,1.3859568650692561e-37,2.3629973657067705e-16,4.167458785232266e-16,1.847745194436507e-60,2.382650847449643e-12,2.0124776118333784e-39,2.931733200712515e-30,8.930954229679033e-52,6.255452300541612e-09,2.8395660794914175e-43,1.0096352022818882e-06,3.492469711669985e-07,2.228847515035939e-07,2.7766629388097644e-07,2.295146902810522e-07,1.1216460904326153e-07,1.4552133553117375e-10,4.851729154607717e-11,2.384014960019006e-12,2.6845673901199125e-14,4.8518447899036034e-11,1.2491670368408957e-12,4.949287202731725e-23,1.1046943097495544e-07,1.892863081435968e-14,5.670525787725542e-12
5.144296433579576e-14,0.10125681075141572,0.0,2.5142042125801494,0.031075110263184432,0.31940920298521297,0.35048449752898064,0.20701186740638794,0.09201714830073561,0.0,3.580635239808461e-28,6.491168759659085e-09,3.049492500601043e-25,0.0,4.3032659805542875e-44,4.9398929867823755e-17,2.224109769989214e-31,2.1178463319524178e-26,1.548579930362777e-37,2.544399364665178e-16,4.324467234932436e-16,2.2230167557388292e-60,2.4724167198552623e-12,2.2486143092910505e-39,3.398825219456285e-30,1.114795462884443e-51,6.4911240899595914e-09,3.2922783084935012e-43,1.0471439919038218e-06,3.6238443998757154e-07,2.3129720050205964e-07,2.881193900089765e-07,2.381365744324718e-07,1.1639970901179393e-07,1.5306622203962994e-10,5.224414660898673e-11,2.473885551131373e-12,2.999661431817356e-14,5.224543867577476e-11,1.359035282810929e-12,5.735514060315223e-23,1.1463112555308556e-07,1.964287852623875e-14,6.106578032535844e-12
5.37749212169293e-14,0.10125681075141572,0.0,2.514204104579377,0.031075110263184432,0.31940918128611817,0.35048448418439276,0.20701185144753526,0.0920171015184286,0.0,4.089982582035772e-28,6.785419279678347e-09,3.4832842091402094e-25,0.0,5.613565975754118e-44,5.642033925581277e-17,2.6351103916882216e-31,2.3142056529716956e-26,1.768866230166513e-37,2.7803031152278706e-16,4.520499137054059e-16,2.7746323307891256e-60,2.5844933115442808e-12,2.5684808620981047e-39,4.057861460322142e-30,1.4542485925432964e-51,6.785370448529131e-09,3.931073640045674e-43,1.0939219482131802e-06,3.7878506978426375e-07,2.4180206971866727e-07,3.0116972744338337e-07,2.4889882484909937e-07,1.2168836342159203e-07,1.6269543261442647e-10,5.7091083702431254e-11,2.5860983238058415e-12,3.4265028754055006e-14,5.7092559611505234e-11,1.5040948988533216e-12,6.844518121920551e-23,1.198271597992013e-07,2.0534668799247834e-14,6.673678052197586e-12
