Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623)
1.1019661159656712e-09,0.045450764422602166,0.0,1.1109649157803554,0.031075110263184432,0.3126853669706338,0.3464137112622492,0.20369160227963506,0.0918760504721675,0.0,1.05868439462402e-30,8.032636956457284e-14,1.1576225295591212e-34,0.0,9.791107137236518e-48,1.4861603385240419e-06,7.113848131592835e-37,5.542039137919714e-41,6.07912680641711e-62,4.1501316872721966e-19,5.520978463901349e-31,4.776984513706202e-99,2.4533554241066397e-21,5.0925459295727035e-68,1.2927476129996436e-33,1.3974812107719467e-64,7.287093753738628e-14,5.373228699835833e-60,0.00015911973593448012,0.0050986782813546155,0.003280203515751435,0.004071080877210619,0.0017165577340499442,0.0015489183171443126,1.0818192544115619e-07,3.753610875691335e-05,2.4858228822935074e-16,1.085868599810024e-05,2.8322819963365938e-05,2.2099349189338163e-05,2.105893855115498e-08,0.0016040591721643003,1.1140240216950596e-19,3.670546687485731e-14,2.3561844276002608e-17,6.925051212186978e-10,3.018232943932362e-10
1.1056184939647927e-09,0.045450764422602166,0.0,1.1109115581975195,0.031075110263184432,0.3126635625330134,0.3464004305401083,0.20368412736094854,0.09187620960097244,0.0,1.0730757040931133e-30,8.059105274681606e-14,1.1724450071218866e-34,0.0,9.984599050983738e-48,1.500793919015351e-06,7.206396454554895e-37,5.578869245513629e-41,6.1395389460170735e-62,4.1774731274205387e-19,5.539149000208382e-31,4.856411728119735e-99,2.468308745382152e-21,5.143153784040123e-68,1.3095649579794197e-33,1.4250918501449698e-64,7.308804148750484e-14,5.444480129391261e-60,0.0001591128406788662,0.005115237378237838,0.0032909039644971505,0.004084361599351282,0.0017188333172285357,0.001553667854914346,1.0844556011990994e-07,3.777598629915712e-05,2.5016543510728105e-16,1.0953167418402255e-05,2.8484255288952986e-05,2.220277743067585e-05,2.1326639853493592e-08,0.001609258494941634,1.1178213685841982e-19,3.711369425680198e-14,2.3747306397720764e-17,7.011841019829532e-10,3.0587453385518926e-10
1.1092708719639143e-09,0.045450764422602166,0.0,1.1108582198782502,0.031075110263184432,0.3126417611979254,0.34638715117785607,0.2036766655951347,0.09187636957364198,0.0,1.087601613795103e-30,8.085572578202672e-14,1.1874067344762857e-34,0.0,1.0181248589011191e-47,1.515521782637051e-06,7.299830580667532e-37,5.615823112764312e-41,6.200348731377668e-62,4.204903041567852e-19,5.557318870281864e-31,4.936890508995736e-99,2.4833035321615346e-21,5.1940947502810645e-68,1.3265432530554168e-33,1.4531529626982061e-64,7.330499612317742e-14,5.516435837087956e-60,0.00015910595039001678,0.005131794366318659,0.0033016028018231654,0.0040976409616032055,0.001721096437498713,0.0015584148911702992,1.0870889019902297e-07,3.8016566980284625e-05,2.5175317928751574e-16,1.1048103946797008e-05,2.8646040056046594e-05,2.2306161790564246e-05,2.1596802734862056e-08,0.0016144571276205935,1.121621108518498e-19,3.7525471377846495e-14,2.3938571913216806e-17,7.099588190244553e-10,3.09964081272522e-10
1.112923249963036e-09,0.045450764422602166,0.0,1.1108049007637337,0.031075110263184432,0.31261996296467404,0.34637387317513885,0.20366921691751633,0.09187653039195189,0.0,1.1022626904898677e-30,8.11203886712438e-14,1.2025085545805425e-34,0.0,1.0381096424511037e-47,1.5303442109739276e-06,7.394155917927449e-37,5.652900776984254e-41,6.2615574522668e-62,4.232421417975223e-19,5.575488075292249e-31,5.0184312370848596e-99,2.498339802139191e-21,5.245369908746259e-68,1.3436834806891684e-33,1.4816703496970394e-64,7.352180155571928e-14,5.589100417605985e-60,0.00015909906505798857,0.005148349246794932,0.0033123000228616334,0.004110918964320164,0.001723347158962373,0.0015631594262614423,1.0897191519718739e-07,3.825785023032697e-05,2.5334551689184705e-16,1.1143495613994751e-05,2.880817395139101e-05,2.240950022196811e-05,2.1869440947358362e-08,0.0016196550707755749,1.1254232632252216e-19,3.7940970008599274e-14,2.4124245848434428e-17,7.188301090609966e-10,3.1409213208220357e-10
1.1165756279621575e-09,0.045450764422602166,0.0,1.1107516007954799,0.031075110263184432,0.3125981678325656,0.3463605965316036,0.20366178126374743,0.091876692057672,0.0,1.117059497413357e-30,8.138504141550591e-14,1.217751312933824e-34,0.0,1.0584183614366157e-47,1.545261485373634e-06,7.489377888008895e-37,5.69010227579581e-41,6.323166398334788e-62,4.260028244913498e-19,5.593656616404233e-31,5.101044360841504e-99,2.5134175737075287e-21,5.296980339787929e-68,1.3609866258253095e-33,1.5106498671298732e-64,7.373845789635391e-14,5.662478480190163e-60,0.00015909218467284836,0.005164902020862783,0.0033229956227485216,0.0041241956078551766,0.0017255855453923465,0.0015679014605371139,1.09234634617943e-07,3.849983547955994e-05,2.5494244404529417e-16,1.1239342444208127e-05,2.897065666817247e-05,2.2512790683734402e-05,2.214456826587065e-08,0.0016248523249786297,1.1292278627598665e-19,3.8359981311676284e-14,2.432117801494734e-17,7.277988133536213e-10,3.182588815827878e-10
1.120228005961279e-09,0.045450764422602166,0.0,1.1106983199153193,0.031075110263184432,0.3125763758009073,0.346347321246898,0.2036543585698118,0.09187685457256618,0.0,1.1319925942362427e-30,8.164968401585144e-14,1.2331358575817453e-34,0.0,1.0790551601430701e-47,1.5602738869463197e-06,7.58550192624032e-37,5.727427647131992e-41,6.385176859114577e-62,4.287723510663234e-19,5.611824494776785e-31,5.18474039663945e-99,2.528536865956664e-21,5.348927123659968e-68,1.3784536758873296e-33,1.54009742603361e-64,7.395496525621302e-14,5.736574648646793e-60,0.0001590853092246724,0.005181452689716615,0.003333689596624129,0.004137470892560506,0.001727811660234083,0.0015726409943469003,1.0949704794992363e-07,3.874252215850388e-05,2.565439568761002e-16,1.1335644455185095e-05,2.9133487905986253e-05,2.2616031140625175e-05,2.2422198487958142e-08,0.0016300488907994787,1.1330349246220222e-19,3.87828704681965e-14,2.450381298707198e-17,7.368657768188413e-10,3.224645249300074e-10
1.1235151461604885e-09,0.045450764422602166,0.0,1.110650383395677,0.031075110263184432,0.3125567656227284,0.3463353746521718,0.20364768917328216,0.09187700156346777,0.0,1.1455493689031416e-30,8.188785368397178e-14,1.2471038780129132e-34,0.0,1.097912243675665e-47,1.5738666142404948e-06,7.67278933220047e-37,5.761126423945715e-41,6.441330634599535e-62,4.3127248553434766e-19,5.628175019623165e-31,5.261001465338118e-99,2.542179745502965e-21,5.395967703565518e-68,1.3943149777544913e-33,1.567005334594318e-64,7.414969459329973e-14,5.803879014086266e-60,0.00015907912553422433,0.005196346492712871,0.0033433127788592616,0.004149417487286466,0.0017298047235588835,0.001576904437166375,1.0973295780833769e-07,3.896153942147819e-05,2.579892359805567e-16,1.1422705454102375e-05,2.9280333762355404e-05,2.2708903120326702e-05,2.2674217092251713e-08,0.001634725211940462,1.1364634163346746e-19,3.9166432420341445e-14,2.4683361568973103e-17,7.451107578317047e-10,3.262830193590375e-10
1.126802286359698e-09,0.045450764422602166,0.0,1.1106024622485775,0.031075110263184432,0.3125371579548512,0.3463234291575572,0.20364103017642324,0.0918771492449016,0.0,1.1592173916938795e-30,8.212601513711717e-14,1.261188056150808e-34,0.0,1.1170415361287765e-47,1.5875368266453006e-06,7.760815808560813e-37,5.794925596574848e-41,6.497811621332428e-62,4.337797817446225e-19,5.644525009421641e-31,5.338156028801414e-99,2.555856287727599e-21,5.4432823915567455e-68,1.4103105677441158e-33,1.5943015769044215e-64,7.434430342678683e-14,5.871772193619025e-60,0.00015907294582746578,0.005211238592320156,0.003352934636555438,0.004161362981900856,0.0017317879438182066,0.0015811658551467573,1.0996861891546612e-07,3.918112396663105e-05,2.594382235321855e-16,1.1510135162502984e-05,2.9427461472563373e-05,2.2801731477065866e-05,2.292828433284554e-08,0.001639400976363521,1.1398939425821701e-19,3.955307218451199e-14,2.4857974406596723e-17,7.534366389586723e-10,3.3013331781910407e-10
1.1297607125389865e-09,0.045450764422602166,0.0,1.1105593463252066,0.031075110263184432,0.3125195131996547,0.34631267915278835,0.2036350459329539,0.09187728274964962,0.0,1.1716140603568313e-30,8.234035342176967e-14,1.2739636466337134e-34,0.0,1.1344932014692332e-47,1.5999064365474757e-06,7.840674840549339e-37,5.825430713750423e-41,6.548925051777189e-62,4.360424709190186e-19,5.659239543462954e-31,5.408365526659863e-99,2.5681939700095763e-21,5.486100623868118e-68,1.4248220142296893e-33,1.6192038766892837e-64,7.451934841315055e-14,5.933382301973896e-60,0.00015906738749147433,0.005224640026285875,0.003361593173080242,0.004172112986669389,0.001733564463905377,0.0015849994003024623,1.1018050089680476e-07,3.937923474082509e-05,2.6074548072366197e-16,1.1589137146458368e-05,2.956011722659509e-05,2.288523848441326e-05,2.3158704784939447e-08,0.001643608688689783,1.1429831711909419e-19,3.9903618515211536e-14,2.501591268786011e-17,7.609996180290467e-10,3.336258962071769e-10
1.132719138718275e-09,0.045450764422602166,0.0,1.1105162427894935,0.031075110263184432,0.31250187047703054,0.34630193003871756,0.20362907004258415,0.09187741681568572,0.0,1.1841014546031843e-30,8.255468505345652e-14,1.2868342856295191e-34,0.0,1.1521701480516807e-47,1.6123391239072571e-06,7.921138667192604e-37,5.856017195232825e-41,6.600304969673743e-62,4.38310959793306e-19,5.673953645395121e-31,5.479310803067953e-99,2.580558943018591e-21,5.529142095342333e-68,1.4394433509140515e-33,1.644427561704213e-64,7.469429591594732e-14,5.995474590365123e-60,0.0001590618323711715,0.005238040081840335,0.0033702506312917407,0.004182862100740055,0.0017353330811111995,0.001588831305731128,1.1039218076343657e-07,3.957780437555605e-05,2.6205573742522865e-16,1.1668437781709566e-05,2.9693000968297008e-05,2.2968707895572036e-05,2.3390800194021555e-08,0.0016478159507053135,1.1460740821087038e-19,4.025656949366432e-14,2.5178417933419214e-17,7.686290898146358e-10,3.371444542572868e-10
1.1356775648975636e-09,0.045450764422602166,0.0,1.110473151611285,0.031075110263184432,0.3124842297866137,0.34629118181515905,0.2036231024720732,0.09187755144393274,0.0,1.1966798630414923e-30,8.276901003272889e-14,1.2998004299717736e-34,0.0,1.1700746724424835e-47,1.6248350375458111e-06,8.002210209656293e-37,5.886685061931903e-41,6.651952060052514e-62,4.4058524774697095e-19,5.688667315820514e-31,5.5509976112489264e-99,2.5929512185720855e-21,5.5724073798358215e-68,1.4541751084745073e-33,1.6699759075597153e-64,7.486914599401771e-14,6.058051550991318e-60,0.0001590562804613054,0.005251438759614191,0.0033789070086177103,0.004193610324298273,0.0017370938283786744,0.0015926615716188378,1.1060365820940301e-07,3.9776832568764324e-05,2.633689915869921e-16,1.1748037062393293e-05,2.982611255318285e-05,2.3052138643342472e-05,2.3624577946297032e-08,0.0016520227627073725,1.149166684721426e-19,4.061207679859365e-14,2.533460815218948e-17,7.763255133982232e-10,3.4068909531184263e-10
1.138635991076852e-09,0.045450764422602166,0.0,1.1104300727605616,0.031075110263184432,0.31246659112804015,0.34628043448192797,0.2036171431883182,0.09187768663531096,0.0,1.209349572651218e-30,8.298332836013787e-14,1.3128625376035325e-34,0.0,1.1882090883587646e-47,1.6373943261812165e-06,8.083892394929582e-37,5.917434334893099e-41,6.703867007893886e-62,4.428653341599086e-19,5.703380555339121e-31,5.62343173416599e-99,2.6053708087871457e-21,5.615897051163097e-68,1.4690178186455613e-33,1.6958522143278414e-64,7.504389870616301e-14,6.121115682311801e-60,0.0001590507317566278,0.0052648360602373726,0.00338756230248807,0.004204357657529157,0.0017388467385137552,0.0015964901981517928,1.1081493292288339e-07,3.997631901849514e-05,2.6468524116044066e-16,1.1827934979939945e-05,2.995945183944848e-05,2.3135529663147415e-05,2.3860045437454183e-08,0.001656229124992243,1.1522609862769161e-19,4.097002336832844e-14,2.5492945501916864e-17,7.84089349904677e-10,3.442599226417097e-10
1.1415944172561406e-09,0.045450764422602166,0.0,1.1103870062074384,0.031075110263184432,0.3124489545009462,0.3462696880388394,0.20361119215835388,0.0918778223907379,0.0,1.2221108687689447e-30,8.319764003623444e-14,1.3260210675794214e-34,0.0,1.2065757267490473e-47,1.6500171384283407e-06,8.166188155817098e-37,5.948265035297726e-41,6.756050498128269e-62,4.451512184124216e-19,5.718093364548531e-31,5.696618984597418e-99,2.6178177260803857e-21,5.6596116830968066e-68,1.4839720142174501e-33,1.7220598066572904e-64,7.521855411114527e-14,6.184669489045491e-60,0.00015904518625189422,0.005278231984339076,0.0033962165103349176,0.004215104100617504,0.0017405918441859183,0.0016003171855163156,1.1102600458627144e-07,4.01762634228984e-05,2.6600448409844205e-16,1.1908131523084999e-05,3.0093018687960506e-05,2.321887989304368e-05,2.4097210072623425e-08,0.0016604350378552374,1.155357014837816e-19,4.1330375511233686e-14,2.5658812548703994e-17,7.919210621697128e-10,3.4785703944473674e-10
1.1445528434354291e-09,0.045450764422602166,0.0,1.1103439519221627,0.031075110263184432,0.3124313199049686,0.3462589424857089,0.20360524934935167,0.09187795871112849,0.0,1.2349640350746894e-30,8.341194506156946e-14,1.3392764800677265e-34,0.0,1.2251769358740926e-47,1.662703622798713e-06,8.24910043093084e-37,5.979177184463249e-41,6.8085032156361815e-62,4.474428998852193e-19,5.732805744043968e-31,5.770565205211665e-99,2.630291983167839e-21,5.7035518493678014e-68,1.499038229034677e-33,1.7486020338887913e-64,7.539311226768739e-14,6.248715482169771e-60,0.0001590396439418635,0.005291626532547778,0.003404869629592308,0.004225849653747794,0.0017423291779287292,0.0016041425338987351,1.1123687287625454e-07,4.0376665480228596e-05,2.6732671835524374e-16,1.1988626677880395e-05,3.0226812962244847e-05,2.330218827373329e-05,2.4336079266336384e-08,0.001664640501590702,1.1584547894763347e-19,4.169332512056127e-14,2.58180399237744e-17,7.998211146125321e-10,3.5148054884429197e-10
1.1475112696147176e-09,0.045450764422602166,0.0,1.1103009098751149,0.031075110263184432,0.3124136873397449,0.3462481978223523,0.2035993147286194,0.09187809559739495,0.0,1.2479093535782845e-30,8.362624343669368e-14,1.3526292363524965e-34,0.0,1.244015081387833e-47,1.6754539277004028e-06,8.332632164682159e-37,6.010170803843559e-41,6.861225845248312e-62,4.49740377959416e-19,5.747517694418278e-31,5.84527626864247e-99,2.64279359306485e-21,5.7477181236651905e-68,1.5142169979945462e-33,1.775482270170629e-64,7.55675732344731e-14,6.313256178919376e-60,0.00015903410482129822,0.005305019705491225,0.003413521657696401,0.004236594317104205,0.00174405877214041,0.001607966243485436,1.1144753746389351e-07,4.057752488884481e-05,2.686519418864711e-16,1.206942042770593e-05,3.0360834528475303e-05,2.3385453748574854e-05,2.4576660442485015e-08,0.0016688455164920193,1.1615542853237413e-19,4.205872511271677e-14,2.597869930483759e-17,8.077899737570053e-10,3.5513055388780726e-10
1.1504696957940062e-09,0.045450764422602166,0.0,1.110257880036807,0.031075110263184432,0.3123960568049131,0.3462374540485857,0.20359338826360074,0.09187823305044682,0.0,1.2609471046058598e-30,8.38405351621577e-14,1.3660797988356687e-34,0.0,1.2630925464184857e-47,1.6882682014378931e-06,8.416786307273712e-37,6.041245915029256e-41,6.914219071745591e-62,4.520436520165295e-19,5.7622292162619555e-31,5.9207580775639305e-99,2.655322569085954e-21,5.792111079636393e-68,1.5295088570457007e-33,1.8027039145744287e-64,7.574193707014705e-14,6.378294102785274e-60,0.00015902856888496422,0.005318411503796441,0.003422172592085697,0.004247338090870596,0.0017457806590844016,0.001611788314462942,1.116579980146999e-07,4.0778841347210625e-05,2.699801526491267e-16,1.2150512753280623e-05,3.049508325546221e-05,2.3468675263594776e-05,2.481896103428085e-08,0.0016730500828516129,1.1646555362090867e-19,4.2426569765199535e-14,2.614698494469641e-17,8.158281077738456e-10,3.5880715754533594e-10
1.1534281219732947e-09,0.045450764422602166,0.0,1.1102148623778823,0.031075110263184432,0.3123784283001118,0.3462267111642256,0.20358746992187438,0.09187837107119093,0.0,1.274077566786395e-30,8.405482023851209e-14,1.3796286310392067e-34,0.0,1.2824117316497836e-47,1.7011465922119593e-06,8.501565814691437e-37,6.072402539747914e-41,6.967483579859267e-62,4.543527214384807e-19,5.776940310163146e-31,5.997016564765591e-99,2.6678789248447694e-21,5.836731290887217e-68,1.5449143431866634e-33,1.8302703912111038e-64,7.591620383331477e-14,6.443831783513543e-60,0.0001590230361276309,0.005331801928089734,0.0034308224302007618,0.004258080975230524,0.0017474948708899234,0.0016156087470177872,1.1186825418871455e-07,4.0980614553894004e-05,2.713113486015891e-16,1.2231903632674057e-05,3.0629559014640975e-05,2.3551851767498546e-05,2.506298848421422e-08,0.001677254200960953,1.1677586285034214e-19,4.2797080649309897e-14,2.630860293090684e-17,8.239359864115917e-10,3.6251046270811116e-10
1.1563865481525832e-09,0.045450764422602166,0.0,1.1101718568691137,0.031075110263184432,0.31236080182498027,0.3462159691690886,0.20358155967115354,0.09187850966053142,0.0,1.2873010170383787e-30,8.42690986663072e-14,1.3932761976072674e-34,0.0,1.3019750554023778e-47,1.7140892481195458e-06,8.586973648696554e-37,6.103640699864372e-41,7.021020054270962e-62,4.566675856075908e-19,5.7916509767076605e-31,6.074057693227506e-99,2.680462674253879e-21,5.881579330981892e-68,1.560433994464375e-33,1.8581851493470554e-64,7.609037358254278e-14,6.509871757104258e-60,0.00015901750654407078,0.0053451909789966855,0.0034394711694844702,0.004268822970367234,0.0017492014395525358,0.001619427541336599,1.1207830564058733e-07,4.118284420756725e-05,2.7264552770361227e-16,1.2313593041317757e-05,3.076426168006081e-05,2.363498221168194e-05,2.5308750244013657e-08,0.0016814578711105584,1.170863462630285e-19,4.317001528907025e-14,2.6471844225179592e-17,8.32114081643222e-10,3.66240572187116e-10
1.1593449743318717e-09,0.045450764422602166,0.0,1.1101288634814046,0.031075110263184432,0.312343177379158,0.34620522806299203,0.20357565747928577,0.09187864881936969,0.0,1.300617730556542e-30,8.448337044609335e-14,1.4070229643083767e-34,0.0,1.321784953715363e-47,1.7270963171536431e-06,8.673012776817544e-37,6.134960417380995e-41,7.074829179612761e-62,4.589882439065814e-19,5.806361216478975e-31,6.151887456195295e-99,2.6930738315247168e-21,5.926655773443145e-68,1.5760683499727383e-33,1.8864516635205467e-64,7.626444637635848e-14,6.576416565810373e-60,0.00015901198012905986,0.005358578657142161,0.0034481188073821425,0.00427956407646367,0.0017509003969346912,0.0016232446976061463,1.1228815201964962e-07,4.138553000700696e-05,2.739826879163243e-16,1.2395580952016502e-05,3.089919112837325e-05,2.371806555024227e-05,2.555625377460524e-08,0.001685661093590001,1.1739699962710697e-19,4.3545414200975935e-14,2.6641744653961502e-17,8.403628669432646e-10,3.699975887116653e-10
1.1623034005111602e-09,0.045450764422602166,0.0,1.1100858821857886,0.031075110263184432,0.31232555496228537,0.34619448784575296,0.20356976331425192,0.09187878854860444,0.0,1.3140279807986899e-30,8.469763557842072e-14,1.4208693980376304e-34,0.0,1.3418438804279653e-47,1.740167947203168e-06,8.75968617234215e-37,6.166361714437967e-41,7.128911640467259e-62,4.613146957185722e-19,5.821071030058252e-31,6.230511877255194e-99,2.7057124111674445e-21,5.971961191752249e-68,1.5918179498511617e-33,1.9150734336583137e-64,7.643842227325048e-14,6.6434687581366e-60,0.00015900645687737713,0.00537196496315031,0.0034567653413412813,0.004290304293702466,0.0017525917747662919,0.0016270602160132065,1.1249779296999203e-07,4.158867165109398e-05,2.7532282720222625e-16,1.2477867334959663e-05,3.10343472388209e-05,2.3801100739989496e-05,2.5805506546072146e-08,0.0016898638686879109,1.177078547334914e-19,4.3923607995130675e-14,2.6805950569581776e-17,8.486828172930509e-10,3.7378161492799334e-10
1.1652618266904488e-09,0.045450764422602166,0.0,1.1100429129534264,0.031075110263184432,0.31230793457400313,0.34618374851718925,0.20356387714416582,0.09187892884913157,0.0,1.327532039472616e-30,8.491189406383933e-14,1.4348159668189106e-34,0.0,1.36215430726136e-47,1.7533042860528422e-06,8.846996814309412e-37,6.197844613313552e-41,7.183268121367647e-62,4.636469404270804e-19,5.8357804180243435e-31,6.309937010409101e-99,2.718378427990841e-21,6.017496159349085e-68,1.607683335283104e-33,1.9440539851923598e-64,7.661230133166827e-14,6.711030888838301e-60,0.00015900093678380487,0.00538534989764457,0.0034654107688118067,0.004301043622265961,0.0017542756046452393,0.001630874096744654,1.1270722813054235e-07,4.179226883881322e-05,2.7666594352519156e-16,1.2560452157732525e-05,3.1169729893226045e-05,2.3884086740457435e-05,2.605651603761411e-08,0.0016940661966919801,1.1801889652203852e-19,4.4304195083844996e-14,2.6972351214226797e-17,8.570744101636554e-10,3.775927533978444e-10
1.1682202528697373e-09,0.045450764422602166,0.0,1.1099999557556073,0.031075110263184432,0.31229031621395265,0.34617301007711876,0.20355799893727364,0.09187906972184429,0.0,1.3411301765231146e-30,8.512614590289916e-14,1.448863139807125e-34,0.0,1.382718723900644e-47,1.7665054813830715e-06,8.934947687501667e-37,6.229409136424373e-41,7.237899306797762e-62,4.659849774160192e-19,5.850489380953802e-31,6.390168940149582e-99,2.731071897102177e-21,6.063261249632194e-68,1.6236650484946282e-33,1.973396869176968e-64,7.67860836100225e-14,6.779105518920366e-60,0.00015899541984312827,0.0053987334612476566,0.0034740550872461723,0.004311782062336181,0.0017559519180379835,0.0016346863399874937,1.1291645713513662e-07,4.199632126925373e-05,2.780120348504648e-16,1.2643335385327582e-05,3.130533897597934e-05,2.3967022513914845e-05,2.6309289737507114e-08,0.001698268077888965,1.1833007706378887e-19,4.4687151412792495e-14,2.7143265001015553e-17,8.655381244302103e-10,3.8143110659707727e-10
1.1708828364310968e-09,0.045450764422602166,0.0,1.109961304543478,0.031075110263184432,0.3122744614237495,0.34616334624056694,0.20355271533346322,0.09187919699724036,0.0,1.3534491585590082e-30,8.53189668758707e-14,1.4615920007631742e-34,0.0,1.4014459324255858e-47,1.778442131444851e-06,9.014653342616553e-37,6.2578870145843e-41,7.287302811743972e-62,4.68094162596954e-19,5.86372708465867e-31,6.4630725414604325e-99,2.742519503735167e-21,6.104647059664391e-68,1.6381484996254e-33,2.000118214694643e-64,7.694240496183205e-14,6.840812994670217e-60,0.00015899045728793765,0.005410777496892589,0.0034818340235075558,0.00432144589888784,0.001757454199397276,0.0016381159590078897,1.1310458666925235e-07,4.218035744055776e-05,2.7922605898956263e-16,1.2718185395271967e-05,3.1427580653204544e-05,2.404162091046036e-05,2.653830066189315e-08,0.0017020493891824493,1.186103420258102e-19,4.503437805704442e-14,2.7293726481741495e-17,8.73217527732683e-10,3.8490897769600465e-10
1.1735454199924563e-09,0.045450764422602166,0.0,1.1099226630354262,0.031075110263184432,0.3122586082758634,0.34615368312341516,0.203547438131263,0.09187932473747518,0.0,1.3658447555764402e-30,8.551178246613776e-14,1.4744030756721364e-34,0.0,1.420382744410867e-47,1.790431542304233e-06,9.094882191323711e-37,6.286431043181733e-41,7.336929880670609e-62,4.702080385777545e-19,5.876964444966107e-31,6.536639079905755e-99,2.753989370633405e-21,6.146220151441273e-68,1.6527270130526267e-33,2.0271385717543888e-64,7.709864801159786e-14,6.902939550167511e-60,0.00015898549727857387,0.0054228204230724626,0.0034896120575342855,0.004331109016039427,0.0017589504405395237,0.001641544251950425,1.1329254864243847e-07,4.2364761895594774e-05,2.804424897520808e-16,1.2793277053525432e-05,3.1550005565135044e-05,2.411617703215887e-05,2.6768752139522417e-08,0.0017058303390014532,1.1889075866348483e-19,4.538356359102613e-14,2.7446327792684014e-17,8.809560902182017e-10,3.884090502415663e-10
1.1762080035538159e-09,0.045450764422602166,0.0,1.1098840312107852,0.031075110263184432,0.31224275677003394,0.3461440207255314,0.20354216730779726,0.09187945294319409,0.0,1.3783171606511236e-30,8.570459267410098e-14,1.4872967089068355e-34,0.0,1.4395310124869966e-47,1.8024738214030235e-06,9.17563642143034e-37,6.315041238846952e-41,7.386781012464145e-62,4.723266049101104e-19,5.890201462291682e-31,6.610873054728317e-99,2.7654815094297714e-21,6.187980942884724e-68,1.6674009862194904e-33,2.054460582776205e-64,7.725481280182056e-14,6.965487065364723e-60,0.0001589805398112415,0.005434862240239765,0.0034973891874743126,0.0043407714139230245,0.0017604406641328328,0.0016449712189515692,1.1348034277748141e-07,4.254953441521664e-05,2.816613256575272e-16,1.2868610329225555e-05,3.167261363278268e-05,2.4190690128230713e-05,2.700064964804489e-08,0.0017096109275530963,1.1917129155375011e-19,4.573472118227085e-14,2.7599926191247694e-17,8.887541646415127e-10,3.919313987547261e-10
1.1786043287590396e-09,0.045450764422602166,0.0,1.1098492708309102,0.031075110263184432,0.3122284918185309,0.34613532518230106,0.2035374290016583,0.09187956872686198,0.0,1.389608154726703e-30,8.587811725972922e-14,1.4989718514132531e-34,0.0,1.4569467895745873e-47,1.813357163681892e-06,9.248766240866146e-37,6.340847001607236e-41,7.431839017133238e-62,4.742373244894894e-19,5.902114484977477e-31,6.678258025066012e-99,2.7758434865915474e-21,6.225726483789432e-68,1.680689509182184e-33,2.079310504575244e-64,7.73952942362179e-14,7.022141306668342e-60,0.00015897608026094393,0.005445698927858196,0.003504387829896899,0.004349466957153137,0.0017617767390292463,0.0016480543556855727,1.1364921376574753e-07,4.271614419702532e-05,2.8276033314672915e-16,1.2936616833416484e-05,3.178311742785537e-05,2.4257714508733295e-05,2.721059829412475e-08,0.0017130131485366814,1.1942393465691685e-19,4.6052753760617836e-14,2.773792116946856e-17,8.958236065228256e-10,3.9512061991228153e-10
1.1810006539642632e-09,0.045450764422602166,0.0,1.1098145182629755,0.031075110263184432,0.312214228196694,0.34612663022147505,0.20353269582727812,0.09187968488856109,0.0,1.4009616578303264e-30,8.60516374863079e-14,1.510714397813234e-34,0.0,1.4745367239310824e-47,1.8242834944350654e-06,9.322324994584343e-37,6.366706385489474e-41,7.4770792804393605e-62,4.76151842564248e-19,5.914027230484231e-31,6.746190588032804e-99,2.7862235223276045e-21,6.263624704545986e-68,1.694055967708198e-33,2.1044088707613615e-64,7.753571234573741e-14,7.079139427666669e-60,0.00015897162276385507,0.005456534717871793,0.0035113857371627867,0.004358161917979016,0.0017631079744090936,0.0016511364186172386,1.1381794837151338e-07,4.288305177402986e-05,2.838612865252164e-16,1.3004818996534265e-05,3.189376946116824e-05,2.432470288707501e-05,2.742172666830591e-08,0.0017164150772111253,1.1967674767318202e-19,4.637252745397474e-14,2.787739206299704e-17,9.029417984118499e-10,3.983279991582053e-10
1.183396979169487e-09,0.045450764422602166,0.0,1.1097797734920853,0.031075110263184432,0.31219996590433413,0.34611793584295725,0.2035279677681574,0.09187980142875812,0.0,1.4123778082306891e-30,8.62251533541289e-14,1.5225246007107504e-34,0.0,1.4923021911308877e-47,1.8352528918446752e-06,9.39631428527523e-37,6.392619402807473e-41,7.522502166003906e-62,4.780701588081002e-19,5.925939699111821e-31,6.8146740656127744e-99,2.7966216255244246e-21,6.3016759097634426e-68,1.7075006529457015e-33,2.1297576433270198e-64,7.767606716130918e-14,7.136482807357089e-60,0.00015896716731721188,0.005467369610609457,0.003518382907925428,0.00436685629649654,0.00176443438662166,0.0016542174078461973,1.1398654638621672e-07,4.305025698661277e-05,2.8496418471557313e-16,1.3073216792616924e-05,3.200456967856876e-05,2.4391654719735262e-05,2.7634038775913957e-08,0.0017198167137261714,1.1992957258122037e-19,4.669356595586718e-14,2.801777478352546e-17,9.101090003617411e-10,4.0155359069255e-10
