Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623)
4.40321771661619e-11,0.045450764422602166,0.0,1.1276144131337327,0.031075110263184432,0.31913522964613816,0.35031957030252103,0.20681384796402896,0.09186053416588018,0.0,2.0855007431220192e-37,3.2277568907176492e-15,3.560385406674601e-40,0.0,4.337760143423763e-56,9.795418196938577e-11,1.989785922016818e-42,8.912715482104488e-44,3.9319451111998014e-66,6.737169123829968e-22,2.2252734678218787e-32,4.960765675918124e-106,4.870512654391934e-24,3.2938311879853287e-72,3.616511554798148e-39,6.208970806864828e-73,3.214909521560546e-15,1.3985758545528607e-65,0.00015766310264531152,0.00020792533936015272,0.0001322953014134846,0.00016522183701562595,0.0001327228639344718,6.639796293072562e-05,7.1905854191071945e-09,6.440767549828749e-08,4.2980528533504372e-19,9.71649739283039e-10,6.354810677633322e-08,5.560184671549744e-08,6.417102978607618e-14,6.564935175593289e-05,4.492027822915108e-21,3.4081391278469916e-16,5.225447639394183e-18,4.947977964887624e-13,9.249558741177217e-17
4.42973080872295e-11,0.045450764422602166,0.0,1.1276097191003576,0.031075110263184432,0.31913357866541525,0.35031857615720896,0.20681267906016546,0.09186045138379571,0.0,2.152241760283786e-37,3.2471875727552165e-15,3.646638092879032e-40,0.0,4.496751576202755e-56,9.973352792483483e-11,2.0380949804292662e-42,9.020329921404643e-44,4.003382592321497e-66,6.818511480529517e-22,2.2386660907957065e-32,5.111895665143728e-106,4.928956961680794e-24,3.3536751063229283e-72,3.70431494837335e-39,6.436539480616432e-73,3.2341852805884104e-15,1.4325569695763442e-65,0.00015774591722225538,0.00020917614586267845,0.00013309174402363193,0.00016621598232763318,0.00013349696026469554,6.679658161847791e-05,7.234308523534918e-09,6.518442141496417e-08,4.349879722624191e-19,9.892314478923737e-10,6.430930584921052e-08,5.630441787761528e-08,6.572755503378533e-14,6.604415928323147e-05,4.519046083694992e-21,3.4287316070350424e-16,5.2254814637099226e-18,5.007725852138923e-13,9.527771893144097e-17
4.4522002383865064e-11,0.045450764422602166,0.0,1.1276057427019526,0.031075110263184432,0.3191321794993776,0.3503177336409833,0.20681168866661007,0.09186038269640372,0.0,2.2101268694153472e-37,3.263654727815862e-15,3.720952827507117e-40,0.0,4.635267498650482e-56,1.0125825157557758e-10,2.0797197632405485e-42,9.112036772667665e-44,4.064597686336937e-66,6.887829662032195e-22,2.250016069431603e-32,5.242839170355402e-106,4.978757529772798e-24,3.4049556250277997e-72,3.779969434910169e-39,6.634800746292579e-73,3.2505204163519046e-15,1.4618369007133953e-65,0.00015781463246079396,0.00021023617410977676,0.0001337667155591978,0.00016705849855333426,0.00013415276494814556,6.713439383331391e-05,7.271340654977192e-09,6.584633489732172e-08,4.394044502968344e-19,1.0042959472369637e-09,6.495789848970747e-08,5.6903201462100715e-08,6.70686780088548e-14,6.63787481500467e-05,4.541943354840037e-21,3.4460451968330725e-16,5.225182719195051e-18,5.058641768927616e-13,9.768728324107234e-17
4.474669668050063e-11,0.045450764422602166,0.0,1.1276017678554064,0.031075110263184432,0.31913078034638986,0.3503168911305652,0.20681069848778624,0.09186031532963826,0.0,2.2692463075847296e-37,3.2801218432730863e-15,3.7963959770037956e-40,0.0,4.777320069127506e-56,1.0279843032310154e-10,2.1219784661246316e-42,9.204207208209528e-44,4.1264334914254544e-66,6.957498129672283e-22,2.2613659937199905e-32,5.376452102667545e-106,5.0288057056488945e-24,3.456756119826617e-72,3.8567760897261016e-39,6.838123854685405e-73,3.266854847878403e-15,1.4915633139172057e-65,0.00015788202735827662,0.00021129619259429067,0.00013444168610067712,0.00016790100897141379,0.00013480835886153214,6.747219607640105e-05,7.3083521611422475e-09,6.651158176144201e-08,4.438431588276034e-19,1.019511951693236e-09,6.560969066206545e-08,5.750507122462391e-08,6.843019389508558e-14,6.671333305539848e-05,4.5648403125456994e-21,3.4632837263348887e-16,5.226831010584468e-18,5.109814968913745e-13,1.0014507406019057e-16
4.4971390977136194e-11,0.045450764422602166,0.0,1.1275977945354798,0.031075110263184432,0.31912938120644957,0.3503160486259535,0.20680970852362504,0.0918602492583327,0.0,2.3296195409364267e-37,3.296588919127162e-15,3.872978864546635e-40,0.0,4.9229811293523405e-56,1.043541419790319e-10,2.1648774818208272e-42,9.296841224741862e-44,4.1888931356995067e-66,7.027516879303122e-22,2.2727158636726514e-32,5.512775061835233e-106,5.0791014490133515e-24,3.509079211171505e-72,3.934746531742268e-39,7.046611622040527e-73,3.283188575201396e-15,1.5217407231873189e-65,0.0001579481270827161,0.00021235620131793758,0.0001351166556477175,0.0001687435135830558,0.00013546374207243093,6.780998834867124e-05,7.345343070127701e-09,6.718016185311168e-08,4.483040967005848e-19,1.034880205980145e-09,6.62646815559539e-08,5.81100257223486e-08,6.981230771176062e-14,6.70479140005785e-05,4.587737171232007e-21,3.480793417163618e-16,5.225870001592892e-18,5.161245147315782e-13,1.0265180341373609e-16
4.519608527377176e-11,0.045450764422602166,0.0,1.127593822717415,0.031075110263184432,0.31912798207955434,0.35031520612714717,0.2068087187740576,0.09186018445780013,0.0,2.3912662343755526e-37,3.3130559553783623e-15,3.9507128690020644e-40,0.0,5.07232360909473e-56,1.0592546435314913e-10,2.2084232349218863e-42,9.389938818973547e-44,4.2519797472272175e-66,7.097885906779391e-22,2.284065679301364e-32,5.651849056996118e-106,5.129644719577853e-24,3.5619275194774424e-72,4.0138924377729453e-39,7.260368421579966e-73,3.299521598354368e-15,1.5523736651888681e-65,0.00015801295632238428,0.00021341620028241136,0.00013579162419994413,0.00016958601238942575,0.00013611891464838076,6.81477706510503e-05,7.382313409975987e-09,6.785207501812846e-08,4.527872627616978e-19,1.0504014546176622e-09,6.692287036124731e-08,5.8718063513864085e-08,7.12152254902652e-14,6.738249098686335e-05,4.6106338311969515e-21,3.498273892357825e-16,5.224035728344814e-18,5.212932583038218e-13,1.0520819010303097e-16
4.5420779570407324e-11,0.045450764422602166,0.0,1.1275898523769223,0.031075110263184432,0.31912658296570184,0.35031436363414487,0.20680772923901525,0.09186012090382417,0.0,2.4542062524757183e-37,3.32952295202696e-15,4.029609424913002e-40,0.0,5.225421537078265e-56,1.0751247525338828e-10,2.2526221818707525e-42,9.483499987610713e-44,4.315696454032422e-66,7.168605207957097e-22,2.2954154406179038e-32,5.793715508720032e-106,5.180435477061484e-24,3.6153036651223136e-72,4.094225542519667e-39,7.479500199099848e-73,3.3158539173708064e-15,1.5834666992520115e-65,0.00015807653929497003,0.00021447618948938275,0.00013646659175694977,0.00017042850539167065,0.00013677387665688397,6.848554298443811e-05,7.4192632086743805e-09,6.852732110230094e-08,4.572926558569228e-19,1.0660764419267762e-09,6.758425626802511e-08,5.932918315918222e-08,7.26391542738891e-14,6.77170640155151e-05,4.6335300085703226e-21,3.515452275382105e-16,5.22653364565073e-18,5.264877492802472e-13,1.0781495972559543e-16
4.564547386704289e-11,0.045450764422602166,0.0,1.1275858834901764,0.031075110263184432,0.3191251838648897,0.35031352114694564,0.20680673991842927,0.09186005857265014,0.0,2.5184596603852783e-37,3.345989909073228e-15,4.1096800224864725e-40,0.0,5.382350051943132e-56,1.0911525248583831e-10,2.297480810957313e-42,9.577524727356724e-44,4.38004638409462e-66,7.239674778693567e-22,2.3067651476340426e-32,5.938416251058511e-106,5.2314736811907245e-24,3.669210268446856e-72,4.175757638565291e-39,7.704114488654068e-73,3.3321855322841935e-15,1.6150244073713709e-65,0.00015813889975654284,0.00021553616894049994,0.00013714155831830095,0.00017127099259091967,0.00013742862816540659,6.882330534972412e-05,7.45619249415515e-09,6.920589995144844e-08,4.618202748323014e-19,1.0819059120294992e-09,6.824883846657151e-08,5.994338321973429e-08,7.408430211762921e-14,6.805163308778133e-05,4.656426080923617e-21,3.532881866219464e-16,5.2262611808706426e-18,5.317079390244382e-13,1.1047284470521559e-16
4.5870168163678453e-11,0.045450764422602166,0.0,1.1275819160338036,0.031075110263184432,0.3191237847771156,0.3503126786655482,0.2068057508122309,0.09185999744097612,0.0,2.584046724732257e-37,3.362456826517439e-15,4.1909362075812395e-40,0.0,5.543185413258277e-56,1.107338738547417e-10,2.3430056423151518e-42,9.67201303491216e-44,4.445032665349046e-66,7.311094614847426e-22,2.3181148003615475e-32,6.085993533594278e-106,5.2827592916994464e-24,3.7236499497547265e-72,4.258500576368101e-39,7.934320428308604e-73,3.348516443128013e-15,1.6470513942054662e-65,0.0001582000610103602,0.00021659613863738868,0.00013781652388354152,0.00017211347398828417,0.00013808316924137883,6.916105774778908e-05,7.493101294295538e-09,6.988781141140077e-08,4.663701185339353e-19,1.097890608848868e-09,6.891661614737527e-08,6.05606622583682e-08,7.555087808799171e-14,6.838619820489541e-05,4.679322171108836e-21,3.550506393821342e-16,5.2237084913665035e-18,5.369538322653726e-13,1.1318258432083772e-16
4.609486246031402e-11,0.045450764422602166,0.0,1.1275779499848746,0.031075110263184432,0.3191223857023775,0.35031183618995165,0.20680476192035163,0.09185993748594434,0.0,2.6509879145277063e-37,3.3789237043598652e-15,4.273389581695424e-40,0.0,5.708005012591193e-56,1.1236841716249356e-10,2.3892032279183022e-42,9.76696490697483e-44,4.5106584256866907e-66,7.382864712278577e-22,2.3294643988121824e-32,6.236490023490639e-106,5.3342922683288886e-24,3.77862532931252e-72,4.342466264255886e-39,8.170228775978214e-73,3.3648466499357446e-15,1.679552287076153e-65,0.0001582600459154943,0.0002176560985816532,0.00013849148845218408,0.0001729559495848583,0.00013873749995219512,6.949880017948634e-05,7.529989636917913e-09,7.057305532799812e-08,4.70942185807988e-19,1.1140312761089495e-09,6.95875885011295e-08,6.118101883934526e-08,7.703909226279473e-14,6.872075936807701e-05,4.702217578392451e-21,3.5676523291943645e-16,5.226706318666073e-18,5.422254881184461e-13,1.1594492473300494e-16
4.631955675694958e-11,0.045450764422602166,0.0,1.1275739853208964,0.031075110263184432,0.31912098664067295,0.35031099372015484,0.20680377324272287,0.09185987868513285,0.0,2.7193039020676847e-37,3.395390542600779e-15,4.357051801954141e-40,0.0,5.876887384629554e-56,1.1401896020964124e-10,2.436080151578e-42,9.862380340239737e-44,4.5769267929542494e-66,7.454985066848198e-22,2.3408139429977078e-32,6.389948807540862e-106,5.386072570827673e-24,3.8341390273497206e-72,4.4276666684200345e-39,8.411951925337246e-73,3.381176152740869e-15,1.712531735968061e-65,0.00015831887689530126,0.00021871604877487616,0.00013916645202371943,0.00017379841938171915,0.00013939162036521454,6.983653264566145e-05,7.566857549789856e-09,7.126163154709096e-08,4.755364755006831e-19,1.1303286573348416e-09,7.026175471873157e-08,6.180445152833725e-08,7.854915573097058e-14,6.905531657853202e-05,4.725112726654282e-21,3.5848930271860653e-16,5.2266548119564216e-18,5.47522857442342e-13,1.18760619011987e-16
4.654425105358515e-11,0.045450764422602166,0.0,1.1275700220198033,0.031075110263184432,0.3191195875919998,0.3503101512561566,0.2068027847792761,0.091859821016547,0.0,2.789015563833736e-37,3.411857341240455e-15,4.441934581097141e-40,0.0,6.049912218358302e-56,1.156855807948837e-10,2.4836430289394373e-42,9.958259331399108e-44,4.643840894954221e-66,7.52745567441872e-22,2.3521634329298798e-32,6.546413394217454e-106,5.438100158951774e-24,3.8901936640587905e-72,4.5141138129096227e-39,8.659603921809726e-73,3.397504951576863e-15,1.7459944135280294e-65,0.00015837657594572365,0.00021977598921861914,0.00013984141459761989,0.00017464088337992723,0.00014004553054776112,7.017425514715903e-05,7.603705060624267e-09,7.195353991453977e-08,4.801529864583057e-19,1.1467834958526797e-09,7.093911399128309e-08,6.243095889242352e-08,8.00812805923685e-14,6.938986983745297e-05,4.748008370511667e-21,3.6026899210881957e-16,5.2237862733137834e-18,5.528458934567967e-13,1.2163042717170034e-16
4.676894535022071e-11,0.045450764422602166,0.0,1.127566060059948,0.031075110263184432,0.3191181885563562,0.35030930879795596,0.2068017965299428,0.09185976445861142,0.0,2.8601439813919767e-37,3.4283241002791638e-15,4.528049687466429e-40,0.0,6.227160368289351e-56,1.1736835671507087e-10,2.5318985074785164e-42,1.0054601877142376e-43,4.7114038594448075e-66,7.600276530853816e-22,2.3635128686204507e-32,6.705927715721393e-106,5.490374992464532e-24,3.946791859595084e-72,4.601819779625498e-39,8.913300478634682e-73,3.413833046477204e-15,1.7799450150645438e-65,0.00015843316464343884,0.00022083591991442345,0.00014051637617332492,0.00017548334158052674,0.00014069923056712417,7.051196768479073e-05,7.640532197079503e-09,7.264878027621509e-08,4.847917175272018e-19,1.1633965347896367e-09,7.161966551008956e-08,6.306053950008786e-08,8.163567995755697e-14,6.972441914601942e-05,4.770903163435859e-21,3.619958552321502e-16,5.226726034263803e-18,5.581946955789769e-13,1.2455511619036903e-16
4.699363964685628e-11,0.045450764422602166,0.0,1.1275620994200968,0.031075110263184432,0.3191167895337397,0.35030846634555196,0.2068008084946546,0.0918597089901621,0.0,2.932710442290698e-37,3.4447908197171787e-15,4.61540894499392e-40,0.0,6.408713865745925e-56,1.1906736576520315e-10,2.5808532664986048e-42,1.015140797415618e-43,4.779618814140075e-66,7.673447632018387e-22,2.3748622500811696e-32,6.868536130031327e-106,5.542897031136632e-24,4.003936234076975e-72,4.69079670831438e-39,9.173158993009537e-73,3.4301604374753663e-15,1.8143882585471755e-65,0.00015848866415385027,0.00022189584086380993,0.0001411913367502551,0.00017632579398454564,0.00014135272049055833,7.084967025936323e-05,7.677338986759534e-09,7.334735247799731e-08,4.894526675537779e-19,1.1801685170739295e-09,7.230340846666038e-08,6.36931919212156e-08,8.321256794762635e-14,7.005896450539797e-05,4.793797078373278e-21,3.636888384411017e-16,5.226560955825837e-18,5.635692533734025e-13,1.2753546003551837e-16
4.721833394349184e-11,0.045450764422602166,0.0,1.1275581400794172,0.031075110263184432,0.3191153905241484,0.35030762389894343,0.20679982067334313,0.0918596545904384,0.0,3.0067364409565738e-37,3.4612574995547715e-15,4.704024233189071e-40,0.0,6.594655930200207e-56,1.2078268573843082e-10,2.630514017127289e-42,1.0248677619124363e-43,4.84848888670982e-66,7.746968973778552e-22,2.3862115773237813e-32,7.034283422952664e-106,5.595666234746103e-24,4.061629407585759e-72,4.78105679656294e-39,9.439298562309749e-73,3.4464871246048247e-15,1.8493288846060193e-65,0.00015854309523892732,0.00022295575206827966,0.00014186629632781224,0.00017716824059299638,0.000142006000385284,7.118736287168196e-05,7.714125457213964e-09,7.404925636577645e-08,4.941358353845016e-19,1.1971001854348205e-09,7.299034205270865e-08,6.432891472709062e-08,8.481215969399138e-14,7.039350591674254e-05,4.81669230439723e-21,3.654751945718668e-16,5.2244261838052505e-18,5.689694380508843e-13,1.3057223970405297e-16
4.744302824012741e-11,0.045450764422602166,0.0,1.1275541820174744,0.031075110263184432,0.31911399152758013,0.3503067814581296,0.20679883306594007,0.09185960123907544,0.0,3.0822436795893937e-37,3.4777241397922153e-15,4.793907487126532e-40,0.0,6.785070980665321e-56,1.225143944260532e-10,2.68088750231313e-42,1.0346410808727972e-43,4.918017204779683e-66,7.820840552001627e-22,2.3975608503600271e-32,7.203214810166644e-106,5.648682563078306e-24,4.1198740001657386e-72,4.872612299791906e-39,9.71184000038612e-73,3.4628131078990502e-15,1.8847716565311274e-65,0.0001585964782648947,0.00022401565352931448,0.0001425412549053663,0.00017801068140687592,0.0001426590703184875,7.152504552251932e-05,7.75089163593824e-09,7.475449178545217e-08,4.988412198659017e-19,1.2141922824026213e-09,7.368046546015115e-08,6.496770649039238e-08,8.64346713381938e-14,7.072804338119485e-05,4.839586950284929e-21,3.6723763506281927e-16,5.226552195868789e-18,5.743953602696054e-13,1.336662432436025e-16
4.766772253676297e-11,0.045450764422602166,0.0,1.1275502252142209,0.031075110263184432,0.319112592544033,0.3503059390231093,0.20679784567237708,0.09185954891609649,0.0,3.159254069055392e-37,3.4941907404297824e-15,4.885070697433789e-40,0.0,6.980044647140925e-56,1.2426256961751834e-10,2.7319804968224176e-42,1.0444607539645268e-43,4.9882068959311e-66,7.895062362556118e-22,2.4089100692016447e-32,7.375375939279339e-106,5.7019459759259385e-24,4.178672631824183e-72,4.965475531250144e-39,9.990905853938709e-73,3.479138387391515e-15,1.9207213602719527e-65,0.0001586488332097761,0.0002250755452483769,0.0001432162124822734,0.00017885311642716606,0.00014331193035732153,7.186271821264731e-05,7.78763755037377e-09,7.546305858293364e-08,5.035688198445671e-19,1.2314455503086975e-09,7.4373777881108e-08,6.560956578519295e-08,8.808032003170501e-14,7.106257689988433e-05,4.862479174822161e-21,3.6889591271262694e-16,5.226296670388939e-18,5.798471065202881e-13,1.3681826576688086e-16
4.7892416833398537e-11,0.045450764422602166,0.0,1.12754626964999,0.031075110263184432,0.31911119357350504,0.3503050965938816,0.206796858492586,0.09185949760190568,0.0,3.2377897297791275e-37,3.5106573014677454e-15,4.977525910278816e-40,0.0,7.179663782112799e-56,1.2602728910042232e-10,2.7837998072359307e-42,1.0543267808551741e-43,5.059061087701371e-66,7.969634401311708e-22,2.4202592338603677e-32,7.550812891870582e-106,5.755456433089014e-24,4.238027922531387e-72,5.0596588620087584e-39,1.0276620418967987e-72,3.4954629631156867e-15,1.9571828044367827e-65,0.0001587001796707932,0.0002261354272269108,0.0001438911690578683,0.0001796955456548337,0.00014396458056890513,7.220038094283094e-05,7.824363227907995e-09,7.617495660413924e-08,5.083186341671484e-19,1.2488607312854698e-09,7.507027850790277e-08,6.625449118695407e-08,8.974932393572858e-14,7.139710647392852e-05,4.885373641045799e-21,3.7066103997858356e-16,5.2253679265994296e-18,5.853244636844889e-13,1.4002910950056113e-16
4.81171111300341e-11,0.045450764422602166,0.0,1.1275423153054898,0.031075110263184432,0.3191097946159941,0.3503042541704456,0.20679587152649856,0.09185944727728065,0.0,3.3178729926339536e-37,3.5271238229063743e-15,5.071285227357729e-40,0.0,7.384016472106155e-56,1.278086306605085e-10,2.8363522719456875e-42,1.0642391612120079e-43,5.130582907583622e-66,8.044556664139245e-22,2.4316083443479267e-32,7.729572185542858e-106,5.809213894374867e-24,4.297942492220647e-72,5.155174720955182e-39,1.0569109757302747e-72,3.511786835105035e-15,1.9941608202921797e-65,0.00015875053687162445,0.0002271952994663418,0.00014456612463145722,0.00018053796909083127,0.00014461702102032411,7.253803371380975e-05,7.861068695874611e-09,7.689018569499669e-08,5.130906616803569e-19,1.2664385672664208e-09,7.576996653306223e-08,6.690248127252419e-08,9.144190222100307e-14,7.17316321044333e-05,4.908269167884404e-21,3.7248411703596444e-16,5.226043198016677e-18,5.90827477988408e-13,1.4329958381451249e-16
4.8341805426669666e-11,0.045450764422602166,0.0,1.1275383621617932,0.031075110263184432,0.31910839567149846,0.3503034117528003,0.20679488477404662,0.0918593979233655,0.0,3.3995263998310504e-37,3.5435903047459446e-15,5.1663608058824445e-40,0.0,7.59319204929284e-56,1.2960667208166728e-10,2.889644761151707e-42,1.0741978947020222e-43,5.202775483026861e-66,8.119829146910727e-22,2.4429574006760477e-32,7.911700775970113e-106,5.863218319598143e-24,4.358418960788291e-72,5.25203559478727e-39,1.0868501713205085e-72,3.5281100033930237e-15,2.03166026176242e-65,0.00015879992366952508,0.0002282551619680775,0.00014524107920233504,0.0001813803867360969,0.00014526925177863132,7.287567652632197e-05,7.897753981553672e-09,7.760874570144284e-08,5.178849012309642e-19,1.2841797999860942e-09,7.647284114931632e-08,6.755353462013557e-08,9.315827506760458e-14,7.206615379249302e-05,4.931159346645383e-21,3.741258285115224e-16,5.2264302297887415e-18,5.963563902444337e-13,1.4663050521617179e-16
4.856649972330523e-11,0.045450764422602166,0.0,1.1275344102003342,0.031075110263184432,0.3191069967400162,0.3503025693409448,0.2067938982351622,0.09185934952166372,0.0,3.4827727058070408e-37,3.560056746986727e-15,5.262764858568326e-40,0.0,7.807281103152335e-56,1.31421491145935e-10,2.9436841768587614e-42,1.0842029809919324e-43,5.275641941435935e-66,8.195451845499292e-22,2.454306402856453e-32,8.097246058946526e-106,5.91746966858079e-24,4.4194599480936546e-72,5.350254028007403e-39,1.1174925930052249e-72,3.5444324680131195e-15,2.0696860054289285e-65,0.0001588483585623116,0.00022931501473350785,0.0001459160327697731,0.00018222279859155465,0.00014592127291084665,7.321330938109189e-05,7.934419112171683e-09,7.83306364694235e-08,5.2270135166580375e-19,1.3020851709801027e-09,7.717890154959786e-08,6.820764980940135e-08,9.489866366474948e-14,7.24006715391908e-05,4.954051742697889e-21,3.758239453447217e-16,5.225933114825132e-18,6.019109628835044e-13,1.5002269740242984e-16
4.8791194019940796e-11,0.045450764422602166,0.0,1.1275304594028985,0.031075110263184432,0.3191055978215453,0.35030172693487815,0.20679291190977708,0.09185930205403142,0.0,3.56763487811019e-37,3.5765231496289934e-15,5.360509653621865e-40,0.0,8.0263754921866e-56,1.3325316563349376e-10,2.99847745287314e-42,1.0942544197481806e-43,5.349185410171612e-66,8.271424755779206e-22,2.4656553509008616e-32,8.286255872435207e-106,5.971967901152056e-24,4.4810680739591507e-72,5.449842622916575e-39,1.1488513867095505e-72,3.5607542289987866e-15,2.108242950529723e-65,0.00015889585969521306,0.0002303748577640054,0.0001465909853330196,0.0001830652046581148,0.00014657308448395756,7.355093227883249e-05,7.971064114901822e-09,7.905585784489342e-08,5.275400118317689e-19,1.320155421585128e-09,7.788814692704276e-08,6.886482542131252e-08,9.666329021059726e-14,7.273518534559879e-05,4.9769498606623095e-21,3.777173047970177e-16,5.225713315553877e-18,6.074910555140573e-13,1.5347699131557138e-16
4.901588831657636e-11,0.045450764422602166,0.0,1.127526509751619,0.031075110263184432,0.3191041989160841,0.3503008845345997,0.2067919257978233,0.09185925550267053,0.0,3.6541360982851836e-37,3.592989512673015e-15,5.459607514728329e-40,0.0,8.250568355688738e-56,1.3510177332267056e-10,3.054031554799397e-42,1.1043522106369315e-43,5.423409016550542e-66,8.347747873625853e-22,2.4770042448209884e-32,8.478778498616835e-106,6.026712977148487e-24,4.543245958170232e-72,5.550814039608489e-39,1.1809398816295902e-72,3.5770752863834855e-15,2.1473360189588467e-65,0.00015894244486759165,0.0002314346910609257,0.00014726593689130796,0.0001839076049366743,0.00014722468656491904,7.388854522024427e-05,8.007689016864012e-09,7.978440967381619e-08,5.324008805758146e-19,1.3383912929389274e-09,7.860057647498957e-08,6.952506003823525e-08,9.84523779120532e-14,7.306969521277816e-05,4.9998385591734594e-21,3.7939509994984024e-16,5.226632461686163e-18,6.130970776898192e-13,1.5699422511193097e-16
4.9240582613211926e-11,0.045450764422602166,0.0,1.1275225612289663,0.031075110263184432,0.3191028000236308,0.3503000421401081,0.20679093989923292,0.09185920985012232,0.0,3.742299762756495e-37,3.609455836119066e-15,5.560070821039427e-40,0.0,8.479954125565444e-56,1.3696739198993684e-10,3.110353480037123e-42,1.1144963533240792e-43,5.498315887845289e-66,8.424421194915719e-22,2.4883530846285457e-32,8.674862665938251e-106,6.081704856413909e-24,4.605996220475419e-72,5.6531809959636637e-39,1.2137715919236943e-72,3.593395640200677e-15,2.1869701552658143e-65,0.0001589881315395351,0.00023249451462560775,0.00014794088744385467,0.00018474999942811663,0.00014787607922065417,7.422614820601916e-05,8.04429384512511e-09,8.051629180216408e-08,5.372839567449562e-19,1.3567935259803345e-09,7.931618938697966e-08,7.018835224390766e-08,1.0026615098457107e-13,7.340420114177955e-05,5.0227257058948114e-21,3.809753252196551e-16,5.226258217347514e-18,6.187289134583693e-13,1.6057524419476375e-16
4.944280748018393e-11,0.045450764422602166,0.0,1.1275190085093358,0.031075110263184432,0.3191015410315429,0.35029928399001314,0.20679005277287113,0.0918591695171524,0.0,3.823087961653737e-37,3.624275493364471e-15,5.651665528425482e-40,0.0,8.69092035238372e-56,1.3866105745750083e-10,3.1617055106522063e-42,1.123665712253781e-43,5.566318848168841e-66,8.493726604613356e-22,2.498566994198776e-32,8.854424169499136e-106,6.131408531364579e-24,4.662963005012941e-72,5.7465150009857704e-39,1.243966900175258e-72,3.608083357113585e-15,2.223107595903994e-65,0.00015902849548889893,0.00023344834751385128,0.00014854834208057123,0.00018550814952314945,0.00014846215360753327,7.452998238171106e-05,8.077221049873758e-09,8.117783299638864e-08,5.416977116927482e-19,1.3734983871861563e-09,7.996296211765287e-08,7.078792829795696e-08,1.019198388687383e-13,7.37052531115985e-05,5.043334780255185e-21,3.826625374625964e-16,5.225872634046506e-18,6.23819286461411e-13,1.6385340242364814e-16
4.964503234715594e-11,0.045450764422602166,0.0,1.1275154566776513,0.031075110263184432,0.31910028204998875,0.3502985258446043,0.20678916581922918,0.09185912988608601,0.0,3.905259226812296e-37,3.639095118535938e-15,5.744385420971267e-40,0.0,8.906241066069354e-56,1.4036862151118795e-10,3.213690317682685e-42,1.1328726156253892e-43,5.634880065848903e-66,8.563315672756336e-22,2.50878085995584e-32,9.036946510471392e-106,6.181312055178946e-24,4.720397447517749e-72,5.840999094149369e-39,1.2747854264202414e-72,3.622770504188305e-15,2.259690961449573e-65,0.00015906815778967136,0.00023440217252100647,0.00014915579590138185,0.00018626629493194864,0.00014904805846290277,7.48338084943775e-05,8.110132036463036e-09,8.184207149611791e-08,5.4612945288056e-19,1.3903391412224624e-09,8.061231213251059e-08,7.138997882230277e-08,1.035938692081764e-13,7.400630189308713e-05,5.063939676070066e-21,3.8434432873139517e-16,5.2266022954811666e-18,6.289304921030668e-13,1.671845440923175e-16
4.984725721412795e-11,0.045450764422602166,0.0,1.1275119057218135,0.031075110263184432,0.3190990230789669,0.3502977677038811,0.20678827903825753,0.09185909094487513,0.0,3.9888310641793195e-37,3.653914711633664e-15,5.838239638269153e-40,0.0,9.125987840503121e-56,1.4209014084618796e-10,3.266313068278893e-42,1.1421170631947752e-43,5.70400182057563e-66,8.633188396340876e-22,2.518994681908268e-32,9.222466147235068e-106,6.231415398598289e-24,4.778301457709825e-72,5.93664266682662e-39,1.3062374135508573e-72,3.637457081449227e-15,2.296723903547045e-65,0.00015910713049082094,0.00023535598964801577,0.00014976324890567905,0.00018702443565513183,0.00014963379383548355,7.51376265445021e-05,8.143026824514977e-09,8.250900718908343e-08,5.505791794679921e-19,1.4073163278203866e-09,8.126423884406526e-08,7.199450278732958e-08,1.0528840755057705e-13,7.430734748699002e-05,5.084530303330612e-21,3.856748758520325e-16,5.2270854247929794e-18,6.340628772863358e-13,1.705693007128496e-16
5.0049482081099956e-11,0.045450764422602166,0.0,1.1275083556299317,0.031075110263184432,0.31909776411847607,0.35029700956784293,0.20678739242990682,0.09185905268167871,0.0,4.073821122878434e-37,3.668734272657848e-15,5.933237356272318e-40,0.0,9.350233127451343e-56,1.4382567215647188e-10,3.319578950443801e-42,1.151399054717635e-43,5.773686392010286e-66,8.70334477236389e-22,2.5292084600645865e-32,9.411019836072573e-106,6.281718532368651e-24,4.836676945284947e-72,6.033455148288895e-39,1.338333230076315e-72,3.652143088920738e-15,2.3342100887037576e-65,0.0001591454254344065,0.00023630979889581184,0.0001503707010928392,0.0001877825716933086,0.00015021935977397604,7.544143653256175e-05,8.17590543361713e-09,8.317863996302214e-08,5.550468906146856e-19,1.424430486580558e-09,8.191874166496191e-08,7.260149916431495e-08,1.0700362010484905e-13,7.460838989404526e-05,5.105139063076356e-21,3.872297100837801e-16,5.2256576259449505e-18,6.392158678631841e-13,1.7400830865108998e-16
