Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539)
3.2878569784219743e-12,0.04692242069448014,0.0,1.1649953458629743,0.031075110263184432,0.31938883969675746,0.35047224808469296,0.20700186127772024,0.09197863386965424,0.0,1.6766038745764295e-45,8.816756912566334e-16,1.2920424483425432e-43,0.0,1.7716401205884114e-91,1.4742570950502708e-14,6.263761366352295e-76,1.1160645049827888e-44,2.814311095928258e-67,9.941651468769602e-54,2.238704441862811e-32,4.126741654873947e-108,8.376391877927371e-26,3.832178947447958e-73,8.727052345721674e-73,9.260518160586555e-108,8.814087711709194e-16,1.5239508605576406e-86,3.9561667709459605e-05,1.578952443344515e-05,5.053172943377753e-06,1.2544054845890633e-05,1.0358902494705961e-05,5.052140697881161e-06,3.377212266750808e-12,5.144314232479881e-10,8.82169885834042e-21,3.492323113744799e-14
3.399206597396306e-12,0.04692242069448014,0.0,1.1649925628407887,0.031075110263184432,0.31938813389838877,0.35047182328537235,0.20700151156846647,0.09197750229322345,0.0,1.852780627501409e-45,9.115347868862904e-16,1.4688245504768466e-43,0.0,2.2367658387171696e-91,1.6291730102167907e-14,7.398630202351525e-76,1.1929319845030086e-44,3.110036468216113e-67,1.0986229093105413e-53,2.314520527217064e-32,4.874496159158211e-108,8.923905764156623e-26,4.234860991740869e-73,1.0308220275586098e-72,1.1689843945418247e-107,9.112494836586807e-16,1.741121846135641e-86,4.06932440271993e-05,1.6324219537452285e-05,5.224311751551978e-06,1.2968854166480646e-05,1.0708611748458391e-05,5.22320852881909e-06,3.493923380502677e-12,5.498614002861952e-10,9.429262320869979e-21,3.859267416495948e-14
3.510556216370638e-12,0.04692242069448014,0.0,1.1649897920425103,0.031075110263184432,0.3193874281039932,0.35047139848791997,0.20700116193205934,0.091976382862273,0.0,2.0408858724130894e-45,9.413938463244848e-16,1.6631253681691135e-43,0.0,2.802862347912841e-91,1.7945781412072637e-14,8.692327400715326e-76,1.2723586417297778e-44,3.4257845219405674e-67,1.2101520781934033e-53,2.3903364845007398e-32,5.7269161047637824e-108,9.488690018259346e-26,4.664807434158632e-73,1.2110677451781337e-72,1.464613043120253e-107,9.410895479927426e-16,1.9807163023981762e-86,4.181267486463764e-05,1.685891158747259e-05,5.395450820309216e-06,1.3393651618836165e-05,1.1058248155597782e-05,5.39427426110278e-06,3.6108689900257138e-12,5.864708593876016e-10,1.0057051252191942e-20,4.251052958094634e-14
3.62190583534497e-12,0.04692242069448014,0.0,1.1649870333377665,0.031075110263184432,0.3193867223135612,0.3504709736923314,0.20700081236848017,0.09197527544646596,0.0,2.2413103348756873e-45,9.712528695713754e-16,1.8760635782004893e-43,0.0,3.487571372684373e-91,1.9708160956191653e-14,1.016096817007639e-75,1.3543444357187687e-44,3.762211098310666e-67,1.328984167152611e-53,2.4661523137405147e-32,6.6946236865748045e-108,1.0070743259708874e-25,5.122911317715352e-73,1.4156876547682245e-72,1.8221380442961265e-107,9.7092896418927e-16,2.2442270649711228e-86,4.292009055866051e-05,1.73936005891218e-05,5.56659015317357e-06,1.3818447207396969e-05,1.140781173479852e-05,5.565337898302985e-06,3.728056836127926e-12,6.242597727271072e-10,1.0705065123584514e-20,4.668493079201883e-14
3.733255454319302e-12,0.04692242069448014,0.0,1.1649842865975837,0.031075110263184432,0.3193860165270839,0.3504705488986022,0.20700046287771026,0.09197417991686416,0.0,2.4544447390326716e-45,1.0011118566271207e-15,2.108792383411804e-43,0.0,4.3109189265300546e-91,2.158230481792081e-14,1.182172239867737e-75,1.4388893260816002e-44,4.119972035220487e-67,1.4553506816862077e-53,2.541968014963059e-32,7.788936612073376e-108,1.067006410845476e-25,5.6100656809110696e-73,1.6470739678583728e-72,2.2520022092248722e-107,1.00076773226441e-15,2.533195079756131e-86,4.401562004746859e-05,1.7928286547956077e-05,5.737729753631072e-06,1.4243240936555533e-05,1.1757302504691975e-05,5.736399443952274e-06,3.84549465754033e-12,6.632281125370542e-10,1.1373303406340478e-20,5.1124010962708025e-14
3.844605073293634e-12,0.04692242069448014,0.0,1.1649815516943713,0.031075110263184432,0.3193853107445524,0.35047012410672806,0.20700011345973113,0.09197309614591305,0.0,2.680679807606774e-45,1.030970807491879e-15,2.3624995089478368e-43,0.0,5.295549224707088e-91,2.3571649088332877e-14,1.3692848053888754e-75,1.5259932729776488e-44,4.499723167248579e-67,1.5894831191636498e-53,2.6177835881950387e-32,9.021890158184054e-108,1.1286651184918829e-25,6.127163557730987e-73,1.9077704935800755e-72,2.7660126918084557e-107,1.0306058522342942e-15,2.8492094027255423e-86,4.509939088558714e-05,1.8462969469472634e-05,5.908869625130079e-06,1.466803281065752e-05,1.2106720483866919e-05,5.907458901545426e-06,3.963190190867243e-12,7.033758511064843e-10,1.2061765571767225e-20,5.583590301625484e-14
3.9559546922679666e-12,0.04692242069448014,0.0,1.1649788285019094,0.031075110263184432,0.31938460496595755,0.35046969931670474,0.20699976411452412,0.09197202400742693,0.0,2.920406261899995e-45,1.0608297221658081e-15,2.638407198503086e-43,0.0,6.466973417281031e-91,2.5679629866429767e-14,1.5793724578447808e-75,1.6156562371059816e-44,4.902120325660074e-67,1.731612968826244e-53,2.693599033463107e-32,1.04062592278842e-107,1.192050310999133e-25,6.675097977648356e-73,2.2004772916195073e-72,3.3774705154278505e-107,1.0604433241150362e-15,3.1939071997174658e-86,4.6171529258714575e-05,1.8997649359110365e-05,6.080009771081694e-06,1.5092822834002307e-05,1.2456065690869952e-05,6.078516274539859e-06,4.081151170536573e-12,7.447029607804082e-10,1.2770451091186699e-20,6.082873963538635e-14
4.067304311242299e-12,0.04692242069448014,0.0,1.1649761168953305,0.031075110263184432,0.31938389919129095,0.35046927452852783,0.20699941484207077,0.09197096337657426,0.0,3.1740148217936173e-45,1.0906886006490655e-15,2.9377722105690183e-43,0.0,7.85383359653343e-91,2.7909683259391424e-14,1.8144886283419293e-75,1.7078781796973913e-44,5.327819338406563e-67,1.8819717117875848e-53,2.769414350793917e-32,1.1955580406585368e-107,1.257161850502705e-25,7.254761965624302e-73,2.5280553247129447e-72,4.1013080484600854e-107,1.0902801479227346e-15,3.568973746230829e-86,4.723215999841189e-05,1.953232622225051e-05,6.251150194860154e-06,1.5517611010843457e-05,1.2805338144205924e-05,6.249571566356018e-06,4.1993853287500714e-12,7.872094139590818e-10,1.3499359435935412e-20,6.61106532630799e-14
4.178653930216631e-12,0.04692242069448014,0.0,1.1649734167511088,0.031075110263184432,0.31938319342054355,0.3504688497421933,0.2069990656423526,0.09196991412986313,0.0,3.441896205748214e-45,1.120547442941809e-15,3.2618858146827983e-43,0.0,9.48818253270446e-91,3.026524538282114e-14,2.076805573787859e-75,1.802659062506545e-44,5.7774760301279464e-67,2.0407908210339866e-53,2.84522954021411e-32,1.368417401828077e-107,1.3239995991841563e-25,7.867048542110342e-73,2.893531110685049e-72,4.954234664671936e-107,1.1201163236734697e-15,3.976142427220571e-86,4.828140659663425e-05,2.0067000064217196e-05,6.422290899803229e-06,1.594239734538923e-05,1.3154537862338345e-05,6.420624780377774e-06,4.317900395433619e-12,8.308951830972934e-10,1.424849007736442e-20,7.168977610331496e-14
4.290003549190963e-12,0.04692242069448014,0.0,1.1649707279470427,0.031075110263184432,0.31938248765370697,0.35046842495769687,0.20699871651535123,0.09196887614512675,0.0,3.7244411308036565e-45,1.1504062490441944e-15,3.612073787677479e-43,0.0,1.140577959258175e-90,3.274975236098759e-14,2.3686177155317636e-75,1.899998847804238e-44,6.251746222152908e-67,2.2083017614249215e-53,2.9210446017503233e-32,1.5607166181463744e-107,1.3925634192707445e-25,8.512850723049047e-73,3.3001013740300494e-72,5.954890824860445e-107,1.1499518513833084e-15,4.4171947368928516e-86,4.931939122010673e-05,2.0601670890278137e-05,6.5934318892126106e-06,1.6367181841803057e-05,1.3503664863689814e-05,6.591675919952812e-06,4.43670409818745e-12,8.757602407036595e-10,1.5017842486839294e-20,7.757424012181306e-14
4.401353168165296e-12,0.04692242069448014,0.0,1.1649680503622424,0.031075110263184432,0.31938178189077265,0.3504680001750344,0.20699836746104824,0.09196784930150942,0.0,4.022040312579133e-45,1.1802650189563785e-15,3.9896964099336286e-43,0.0,1.3646403295741467e-90,3.536664032706353e-14,2.6923449776773727e-75,1.9998974983697557e-44,6.751285732499389e-67,2.3847359896934543e-53,2.996859535429186e-32,1.774051086481294e-107,1.462853173035056e-25,9.193061519874653e-73,3.7511376970358477e-72,7.124010816263785e-107,1.1797867310682997e-15,4.8939602785003455e-86,5.034623472454581e-05,2.1136338705645174e-05,6.764573166354306e-06,1.6791964504204032e-05,1.3852719166642401e-05,6.7627249883930335e-06,4.555804162236408e-12,9.21804559339929e-10,1.5807416135740163e-20,8.377217704676577e-14
4.512702787139628e-12,0.04692242069448014,0.0,1.164965383877115,0.031075110263184432,0.3193810761317322,0.3504675753942019,0.20699801847942537,0.09196683347945234,0.0,4.335084465273143e-45,1.2101237526785178e-15,4.396148461632393e-43,0.0,1.6254180963126077e-90,3.811934542336104e-14,3.050536125068135e-75,2.1023549774833363e-44,7.276750375876622e-67,2.5703249544466753e-53,3.0726743412773217e-32,2.0101011942647488e-107,1.5348687227946403e-25,9.908573939515861e-73,4.2501911704510503e-72,8.484594386202314e-107,1.2096209627444782e-15,5.408316764137603e-86,5.136205666872827e-05,2.1671003515474912e-05,6.935714734459017e-06,1.7216745336667364e-05,1.4201700789538063e-05,6.933771988974927e-06,4.675208310380166e-12,9.69028111620296e-10,1.6617210495461624e-20,9.02917183695513e-14
4.62405240611396e-12,0.04692242069448014,0.0,1.1649627283733506,0.031075110263184432,0.3193803703765772,0.3504671506151953,0.2069976695704642,0.09196582856067978,0.0,4.6639643016635224e-45,1.239982450210767e-15,4.832859219009977e-43,0.0,1.9277935912362016e-90,4.1011303801563837e-14,3.4458721009447296e-75,2.207371248918741e-44,7.8287959636849e-67,2.765300096166137e-53,3.148489019321347e-32,2.2706345250151213e-107,1.6086099309116441e-25,1.0660280984395524e-72,4.800997043694981e-72,1.0062087506262887e-106,1.2394545464278633e-15,5.962190014536461e-86,5.2366975328409006e-05,2.22056653248693e-05,7.106856596722512e-06,1.764152434322489e-05,1.4550609750679044e-05,7.1048169249399534e-06,4.794924262943452e-12,1.0174308702107228e-09,1.7447225037412776e-20,9.714099534543951e-14
4.735402025088292e-12,0.04692242069448014,0.0,1.1649600837339094,0.031075110263184432,0.3193796646252995,0.35046672583801064,0.2069973207341466,0.09196483442818527,0.0,5.0090705331074435e-45,1.2698411115532826e-15,5.30129245061353e-43,0.0,2.2771552654066174e-90,4.4045951622956044e-14,3.8811693642749463e-75,2.314946276935926e-44,8.408078304018207e-67,2.9698928472082835e-53,3.224303569587871e-32,2.557508063836447e-107,1.6840766597924543e-25,1.144907565243419e-72,5.407479374610716e-72,1.1884572503258594e-106,1.2692874821344586e-15,6.557553958861576e-86,5.336110771008954e-05,2.2740324138876207e-05,7.277998756306016e-06,1.8066301527865498e-05,1.4899446068328265e-05,7.275859799494923e-06,4.914959737726273e-12,1.0670128078282695e-09,1.829745923301721e-20,1.0432813899428546e-13
4.846751644062625e-12,0.04692242069448014,0.0,1.1649574498430069,0.031075110263184432,0.319378958877891,0.350466301062644,0.20699697197045422,0.09196385096621788,0.0,5.3707938695414275e-45,1.2996997367062192e-15,5.802946413558416e-43,0.0,2.679436054338717e-90,4.722672505864796e-14,4.359383226755957e-75,2.4250800262738094e-44,9.015253201662144e-67,3.1843346318048894e-53,3.300117992103497e-32,2.87267040289475e-107,1.7612687718873403e-25,1.2275850937047337e-72,6.073755678761189e-72,1.3982967793194426e-106,1.2991197698802536e-15,7.196430634505921e-86,5.434456956463883e-05,2.3274979962490022e-05,7.449141216336566e-06,1.8491076894535606e-05,1.5248209760709711e-05,7.446900615812367e-06,5.0353224499541074e-12,1.1177738972404332e-09,1.9167912553712982e-20,1.1186128010121228e-13
4.958101263036957e-12,0.04692242069448014,0.0,1.1649548265861014,0.031075110263184432,0.3193782531343434,0.3504658762890913,0.2069966232793689,0.09196287806026897,0.0,5.749525019481357e-45,1.329558325669731e-15,6.339353849786868e-43,0.0,3.1411536341057242e-90,5.055706028979871e-14,4.883611189489014e-75,2.5377724621431466e-44,9.650976458098085e-67,3.408856866063491e-53,3.37593228689482e-32,3.2181639468708805e-107,1.8401861296901024e-25,1.3141499827150983e-72,6.804141578268386e-72,1.639123745448449e-106,1.3289514096812229e-15,7.880890186886464e-86,5.531747540076785e-05,2.3809632800652222e-05,7.620283979907387e-06,1.8915850447139622e-05,1.5596900846008823e-05,7.617939377030906e-06,5.156020112228127e-12,1.1697141112644955e-09,2.0058584470952608e-20,1.1974854921728276e-13
5.069450882011289e-12,0.04692242069448014,0.0,1.1649522138498793,0.031075110263184432,0.3193775473946491,0.3504654515173489,0.20699627466087253,0.09196191559705855,0.0,6.145654690022477e-45,1.3594168784439735e-15,6.912081982327999e-43,0.0,3.6694526138201067e-90,5.404039350783581e-14,5.457096279326595e-75,2.6530235502194955e-44,1.031590387150224e-66,3.643690957967818e-53,3.451746453988433e-32,3.596127118390901e-107,1.9208285957377258e-25,1.404691530716042e-72,7.603155450195713e-72,1.9146610876650689e-106,1.3587824015533264e-15,8.613050869239781e-86,5.627993849835952e-05,2.4344282658251933e-05,7.791427050078255e-06,1.93406221895404e-05,1.5945519342372876e-05,7.788976086255612e-06,5.277060434475387e-12,1.222833422766879e-09,2.0969474456203037e-20,1.2799807666016016e-13
5.1808005009856214e-12,0.04692242069448014,0.0,1.164949611522244,0.031075110263184432,0.3193768416587998,0.3504650267474128,0.20699592611494697,0.09196096346452248,0.0,6.559573586839419e-45,1.3892753950291e-15,7.522732511559175e-43,0.0,4.272148709906642e-90,5.768016091467154e-14,6.083230384892033e-75,2.7708332566362786e-44,1.1010691236747171e-66,3.889068307378228e-53,3.5275604934109144e-32,4.0087965634326946e-107,2.003196032610034e-25,1.499299035699231e-72,8.475523074473501e-72,2.228981272069015e-106,1.3886127455125103e-15,9.395079042417886e-86,5.7232070921655806e-05,2.4878929540126506e-05,7.962570429875846e-06,1.976539212555965e-05,1.6294065267911342e-05,7.960010746558369e-06,5.398451123899029e-12,1.2771318046625105e-09,2.1900581980945664e-20,1.3661799251475879e-13
5.292150119959954e-12,0.04692242069448014,0.0,1.1649470194923015,0.031075110263184432,0.31937613592678804,0.35046460197927937,0.20699557764157422,0.0919600215517991,0.0,6.991672414186193e-45,1.419133875425264e-15,8.172941611468717e-43,0.0,4.957774947575883e-90,6.147979872291657e-14,6.765557592271622e-75,2.8912015479779504e-44,1.1735994345402379e-66,4.145220306032138e-53,3.6033744051888435e-32,4.4585093567101006e-107,2.0872883029293494e-25,1.5980617952065442e-72,9.426182281367757e-72,2.5865303427255165e-106,1.4184424415747058e-15,1.0229189174683994e-85,5.817398353230292e-05,2.5413573451062035e-05,8.13371412229411e-06,2.019016025897844e-05,1.6642538640696303e-05,8.131043360978235e-06,5.520199884928471e-12,1.3326092299141904e-09,2.2851906516676315e-20,1.4561642663388363e-13
5.403499738934286e-12,0.04692242069448014,0.0,1.1649444376503462,0.031075110263184432,0.3193754301986059,0.3504641772129448,0.2069952292407361,0.0919590897492164,0.0,7.442341874896217e-45,1.4489923196326199e-15,8.864379925919936e-43,0.0,5.735629934900404e-90,6.544274315609043e-14,7.507777520379286e-75,3.0141283912732454e-44,1.2492468985735081e-66,4.412378337544456e-53,3.6791881893487896e-32,4.9477052070336164e-107,2.1731052693601576e-25,1.7010691063301813e-72,1.0460287598492152e-71,2.9921530508758664e-106,1.448271489755832e-15,1.1117643841508419e-85,5.910578600225699e-05,2.594821439579396e-05,8.304858130294597e-06,2.0614926593537558e-05,1.6990939478762778e-05,8.302073932521788e-06,5.642314419169601e-12,1.3892656715319782e-09,2.3823447534905196e-20,1.550015086388599e-13
5.514849357908618e-12,0.04692242069448014,0.0,1.164941865887852,0.031075110263184432,0.3193747244742458,0.35046375244840533,0.20699488091241477,0.09195816794827942,0.0,7.911972670382303e-45,1.47885072765132e-15,9.598752564916475e-43,0.0,6.615828254892013e-90,6.957243044882908e-14,8.313748655993788e-75,3.139613753988532e-44,1.328077094271288e-66,4.690773777408012e-53,3.755001845917316e-32,5.478928662648285e-107,2.2606467946087713e-25,1.8084102657130264e-72,1.1583214897363314e-71,3.451119086149622e-106,1.4780998900717928e-15,1.2062753725364536e-85,6.0027586826550826e-05,2.6482852379007578e-05,8.476002456806829e-06,2.1039691132938016e-05,1.733926780010911e-05,8.473102464163475e-06,5.764802425354973e-12,1.447101102572575e-09,2.4815204507156944e-20,1.6478136792015275e-13
5.6261989768829505e-12,0.04692242069448014,0.0,1.1649393040974556,0.031075110263184432,0.31937401875370025,0.3504633276856574,0.20699453265659218,0.09195725604165736,0.0,8.400955500636688e-45,1.508709099481517e-15,1.037779910086896e-42,0.0,7.609353020973766e-90,7.387229684708965e-14,9.187491688468534e-75,3.267657604021244e-44,1.4101555998001595e-66,4.980637992993995e-53,3.830815374920979e-32,6.054831316548538e-107,2.349912741423008e-25,1.9201745695483525e-72,1.2800566039499445e-71,3.969150433385237e-106,1.5079276425384791e-15,1.3066877615524765e-85,6.0939493335924e-05,2.7017487405338606e-05,8.647147104728628e-06,2.146445388084143e-05,1.768752362269731e-05,8.644128958845966e-06,5.887671599293997e-12,1.5061154961387209e-09,2.582717690497058e-20,1.7496413363797653e-13
5.737548595857283e-12,0.04692242069448014,0.0,1.1649367521729466,0.031075110263184432,0.3193733130369616,0.3504629029246974,0.2069941844732504,0.0919563539231713,0.0,8.909681064231033e-45,1.5385674351233642e-15,1.1203293564862933e-42,0.0,8.728110641235049e-90,7.83457786083523e-14,1.0133192844113966e-74,3.398259909693418e-44,1.4955479929968888e-66,5.282202343552373e-53,3.9066287763863273e-32,6.678174011769651e-107,2.440902972591854e-25,2.0364513135803114e-72,1.4118173522062325e-71,4.552449878662988e-106,1.5377547471717695e-15,1.4132422407856708e-85,6.18416117093171e-05,2.7552119479373647e-05,8.818292076926465e-06,2.188921484087046e-05,1.8035706964453442e-05,8.81515341948048e-06,6.010929633823128e-12,1.5663088253785989e-09,2.685936419989949e-20,1.8555793472289434e-13
5.848898214831615e-12,0.04692242069448014,0.0,1.1649342100092532,0.031075110263184432,0.3193726073240226,0.35046247816552156,0.20699383636237156,0.09195546148778176,0.0,9.438540058316434e-45,1.5684257345770125e-15,1.2077044442928078e-42,0.0,9.98498783685221e-90,8.299631200181928e-14,1.1155207220252661e-74,3.531420639745308e-44,1.5843198513683922e-66,5.595698180212339e-53,3.9824420503399063e-32,7.351829046656914e-107,2.5336173509451475e-25,2.1573297931038966e-72,1.5542105123042694e-71,5.207730688151024e-106,1.567581203987528e-15,1.52618431046192e-85,6.273404698623218e-05,2.8086748605650825e-05,8.989437376235783e-06,2.2313974016609228e-05,1.8383817843267965e-05,8.98617584894713e-06,6.134584218756069e-12,1.6276810634852445e-09,2.791176586351143e-20,1.965708998764082e-13
5.960247833805947e-12,0.04692242069448014,0.0,1.1649316775024317,0.031075110263184432,0.31937190161487594,0.35046205340812653,0.20699348832393785,0.0919545786315764,0.0,9.987923178623429e-45,1.5982839978426152e-15,1.3000894672308684e-42,0.0,1.1393910960051482e-89,8.78273333086112e-14,1.2258062118947003e-74,3.667139763329092e-44,1.6765367520918507e-66,5.921356845982729e-53,4.0582551968082523e-32,8.078782380110962e-107,2.628055739353264e-25,2.282899302965088e-72,1.7078668545989108e-71,5.942247483362287e-106,1.5974070130016073e-15,1.6457642814258608e-85,6.361690307896036e-05,2.8621374788660206e-05,9.160583005461352e-06,2.273873141160373e-05,1.8731856276996046e-05,9.157196250095273e-06,6.2586430408339606e-12,1.6902321836959642e-09,2.898438136738852e-20,2.080111575715394e-13
