Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29)
1.5547903205879696e-23,0.05435919745378708,0.0,1.3497388727775328,0.031075110263184432,0.3194096818763551,0.3504847921395395,0.20701222018021492,0.09201819554070576,0.0,3.730630021824785e-73,9.232015264734862e-25,7.46125984394345e-73,0.0,2.5819826450296797e-157,1.170579389089466e-47,3.979471726473516e-118,9.338343540506869e-62,1.1877046526519817e-91,2.217455823266329e-80,5.846633224488371e-39,-1.3496263571257565e-148,2.977057064340115e-45,1.2972735496227968e-96,8.193240133919583e-119,3.865049066456305e-162,9.232015264734904e-25,4.469725847461783e-119,2.351434587697737e-16,8.037342569362623e-17,2.571960106121436e-17,6.385177074754783e-17,5.288780622731232e-17,2.571949622196045e-17,1.0483925390996644e-22
3.1109314581356154e-23,0.05435919745378708,0.0,1.3497388727775324,0.031075110263184432,0.319409681876355,0.3504847921395394,0.20701222018021487,0.09201819554070552,0.0,2.9875296915415696e-72,1.8472051394165408e-24,5.975059223486941e-72,0.0,2.1446717054582167e-155,9.374128929302941e-47,6.374948256147693e-117,3.7377710587646504e-61,9.511374523259978e-91,1.7757630944195082e-79,1.1698346060813828e-38,9.67193011640452e-148,1.1915976321574147e-44,1.0388823990729663e-95,1.7117952574760665e-117,2.5019303090593176e-160,1.847205139416545e-24,7.159390863630056e-118,4.704912124638459e-16,1.6081668060158207e-16,5.146154756209968e-17,1.2775901653484146e-16,1.0582156189530231e-16,5.14613377925065e-17,2.097695931838855e-22
6.223213733230908e-23,0.05435919745378708,0.0,1.3497388727775315,0.031075110263184432,0.31940968187635477,0.3504847921395393,0.20701222018021476,0.09201819554070505,0.0,2.391234614345409e-71,3.695212365302649e-24,4.7824691014785025e-71,0.0,2.0008844060025855e-153,7.503102525993432e-46,1.0208263595775606e-115,1.4955952907324927e-60,7.612965129109406e-90,1.4213302014287083e-78,2.3401771733464737e-38,3.6261751848498253e-146,4.767940582341302e-44,8.315281306639694e-95,4.019302333628181e-116,1.6027194779389904e-158,3.6952123653026434e-24,1.1461264310191244e-116,9.411867198496364e-16,3.2170319041749305e-16,1.0294544056387043e-16,2.555735081094283e-16,2.1168907323126315e-16,1.0294502093359872e-16,4.1963027173172235e-22
1.2447778283421492e-22,0.05435919745378708,0.0,1.3497388727775295,0.031075110263184432,0.3194096818763543,0.35048479213953904,0.20701222018021453,0.0920181955407041,0.0,1.9134721542220928e-70,7.391226817074864e-24,3.826944207495703e-70,0.0,2.0842303898490916e-151,6.004002145014172e-45,1.6346647120232264e-114,5.983355036097452e-60,6.091904428691237e-89,1.1373521218172864e-77,4.6808623078766524e-38,1.1660944039067195e-144,1.9074862877657087e-43,6.653898731786828e-94,1.0526357455074777e-114,1.0261374526307004e-156,7.391226817074794e-24,1.8342972392773143e-115,1.882577734611804e-15,6.434762100493122e-16,2.0591322656741242e-16,5.112024912586006e-16,4.2342409590310827e-16,2.0591238721578364e-16,8.393516288273903e-22
2.4896907383802663e-22,0.05435919745378708,0.0,1.3497388727775257,0.031075110263184432,0.3194096818763535,0.35048479213953854,0.20701222018021412,0.09201819554070222,0.0,1.5309715321366616e-69,1.4783255720619282e-23,3.0619429848599117e-69,0.0,2.362420915347153e-149,4.803809839940507e-44,2.6186966579026587e-113,2.3935368029438687e-59,4.8741573750873887e-88,9.099968957872606e-77,9.362232576937002e-38,3.732740338985777e-143,7.630565304807813e-43,5.3238112902552405e-93,2.994616570765294e-113,6.568567491404037e-155,1.4783255720618906e-23,2.9352829269409637e-114,3.765359764098483e-15,1.2870222493129396e-15,4.1184879857449836e-16,1.0224604575569384e-15,8.468941412464928e-16,4.1184711978015536e-16,1.6787943430187046e-21
4.9795165584565e-22,0.05435919745378708,0.0,1.349738872777518,0.031075110263184432,0.31940968187635177,0.35048479213953754,0.20701222018021326,0.09201819554069846,0.0,1.224854753945108e-68,2.9567313527708085e-23,2.4497094465245614e-68,0.0,2.828389990329705e-147,3.843291136372565e-43,4.199410092019435e-112,9.574536802656408e-59,3.899565509079467e-87,7.280435987759353e-76,1.872497311505766e-37,1.1945917908402298e-141,3.0523501570805806e-42,4.259310745778884e-92,8.984542732148587e-112,4.2042826472715204e-153,2.956731352770638e-23,4.6967639745652956e-113,7.53092382292122e-15,2.5741143278401497e-15,8.237199425886782e-16,2.0449763901535895e-15,1.6938342319320379e-15,8.237165849089069e-16,3.357679771401246e-21
9.959168198608968e-22,0.05435919745378708,0.0,1.3497388727775024,0.031075110263184432,0.3194096818763484,0.3504847921395355,0.20701222018021156,0.09201819554069092,0.0,9.799148153968343e-68,5.913542914188549e-23,1.9598295851702555e-67,0.0,3.495195443030966e-145,3.074730217835909e-42,6.748761064412368e-111,3.8298926406256775e-58,3.1197539806894063e-86,5.824533124417268e-75,3.745045419129882e-37,3.822876025187214e-140,1.220964870304407e-41,3.4075595404662403e-91,2.7793270831473955e-110,2.6908726577698534e-151,5.913542914187833e-23,7.515082873868867e-112,1.506205193996421e-14,5.148298484894394e-15,1.6474622306170698e-15,4.09000825534679e-15,3.3877144132982333e-15,1.6474555151664417e-15,6.71545062816598e-21
1.9918471478913906e-21,0.05435919745378708,0.0,1.3497388727774713,0.031075110263184432,0.3194096818763416,0.3504847921395314,0.20701222018020818,0.09201819554067586,0.0,7.839442574030469e-67,1.1827166037023962e-22,1.5678884838599369e-66,0.0,4.393752370303609e-143,2.459823098357959e-41,1.089252902436988e-109,1.531972640301436e-57,2.4958418237534113e-85,4.659700234342371e-74,7.490141634378053e-37,1.2233485353923175e-138,4.883909096601365e-41,2.7260898361434934e-90,8.740676324680511e-109,1.7221996185703476e-149,1.1827166037021026e-22,1.2024333169102305e-110,3.012430817164023e-14,1.0296666799002178e-14,3.2949468066739804e-15,8.180071985732789e-15,6.775474776011045e-15,3.294933375681638e-15,1.343099234169405e-20
3.983707803952378e-21,0.05435919745378708,0.0,1.3497388727774093,0.031075110263184432,0.319409681876328,0.3504847921395232,0.2070122201802014,0.09201819554064573,0.0,6.271603679945134e-66,2.3654412282694513e-22,1.254320720117017e-65,0.0,5.572738587913158e-141,1.9678740484410837e-40,1.7730047127202095e-108,6.127921729445414e-57,1.9966896271764248e-84,3.7277896816215804e-73,1.498033406487415e-36,3.914761702585722e-137,1.953573561760196e-40,2.180889528645296e-89,2.772508545616024e-107,1.1022212458817875e-147,2.3654412282682613e-22,1.9239099179371145e-109,6.024882062535251e-14,2.0593403427214922e-14,6.589915958788306e-15,1.6360199446503178e-14,1.3550995501358348e-14,6.589889096712538e-15,2.6862075768744614e-20
7.967429116074353e-21,0.05435919745378708,0.0,1.3497388727772854,0.031075110263184432,0.3194096818763008,0.35048479213950684,0.20701222018018786,0.09201819554058549,0.0,5.0173027923199086e-65,4.730890477403451e-22,1.0034605599825585e-64,0.0,7.100295553061958e-139,1.574305466678888e-39,2.933412917019116e-107,2.4511749254388704e-56,1.5973578756920433e-83,2.9822435430001247e-72,2.9960718925865366e-36,1.2527309568741478e-135,7.814314093314696e-40,1.7447183664304478e-88,8.832814241782587e-106,7.054258414159731e-146,4.730890477398663e-22,3.078268683998753e-108,1.2049784549421794e-13,4.1186876683629113e-14,1.3179854263018988e-14,3.272045436803751e-14,2.7102036951739688e-14,1.3179800538776365e-14,5.372424262282339e-20
1.5934871740318303e-20,0.05435919745378708,0.0,1.3497388727770376,0.031075110263184432,0.31940968187624647,0.35048479213947414,0.20701222018016077,0.09201819554046499,0.0,4.013850173216241e-64,9.461788975671009e-22,8.027700586041327e-64,0.0,9.06737982057446e-137,1.2594468645188737e-38,5.002569997570378e-106,9.804712169081958e-56,1.2778888501783519e-82,2.3857995534882943e-71,5.9921488647843875e-36,4.0087508235194396e-134,3.125729606577489e-39,1.3957774779787021e-87,2.820226420781535e-104,4.514739570069398e-144,9.461788975651799e-22,4.9252403885224733e-107,2.409958950777124e-13,8.237382319641232e-14,2.635973087148847e-14,6.54409642110804e-14,5.420411985124928e-14,2.635962342291214e-14,1.0744857633089162e-19
3.18697569888062e-20,0.05435919745378708,0.0,1.3497388727765418,0.031075110263184432,0.3194096818761377,0.3504847921394087,0.20701222018010657,0.09201819554022399,0.0,3.2110833143195893e-63,1.8923585972204364e-21,6.42216718426313e-63,0.0,1.159280707757783e-134,1.0075584880873187e-37,8.993239553142081e-105,3.921887361092422e-55,1.0223120861224627e-81,1.9086415304245934e-70,1.198430280917852e-35,1.2828021307333027e-132,1.2502926364756942e-38,1.1166230811670398e-86,9.014685896001486e-103,2.889438345725917e-142,1.89235859721274e-21,7.880392940890301e-106,4.819919936277553e-13,1.6474771622179806e-13,5.2719484088459877e-14,1.3088198389706306e-13,1.084082856452561e-13,5.2719269191216135e-14,2.1489724374667072e-19
6.373952748578199e-20,0.05435919745378708,0.0,1.3497388727755504,0.031075110263184432,0.3194096818759202,0.3504847921392778,0.20701222017999815,0.092018195539742,0.0,2.5688679217540193e-62,3.784717996526399e-21,5.137736870306411e-62,0.0,1.4830192020386398e-132,8.060471890604758e-37,1.7554373627421202e-103,1.5687554431234012e-54,8.178500728192331e-81,1.5269139793886246e-69,2.396861069796051e-35,4.104969811850979e-131,5.001172133544101e-38,8.932989061177001e-86,2.8830933000698116e-101,1.8492427988027087e-140,3.784717996495592e-21,1.2608635375328684e-104,9.639841882600575e-13,3.2949550227184664e-13,1.0543899052253254e-13,2.6176402326861605e-13,2.1681661721322037e-13,1.0543856072795395e-13,4.297945785767994e-19
1.2747906847973356e-19,0.05435919745378708,0.0,1.3497388727735675,0.031075110263184432,0.3194096818754853,0.350484792139016,0.20701222017978133,0.09201819553877802,0.0,2.055094845521243e-61,7.569436795135499e-21,4.1101914441600006e-61,0.0,1.897714111466061e-130,6.448379106871358e-36,3.8215592627162716e-102,6.275022769821532e-54,6.5428953922005494e-80,1.2215314855225635e-68,4.793722647549939e-35,1.3136089445544867e-129,2.000469170907137e-37,7.146494805029062e-85,9.223328659396985e-100,1.1835325016132226e-138,7.56943679501222e-21,2.0174091329131143e-103,1.927968567653527e-12,6.589910743690527e-13,2.1087800339119715e-13,5.235281020100722e-13,4.3363328026895124e-13,2.1087714380194892e-13,8.595892482313391e-19
2.549581504676367e-19,0.05435919745378708,0.0,1.3497388727696016,0.031075110263184432,0.31940968187461544,0.3504847921384925,0.2070122201793477,0.09201819553685005,0.0,1.644076079661937e-60,1.513887439234239e-20,3.2881550525040263e-60,0.0,2.4287217634441084e-128,5.158703923291686e-35,9.355644021873814e-101,2.5100093073581503e-53,5.2343262800304855e-79,9.772253092099485e-68,9.587445803047673e-35,4.2035584523491944e-128,8.001877318297092e-37,5.71720672970808e-84,2.9510539866384886e-98,7.574643839294401e-137,1.5138874391849176e-20,3.22786312175052e-102,3.85593728695593e-12,1.3179822185519e-12,4.217560291306037e-13,1.0470562594863862e-12,8.672666060596226e-13,4.217543099520162e-13,1.7191785875175465e-18
5.099163144434431e-19,0.05435919745378708,0.0,1.34973887276167,0.031075110263184432,0.3194096818728757,0.35048479213744543,0.20701222017848042,0.0920181955329941,0.0,1.3152609450238645e-59,3.027774958671095e-20,2.630526589689688e-59,0.0,3.108538385472682e-126,4.126963393814407e-34,2.534070696541593e-99,1.0040037628003206e-52,4.1874622147582023e-78,7.817802956642704e-67,1.9174892114002972e-34,1.3451392081128177e-126,3.200751054004156e-36,4.5737666843486205e-83,9.442714861638926e-97,4.847792606191458e-135,3.0277749584737906e-20,5.164583222513242e-101,7.7118745676226e-12,2.635964506871336e-12,8.435120806177261e-13,2.09411257441262e-12,1.7345332563578036e-12,8.4350864226046e-13,3.438357265998476e-18
7.648744784192495e-19,0.05435919745378708,0.0,1.3497388727537383,0.031075110263184432,0.319409681871136,0.3504847921363984,0.20701222017761314,0.09201819552913816,0.0,3.9046809991275526e-59,4.541662478103428e-20,7.809379975169789e-59,0.0,2.089998427524481e-125,1.2251922790767639e-33,1.1663265165554785e-98,2.1335080208210005e-52,1.2431469285495108e-77,2.3209102934803095e-66,2.876233842491811e-34,6.4353693817548e-126,6.801596068657713e-36,1.3578305221503686e-82,4.517498608000163e-96,2.752430627512613e-134,4.541662477684145e-20,1.9538599390439338e-100,1.1567811690351134e-11,3.953946795144512e-12,1.2652681321131578e-12,3.14116888931246e-12,2.6017999053728233e-12,1.2652629745772133e-12,5.157535944387919e-18
1.0198326423950559e-18,0.05435919745378708,0.0,1.3497388727458066,0.031075110263184432,0.3194096818693963,0.35048479213535133,0.20701222017674586,0.09201819552528222,0.0,8.50809446928069e-59,6.055549997531239e-20,1.701623741393993e-58,0.0,9.616116844852897e-125,2.669629517982095e-33,3.737230861266005e-98,3.639513704764723e-52,2.708752837375899e-77,5.057141424791794e-66,3.8349784735793073e-34,2.129882176858707e-125,1.1602722775573035e-35,2.95864245414811e-82,1.4951186094585688e-95,1.058529452951964e-133,6.05554999681598e-20,5.085883691443251e-100,1.5423748655141542e-11,5.27192908337143e-12,1.6870241836168986e-12,4.188225204185906e-12,3.4690665531046806e-12,1.6870173069022756e-12,6.876714622685877e-18
1.5297489703466685e-18,0.05435919745378708,0.0,1.349738872729943,0.031075110263184432,0.3194096818659168,0.35048479213325723,0.20701222017501134,0.09201819551757034,0.0,2.4696373839238866e-58,9.083325036376247e-20,4.939294426663009e-58,0.0,1.1714796277779952e-123,7.749111017573384e-33,2.0825464801937018e-97,7.53515086805731e-52,7.862693503769595e-77,1.467932163078841e-65,5.752467735744874e-34,1.2427205404024203e-124,2.4021963833833613e-35,8.588047784656195e-82,8.723399177446696e-95,8.056296403199088e-133,9.083325034895372e-20,1.8664500827895417e-99,2.3135622214051265e-11,7.907893659716694e-12,2.5305362866438815e-12,6.282337833870852e-12,5.203599845556894e-12,2.530525971571902e-12,1.0315071979067081e-17
2.0396652982982813e-18,0.05435919745378708,0.0,1.3497388727140796,0.031075110263184432,0.3194096818624373,0.3504847921311631,0.2070122201732768,0.09201819550985847,0.0,5.4008184459783315e-58,1.2111100075204622e-19,1.0801690211414117e-57,0.0,5.416974853204067e-123,1.6946431892066628e-32,6.806925001028351e-97,1.281531805599198e-51,1.7194838953844317e-76,3.2102020949100196e-65,7.669956997895671e-34,4.134686402714281e-124,4.0855068761540883e-35,1.8781108345923138e-81,2.9023629172566064e-94,3.04206859888296e-132,1.2111100072686024e-19,4.839849405798809e-99,3.084749519216622e-11,1.054385823589185e-11,3.3740483897014205e-12,8.376450463458738e-12,6.938133133290464e-12,3.3740346362720853e-12,1.3753429335111856e-17
3.059497954201507e-18,0.05435919745378708,0.0,1.3497388726823525,0.031075110263184432,0.31940968185547836,0.3504847921269749,0.20701222016980775,0.09201819549443471,0.0,1.7965680635557366e-57,1.8166650152806763e-19,3.5931629148356036e-57,0.0,1.3162761074059202e-121,5.637186036737051e-32,5.443923536426466e-96,2.792196508011006e-51,5.719821991043969e-76,1.06786529087464e-64,1.150493552214876e-33,3.3921300847027486e-123,8.901486472472167e-35,6.247490704713651e-81,2.3810998541375367e-93,3.9384932013499047e-131,1.8166650147319194e-19,2.3919880157452813e-98,4.62712392412694e-11,1.5815787387683573e-11,5.0610725959168316e-12,1.2564675722315796e-11,1.040719969326323e-11,5.061051965772785e-12,2.0630144046096698e-17
4.0793306101047324e-18,0.05435919745378708,0.0,1.3497388726506254,0.031075110263184432,0.3194096818485194,0.3504847921227867,0.2070122201663387,0.09201819547901098,0.0,4.1795199227620253e-57,2.422220023033691e-19,8.359120278151302e-57,0.0,7.7114264453334395e-121,1.3114299328928865e-31,2.082991782819294e-95,4.902157486800175e-51,1.330654576429996e-75,2.484272290174643e-64,1.5339914046337919e-33,1.3095897982929443e-122,1.562801487078915e-34,1.4534109820983723e-80,9.192613811061794e-93,1.867470254721312e-130,2.422220022070255e-19,7.130877703228348e-98,6.169498077639275e-11,2.1087716538738967e-11,6.748096802264504e-12,1.6752900980752727e-11,1.3876266232811264e-11,6.748069295405749e-12,2.7506858755625306e-17
6.118995921911183e-18,0.05435919745378708,0.0,1.3497388725871713,0.031075110263184432,0.31940968183460156,0.35048479211441025,0.20701222015940055,0.0920181954481635,0.0,1.4231220006111221e-56,3.633330038518025e-19,2.8462856536350706e-56,0.0,1.6809404300679756e-119,4.465404698399336e-31,1.6918915391458833e-94,1.0928250951446836e-50,4.530864831100358e-75,8.45892020227713e-64,2.3009871094523548e-33,1.075613080669324e-121,3.4839123140229132e-34,4.948849100712493e-80,7.550195008075909e-92,2.4531460406915807e-129,3.63333003637025e-19,3.7287094071235537e-97,9.254245626995721e-11,3.163157483863058e-11,1.0122145215358462e-11,2.5129351496360388e-11,2.0814399250350856e-11,1.0122103955070292e-11,4.126028817029371e-17
1.0198326545524084e-17,0.05435919745378708,0.0,1.3497388724602635,0.031075110263184432,0.31940968180676577,0.35048479209765737,0.20701222014552428,0.09201819538646853,0.0,6.768618874661308e-56,6.055550069399885e-19,1.3537578412494934e-55,0.0,7.877795053395307e-118,2.123825119718901e-30,2.445655763172207e-93,3.0206964497325206e-50,2.154959179988174e-74,4.023211424957143e-63,3.834978519012386e-33,1.5678042566574955e-120,9.629941331845928e-34,2.3537598664947645e-79,1.100506854655064e-90,6.498793235381058e-128,6.055550063463158e-19,3.1398152092074033e-96,1.5423737694264971e-10,5.271929142953485e-11,1.6870242043141236e-11,4.188225252250965e-11,3.469066503914141e-11,1.687017327599425e-11,6.876714698207066e-17
1.8356987792749885e-17,0.05435919745378708,0.0,1.3497388722064476,0.031075110263184432,0.3194096817510942,0.35048479206415156,0.20701222011777176,0.09201819526307876,0.0,4.066878621611359e-55,1.0899990130816279e-18,8.134134913190872e-55,0.0,5.894144929497434e-116,1.276085881083193e-29,5.108779649376346e-92,9.767826940115285e-50,1.2947925766705695e-73,2.417319223523339e-62,6.902961337823989e-33,3.292120041629162e-119,3.113970629907645e-33,1.414240617968112e-78,2.310871792711592e-89,2.6334669990981426e-126,1.0899990111619025e-18,3.5961252288601456e-95,2.7762709699779983e-10,9.489472457581806e-11,3.036643570508791e-11,7.53880545545385e-11,6.244319563130319e-11,3.036631192422337e-11,1.2378086453536598e-16
3.4674310287201494e-17,0.05435919745378708,0.0,1.3497388716988163,0.031075110263184432,0.31940968163975103,0.35048479199713994,0.2070122200622667,0.0920181950162997,0.0,2.8000634337934463e-54,2.0588870252259738e-18,5.60062489485013e-54,0.0,5.70056409545101e-114,8.785906220826813e-29,1.3090425875827563e-90,3.4827975306705376e-49,8.91470262355031e-73,1.6643346864937036e-61,1.3038926974213315e-32,8.460692372625776e-118,1.1103113580280125e-32,9.737107529416615e-78,5.938895481626074e-88,1.3348095802968276e-124,2.0588870183810265e-18,4.855103787850059e-94,5.244060519339377e-10,1.79245590726279e-10,5.7358823054506545e-11,1.423996585375151e-10,1.1794825287383506e-10,5.73585892462072e-11,2.3380829936091135e-16
6.730895527610471e-17,0.05435919745378708,0.0,1.3497388706835558,0.031075110263184432,0.3194096814170647,0.3504847918631167,0.20701221995125663,0.09201819452274351,0.0,2.0744700204090472e-53,3.996663048958922e-18,4.1496613588651205e-53,0.0,6.321179607438719e-112,6.509173641919277e-28,3.7390680473162164e-89,1.3121258674673389e-48,6.604594420994821e-72,1.2330479228835303e-60,2.531085824205638e-32,2.4205484032770107e-116,4.183040311963516e-32,7.213885732488979e-77,1.6990780379154095e-86,7.594123340901514e-123,3.996663023170917e-18,7.131176808236323e-93,1.0179620210845295e-09,3.479473224587698e-10,1.113435978554468e-10,2.7642286617913873e-10,2.289583515914734e-10,1.1134314399227895e-10,4.538631678877784e-16
1.3257824525391115e-16,0.05435919745378708,0.0,1.3497388686530425,0.031075110263184432,0.31940968097169214,0.3504847915950703,0.20701221972923647,0.09201819353563888,0.0,1.5963456575101324e-52,7.872215094201843e-18,3.1937884998463268e-52,0.0,7.523909255572647e-110,5.00893771545449e-27,1.1296700177448305e-87,5.0903953460999235e-48,5.082365865531839e-71,9.488547273979496e-60,4.985472075800011e-32,7.319235909696793e-115,1.622811443846915e-31,5.551227564875459e-76,5.137657873840677e-85,4.583743907151753e-121,7.872214994157164e-18,1.093005163039066e-91,2.0050661965359194e-09,6.853507836500227e-10,2.19313147865741e-10,5.444692801650653e-10,4.509784859569058e-10,2.1931225389284065e-10,8.93972900444421e-16
