Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623),CHOX(653),H2NX(201),H3NX(202),NO2X(213),NO2X(206),SX(544),SX(776),SX(660),CH2NX(654),H2NO3(231),CNO2X(729)
4.3397881394534333e-13,0.1547348997255798,0.0,3.842040295628683,0.03107438232237889,0.31924903841879737,0.35032135347652843,0.20700866778343646,0.09200859992447148,0.0,9.768575555548433e-20,6.3193051425152925e-06,9.673991612249334e-16,0.0,7.39231292767756e-27,5.473469280701474e-12,2.1946594097895098e-21,1.849791803191542e-18,2.8763277608119783e-26,2.2708601920966472e-11,2.4525857828066495e-10,9.670708725057144e-41,1.3885786955993534e-06,3.953902993445992e-26,9.040016436205265e-17,1.469607170678e-32,6.320611336931118e-06,1.6917984232592812e-30,9.587219109621533e-06,3.211804297526842e-06,3.4726545067267443e-06,2.834771213575262e-06,2.356666286535284e-06,1.5666024147185036e-06,1.0608299443206603e-06,2.926330338484145e-08,0.00015519224132285193,9.979417769931741e-10,1.2192879545025823e-07,1.044032920779385e-07,8.747951224350501e-17,1.1545068519977693e-06,7.326432860336996e-11,2.359043648008705e-09,3.075460014253602e-08,7.767413640156248e-09,4.673256575887055e-15,3.7588961213611955e-13,8.401360232897754e-07,4.005041151289221e-07,3.1631278697767047e-10,4.808467412519137e-07,1.4952020334602313e-10,1.2297693675303312e-12,1.0690573949377256e-13,7.56433613709406e-13,0.00015380327284984948,3.170563806697505e-18
4.385055030198919e-13,0.1547348997255798,0.0,3.8420400217245545,0.031074375004680778,0.31924736500722883,0.35031965124780245,0.20700863208962378,0.09200851401832011,0.0,1.0079144142129963e-19,6.385200875214234e-06,9.979815891521226e-16,0.0,7.784757048511138e-27,5.590351165098617e-12,2.2765836797524467e-21,1.88961802307846e-18,2.9672755144480165e-26,2.3179211429101763e-11,2.4781676724777035e-10,1.018569835525321e-40,1.4030548777305319e-06,4.078922945458734e-26,9.32413799588955e-17,1.5476295628012985e-32,6.38653152612522e-06,1.7631738186834998e-30,9.673037922232082e-06,3.239912741383023e-06,3.516835245828615e-06,2.8625960946063735e-06,2.3798880262129698e-06,1.5859588436416607e-06,1.0715963108331566e-06,2.9915514594475375e-08,0.00015681021130665936,1.0299864524290345e-09,1.245114921608787e-07,1.065711526328216e-07,9.027047950985514e-17,1.1661271363703003e-06,7.400243804569187e-11,2.383580675954833e-09,3.125760313554288e-08,8.087843927815352e-09,4.780337456822069e-15,3.9068274020750833e-13,8.486533319981281e-07,4.036871399412931e-07,3.2293495565664165e-10,4.85856093688259e-07,1.5596787047981656e-10,1.3378586345057121e-12,1.102802645627289e-13,7.86181920190866e-13,0.00015540675843157825,3.3030980925250014e-18
4.430321920944405e-13,0.1547348997255798,0.0,3.8420397480170436,0.031074367691717127,0.3192456916379785,0.3503179490701802,0.20700859642283506,0.0920084283763116,0.0,1.0396279596296332e-19,6.4510962194209405e-06,1.0292017228094994e-15,0.0,8.193668266382737e-27,5.708525495824313e-12,2.3607346200416373e-21,1.929889738951876e-18,3.0601204753159516e-26,2.3654532215623338e-11,2.503749557734966e-10,1.0722397538643176e-40,1.4175309034783178e-06,4.2065508612173356e-26,9.614115279225107e-17,1.6289260351424876e-32,6.452451545791804e-06,1.836777369377538e-30,9.758592598540436e-06,3.2679222479469265e-06,3.561168356914606e-06,2.890386413876439e-06,2.403082745923447e-06,1.6053625709984806e-06,1.0823576048415238e-06,3.0575486561138076e-08,0.00015842816502232776,1.0627142809318177e-09,1.2712149947041706e-07,1.0876089974968372e-07,9.312082942490565e-17,1.177738915138374e-06,7.474000723866799e-11,2.408099924038825e-09,3.1760005933826156e-08,8.417388411475771e-09,4.8886410588474556e-15,4.0586557535201825e-13,8.571634781990697e-07,4.0685308983841105e-07,3.2962549920460653e-10,4.90865206887389e-07,1.6262145274951243e-10,1.4541840542052201e-12,1.1370939448532684e-13,8.167090013732232e-13,0.00015701022781669012,3.4392646930449003e-18
4.475588811689891e-13,0.1547348997255798,0.0,3.8420394745056017,0.03107436038346268,0.3192440183109551,0.3503162469436182,0.20700856078303873,0.09200834299763305,0.0,1.0720053337230096e-19,6.516991175151984e-06,1.0610661371500016e-15,0.0,8.619557843301574e-27,5.8279945292930874e-12,2.447150989159496e-21,1.970607612683491e-18,3.154882227773198e-26,2.4134560831430018e-11,2.529331438581772e-10,1.1281485531126487e-40,1.4320067728709701e-06,4.336813661919736e-26,9.910006555911185e-17,1.713598251755269e-32,6.518371395822813e-06,1.91265462227212e-30,9.843883951529734e-06,3.2958331649807645e-06,3.6056535008926803e-06,2.9181422141295385e-06,2.4262504771035174e-06,1.6248131740764877e-06,1.0931138538213405e-06,3.1243231306294606e-08,0.00016004610247038253,1.0961323712967593e-09,1.2975881666059796e-07,1.1097252316595943e-07,9.603121803089636e-17,1.1893421945293036e-06,7.547703657790784e-11,2.4326014044073962e-09,3.22616768713151e-08,8.756172511775068e-09,4.9981674532454244e-15,4.214424883085523e-13,8.656664112614563e-07,4.100020571354836e-07,3.3638441065252673e-10,4.958740761258807e-07,1.6948514250767618e-10,1.5792779462885043e-12,1.1719269159466847e-13,8.480231945391726e-13,0.00015861368100570844,3.5790982447640884e-18
4.5208557024353767e-13,0.1547348997255798,0.0,3.8420392011896802,0.031074353079892328,0.31924234502606796,0.35031454486807334,0.20700852517020346,0.092008257881474,0.0,1.1050536894086443e-19,6.582885742423922e-06,1.093581406962486e-15,0.0,9.06294743370127e-27,5.948760541623304e-12,2.5358718574914106e-21,2.011772306136187e-18,3.2515803561673246e-26,2.461929382994587e-11,2.554913315021445e-10,1.1863655611493482e-40,1.4464824859366854e-06,4.469738268748128e-26,1.021187005219622e-16,1.8017499437159876e-32,6.584291076110818e-06,1.9908515710639577e-30,9.928912791680898e-06,3.3236458390261998e-06,3.6502903397003165e-06,2.9458635380568902e-06,2.449391251153403e-06,1.6443102328424936e-06,1.1038650850221616e-06,3.191876061217617e-08,0.00016166402365134835,1.1302478090010045e-09,1.3242344271857604e-07,1.1320601267468054e-07,9.900230255661137e-17,1.2009369807658638e-06,7.621352645873227e-11,2.4570851291244945e-09,3.276248570522992e-08,9.104320230976608e-09,5.108916710063999e-15,4.3741777231549997e-13,8.741620810271484e-07,4.1313413365281957e-07,3.4321168303206004e-10,5.00882696625618e-07,1.765631585492435e-10,1.713700879058827e-12,1.2072969187288935e-13,8.801326633697689e-13,0.00016021711799915614,3.722632072594401e-18
4.566122593180863e-13,0.1547348997255798,0.0,3.8420389280687277,0.03107434578098108,0.31924067178322646,0.35031284284350234,0.20700848958429793,0.09200817302702653,0.0,1.138780190704075e-19,6.64877992125331e-06,1.1267541068717577e-15,0.0,9.524369185716158e-27,6.070825828649966e-12,2.6269366069963308e-21,2.053384481164017e-18,3.3502344448360444e-26,2.5108727767118395e-11,2.580495187057309e-10,1.24696152246962e-40,1.4609580427036012e-06,4.6053516028689737e-26,1.0519763950909874e-16,1.8934869292823743e-32,6.650210586549017e-06,2.0714146558017866e-30,1.00136799269803e-05,3.3513606154086372e-06,3.6950785363011503e-06,2.973550428296913e-06,2.4725050994367925e-06,1.663853329994557e-06,1.1146113254690284e-06,3.26020860230023e-08,0.00016328192856574937,1.1650676548924307e-09,1.3511537633921344e-07,1.154613581240183e-07,1.020347414270418e-16,1.212523280066294e-06,7.694947727617389e-11,2.48155111017235e-09,3.326230367351048e-08,9.461954095541443e-09,5.220888898085486e-15,4.53795641374378e-13,8.826504378080304e-07,4.162494107184751e-07,3.501073093755604e-10,5.058910635537596e-07,1.8385974498026815e-10,1.858042832457725e-12,1.2431990539960975e-13,9.130453943454705e-13,0.00016182053879755536,3.8698981664516755e-18
4.611389483926349e-13,0.1547348997255798,0.0,3.842038655142198,0.031074338486704118,0.3192389985823406,0.3503111408698621,0.20700845402529072,0.0920080884334852,0.0,1.1731920128335032e-19,6.714673711656689e-06,1.1605908113385976e-15,0.0,1.0004365842369951e-26,6.19419270593724e-12,2.7203849308976074e-21,2.0954447996121997e-18,3.4508640781072427e-26,2.5602859201416615e-11,2.6060770546926836e-10,1.3100086125119064e-40,1.4754334431997939e-06,4.7436805854330145e-26,1.0833746391495076e-16,1.9889171340351197e-32,6.716129927031224e-06,2.1543907624727524e-30,1.0098186162927495e-05,3.3789778382414874e-06,3.7400177546816637e-06,3.001202927435289e-06,2.4955920532808805e-06,1.6834420510126483e-06,1.1253526019639993e-06,3.3293218846224305e-08,0.00016489981721410895,1.2005989438491136e-09,1.3783461592736939e-07,1.1773854941682842e-07,1.0512919427305463e-16,1.224101098644301e-06,7.768488942497686e-11,2.5059993594525833e-09,3.376100355098106e-08,9.829195099963717e-09,5.334084084796359e-15,4.705802285753116e-13,8.911314323830388e-07,4.1934797917088734e-07,3.5707128271607784e-10,5.108991720227106e-07,1.913791700544656e-10,2.0129243912410822e-12,1.279628168165193e-13,9.467691932839455e-13,0.00016342394340142753,4.020927159163003e-18
4.656656374671835e-13,0.1547348997255798,0.0,3.842038382409543,0.03107433119703671,0.31923732542332045,0.3503094389471097,0.20700841849315063,0.09200800410004698,0.0,1.2082963423323e-19,6.780567113650595e-06,1.1950980946597927e-15,0.0,1.0503490842663598e-26,6.318863508790691e-12,2.816256833374135e-21,2.137953923317117e-18,3.553488840298974e-26,2.6101684693829296e-11,2.631658917930886e-10,1.3755804519849356e-40,1.4899086874532789e-06,4.88475213757529e-26,1.115387547003999e-16,2.088150610999716e-32,6.782049097451874e-06,2.2398272225891915e-30,1.0182432302542837e-05,3.406497850430422e-06,3.7851076598478926e-06,3.0288210780050366e-06,2.5186521439764107e-06,1.7030759842079243e-06,1.136088941087697e-06,3.3992170153792674e-08,0.00016651768959694978,1.236848683405863e-09,1.4058115960020596e-07,1.2003757651019937e-07,1.0828632194106821e-16,1.2356704427090623e-06,7.841976329959744e-11,2.5304298887873653e-09,3.425845970415835e-08,1.0206162651962672e-08,5.448502336358077e-15,4.877755844907699e-13,8.996050159952142e-07,4.224299293614934e-07,3.641035960873582e-10,5.159070170900932e-07,1.9912572497354865e-10,2.178997972007291e-12,1.3165788581034777e-13,9.813116820288709e-13,0.00016502733181129357,4.175748305785192e-18
4.70192326541732e-13,0.1547348997255798,0.0,3.842038109870216,0.0310743239119543,0.3192356523060765,0.35030773707520196,0.20700838298784632,0.09200792002591138,0.0,1.2441003771513767e-19,6.846460127251553e-06,1.2302825309681632e-15,0.0,1.102230842256068e-26,6.44484059226916e-12,2.9145926292518015e-21,2.180912514106307e-18,3.658128315719479e-26,2.66052008078631e-11,2.657240776775225e-10,1.4437521211947554e-40,1.504383775492012e-06,5.028593180415145e-26,1.1480209239310028e-16,2.1912995607482234e-32,6.847968097706005e-06,2.327771812775829e-30,1.0266419146375122e-05,3.433920993677616e-06,3.830347917822198e-06,3.0564049224865674e-06,2.541685402777721e-06,1.7227547207705496e-06,1.1468203692008792e-06,3.4698950783449144e-08,0.000168135545714794,1.273823852346988e-09,1.4335500518950755e-07,1.22358429415004e-07,1.1150678650273506e-16,1.2472313184652286e-06,7.915409929420395e-11,2.5548427099206396e-09,3.475454814463858e-08,1.059297451909511e-08,5.5641437175790425e-15,5.053856756395915e-13,9.080711403487662e-07,4.2549535115733374e-07,3.712042425238432e-10,5.209145937587235e-07,2.0710372265046263e-10,2.3569490849609698e-12,1.3540454761399655e-13,1.0166802952941085e-12,0.00016663070402767367,4.334389464376845e-18
4.747190156162806e-13,0.1547348997255798,0.0,3.8420378375236717,0.03107431663143244,0.3192339792305196,0.35030603525409587,0.2070083475093466,0.0920078362102804,0.0,1.280611326761432e-19,6.9123527524760814e-06,1.2661506942325913e-15,0.0,1.1561393715876209e-26,6.572126331196378e-12,3.0154329436952156e-21,2.224321233798459e-18,3.76480208866719e-26,2.7113404109540744e-11,2.682822631229009e-10,1.514600174371749e-40,1.5188587073438892e-06,5.175230635056246e-26,1.181280570877975e-16,2.2984783514821276e-32,6.913886927689259e-06,2.418272754357356e-30,1.0350147492509187e-05,3.4612476084859664e-06,3.875738195640066e-06,3.083954503307758e-06,2.5646918609027833e-06,1.7424778548160453e-06,1.1575469124460205e-06,3.541357134004023e-08,0.00016975338556816293,1.3115313992664293e-09,1.4615615024401449e-07,1.2470109819545443e-07,1.1479125126463118e-16,1.2587837321129258e-06,7.988789780267699e-11,2.579237834519394e-09,3.524914658104025e-08,1.0989746776812106e-08,5.681008291888035e-15,5.234143830197471e-13,9.165297576061592e-07,4.2854433394364234e-07,3.783732150606705e-10,5.259218969765873e-07,2.153174964369049e-10,2.5474976292284706e-12,1.3920221352398116e-13,1.0528822776596278e-12,0.00016823406005108736,4.496877078206274e-18
4.792457046908292e-13,0.1547348997255798,0.0,3.842037565369363,0.03107430935544683,0.3192323061965609,0.3503043334837488,0.20700831205762027,0.09200775265235842,0.0,1.3178364122570705e-19,6.978244989340686e-06,1.3027091582580511e-15,0.0,1.2121332855072373e-26,6.70072312017229e-12,3.1188187118997153e-21,2.2681807442034113e-18,3.873529743430745e-26,2.7626291167399152e-11,2.708404481295543e-10,1.5882026539976349e-40,1.5333334830367464e-06,5.324691422586597e-26,1.2151722844664825e-16,2.409803539096969e-32,6.979805587297879e-06,2.5113787129463776e-30,1.043361813657351e-05,3.4884780341633023e-06,3.921278161346937e-06,3.1114698628440085e-06,2.5876715495332456e-06,1.7622449834301486e-06,1.1682685967489208e-06,3.6136042196851046e-08,0.00017137120915757748,1.3499782410959475e-09,1.4898459203176766e-07,1.2706557296865993e-07,1.1814038077795127e-16,1.2703276898477602e-06,8.062115921860975e-11,2.603615274174976e-09,3.574213446948267e-08,1.1396593757979475e-08,5.7990961213091634e-15,5.418655007089129e-13,9.249808203852103e-07,4.315769666264225e-07,3.8561050673367316e-10,5.3092892163682e-07,2.237713988159375e-10,2.7513992210438433e-12,1.4305027143291262e-13,1.089924680716936e-12,0.00016983739988205352,4.663236159381796e-18
