Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623),CHOX(653),H2NX(201),H3NX(202),NO2X(213),NO2X(206),SX(544),SX(776),SX(660),CH2NX(654),H2NO3(231),CNO2X(729)
6.295030412753529e-14,0.1547348997255798,0.0,3.8420634712330526,0.03107500092081115,0.31938635226246576,0.35046105405292355,0.20701168836536024,0.09201662199984247,0.0,2.958106901063104e-22,9.16861622062372e-07,2.9540544407563868e-18,0.0,4.808533372781854e-31,1.1220029221568927e-13,3.609682398959246e-24,3.7170610866051473e-20,8.778718549875268e-29,4.873947800992442e-13,3.5575968077234836e-11,6.210294868793667e-45,2.0150888066595315e-07,1.2067560328314414e-28,2.8012444055544753e-19,9.557597161628258e-37,9.169210947157674e-07,7.60362393279417e-34,1.5723205959658778e-06,5.357923852934398e-07,4.039611467635606e-07,4.324247183457124e-07,3.583671804637126e-07,1.8437786657161492e-07,1.5800941155149024e-07,5.364536869344012e-10,2.252052479173611e-05,2.887493919356374e-12,2.500334875346506e-09,2.23767066072723e-09,2.6088398335223123e-19,1.7253258096535613e-07,1.0890311300820209e-11,2.8671751521026757e-10,5.792090059061894e-10,2.2126835236846615e-12,3.681565447145291e-17,1.323774639021348e-16,1.2355176979137992e-07,7.166750097198577e-08,6.673958691962275e-12,6.978482766111792e-08,5.982358006330565e-14,2.0878902803147272e-19,7.711303915359325e-17,2.593615160349766e-16,2.2319008714229622e-05,3.7079734075155794e-22
6.377173661168876e-14,0.1547348997255798,0.0,3.8420634182052043,0.031074999503695484,0.3193860479026211,0.35046074436734737,0.20701168146400784,0.09201660190909847,0.0,3.0754369477360406e-22,9.288251629968036e-07,3.071207987222142e-18,0.0,5.130412376400929e-31,1.1515853080609918e-13,3.760065319413349e-24,3.815098908121556e-20,9.126880156562064e-29,5.001755862532619e-13,3.604019487091694e-11,6.626195727064172e-45,2.0413814734524491e-07,1.254615646601434e-28,2.9122427455360936e-19,1.0197378740309079e-36,9.288857095687496e-07,8.008066825441628e-34,1.5923954202616346e-06,5.426117663202753e-07,4.094698862147362e-07,4.3801815408513526e-07,3.6300523615453004e-07,1.8689599805450554e-07,1.6006043832396521e-07,5.507563191694055e-10,2.2814372104126566e-05,3.0024440176742766e-12,2.5662127950756855e-09,2.2963453604637756e-09,2.712637976705654e-19,1.7477235011956442e-07,1.1032579077173029e-11,2.9140677353379495e-10,5.972956449063111e-10,2.3450265315684908e-12,3.8265172302811186e-17,1.4019825243883972e-16,1.251633479897439e-07,7.256762714456473e-08,6.849228575688801e-12,7.069540854889757e-08,6.30263508337285e-14,2.3169768942169185e-19,8.151869185382524e-17,2.747380385614001e-16,2.2610226554299716e-05,3.968537473238745e-22
6.459316909584223e-14,0.1547348997255798,0.0,3.84206336518566,0.031074998086822916,0.31938574354445864,0.35046043468357835,0.2070116745636353,0.0920165818295809,0.0,3.1958297157226238e-22,9.407886910922483e-07,3.1914186289273453e-18,0.0,5.469298211659488e-31,1.1815536203934345e-13,3.914749146061752e-24,3.914423191803384e-20,9.484127497129264e-29,5.131212280985334e-13,3.65044216491109e-11,7.064086163433671e-45,2.0676740879029824e-07,1.3037242195415605e-28,3.0261326104268215e-19,1.0870964233117922e-36,9.408503192245054e-07,8.428426417080302e-34,1.6124590182262974e-06,5.494267871022413e-07,4.149846966587303e-07,4.436103289566467e-07,3.67642312082615e-07,1.894169504829406e-07,1.6211119414216374e-07,5.652524461449254e-10,2.3108218879304e-05,3.1204162033135195e-12,2.6329522683932832e-09,2.355776726723415e-09,2.819155536940617e-19,1.77011821685208e-07,1.1174827951400257e-11,2.960977329545029e-10,6.156719377061246e-10,2.4833179626284408e-12,3.9748194929364054e-17,1.483638410966044e-16,1.2677489329137897e-07,7.346687326624789e-08,7.026769072858765e-12,7.16059884795576e-08,6.63565139961792e-14,2.5677875295088615e-19,8.610800062481197e-17,2.9079596415611427e-16,2.2901443859517686e-05,4.243369900013062e-22
6.54146015799957e-14,0.1547348997255798,0.0,3.842063312174413,0.03107499667019321,0.3193854391879777,0.3504601250016163,0.20701166766424253,0.0920165617612835,0.0,3.3193247003026365e-22,9.527522063488102e-07,3.314725736659819e-18,0.0,5.825855771494078e-31,1.211907900894943e-13,4.073803790214807e-24,4.01503433357811e-20,9.850577602851404e-29,5.262316837303015e-13,3.696864841181893e-11,7.524826852552518e-45,2.0939666500131646e-07,1.3540978392020104e-28,3.14295104772215e-19,1.1579675248458097e-36,9.528149236819523e-07,8.865114464026586e-34,1.632511396137972e-06,5.562374504234674e-07,4.2050557560374977e-07,4.492012432433612e-07,3.7227840845492254e-07,1.9194072118254548e-07,1.6416167930010818e-07,5.799422674552899e-10,2.3402065117271934e-05,3.241450247435434e-12,2.700553474616886e-09,2.4159646597516867e-09,2.928427788204093e-19,1.7925099570183168e-07,1.1317057926014608e-11,3.007902510418793e-10,6.343378072515456e-10,2.6277377564760764e-12,4.126490054858118e-17,1.568842937381051e-16,1.283864050847428e-07,7.43652401995716e-08,7.206580141480976e-12,7.251656744974184e-08,6.98174341825394e-14,2.8420674256065814e-19,9.088574093613088e-17,3.0755535346321604e-16,2.319266062988703e-05,4.533030655364539e-22
6.623603406414917e-14,0.1547348997255798,0.0,3.842063259171459,0.031074995253806123,0.3193851348331775,0.3504598153214607,0.2070116607658292,0.0920165417042,0.0,3.4459613985361167e-22,9.647157087665933e-07,3.4411686810265643e-18,0.0,6.200767037136296e-31,1.2426481914933605e-13,4.2372995305421024e-24,4.116932729372315e-20,1.0226347504991363e-28,5.395069312467188e-13,3.743287515904318e-11,8.009300639584379e-45,2.1202591597850305e-07,1.4057525931311385e-28,3.262735099906304e-19,1.232486736233167e-36,9.647795229400091e-07,9.318547957424765e-34,1.6525525602712535e-06,5.630437590663069e-07,4.2603252055042164e-07,4.547908972283294e-07,3.769135254783635e-07,1.944673074778663e-07,1.66211894091525e-07,5.948259824272766e-10,2.369591081803388e-05,3.3655859417606866e-12,2.7690165925985903e-09,2.476909059902486e-09,3.0404900089437663e-19,1.8148987220897465e-07,1.1459269003527982e-11,3.054841945287369e-10,6.532931645249136e-10,2.7784686577558845e-12,4.2815462342682156e-17,1.6576981655041025e-16,1.2999788275915314e-07,7.526272880623182e-08,7.388661739565001e-12,7.342714545604883e-08,7.341252139599035e-14,3.141677773777118e-19,9.585673232684929e-17,3.2503655654667183e-16,2.348387686541124e-05,4.838092799028273e-22
6.705746654830264e-14,0.1547348997255798,0.0,3.8420632061767925,0.03107499383766142,0.31938483048005734,0.3504595056431113,0.20701165386839518,0.09201652165832408,0.0,3.575779309287191e-22,9.766791983457007e-07,3.570786832453775e-18,0.0,6.594731293984516e-31,1.273774534303741e-13,4.4053070130066755e-24,4.220118775111674e-20,1.061155423480039e-28,5.529469487488493e-13,3.7897101890785845e-11,8.518412822146543e-45,2.146551617220613e-07,1.458704568875464e-28,3.3855218044529147e-19,1.3107930547486292e-36,9.767441169975965e-07,9.789149122366385e-34,1.6725825168972273e-06,5.698457158113387e-07,4.3156552899247636e-07,4.603792911945388e-07,3.8154766335980537e-07,1.969967066923698e-07,1.6826183880984491e-07,6.099037901199937e-10,2.3989755981593335e-05,3.4928630985346175e-12,2.838341800725292e-09,2.538609827637957e-09,3.1553774820952075e-19,1.8372845124617092e-07,1.1601461186451425e-11,3.101794386258882e-10,6.725379092303591e-10,2.9356962161051927e-12,4.4400048686700915e-17,1.7503075766300111e-16,1.316093257047871e-07,7.615933994708484e-08,7.573013825121177e-12,7.43377224950315e-08,7.714523106630053e-14,3.4686015381415763e-19,1.0102583764696758e-16,3.432602122091556e-16,2.3775092566093816e-05,5.159142561273284e-22
6.787889903245611e-14,0.1547348997255798,0.0,3.8420631531904084,0.031074992421758863,0.3193845261286165,0.35045919596656794,0.2070116469719402,0.0920165016236495,0.0,3.708817933247925e-22,9.88642675086236e-07,3.7036195611868465e-18,0.0,7.008465347492329e-31,1.30528697162844e-13,4.577897250799198e-24,4.324592866720966e-20,1.1006314823518082e-28,5.665517143406662e-13,3.83613286070491e-11,9.0530914322503e-45,2.1728440223219445e-07,1.5129698539796725e-28,3.5113481938256893e-19,1.3930289602594686e-36,9.887087058536348e-07,1.0277345417009546e-33,1.6926012722834726e-06,5.766433234373675e-07,4.3710459841800157e-07,4.659664254249132e-07,3.861808223060719e-07,1.9952891614844273e-07,1.7031151374820287e-07,6.25175889324762e-10,2.4283600607953835e-05,3.6233215504925635e-12,2.908529276918969e-09,2.6010668635283803e-09,3.273125495098937e-19,1.8596673285294923e-07,1.174363447729615e-11,3.1487586576798264e-10,6.920719310484e-10,3.0996087857214454e-12,4.601882336399452e-17,1.8467760674539988e-16,1.3322073331268013e-07,7.705507448214844e-08,7.759636356160595e-12,7.524829856319747e-08,8.101906410515364e-14,3.8249493430329516e-19,1.0639796228245482e-16,3.6224724726474006e-16,2.4066307731938256e-05,5.496779423684253e-22
6.870033151660958e-14,0.1547348997255798,0.0,3.842063100212301,0.031074991006098212,0.31938422177885417,0.35045888629183025,0.2070116400764641,0.09201648160016997,0.0,3.8451167729621245e-22,1.0006061389883026e-06,3.839706237290367e-18,0.0,7.442703738920405e-31,1.337185545957214e-13,4.7551416242722255e-24,4.4303554001240635e-20,1.1410746302372429e-28,5.803212061290534e-13,3.882555530783519e-11,9.61428751824105e-45,2.199136375091054e-07,1.5685645359866164e-28,3.6402512954790827e-19,1.4793404581166828e-36,1.0006732895070468e-06,1.0783569531698766e-33,1.7126088326940634e-06,5.834365847214254e-07,4.4264972631008227e-07,4.7155230020231264e-07,3.908130025239431e-07,2.0206393316738864e-07,1.7236091919943805e-07,6.406424785649988e-10,2.457744469711886e-05,3.757001150825117e-12,2.979579198636975e-09,2.664280068252066e-09,3.3937693399175542e-19,1.8820471706883288e-07,1.1885788878573477e-11,3.195733649718723e-10,7.118951102749929e-10,3.27039752794332e-12,4.7671945647788263e-17,1.947209947869786e-16,1.3483210497472537e-07,7.794993327060229e-08,7.948529290695126e-12,7.615887365700865e-08,8.503756696100127e-14,4.2129661303941516e-19,1.1197805353737332e-16,3.82018876173083e-16,2.4357522362948057e-05,5.851616197173946e-22
6.952176400076305e-14,0.1547348997255798,0.0,3.842063047242467,0.031074989590679246,0.31938391743076977,0.35045857661889795,0.20701163318196664,0.09201646158787928,0.0,3.984715332849097e-22,1.0125695900520045e-06,3.979086230648145e-18,0.0,7.898198960907473e-31,1.369470299967329e-13,4.93711188087448e-24,4.537406771243939e-20,1.1824965702579777e-28,5.942554022238031e-13,3.928978199314628e-11,1.0202975426738128e-44,2.2254286755299743e-07,1.6255047024373147e-28,3.7722681318589695e-19,1.5698771220107973e-36,1.0126378679567562e-06,1.1308259388085527e-33,1.732605204389571e-06,5.902255024387735e-07,4.482009101462063e-07,4.771369158095338e-07,3.9544420422015514e-07,2.0460175506942272e-07,1.7441005545609365e-07,6.563037560960958e-10,2.4871288249091943e-05,3.893941773143276e-12,3.0514917428723157e-09,2.7282493425952423e-09,3.517344313052907e-19,1.9044240393334022e-07,1.2027924392793837e-11,3.2427183242929695e-10,7.320073172243903e-10,3.448256415712549e-12,4.935957029954982e-17,2.0517169399185463e-16,1.36443440083672e-07,7.884391717078906e-08,8.139692586737386e-12,7.706944777288147e-08,8.920433167330475e-14,4.635038675630928e-19,1.1777110013100787e-16,4.025966009042796e-16,2.464873645912671e-05,6.224279089585714e-22
7.034319648491652e-14,0.1547348997255798,0.0,3.842062994280899,0.031074988175501715,0.31938361308436236,0.35045826694777077,0.20701162628844766,0.09201644158677114,0.0,4.127653119227439e-22,1.024533028277445e-06,4.1217989109632006e-18,0.0,8.375721673155821e-31,1.4021412765236503e-13,5.1238801350851125e-24,4.645747376002661e-20,1.2249090055344822e-28,6.083542807376165e-13,3.975400866298457e-11,1.082015308457479e-44,2.2517209236407333e-07,1.6838064408709506e-28,3.9074357204033105e-19,1.664792136850091e-36,1.0246024412016887e-06,1.1851858138248346e-33,1.752590393627065e-06,5.970100793629026e-07,4.537581473984646e-07,4.827202725293103e-07,4.000744276014009e-07,2.0714237917367089e-07,1.764589228104172e-07,6.721599199053009e-10,2.5165131263876576e-05,4.034183311443678e-12,3.1242670861539386e-09,2.7929745874519538e-09,3.643885715563217e-19,1.9267979348598385e-07,1.2170041022467078e-11,3.289711713055651e-10,7.524084124298473e-10,3.6333822341834465e-12,5.108184772913857e-17,2.1604061744482963e-16,1.3805473803312516e-07,7.973702704021502e-08,8.333126202300763e-12,7.798002090718659e-08,9.352299592716684e-14,5.0937025393769285e-19,1.2378213150826825e-16,4.240022103452201e-16,2.4939950020477725e-05,6.6154077740079535e-22
7.116462896906999e-14,0.1547348997255798,0.0,3.842062941327592,0.031074986760565387,0.3193833087396315,0.3504579572784484,0.20701161939590693,0.09201642159683929,0.0,4.273969640338852e-22,1.0364964536647278e-06,4.267883647757786e-18,0.0,8.87606091822877e-31,1.4351985186787282e-13,5.3155188683479266e-24,4.755377610321396e-20,1.2683236391860652e-28,6.226178197861032e-13,4.021823531735221e-11,1.1466842280738425e-44,2.2780131194253616e-07,1.7434858388248758e-28,4.0457910735428263e-19,1.7642423416607373e-36,1.0365670092407694e-06,1.2414814163812496e-33,1.7725644066601155e-06,6.037903182655336e-07,4.5932143553496804e-07,4.883023706443114e-07,4.047036728743292e-07,2.0968580279817125e-07,1.7850752155436044e-07,6.882111677116004e-10,2.5458973741476278e-05,4.17776568007385e-12,3.1979054045470105e-09,2.8584557038239426e-09,3.773428853080164e-19,1.9491688576627132e-07,1.2312138770103238e-11,3.336712903219668e-10,7.730982480638959e-10,3.825974578039414e-12,5.2838924284637766e-17,2.2733881858378536e-16,1.3966599821754423e-07,8.062926373555101e-08,8.528830095399403e-12,7.889059305624899e-08,9.799724310832455e-14,5.591648640295409e-19,1.3001621699090953e-16,4.462577793129618e-16,2.5231163047004574e-05,7.025655461323684e-22
7.198606145322346e-14,0.1547348997255798,0.0,3.842062888382543,0.031074985345870033,0.31938300439657624,0.3504576476109306,0.20701161250434424,0.0920164016180775,0.0,4.423704406371916e-22,1.0484598662139568e-06,4.417379810373375e-18,0.0,9.40002433713994e-31,1.4686420696728966e-13,5.512100929005669e-24,4.866297870120409e-20,1.3127521743308711e-28,6.370459974877812e-13,4.0682461956251433e-11,1.2144088948310395e-44,2.3043052628858855e-07,1.804558983834609e-28,4.1873711987016654e-19,1.868388272446193e-36,1.0485315720729263e-06,1.2997581075070452e-33,1.7925272497387976e-06,6.1056622191662e-07,4.6489077202024427e-07,4.938832104371435e-07,4.0933194024554556e-07,2.1223202325987148e-07,1.8055585197957924e-07,7.044576969656009e-10,2.575281568189455e-05,4.324728813697342e-12,3.272406873653213e-09,2.9246925928205448e-09,3.90600903582603e-19,1.9715368081370482e-07,1.2454217638212059e-11,3.383721033572058e-10,7.940766683344994e-10,4.026235853904491e-12,5.463094231668941e-17,2.390774909796181e-16,1.4127722003224247e-07,8.152062811263326e-08,8.726804224048223e-12,7.980116421634786e-08,1.0263080235741641e-13,6.131731011728398e-19,1.3647846519031144e-16,4.693856681785401e-16,2.552237553871076e-05,7.455688969222162e-22
7.280749393737693e-14,0.1547348997255798,0.0,3.8420628354457445,0.03107498393141541,0.3193827000551959,0.3504573379452171,0.20701160561375936,0.09201638165047954,0.0,4.576896929485809e-22,1.060423265925235e-06,4.57032676797069e-18,0.0,9.948438384843597e-31,1.5024719729343756e-13,5.7136995322343366e-24,4.978508551319061e-20,1.3582063140858857e-28,6.516387919640764e-13,4.114668857968442e-11,1.2852963446405723e-44,2.3305973540243323e-07,1.8670419634338367e-28,4.332213098298079e-19,1.977394205027214e-36,1.0604961296970879e-06,1.3600617710102796e-33,1.8124789291096886e-06,6.173377930843485e-07,4.704661543150769e-07,4.99462792190349e-07,4.1395922992161154e-07,2.1478103787462428e-07,1.8260391437743377e-07,7.208997048494105e-10,2.6046657085134893e-05,4.475112667258811e-12,3.3477716686110146e-09,2.991685155658582e-09,4.0416615786308876e-19,1.9939017866778134e-07,1.2596277629302634e-11,3.43073529607082e-10,8.153435093217811e-10,4.234371283934871e-12,5.645804018943219e-17,2.5126796818880185e-16,1.4288840287338581e-07,8.241112102646407e-08,8.9270485462629e-12,8.071173438371669e-08,1.0742744862390853e-13,6.71697509154382e-19,1.4317402349027764e-16,4.934085226354382e-16,2.5813587495599764e-05,7.9061887862613625e-22
7.36289264215304e-14,0.1547348997255798,0.0,3.842062782517192,0.031074982517201286,0.3193823957154898,0.3504570282813075,0.20701159872415215,0.09201636169403912,0.0,4.733586723834056e-22,1.0723866527986658e-06,4.7267638895296876e-18,0.0,1.0522148545708603e-30,1.5366882720793705e-13,5.920388259977507e-24,5.092010049835814e-20,1.4046977615669276e-28,6.663961813393212e-13,4.161091518765335e-11,1.3594560842112716e-44,2.356889392842728e-07,1.930950865154413e-28,4.480353769745084e-19,2.09142819787867e-36,1.0724606821121834e-06,1.4224388133899154e-33,1.8324194510158736e-06,6.241050345351392e-07,4.7604757987638553e-07,5.05041116186408e-07,4.1858554210904535e-07,2.17332843957185e-07,1.8465170903898843e-07,7.375373882765191e-10,2.6340497951200813e-05,4.628957215949095e-12,3.4239999640959548e-09,3.0594332936622483e-09,4.1804218009497705e-19,2.0162637936799244e-07,1.2738318745883671e-11,3.477754937028889e-10,8.368985988578298e-10,4.450588907615099e-12,5.832035236381817e-17,2.639217235015051e-16,1.444995461379919e-07,8.330074333121272e-08,9.129563020059866e-12,8.162230355454286e-08,1.1239100271995833e-13,7.350586155878815e-19,1.5010807745604634e-16,5.183492732586958e-16,2.610479891767509e-05,8.37784913128983e-22
7.445035890568387e-14,0.1547348997255798,0.0,3.842062729596881,0.031074981103227425,0.3193820913774573,0.3504567186192016,0.2070115918355223,0.09201634174875002,0.0,4.893813305588263e-22,1.0843500268343532e-06,4.886730543849591e-18,0.0,1.112201954907119e-30,1.571291010912156e-13,6.132241060880624e-24,5.206802761588218e-20,1.452238219888655e-28,6.81318143740755e-13,4.20751417801604e-11,1.4370001192432737e-44,2.3831813793430998e-07,1.9963017765263586e-28,4.63183020545114e-19,2.210662134981779e-36,1.0844252293171453e-06,1.486936163747882e-33,1.8523488216969474e-06,6.308679490336487e-07,4.816350461578715e-07,5.106181827077359e-07,4.232108770143212e-07,2.1988743882121238e-07,1.8669923625501172e-07,7.54370943891679e-10,2.6634338280095826e-05,4.786302455170291e-12,3.5010919343209298e-09,3.1279369082630054e-09,4.32232502687981e-19,2.0386228295382434e-07,1.2880340990463827e-11,3.5247792506449943e-10,8.587417571748783e-10,4.675099580495134e-12,6.021800960642589e-17,2.7705036950874557e-16,1.4611064922392923e-07,8.418949588021627e-08,9.33434760345633e-12,8.253287172496798e-08,1.175253313745346e-13,8.035957470675099e-19,1.5728585009766874e-16,5.4423113470006065e-16,2.6396009804940232e-05,8.871378013909587e-22
7.527179138983734e-14,0.1547348997255798,0.0,3.8420626766848063,0.031074979689493597,0.31938178704109754,0.35045640895889907,0.20701158494786973,0.09201632181460603,0.0,5.057616192961894e-22,1.0963133880324001e-06,5.050266099548869e-18,0.0,1.1748935584795113e-30,1.6062802334251687e-13,6.349332250225302e-24,5.322887082492928e-20,1.500839392164565e-28,6.964046572985241e-13,4.253936835720776e-11,1.518042982622002e-44,2.409473313527471e-07,2.063110785077864e-28,4.786679392820813e-19,2.335271768677798e-36,1.0963897713109052e-06,1.553601273701137e-33,1.8722670473890135e-06,6.376265393427688e-07,4.872285506109932e-07,5.16193992036685e-07,4.2783523484387004e-07,2.2244481977926844e-07,1.887464963159764e-07,7.714005680707884e-10,2.692817807182341e-05,4.947188400500856e-12,3.5790477530364717e-09,3.1971959009994716e-09,4.467406585177381e-19,2.060978894647581e-07,1.3022344365551442e-11,3.5718075692413187e-10,8.808727978823801e-10,4.9081169733477715e-12,6.21511391742954e-17,2.906656576956849e-16,1.4772171152991624e-07,8.507737952598032e-08,9.541402254470246e-12,8.34434388910876e-08,1.2283434728754616e-13,8.776678553717394e-19,1.6471260115221748e-16,5.710776049312387e-16,2.6687220157398656e-05,9.38749729850613e-22
7.609322387399081e-14,0.1547348997255798,0.0,3.842062623780963,0.031074978275999567,0.3193814827064098,0.35045609930039967,0.2070115780611941,0.09201630189160089,0.0,5.225034906233956e-22,1.1082767363929101e-06,5.2174099250652654e-18,0.0,1.2403800518649782e-30,1.6416559837991074e-13,6.571736509863676e-24,5.440263408465691e-20,1.5505129815069946e-28,7.116557001456808e-13,4.300359491879766e-11,1.6027017626121151e-44,2.435765195397864e-07,2.1313939783352877e-28,4.944938314255452e-19,2.4654367624860745e-36,1.108354308092396e-06,1.6224821172938012e-33,1.8921741343246894e-06,6.4438080822363e-07,4.928280906850021e-07,5.217685444555451e-07,4.3245861580407895e-07,2.2500498414281464e-07,1.9079348951205956e-07,7.88626456920772e-10,2.722201732638709e-05,5.111655087660564e-12,3.65786759353103e-09,3.2672101735173127e-09,4.615701809275286e-19,2.083331989402696e-07,1.3164328873654263e-11,3.618839262890927e-10,9.032915280007922e-10,5.149857575645343e-12,6.41198648074226e-17,3.047794782962511e-16,1.4933273245552035e-07,8.596439512017992e-08,9.750726931120354e-12,8.435400504895123e-08,1.2832200918333298e-13,9.576544501155226e-19,1.7239362658938462e-16,5.989124650054009e-16,2.697842997505387e-05,9.926942764697487e-22
7.691465635814428e-14,0.1547348997255798,0.0,3.8420625708853446,0.03107497686274509,0.3193811783733934,0.3504557896437031,0.20701157117549532,0.09201628197972836,0.0,5.396108967772704e-22,1.1202400719159872e-06,5.388201388655795e-18,0.0,1.3087538107626716e-30,1.6774183064030344e-13,6.799528888152758e-24,5.558932135421359e-20,1.6012706910271171e-28,7.270712504181836e-13,4.346782146493225e-11,1.6910961310514417e-44,2.462057024956303e-07,2.2011674438231604e-28,5.106643947153852e-19,2.601340733910022e-36,1.1203188396605529e-06,1.6936271909093143e-33,1.912070088733107e-06,6.511307584356004e-07,4.984336638266173e-07,5.273418402465412e-07,4.370810201012918e-07,2.2756792922220845e-07,1.928402161331425e-07,8.060488062794628e-10,2.751585604379035e-05,5.279742572475459e-12,3.737551628631253e-09,3.3379796275691336e-09,4.767246037299983e-19,2.1056821141982916e-07,1.3306294517279737e-11,3.6658737426541286e-10,9.259977476354402e-10,5.400540698056517e-12,6.612430676169733e-17,3.1940386009199643e-16,1.5094371140115694e-07,8.68505435136603e-08,9.962321591426132e-12,8.52645701945623e-08,1.339923218639454e-13,1.0439565640716685e-18,1.8033425808599629e-16,6.277597787088008e-16,2.7269639257909353e-05,1.0490464160245493e-21
7.773608884229775e-14,0.1547348997255798,0.0,3.8420625179979475,0.031074975449729952,0.3193808740420476,0.3504554799888091,0.20701156429077314,0.09201626207898222,0.0,5.570877902059317e-22,1.1322033946017347e-06,5.56267985839675e-18,0.0,1.3801092215261535e-30,1.7135672457944633e-13,7.032784799888815e-24,5.678893659273869e-20,1.6531242238349464e-28,7.426512862548951e-13,4.393204799561372e-11,1.7833483715449214e-44,2.4883488022048104e-07,2.272447269064177e-28,5.271833263912932e-19,2.7431712972441845e-36,1.1322833660143118e-06,1.7670855131825872e-33,1.9319549168399143e-06,6.57876392736289e-07,5.04045267480026e-07,5.329138796918358e-07,4.417024479418085e-07,2.3013365232670346e-07,1.9488667646881075e-07,8.236678117154804e-10,2.7809694224036694e-05,5.451490930842777e-12,3.818100030702262e-09,3.409504165014368e-09,4.922074612088756e-19,2.128029269429019e-07,1.3448241298935214e-11,3.7129104605577763e-10,9.489912499790953e-10,5.660388471941471e-12,6.816458196442052e-17,3.3455097003535616e-16,1.5255464776808844e-07,8.773582555643767e-08,1.017618619340784e-11,8.61751343238781e-08,1.3984933626242668e-13,1.1369977300199588e-18,1.885398623704554e-16,6.576438918606062e-16,2.7560848005968587e-05,1.1078825249039595e-21
7.855752132645122e-14,0.1547348997255798,0.0,3.8420624651187665,0.031074974036953907,0.3193805697123717,0.35045517033571727,0.2070115574070273,0.09201624218935629,0.0,5.749381235711614e-22,1.144166704450256e-06,5.740884702183717e-18,0.0,1.4545427027004323e-30,1.7501028467194468e-13,7.271580026241707e-24,5.800148375936258e-20,1.7060852830393321e-28,7.583957857975835e-13,4.439627451084424e-11,1.8795834076585463e-44,2.5146405271454067e-07,2.345249541579202e-28,5.440543231928395e-19,2.891120106390764e-36,1.14424788715261e-06,1.8429066249121426e-33,1.9518286248672785e-06,6.646177138815455e-07,5.09662899087641e-07,5.384846630735282e-07,4.4632289953188526e-07,2.327021507644501e-07,1.9693287080835391e-07,8.414836685281138e-10,2.810353186712962e-05,5.62694025869588e-12,3.899512971647937e-09,3.481783687819172e-09,5.080222881206906e-19,2.1503734554894774e-07,1.3590169221127659e-11,3.7599489020241697e-10,9.722718220706593e-10,5.9296258477766965e-12,7.024080420718381e-17,3.5023311281049936e-16,1.5416554095842353e-07,8.862024209770005e-08,1.0392320695086493e-11,8.70856974328096e-08,1.4589714949623306e-13,1.237224958469325e-18,1.9701584051401359e-16,6.885894314827137e-16,2.785205621923507e-05,1.1692803863945433e-21
7.937895381060469e-14,0.1547348997255798,0.0,3.8420624122477953,0.031074972624416716,0.319380265384365,0.3504548606844275,0.20701155052425765,0.09201622231084433,0.0,5.931658497507745e-22,1.1561300014616543e-06,5.922855287731569e-18,0.0,1.532152726555672e-30,1.7870251541126719e-13,7.515990714689264e-24,5.922696681320664e-20,1.760165571747966e-28,7.743047271909219e-13,4.486050101062602e-11,1.9799288311133086e-44,2.5409321997801134e-07,2.4195903488872735e-28,5.612810813595401e-19,3.045382897669641e-36,1.1562124030743858e-06,1.9211405889722613e-33,1.9716912190338865e-06,6.71354724625461e-07,5.152865560908608e-07,5.440541906736536e-07,4.509423750777352e-07,2.3527342184249381e-07,1.9897879944076612e-07,8.59496571747204e-10,2.8397368973072645e-05,5.806130671969129e-12,3.981790622911188e-09,3.554818098056312e-09,5.241726196964931e-19,2.1727146727742117e-07,1.3732078286363485e-11,3.806988578235722e-10,9.958392455574194e-10,6.208480596435452e-12,7.235308421156623e-17,3.6646273056437524e-16,1.5577639037511607e-07,8.950379398580817e-08,1.0610725054483866e-11,8.799625951722165e-08,1.5213990492051913e-13,1.3451097502241878e-18,2.0576762735355187e-16,7.206213053048296e-16,2.8143263897712274e-05,1.2333191965776508e-21
