Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623),CHOX(653),H2NX(201),H3NX(202),NO2X(213),NO2X(206),SX(544)
1.622542879092719e-13,0.11302162890393913,0.0,2.806318146488601,0.031074869276698554,0.31940789590308494,0.35048358656908385,0.2070110519483062,0.09201482258802077,0.0,7.342697039485211e-25,9.562156142318522e-08,1.1634241184426673e-21,0.0,7.470468252023407e-39,3.6909388777578966e-15,1.3961951481307007e-27,1.5711677463340812e-23,2.7582882607617523e-33,2.2387873631151995e-14,4.406973950416429e-14,3.525782579464783e-53,2.2334696460483497e-10,1.3163469326643062e-34,1.416427490344535e-26,8.387889833905958e-46,9.562325041459781e-08,1.9060420874216408e-38,3.372346798075862e-06,1.1967163154911352e-06,8.729392185035893e-07,9.562170822762574e-07,7.862323653605004e-07,3.9367014946176823e-07,3.37768220021112e-07,9.197640024475859e-10,2.2343291314551166e-10,4.453966857327819e-12,2.7494091724328517e-09,1.1238057726335981e-08,1.5220619615236944e-20,3.817597167716863e-07,3.937923849943678e-13,3.538999337455695e-11,1.9085076158744474e-10,1.3125160838988794e-11,2.2783561566365557e-17,4.095604813749984e-16,2.7204777292942746e-07,1.6061531366776254e-07,1.5338548591954084e-12,1.5373025868594784e-07,1.9357604264571185e-14
1.6583410174875072e-13,0.11302162890393913,0.0,2.8063179536387963,0.031074863993934755,0.31940785659339177,0.3504835600740539,0.20701102638847116,0.09201475179259652,0.0,7.846275565050014e-25,9.77312201619591e-08,1.2421399155681616e-21,0.0,8.514456511729083e-39,3.925234933966307e-15,1.516787225351581e-27,1.6412613854963988e-23,2.9449138222553294e-33,2.3386440086518903e-14,4.5042046687419534e-14,3.9322739872260976e-53,2.282743881880826e-10,1.4054108570234235e-34,1.545464928389772e-26,9.560151821128191e-46,9.773298246254531e-08,2.079887607519498e-38,3.4431289075096547e-06,1.2228347998498064e-06,8.92748916190424e-07,9.772106532252387e-07,8.033642018055903e-07,4.025031841213211e-07,3.4499838435738416e-07,9.610014197731908e-10,2.2836416724756276e-10,4.755701950760231e-12,2.872223391334724e-09,1.173439828267308e-08,1.651886269112888e-20,3.9017701940729437e-07,4.024819389291203e-13,3.623938762740258e-11,1.9945108567052314e-10,1.436072472793556e-11,2.4152437623185854e-17,4.476980478990729e-16,2.780467779079096e-07,1.6408672468285052e-07,1.6022817899705291e-12,1.5712198877996012e-07,2.1126504739825235e-14
1.6905593420428165e-13,0.11302162890393913,0.0,2.806317780198603,0.031074859240689784,0.31940782121812,0.35048353623233286,0.2070110033924835,0.09201468820595538,0.0,8.319114938350494e-25,9.962991161394237e-08,1.3159511788788806e-21,0.0,9.555362602172305e-39,4.144474742874116e-15,1.6318303232387745e-27,1.7056534442085205e-23,3.1199115776452354e-33,2.4303768993801205e-14,4.5917123049709264e-14,4.3293889585883615e-53,2.3270905933204666e-10,1.4889256053865238e-34,1.668959322928398e-26,1.0728959232231727e-45,9.963174118460226e-08,2.2462766545237936e-38,3.5067035681860716e-06,1.2463310056798218e-06,9.105977020064894e-07,9.96101061816198e-07,8.187749926348945e-07,4.1045825401021723e-07,3.5149753185052747e-07,9.98895768101693e-10,2.3280235711273711e-10,5.038665586420032e-12,2.985056150690631e-09,1.2190088308431166e-08,1.7756753088720927e-20,3.977523904828902e-07,4.1030261931344174e-13,3.7003830205437914e-11,2.0731945286653374e-10,1.5544064714910628e-11,2.542301101436012e-17,4.841845213408482e-16,2.834457441432316e-07,1.6720836625859003e-07,1.6651425969955209e-12,1.601745451456221e-07,2.281984930045695e-14
1.7227776665981259e-13,0.11302162890393913,0.0,2.8063176068762474,0.031074854488620917,0.31940778584611706,0.3504835123942169,0.207010980403942,0.09201462474150876,0.0,8.81096351570111e-25,1.0152860172740191e-07,1.3926299947728996e-21,0.0,1.0700216631769803e-38,4.371806976150574e-15,1.7532778452356436e-27,1.771284454756221e-23,3.301708202287488e-33,2.523873658555846e-14,4.679219931479375e-14,4.7579581686308585e-53,2.371437209337154e-10,1.5756850000250466e-34,1.7997105654070576e-26,1.201449351524691e-45,1.0153049978982704e-07,2.422454135519979e-38,3.570156037115791e-06,1.269817334683901e-06,9.28465476265315e-07,1.0149878661348867e-06,8.341783390120103e-07,4.1841837514605e-07,3.5798911075318105e-07,1.0375301152714817e-09,2.372406049316207e-10,5.332650548104724e-12,3.100068127189813e-09,1.265427880717749e-08,1.90629954344044e-20,4.053275708624807e-07,4.181230365811223e-13,3.776826150649082e-11,2.1530655586205241e-10,1.6797576733903422e-11,2.6730289465245345e-17,5.227955334686546e-16,2.8884457825343424e-07,1.703275199631437e-07,1.7292127801167723e-12,1.6322710082654108e-07,2.461312665072763e-14
1.7549959911534352e-13,0.11302162890393913,0.0,2.8063174336715013,0.031074849737727252,0.3194077504773816,0.35048348855970524,0.20701095742284314,0.0920145613990218,0.0,9.322231949258008e-25,1.0342729050236237e-07,1.4722310061869495e-21,0.0,1.195716192016578e-38,4.607386170082286e-15,1.881362420612084e-27,1.838154416252951e-23,3.4904332664467015e-33,2.6191342417770317e-14,4.766727548270449e-14,5.219814222527542e-53,2.4157837300088153e-10,1.6657508761608652e-34,1.9379974811109772e-26,1.3425899598976227e-45,1.0342925827618801e-07,2.6087965603195604e-38,3.6334865491937845e-06,1.2932937910207659e-06,9.463522256972178e-07,1.0338710668695213e-06,8.495742445330225e-07,4.2638354126956873e-07,3.6447313141224523e-07,1.076904859921601e-09,2.4167891070424223e-10,5.63786844119888e-12,3.217259614446556e-09,1.312695992325986e-08,2.0440084127400156e-20,4.129025605517497e-07,4.2594318315383163e-13,3.8532681544088e-11,2.2340986044338122e-10,1.8123790140741238e-11,2.8074410247583786e-17,5.636047335578924e-16,2.942432791249662e-07,1.7344418785183323e-07,1.7944923341545317e-12,1.6627965581913681e-07,2.6510204693100095e-14
1.7839924832532135e-13,0.11302162890393913,0.0,2.8063172778876004,0.031074845462927003,0.31940771864831236,0.35048346711172584,0.2070109367462147,0.0920145044948653,0.0,9.799319069582348e-25,1.0513610925543055e-07,1.5464155558300417e-21,0.0,1.3191358984314803e-38,4.826586691709699e-15,2.00250881813736e-27,1.8993966839304586e-23,3.666316729766121e-33,2.7063767995377515e-14,4.845484395076658e-14,5.665515827668722e-53,2.455695517157672e-10,1.7496883131572742e-34,2.0691333881361477e-26,1.4811768068095556e-45,1.0513814081060754e-07,2.785512677401013e-38,3.6903799307325002e-06,1.314414164029262e-06,9.624665130031102e-07,1.050862867035029e-06,8.634242005407287e-07,4.3355649905279565e-07,3.7030229624773807e-07,1.1129754988654368e-09,2.4567343545007134e-10,5.922343638595479e-12,3.324595676620267e-09,1.355962427064351e-08,2.1742137163510505e-20,4.1971988823656335e-07,4.3298118864804527e-13,3.922064985857302e-11,2.3080007136977144e-10,1.93816534197994e-11,2.931572645381437e-17,6.022738147747536e-16,2.9910199507074997e-07,1.762470652765749e-07,1.8542779406412096e-12,1.690269547209372e-07,2.8309581204267723e-14
1.8129889753529919e-13,0.11302162890393913,0.0,2.8063171221986174,0.03107484118907728,0.31940768682188764,0.35048344566666484,0.20701091607560923,0.09201444768913572,0.0,1.0292774214850767e-24,1.0684492692435252e-07,1.623051178810936e-21,0.0,1.4529935145269932e-38,5.0527061063820124e-15,2.1293984164218265e-27,1.9616425005171287e-23,3.848011637636319e-33,2.7950479864434984e-14,4.924241234016632e-14,6.141155949347995e-53,2.495607227196861e-10,1.836399164526448e-34,2.206813957762116e-26,1.6314848886477494e-45,1.0684702324562699e-07,2.971057603110932e-38,3.7471748877232204e-06,1.3355265465737394e-06,9.785961498092919e-07,1.0678517493563226e-06,8.772681349855098e-07,4.407335335912499e-07,3.761253547992266e-07,1.149646471724699e-09,2.4966800713847197e-10,6.216243296052918e-12,3.433697592376346e-09,1.3999150879899568e-08,2.3105519246348686e-20,4.265370614709604e-07,4.400190302875518e-13,3.9908609035834846e-11,2.3828044842168383e-10,2.0702354472401176e-11,3.058707953825281e-17,6.428380658931849e-16,3.0396060138170776e-07,1.7904793235019806e-07,1.915043129599022e-12,1.717742530595196e-07,3.019915382192733e-14
1.8419854674527702e-13,0.11302162890393913,0.0,2.806316966604387,0.031074836916177417,0.3194076549981065,0.3504834242245217,0.20701089541102416,0.09201439098166275,0.0,1.0802902377961572e-24,1.0855374350914629e-07,1.7021777093503276e-21,0.0,1.5979835859188914e-38,5.2858580298823144e-15,2.2622093899652052e-27,2.0248918653711985e-23,4.035612446691075e-33,2.885147770127938e-14,5.002998065092662e-14,6.648218142853052e-53,2.535518860183077e-10,1.925928508101595e-34,2.351253367484956e-26,1.7942941852579378e-45,1.0855590557977114e-07,3.165720566540091e-38,3.803871590467723e-06,1.3566309416823036e-06,9.947411264723213e-07,1.0848377143348353e-06,8.911060504853026e-07,4.4791464027509633e-07,3.8194231458098855e-07,1.186918067653943e-09,2.536626257694651e-10,6.5197217907232355e-12,3.544565573881086e-09,1.4445532594026562e-08,2.4532146947963178e-20,4.333540802590814e-07,4.470566772461591e-13,4.059655913961424e-11,2.4584909244993874e-10,2.2087788876968275e-11,3.188855444077723e-17,6.853523333198511e-16,3.088190972481691e-07,1.818467905678418e-07,1.976787897252304e-12,1.745215508321186e-07,3.2181896667645505e-14
1.8709819595525485e-13,0.11302162890393913,0.0,2.806316811104748,0.031074832644226762,0.319407623176968,0.3504834027852961,0.2070108747524568,0.09201433437227646,0.0,1.1330010383821765e-24,1.1026255900982986e-07,1.783834981517512e-21,0.0,1.7548347549135292e-38,5.526156380523095e-15,2.4011226250196376e-27,2.089144777852329e-23,4.229213613536045e-33,2.976676118225603e-14,5.081754888307037e-14,7.188234183427743e-53,2.575430416172979e-10,2.0183214217021843e-34,2.5026692410645532e-26,1.9704229694335677e-45,1.1026478781156662e-07,3.369795455463496e-38,3.860470208973075e-06,1.3777273523819213e-06,1.010901433358144e-06,1.1018207624719137e-06,9.049379496569041e-07,4.5509981448130133e-07,3.877531830982849e-07,1.2247905753463246e-09,2.576572913430714e-10,6.8329335364970755e-12,3.65719983270549e-09,1.4898762264770494e-08,2.6023968010122906e-20,4.4017094460506564e-07,4.5409420686415807e-13,4.12845001290989e-11,2.535040895720426e-10,2.3539866941422618e-11,3.322023176621523e-17,7.298717780114635e-16,3.136774818611283e-07,1.846436414236393e-07,2.039512239825509e-12,1.7726884803591947e-07,3.426083268252085e-14
1.8999784516523269e-13,0.11302162890393913,0.0,2.806316655699535,0.03107482837322465,0.31940759135847113,0.3504833813489873,0.20701085409990463,0.09201427786080715,0.0,1.1874406915431913e-24,1.1197137342642122e-07,1.868062829230496e-21,0.0,1.9243108564908204e-38,5.7737153798298525e-15,2.5463217195072883e-27,2.1544012373216008e-23,4.428909594748777e-33,3.069632998371892e-14,5.1605117036620484e-14,7.76278483747462e-53,2.6153418952231904e-10,2.113622983133954e-34,2.661282648419799e-26,2.1607290378581784e-45,1.1197366993954185e-07,3.583580816198826e-38,3.916970912952136e-06,1.3988157816984238e-06,1.027077060842302e-06,1.1188008942688174e-06,9.18763835115974e-07,4.62289051574401e-07,3.935579678473688e-07,1.2632642830325226e-09,2.6165200385931153e-10,7.1560329839298374e-12,3.7716005798243666e-09,1.5358832752614444e-08,2.7582961427187245e-20,4.469876545130514e-07,4.611315841732534e-13,4.1972432079669493e-11,2.612435119372379e-10,2.5060512937889367e-11,3.458218798175685e-17,7.764518513274399e-16,3.1853575441224394e-07,1.8743848641071807e-07,2.103216153543208e-12,1.800161446680584e-07,3.6439033653411144e-14
1.9289749437521052e-13,0.11302162890393913,0.0,2.806316500388585,0.031074824103170435,0.31940755954261474,0.35048335991559504,0.20701083345336502,0.09201422144708543,0.0,1.243640253985763e-24,1.136801867589384e-07,1.954901086256115e-21,0.0,2.1072120348174874e-38,6.028649552322221e-15,2.697992982937943e-27,2.2206612431415137e-23,4.634794846878714e-33,3.164018378203074e-14,5.2392685111599806e-14,8.37350063375686e-53,2.6552532973902963e-10,2.2118782701889145e-34,2.827318105523783e-26,2.3661109651083308e-45,1.1368255196222712e-07,3.807379853464876e-38,3.973373871824068e-06,1.419896232656505e-06,1.0432679993098337e-06,1.1357781102267183e-06,9.325837094770337e-07,4.694823469072721e-07,3.993566763154944e-07,1.3023394784797484e-09,2.65646763318206e-10,7.489174620167658e-12,3.887768025615522e-09,1.5825736926768272e-08,2.921113752899957e-20,4.5380420998717605e-07,4.681687496024935e-13,4.2660355093269295e-11,2.690654184981579e-10,2.6651664332990836e-11,3.597449560712316e-17,8.251482708697421e-16,3.2339391409383865e-07,1.90231327021201e-07,2.16789963463009e-12,1.827634407256224e-07,3.871962023908214e-14
1.9579714358518835e-13,0.11302162890393913,0.0,2.806316345171737,0.031074819834063457,0.319407527729398,0.35048333848511853,0.20701081281283526,0.09201416513094222,0.0,1.3016309734106018e-24,1.1538899900739937e-07,2.0443895862101397e-21,0.0,2.3043758770978806e-38,6.291073725052178e-15,2.8563254363266014e-27,2.2879247946759802e-23,4.846963826447211e-33,3.259832225356284e-14,5.3180253108031225e-14,9.022062634599769e-53,2.6951646227308505e-10,2.3131323606453534e-34,3.001003574298977e-26,2.5875093771309625e-45,1.1539143387815453e-07,4.041500430240006e-38,4.029679254714851e-06,1.4409687082797242e-06,1.0594742391550954e-06,1.152752410846702e-06,9.463975753534674e-07,4.7667969582190636e-07,4.051493159809264e-07,1.3420164489908121e-09,2.6964156971977543e-10,7.832512968873257e-12,4.005702379859022e-09,1.6299467665158247e-08,3.0910538063793996e-20,4.6062061103157585e-07,4.752057895476964e-13,4.33482691254959e-11,2.7696785578557295e-10,2.8315271015462522e-11,3.7397223386783456e-17,8.760169963432437e-16,3.2825196009889846e-07,1.9302216474620673e-07,2.2335626793109596e-12,1.855107362056492e-07,4.110576199628993e-14
1.9869679279516619e-13,0.11302162890393913,0.0,2.8063161900488276,0.03107481556590305,0.3194074959188199,0.3504833170575576,0.2070107921783129,0.09201410891220872,0.0,1.3614442910912072e-24,1.1709781017182211e-07,2.136568162557392e-21,0.0,2.5166785639265054e-38,6.5611030283369955e-15,3.0215108121110598e-27,2.3561918912903243e-23,5.065510989947545e-33,3.35707450746952e-14,5.396782102593761e-14,9.710203207091747e-53,2.7350758713013707e-10,2.4174303322678434e-34,3.1825704625124144e-26,2.82590824325635e-45,1.17100315685858e-07,4.2862550676206013e-38,4.085887230457782e-06,1.4620332115905044e-06,1.0756957707819836e-06,1.169723796629767e-06,9.602054353575223e-07,4.838810936501855e-07,4.109358943129489e-07,1.3822954814032532e-09,2.7363642306404023e-10,8.186202590151675e-12,4.12540385173648e-09,1.6780017854416743e-08,3.26832362810965e-20,4.6743685765038624e-07,4.822426987256551e-13,4.403617422510851e-11,2.849488586807505e-10,3.005329452195547e-11,3.88504364593375e-17,9.291142054575303e-16,3.3310989162107285e-07,1.958110010758504e-07,2.3002052838107406e-12,1.8825803110512727e-07,4.360067740579998e-14
2.0159644200514402e-13,0.11302162890393913,0.0,2.806316035019694,0.031074811298688568,0.3194074641108793,0.3504832956329115,0.2070107715497952,0.09201405279071642,0.0,1.423111844443528e-24,1.188066202522246e-07,2.2314766486118595e-21,0.0,2.745036036167008e-38,6.838852895773238e-15,3.1937435540695e-27,2.4254625323512787e-23,5.2905307938449274e-33,3.455745192181652e-14,5.475538886534179e-14,1.0439706794284906e-52,2.7749870431583364e-10,2.5248172628072427e-34,3.372253623670863e-26,3.0823361867745157e-45,1.1880919738387324e-07,4.541960944679527e-38,4.141997967593983e-06,1.483089745610133e-06,1.0919325846039177e-06,1.1866922680768247e-06,9.740072921003093e-07,4.910865357146591e-07,4.1671641877187483e-07,1.4231768620885362e-09,2.7763132335102084e-10,8.550398080475913e-12,4.246872649830453e-09,1.7267380389871915e-08,3.453133701464462e-20,4.742529498477417e-07,4.892793880423598e-13,4.472407052537543e-11,2.9300645119181176e-10,3.1867707261488474e-11,4.033419652989982e-17,9.844962698839235e-16,3.3796770785467376e-07,1.9859783749924438e-07,2.3678274443544723e-12,1.9100532542099596e-07,4.62076338983426e-14
2.0449609121512185e-13,0.11302162890393913,0.0,2.806315880084176,0.031074807032419355,0.31940743230557533,0.35048327421117986,0.20701075092727958,0.09201399676629708,0.0,1.4866654695861206e-24,1.205154292486249e-07,2.3291548775368035e-21,0.0,2.9904051793176715e-38,7.124439063535165e-15,3.3732208172380674e-27,2.4957367172269787e-23,5.5221176945765085e-33,3.5558442471324125e-14,5.554295662626662e-14,1.1212410686395091e-52,2.814898138358196e-10,2.635338230000706e-34,3.5702913569159923e-26,3.357867815153457e-45,1.2051807897073786e-07,4.808939898324596e-38,4.198011634372915e-06,1.5041383133587643e-06,1.1081846710435782e-06,1.2036578256886994e-06,9.878031481918043e-07,4.982960173293219e-07,4.224908968090551e-07,1.4646608769513088e-09,2.816262705807378e-10,8.925254072612495e-12,4.370108982123873e-09,1.7761548175537413e-08,3.6456976765325967e-20,4.810688876277755e-07,4.963159367833819e-13,4.541195798866158e-11,3.0113864723382313e-10,3.3760491738601577e-11,4.184856202017655e-17,1.0422197312743644e-15,3.4282540799467526e-07,2.013826755044986e-07,2.4364291571673086e-12,1.9375261915014508e-07,4.8929947880501396e-14
2.073957404250997e-13,0.11302162890393913,0.0,2.8063157252421114,0.031074802767094754,0.319407400502907,0.3504832527923621,0.20701073031076345,0.09201394083878281,0.0,1.5521372038906568e-24,1.2222423716104088e-07,2.4296426823448722e-21,0.0,3.2537850256756625e-38,7.417977571042798e-15,3.56014246782844e-27,2.5670144452869625e-23,5.7603661485513944e-33,3.6573716399624006e-14,5.633052430873492e-14,1.2030205792001492e-52,2.8548091569573564e-10,2.7490383115716835e-34,3.7769254069195355e-26,3.6536250702499614e-45,1.2222696044499115e-07,5.087518423157036e-38,4.253928398752868e-06,1.525178917855417e-06,1.1244520205331094e-06,1.2206204699661288e-06,1.0015930062408465e-06,5.055095338003928e-07,4.2825933586688806e-07,1.506747811428728e-09,2.856212647532112e-10,9.310925235546884e-12,4.495113055999556e-09,1.8262514124102073e-08,3.846232378410968e-20,4.878846709946201e-07,5.033523768321323e-13,4.609983662403423e-11,3.0934345140488655e-10,3.573363977546574e-11,4.339358821184091e-17,1.1023412773511158e-15,3.4768299123671347e-07,2.0416551657872157e-07,2.5060104184745236e-12,1.964999122894153e-07,5.1770984760533373e-14
2.1029538963507752e-13,0.11302162890393913,0.0,2.806315570493338,0.03107479850271411,0.3194073687028733,0.3504832313764577,0.20701070970024413,0.09201388500800596,0.0,1.619559288522905e-24,1.2393304398949057e-07,2.5329798958982164e-21,0.0,3.5362179741273924e-38,7.71958476128263e-15,3.754711083145405e-27,2.6392957159021663e-23,6.0053706121506584e-33,3.760327338313084e-14,5.711809191276952e-14,1.2895037409245727e-52,2.894720099012195e-10,2.8659625852299312e-34,3.9924009637784423e-26,3.970778598319118e-45,1.239358418051744e-07,5.378027671329975e-38,4.309748428401479e-06,1.5462115621179766e-06,1.1407346235142052e-06,1.2375802014097633e-06,1.0153768688551412e-06,5.127270804270952e-07,4.3402174337882864e-07,1.5494379504898559e-09,2.896163058684615e-10,9.707566274408876e-12,4.621885078239776e-09,1.8770271156919642e-08,4.0549578154992055e-20,4.947002999524066e-07,5.103885954590689e-13,4.6787706585232424e-11,3.1761885976386576e-10,3.778915173342175e-11,4.496932740161475e-17,1.1649177180799779e-15,3.525404567770859e-07,2.0694636220802078e-07,2.5765712245015046e-12,1.992472048355979e-07,5.473415897412137e-14
2.1319503884505536e-13,0.11302162890393913,0.0,2.8063154158376964,0.031074794239276782,0.3194073369054732,0.3504832099634663,0.2070106890957191,0.0920138292737992,0.0,1.6889641709743973e-24,1.2564184973399202e-07,2.6392063509085987e-21,0.0,3.8387910272372745e-38,8.029377279920448e-15,3.9571319515044205e-27,2.7125805284449205e-23,6.257225541727345e-33,3.864711309826791e-14,5.790565943839322e-14,1.3808905997030475e-52,2.9346309645790523e-10,2.9861561286715153e-34,4.216966662910034e-26,4.3105491394544504e-45,1.2564472304983056e-07,5.680803452406912e-38,4.3654718906962275e-06,1.567236249163195e-06,1.1570324704377832e-06,1.254537020520166e-06,1.0291547386412594e-06,5.199486525024347e-07,4.3977812676939805e-07,1.5927315786351151e-09,2.936113939265089e-10,1.0115331930397866e-11,4.750425255025909e-09,1.9284812203998512e-08,4.272097187796704e-20,5.015157745052659e-07,5.174246506099995e-13,4.7475567851921055e-11,3.2596286061229114e-10,3.9929035734556595e-11,4.657582903246009e-17,1.2300059619427477e-15,3.5739780381275086e-07,2.0972521387750351e-07,2.6481115714737555e-12,2.019944967854348e-07,5.782293401006023e-14
2.160946880550332e-13,0.11302162890393913,0.0,2.806315261275025,0.031074789976782098,0.3194073051107057,0.3504831885533873,0.20701066849718572,0.09201377363599543,0.0,1.7603845075848577e-24,1.2735065439456312e-07,2.7483618799375055e-21,0.0,4.162637045550778e-38,8.347472075785764e-15,4.167613072149178e-27,2.7868688822889496e-23,6.516025393606493e-33,3.9705235221467217e-14,5.869322688562881e-14,1.4773867946217602e-52,2.974541753714233e-10,3.109664019578815e-34,4.4508745849471426e-26,4.674208936364251e-45,1.2735360417750434e-07,5.996186233220202e-38,4.421098952724941e-06,1.5882529820066914e-06,1.1733455517641281e-06,1.2714909277978149e-06,1.0429266182046374e-06,5.271742453139798e-07,4.455284934541935e-07,1.6366289798958145e-09,2.9760652892737346e-10,1.0534376980708098e-11,4.8807337919381236e-09,1.9806130203991448e-08,4.497876895198891e-20,5.08331094657327e-07,5.244606175426644e-13,4.8163420384437465e-11,3.3437343527091933e-10,4.215530688378365e-11,4.8213139811434714e-17,1.297662992321781e-15,3.622550315413273e-07,2.1250207307127735e-07,2.7206314556168976e-12,2.047417881356185e-07,6.104082243587694e-14
2.1899433726501102e-13,0.11302162890393913,0.0,2.806315106805163,0.031074785715229418,0.31940727331856983,0.35048316714622013,0.20701064790464144,0.09201371809442793,0.0,1.833853166055362e-24,1.2905945797122186e-07,2.860486315396259e-21,0.0,4.508936019210998e-38,8.67398640154415e-15,4.386365155169154e-27,2.862160776809362e-23,6.781864624085129e-33,4.0777639429169356e-14,5.948079425449911e-14,1.5792036350825842e-52,3.0144524664740054e-10,3.236531335620528e-34,4.6943802556332485e-26,5.0630831625955946e-45,1.2906248518674253e-07,6.32452113772956e-38,4.476629781286294e-06,1.6092617636629529e-06,1.1896738579630944e-06,1.288441923743098e-06,1.0566925101495796e-06,5.34403854144637e-07,4.5127285083989707e-07,1.6811304378337365e-09,3.016017108710754e-10,1.0964856238453829e-11,5.012810893955161e-09,2.0334218104185336e-08,4.732526545794199e-20,5.151462604127186e-07,5.314963712072988e-13,4.885126434347443e-11,3.428485588547542e-10,4.44699864917819e-11,4.988130385060131e-17,1.3679458440072346e-15,3.671121391610945e-07,2.1527694127245074e-07,2.794130873156663e-12,2.0748907888279198e-07,6.439138592338445e-14
2.2189398647498886e-13,0.11302162890393913,0.0,2.806314952427952,0.031074781454618085,0.3194072415290646,0.3504831457419645,0.20701062731808356,0.09201366264893024,0.0,1.909403227952196e-24,1.307682604639862e-07,2.9756194895461305e-21,0.0,4.87891635699869e-38,9.00903781271879e-15,4.61360162141717e-27,2.938456211382657e-23,7.054837689432294e-33,4.1864325397823616e-14,6.026836154502688e-14,1.686558177922798e-52,3.0543631029146064e-10,3.366803154451678e-34,4.947742645717616e-26,5.4785513703295337e-45,1.307713660760935e-07,6.666157946880541e-38,4.532064542890307e-06,1.6302625971453333e-06,1.2060173795137526e-06,1.3053900088563192e-06,1.0704524170792559e-06,5.416374742734289e-07,4.5701120632428616e-07,1.7262362355407936e-09,3.0559693975763487e-10,1.1406924552594482e-11,5.146656765454168e-09,2.0869068860490956e-08,4.976278964164065e-20,5.219612717755682e-07,5.385319324282174e-13,4.9539099740180044e-11,3.5138620105257316e-10,4.687510129921137e-11,5.1580362786041285e-17,1.4409115798393178e-15,3.71969125870991e-07,2.1804981996313396e-07,2.8686098203189043e-12,2.10236369023549e-07,6.787823527416861e-14
2.247936356849667e-13,0.11302162890393913,0.0,2.8063147981432306,0.03107477719494746,0.31940720974218895,0.3504831243406197,0.2070106067375095,0.09201360729933612,0.0,1.9870679912014307e-24,1.3247706187287416e-07,3.0938012344984513e-21,0.0,5.273856192808627e-38,9.352744167864043e-15,4.8495386024269334e-27,3.0157551853867146e-23,7.335039045889051e-33,4.296529280388792e-14,6.10559287572349e-14,1.7996733045347548e-52,3.0942736630922335e-10,3.5005245537136182e-34,5.211224170850415e-26,5.922048957762e-45,1.3248024684410743e-07,7.021451098463062e-38,4.5874034037588535e-06,1.6512554854660563e-06,1.2223761069044254e-06,1.3223351836376945e-06,1.0842063415957047e-06,5.488751009762683e-07,4.6274356729624246e-07,1.771946655638747e-09,3.0959221558707175e-10,1.1860736807859732e-11,5.282271610210595e-09,2.1410675437432743e-08,5.2293701996824136e-20,5.287761287500024e-07,5.455674204208315e-13,5.022692648403775e-11,3.599843269006453e-10,4.937268270262054e-11,5.331035587054188e-17,1.5166172674972296e-15,3.7682599087061485e-07,2.2082071062443933e-07,2.9440682933295863e-12,2.1298365855443365e-07,7.150503044500885e-14
2.2769328489494455e-13,0.11302162890393913,0.0,2.8063146439508406,0.031074772936216875,0.31940717795794193,0.35048310294218527,0.20701058616291676,0.0920135520454797,0.0,2.0668809725742666e-24,1.3418586219790367e-07,3.215071382214725e-21,0.0,5.695084709515556e-38,9.705223629590353e-15,5.094394940330582e-27,3.0940576982007914e-23,7.622563149668484e-33,4.4080541323828794e-14,6.184349589114592e-14,1.9187777979855073e-52,3.134184147063052e-10,3.637740611034037e-34,5.485090691477853e-26,6.395068656017901e-45,1.341891274893364e-07,7.390759686969878e-38,4.642646529826151e-06,1.6722404316362135e-06,1.2387500306330128e-06,1.3392774485873534e-06,1.0979542862998332e-06,5.561167295267297e-07,4.684699411357621e-07,1.8182619802789909e-09,3.1358753835940606e-10,1.2326447924674592e-11,5.419655631398162e-09,2.1959030808138582e-08,5.492039534814996e-20,5.355908313401465e-07,5.526027144376825e-13,5.091474472465e-11,3.686408975513441e-10,5.1964765982427284e-11,5.507132009960754e-17,1.5951199564451241e-15,3.816827333602231e-07,2.2358961473648232e-07,3.020506288414788e-12,2.1573094747194061e-07,7.52754805732319e-14
2.305929341049224e-13,0.11302162890393913,0.0,2.8063144898506214,0.031074768678425686,0.31940714617632265,0.35048308154666075,0.20701056559430261,0.09201349688719537,0.0,2.1488759101631934e-24,1.3589466143909272e-07,3.339469764506737e-21,0.0,6.143983480193086e-38,1.0066594663632133e-14,5.3483921877762235e-27,3.1733637492055244e-23,7.917504456955725e-33,4.5210070634121494e-14,6.26310629467827e-14,2.0441064201363814e-52,3.174094554883191e-10,3.778496404026963e-34,5.769611512737272e-26,6.899162035557314e-45,1.358980080103342e-07,7.774447463455127e-38,4.697794086739262e-06,1.6932174386657659e-06,1.2551391412066522e-06,1.3562168042053373e-06,1.1116962537914154e-06,5.633623551968195e-07,4.741903352139651e-07,1.865182491142407e-09,3.175829080746577e-10,1.2804212859084465e-11,5.558809031588879e-09,2.2514127954329582e-08,5.76452949342211e-20,5.424053795501253e-07,5.596377838357597e-13,5.1602554518199834e-11,3.7735387104610996e-10,5.4653389533449544e-11,5.686329032457677e-17,1.676476655048192e-15,3.865393525407309e-07,2.2635653377838163e-07,3.0979238018007047e-12,2.1847823577251502e-07,7.919334400200001e-14
