Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208)
0.0,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3796196091322667e-26,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.0837987644243534e-70,1.8060143919255918e-23,2.1675812705928023e-70,0.0,-5.93520468118348e-148,1.017655963255407e-64,6.205976210713275e-108,7.634059715502397e-57,6.3335484382451654e-83,5.731453405582602e-76,5.575817089943504e-33,-1.5564305093849228e-129,2.9997565935147055e-42,5.7559369226692425e-86,1.1163927196060753e-108,-1.8097620574473056e-145,1.8060143924831732e-23,1.286655044934338e-107,2.5098839510055623e-19,8.578931869542042e-20,3.9203672999713104e-59,6.815436647940097e-20
3.8629349055703466e-26,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.6378366928355965e-69,5.056840297391657e-23,3.275648816194868e-69,0.0,1.1458003840521743e-146,6.146642018188402e-64,1.750184588173483e-106,4.610972068163449e-56,9.571258400203738e-82,8.661372386615614e-75,1.5612287851841808e-32,-1.5563196154517112e-129,8.399318461841175e-42,8.698371877574798e-85,3.148406682419338e-107,-1.8095214265472698e-145,5.0568402989528845e-23,3.628573091057824e-106,7.02767506281553e-19,2.402100923471772e-19,2.3679018491826713e-58,1.9083222614232273e-19
8.829565498446507e-26,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.7619099753923314e-68,1.1558492108323787e-22,3.5237935200632033e-68,0.0,1.2098442727393175e-144,2.959343541331745e-63,3.807033768381421e-105,2.2199845652680975e-55,1.029632302538646e-80,9.317509172501082e-74,3.5685229375638425e-32,-1.5508661465159964e-129,1.9198442198494114e-41,9.357311536419128e-84,6.848472743857184e-106,-1.78559343715592e-145,1.1558492111892308e-22,7.892939052470102e-105,1.6063257286435295e-18,5.490516396506908e-19,1.1400428108316573e-57,4.361879454681663e-19
1.8762826684198827e-25,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.6194988177437182e-67,2.4561795730188047e-22,3.2389733411008015e-67,0.0,9.562811928311077e-143,1.2924230735238795e-62,7.05759900132289e-104,9.695255838688048e-55,9.464094760572396e-80,8.564396194998924e-73,7.583111242323165e-32,-1.3378273526861342e-129,4.0796689671799983e-41,8.600981424776962e-83,1.2695916035951385e-104,9.964109966071871e-147,2.456179573777115e-22,1.4632178787225283e-103,3.4134421733674124e-18,1.1667347342577178e-18,4.978866470963564e-57,9.26899384119853e-19
3.862934905570347e-25,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.3855153348889003e-66,5.056840297391657e-22,2.7710098854185504e-66,0.0,6.777784217260552e-141,5.395611918878597e-62,1.2130209470317e-102,4.0475784611593726e-54,8.096732321103152e-79,7.327021256345775e-72,1.5612287851841812e-31,6.16696213855756e-129,8.399318461841172e-41,7.358320690671771e-82,2.1821041877166012e-103,1.3352114359949823e-143,5.0568402989528845e-22,2.514897679740072e-102,7.027675062814901e-18,2.402100923471771e-18,2.0785787424447886e-56,1.9083222614232255e-18
7.836239379871275e-25,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,1.14557087212568e-65,1.0258161746137361e-21,2.2911245593412016e-65,0.0,4.561140463721513e-139,2.204283524084775e-61,2.0104932647300545e-101,1.6535678706166817e-53,6.694534858539124e-78,6.058122865445206e-71,3.1670641070879105e-31,2.5791693966022265e-127,1.7038617451163513e-40,6.084001843017598e-81,3.616679662474957e-102,9.105339004380718e-142,1.0258161749304423e-21,4.168258470300102e-101,1.4256140841708766e-17,4.872833301899874e-18,8.491672386429853e-56,3.871168016029968e-18
1.5782848328473131e-24,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,9.31559208053025e-65,2.0660804643628768e-21,1.8631044416225092e-64,0.0,2.9927342398160376e-137,8.910066444955691e-61,3.273567107532041e-100,6.683985715788693e-53,5.443884566942689e-77,4.9263649034216294e-70,6.378734750895368e-31,8.504340266161655e-126,3.4317215429808183e-40,4.947409258196309e-80,5.8888317778758e-101,5.975515311125782e-140,2.06608046500075e-21,6.786928368396264e-100,2.8713072399492055e-17,9.814298058756069e-18,3.4324697487552774e-55,7.79685952524344e-18
3.1676066225676846e-24,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,7.513362493446696e-64,4.1466090438611585e-21,1.502661227762103e-63,0.0,1.939251330746735e-135,3.582698534439143e-60,5.283550549236451e-99,2.6876012590814804e-52,4.3906901215013655e-76,3.9732917644343005e-69,1.2802076038510285e-30,2.7547612193427375e-124,6.887441138709746e-40,3.990264798944187e-79,9.504619247526855e-100,3.872056539199693e-138,4.1466090451413655e-21,1.0954129749426974e-98,5.762693551504087e-17,1.9697227572468416e-17,1.380180989424097e-54,1.5648242543670333e-17
6.346250202008427e-24,0.07865737607768974,0.0,1.953062648009036,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,6.035141348916797e-63,8.307666202857722e-21,1.2070192163616641e-62,0.0,1.2488288274690575e-133,1.436822356283229e-59,8.490524019318108e-98,1.0778483107959531e-51,3.5268410815618e-75,3.191564022069122e-68,2.564875861374012e-30,8.868270255096537e-123,1.3798880330167573e-39,3.2051976864206754e-78,1.527373551681855e-98,2.493496133676174e-136,8.307666205422597e-21,1.7602992435785014e-97,1.1545466174606742e-16,3.946308659989292e-17,5.53514306862567e-54,3.135100858052392e-17
