Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30)
0.0,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6601930438060022e-26,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.4815083047066346e-79,8.941297674580068e-27,4.9630161680653345e-79,0.0,-6.407234895900959e-168,2.2431812110336323e-75,1.009331974410426e-124,3.4937881751178756e-65,1.8141495874432269e-96,3.859143195516307e-86,5.67236803179612e-40,-2.4990003952371626e-144,1.9319181097881664e-51,4.816397063850602e-101,1.5077468765345442e-125,-5.080114577069341e-160,8.941297674580636e-27,2.047413008493987e-125,2.598076211351764e-19
4.648540522656806e-26,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.750055350072673e-78,2.5035633488824188e-26,7.500110033180348e-78,0.0,1.2372391018608051e-166,1.354881451519344e-74,2.8464784709747467e-123,2.1102480577711963e-64,2.7404324372884456e-95,5.831937197064252e-85,1.5882630489029138e-39,-2.499000395219047e-144,5.409370707406866e-51,7.279072277229127e-100,4.2544069526738055e-124,-5.080114577000613e-160,2.5035633488825778e-26,5.7645237097051076e-124,7.274613391784912e-19
1.0625235480358413e-25,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,4.034138420795491e-77,5.722430511731244e-26,8.068276124100472e-77,0.0,1.3066494077766107e-164,6.5231709624955276e-74,6.191713125040588e-122,1.0159936013242784e-63,2.947657536005738e-94,6.2737319100869595e-84,3.630315540349517e-39,-2.499000394328263e-144,1.2364275902644267e-50,7.829739483490292e-99,9.256274591822946e-123,-5.080114570167409e-160,5.722430511731606e-26,1.2537220498637243e-122,1.6627687752651101e-18
2.257862539576163e-25,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.708068229557036e-76,1.216016483742889e-25,7.416135799616682e-76,0.0,1.0331962955137438e-162,2.84884013884209e-73,1.1478395042638678e-120,4.437110982399702e-63,2.709373661313143e-93,5.766640494196117e-83,7.714420523242724e-39,-2.4990003595302474e-144,2.6274086293119065e-50,7.196816204338944e-98,1.7166483230135508e-121,-5.080114031802278e-160,1.2160164837429662e-25,2.3241541710795976e-121,3.533383647438304e-18
4.648540522656806e-25,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.172330438637311e-75,2.5035633488824186e-25,6.344660313060719e-75,0.0,7.328571617166911e-161,1.189334678833326e-72,1.9728436613381108e-119,1.852406490447498e-62,2.3179233086558116e-92,4.933482351429708e-82,1.588263048902914e-38,-2.498999133689976e-144,5.409370707406866e-50,6.157021941255796e-97,2.952850204507934e-120,-5.08007593078056e-160,2.5035633488825774e-25,3.9946203768821296e-120,7.274613391784516e-18
9.429896488818093e-25,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,2.6229441535210338e-74,5.0786570791614775e-25,5.245887840539101e-74,0.0,4.939385501498996e-159,4.858820236627513e-72,3.269846430801334e-118,7.567684938832324e-62,1.916503536786559e-91,4.079098612356506e-81,3.221905042060197e-38,-2.4989580125862934e-144,1.0973294863596784e-49,5.090744244291e-96,4.901989164654671e-119,-5.077513859814258e-160,5.078657079161801e-25,6.620788980339014e-119,1.4757072880476238e-17
1.8992608421140666e-24,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,2.132934624889187e-73,1.0228844539719595e-24,4.2658688704259094e-73,0.0,3.250875085262879e-157,1.964012828118782e-71,5.324106194699823e-117,3.0589792491481055e-61,1.5584688202479106e-90,3.317055247612939e-80,6.489189028374762e-38,-2.4976110332243167e-144,2.2101143175976615e-49,4.1397086193837783e-95,8.007202829891086e-118,-4.909472010306859e-160,1.0228844539720246e-24,1.0780238260440816e-117,2.972199185785686e-17
3.811803228578581e-24,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,1.7202890458363688e-72,2.0529219460835835e-24,3.4405777857112324e-72,0.0,2.1194311408417104e-155,7.897209222530114e-71,8.593157704012791e-116,1.2300021022029479e-60,1.2569615602275683e-89,2.6753252257785648e-79,1.3023757001003892e-37,-2.4540035848420334e-144,4.435683980073628e-49,3.338824967314894e-94,1.3006243559580103e-116,5.977269758818757e-160,2.0529219460837135e-24,1.7399347961897842e-116,5.965182981260685e-17
7.63688800150761e-24,0.05820194281292722,0.0,1.4451542400449828,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,1.3818297149473676e-71,4.1129969303068306e-24,2.763659184129816e-71,0.0,1.3814848418185072e-153,3.1671341264633824e-70,1.3809066432855247e-114,4.932858561719874e-60,1.0096598814068049e-88,2.1489667117724207e-78,2.6092892946262157e-37,-1.0504476576791951e-144,8.886823305025553e-49,2.681925786294579e-93,2.116611077121698e-115,7.0698448291157736e-158,4.112996930307092e-24,2.79602850660756e-115,1.1951150572206183e-16
1.5287057547365668e-23,0.05820194281292722,0.0,1.4451542400449826,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070574,0.0,1.1077075527397614e-70,8.233146898753326e-24,2.2154149084685195e-70,0.0,9.082398192169147e-152,1.2685056325223724e-69,2.2142850682227572e-113,1.975716390051631e-59,8.093673657452245e-88,1.7226628082081069e-77,5.223116483677868e-37,4.399363912193244e-143,1.7789101954929392e-48,2.1498954734840337e-92,3.4790634230584984e-114,4.5708106642192847e-156,8.23314689875385e-24,4.483374084485768e-114,2.392308575407918e-16
3.0587396639081785e-23,0.05820194281292722,0.0,1.4451542400449824,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.0920181955407055,0.0,8.870644325475578e-70,1.6473446835646315e-23,1.7741287073265301e-69,0.0,6.095459021177682e-150,5.07732845963202e-69,3.5467995457787606e-112,7.908014425715939e-59,6.481503184107953e-87,1.3795273875801705e-76,1.0450770861781173e-36,1.4874925011870478e-141,3.5593659254736997e-48,1.721660020733577e-91,5.84523139202967e-113,2.9301607027226275e-154,1.647344683564736e-23,7.1811901995265e-113,4.786695611775317e-16
6.118807482251402e-23,0.05820194281292722,0.0,1.445154240044982,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070502,0.0,7.100110778038352e-69,3.295404670943229e-23,1.4200220293288578e-68,0.0,4.254764503294729e-148,2.0315928233055575e-68,5.678264569460494e-111,3.1642358368664557e-58,5.187829533778958e-86,1.1041810395922889e-75,2.0906079617987785e-36,4.771289211824718e-140,7.120277385435196e-48,1.3780258142260755e-90,1.0230508136447178e-111,1.8767543412387476e-152,3.2954046709434384e-23,1.1496141205234278e-111,9.575469684481312e-16
1.2238943118937849e-22,0.05820194281292722,0.0,1.445154240044981,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070406,0.0,5.681527100755705e-68,6.591524645700425e-23,1.136305319102507e-67,0.0,3.1731158591329347e-146,8.127694881491118e-68,9.088664382965274e-110,1.2659003774104107e-57,4.1513146782771044e-85,8.83568538111943e-75,4.181669713040101e-36,1.5274608697857133e-138,1.424210030535808e-47,1.1026998386114086e-89,1.916780872728654e-110,1.2015864727779986e-150,6.591524645700843e-23,1.839881685905852e-110,1.9153017829778094e-15
2.447921439231074e-22,0.05820194281292722,0.0,1.445154240044979,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070215,0.0,4.5457971421884374e-67,1.3183764595214818e-22,9.091593475885453e-67,0.0,2.6060366992387186e-144,3.251343105841881e-67,1.4546958975505134e-108,5.0640136243170513e-57,3.321472214455645e-84,7.069443239904011e-74,8.363793215522745e-36,4.888796090158926e-137,2.8485746145203417e-47,8.82271559416591e-89,3.9616440813759865e-109,7.691637487566028e-149,1.3183764595215655e-22,2.9442100287813697e-109,3.830811411991081e-15
4.895975693905653e-22,0.05820194281292722,0.0,1.4451542400449753,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554069832,0.0,3.636867912435221e-66,2.63682444942436e-22,7.273735178036362e-66,0.0,2.4039042257068826e-142,1.300590608269259e-66,2.328670828144563e-107,2.0256878755966299e-56,2.6573459705646794e-83,5.65591258777803e-73,1.6728040220488035e-35,1.5645610115251875e-135,5.6973037824892395e-47,7.058619256713347e-88,9.201266251212285e-108,4.9231229503051504e-147,2.6368244494245273e-22,4.7110555338670666e-108,7.66183066983329e-15
9.79208420325481e-22,0.05820194281292722,0.0,1.4451542400449675,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554069066,0.0,2.909586412232164e-65,5.273720429230117e-22,5.819172306980686e-65,0.0,2.4805445259882335e-140,5.202471834019502e-66,3.729198295358016e-106,8.102916357060487e-56,2.1259440581051343e-82,4.524873272934664e-72,3.3456534230418613e-35,5.006829153448134e-134,1.1394762118426354e-46,5.647074123377108e-87,2.388189444534243e-106,3.150950691057987e-145,5.273720429230452e-22,7.5379444535414e-107,1.532386918478036e-14
1.9584301221953124e-21,0.05820194281292722,0.0,1.4451542400449522,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554067533,0.0,2.3277059632613665e-64,1.054751238884163e-21,4.6554115125292704e-64,0.0,2.7933395229104946e-138,2.0810127477392674e-65,5.977054217611794e-105,3.24119951405212e-55,1.7007821595561298e-81,3.6199559003066907e-71,6.691352225027977e-35,1.602222755591568e-132,2.2789678790297874e-46,4.517730786995096e-86,6.752215742156575e-105,2.016657094379398e-143,1.05475123888423e-21,1.2060915608789802e-105,3.0647946211725115e-14
3.916873525934975e-21,0.05820194281292722,0.0,1.4451542400449215,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554064469,0.0,1.8621795041117556e-63,2.1095096308064655e-21,3.7243586770261205e-63,0.0,3.331140967916071e-136,8.324116089444787e-65,9.596122599264445e-104,1.2964863998955032e-54,1.3606364929558457e-80,2.8959876332037487e-70,1.3382749829000206e-34,5.1271727009574e-131,4.5579512134030025e-46,3.614213225131607e-85,2.0183069388794302e-103,1.290676121860217e-141,2.1095096308065994e-21,1.929762856201878e-104,6.129610025381709e-14
7.833760333414301e-21,0.05820194281292722,0.0,1.4451542400448603,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.0920181955405834,0.0,1.4897494967129522e-62,4.2190264146510706e-21,2.979498728466943e-62,0.0,4.107484092261713e-134,3.329673111523388e-64,1.5458676981852103e-102,5.18595878815845e-54,1.0885135005054801e-79,2.3167992717813206e-69,2.6765545036944665e-34,1.6407048456594696e-129,9.115917882145079e-46,2.891382018363132e-84,6.230735949203661e-102,8.260377201758719e-140,4.2190264146513384e-21,3.0876336570177054e-103,1.2259240829081094e-13
