Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623),CHOX(653),H2NX(201),H3NX(202)
8.311119033933459e-12,0.10054149576763871,0.0,2.496158524409067,0.031065161943440365,0.3193274801403689,0.3504424663830976,0.2069686155915059,0.0919805137434533,0.0,2.9944098062351185e-20,9.413306408154494e-07,9.243695102905645e-19,0.0,5.300758058472274e-31,4.737355483716387e-10,9.333874573678747e-23,4.1055433150065826e-22,4.188608731789388e-31,5.6877218973407284e-12,5.492487126580057e-14,1.1547419439067052e-49,3.181436094847075e-10,5.630197291826391e-33,1.7747435669329264e-21,1.238231854344597e-38,9.405079610958187e-07,1.4402330619882107e-34,3.7693655788727887e-05,4.6527329004501143e-05,6.104423355014517e-05,4.1384425801461367e-05,2.5153717582168448e-05,2.3112307490372545e-05,3.5125818583592534e-06,1.468360306015312e-06,3.5157576990743054e-10,2.1165939396835276e-07,3.2927957578310272e-06,7.570460290793964e-06,7.978041781949834e-14,1.8306030081493276e-05,2.778423197203019e-12,4.529666931795119e-10,2.3459624579545546e-10,1.4414309550656972e-07,4.540608755356834e-14,1.8202413212065173e-12,1.228196081647644e-05,5.111148289424411e-06
8.337089635351105e-12,0.10054149576763871,0.0,2.4961577492699876,0.031065135465711637,0.319327234731274,0.3504423487165186,0.20696851006394104,0.09198050788405257,0.0,3.032788534036235e-20,9.442719413457337e-07,9.330679554604138e-19,0.0,5.400845203701307e-31,4.788367672037047e-10,9.450901389538096e-23,4.131239091112363e-22,4.227995242158199e-31,5.723227026979244e-12,5.5096484065575396e-14,1.172895949609948e-49,3.191409797156099e-10,5.683139385159885e-33,1.7970017009359063e-21,1.2616116021413297e-38,9.434437671993672e-07,1.4582993409686052e-34,3.7699652877971764e-05,4.6640927642873284e-05,6.128137923272783e-05,4.1499151080019274e-05,2.5201601545737218e-05,2.3193726340810715e-05,3.5173345795966364e-06,1.4778592298201347e-06,3.5278100245742343e-10,2.136573240941367e-07,3.3131192965502057e-06,7.6064681925378945e-06,8.088079730626012e-14,1.8362769549440937e-05,2.7870352525878542e-12,4.543731870808735e-10,2.345209874190708e-10,1.4504583802435888e-07,4.580935463115739e-14,1.8351474822866438e-12,1.2315824300868185e-05,5.121429799432708e-06
8.363060236768752e-12,0.10054149576763871,0.0,2.4961569742515004,0.03106510901347596,0.3193269893828171,0.3504422311338595,0.20696840467369595,0.09198050210863848,0.0,3.0715291194039975e-20,9.472132408887879e-07,9.418208492835018e-19,0.0,5.502501783427842e-31,4.83977631753292e-10,9.569024266529803e-23,4.1570150182539897e-22,4.267627878025799e-31,5.758842031569963e-12,5.526809677789828e-14,1.1912775595045998e-49,3.2013837680958957e-10,5.7364123122272934e-33,1.8194683636191626e-21,1.2853579575523505e-38,9.463795532578549e-07,1.4765349315670055e-34,3.770556665785277e-05,4.675435886334731e-05,6.151875585587538e-05,4.161379243951255e-05,2.5249348255132684e-05,2.3275177859207644e-05,3.5220804886494677e-06,1.4873896622329683e-06,3.5398689875129784e-10,2.156677565396126e-07,3.333501908510209e-06,7.6425248511166e-06,8.199300294907415e-14,1.841950615401494e-05,2.7956468752366588e-12,4.5577961177037157e-10,2.344460303523619e-10,1.4595137785026737e-07,4.6215091777412764e-14,1.850154435510748e-12,1.2349650864545002e-05,5.131690966887972e-06
8.389030838186398e-12,0.10054149576763871,0.0,2.4961561993521917,0.0310650825867221,0.3193267440949103,0.35044211363505917,0.2069682994203774,0.09198049641605267,0.0,3.11063374942654e-20,9.501545394453161e-07,9.506283623688403e-19,0.0,5.60574741361388e-31,4.891583342407559e-10,9.68825001227454e-23,4.182871096340856e-22,4.30750740589005e-31,5.794566905568053e-12,5.5439709402882886e-14,1.2098889070107461e-49,3.2113580082005305e-10,5.7900171033265955e-33,1.8421448505183027e-21,1.3094755026660952e-38,9.4931531927003e-07,1.4949408863752228e-34,3.7711398287607294e-05,4.6867622918577814e-05,6.175636309275699e-05,4.172834994129937e-05,2.5296958103582335e-05,2.3356661852424542e-05,3.5268196819597468e-06,1.4969516037003759e-06,3.551934587837263e-10,2.1769072928173886e-07,3.3539435491164853e-06,7.678630197155479e-06,8.311712645527782e-14,1.8476239895399343e-05,2.8042580651781238e-12,4.571859672546331e-10,2.343713733843055e-10,1.4685971484282844e-07,4.662330724066634e-14,1.865262766121475e-12,1.2383440447236942e-05,5.141931897985092e-06
8.415001439604044e-12,0.10054149576763871,0.0,2.496155424570665,0.03106505618543897,0.31932649886746595,0.35044199622005623,0.20696819430359323,0.09198049080515289,0.0,3.150104617339816e-20,9.530958370160215e-07,9.594906653336796e-19,0.0,5.710601893334779e-31,4.94379067279253e-10,9.808585455285038e-23,4.2088073252823862e-22,4.347634592247806e-31,5.830401643429033e-12,5.5611321940642626e-14,1.2287321388374569e-49,3.221332518003291e-10,5.843954788754397e-33,1.865032461145794e-21,1.3339688623437651e-38,9.522510652346698e-07,1.5135182612228793e-34,3.771714891034638e-05,4.698072006085071e-05,6.199420061778693e-05,4.184282364669294e-05,2.5344431483187054e-05,2.3438178127725625e-05,3.531552254896158e-06,1.5065450545842095e-06,3.5640068254938105e-10,2.1972628027932153e-07,3.3744441736518654e-06,7.714784162263294e-06,8.425325997549975e-14,1.8532970773778033e-05,2.8128688224484992e-12,4.585922535394451e-10,2.3429701564358286e-10,1.4777084886024643e-07,4.703400927037538e-14,1.8804730614522438e-12,1.2417192988924264e-05,5.152152698554142e-06
8.44097204102169e-12,0.10054149576763871,0.0,2.4961546499055385,0.03106502980961567,0.31932625370039636,0.35044187888878936,0.20696808932295246,0.09198048527481277,0.0,3.1899439225337706e-20,9.560371336016079e-07,9.684079288035293e-19,0.0,5.8170852059146665e-31,4.996400238745381e-10,9.930037444964376e-23,4.234823704988032e-22,4.388010203594911e-31,5.866346239608786e-12,5.5782934391290526e-14,1.2478094150240312e-49,3.231307298036684e-10,5.8982263988059315e-33,1.8881324989906354e-21,1.358842704484544e-38,9.551867911505805e-07,1.5322681151771861e-34,3.7722819653277883e-05,4.709365054208386e-05,6.22322681066138e-05,4.195721361696158e-05,2.5391768784924306e-05,2.3519726492777066e-05,3.5362783017651014e-06,1.5161700151618218e-06,3.576085700429342e-10,2.217744474729272e-07,3.3950037372770196e-06,7.750986679021332e-06,8.540149610455867e-14,1.8589698789334717e-05,2.8214791470771615e-12,4.599984706307291e-10,2.3422295626505293e-10,1.4868477976072887e-07,4.7447206117086926e-14,1.8957859109294817e-12,1.2450908429837159e-05,5.162353474061226e-06
8.466942642439337e-12,0.10054149576763871,0.0,2.496153875355451,0.031065003459241465,0.3193260085936141,0.3504417616411974,0.2069679844780651,0.09198047982392167,0.0,3.2301538705584366e-20,9.58978429202777e-07,9.773803234121704e-19,0.0,5.925217520059237e-31,5.049413974247639e-10,1.0052612851604308e-22,4.260920235367272e-22,4.428635006426213e-31,5.902400688563539e-12,5.595454675493932e-14,1.2671229089812487e-49,3.2412823488324443e-10,5.9528329637750684e-33,1.9114462715180363e-21,1.3841017402901932e-38,9.581224970165971e-07,1.5511915105427258e-34,3.772841162793122e-05,4.720641461382757e-05,6.247056523610948e-05,4.207151991332874e-05,2.5438970398651377e-05,2.360130675564667e-05,3.540997915821812e-06,1.5258264856262793e-06,3.588171212590574e-10,2.2383526878479573e-07,3.415622195030924e-06,7.787237680972463e-06,8.656192788236286e-14,1.8646423942252882e-05,2.830089039077541e-12,4.6140461853502114e-10,2.3414919469824265e-10,1.4960150740217792e-07,4.7862906032404284e-14,1.9112019060735034e-12,1.2484586710455477e-05,5.1725343296093465e-06
8.492913243856983e-12,0.10054149576763871,0.0,2.496153100919049,0.03106497713430579,0.3193257635470317,0.35044164447721915,0.20696787976854245,0.09198047445138444,0.0,3.270736673130276e-20,9.619197238202313e-07,9.864080198016746e-19,0.0,6.0350191909989885e-31,5.102833817202754e-10,1.0176318566383575e-22,4.287096916329614e-22,4.4695097672355505e-31,5.938564984749885e-12,5.6126159031701404e-14,1.2866748075326141e-49,3.2512576709215344e-10,6.0077755139543074e-33,1.934975090169093e-21,1.4097507245320895e-38,9.610581828315838e-07,1.5702895128612275e-34,3.773392593037234e-05,4.731901252726513e-05,6.270909168435878e-05,4.218574259697303e-05,2.548603671310859e-05,2.3682918724802172e-05,3.5457111892811315e-06,1.5355144660865783e-06,3.6002633619242263e-10,2.2590878211875398e-07,3.436299501831316e-06,7.8235371026105e-06,8.773464879480801e-14,1.8703146232715878e-05,2.838698498497128e-12,4.6281069725898923e-10,2.340757297149006e-10,1.5052103164318283e-07,4.82811172689559e-14,1.9267216404934518e-12,1.251822777150847e-05,5.182695369939249e-06
8.51888384527463e-12,0.10054149576763871,0.0,2.496152326595002,0.031064950834798228,0.3193255185605621,0.3504415273967935,0.2069677751939968,0.09198046915612104,0.0,3.311694548138554e-20,9.64861017454672e-07,9.95491188622418e-19,0.0,6.146510761634207e-31,5.156661709434118e-10,1.0301161501366208e-22,4.313353747784594e-22,4.510635252515762e-31,5.974839122624766e-12,5.629777122168885e-14,1.3064673109556055e-49,3.261233264834149e-10,6.0630550796347855e-33,1.9587202703604677e-21,1.435794455818674e-38,9.63993848594432e-07,1.589563190911351e-34,3.77393636414177e-05,4.743144453321334e-05,6.294784713064863e-05,4.2299881729028253e-05,2.5532968115922476e-05,2.376456220911131e-05,3.550418213328236e-06,1.5452339565678515e-06,3.61236214837701e-10,2.2799502536012957e-07,3.4570356124751543e-06,7.859884879369672e-06,8.891975277467478e-14,1.8759865660906823e-05,2.8473075253686428e-12,4.642167068083778e-10,2.340025601644905e-10,1.5144335234226597e-07,4.8701848080361764e-14,1.9423457098775738e-12,1.2551831553974498e-05,5.1928366994302935e-06
8.544854446692276e-12,0.10054149576763871,0.0,2.496151552381991,0.031064924560708567,0.31932527363411817,0.35044141039985927,0.20696767075404163,0.09198046393706666,0.0,3.353029719651694e-20,9.678023101068009e-07,1.0046300005330982e-18,0.0,6.259712963679405e-31,5.210899596683022e-10,1.042714858949985e-22,4.339690729641777e-22,4.552012228758691e-31,6.0112230966454786e-12,5.646938332501343e-14,1.3265026330229192e-49,3.271209131099716e-10,6.1186726911062805e-33,1.9826831314840612e-21,1.462237776862768e-38,9.669294943040607e-07,1.6090136167084639e-34,3.774472582684836e-05,4.7543710882122965e-05,6.318683125545775e-05,4.241393737058344e-05,2.5579764993608994e-05,2.384623701784172e-05,3.5551190781293724e-06,1.5549849570115837e-06,3.6244675718956403e-10,2.3009403637566437e-07,3.4778304816390765e-06,7.896280947614047e-06,9.011733420252666e-14,1.8816582227008695e-05,2.8559161196934106e-12,4.6562264718883936e-10,2.3392968552382823e-10,1.5236846935733214e-07,4.912510672119666e-14,1.9580747120055894e-12,1.2585397999080777e-05,5.202958422101291e-06
8.570825048109922e-12,0.10054149576763871,0.0,2.4961507782787145,0.031064898312026728,0.3193250287676129,0.35044129348635555,0.20696756644829145,0.09198045879317121,0.0,3.3947444179237306e-20,9.707436017773174e-07,1.0138246262007492e-18,0.0,6.374646718812184e-31,5.265549428606641e-10,1.0554286784614065e-22,4.366107861810754e-22,4.59364146245518e-31,6.047716901269679e-12,5.6640995341786574e-14,1.3467830010437213e-49,3.281185270246902e-10,6.174629378657204e-33,2.006864996906697e-21,1.4890855747499229e-38,9.69865119959417e-07,1.628641865504422e-34,3.775001353762059e-05,4.76558118240794e-05,6.34260437404461e-05,4.252790958268288e-05,2.562642773157671e-05,2.392794296065947e-05,3.5598138728424654e-06,1.564767467275823e-06,3.6365796324268265e-10,2.3220585301342916e-07,3.498684063879859e-06,7.93272524462708e-06,9.132748790760698e-14,1.887329593120426e-05,2.8645242815365864e-12,4.670285184071528e-10,2.338571051109368e-10,1.5329638254645326e-07,4.955090144695876e-14,1.973909246744313e-12,1.2618927048303083e-05,5.213060641611364e-06
8.596795649527568e-12,0.10054149576763871,0.0,2.496150004283883,0.031064872088742815,0.3193247839609597,0.35044117665622115,0.20696746227636195,0.09198045372339926,0.0,3.436840879400927e-20,9.736848924669224e-07,1.023075236300759e-18,0.0,6.4913331398294515e-31,5.320613158776021e-10,1.0682583061418652e-22,4.392605144201147e-22,4.635523720095077e-31,6.084320530955369e-12,5.681260727211939e-14,1.3673106559048907e-49,3.2911616828036083e-10,6.230926172574618e-33,2.0312671939697927e-21,1.5163427812084943e-38,9.728007255594752e-07,1.6484490157873494e-34,3.7755227810070016e-05,4.776774760880305e-05,6.366548426844482e-05,4.264179842632618e-05,2.5672956714129943e-05,2.400967984762808e-05,3.56450268562748e-06,1.574581487135392e-06,3.6486983299172784e-10,2.3433051310273757e-07,3.519596313634868e-06,7.96921770860144e-06,9.255030916873486e-14,1.893000677367612e-05,2.8731320109569384e-12,4.68434320470084e-10,2.3378481777706265e-10,1.5422709176817776e-07,4.9979240514040986e-14,1.9898499160427976e-12,1.2652418643365502e-05,5.2231434612607905e-06
8.622766250945214e-12,0.10054149576763871,0.0,2.4961492303962256,0.03106484589084709,0.3193245392140716,0.3504410599093953,0.20696735823786985,0.09198044872672975,0.0,3.479321346728322e-20,9.766261821763152e-07,1.0323820015168835e-18,0.0,6.6097935318014345e-31,5.376092744674063e-10,1.0812044415501953e-22,4.419182576722604e-22,4.67765976816723e-31,6.12103398016091e-12,5.698421911612272e-14,1.388087852112267e-49,3.3011383692969856e-10,6.287564103144217e-33,2.055891053989039e-21,1.5440143728791933e-38,9.757363111032359e-07,1.668436149281417e-34,3.776036966611761e-05,4.787951848564999e-05,6.390515252344582e-05,4.275560396246825e-05,2.5719352324471985e-05,2.4091447489208496e-05,3.569185603656865e-06,1.5844270162820969e-06,3.660823664313703e-10,2.3646805445406112e-07,3.5405671852225227e-06,8.005758278628709e-06,9.378589371520187e-14,1.8986714754606688e-05,2.8817393078666474e-12,4.69840053383291e-10,2.3371282259334694e-10,1.551605968808453e-07,5.0410132179696334e-14,2.0058973239347487e-12,1.2685872726240143e-05,5.2332069839918575e-06
8.64873685236286e-12,0.10054149576763871,0.0,2.496148456614482,0.03106481971832998,0.31932429452686234,0.350440943245817,0.20696725433243301,0.09198044380215593,0.0,3.5221880687564925e-20,9.795674709061942e-07,1.0417450925412647e-18,0.0,6.7300493932350375e-31,5.431990147693502e-10,1.0942677863329178e-22,4.445840159284806e-22,4.7200503731595e-31,6.157857243345013e-12,5.7155830873907e-14,1.4091168578318983e-49,3.3111153302534257e-10,6.344544200650356e-33,2.0807379122540767e-21,1.5721053715868254e-38,9.786718765897267e-07,1.6886043509466242e-34,3.7765440113468085e-05,4.799112470361235e-05,6.414504819059198e-05,4.286932625201939e-05,2.5765614944708197e-05,2.417324569625827e-05,3.573862713125704e-06,1.5943040543249388e-06,3.672955635562807e-10,2.386185148589443e-07,3.561596632842745e-06,8.04234689468942e-06,9.503433772766685e-14,1.9043419874178202e-05,2.8903461723521822e-12,4.712457171525808e-10,2.336411186442078e-10,1.5609689774279124e-07,5.0843584702004126e-14,2.0220520765338875e-12,1.2719289239146871e-05,5.243251312389696e-06
8.674707453780507e-12,0.10054149576763871,0.0,2.49614768293741,0.03106479357118208,0.3193240498992453,0.3504408266654254,0.20696715055967044,0.09198043894868503,0.0,3.565443300548367e-20,9.825087586572587e-07,1.0511646800744439e-18,0.0,6.852122417240294e-31,5.488307333134899e-10,1.1074490442240707e-22,4.472577891797456e-22,4.762696301558754e-31,6.194790314966743e-12,5.732744254558242e-14,1.430399954931286e-49,3.321092566198568e-10,6.401867495376028e-33,2.1058091080281765e-21,1.600620844612748e-38,9.816074220180006e-07,1.7089547089785759e-34,3.77704401458058e-05,4.810256651131892e-05,6.43851709561672e-05,4.298296535584528e-05,2.581174495584918e-05,2.4255074280031078e-05,3.5785340992617724e-06,1.6042126007903245e-06,3.6850942436112935e-10,2.407819320899201e-07,3.5826846105774138e-06,8.07898349764315e-06,9.629573783905062e-14,1.9100122132572722e-05,2.8989526046165897e-12,4.726513117843421e-10,2.335697052530442e-10,1.5703599421212123e-07,5.127960633983738e-14,2.0383147820350135e-12,1.275266812455304e-05,5.2532765486831314e-06
8.700678055198153e-12,0.10054149576763871,0.0,2.496146909363779,0.03106476744939413,0.3193238053311342,0.35044071016815975,0.20696704691920206,0.09198043416533806,0.0,3.609089303385978e-20,9.854500454302058e-07,1.0606409348253791e-18,0.0,6.9760344926939875e-31,5.545046270204615e-10,1.1207489210450401e-22,4.499395774170292e-22,4.805598319850867e-31,6.23183318948552e-12,5.749905413125883e-14,1.4519394390206328e-49,3.331070077657303e-10,6.459535017602883e-33,2.1311059845479128e-21,1.6295659049666725e-38,9.84542947387138e-07,1.729488314808265e-34,3.777537074299297e-05,4.8213844157035676e-05,6.462552050758647e-05,4.3096521334767025e-05,2.5857742737813917e-05,2.4336933052175465e-05,3.5831998463356884e-06,1.614152655122274e-06,3.697239488405866e-10,2.42958343900425e-07,3.6038310723908233e-06,8.115668029218535e-06,9.757019113543086e-14,1.915682152997214e-05,2.9075586044408465e-12,4.740568372854332e-10,2.334985813903991e-10,1.5797788614730318e-07,5.1718205352834645e-14,2.054686050710638e-12,1.2786009325173215e-05,5.2632827947455196e-06
8.7266486566158e-12,0.10054149576763871,0.0,2.4961461358923738,0.031064741352957045,0.3193235608224432,0.3504405937539592,0.20696694341064917,0.09198042945114973,0.0,3.6531283447773764e-20,9.883913312257332e-07,1.0701740275114612e-18,0.0,7.101807705411263e-31,5.602208932012817e-10,1.1341681247043933e-22,4.526293806313075e-22,4.8487571945207265e-31,6.26898586136111e-12,5.767066563104576e-14,1.4737376194940876e-49,3.3410478651537765e-10,6.517547797611216e-33,2.1566298890228425e-21,1.6589457116603264e-38,9.874784526962431e-07,1.750206263101851e-34,3.778023287126163e-05,4.8324957888666254e-05,6.486609653338611e-05,4.320999424956121e-05,2.590360866943291e-05,2.4418821824734905e-05,3.587860037670818e-06,1.6241242166826313e-06,3.709391369893225e-10,2.4514778802471554e-07,3.62503597213013e-06,8.15240043200355e-06,9.885779515693634e-14,1.9213518066558156e-05,2.916164171741307e-12,4.754622936617529e-10,2.3342774639546333e-10,1.589225734064468e-07,5.2159390001367826e-14,2.0711664949150497e-12,1.2819312783968894e-05,5.2732701520955946e-06
8.752619258033446e-12,0.10054149576763871,0.0,2.4961453625219914,0.031064715281861905,0.31932331637308586,0.3504404774227629,0.20696684003363386,0.0919804248051682,0.0,3.6975626984636275e-20,9.913326160445381e-07,1.0797641288585284e-18,0.0,7.2294643393213765e-31,5.659797295571442e-10,1.1477073651977085e-22,4.553271988135603e-22,4.8921736920522345e-31,6.306248325053636e-12,5.784227704505245e-14,1.4957968195709941e-49,3.351025929211389e-10,6.575906865679981e-33,2.182382172635184e-21,1.6887654699820866e-38,9.904139379444472e-07,1.77110965176044e-34,3.7785027483402196e-05,4.843590795375251e-05,6.510689872321425e-05,4.332338416095992e-05,2.594934312845127e-05,2.4500740410146686e-05,3.592514755653066e-06,1.6341272847512742e-06,3.721549888020072e-10,2.4735030217778394e-07,3.646299263525809e-06,8.18918064943587e-06,1.001586478986399e-13,1.9270211742512304e-05,2.9247693069785798e-12,4.768676809190548e-10,2.3335719953792936e-10,1.5987005584774057e-07,5.260316854650924e-14,2.0877567290872833e-12,1.2852578444148258e-05,5.283238721898301e-06
8.778589859451092e-12,0.10054149576763871,0.0,2.496144589251445,0.031064689236099938,0.31932307198297666,0.3504403611745104,0.2069667367877794,0.09198042022645485,0.0,3.74239464442585e-20,9.942738998873166e-07,1.0894114096008828e-18,0.0,7.359026877646067e-31,5.7178133417922e-10,1.161367354607407e-22,4.580330319547692e-22,4.9358485789283055e-31,6.34362057502357e-12,5.801388837338779e-14,1.5181193763371358e-49,3.3610042703527964e-10,6.634613252086789e-33,2.2083641905394912e-21,1.7190304317722232e-38,9.93349403130906e-07,1.7921995819198638e-34,3.778975551895029e-05,4.8546694599475e-05,6.534792676782115e-05,4.3436691129650765e-05,2.5994946491531827e-05,2.4582688621240887e-05,3.597164081740581e-06,1.6441618585263194e-06,3.733715042733103e-10,2.495659240552749e-07,3.6676209001921044e-06,8.226008625793319e-06,1.0147284781145154e-13,1.9326902558015943e-05,2.9333740102408804e-12,4.782729990639556e-10,2.332869396669241e-10,1.608203333298027e-07,5.304954925000149e-14,2.1044573697359145e-12,1.2885806249165874e-05,5.293188604965622e-06
8.804560460868739e-12,0.10054149576763871,0.0,2.4961438160795586,0.031064663215662536,0.31932282765202963,0.35044024500914095,0.2069666336727103,0.09198041571408415,0.0,3.787626468892277e-20,9.97215182754765e-07,1.0991160404813059e-18,0.0,7.4905180040788015e-31,5.776259055484554e-10,1.1751488071025847e-22,4.607468800459199e-22,4.979782621630867e-31,6.381102605731737e-12,5.818549961616038e-14,1.5407076407859808e-49,3.370982889099921e-10,6.693667987107906e-33,2.2345773018623342e-21,1.7497458956983476e-38,9.96284848254799e-07,1.8134771579504608e-34,3.7794417904372644e-05,4.865731807265356e-05,6.558918035904995e-05,4.3549915216276896e-05,2.6040419134258287e-05,2.4664666271240358e-05,3.601808096473443e-06,1.6542279371243328e-06,3.745886833979018e-10,2.5179469133340183e-07,3.6890008356274807e-06,8.26288430618437e-06,1.028004938030113e-13,1.9383590513250268e-05,2.941978280578516e-12,4.796782481034397e-10,2.332169658381757e-10,1.6177340571105495e-07,5.349854037422857e-14,2.1212690354424716e-12,1.2918996142722448e-05,5.3031199017574314e-06
8.830531062286385e-12,0.10054149576763871,0.0,2.496143043005172,0.031064637220541258,0.3193225833801593,0.3504401289265939,0.2069665306880519,0.09198041126714344,0.0,3.833260464345461e-20,1.000156464647578e-06,1.1088781922510745e-18,0.0,7.623960603971759e-31,5.835136425353708e-10,1.1890524389388428e-22,4.634687430780001e-22,5.023976586640868e-31,6.4186944116393114e-12,5.835711077347851e-14,1.5635639778599302e-49,3.380961785973944e-10,6.753072101018262e-33,2.261022869701976e-21,1.7809172075326659e-38,9.992202733153316e-07,1.8349434874568562e-34,3.7799015553247385e-05,4.8767778619747706e-05,6.583065918982714e-05,4.366305648143709e-05,2.6085761431138246e-05,2.4746673173760143e-05,3.6064468794831317e-06,1.664325519580537e-06,3.75806526170451e-10,2.5403664166886434e-07,3.710439023215069e-06,8.29980763653883e-06,1.0414168523858085e-13,1.9440275608396284e-05,2.950582118299419e-12,4.810834280430546e-10,2.33147277408015e-10,1.627292728496284e-07,5.395015018218388e-14,2.1381923468661535e-12,1.2952148068764526e-05,5.31303271238231e-06
8.856501663704031e-12,0.10054149576763871,0.0,2.4961422700271365,0.031064611250727795,0.31932233916728014,0.3504400129268086,0.2069664278334308,0.09198040688473284,0.0,3.879298929529444e-20,1.003097745566451e-06,1.1186980356699754e-18,0.0,7.759377765521047e-31,5.894447443998599e-10,1.2030789684581208e-22,4.661986210420008e-22,5.068431240438275e-31,6.456395987207816e-12,5.852872184545015e-14,1.5866907664915627e-49,3.3909409614953166e-10,6.812826624091442e-33,2.2877022611280484e-21,1.812549760428825e-38,1.0021556783117323e-06,1.8565996812777401e-34,3.780354936644561e-05,4.887807648685732e-05,6.607236295415339e-05,4.3776114985685763e-05,2.613097375560634e-05,2.4828709142806404e-05,3.611080509502036e-06,1.6744546048490187e-06,3.7702503258562766e-10,2.562918126987653e-07,3.731935416223122e-06,8.336778563598497e-06,1.0549652194193567e-13,1.9496957843634843e-05,2.9591855257644404e-12,4.824885388869905e-10,2.330778736488265e-10,1.6368793460374688e-07,5.440438693743431e-14,2.1552279267394557e-12,1.2985261971484253e-05,5.32292713659838e-06
8.882472265121677e-12,0.10054149576763871,0.0,2.496141497144316,0.031064585306214015,0.3193220950133067,0.3504398970097249,0.2069663251084745,0.09198040256596496,0.0,3.9257441694571354e-20,1.0060390255120782e-06,1.1285757415063233e-18,0.0,7.896792780963431e-31,5.954194107909874e-10,1.2172291160885256e-22,4.689365139289162e-22,5.11314734950207e-31,6.494207326899128e-12,5.870033283218302e-14,1.6100903996448813e-49,3.4009204161837556e-10,6.872932586599707e-33,2.3146168471812306e-21,1.844648995201442e-38,1.005091063243254e-06,1.8784468534856492e-34,3.78080202323046e-05,4.898821191972303e-05,6.631429134709455e-05,4.388909078953296e-05,2.6176056480027267e-05,2.4910773992775803e-05,3.615709064372653e-06,1.684615191802934e-06,3.78244202638101e-10,2.5856024204052834e-07,3.753489967805459e-06,8.373797034908121e-06,1.0686510419625528e-13,1.955363721914662e-05,2.96778850134045e-12,4.838935806435069e-10,2.330087537432769e-10,1.6464939083173335e-07,5.486125890409708e-14,2.17237639987206e-12,1.301833779531908e-05,5.3328032738141404e-06
8.908442866539324e-12,0.10054149576763871,0.0,2.4961407243555884,0.03106455938699195,0.31932185091815396,0.35043978117528196,0.2069662225128118,0.09198039830996474,0.0,3.9725984954175477e-20,1.0089803044851537e-06,1.1385114805369733e-18,0.0,8.036229147765269e-31,6.014378417467893e-10,1.231503604344165e-22,4.716824217297429e-22,5.158125680310264e-31,6.532128425175468e-12,5.887194373378441e-14,1.6337652843565572e-49,3.41090015055825e-10,6.933391018813977e-33,2.3417680028729275e-21,1.877220400603818e-38,1.0080264281091744e-06,1.9004861213867461e-34,3.781242902680665e-05,4.9098185163726735e-05,6.655644406477226e-05,4.4001983953444467e-05,2.6221009975698915e-05,2.499286753845452e-05,3.620332621056994e-06,1.6948072792347176e-06,3.7946403632254014e-10,2.608419672918153e-07,3.7751026310019143e-06,8.41086299880617e-06,1.0824753274501475e-13,1.9610313735112105e-05,2.9763910399167695e-12,4.852985533238501e-10,2.329399165192785e-10,1.6561364139227587e-07,5.532077434681991e-14,2.189638393136164e-12,1.3051375484951507e-05,5.3426612230892825e-06
8.93441346795697e-12,0.10054149576763871,0.0,2.4961399516598446,0.03106453349305376,0.31932160688173666,0.3504396654234196,0.20696612004607226,0.09198039411586936,0.0,4.019864224983308e-20,1.011921582486371e-06,1.148505423547339e-18,0.0,8.177710569826251e-31,6.075002376940707e-10,1.2459031578249786e-22,4.744363444354807e-22,5.203366999339888e-31,6.570159276499415e-12,5.904355455036143e-14,1.6577178417771795e-49,3.420880165137065e-10,6.994202951003836e-33,2.369157107184949e-21,1.910269513609102e-38,1.0109617729087918e-06,1.9227186055205993e-34,3.781677661374737e-05,4.92079964638922e-05,6.679882080435537e-05,4.411479453784175e-05,2.626583461285534e-05,2.507498959501844e-05,3.624951255645587e-06,1.7050308658562855e-06,3.8068453363361453e-10,2.6313702603044493e-07,3.796773358738783e-06,8.447976404415981e-06,1.0964390879287412e-13,1.9666987391711648e-05,2.984993150756055e-12,4.867034569244553e-10,2.328713612394272e-10,1.6658068614363762e-07,5.5782941530730424e-14,2.2070145354742118e-12,1.30843749853088e-05,5.352501083135521e-06
