Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211)
0.0,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7220885831057114e-26,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,4.440864726824555e-85,5.492251293143738e-29,8.88172940377865e-85,0.0,-4.1363760796427824e-181,3.494529505134186e-82,9.815695339129726e-136,1.4514378115461374e-70,0.0,7.515740777837229e-93,1.7175996130769146e-44,-5.512656748609269e-154,2.647948362367733e-57,0.0,1.2614915724639854e-136,-1.430448373960824e-169,5.492251293143739e-29,-1.3758210268297398e-135,2.4988363822757206e-19,8.541170625871991e-20,3.44535860981952e-74,6.785437649475691e-20,5.620312598563025e-20
4.821848032695992e-26,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.711034775177193e-84,1.5378303620802466e-28,1.3422069474990266e-83,0.0,8.271923285005622e-180,2.1106958211918524e-81,2.7682174401416017e-134,8.766684381738671e-70,3.278670256124444e-104,1.1357787463467622e-91,4.809278916615361e-44,-5.5126567486092674e-154,7.414255414629653e-57,1.144291735342384e-109,3.8444944385786947e-135,-1.4304483739608237e-169,1.537830362080247e-28,-5.635546825393316e-137,6.996741870372e-19,2.391527775244158e-19,2.08099660033099e-73,1.8999225418531938e-19,1.5736875275976468e-19
1.1021366931876555e-25,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,7.219424969104056e-83,3.5150408276119925e-28,1.4438849857134842e-82,0.0,8.968545673496829e-178,1.016209180226633e-80,6.021507315331901e-133,4.220781155976169e-69,3.7537428850730885e-103,1.2218189467714428e-90,1.0992637523692253e-43,-5.512656748609207e-154,1.6946869519153492e-56,1.3100972725042393e-108,8.611242476915762e-134,-1.430448373960769e-169,3.515040827611993e-28,3.0156713036277776e-134,1.599255284656449e-18,5.466349200558077e-19,1.0019102837355165e-72,4.342680095664443e-19,3.597000063080335e-19
2.342040473023768e-25,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.635895343999317e-82,7.469461758675484e-28,1.3271790613478332e-81,0.0,7.454457885335107e-176,4.43805247288896e-80,1.1162961937181449e-131,1.8433260206635949e-68,3.4693684240827027e-102,1.1230621129506614e-89,2.335935473784604e-43,-5.512656748606884e-154,3.6012097728201166e-56,1.210847479132706e-107,1.6818459546237598e-132,-1.4304483739561948e-169,7.469461758675486e-28,5.886407066048941e-133,3.3984174798949202e-18,1.1615992051185914e-18,4.37560543447079e-72,9.22819520328694e-19,7.643625134045711e-19
4.821848032695993e-25,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,5.677148176395723e-81,1.5378303620802467e-27,1.1354296289037755e-80,0.0,5.800611234959552e-174,1.8527995448486474e-79,1.9186629970709196e-130,7.695523276817622e-68,2.969873047307826e-101,9.60803282149778e-89,4.809278916615361e-43,-5.51265674852501e-154,7.414255414629652e-56,1.0365181361871776e-106,3.1838356187348223e-131,-1.430448373631428e-169,1.5378303620802471e-27,1.0150188268627282e-131,6.996741870371752e-18,2.391527775244159e-18,1.8267291349263094e-71,1.899922541853194e-18,1.5736875275976454e-18
9.781463152040442e-25,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,4.693975897525413e-80,3.1195987345056434e-27,9.387951742338045e-80,0.0,4.599490113446206e-172,7.569290699663789e-79,3.1801593993073735e-129,3.143872357321395e-67,2.455717330673421e-100,7.944107337951577e-88,9.755965802276874e-43,-5.5126567457783e-154,1.5040346698248717e-55,8.570721744821895e-106,6.248693252195085e-130,-1.430448351787226e-169,3.1195987345056438e-27,1.682745099624551e-130,1.419339065132498e-17,4.851384915495294e-18,7.46278456321347e-71,3.854128584902193e-18,3.1923375559837915e-18
1.970069339072934e-24,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,3.817063244288768e-79,6.2831354793564365e-27,7.634126445712375e-79,0.0,3.9311453942951975e-170,3.05962832767686e-78,5.178443544257381e-128,1.2708034730235973e-66,1.9969651193201094e-99,6.460016154826342e-87,1.96493395735999e-42,-5.512656655805219e-154,3.029252926548683e-55,6.969626413441577e-105,1.3338722890557564e-128,-1.4304469190303405e-169,6.283135479356438e-27,2.7399772950882525e-129,2.8586688213229684e-17,9.771099195997563e-18,3.0165768401102586e-70,7.762540671000192e-18,6.429637612756074e-18
3.9539153868107134e-24,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,3.0785997891312525e-78,1.2610208969058023e-26,6.157199543690201e-78,0.0,3.7308660203730387e-168,1.2302630973041214e-77,8.359250120662519e-127,5.109844873060637e-66,1.6106263552715797e-98,5.2102370590243e-86,3.943608711624596e-42,-5.512653742991091e-154,6.0796894399963004e-55,5.621261923547161e-104,3.174326142196328e-127,-1.4303540963716087e-169,1.2610208969058025e-26,4.4223448824717634e-128,5.737328333703213e-17,1.9610527757002104e-17,1.2129522800213987e-69,1.5579364843196185e-17,1.2904237726300598e-17
7.921607482286273e-24,0.05003979878925138,0.0,1.2424882039371117,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,2.472898772068858e-77,2.5264355948461195e-26,4.945797516367361e-77,0.0,3.9269081056819177e-166,4.933905296717213e-77,1.3437015924537343e-125,2.0492763374951203e-65,1.2937428415613332e-97,4.185145750654614e-85,7.900958220153807e-42,-5.512559990703331e-154,1.218056246689151e-54,4.515303844574282e-103,8.38394340388081e-126,-1.4243771592873252e-169,2.52643559484612e-26,7.106591390009392e-127,1.1494647358460902e-16,3.9289384879011176e-17,4.864481149052501e-69,3.1213013187588174e-17,2.5853437953389486e-17
