Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26)
0.0,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7207579842685167e-26,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.9775413388037195e-83,2.369209652096242e-28,3.95508262922002e-83,0.0,-2.486048988975837e-177,2.998958881033647e-80,1.374129741105543e-132,4.946552055843301e-69,5.357753396635664e-102,6.257340903398313e-91,3.31514980036423e-43,-3.1480464844351955e-151,1.2199491863318679e-55,3.4063678720065206e-107,1.8913443016969063e-133,-7.727420649825481e-167,2.3692096520962453e-28,7.044203657368268e-133,2.5478579879441376e-19,8.708729374951382e-20,1.6184677848468094e-72
4.818122355951847e-26,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.988460471200155e-82,6.633787025869478e-28,5.976920869277238e-82,0.0,4.841945778969637e-176,1.8113711642230382e-79,3.8752824109828014e-131,2.9877174417293537e-68,2.0419530654798293e-101,9.456093573215514e-90,9.282419441019845e-43,-3.148046484435171e-151,3.4158577217292305e-55,1.266523796639308e-106,5.436883316233131e-132,-7.727420649825363e-167,6.633787025869488e-28,5.581535279343793e-132,7.134002366243564e-19,2.4384442249863866e-19,9.77554542047473e-72
1.1012851099318508e-25,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.2148494036664e-81,1.5162941773415948e-27,6.4296987286703365e-81,0.0,5.147398642056021e-174,8.720972427204082e-79,8.42960016728005e-130,1.438457337839232e-67,1.4621567020225436e-100,1.0172433959836548e-88,2.1216958722331074e-42,-3.148046484434436e-151,7.807674792523954e-55,8.999542911724158e-106,1.1915663878114068e-130,-7.727420649818335e-167,1.516294177341597e-27,7.489220289866788e-131,1.630629112284234e-18,5.573586799968883e-19,4.706504318334523e-71
2.3402308586051825e-25,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.9550004717475937e-80,3.222125126850889e-27,5.910000871190831e-80,0.0,4.1229180265858794e-172,3.808677780099081e-78,1.5627107741847932e-128,6.282121110920993e-67,1.214790629583773e-99,9.350219365130012e-88,4.508603728495353e-42,-3.148046484408475e-151,1.6591308934113403e-54,7.468765239207118e-105,2.2396450949707633e-129,-7.727420649329656e-167,3.2221251268508938e-27,1.2253175302718118e-129,3.4650868636039573e-18,1.1843871949933876e-18,2.055454086755448e-70
4.818122355951846e-25,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.528065117030585e-79,6.633787025869478e-27,5.05613017220327e-79,0.0,2.999034232188211e-170,1.5900479997872558e-77,2.685917592272747e-127,2.6226619000081186e-66,1.0273644091468621e-98,7.999309522813548e-87,9.282419441019846e-42,-3.148046483504571e-151,3.415857721729229e-54,6.315591687479543e-104,3.9546239951362176e-128,-7.727420615366906e-167,6.633787025869488e-27,2.0681322376917856e-128,7.134002366243277e-18,2.4384442249863863e-18,8.581116195257783e-70
9.773905350645175e-25,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,2.0902531267468488e-78,1.3457110823906655e-26,4.18050620234839e-78,0.0,2.121638868259659e-168,6.495864903657425e-77,4.451767931554546e-126,1.0714429615038825e-65,8.482985682838543e-98,6.613983804941118e-86,1.883005086606883e-41,-3.1480464532242825e-151,6.929311378365005e-54,5.214725395605109e-103,6.903338201100031e-127,-7.727418336923954e-167,1.3457110823906672e-26,3.4197417217263173e-127,1.4471833371521403e-17,4.9465582849723836e-18,3.5056659606895817e-69
1.9685471340031832e-24,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,1.69975912862511e-77,2.710375841998101e-26,3.399518215659706e-77,0.0,1.5278057938799072e-166,2.625732457753183e-76,7.248734014170882e-125,4.330943759389491e-65,6.897098386800859e-97,5.378381787914842e-85,3.7925313716166796e-41,-3.1480454615145975e-151,1.3956218691636552e-53,4.239828666241802e-102,1.237626997144195e-125,-7.727268942040039e-167,2.710375841998105e-26,5.566512499619186e-126,2.914749538207561e-17,9.962786404944378e-18,1.4170462320870529e-68
3.950860331880515e-24,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,1.3709173152393571e-76,5.439705361212972e-26,2.7418345969344576e-76,0.0,1.1658850029818342e-164,1.0557954758879426e-75,1.1700079821223963e-123,1.741453437467857e-64,5.562648292897184e-96,4.337859757214274e-84,7.611583941636273e-41,-3.148013356306495e-151,2.801003331817961e-53,3.419506127405747e-101,2.364227163265015e-124,-7.71759062071182e-167,5.439705361212979e-26,8.984039349776604e-125,5.849881940317589e-17,1.9995242644888364e-17,5.697880575264574e-68
7.915486727635178e-24,0.052102880930398214,0.0,1.2937145335017874,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,1.1011953412820843e-75,1.0898364399642715e-25,2.2023906556195976e-75,0.0,9.773330350253213e-163,4.2342120985719243e-75,1.8803622929723587e-122,6.984007168332817e-64,4.468210528340401e-95,3.4844048599279485e-83,1.524968908167546e-40,-3.1469800158185784e-151,5.611766257126563e-53,2.746726385412103e-100,4.977777976473429e-123,-7.094397603166323e-167,1.089836439964273e-25,1.4437042785980563e-123,1.1720146744534377e-16,4.006015512477634e-17,2.285104954618491e-67
