Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88)
0.0,0.054791484931128634,0.0,1.3604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7320624680927965e-26,0.054791484931128634,0.0,1.3604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.7979887008434047e-81,1.3405595493282676e-27,4.5671245695567695e-80,0.0,-7.617226298169268e-173,3.9048074331177435e-56,7.508501647297932e-129,5.735056091893621e-67,8.000911738975925e-100,1.1988429924061166e-88,1.1179404101186394e-41,-6.007278228426783e-148,1.0069305761258597e-36,9.156316839953527e-105,1.0781949764917667e-129,-1.3859499927146888e-163,1.3405595493282787e-27,8.565751647359813e-130,2.6299327425462346e-19,8.989265743040699e-20,2.876577873881194e-20,7.141421812743983e-20,5.91517084957949e-20,2.8765650377730247e-20,1.2836108170603105e-25,1.397102119218601e-37,1.0069305762718746e-36
4.8497749106598304e-26,0.054791484931128634,0.0,1.3604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.71712052471455e-80,3.75356673811915e-27,6.901838649514427e-79,0.0,1.4730366015079427e-171,5.119223662868388e-55,2.1175202128514323e-127,3.463973879503748e-66,1.2773338608645268e-98,1.8116915301241206e-87,3.13023314833219e-41,-6.007278228425915e-148,2.8194056131524334e-36,1.544630440869471e-103,3.0519314381351456e-128,-1.3859499927143158e-163,3.7535667381191805e-27,2.5737126172669067e-128,7.363811679129431e-19,2.5169944080513967e-19,8.054418046867346e-20,1.9995981075683153e-19,1.6562478378822575e-19,8.05438210576447e-20,3.5941102877688692e-25,8.438496800080351e-37,2.8194056140343623e-36
1.1085199795793899e-25,0.054791484931128634,0.0,1.3604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.9229542711871025e-79,8.579581115700914e-27,7.424683070237435e-78,0.0,1.557430615627934e-169,5.197720276251936e-54,4.606071251137584e-126,1.6677543115226655e-65,1.3558481484018387e-97,1.9489350758947733e-86,7.154818624759293e-41,-6.0072782283836684e-148,6.444355687205683e-36,1.6448969281965911e-102,6.648366422435002e-127,-1.3859499926775236e-163,8.579581115700984e-27,5.556495355351386e-127,1.683156955229573e-18,5.75313007554605e-19,1.8410098392839646e-19,4.570509960156149e-19,3.785709343730874e-19,1.8410016241747358e-19,8.215109229185988e-25,4.062772962687693e-36,6.444355691451791e-36
2.3556049566062034e-25,0.054791484931128634,0.0,1.3604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.686698555896279e-78,1.8231609870864445e-26,6.824562901797868e-77,0.0,1.234232962610309e-167,4.656709971231553e-53,8.538887609623668e-125,7.283521236704901e-65,1.244725959556267e-96,1.7914071066926102e-85,1.5203989577613498e-40,-6.007278226734864e-148,1.3694255835312592e-35,1.5105377944061812e-101,1.2358463216228473e-125,-1.385949989782287e-163,1.8231609870864594e-26,1.02882073432081e-125,3.576708529862794e-18,1.2225401410535356e-18,3.9121459084784254e-19,9.712333665331817e-19,8.044632355428103e-19,3.912128451371313e-19,1.7457107112020223e-24,1.774319691407624e-35,1.369425585385646e-35
4.8497749106598305e-25,0.054791484931128634,0.0,1.3604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.2985271792937955e-77,3.75356673811915e-26,5.838557244227413e-76,0.0,8.79327118529717e-166,3.9359768354432244e-52,1.4676192800961473e-123,3.040726739921999e-64,1.064747960853344e-95,1.5325864953760685e-84,3.130233148332191e-40,-6.007278168657717e-148,2.819405613152805e-35,1.2921672219620644e-100,2.135599631178919e-124,-1.3859497849139244e-163,3.75356673811918e-26,1.7679966083345131e-124,7.363811679129079e-18,2.516994408051397e-18,8.054418046867346e-19,1.9995981075683153e-18,1.6562478378822548e-18,8.05438210576447e-19,3.59411028776887e-24,7.407435436097023e-35,2.819405620894505e-35
9.838114818767085e-25,0.054791484931128634,0.0,1.3604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,1.9004667209975774e-76,7.614378240184562e-26,4.827432036154609e-75,0.0,5.978651455059237e-164,3.2352316750106273e-51,2.432480174789836e-122,1.2422360897285263e-63,8.803406106893171e-95,1.2671721516938545e-83,6.349901529473873e-40,-6.007276220468525e-148,5.719365672396551e-35,1.068376373420796e-99,3.577701825721968e-123,-1.3859360089907448e-163,7.614378240184623e-26,2.9302653081481654e-123,1.493801797766103e-17,5.105902942047119e-18,1.633896232364519e-18,4.056327589638582e-18,3.3598170425611388e-18,1.6338889414550777e-18,7.290909440902564e-24,3.0261790743122585e-34,5.719365704023926e-35
1.9814794634981595e-24,0.054791484931128634,0.0,1.3604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,1.5454279753626648e-75,1.5336001244315386e-25,3.925587559839585e-74,0.0,4.0030992185305627e-162,2.623203514485458e-50,3.960692198741855e-121,5.021316891145277e-63,7.158770304336149e-94,1.0304433490949206e-82,1.2789238291757236e-39,-6.0072124048911714e-148,1.1519285790886671e-34,8.687846997460323e-99,5.94943703880453e-122,-1.3850324720443245e-163,1.5336001244315507e-25,4.771165293850035e-122,3.0086430574722444e-17,1.0283720010038563e-17,3.290805087720089e-18,8.169786553779115e-18,6.766955451918886e-18,3.2907904032123397e-18,1.4684507747169952e-23,1.2232299662776075e-33,1.1519285918729566e-34
3.976815426741061e-24,0.054791484931128634,0.0,1.3604725708399237,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,1.2464436491032123e-74,3.077924725257703e-25,3.166128581187954e-73,0.0,2.6979982804850842e-160,2.1126573756580543e-49,6.392666186829345e-120,2.019049437375517e-62,5.773806273291415e-93,8.310898914189776e-82,2.5667911816323962e-39,-6.005146423706187e-148,2.3119126027877408e-34,7.007062129757395e-98,1.0002936188823467e-120,-1.32649603995508e-163,3.077924725257727e-25,7.700677567565225e-121,6.038325576883533e-17,2.063935414602145e-17,6.604622798431233e-18,1.6396704482060185e-17,1.3581232270634298e-17,6.604593326726862e-18,2.947170435970472e-23,4.918553894793852e-33,2.3119126541928063e-34
7.967487353226865e-24,0.054791484931128634,0.0,1.3604725708399235,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,1.0012113234731819e-73,6.166573926910032e-25,2.5432066578713485e-72,0.0,1.8714452528045995e-158,1.695781152601702e-48,1.0273141874664218e-118,8.097291285808049e-62,4.637835060234386e-92,6.675765973948778e-81,5.142525886545742e-39,-5.9386504423183386e-148,4.631880650190087e-34,5.628453242313249e-97,1.7361701627978478e-119,2.4427179617230598e-163,6.166573926910076e-25,1.2374781627846693e-119,1.2097690615702124e-16,4.1350622417987205e-17,1.3232258219853527e-17,3.2850540338622304e-17,2.720978590806479e-17,1.3232199173755902e-17,5.904609758477424e-23,1.972560099512026e-32,4.6318808563473916e-34
