Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623),CHOX(653)
4.750019588703799e-11,0.07782336798655136,0.0,1.9313094217457918,0.031075110263184432,0.31903903247401305,0.3502707690241296,0.20683837359026194,0.09197066710882618,0.0,1.2646766446958902e-22,4.9465975269775424e-08,1.775599469996724e-22,0.0,3.8472587037091446e-33,1.4874309501014546e-08,5.954874523649074e-25,5.072877357264374e-26,3.3738468771294433e-37,3.664863187641309e-13,1.178776679523818e-17,1.019827456747908e-59,1.7347088606882143e-13,2.72360814946109e-40,3.32081578954146e-23,8.952273676454385e-43,4.919044223423993e-08,1.592934531312595e-39,4.7653983764620993e-05,0.00025363471559108105,0.0002289314881453526,0.00021397364943553023,8.11466584803772e-05,9.828930820030982e-05,1.0736001529112665e-06,8.749324344994561e-06,8.735877588680633e-12,1.6443998940137602e-06,8.231060866029286e-06,8.77722734633216e-06,1.2953580370238654e-11,9.259928101283067e-05,8.45675052812177e-14,5.538582078803356e-11,2.9099602645341333e-12,1.005847103683763e-07,7.764297695208759e-14,6.924777346368929e-12
4.754935566132239e-11,0.07782336798655136,0.0,1.931308430088744,0.031075110263184432,0.3190386650525327,0.3502705665024756,0.206838252967651,0.09197066757414366,0.0,1.2717075011524794e-22,4.951715431337442e-08,1.7814566373973464e-22,0.0,3.87118964182796e-33,1.4925054780775658e-08,5.979529059782381e-25,5.083379601543501e-26,3.3843308188873026e-37,3.6724478229894574e-13,1.1799962056851208e-17,1.0251147888305903e-59,1.7369427492193428e-13,2.7320715289620225e-40,3.334564494153774e-23,9.007958507265665e-43,4.924105214198521e-08,1.5995368060258883e-39,4.765397570913838e-05,0.0002538598825246219,0.00022921189896304606,0.0002141761199104964,8.117142555137224e-05,9.839242901078863e-05,1.0748470291629445e-06,8.767053550905014e-06,8.753786552845292e-12,1.6494127643783048e-06,8.24724431233697e-06,8.796928347039502e-06,1.3010462587120944e-11,9.26949282633289e-05,8.465494884515138e-14,5.5443082739939004e-11,2.909949037634791e-12,1.0079290618816457e-07,7.795817071494073e-14,6.9600415840517906e-12
4.7598515435606796e-11,0.07782336798655136,0.0,1.9313074384428588,0.031075110263184432,0.31903829766148994,0.35027036401779155,0.20683813239877283,0.0919706680405516,0.0,1.27876987739767e-22,4.956833332738511e-08,1.7873273962475696e-22,0.0,3.895244455817607e-33,1.497592431297124e-08,6.004260000793577e-25,5.0938926995912233e-26,3.394836453359618e-37,3.680040288567342e-13,1.1812157311353753e-17,1.0304240266083388e-59,1.7391776451762476e-13,2.740552420353642e-40,3.3483558050453674e-23,9.06393158106552e-43,4.9291661435632324e-08,1.606159578533273e-39,4.7653967675576495e-05,0.000254084980545489,0.00022949239693926803,0.00021437855341558258,8.119613904442498e-05,9.849554728373667e-05,1.0760939871264953e-06,8.784799645584038e-06,8.771713767994976e-12,1.6544355852131673e-06,8.263441717064629e-06,8.816652278048414e-06,1.3067538250531878e-11,9.27905751438947e-05,8.474227401778975e-14,5.550034467857542e-11,2.9099379703576532e-12,1.0100131690617555e-07,7.827431296085275e-14,6.995448780755444e-12
4.76476752098912e-11,0.07782336798655136,0.0,1.931306446808015,0.031075110263184432,0.31903793030087646,0.3502701615700707,0.20683801188351203,0.09197066850805143,0.0,1.2858638807695619e-22,4.961951231181287e-08,1.7932117654903998e-22,0.0,3.9194236580913767e-33,1.502691828808167e-08,6.029067504028014e-25,5.10441665139001e-26,3.405363802953136e-37,3.687640584344678e-13,1.1824352558748978e-17,1.0357552380933793e-59,1.7414135488582516e-13,2.7490508417242437e-40,3.3621898099528674e-23,9.120194090158478e-43,4.9342270115194694e-08,1.61280289120191e-39,4.7653959663938864e-05,0.0002543100096775996,0.00022977298206327453,0.000214580949957518,8.122079907497649e-05,9.859866300475858e-05,1.0773410265956802e-06,8.80256262516856e-06,8.789659233867622e-12,1.6594683653945237e-06,8.27965307415087e-06,8.836399140891576e-06,1.3124807831819598e-11,9.288622165455409e-05,8.482956796552764e-14,5.555760651670974e-11,2.9099270626284515e-12,1.0120994252139437e-07,7.859140553327199e-14,7.030999366478966e-12
4.7696834984175604e-11,0.07782336798655136,0.0,1.9313054551840916,0.031075110263184432,0.3190375629706836,0.35026995915930614,0.2068378914217533,0.09197066897664467,0.0,1.2929896187673139e-22,4.9670691266663143e-08,1.7991097640762514e-22,0.0,3.943727762088571e-33,1.5078036896675506e-08,6.053951726934735e-25,5.11495145692234e-26,3.415912890074577e-37,3.695248710291184e-13,1.1836547799040045e-17,1.0411084913888739e-59,1.7436504605646413e-13,2.757566811162109e-40,3.3760665966707115e-23,9.176747229236435e-43,4.939287818068574e-08,1.6194667864271962e-39,4.765395167422895e-05,0.0002545349699448667,0.00023005365432431706,0.00021478330954303093,8.124540575830665e-05,9.870177615946491e-05,1.0785881473643434e-06,8.82034248579415e-06,8.80762295020117e-12,1.6645111137964675e-06,8.295878377534029e-06,8.856168937098924e-06,1.3182271802794516e-11,9.298186779533297e-05,8.491698014487376e-14,5.5614868104712323e-11,2.9099163143757872e-12,1.0141878303280635e-07,7.890945027633823e-14,7.066693771761492e-12
4.774599475846001e-11,0.07782336798655136,0.0,1.931304463570967,0.031075110263184432,0.3190371956709029,0.3502697567854914,0.20683777101338163,0.09197066944633284,0.0,1.3001471991853491e-22,4.97218701919413e-08,1.8050214109691165e-22,0.0,3.968157283129668e-33,1.5129280329482895e-08,6.078912827152817e-25,5.125497116170699e-26,3.426483737130627e-37,3.702864666376581e-13,1.18487430322301e-17,1.0464838547646746e-59,1.7458883805946356e-13,2.7661003467554864e-40,3.389986253099276e-23,9.233592197368416e-43,4.944348563211888e-08,1.626151306656265e-39,4.765394370645011e-05,0.0002547598613711955,0.0002303344137116392,0.0002149856321788484,8.126995920940084e-05,9.880488673347714e-05,1.079835349226485e-06,8.83813922359392e-06,8.825604916733577e-12,1.6695638392892775e-06,8.312117621151979e-06,8.875961668195396e-06,1.3239930636115272e-11,9.307751356625723e-05,8.500441282026083e-14,5.567212954052131e-11,2.9099057254935025e-12,1.0162783843939664e-07,7.922844903610201e-14,7.10253242813328e-12
4.779515453274441e-11,0.07782336798655136,0.0,1.9313034719685223,0.031075110263184432,0.31903682840152603,0.3502695544486196,0.20683765065828216,0.09197066991711736,0.0,1.3073367300435186e-22,4.977304908765273e-08,1.8109467251433407e-22,0.0,3.9927127379733114e-33,1.5180648777357134e-08,6.1039509624661535e-25,5.1360536291175774e-26,3.437076366527937e-37,3.710488452570592e-13,1.186093825832229e-17,1.0518813966178715e-59,1.748127309247405e-13,2.7746514665925983e-40,3.403948867219675e-23,9.290730196969811e-43,4.9494092469507506e-08,1.6328564943756833e-39,4.765393576060568e-05,0.00025498468398048454,0.0002306152602144785,0.0002151879178716961,8.12944595430203e-05,9.890799471242493e-05,1.0810826319762234e-06,8.855952834699109e-06,8.843605133202801e-12,1.6746265507403244e-06,8.32837079894223e-06,8.895777335702134e-06,1.3297784805087159e-11,9.317315896735268e-05,8.50917278428434e-14,5.572939096255587e-11,2.909895295930518e-12,1.0183710874015034e-07,7.95484036607272e-14,7.138515767880372e-12
4.784431430702882e-11,0.07782336798655136,0.0,1.9313024803766354,0.031075110263184432,0.3190364611625444,0.35026935214868415,0.20683753035634045,0.09197067038899974,0.0,1.3145583195684764e-22,4.982422795380283e-08,1.816885725582764e-22,0.0,4.017394644697776e-33,1.5232142431264482e-08,6.129066290791416e-25,5.1466209957454715e-26,3.447690800673134e-37,3.7181200688429395e-13,1.1873133477319756e-17,1.0573011854622656e-59,1.7503672468220708e-13,2.7832201887616472e-40,3.41795452708705e-23,9.34816243352656e-43,4.954469869286506e-08,1.639582392108172e-39,4.765392783669884e-05,0.0002552094377966273,0.0002308961938220664,0.00021539016662829873,8.131890687372103e-05,9.901110008194557e-05,1.082329995407783e-06,8.873783315239237e-06,8.861623599346814e-12,1.6796992570143112e-06,8.344637904841968e-06,8.915615941136767e-06,1.3355834783608813e-11,9.326880399864506e-05,8.517906000373109e-14,5.5786652235879116e-11,2.9098850255983462e-12,1.0204659393405312e-07,7.986931599939108e-14,7.174644223982283e-12
4.789347408131322e-11,0.07782336798655136,0.0,1.9313014887951876,0.031075110263184432,0.31903609395394966,0.35026914988567825,0.20683741010744214,0.09197067086198149,0.0,1.3218120763385615e-22,4.987540679039703e-08,1.8228384312873569e-22,0.0,4.042203523627591e-33,1.5283761482363e-08,6.154258970270783e-25,5.1571992160368866e-26,3.458327061972795e-37,3.725759515163351e-13,1.1885328689225628e-17,1.062743290010097e-59,1.7526081936176758e-13,2.7918065313507953e-40,3.4320033208822626e-23,9.405890117751205e-43,4.959530430220494e-08,1.6463290424378557e-39,4.765391993473273e-05,0.0002554341228435074,0.00023117721452362486,0.00021559237845537936,8.13433013157117e-05,9.911420282768916e-05,1.0835774393155728e-06,8.89163066134091e-06,8.879660314903603e-12,1.6847819669714125e-06,8.360918932787814e-06,8.935477486011017e-06,1.3414081046587456e-11,9.336444866016003e-05,8.526653392679519e-14,5.584391323573246e-11,2.909874914435558e-12,1.0225629402009082e-07,8.019118790275598e-14,7.210918230597485e-12
4.7942633855597626e-11,0.07782336798655136,0.0,1.9313004972240588,0.031075110263184432,0.31903572677573333,0.3502689476595952,0.2068372899114733,0.09197067133606406,0.0,1.3290981091234266e-22,4.992658559744069e-08,1.8288048612658523e-22,0.0,4.0671398963109034e-33,1.5335506121914975e-08,6.17952915916889e-25,5.167788289974333e-26,3.4689851728334725e-37,3.733406791501556e-13,1.1897523894043027e-17,1.0682077790815325e-59,1.7548501499332203e-13,2.8004105124481843e-40,3.4460953368544406e-23,9.463914463203446e-43,4.964590929754053e-08,1.653096487982201e-39,4.765391205471042e-05,0.0002556587391450033,0.00023145832230837086,0.00021579455335966007,8.136764298301259e-05,9.921730293531282e-05,1.0848249634941023e-06,8.909494869129155e-06,8.89771527961116e-12,1.6898746894693404e-06,8.377213876716104e-06,8.95536197183337e-06,1.3472524069478201e-11,9.34600929519232e-05,8.53539162539996e-14,5.590117419588604e-11,2.9098649623376944e-12,1.0246620899724883e-07,8.051402122337263e-14,7.247338222525262e-12
4.799179362988203e-11,0.07782336798655136,0.0,1.9312995056631292,0.031075110263184432,0.3190353596278868,0.3502687454704282,0.2068371697683201,0.09197067181124897,0.0,1.3364165270419145e-22,4.997776437493924e-08,1.8347850345429778e-22,0.0,4.0922042865295865e-33,1.5387376541372788e-08,6.20487701597378e-25,5.178388217540332e-26,3.4796651556616728e-37,3.7410618978272867e-13,1.1909719091775072e-17,1.0736947216937038e-59,1.7570931160676244e-13,2.809032150141919e-40,3.460230663377267e-23,9.522236688640453e-43,4.969651367888529e-08,1.6598847714195137e-39,4.765390419663481e-05,0.0002558832867249843,0.0002317395171655118,0.00021599669134786116,8.139193198930143e-05,9.932040039048637e-05,1.0860725677380598e-06,8.927375934726123e-06,8.915788493207495e-12,1.6949774333613174e-06,8.393522730562626e-06,8.975269400106459e-06,1.353116432873711e-11,9.355573687396005e-05,8.544102865450415e-14,5.595843529500403e-11,2.909855169258434e-12,1.0267633886451268e-07,8.083781781599148e-14,7.283904635734925e-12
4.8040953404166435e-11,0.07782336798655136,0.0,1.9312985141122803,0.031075110263184432,0.31903499251040196,0.35026854331817064,0.20683704967786906,0.09197067228753769,0.0,1.3437674393911764e-22,5.002894312289804e-08,1.8407789701516052e-22,0.0,4.1173972192089575e-33,1.5439372932285625e-08,6.230302699287205e-25,5.188998998717407e-26,3.4903670328638774e-37,3.7487248341102734e-13,1.1921914282424871e-17,1.0792041869642785e-59,1.7593370923197698e-13,2.817671462520086e-40,3.4744093888878137e-23,9.580858015479976e-43,4.9747117446252575e-08,1.6666939354590613e-39,4.7653896360508834e-05,0.00025610776560731435,0.00023202079908424955,0.0002161987924267021,8.141616844808218e-05,9.942349517888616e-05,1.0873202518422278e-06,8.945273854252497e-06,8.933879955430619e-12,1.7000902074982807e-06,8.409845488262891e-06,8.995199772329926e-06,1.3590002301330084e-11,9.365138042629611e-05,8.552847651004268e-14,5.601569592683701e-11,2.9098455351400788e-12,1.0288668362086932e-07,8.11625795356146e-14,7.32061790679237e-12
4.809011317845084e-11,0.07782336798655136,0.0,1.9312975225713926,0.031075110263184432,0.31903462542327,0.35026834120281564,0.2068369296400069,0.0919706727649317,0.0,1.3511509556841986e-22,5.0080121841322494e-08,1.846786687134462e-22,0.0,4.142719220659366e-33,1.549149548631969e-08,6.255806367848383e-25,5.19962063348809e-26,3.5010908268465396e-37,3.7563956003202546e-13,1.193410946599553e-17,1.0847362441325947e-59,1.7615820789884895e-13,2.8263284676707464e-40,3.4886316018997933e-23,9.639779668362494e-43,4.9797720599655814e-08,1.673524022847549e-39,4.765388854633528e-05,0.0002563321758158521,0.00023230216805378076,0.0002164008566029013,8.14403524726491e-05,9.95265872861963e-05,1.0885680156015003e-06,8.963188623827197e-06,8.951989666018561e-12,1.7052130207284013e-06,8.426182143752089e-06,9.015153089999812e-06,1.364903846483996e-11,9.374702360895674e-05,8.561599078828042e-14,5.607295636088252e-11,2.9098360598491153e-12,1.0309724326530444e-07,8.148830823847514e-14,7.357478472985387e-12
4.8139272952735244e-11,0.07782336798655136,0.0,1.9312965310403478,0.031075110263184432,0.3190342583664827,0.3502681391243567,0.2068368096546206,0.0919706732434325,0.0,1.3585671857387018e-22,5.0131300530217985e-08,1.8528082045481881e-22,0.0,4.168170819146035e-33,1.5543744395306506e-08,6.2813881805906935e-25,5.210253121834913e-26,3.511836560016073e-37,3.7640741964269644e-13,1.1946304642490147e-17,1.09029096260978e-59,1.7638280763725462e-13,2.8350031836819305e-40,3.5028973910351636e-23,9.699002876477112e-43,4.9848323139108404e-08,1.680375076384556e-39,4.765388075411692e-05,0.00025655651737444793,0.0002325836240632941,0.0002166028838831756,8.146448417600063e-05,9.962967669811198e-05,1.0898158588109284e-06,8.981120239566648e-06,8.970117624709357e-12,1.7103458818959464e-06,8.442532690964941e-06,9.035129354607057e-06,1.3708273297721312e-11,9.38426664219673e-05,8.570324580315506e-14,5.613021692338451e-11,2.90982674334665e-12,1.0330801779680372e-07,8.181500578353358e-14,7.394486772620889e-12
4.818843272701965e-11,0.07782336798655136,0.0,1.9312955395190274,0.031075110263184432,0.3190338913400316,0.350267937082787,0.2068366897215973,0.0919706737230416,0.0,1.366016239656681e-22,5.0182479189589925e-08,1.8588435414623977e-22,0.0,4.193752544759179e-33,1.5596119851231654e-08,6.307048296628454e-25,5.220896463740426e-26,3.5226042547788505e-37,3.771760622400145e-13,1.1958499811911808e-17,1.0958684119671935e-59,1.766075084770641e-13,2.843695628641637e-40,3.517206845016753e-23,9.758528873259363e-43,4.9898925064623745e-08,1.6872471389189355e-39,4.76538729838564e-05,0.0002567807903069444,0.00023286516710196978,0.00021680487427424053,8.148856367086045e-05,9.973276340033867e-05,1.0910637812657094e-06,8.999068697584954e-06,8.988263831241056e-12,1.715488799841543e-06,8.458897123835732e-06,9.055128567637873e-06,1.3767707279241756e-11,9.393830886535302e-05,8.579047584407856e-14,5.618747737975401e-11,2.909817585564368e-12,1.0351900721435389e-07,8.214267403141877e-14,7.431643244957209e-12
4.823759250130405e-11,0.07782336798655136,0.0,1.9312945480073134,0.031075110263184432,0.3190335243439082,0.35026773507809983,0.20683656984082452,0.09197067420376043,0.0,1.3734982276936565e-22,5.023365781944368e-08,1.8648927169536946e-22,0.0,4.2194649285768e-33,1.5648622046163695e-08,6.332786875173392e-25,5.231550659187181e-26,3.533393933541229e-37,3.7794548782095354e-13,1.1970694974263602e-17,1.1014686618626937e-59,1.7683231044814397e-13,2.852405820637848e-40,3.531560052621701e-23,9.81835889444319e-43,4.994952637621522e-08,1.6941402533260725e-39,4.7653865235556324e-05,0.0002570049946371801,0.00023314679715898397,0.00021700682778281083,8.151259106980427e-05,9.983584737858739e-05,1.0923117827611206e-06,9.01703399399497e-06,9.006428285351708e-12,1.7206417834038585e-06,8.475275436298533e-06,9.075150730575913e-06,1.3827340889106794e-11,9.403395093913915e-05,8.587795348318927e-14,5.624473745705636e-11,2.9098085864319807e-12,1.037302115169418e-07,8.247131484260439e-14,7.468948329764857e-12
4.828675227558846e-11,0.07782336798655136,0.0,1.931293556505087,0.031075110263184432,0.3190331573781041,0.3502675331102884,0.20683645001218992,0.09197067468559054,0.0,1.3810132604084588e-22,5.0284836419784656e-08,1.870955750112502e-22,0.0,4.2453085036268085e-33,1.5701251172335256e-08,6.358604075629885e-25,5.24221570815773e-26,3.544205618709522e-37,3.7871569638248813e-13,1.1982890129548604e-17,1.1070917821250478e-59,1.7705721358035398e-13,2.861133777758513e-40,3.5459571027345464e-23,9.878494180299598e-43,5.000012707389624e-08,1.7010544625338145e-39,4.765385750921924e-05,0.0002572291303889854,0.0002334285142235051,0.00021720874441559976,8.153656648511606e-05,9.993892861858011e-05,1.093559863092595e-06,9.03501612490708e-06,9.024610986779386e-12,1.725804841417682e-06,8.491667622286944e-06,9.095195844899776e-06,1.388717460788855e-11,9.412959264335081e-05,8.596543790728995e-14,5.630199739652959e-11,2.9097997458396263e-12,1.0394163070355369e-07,8.280093007989703e-14,7.506402467828648e-12
4.833591204987286e-11,0.07782336798655136,0.0,1.9312925650122315,0.031075110263184432,0.3190327904426109,0.3502673311793462,0.20683633023558143,0.09197067516853343,0.0,1.3885614485832034e-22,5.033601499061823e-08,1.8770326600393974e-22,0.0,4.2712838043752795e-33,1.575400742209948e-08,6.3845000575437535e-25,5.252891610634638e-26,3.5550393326900137e-37,3.7948668792159265e-13,1.1995085277769887e-17,1.1127378427087972e-59,1.7728221790354894e-13,2.86987951809156e-40,3.560398084318682e-23,9.93893597444596e-43,5.00507271576802e-08,1.707989809508535e-39,4.7653849804847584e-05,0.00025745319758618465,0.00023371031828469557,0.00021741062417931953,8.1560490028866e-05,0.00010004200710604682,1.0948080220556807e-06,9.05301508642987e-06,9.042811935262165e-12,1.7309779827149576e-06,8.508073675734249e-06,9.115263912084369e-06,1.3947208916795877e-11,9.422523397801306e-05,8.605268144962099e-14,5.6359257446280294e-11,2.9097910637415235e-12,1.0415326477317581e-07,8.313152160870329e-14,7.54400610067859e-12
4.8385071824157266e-11,0.07782336798655136,0.0,1.9312915735286293,0.031075110263184432,0.3190324235374201,0.35026712928526627,0.20683621051088713,0.09197067565259053,0.0,1.3961429032827688e-22,5.03871935319498e-08,1.883123465847821e-22,0.0,4.2973913671091815e-33,1.5806890987962125e-08,6.410474980639959e-25,5.263578366600477e-26,3.565895097888952e-37,3.8025846243524177e-13,1.2007280418930512e-17,1.1184069137277527e-59,1.775073234475772e-13,2.878643059724884e-40,3.5748830864373726e-23,9.999685524736536e-43,5.0101326627580486e-08,1.7149463372653956e-39,4.765384212244379e-05,0.0002576771962525948,0.00023399220933170971,0.00021761246708068083,8.158436181285417e-05,0.00010014508282672773,1.0960562594460704e-06,9.07103087466962e-06,9.061031130538128e-12,1.7361612161240216e-06,8.524493590573303e-06,9.135354933599906e-06,1.4007444297844652e-11,9.432087494315095e-05,8.613992658607368e-14,5.641651736352034e-11,2.9097825400433756e-12,1.0436511372479541e-07,8.346309129537459e-14,7.581759670789345e-12
4.843423159844167e-11,0.07782336798655136,0.0,1.9312905820541633,0.031075110263184432,0.31903205666252343,0.35026692742804205,0.20683609083799545,0.0919706761377634,0.0,1.4037577357564208e-22,5.043837204378474e-08,1.8892281866595853e-22,0.0,4.323631729304709e-33,1.5859902062528293e-08,6.4365290047600325e-25,5.27427597603782e-26,3.5767729367125607e-37,3.810310199204107e-13,1.2019475553033543e-17,1.1240990653995617e-59,1.777325302422832e-13,2.8874244207463604e-40,3.5894121982188746e-23,1.0060744081792691e-42,5.015192548361048e-08,1.7219240888513083e-39,4.76538344620102e-05,0.0002579011264120278,0.0002342741873536968,0.00021781427312639367,8.160818194870518e-05,0.00010024815576636962,1.097304575059552e-06,9.089063485731136e-06,9.079268572345377e-12,1.741354550470864e-06,8.540927360736696e-06,9.155468910913553e-06,1.4067881233576209e-11,9.441651553878942e-05,8.622742671611774e-14,5.6473776894514945e-11,2.9097741747091612e-12,1.0457717755739968e-07,8.379564100660869e-14,7.619663621250874e-12
4.8483391372726075e-11,0.07782336798655136,0.0,1.9312895905887166,0.031075110263184432,0.3190316898179123,0.3502667256076668,0.20683597121679498,0.09197067662405346,0.0,1.4114060575587625e-22,5.048955052612844e-08,1.8953468416103667e-22,0.0,4.350005430408071e-33,1.5913040838567503e-08,6.462662289938415e-25,5.284984438929251e-26,3.5876728715670213e-37,3.818043603740743e-13,1.2031670680082027e-17,1.1298143681137898e-59,1.7795783831750443e-13,2.8962236192438346e-40,3.603985508898986e-23,1.0122112900819662e-42,5.0202523725783595e-08,1.728923107365725e-39,4.765382682354904e-05,0.00025812498808828733,0.00023455625233979863,0.0002180160423231663,8.163195054775356e-05,0.00010035122591073023,1.0985529686920696e-06,9.107112915716756e-06,9.097524260422017e-12,1.7465579945775884e-06,8.557374980156568e-06,9.175605845487425e-06,1.4128520207401893e-11,9.451215576495336e-05,8.631479568215144e-14,5.653103642607032e-11,2.909765967609842e-12,1.0478945626997523e-07,8.41291726114274e-14,7.657718396171662e-12
4.853255114701048e-11,0.07782336798655136,0.0,1.931288599132172,0.031075110263184432,0.31903132300357845,0.3502665238241338,0.20683585164717477,0.09197067711146227,0.0,1.4190879805546193e-22,5.0540728978986276e-08,1.9014794498499112e-22,0.0,4.376513011868495e-33,1.596630750901613e-08,6.488874996405339e-25,5.295703755257359e-26,3.5985949248584777e-37,3.825784837932081e-13,1.204386580007901e-17,1.1355528924346515e-59,1.7818324770307134e-13,2.905040673305116e-40,3.6186031078226616e-23,1.0183793241683338e-42,5.0253121354113203e-08,1.7359434359614286e-39,4.765381920706252e-05,0.00025834878130516915,0.00023483840427914834,0.00021821777467770568,8.165566772104061e-05,0.00010045429324557838,1.0998014401397265e-06,9.125179160726317e-06,9.115798194506166e-12,1.7517715572623553e-06,8.573836442764622e-06,9.195765738778527e-06,1.4189361703616976e-11,9.460779562166759e-05,8.64020441616724e-14,5.658829594755352e-11,2.9097579187122196e-12,1.0500194986150914e-07,8.446368798115279e-14,7.695924440695064e-12
4.8581710921294883e-11,0.07782336798655136,0.0,1.9312876076844139,0.031075110263184432,0.31903095621951333,0.35026632207743635,0.2068357321290239,0.09197067759999127,0.0,1.4268036168341037e-22,5.0591907402363646e-08,1.9076260305381656e-22,0.0,4.403155016592835e-33,1.601970226693145e-08,6.515167284532819e-25,5.306433925004743e-26,3.6095391189930425e-37,3.8335339017478763e-13,1.2056060913027525e-17,1.141314709053141e-59,1.7840875842880965e-13,2.913875601017994e-40,3.6332650844139006e-23,1.0245786367641249e-42,5.030371836861269e-08,1.7429851178298206e-39,4.76538116125528e-05,0.0002585725060864628,0.0002351206431608726,0.00021841947019671758,8.167933357939612e-05,0.00010055735775669105,1.1010499891987392e-06,9.143262216857874e-06,9.134090374335958e-12,1.756995247340468e-06,8.590311742492222e-06,9.215948592240164e-06,1.425040620715787e-11,9.470343510895683e-05,8.648949534734965e-14,5.664555513533381e-11,2.9097500279308514e-12,1.0521465833098925e-07,8.479918898787633e-14,7.734282200715699e-12
4.863087069557929e-11,0.07782336798655136,0.0,1.9312866162453255,0.031075110263184432,0.31903058946570856,0.3502661203675677,0.2068356126622317,0.09197067808964199,0.0,1.4345530787471295e-22,5.064308579626591e-08,1.9137866028468456e-22,0.0,4.429931989167918e-33,1.6073225305510262e-08,6.541539314856492e-25,5.317174948154004e-26,3.6205054763767926e-37,3.841290795157887e-13,1.2068256018930609e-17,1.1470998888064714e-59,1.7863437052453899e-13,2.9227284204702266e-40,3.6479715281879194e-23,1.0308093545859924e-42,5.035431476929545e-08,1.7500481962068707e-39,4.765380404002189e-05,0.00025879616245595087,0.00023540296897409186,0.0002186211288869066,8.170294823340561e-05,0.00010066041942985432,1.1022986156654574e-06,9.161362080207375e-06,9.152400799649529e-12,1.762229073623931e-06,8.606800873270378e-06,9.236154407321357e-06,1.4311654203700528e-11,9.479907422684578e-05,8.657688293180818e-14,5.6702814256179003e-11,2.909742295181183e-12,1.054275816774026e-07,8.513567750535622e-14,7.772792122994365e-12
4.868003046986369e-11,0.07782336798655136,0.0,1.9312856248147916,0.031075110263184432,0.3190302227421559,0.35026591869452134,0.2068354932466878,0.09197067858041592,0.0,1.4423364788830781e-22,5.069426416069847e-08,1.919961185958493e-22,0.0,4.45684447573174e-33,1.6126876818077642e-08,6.567991248062435e-25,5.327926824687754e-26,3.631494019415776e-37,3.8490555181318725e-13,1.2080451117791284e-17,1.1529085026665803e-59,1.788600840200738e-13,2.9315991497495478e-40,3.6627225287438084e-23,1.0370716047115154e-42,5.0404910556174835e-08,1.7571327143695295e-39,4.765379648947186e-05,0.00025901975043740984,0.00023568538170791993,0.00021882275075497606,8.172651179343075e-05,0.00010076347825086291,1.103547319336352e-06,9.17947874686888e-06,9.170729470185033e-12,1.7674730449217172e-06,8.623303829029747e-06,9.256383185467214e-06,1.437310617960179e-11,9.489471297535905e-05,8.666413089311811e-14,5.6760073386287895e-11,2.909734720401295e-12,1.0564071989973657e-07,8.547315540898113e-14,7.811454655089207e-12
4.8729190244148097e-11,0.07782336798655136,0.0,1.9312846333926963,0.031075110263184432,0.3190298560488467,0.35026571705829035,0.20683537388228213,0.09197067907231457,0.0,1.4501539300957484e-22,5.07454424956667e-08,1.9261497990675944e-22,0.0,4.483893024137151e-33,1.6180656998100126e-08,6.59452324500255e-25,5.338689554588608e-26,3.642504770516006e-37,3.8568280706395954e-13,1.2092646209612567e-17,1.1587406217541336e-59,1.7908589894522267e-13,2.9404878069436653e-40,3.677518175773102e-23,1.0433655146172917e-42,5.045550572926427e-08,1.764238715639916e-39,4.7653788960904636e-05,0.000259243270054609,0.00023596788135146323,0.00021902433580762802,8.175002436958736e-05,0.00010086653420552093,1.1047961000080288e-06,9.197612212934333e-06,9.189076385680624e-12,1.7727271700394564e-06,8.639820603700625e-06,9.276634928118503e-06,1.443476262196968e-11,9.499035135452124e-05,8.675152429089831e-14,5.681733224022258e-11,2.909727303521299e-12,1.0585407299697926e-07,8.581162457538623e-14,7.850270245438748e-12
4.87783500184325e-11,0.07782336798655136,0.0,1.931283641978924,0.031075110263184432,0.31902948938577275,0.3502655154588681,0.2068352545689047,0.09197067956533939,0.0,1.4580055455195857e-22,5.079662080117597e-08,1.9323524613813063e-22,0.0,4.511078184057218e-33,1.623456603919436e-08,6.621135466704713e-25,5.34946313783919e-26,3.6535377520834585e-37,3.864608452650819e-13,1.210484129439747e-17,1.164596317347647e-59,1.7931181532978786e-13,2.9493944101402546e-40,3.692358559065438e-23,1.0496912122034478e-42,5.050610028857709e-08,1.771366243388087e-39,4.7653781454322095e-05,0.00025946672133131025,0.0002362504678938212,0.00021922588405156324,8.177348607173067e-05,0.00010096958727964237,1.1060449574772362e-06,9.215762474493456e-06,9.20744154587448e-12,1.7779914577792275e-06,8.656351191212909e-06,9.296909636711424e-06,1.4496624018709886e-11,9.508598936435679e-05,8.683897728922023e-14,5.687459090400557e-11,2.9097200444464607e-12,1.0606764096811834e-07,8.615108688232795e-14,7.889239343415919e-12
