Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549),NO(1009),S(567),H2NOX(203),H2N2X(602),CX(33),SX(1186),CHX(35),ONONO(331),SX(540),SX(1325),S(1330),NO2NO(328),SX(1341),S(1436),CH2OH(45),S(1677)
9.563906094437943e-11,0.11229247039749245,0.0,0.0027847322176093297,0.03107510449242928,0.3194013144047749,0.350425670320308,0.20701194122156522,0.09201827373761326,1.9206546741409923e-40,1.3081549521874065e-16,5.176862449735684e-05,2.183591394358993e-13,5.802080262917775e-29,4.0456185630781873e-25,6.8363313520596215e-09,1.0899944865269245e-19,6.989906293430839e-16,4.007542698930338e-25,7.091250702798767e-12,2.1439895281020822e-11,5.907578104041273e-36,1.0979802018037524e-07,9.129830683598866e-23,2.235610045204814e-18,1.0624059766091386e-31,5.170938591300308e-05,3.9772737882982217e-22,3.66068055634428e-08,6.723714917141401e-08,1.8143599702854058e-06,1.0306984421282448e-07,3.307312428598417e-08,8.959036668233879e-08,1.4715291270425423e-08,8.003200810479725e-08,7.360289812300728e-06,2.815031599412017e-07,1.4137918400175205e-07,4.119891752010213e-07,7.198564124400783e-06,2.2403460254159127e-07,1.0451166240678643e-13,2.6100499616944788e-11,1.6096561791411044e-07,8.735292921541657e-09,1.1340045397789408e-08,4.316374703549813e-08,1.8787579040802164e-09,1.409806964997907e-14,3.346882207739711e-11,4.978092159260649e-33,3.1303442253484505e-09,3.387701045908821e-09,6.04624869144162e-12,1.975738573147901e-18,5.038895663725365e-26,1.7211123014359732e-07,2.8659500205655145e-14,2.5567801507920314e-15,1.8265689723188902e-11,8.540162637515315e-15,1.3323300379070658e-23,1.4753277167206244e-15,5.846793746097742e-13,7.416991847567603e-15,3.1043542134831935e-23,1.7923889266741662e-21,6.859138168038844e-30,2.177729819324928e-08,2.6404411434936492e-14
9.58246818203239e-11,0.11229247039749245,0.0,0.002784725471942329,0.031075104594731524,0.31940129801204276,0.35042555577336953,0.20701194070303575,0.0920182741907316,1.9453309239419497e-40,1.3159991012404347e-16,5.1869003944702774e-05,2.1962326791933098e-13,5.854837587780557e-29,4.0898464948627205e-25,6.8797190373871864e-09,1.0985297341870384e-19,7.017068484050675e-16,4.0309696721517557e-25,7.1192413648171904e-12,2.1481505726925598e-11,5.976650603119646e-36,1.1001089851218896e-07,9.20083743559765e-23,2.251511073647428e-18,1.0745071155742545e-31,5.1809535256092654e-05,4.008208844058383e-22,3.6606760486224236e-08,6.725447611941696e-08,1.8181950419009059e-06,1.0307425519269896e-07,3.307304437040113e-08,8.957826439078044e-08,1.4720278456079699e-08,8.008181688242727e-08,7.3747062475688735e-06,2.8244425820217223e-07,1.414518692586298e-07,4.130432290748167e-07,7.2125270489404825e-06,2.2446838051719323e-07,1.049863109591096e-13,2.627396573101431e-11,1.6142613788388664e-07,8.721737743299597e-09,1.1344393447781518e-08,4.3330954434563925e-08,1.886512004206985e-09,1.4216101256337047e-14,3.3594246248435256e-11,5.0358981365616935e-33,3.1423745742339393e-09,3.400863545078306e-09,6.078986338689918e-12,1.9941015909684714e-18,5.0779963945281085e-26,1.7246480853164168e-07,2.875056576519454e-14,2.571159277254635e-15,1.8391359139559354e-11,8.579263617061103e-15,1.342655283133826e-23,1.471033628498718e-15,5.86961720732777e-13,7.421741354141556e-15,3.1292484898036054e-23,1.7950136769781416e-21,6.940205272728403e-30,2.186175784181857e-08,2.6609165844904915e-14
9.601030269626837e-11,0.11229247039749245,0.0,0.002784718727339116,0.031075104697203853,0.319401281618563,0.35042544122649544,0.20701194018434665,0.09201827464474252,1.970279604374365e-40,1.3238749526959496e-16,5.196938302195707e-05,2.2089228570733345e-13,5.907990942853879e-29,4.1344750214465817e-25,6.923289189033305e-09,1.1071152218122908e-19,7.044283360522587e-16,4.0544880441935415e-25,7.147289044269702e-12,2.1523116169442038e-11,6.046394753014911e-36,1.1022377598109693e-07,9.272257487379988e-23,2.26749630166372e-18,1.0867228426539876e-31,5.190968378369967e-05,4.039323973380384e-22,3.66067152872179e-08,6.72717923462088e-08,1.8220293776904024e-06,1.0307861679386169e-07,3.3072964447535234e-08,8.956614412149836e-08,1.4725248831003343e-08,8.013130274137651e-08,7.389123190888331e-06,2.833858700269874e-07,1.415240314882699e-07,4.1409738525096e-07,7.226489940926695e-06,2.2490215346103523e-07,1.054620433279801e-13,2.6448207705251772e-11,1.6188708655096062e-07,8.708228544844256e-09,1.134872790932932e-08,4.34984831210255e-08,1.894283773642283e-09,1.433487602748894e-14,3.371998330614125e-11,5.09426332144646e-33,3.1544279774072784e-09,3.414051564292461e-09,6.111833537022312e-12,2.012598445350516e-18,5.117325051741583e-26,1.7281835532284735e-07,2.8841592359760954e-14,2.585591779304091e-15,1.851762305282096e-11,8.618456423842386e-15,1.3530405369375407e-23,1.4667568380021835e-15,5.892457603298795e-13,7.42646325163468e-15,3.154292601209107e-23,1.7976258481455154e-21,7.02208628719417e-30,2.1946380718805353e-08,2.6815106159186293e-14
9.619592357221283e-11,0.11229247039749245,0.0,0.0027847119838036467,0.031075104799845762,0.3194012652243356,0.3504253266796854,0.20701193966549794,0.09201827509964604,1.9955032722088177e-40,1.3317825718310915e-16,5.206976172912087e-05,2.2216620262111148e-13,5.961542802843504e-29,4.179507029671108e-25,6.9670421551064116e-09,1.115751148324014e-19,7.071550922927938e-16,4.078097995694798e-25,7.175393753307747e-12,2.1564726608577852e-11,6.116815767759847e-36,1.1043665258708279e-07,9.344092438778757e-23,2.2835660258622936e-18,1.0990540239844375e-31,5.2009831495829556e-05,4.070619873381299e-22,3.660666996753704e-08,6.728909786833541e-08,1.8258629742570308e-06,1.0308292953600624e-07,3.3072884517924884e-08,8.955400622686863e-08,1.4730202533255291e-08,8.018046727403593e-08,7.403540642255208e-06,2.843279917565299e-07,1.4159567325163768e-07,4.1515164183488054e-07,7.240452800359205e-06,2.2533592136767162e-07,1.0593885916952642e-13,2.6623227231237512e-11,1.6234846387368122e-07,8.694765101156626e-09,1.135304884741181e-08,4.366633308363503e-08,1.9020732225205357e-09,1.445439704731888e-14,3.384603394444356e-11,5.153192056415582e-33,3.1665044347769414e-09,3.4272651035456447e-09,6.144790414011572e-12,2.031229840624779e-18,5.1568825325758624e-26,1.7317187049083184e-07,2.893257944698649e-14,2.6000795169384943e-15,1.864448293972346e-11,8.65774105544766e-15,1.3634860338763002e-23,1.4624954306615141e-15,5.915314827578889e-13,7.431157736272908e-15,3.179487154362551e-23,1.800225489811415e-21,7.104788031535377e-30,2.203116682284147e-08,2.7022236922711002e-14
9.656716532410177e-11,0.11229247039749245,0.0,0.002784698499951674,0.031075105005636195,0.3194012324336373,0.35042509758625506,0.20701193862732167,0.09201827601213067,2.04678589928608e-40,1.3476933742290415e-16,5.2270518033181374e-05,2.2472877312751714e-13,6.069852003216659e-29,4.270793116315501e-25,7.055097921053762e-09,1.133175115748016e-19,7.126244105864626e-16,4.125593359736622e-25,7.2317743087906306e-12,2.1647947476738452e-11,6.2597093997642e-36,1.108624032102221e-07,9.48901345517725e-23,2.315960151942842e-18,1.1240662385116389e-31,5.221012447367983e-05,4.133756780608933e-22,3.660657897057521e-08,6.732367686383671e-08,1.8335279362227235e-06,1.0309141049488293e-07,3.307272464055898e-08,8.952967894675979e-08,1.4740060467532065e-08,8.027783869762825e-08,7.432377069115645e-06,2.862137503822581e-07,1.417374055686306e-07,4.1726044870222886e-07,7.26837842156227e-06,2.2620344204756306e-07,1.068957398895508e-13,2.697560570000177e-11,1.6327250432308334e-07,8.667974584906126e-09,1.1361650410673124e-08,4.400299679230852e-08,1.9177051991418176e-09,1.4695690196702138e-14,3.4099078740412786e-11,5.27275767480612e-33,3.1907265117391387e-09,3.4537687421465394e-09,6.211033713136986e-12,2.068899082409701e-18,5.236687563451436e-26,1.7387880585430867e-07,2.9114432950423436e-14,2.629213252300343e-15,1.8899996568374386e-11,8.736585851796557e-15,1.3845586978241316e-23,1.4540232076463695e-15,5.961079218440921e-13,7.440465215044266e-15,3.23033001906902e-23,1.8053873823871297e-21,7.272681224641797e-30,2.2201228706588914e-08,2.7440088019701657e-14
9.69012829008018e-11,0.11229247039749245,0.0,0.002784686368175898,0.031075105191422363,0.31940120291945057,0.3504248914023815,0.20701193769241724,0.09201827683641917,2.0939067887455626e-40,1.3621223966306808e-16,5.245119744113743e-05,2.2705194018816802e-13,6.168718270457169e-29,4.3543597815160865e-25,7.134976820133158e-09,1.1490311914188555e-19,7.175648157217117e-16,4.168654201725155e-25,7.282711971992937e-12,2.1722846246598792e-11,6.390681475678273e-36,1.112455758196879e-07,9.620877439291035e-23,2.345406829001749e-18,1.1469808748749598e-31,5.2390385364868114e-05,4.1912052538348445e-22,3.6606496671650014e-08,6.73547615119801e-08,1.8404238401343429e-06,1.0309888136268341e-07,3.307258073299829e-08,8.950772755174534e-08,1.4748876954659204e-08,8.036438988508838e-08,7.458331590773144e-06,2.879126406752182e-07,1.4186321012665313e-07,4.1915869949388987e-07,7.2935113693092346e-06,2.2698419337766528e-07,1.0776063454149024e-13,2.729542249925006e-11,1.6410560632682756e-07,8.64401737240757e-09,1.1369346209322109e-08,4.430709278170999e-08,1.931834543457124e-09,1.491543725440783e-14,3.432789847152863e-11,5.382338162695811e-33,3.212605225438359e-09,3.4777092953642765e-09,6.271029058602905e-12,2.1032686417341356e-18,5.309303707762486e-26,1.745149392763883e-07,2.92779606311804e-14,2.6556168322920982e-15,1.913201192843855e-11,8.807860168999432e-15,1.403732489949266e-23,1.4464566699575347e-15,6.00232341920575e-13,7.44875007772511e-15,3.276609220761048e-23,1.80999073118265e-21,7.426661375220383e-30,2.235484262474459e-08,2.7820271112133735e-14
9.723540047750185e-11,0.11229247039749245,0.0,0.0027846742399202946,0.031075105377749965,0.31940117340283963,0.35042468521870734,0.2070119367569956,0.0920182776635992,2.14195933828224e-40,1.3766553613223886e-16,5.26318756500175e-05,2.293911333084586e-13,6.268914793085679e-29,4.439279337367541e-25,7.215453434231617e-09,1.165053801502642e-19,7.225222912261242e-16,4.212014571418189e-25,7.33383460043771e-12,2.179774500562633e-11,6.523929074064781e-36,1.1162874563302784e-07,9.754110719719166e-23,2.3751319112539466e-18,1.1702832783526692e-31,5.2570643613995514e-05,4.249250327059993e-22,3.6606413998783604e-08,6.738581172580949e-08,1.8473172969415874e-06,1.0310620176333685e-07,3.3072436811372304e-08,8.948572431085175e-08,1.4757641528964532e-08,8.044992444416155e-08,7.484287758443706e-06,2.8961312696342175e-07,1.419873677024173e-07,4.2105724663809787e-07,7.318644211578896e-06,2.2776492830269528e-07,1.086290342461439e-13,2.7617784829926517e-11,1.6494009655993724e-07,8.620204968618359e-09,1.1376999180528158e-08,4.461222953092123e-08,1.946021326761883e-09,1.513765037550199e-14,3.455774501267448e-11,5.493813264637432e-33,3.2345586333102543e-09,3.5017325334208513e-09,6.331381736751869e-12,2.138085170087525e-18,5.382675280942392e-26,1.7515096985338357e-07,2.9441352059892335e-14,2.682195775628131e-15,1.936598127680636e-11,8.879431856761685e-15,1.4231051399265363e-23,1.4389441938209619e-15,6.043620179386701e-13,7.456949024530397e-15,3.3233853480121436e-23,1.8145542537211147e-21,7.583408909570366e-30,2.2508985377261766e-08,2.82043823312403e-14
9.756951805420189e-11,0.11229247039749245,0.0,0.0027846621152072632,0.031075105564616064,0.31940114388380364,0.35042447903522983,0.20701193582105692,0.09201827849367061,2.1909592075216837e-40,1.391292648854705e-16,5.2812552659828093e-05,2.3174640988657824e-13,6.370456491290752e-29,4.525569187368212e-25,7.2965297796466765e-09,1.18124412098405e-19,7.274968371473027e-16,4.255675523061547e-25,7.385142265313456e-12,2.187264375386652e-11,6.65948370960672e-36,1.1201191265014384e-07,9.888722738197897e-23,2.40513714807312e-18,1.1939786792630494e-31,5.275089922109386e-05,4.307896114472487e-22,3.66063309582569e-08,6.741682759518147e-08,1.8542082874667815e-06,1.0311337453551787e-07,3.307229287837262e-08,8.946367110825404e-08,1.4766354963885998e-08,8.053445142786806e-08,7.510245572104592e-06,2.913151885446777e-07,1.4210989283782114e-07,4.2295607947486333e-07,7.343776948370013e-06,2.2854564679102422e-07,1.0950093695843517e-13,2.794270252267571e-11,1.657759748050192e-07,8.596536110461039e-09,1.1384609686131092e-08,4.491840697435796e-08,1.9602656081471737e-09,1.53623477482503e-14,3.4788622424090747e-11,5.607209242733767e-33,3.2565867348210356e-09,3.5258384562834693e-09,6.392092483556384e-12,2.1733528565428304e-18,5.456807584336938e-26,1.7578689745043596e-07,2.9604604220312366e-14,2.70894758463907e-15,1.9601913250175084e-11,8.95130087538329e-15,1.442678033308931e-23,1.4314849619550557e-15,6.084968798068271e-13,7.46506311044076e-15,3.3706619859572986e-23,1.8190782379584844e-21,7.742965318209523e-30,2.2663656956160864e-08,2.8592448490249224e-14
9.790363563090193e-11,0.11229247039749245,0.0,0.0027846499940590093,0.031075105752017742,0.3194011143623422,0.350424272851946,0.20701193488460118,0.0920182793266333,2.2409222793567806e-40,1.4060346397342809e-16,5.299322847057566e-05,2.341178273558941e-13,6.473358429490787e-29,4.613246902132362e-25,7.378207868629975e-09,1.1976033291714503e-19,7.324884535328935e-16,4.299638111122989e-25,7.43663503790196e-12,2.1947542491364977e-11,6.797377223174603e-36,1.1239507687093719e-07,1.0024722968836065e-22,2.4354242945160436e-18,1.218072360680094e-31,5.29311521861951e-05,4.367146744369876e-22,3.6606247556290575e-08,6.744780920811603e-08,1.8610967927118256e-06,1.031204024644352e-07,3.307214893657419e-08,8.944156978125523e-08,1.4775018023908336e-08,8.061797982175422e-08,7.536205031733064e-06,2.93018804898843e-07,1.4223079996197933e-07,4.248551874544503e-07,7.368909579681344e-06,2.2932634881106082e-07,1.10376340622277e-13,2.8270185398005794e-11,1.6661324085168131e-07,8.573009548778607e-09,1.139217808323218e-08,4.522562504643964e-08,1.974567446700339e-09,1.558954761955311e-14,3.502053476974115e-11,5.722552635264123e-33,3.278689529436911e-09,3.550027063919366e-09,6.453162032674565e-12,2.2090759139008606e-18,5.531705939309071e-26,1.7642272193790067e-07,2.9767714138083624e-14,2.735874714653581e-15,1.9839816481180468e-11,9.023467131026746e-15,1.4624525607705146e-23,1.4240788550720152e-15,6.126368573748869e-13,7.473093372455985e-15,3.4184427334223226e-23,1.8235629714229224e-21,7.905372600499415e-30,2.2818857353462198e-08,2.898449649152745e-14
9.823775320760197e-11,0.11229247039749245,0.0,0.002784637876497542,0.031075105939952104,0.3194010848384544,0.3504240666688533,0.20701193394762832,0.09201828016248707,2.291864662625636e-40,1.4208817144232046e-16,5.3173903082266704e-05,2.365054431849827e-13,6.577635817511907e-29,4.702330220444756e-25,7.460489709379223e-09,1.214132609699128e-19,7.374971404305865e-16,4.343903390292961e-25,7.48831298957831e-12,2.2022441218167467e-11,6.937641784029642e-36,1.1277823829530833e-07,1.0162120918114436e-22,2.4659951113255057e-18,1.242569658781753e-31,5.311140250933114e-05,4.427006359158862e-22,3.660616379904566e-08,6.747875665083519e-08,1.8679827938564089e-06,1.0312728828282076e-07,3.307200498844072e-08,8.941942212142715e-08,1.4783631464672819e-08,8.070051854408922e-08,7.562166137306376e-06,2.947239556864613e-07,1.4235010339189073e-07,4.2675456013620486e-07,7.394042105511648e-06,2.3010703433125164e-07,1.1125524317082136e-13,2.860024326625649e-11,1.674518944963612e-07,8.549624048172446e-09,1.1399704724290324e-08,4.5533883681589455e-08,1.9889269015049785e-09,1.5819268294805535e-14,3.5253486117260526e-11,5.839870258727916e-33,3.3008670166240815e-09,3.5742983562958096e-09,6.5145911154577845e-12,2.2452585787300634e-18,5.607375687257255e-26,1.770584431912192e-07,2.993067888041387e-14,2.7629791292357657e-15,2.0079699603059012e-11,9.095930548357714e-15,1.4824301181102458e-23,1.4167257394647971e-15,6.167818811167145e-13,7.481040837223567e-15,3.466731202934089e-23,1.8280087413630567e-21,8.070673269481837e-30,2.297458656118596e-08,2.938055332656066e-14
9.857187078430201e-11,0.11229247039749245,0.0,0.0027846257625446817,0.031075106128416272,0.31940105531213986,0.350423860485949,0.20701193301013845,0.09201828100123181,2.343802694875029e-40,1.4358342533383219e-16,5.335457649490768e-05,2.389093148776599e-13,6.683304011798611e-29,4.7928370503417185e-25,7.543377306030145e-09,1.2308331505295522e-19,7.425228978881155e-16,4.388472415485361e-25,7.540176191810879e-12,2.209733993431991e-11,7.080309892082263e-36,1.1316139692315721e-07,1.0300926124884987e-22,2.4968513649333035e-18,1.2674759632069075e-31,5.329165019053393e-05,4.487479115355025e-22,3.660607969262391e-08,6.750967000780162e-08,1.8748662722562076e-06,1.0313403467192234e-07,3.3071861036329904e-08,8.93972298757498e-08,1.4792196033087685e-08,8.07820764460747e-08,7.588128888801768e-06,2.964306207473779e-07,1.4246781733312247e-07,4.28654187187371e-07,7.419174525859678e-06,2.308877033200808e-07,1.1213764252672663e-13,2.8932885927566843e-11,1.6829193554215602e-07,8.526378386838562e-09,1.1407189957217244e-08,4.584318281423439e-08,2.0033440316409545e-09,1.6051528137754218e-14,3.5487480537902716e-11,5.9591892101222244e-33,3.3231191958487475e-09,3.5986523333801028e-09,6.576380460958456e-12,2.281905111407011e-18,5.683822189635481e-26,1.7769406109079257e-07,3.0093495555743625e-14,2.7902589691125827e-15,2.0321571252293586e-11,9.168691058578841e-15,1.5026121062559778e-23,1.409424801442622e-15,6.209318828002851e-13,7.488906518923066e-15,3.5155310207309816e-23,1.832415834638781e-21,8.238910356930857e-30,2.313084457135223e-08,2.9780646075932385e-14
9.924010593770209e-11,0.11229247039749245,0.0,0.0027846015455511067,0.031075106506922683,0.31940099625222723,0.3504234481206951,0.2070119311336077,0.09201828268739357,2.4507322159631563e-40,1.4660572452845424e-16,5.371591972306531e-05,2.4376605604541383e-13,6.898874984969092e-29,4.978193729453194e-25,7.710977763225494e-09,1.2647527866023457e-19,7.52625624673835e-16,4.478525924714677e-25,7.644458634284716e-12,2.2247137334859164e-11,7.372988415540131e-36,1.1392770578888406e-07,1.0582796628162757e-22,2.5594272767331316e-18,1.3185374189223486e-31,5.36521376272675e-05,4.610280748573976e-22,3.660591045636424e-08,6.757139479374044e-08,1.8886255871140544e-06,1.0314711963531711e-07,3.307157312910483e-08,8.93527183980758e-08,1.4809181497449872e-08,8.094228485972482e-08,7.640059329467742e-06,2.998484139371975e-07,1.4269853301854849e-07,4.3245416359980785e-07,7.469439050103958e-06,2.3244899157777908e-07,1.1391292330022999e-13,2.9605964778743506e-11,1.699761790818429e-07,8.480301761817688e-09,1.1422037568113068e-08,4.646490230973621e-08,2.0323515542076692e-09,1.6523739072670852e-14,3.595861490137934e-11,6.203940898780137e-33,3.3678476282753335e-09,3.647608341541606e-09,6.701042844870931e-12,2.3566069410791896e-18,5.83906700387823e-26,1.7896498637440991e-07,3.0418673343457773e-14,2.845346992419151e-15,2.0811314671446184e-11,9.315103063767319e-15,1.5435950043445525e-23,1.3949779652059306e-15,6.292465483651217e-13,7.504396523491136e-15,3.614679274750861e-23,1.8411151363284773e-21,8.584368538152223e-30,2.3444946967092018e-08,3.059304808539673e-14
9.984151757576216e-11,0.11229247039749245,0.0,0.002784579762813329,0.03107510684936207,0.3194009430899993,0.35042307699258507,0.20701192944296193,0.09201828421482482,2.5505425828192507e-40,1.4936224410822276e-16,5.404112452772089e-05,2.481932957507049e-13,7.097802518419345e-29,5.150066306691086e-25,7.863909881936723e-09,1.295878175638619e-19,7.617764605753835e-16,4.5606234819157e-25,7.73894710829461e-12,2.23819549593853e-11,7.644952105728053e-36,1.1461737420291351e-07,1.0841389258256483e-22,2.6167396286300577e-18,1.365946706571322e-31,5.397656728523668e-05,4.722941149108822e-22,3.660575700956559e-08,6.762683134040294e-08,1.901000159201067e-06,1.0315844513177073e-07,3.30713140206506e-08,8.931252223542117e-08,1.4824308589861529e-08,8.108320545623018e-08,7.686802354892213e-06,3.029294079995024e-07,1.4290088133669367e-07,4.3587491082507856e-07,7.514676761161973e-06,2.338540941570543e-07,1.1552261403105612e-13,3.022067384213695e-11,1.714967413347078e-07,8.43929906516983e-09,1.1435262202444792e-08,4.702800769936927e-08,2.05865616676351e-09,1.6957598282460966e-14,3.638624405375675e-11,6.431339608664886e-33,3.4083586588723066e-09,3.6919515302604348e-09,6.814478355938151e-12,2.425468244772145e-18,5.981498034185834e-26,1.8010846455734684e-07,3.071079878792076e-14,2.8955421030821018e-15,2.1258971124432405e-11,9.447889021212593e-15,1.5811929252378133e-23,1.3821501000824462e-15,6.367460959720356e-13,7.518067719025815e-15,3.70569817402613e-23,1.8488151010112303e-21,8.905765947643465e-30,2.3729447547554255e-08,3.133828621686976e-14
9.999999999999999e-11,0.11229247039749245,0.0,0.002784574024679711,0.031075106939879978,0.3194009290795172,0.3504229791939703,0.20701192899716855,0.09201828461888856,2.5774212839814575e-40,1.5009441301481283e-16,5.4126821001806907e-05,2.4936885409836956e-13,7.151010615542373e-29,5.196168732715973e-25,7.904541580545891e-09,1.3041754534836338e-19,7.641970728115902e-16,4.582423935589016e-25,7.763946555697346e-12,2.241748174208024e-11,7.717994242076737e-36,1.1479911231360179e-07,1.0910314605827694e-22,2.632000581006367e-18,1.3786735056275992e-31,5.406205871647075e-05,4.752969707978061e-22,3.6605716399299126e-08,6.764142163670373e-08,1.9042596706294314e-06,1.0316136038020746e-07,3.307124574385874e-08,8.930190963782522e-08,1.4828270182375597e-08,8.111983182203727e-08,7.699120842625506e-06,3.0374207402069645e-07,1.4295337897626004e-07,4.36776450782206e-07,7.526597627739546e-06,2.3422435412847963e-07,1.1594867673648305e-13,3.038407756180814e-11,1.718981838603867e-07,8.428566781578866e-09,1.1438725578613516e-08,4.7176956844275496e-08,2.065619138110592e-09,1.7073340873351545e-14,3.6499503990459914e-11,6.492408121964001e-33,3.4190743069848984e-09,3.7036813310440902e-09,6.844566608240823e-12,2.443874768836799e-18,6.019462793723562e-26,1.8040973494210723e-07,3.078769251461299e-14,2.9088663757585964e-15,2.1378029278719555e-11,9.483040484822385e-15,1.591214225426081e-23,1.378796847951555e-15,6.387248848266409e-13,7.521628498990142e-15,3.7299676655691794e-23,1.8508239846138024e-21,8.992148139853534e-30,2.380470361124069e-08,3.1536910589917706e-14
1.0038278805001623e-10,0.11229247039749245,0.0,0.00278456016862519,0.031075107158988376,0.3194008952372626,0.35042274297777454,0.20701192791994869,0.09201828559751965,2.643353548419106e-40,1.5187282676751745e-16,5.433380553038738e-05,2.522235998931834e-13,7.280897448123528e-29,5.30893673150995e-25,8.003253014021277e-09,1.3243812151284243e-19,7.700595023800861e-16,4.635366581023159e-25,7.8245008579855e-12,2.2503290792565132e-11,7.896817285615461e-36,1.1523806802727336e-07,1.1078147496563766e-22,2.6691348741083172e-18,1.409820934282392e-31,5.42685466591454e-05,4.826089150022616e-22,3.6605618018067e-08,6.767663085320435e-08,1.9121300473161852e-06,1.031682851579595e-07,3.3071080839354135e-08,8.927624351037804e-08,1.483779707060038e-08,8.120743060966429e-08,7.72887563700854e-06,3.0570623949577804e-07,1.4307877396167156e-07,4.3895415631938636e-07,7.555390408890876e-06,2.3511864027083168e-07,1.1698099488741652e-13,3.078120068447757e-11,1.7286908839524655e-07,8.402768482097307e-09,1.1447054067342091e-08,4.753768407532011e-08,2.0824908658868596e-09,1.7355348915891126e-14,3.677405340433848e-11,6.641909197857234e-33,3.445025491282473e-09,3.732089452856943e-09,6.917577801690727e-12,2.488785278014035e-18,6.111908892727355e-26,1.8113730721965827e-07,3.0973265088127626e-14,2.941207738465418e-15,2.1667483932561192e-11,9.568218426439253e-15,1.615615959395465e-23,1.3707437458799583e-15,6.435086012057488e-13,7.530158022077917e-15,3.789079859342472e-23,1.8556416730753033e-21,9.203743345325884e-30,2.398696285370975e-08,3.202053980892021e-14
1.0092405852427029e-10,0.11229247039749245,0.0,0.0027845405842632726,0.031075107469958174,0.3194008473781457,0.3504224089634164,0.20701192639557883,0.09201828698779918,2.7390676390004563e-40,1.5441172811327949e-16,5.4626483386375884e-05,2.562975370061988e-13,7.467910579322575e-29,5.471855578753802e-25,8.14421940215555e-09,1.353353998206965e-19,7.783873449690286e-16,4.7109246192476705e-25,7.910541989247595e-12,2.2624626598578688e-11,8.155559102662476e-36,1.1585875451071087e-07,1.1318761693046684e-22,2.722309340070951e-18,1.454862790685704e-31,5.4560519100103566e-05,4.93091719779993e-22,3.660547820936769e-08,6.772634223030404e-08,1.9232530113618476e-06,1.0317780137277917e-07,3.307084768151095e-08,8.923987459607863e-08,1.485116934501765e-08,8.132922665328148e-08,7.770953238298973e-06,3.0848671640902356e-07,1.4325272759368363e-07,4.4203390186723496e-07,7.5961037797711585e-06,2.3638314247106805e-07,1.1844851714566547e-13,3.134867553018954e-11,1.742450736238947e-07,8.366585133544875e-09,1.1458742852591815e-08,4.805009002831607e-08,2.1064779233305482e-09,1.7760076388118707e-14,3.7164669009878486e-11,6.858205607940106e-33,3.4818883364817365e-09,3.7724443726518415e-09,7.021634861310289e-12,2.5533929713771294e-18,6.244449862741489e-26,1.8216587691588452e-07,3.123529661628388e-14,2.987355381810573e-15,2.2081360900846513e-11,9.689325931952603e-15,1.650599428614309e-23,1.359466428172113e-15,6.502830534097518e-13,7.542049900195119e-15,3.8738654881225055e-23,1.8623715392015743e-21,9.510185623868828e-30,2.4245865814537214e-08,3.271384712312316e-14
1.0146532899852436e-10,0.11229247039749245,0.0,0.002784521009814226,0.03107510778225998,0.3194007995126459,0.35042207494950084,0.20701192486985245,0.09201828838566285,2.8377622400793395e-40,1.5697910972284506e-16,5.491915809571389e-05,2.604153527311882e-13,7.658912195884955e-29,5.63890470382344e-25,8.286817432398365e-09,1.3828017180995836e-19,7.867599885465956e-16,4.7873020890387755e-25,7.997070808997569e-12,2.274596237762641e-11,8.42132692480999e-36,1.1647943365277865e-07,1.156327346616033e-22,2.776270723948297e-18,1.501096998635856e-31,5.485248460824748e-05,5.037443427621051e-22,3.6605337607538736e-08,6.777596577811916e-08,1.9343689776069055e-06,1.0318700361734965e-07,3.307061455430564e-08,8.920342160532361e-08,1.4864428316687394e-08,8.144862904785427e-08,7.813035158666568e-06,3.1127075872517313e-07,1.4342279906457627e-07,4.45114106921647e-07,7.63681687379753e-06,2.3764760062500744e-07,1.1992517166194017e-13,3.1923139705342854e-11,1.7562469637983323e-07,8.33074424884313e-09,1.1470329900430791e-08,4.856522527969491e-08,2.130617590151412e-09,1.8171860670202776e-14,3.755810829139414e-11,7.080353554540418e-33,3.518947192200485e-09,3.8130162895071744e-09,7.12665255993211e-12,2.6193102261300092e-18,6.379144400284049e-26,1.8319417328374768e-07,3.1496882386920836e-14,3.0339445467698565e-15,2.250063878932561e-11,9.811212503856246e-15,1.686149458096614e-23,1.3483246841914544e-15,6.570691721369227e-13,7.553747258833883e-15,3.960070929540972e-23,1.8690058989532274e-21,9.825293520755928e-30,2.450615639610601e-08,3.341832621849517e-14
