Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549),NO(1009),S(567),H2NOX(203),H2N2X(602),CX(33),SX(1186),CHX(35),ONONO(331),SX(540),SX(1325),S(1330),NO2NO(328),SX(1341),S(1436),CH2OH(45),S(1677)
2.8671726953378073e-11,0.11229247039749245,0.0,0.0027871864952720084,0.03107508709145195,0.319407181141045,0.3504670150622334,0.2070121183256925,0.09201816871281715,6.39837519968765e-44,3.2576859234395037e-18,1.5530088563439113e-05,6.058678964463917e-15,2.260766765326077e-31,5.68622616670466e-28,1.15029742412147e-10,8.680389735525412e-22,6.281175803531778e-17,1.0768016313108215e-26,6.243313030428793e-13,6.427623967943995e-12,4.329958378819358e-39,3.294061978208651e-08,7.435496842890774e-25,3.306767286190027e-20,1.061453956988469e-34,1.5524767945307472e-05,3.237556277803892e-24,3.6601543924443066e-08,5.885224959405702e-08,4.328437993055087e-07,8.336909750695785e-08,3.2622009441681954e-08,7.590994991862611e-08,9.482927145984336e-09,2.685707455688636e-08,2.1923851924901255e-06,2.0327875042408258e-08,5.439649636911764e-08,6.718152843029714e-08,2.158970051822654e-06,6.725550804138435e-08,4.797567849134045e-15,3.2625382747358147e-13,2.5329810686940416e-08,1.8313533927697745e-08,7.194900199417522e-09,3.8956428020158715e-09,1.5413402293130106e-10,7.276161212471856e-17,3.889332294045932e-12,3.8318610839688876e-36,2.953333626679026e-10,3.044780969681322e-10,1.925562922552809e-13,6.083048572775774e-21,4.161733797528171e-28,4.4335644027874365e-08,1.2718674930375225e-15,9.280366410319638e-17,2.0793253026445981e-13,3.880868562735325e-16,1.095178400253011e-25,3.643786522330621e-15,1.5872276140652353e-14,1.3243119738708153e-15,1.9030271032570979e-25,1.0911663198398133e-22,4.740123869201932e-33,1.9693974112223944e-09,2.1674764318554964e-16
2.877186188560356e-11,0.11229247039749245,0.0,0.002787182898838567,0.03107508706188619,0.3194071724333731,0.35046695315324233,0.2070121180701468,0.09201816878285247,6.554723367785675e-44,3.2923697183778158e-18,1.5584311319036385e-05,6.1222318644932694e-15,2.299273065927248e-31,5.792391175194406e-28,1.1641853476961586e-10,8.802433197222688e-22,6.325127359949118e-17,1.0881252015153875e-26,6.287176544106271e-13,6.450071982656193e-12,4.421289344583977e-39,3.30556270271197e-08,7.539630181205355e-25,3.345574952142346e-20,1.082413302551288e-34,1.557895344350596e-05,3.282905418065343e-24,3.660160346251506e-08,5.888132367300342e-08,4.34763804295851e-07,8.348410731206181e-08,3.26290152582301e-08,7.603635077159065e-08,9.502397771990682e-09,2.6995503818443593e-08,2.200063232152059e-06,2.0513110241259665e-08,5.4647161535268966e-08,6.756695177730715e-08,2.1665088157292164e-06,6.749028755591198e-08,4.844208924037353e-15,3.3065687849953075e-13,2.5474306044827348e-08,1.830147367871664e-08,7.2099975572510675e-09,3.9228764509299166e-09,1.5523475033792298e-10,7.387160111936047e-17,3.914631457387749e-12,3.9126748154288444e-36,2.97330257294099e-10,3.0660855204048685e-10,1.9452320336319158e-13,6.1855907831021055e-21,4.220130539188834e-28,4.451747464829171e-08,1.2878792675815663e-15,9.360374659601888e-17,2.10735681110347e-13,3.9185776884131393e-16,1.110599784488202e-25,3.649428245359391e-15,1.6108244281441398e-14,1.3400110638338877e-15,1.9323447837602174e-25,1.108298266621799e-22,4.8452436729966145e-33,1.9831234509640454e-09,2.1978090860830858e-16
2.887199681782905e-11,0.11229247039749245,0.0,0.002787179301753282,0.03107508703263374,0.3194071637255672,0.3504668912449105,0.20701211781465767,0.09201816885314539,6.714283426781593e-44,3.3273021922325977e-18,1.5638533966797903e-05,6.186223906067922e-15,2.3382809516570442e-31,5.900174525517898e-28,1.1781929549519129e-10,8.925760420985767e-22,6.369232162811213e-17,1.099527901772374e-26,6.331194900172538e-13,6.472519995858575e-12,4.5142200109117715e-39,3.317063401954661e-08,7.644853415837834e-25,3.384710310283007e-20,1.103714719946924e-34,1.563313870389721e-05,3.328729278771812e-24,3.6601662883301645e-08,5.8910167134990866e-08,4.366851057671498e-07,8.359846220522518e-08,3.263591762700086e-08,7.616188118609233e-08,9.5218034051845e-09,2.713389777461612e-08,2.2077414197744503e-06,2.0699237662402266e-08,5.489758282078255e-08,6.795315689746306e-08,2.174047570182046e-06,6.7725066235432e-08,4.8911184529264065e-15,3.3510250379208566e-13,2.561907614225761e-08,1.8289232436171725e-08,7.225059741706606e-09,3.950204789043541e-09,1.56339547611998e-10,7.499480350007232e-17,3.9399910862507956e-12,3.994899049316999e-36,2.9933387070399984e-10,3.087464345186392e-10,1.9650313349808913e-13,6.289501581870528e-21,4.27913739392037e-28,4.469940727682896e-08,1.3040110724479725e-15,9.4410231198775e-17,2.1356637259046854e-13,3.9566150468904664e-16,1.1261827734247136e-25,3.65494106830094e-15,1.6346354085426007e-14,1.3557581874596437e-15,1.9620025245665167e-25,1.1255739307841857e-22,4.952276343264122e-33,1.9968971364289816e-09,2.228458784404379e-16
2.8972131750054538e-11,0.11229247039749245,0.0,0.0027871757040189107,0.031075087003693734,0.31940715501762645,0.35046682933723433,0.20701211755922352,0.09201816892369596,6.877108690278141e-44,3.3624842803239064e-18,1.5692756506723938e-05,6.2506565483574886e-15,2.377794876152695e-31,6.009595450275806e-28,1.192320843928486e-10,9.050380401805871e-22,6.413490212224167e-17,1.1110100079840124e-26,6.37536811268163e-13,6.494968007551507e-12,4.608772714302196e-39,3.3285640759381305e-08,7.751174123986641e-25,3.4241750955378903e-20,1.125362636102994e-34,1.568732372648172e-05,3.375031160870827e-24,3.6601722185258933e-08,5.8938782979249244e-08,4.3860769552868306e-07,8.371216591072128e-08,3.264271806612373e-08,7.628654570243474e-08,9.54114417206375e-09,2.72722540781404e-08,2.2154197553589118e-06,2.0886256705866252e-08,5.5147756838911e-08,6.834014106535147e-08,2.181586315181124e-06,6.795984407897485e-08,4.938296811918221e-15,3.3959094589583046e-13,2.576411999884825e-08,1.8276812778169008e-08,7.240086489627353e-09,3.977627814570487e-09,1.5744841636484678e-10,7.613133150732709e-17,3.9654110214754625e-12,4.078553292941818e-36,3.0134420288331826e-10,3.1089174440152373e-10,1.9849612123217703e-13,6.394794439718976e-21,4.338758555813998e-28,4.488144118399856e-08,1.320262993714786e-15,9.522288487020262e-17,2.1642478138798685e-13,3.9948455589693184e-16,1.1419284798776365e-25,3.660320366402908e-15,1.6586615958094972e-14,1.371552343887306e-15,1.9920029594493832e-25,1.142992982504211e-22,5.061248996788788e-33,2.0107184674034166e-09,2.259427724679252e-16
2.9072266682280026e-11,0.11229247039749245,0.0,0.0027871721056382057,0.031075086975065287,0.31940714630954986,0.35046676743021,0.20701211730384295,0.09201816899450421,7.043253142339228e-44,3.397916918423406e-18,1.5746978938814764e-05,6.315531250138032e-15,2.4178193131441698e-31,6.120673347754454e-28,1.2065696132087582e-10,9.176302166419219e-22,6.457901508294117e-17,1.1225717960578225e-26,6.419696195695078e-13,6.517416017735353e-12,4.7049700243359207e-39,3.340064724663771e-08,7.8585999090818225e-25,3.4639710470024247e-20,1.1473615205038589e-34,1.574150851126e-05,3.421814376739932e-24,3.660178136685059e-08,5.8967174165665646e-08,4.405315654470556e-07,8.382522213164457e-08,3.2649418071447955e-08,7.641034885367895e-08,9.560420200802995e-09,2.741057040116379e-08,2.2230982389070394e-06,2.1074166758326155e-08,5.53976802429012e-08,6.87279015604717e-08,2.189125050726434e-06,6.819462108557072e-08,4.985744376122121e-15,3.441224476736096e-13,2.5909436639336006e-08,1.8264217260764132e-08,7.255077542944574e-09,4.00514552572453e-09,1.5856135820775723e-10,7.728129793454857e-17,3.990891105264292e-12,4.163657252972667e-36,3.033612538177667e-10,3.1304448168807523e-10,2.0050220509738563e-13,6.5014829124868664e-21,4.398998232861947e-28,4.5063575644128705e-08,1.336635112473886e-15,9.603886479012726e-17,2.1931107954370683e-13,4.0332509272301293e-16,1.1578380203362242e-25,3.66556585305115e-15,1.6829036148969032e-14,1.3873924434719465e-15,2.0223487321941369e-25,1.1605550562491793e-22,5.1721890246053036e-33,2.024587443673561e-09,2.290718112308613e-16
2.9172401614505515e-11,0.11229247039749245,0.0,0.0027871685066139114,0.031075086946747498,0.31940713760133665,0.3504667055238338,0.20701211704851444,0.09201816906557019,7.212771443151976e-44,3.433601042753105e-18,1.5801201263070656e-05,6.380849469795504e-15,2.458358756455386e-31,6.233427782833542e-28,1.2209398619141523e-10,9.303534773310735e-22,6.502466051127225e-17,1.1342135419066303e-26,6.464179163281925e-13,6.539864026410481e-12,4.802834745290205e-39,3.351565348132969e-08,7.967138400784875e-25,3.504099907942086e-20,1.1697158854605202e-34,1.5795693058232556e-05,3.4690822501866236e-24,3.660184042654863e-08,5.89953436152901e-08,4.424567074457038e-07,8.393763455003088e-08,3.2656019116869756e-08,7.653329516535851e-08,9.579631621215426e-09,2.754884443516897e-08,2.230776870420415e-06,2.126296719323551e-08,5.564734972571827e-08,6.911643566730513e-08,2.1966637768179594e-06,6.842939725424959e-08,5.033461518201745e-15,3.486972523056464e-13,2.6055025093568956e-08,1.8251448418043075e-08,7.270032648666228e-09,4.032757920719471e-09,1.5967837475198658e-10,7.844481612859668e-17,4.016431181179717e-12,4.250230836744981e-36,3.0538502349305775e-10,3.1520464637722896e-10,2.0252142358542754e-13,6.6095806414477775e-21,4.4598606469580925e-28,4.524580993535699e-08,1.3531275048604342e-15,9.686004685913579e-17,2.2222542989116701e-13,4.0719011676014037e-16,1.1739125149632381e-25,3.670681293182148e-15,1.707361683373766e-14,1.4032773721256333e-15,2.0530424965951344e-25,1.1782597662404641e-22,5.285124093667705e-33,2.038504065025623e-09,2.3223321602338836e-16
2.9272536546731e-11,0.11229247039749245,0.0,0.0027871649069487656,0.031075086918739475,0.3194071288929858,0.35046664361810215,0.20701211679323656,0.09201816913689392,7.385718934713926e-44,3.469537589984095e-18,1.5855423479491877e-05,6.4466126653291786e-15,2.499417720005785e-31,6.347878487896318e-28,1.2354321897000816e-10,9.432087312717838e-22,6.547183840829688e-17,1.1459355214485874e-26,6.508817029518714e-13,6.562312033577261e-12,4.902389917760105e-39,3.3630659463471004e-08,8.076797254988579e-25,3.544563425792902e-20,1.1924302863814008e-34,1.5849877367399883e-05,3.5168381164482735e-24,3.660189936283418e-08,5.902329421083482e-08,4.443831135044285e-07,8.404940682697747e-08,3.266252265465434e-08,7.665538915517747e-08,9.598778564715482e-09,2.768707389089777e-08,2.2384556499006054e-06,2.145265737096071e-08,5.5896762019770164e-08,6.950574067538299e-08,2.204202493455681e-06,6.866417258404105e-08,5.081448607693358e-15,3.5331560328793533e-13,2.6200884396497833e-08,1.8238508762204302e-08,7.2849515588642435e-09,4.060464997769145e-09,1.6079946760876402e-10,7.962199999024788e-17,4.042031094141718e-12,4.338294153590646e-36,3.0741551189490293e-10,3.173722384679204e-10,2.0455381514785202e-13,6.7191013535417915e-21,4.521350033897004e-28,4.542814333962394e-08,1.3697402420826918e-15,9.768628480073617e-17,2.2516800468279985e-13,4.1107830380803164e-16,1.190153087594309e-25,3.675669055067489e-15,1.732036138500789e-14,1.4192060602986891e-15,2.084086916452907e-25,1.1961067249717629e-22,5.400082148522961e-33,2.0524683312458054e-09,2.354272088936471e-16
2.947280641118198e-11,0.11229247039749245,0.0,0.002787157705706836,0.031075086863649157,0.31940711147586787,0.35046651980855786,0.20701211628282684,0.09201816928031492,7.742126301483042e-44,3.542171702072072e-18,1.596386758883142e-05,6.579479814109416e-15,2.583112363992371e-31,6.581948480507051e-28,1.2647854837781477e-10,9.693188708813205e-22,6.637079161267603e-17,1.169621285311294e-26,6.598557514285782e-13,6.60720804338725e-12,5.106664970996868e-39,3.386067067015634e-08,8.299506805624435e-25,3.6265014428278145e-20,1.2389576348694596e-34,1.595824527232088e-05,3.613827225514927e-24,3.6602016859141823e-08,5.907855018177999e-08,4.482396860002442e-07,8.427104549695829e-08,3.26752429101054e-08,7.689703819931521e-08,9.636879554422792e-09,2.7963390006325912e-08,2.2538136527676277e-06,2.1834704331684157e-08,5.639480216677518e-08,7.028665257903958e-08,2.2192798983696462e-06,6.913372072307909e-08,5.178234097405483e-15,3.626839198489497e-13,2.6493411713704442e-08,1.821212695103634e-08,7.3146798262092245e-09,4.116163190888184e-09,1.6305388870472683e-10,8.201782309189084e-17,4.09340981765826e-12,4.5189714418048e-36,3.114966448211012e-10,3.217297048496601e-10,2.086582711015612e-13,6.942467064613227e-21,4.646226738969988e-28,4.579310463400922e-08,1.403327011414979e-15,9.93551088513131e-17,2.311385117088453e-13,4.189221990529414e-16,1.2231369805717288e-25,3.6852694726944216e-15,1.7820356712501756e-14,1.451190483509131e-15,2.1472384277548935e-25,1.2322257902707646e-22,5.636180391846343e-33,2.080539797435333e-09,2.4191385082960337e-16
2.9673076275632954e-11,0.11229247039749245,0.0,0.00278715050193418,0.03107508680978711,0.31940709405818907,0.3504663960015484,0.20701211577260273,0.09201816942476751,8.112931832498962e-44,3.615826756989292e-18,1.6072311266835557e-05,6.714144352869608e-15,2.668939758452683e-31,6.823044569459542e-28,1.2946343031951316e-10,9.959679711796178e-22,6.727587470458008e-17,1.1936312950983618e-26,6.688917762758658e-13,6.652104047168292e-12,5.3179842971265695e-39,3.409068086680211e-08,8.526790332750828e-25,3.709799161025263e-20,1.2869808815279652e-34,1.6066612226027024e-05,3.7128086144338405e-24,3.660213384382995e-08,5.913296439201302e-08,4.5210121988195067e-07,8.44901670160965e-08,3.268759003524307e-08,7.713533196097389e-08,9.674724251876207e-09,2.8239500815631063e-08,2.269172247520358e-06,2.2220302266721748e-08,5.689177532159507e-08,7.10706156911724e-08,2.234357265468187e-06,6.96032654949167e-08,5.276103758095168e-15,3.722293515461786e-13,2.6787010972265124e-08,1.818509149030798e-08,7.344260462275596e-09,4.172240090792941e-09,1.653246343848795e-10,8.446968954200655e-17,4.145026062230475e-12,4.7058540828837185e-36,3.15604652482048e-10,3.261168808247843e-10,2.1281587976973534e-13,7.17169158336202e-21,4.773662512374977e-28,4.615845385860472e-08,1.4373958927528317e-15,1.0104105337048095e-16,2.372239715899763e-13,4.26845002206773e-16,1.256798763387229e-25,3.694366964403153e-15,1.8329065763157785e-14,1.4833376149332586e-15,2.211824776521027e-25,1.2689090301590365e-22,5.880712926693057e-33,2.108801840531716e-09,2.485335285018478e-16
2.987334614008393e-11,0.11229247039749245,0.0,0.0027871432956524484,0.031075086757146094,0.3194070766399427,0.3504662721970449,0.20701211526255328,0.09201816957025205,8.498603394541536e-44,3.690510264141324e-18,1.6180754513506453e-05,6.850617932032689e-15,2.7569367384238977e-31,7.0713307373184565e-28,1.324983463960933e-10,1.0231634187036883e-21,6.818708769251527e-17,1.217967758348597e-26,6.779897887819728e-13,6.697000044923374e-12,5.53654089499044e-39,3.432069005351533e-08,8.758710027818916e-25,3.794470710064069e-20,1.3365380489452883e-34,1.617497822852237e-05,3.8138093765725955e-24,3.6602250305140733e-08,5.918655857257275e-08,4.559676529684024e-07,8.470679993143388e-08,3.269957490126314e-08,7.737030627284662e-08,9.7123137623361e-09,2.8515388690170706e-08,2.284531434170822e-06,2.2609445601344262e-08,5.738765673543707e-08,7.185760851640768e-08,2.2494345947511585e-06,7.007280689178169e-08,5.375060472092506e-15,3.8195385747573097e-13,2.7081674634525817e-08,1.815742169834569e-08,7.373691664377726e-09,4.2286956831951955e-09,1.6761171753796426e-10,8.697853053583462e-17,4.196878635832686e-12,4.899110359650021e-36,3.197395347634232e-10,3.3053376638478815e-10,2.1702694732449758e-13,7.406887832933787e-21,4.903691740708735e-28,4.6524185405123004e-08,1.4719472815088535e-15,1.0274865343697487e-16,2.434257296804762e-13,4.3486049003670667e-16,1.2911475588863652e-25,3.702965286588881e-15,1.8846527608182084e-14,1.5156392497062722e-15,2.2778676330929376e-25,1.3061530072377939e-22,6.133913474537575e-33,2.1372544588244724e-09,2.5528804543413605e-16
3.007361600453491e-11,0.11229247039749245,0.0,0.0027871360868831773,0.0310750867057188,0.3194070592211224,0.35046614839501944,0.207012114752668,0.09201816971676884,8.899620317575817e-44,3.766229739996178e-18,1.628919732884625e-05,6.988912196162472e-15,2.8471404607462674e-31,7.32697373487742e-28,1.3558377902030269e-10,1.050912650830483e-21,6.910443058499256e-17,1.2426328826877845e-26,6.871498002471395e-13,6.741896036655503e-12,5.76253170205312e-39,3.455069823040167e-08,8.995328501964178e-25,3.880530286399793e-20,1.3876678755528415e-34,1.628334327981097e-05,3.91685678817019e-24,3.6602366231518076e-08,5.923935388692599e-08,4.5983892393507724e-07,8.492097246625796e-08,3.271120806261608e-08,7.760199681740352e-08,9.749649213264492e-09,2.8791036301943596e-08,2.2998912127308193e-06,2.3002128564015537e-08,5.7882422264306424e-08,7.264760964617853e-08,2.2645118862184166e-06,7.05423449058977e-08,5.475107086948637e-15,3.9185940158035574e-13,2.7377395243538633e-08,1.812913655161156e-08,7.402971709242566e-09,4.285529953807228e-09,1.6991515105223283e-10,8.954528617594525e-17,4.2489663679084345e-12,5.0989119156690044e-36,3.2390129155090026e-10,3.349803615211717e-10,2.212917793006181e-13,7.648170129340687e-21,5.03634903282846e-28,4.689029372542131e-08,1.5069814972345213e-15,1.0447633339111009e-16,2.497451652934218e-13,4.4296705046407915e-16,1.3261925486231076e-25,3.7110759103367406e-15,1.93727730162515e-14,1.5480870279108053e-15,2.3453888276468386e-25,1.3439540538202675e-22,6.396020360589738e-33,2.165897650603075e-09,2.6217921720919096e-16
3.0273885868985884e-11,0.11229247039749245,0.0,0.002787128875647787,0.03107508665549789,0.3194070418017214,0.3504660245954439,0.20701211424293658,0.09201816986431824,9.31647358259448e-44,3.842992708042899e-18,1.6397639712857094e-05,7.129038784071985e-15,2.939588404202359e-31,7.590143110848597e-28,1.3872021140282953e-10,1.0792231557889197e-21,7.002790339052774e-17,1.2676288758292786e-26,6.963718219836069e-13,6.786792022367702e-12,5.996157647628945e-39,3.478070539756542e-08,9.236708786001047e-25,3.967992153280766e-20,1.440409824495001e-34,1.639170737989688e-05,4.021978308334821e-24,3.6602481611621015e-08,5.92913709454891e-08,4.637149722995381e-07,8.5132712523772e-08,3.272249976622556e-08,7.783043911931313e-08,9.786731753249119e-09,2.906642662102634e-08,2.31525158321193e-06,2.3398345190489656e-08,5.837604836031375e-08,7.344059776054522e-08,2.279589139869813e-06,7.101187952948466e-08,5.576246413734206e-15,4.0194795258714035e-13,2.767416542271332e-08,1.8100254687635658e-08,7.432098952338392e-09,4.34274288834181e-09,1.7223494781545515e-10,9.217090548658452e-17,4.3012881092773575e-12,5.305433798704583e-36,3.2808992273014627e-10,3.3945666622543976e-10,2.2561068059725516e-13,7.895654188823507e-21,5.171669219809871e-28,4.725677333124048e-08,1.5424987846461077e-15,1.0622498387169736e-16,2.5618366600509113e-13,4.511600463541521e-16,1.3619429728421765e-25,3.718712540612484e-15,1.9907829168878248e-14,1.580672712916301e-15,2.4144103501094622e-25,1.3823083446203572e-22,6.667276568471252e-33,2.1947314141569434e-09,2.6920887146703106e-16
3.047415573343686e-11,0.11229247039749245,0.0,0.0027871216619675854,0.031075086606476,0.3194070243817338,0.3504659007982907,0.20701211373334916,0.09201817001290055,9.749666010978667e-44,3.920806698749983e-18,1.650608166554112e-05,7.271009328931357e-15,3.034318369680276e-31,7.861011241697825e-28,1.4190812753867047e-10,1.1081024726719305e-21,7.095750611764122e-17,1.2929579455745953e-26,7.056558653156154e-13,6.831688002063016e-12,6.237623706455616e-39,3.5010711555109585e-08,9.482914330417496e-25,4.056870640764145e-20,1.494804092551856e-34,1.6500070528784183e-05,4.129201579041658e-24,3.660259643433533e-08,5.9342629819797935e-08,4.675957384071118e-07,8.534204769072495e-08,3.2733459960446507e-08,7.805566853819741e-08,9.823562550957673e-09,2.934154291298355e-08,2.330612545625516e-06,2.3798089327860098e-08,5.886851206302164e-08,7.423655162993123e-08,2.2946663557052e-06,7.148141075475862e-08,5.6784812310943336e-15,4.122214839428489e-13,2.797197787545265e-08,1.807079440801554e-08,7.461071827145663e-09,4.400334472512201e-09,1.7457112071492256e-10,9.485634642776279e-17,4.353842732037912e-12,5.5188545044434466e-36,3.3230542818682204e-10,3.439626804891024e-10,2.299839554796907e-13,8.149457135194977e-21,5.309687354909227e-28,4.7623618793931996e-08,1.5784993146658985e-15,1.0799313668418167e-16,2.627426166845857e-13,4.594422055419991e-16,1.398408130462095e-25,3.725885370250129e-15,2.0451725024589437e-14,1.6133883489768863e-15,2.484954350075932e-25,1.421211944961913e-22,6.947929795185522e-33,2.2237557477754504e-09,2.763788479033004e-16
3.067442559788784e-11,0.11229247039749245,0.0,0.002787114445863763,0.03107508655864572,0.31940700696115326,0.3504657770035328,0.20701211322389607,0.0920181701625161,1.0199712455383715e-43,3.999679249523596e-18,1.6614523186900443e-05,7.414835458375171e-15,3.131368480361284e-31,8.139753361625605e-28,1.4514801219368036e-10,1.1375581914485209e-21,7.18932387748583e-17,1.3186222998140045e-26,7.150019415794048e-13,6.8765839757445026e-12,6.487138952615791e-39,3.524071670313582e-08,9.73400900536967e-25,4.147180145731992e-20,1.5508916191148755e-34,1.6608432726476953e-05,4.2385544251306346e-24,3.660271068878318e-08,5.9393150056333656e-08,4.7148116341683907e-07,8.554900524100121e-08,3.274409830376971e-08,7.827772026170764e-08,9.860142794121056e-09,2.961636873625355e-08,2.3459740999827177e-06,2.42013546385608e-08,5.9359790990833694e-08,7.503545011677744e-08,2.3097435337244266e-06,7.195093857393188e-08,5.7818142865219635e-15,4.226819737518568e-13,2.8270825384772236e-08,1.8040773681479057e-08,7.489888844373578e-09,4.458304692032158e-09,1.7692368263744393e-10,9.76025759090875e-17,4.406629129466182e-12,5.739356020487788e-36,3.365478078065821e-10,3.4849840430367415e-10,2.344119075810595e-13,8.40969750716441e-21,5.4504387135281465e-28,4.799082474417356e-08,1.6149831854775013e-15,1.0978284920050515e-16,2.6942340233350137e-13,4.67814363060425e-16,1.4355973790589942e-25,3.732600904172236e-15,2.1004491812863347e-14,1.6462261572545095e-15,2.5570431367295786e-25,1.4606607926488223e-22,7.238232506396744e-33,2.252970649747919e-09,2.8369099826759726e-16
3.0874695462338814e-11,0.11229247039749245,0.0,0.0027871072273573916,0.031075086511999615,0.3194069895399741,0.3504656532111431,0.20701211271456785,0.09201817031316518,1.0667139992197215e-43,4.0796179046656226e-18,1.672296427693719e-05,7.56052879460935e-15,3.2307771819328573e-31,8.426547592698159e-28,1.4844035089130545e-10,1.1675979529758471e-21,7.283510137070895e-17,1.344624146527118e-26,7.244100621232131e-13,6.921479943415244e-12,6.744916613816484e-39,3.547072084174455e-08,9.990057100676491e-25,4.2389351319073605e-20,1.6087140952170025e-34,1.6716793972979272e-05,4.3500648543042176e-24,3.660282436433112e-08,5.9442950690001584e-08,4.7537118928764596e-07,8.575361213916935e-08,3.2754424173271686e-08,7.849662929893142e-08,9.896473688546538e-09,2.9890887939510674e-08,2.3613362462944656e-06,2.46081346043178e-08,5.98498633324291e-08,7.583727217711365e-08,2.324820673927342e-06,7.242046297921334e-08,5.886248294583103e-15,4.333314047169447e-13,2.8570700812905164e-08,1.8010210147009134e-08,7.518548591123665e-09,4.516653532615931e-09,1.7929264646934155e-10,1.0041056980333716e-16,4.459646215910755e-12,5.967123870616605e-36,3.4081706147507484e-10,3.530638376606745e-10,2.388948399040742e-13,8.676495265643143e-21,5.593958793180805e-28,4.835838587167311e-08,1.6519504235946193e-15,1.1159265177782293e-16,2.762274187023341e-13,4.762756014958504e-16,1.4735201348511725e-25,3.738866090329592e-15,2.1566159291816543e-14,1.6791783943320873e-15,2.6306991787637783e-25,1.500650666111799e-22,7.538441992031379e-33,2.2823761183636252e-09,2.9114718636180454e-16
3.107496532678979e-11,0.11229247039749245,0.0,0.0027871000064694294,0.031075086466530216,0.3194069721181904,0.35046552942109477,0.20701211220535548,0.09201817046484811,1.1152488115592316e-43,4.16063021533154e-18,1.6831404935653455e-05,7.708100954517446e-15,3.3325832428277925e-31,8.721574975130227e-28,1.5178562989949985e-10,1.198229449011309e-21,7.37830939137279e-17,1.3709656937834875e-26,7.33880238307276e-13,6.966375905078338e-12,7.011174126030475e-39,3.570072397103483e-08,1.0251123325814278e-24,4.332150129870419e-20,1.6683139726178117e-34,1.682515426829525e-05,4.463761057125197e-24,3.660293745059661e-08,5.949205025726678e-08,4.792657587647525e-07,8.595589504399017e-08,3.276444667281371e-08,7.871243047414899e-08,9.932556457160188e-09,3.016508465900576e-08,2.3766989845714764e-06,2.5018422530050932e-08,6.033870783824554e-08,7.664199686204897e-08,2.339897776313792e-06,7.288998396280835e-08,5.9917859371552976e-15,4.441717640797591e-13,2.8871597100891728e-08,1.7979121117027406e-08,7.547049730003284e-09,4.575380979978261e-09,1.8167802509645156e-10,1.0328131295977527e-16,4.512892926683846e-12,6.202347159315878e-36,3.4511318907794255e-10,3.576589805516281e-10,2.4343305482274297e-13,8.949971801030603e-21,5.740283313463902e-28,4.872629692486215e-08,1.689400984942303e-15,1.1342421716482851e-16,2.8315606373814693e-13,4.848264138743147e-16,1.5121858726843737e-25,3.744689639915919e-15,2.213675442982733e-14,1.7122373504733363e-15,2.705945104305794e-25,1.541177185524958e-22,7.848820422200864e-33,2.311972151911794e-09,2.9874928803841917e-16
3.127523519124077e-11,0.11229247039749245,0.0,0.0027870927832207163,0.031075086422230055,0.3194069546957966,0.3504654056333618,0.2070121116962502,0.09201817061756519,1.1656308933167212e-43,4.242723739488144e-18,1.6939845163051345e-05,7.857563549766387e-15,3.436825754489513e-31,9.02501949771844e-28,1.551843362178194e-10,1.22946042222466e-21,7.473721641245468e-17,1.39764914974319e-26,7.434124815038261e-13,7.0112718607369e-12,7.28613318849633e-39,3.5930726091104546e-08,1.0517272809911327e-24,4.4268397370745765e-20,1.729734472943223e-34,1.6933513612428997e-05,4.579671407014464e-24,3.6603049937453145e-08,5.954046680895877e-08,4.831648153663101e-07,8.615588031188463e-08,3.277417464100052e-08,7.892515842089131e-08,9.968392339078068e-09,3.043894331588728e-08,2.392062314824258e-06,2.543221154772616e-08,6.082630381201305e-08,7.744960331918445e-08,2.3549748408836223e-06,7.335950151691892e-08,6.098429865139274e-15,4.552050435613278e-13,2.9173507268155304e-08,1.794752358063194e-08,7.57539099819344e-09,4.634487019834378e-09,1.8407983140412667e-10,1.0621579921721168e-16,4.56636821794885e-12,6.445218616577945e-36,3.494361905008213e-10,3.622838329680641e-10,2.480268540840817e-13,9.230249940481305e-21,5.889448216029318e-28,4.909455271057854e-08,1.7273347559492793e-15,1.152758971349393e-16,2.902107446771766e-13,4.934673433004955e-16,1.5516041260177618e-25,3.750081115046909e-15,2.2716302098121344e-14,1.7453954339219038e-15,2.782803700842642e-25,1.5822358372034561e-22,8.169634903442201e-33,2.3417587486816065e-09,3.0649919119888157e-16
