Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205)
0.0,0.058717038926530046,0.0,0.001457944076545741,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5927536289902675e-23,0.058717038926530046,0.0,0.0014579440765457407,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,4.449088134925775e-70,1.1253879021183904e-23,8.898175351498738e-70,0.0,-2.345352360354036e-149,4.805108770249517e-69,3.322293254091813e-112,6.2656412803250595e-59,4.791436301759911e-87,7.796287690373924e-77,9.504606688906247e-37,-6.987305798851725e-132,3.828254062046453e-48,1.422926473282462e-91,3.506371128965853e-113,-1.3458079666830708e-144,1.1253879021184856e-23,7.24361811718148e-113,2.5035440197862947e-19,8.557261609489896e-20
4.4597101611727496e-23,0.058717038926530046,0.0,0.0014579440765457399,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.723461989489447e-69,3.1510861259314936e-23,1.3446922591164129e-68,0.0,5.4409835673237826e-148,2.9022858096151146e-68,9.371491996001568e-111,3.784447333316336e-58,7.240819100587695e-86,1.1781749957683982e-75,2.661289872893749e-36,-6.987305713989131e-132,1.0719111373730069e-47,2.150326721221841e-90,1.554882467540355e-111,-1.3458079361801487e-144,3.15108612593176e-23,2.0428178906348703e-111,7.009923255375622e-19,2.396033250657166e-19
1.0193623225537713e-22,0.058717038926530046,0.0,0.0014579440765457386,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,7.232793599174249e-68,7.2024825735577e-23,1.4465585705400702e-67,0.0,6.491630788963e-146,1.3973257957541855e-67,2.038685635188308e-109,1.822048484318528e-57,7.789342271849433e-85,1.2674268972476673e-74,6.082948280899998e-36,-6.987301540672497e-132,2.45008259970973e-47,2.3132232181617454e-89,3.872753238696135e-110,-1.345804903013711e-144,7.202482573558309e-23,4.44357498482613e-110,1.6022681726450254e-18,5.476647430073495e-19
2.166144935426764e-22,0.058717038926530046,0.0,0.0014579440765457362,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,6.648183418245902e-67,1.5305275468810114e-22,1.329636546421557e-66,0.0,6.296029907481099e-144,6.102489832010433e-67,3.780003246474042e-108,7.957364426012826e-57,7.159747491427137e-84,1.1649836769962328e-73,1.2926265096912495e-35,-6.987138510801534e-132,5.206425524383176e-47,2.1262506587081528e-88,8.865699001957624e-109,-1.3455659263911214e-144,1.5305275468811407e-22,8.23763907993789e-109,3.404819866818344e-18,1.1637875788906052e-18
4.459710161172749e-22,0.058717038926530046,0.0,0.0014579440765457314,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,5.68766088262209e-66,3.151086125931494e-22,1.1375320591232967e-65,0.0,6.110386915085136e-142,2.54767018797852e-66,6.498999106439556e-107,3.3220430068283466e-56,6.12531471363869e-83,9.966680627913506e-73,2.661289872893749e-35,-6.981395402517768e-132,1.0719111373730068e-46,1.819052202682354e-87,2.1022187353023764e-107,-1.3286531129242495e-144,3.1510861259317603e-22,1.415839683926184e-107,7.009923254998552e-18,2.396033250657076e-18
9.04684061266472e-22,0.058717038926530046,0.0,0.0014579440765457217,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,4.702668006329179e-65,6.392203284032459e-22,9.405335041963182e-65,0.0,6.329729404064927e-140,1.0408070626501314e-65,1.0778705184687614e-105,1.3571629638835295e-55,5.064528656837211e-82,8.240644279864653e-72,5.398616599298749e-35,-6.788741446943556e-132,2.174448307242385e-46,1.5040275380914142e-86,5.401485226559231e-106,-1.913650484318717e-145,6.392203284032999e-22,2.3466504430538726e-106,1.422013003069324e-17,4.8605245941898565e-18
1.822110151564866e-21,0.058717038926530046,0.0,0.0014579440765457024,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,3.8241315228130994e-64,1.287443760023439e-21,7.648262256273004e-64,0.0,7.063363501585975e-138,4.207113913032175e-65,1.7573417899001726e-104,5.485869691706046e-55,4.1183905941401543e-81,6.701155071229155e-71,1.0873270052108747e-34,-4.780911389822967e-133,4.37952264698114e-46,1.2230502157082164e-85,1.5038204780554987e-104,7.440141480503112e-143,1.2874437600235477e-21,3.820911917029203e-105,2.8640543579419734e-17,9.789507281254775e-18
3.656962332161655e-21,0.058717038926530046,0.0,0.0014579440765456638,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,3.0843006118270994e-63,2.583890623263825e-21,6.168600587012252e-63,0.0,8.348467498802693e-136,1.6916663073228984e-64,2.843810413283431e-103,2.2058440753035585e-54,3.3216312131156917e-80,5.404724330960335e-70,2.1822576957728744e-34,2.0382448823318635e-130,8.789671326458648e-46,9.864343070044848e-85,4.4425052739559253e-103,4.906961553501994e-141,2.583890623264043e-21,6.166967238830527e-104,5.748137066622115e-17,1.9647472655382036e-17
7.326666693355232e-21,0.058717038926530046,0.0,0.0014579440765455864,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,2.4774779828822015e-62,5.176784349744597e-21,4.954955454378969e-62,0.0,1.0233672574011444e-133,6.784373050113578e-64,4.593882701936925e-102,8.846421329843263e-54,2.6681148284286075e-79,4.341368504145207e-69,4.372119076896874e-34,6.779538200183687e-129,1.760996868541366e-45,7.923576799847785e-84,1.3616155074223629e-101,3.1607991515758064e-139,5.1767843497450336e-21,9.910150796097927e-103,1.1516302479721771e-16,3.9363403403626255e-17
1.4666075415742387e-20,0.058717038926530046,0.0,0.0014579440765454315,0.031075110263184432,0.3194096818763551,0.35048479213953954,0.20701222018021495,0.09201819554070576,0.0,1.9860052535413972e-61,1.0362571802706142e-20,3.972010097144072e-61,0.0,1.2806656566469393e-131,2.717315599452604e-63,7.443021204106606e-101,3.5431828008017844e-53,2.1388242813549883e-78,3.4801442097019406e-68,8.751841839144873e-34,2.1781282398109587e-127,3.5250563403323655e-45,6.351727547152294e-83,4.2605233253811296e-100,2.0291812625311368e-137,1.0362571802707015e-20,1.5890722555107063e-101,2.305263328887857e-16,7.879526490007346e-17
