Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511)
1.385104941855773e-20,0.07659248437779444,0.0,0.0019017913871001242,0.031075110263184432,0.31940968187635504,0.3504847921395395,0.2070122201802149,0.09201819554070574,0.0,1.3698261135424933e-53,1.0192439358760117e-17,2.29362728492234e-51,0.0,4.142828251148529e-115,3.2767043249708393e-37,1.0093222681781415e-85,2.3410201157731583e-45,3.4541917116334163e-66,5.537786636817619e-59,1.6409906411057626e-27,9.392545033738863e-108,2.015830233536527e-23,2.3345917477988193e-69,1.84849549783503e-86,5.8897130751321784e-118,1.0192439360400399e-17,1.7210589486584082e-85,2.4865678334536797e-16,8.499236028519901e-17,2.7200650203355593e-17,6.752123176910329e-17,5.592718540115505e-17,2.719755529326418e-17,3.0949082633986466e-21,9.140192641561409e-28,2.015830302132174e-23,8.22827253882615e-38,9.140192641265302e-28
2.7714132763630276e-20,0.07659248437779444,0.0,0.0019017913870996122,0.031075110263184432,0.31940968187635493,0.3504847921395394,0.20701222018021484,0.09201819554070549,0.0,1.096971868696712e-52,2.039373400801437e-17,1.8367620415180941e-50,0.0,2.741189790763293e-113,1.3119637952290363e-36,1.6168359194240041e-84,9.370181337586393e-45,2.7661548420537244e-65,4.434720652041844e-58,3.283406990848453e-27,3.010113519930577e-106,4.0334118399954704e-23,1.8695668354604986e-68,3.0609300110474985e-85,3.77524233389328e-116,2.0393734011294946e-17,2.7566853494906807e-84,4.975296004280744e-16,1.7005856275148287e-16,5.442493260304145e-17,1.3510112663739617e-16,1.1190296084288998e-16,5.441874008848173e-17,6.1925072428794864e-21,3.658459059538457e-27,4.033412114556942e-23,6.587621172830133e-37,3.65845905930139e-27
5.544029945377538e-20,0.07659248437779444,0.0,0.0019017913870985883,0.031075110263184432,0.3194096818763547,0.35048479213953926,0.20701222018021473,0.09201819554070499,0.0,8.780221032840054e-52,4.079632330652288e-17,1.470154082293907e-49,0.0,1.8654736662909375e-111,5.2529902596743335e-36,2.5888737859291805e-83,3.749293057674703e-44,2.214045010392824e-64,3.5495739366665876e-57,6.568239690333835e-27,9.639567995026997e-105,8.068575052913785e-23,1.4964112133990302e-67,5.220719433687882e-84,2.4180210976470117e-114,4.0796323313079787e-17,4.413090748977685e-83,9.95275229504391e-16,3.4019096765834907e-16,1.0887349742268105e-16,2.702609163619821e-16,2.2385451159938803e-16,1.0886110968271097e-16,1.2387710693227175e-20,1.4638601601489617e-26,8.068576151517541e-23,5.2720990505133114e-36,1.4638601599592365e-26
1.1089263283406557e-19,0.07659248437779444,0.0,0.0019017913870965405,0.031075110263184432,0.31940968187635427,0.3504847921395389,0.2070122201802145,0.09201819554070399,0.0,7.025955693960089e-51,8.160150190353985e-17,1.1764211181995494e-48,0.0,1.3349076157557342e-109,2.1042795376459787e-35,4.145025133295788e-82,1.4999613623720438e-43,1.7716845725490468e-63,2.840378290953075e-56,1.3137905089304586e-26,3.0858150081421234e-103,1.6138901478752128e-22,1.197432142763023e-66,9.381529524173892e-83,1.548130910197958e-112,8.160150191663243e-17,7.062861096029293e-82,1.990766467300641e-15,6.804557773692754e-16,2.17770627143032e-16,5.405804957631549e-16,4.477576126044967e-16,2.1774584888634602e-16,2.477813955946659e-20,5.856393848873317e-26,1.6138905873882995e-22,4.218480256092301e-35,5.856393847355221e-26
2.2179729959464597e-19,0.07659248437779444,0.0,0.001901791387092445,0.031075110263184432,0.3194096818763534,0.3504847921395383,0.20701222018021406,0.09201819554070201,0.0,5.621476189121426e-50,1.6321185909757367e-16,9.412560500524086e-48,0.0,1.0344362626346334e-107,8.43973602178646e-35,6.638390654300238e-81,6.000333762866591e-43,1.4175271056405853e-62,2.2725903245316616e-55,2.627723588724607e-26,9.876453619894825e-102,3.2279554330435664e-22,9.580669978345593e-66,1.8296486948819334e-81,9.909950182151521e-111,1.6321185912366956e-16,1.130211069012828e-80,3.981748861467609e-15,1.3609853963799038e-15,4.3556488690802076e-16,1.0812196543735041e-15,8.955638125831645e-16,4.3551532735432256e-16,4.9559085154121726e-20,2.34274819465346e-25,3.2279571912390923e-22,3.375104644782772e-34,2.3427481934388607e-25
4.436066331158067e-19,0.07659248437779444,0.0,0.0019017913870842539,0.031075110263184432,0.3194096818763516,0.3504847921395371,0.20701222018021317,0.09201819554069803,0.0,4.4974656222542806e-49,3.2643257348564077e-16,7.530525051487218e-47,0.0,8.924363662948205e-106,3.39357875190047e-34,1.0639589138428204e-79,2.400231171299692e-42,1.1340934679345358e-61,1.8181873433560972e-54,5.255589748312892e-26,3.1607604849252094e-100,6.456086003383013e-22,7.66502114678655e-65,3.97858885427454e-80,6.342980423262663e-109,3.264325735374713e-16,1.8084603540763845e-79,7.96371332409945e-15,2.7220446327562633e-15,8.711534077351463e-16,2.1624979708262157e-15,1.791176204414302e-15,8.710542845331013e-16,9.912132779213667e-20,9.371374101371537e-25,6.456093036451486e-22,2.7002118976850828e-33,9.371374091654164e-25
8.872253001581283e-19,0.07659248437779444,0.0,0.0019017913870678718,0.031075110263184432,0.319409681876348,0.3504847921395346,0.20701222018021137,0.09201819554069006,0.0,3.598086369661436e-48,6.528740022617725e-16,6.024610707440468e-46,0.0,8.660276511564504e-104,1.3714969812842272e-33,1.7079741715249244e-78,9.601120020981965e-42,9.073034885927594e-61,1.4545959095798206e-53,1.0511322067489415e-25,1.0114906099491544e-98,1.2912347144072866e-21,6.132210988995933e-64,9.729119745503856e-79,4.0597037830168377e-107,6.528740023639845e-16,2.89363468495221e-78,1.5927640946554964e-14,5.444163098929396e-15,1.7423304545779884e-15,4.325054600659694e-15,3.582400955571787e-15,1.7421321998619615e-15,1.9824721886298959e-19,3.748625905636126e-24,1.2912375276919502e-21,2.1602207907394555e-32,3.74862589786203e-24
1.7744626342427712e-18,0.07659248437779444,0.0,0.0019017913870351074,0.031075110263184432,0.31940968187634083,0.3504847921395296,0.2070122201802078,0.09201819554067413,0.0,2.878514645167353e-47,1.3057568598140265e-15,4.8197648336239327e-45,0.0,9.316764226578921e-102,5.5983477800588604e-33,2.750668298773219e-77,3.840487075896904e-41,7.258542767475109e-60,1.1636951418991795e-52,2.102278670584228e-25,3.236845561493134e-97,2.582486942549642e-21,4.905846421007854e-63,2.632915548450205e-77,2.5982737073674613e-105,1.3057568600126497e-15,4.629893992102759e-77,3.185549098023506e-14,1.0888400004957308e-14,3.484684569018038e-15,8.65016784803887e-15,7.164850327867594e-15,3.484288034404893e-15,3.96504624184029e-19,1.4994656147505717e-23,2.5824981958028455e-21,1.728197139467084e-31,1.4994656085309362e-23
3.5489373024120576e-18,0.07659248437779444,0.0,0.0019017913869695787,0.031075110263184432,0.31940968187632646,0.35048479213951966,0.20701222018020063,0.09201819554064228,0.0,2.3028299360481112e-46,2.611522574918498e-15,3.855842374212544e-44,0.0,1.079364784713725e-99,2.329194201262398e-32,4.458269605071364e-76,1.5362026438941491e-40,5.806880157823639e-59,9.309634792638498e-52,4.204571598254728e-25,1.0358026773841829e-95,5.1649913988518894e-21,3.924708188967439e-62,7.656665773557845e-76,1.662916019260784e-103,2.611522575292536e-15,7.40789318498779e-76,6.371117020268486e-14,2.1776873711739712e-14,6.969392880915593e-15,1.7300394293646108e-14,1.43297485523826e-14,6.968599719031593e-15,7.930419275437046e-19,5.997892958865951e-23,5.165036412093806e-21,1.3825659104849508e-30,5.997892909111583e-23
7.09788663875063e-18,0.07659248437779444,0.0,0.0019017913868385212,0.031075110263184432,0.3194096818762977,0.35048479213949973,0.2070122201801863,0.09201819554057857,0.0,1.8422712368318835e-45,5.223054005127292e-15,3.0846861023611805e-43,0.0,1.3091497507740045e-97,1.0035551985157856e-31,7.316184037035403e-75,6.1448262026804624e-40,4.645522503866133e-58,7.44773729710811e-51,8.409157453595433e-25,3.314587924088376e-94,1.033000031152653e-20,3.139778972085479e-61,2.3271452464948293e-74,1.0642736844496565e-101,5.223054005782531e-15,1.1852679334690063e-74,1.2742244526805245e-13,4.35538207042109e-14,1.393880983678053e-14,3.46008469882561e-14,2.865954292110651e-14,1.3937223150448352e-14,1.5862065051353273e-18,2.3991632793239258e-22,1.0330180364952397e-20,1.1060560017318096e-29,2.399163239520615e-22
1.4195785311427774e-17,0.07659248437779444,0.0,0.0019017913865764073,0.031075110263184432,0.3194096818762402,0.35048479213945993,0.20701222018015764,0.09201819554045114,0.0,1.4738199046682694e-44,1.044611686554429e-14,2.4677537631254873e-42,0.0,1.6293514704349e-95,4.589227920851908e-31,1.2291272297333681e-73,2.457933606495089e-39,3.716425354149332e-57,5.958201622758918e-50,1.681832916427567e-24,1.060671232751774e-92,2.06600181371564e-20,2.5118281460419654e-60,7.250083055584341e-73,6.811385106467634e-100,1.0446116866483409e-14,1.8964327127800622e-73,2.5484466188153246e-13,8.71077130047788e-14,2.7877645076789713e-14,6.920175159105827e-14,5.731912333733229e-14,2.7874470261935245e-14,3.1728955438232904e-18,9.596665275192827e-22,2.0660738351776254e-20,8.848461007549461e-29,9.596664956766183e-22
2.129368398410492e-17,0.07659248437779444,0.0,0.0019017913863142932,0.031075110263184432,0.3194096818761827,0.35048479213942013,0.20701222018012896,0.09201819554032371,0.0,4.3754053016880483e-44,1.566917972596069e-14,7.326148102860039e-42,0.0,1.0906441766000403e-94,1.0722429326798509e-30,4.7672253278975733e-73,5.223110867190383e-39,1.103314397258911e-56,1.768842101106077e-49,2.5227500874954736e-24,5.074444803404459e-92,3.099003596306686e-20,7.456994000630095e-60,3.44887253122893e-72,3.867307526737614e-99,1.5669179726905178e-14,7.174593878600736e-73,3.8226654497862834e-13,1.306616036209723e-13,4.181648164507817e-14,1.038026554074426e-13,8.597869543233845e-14,4.181171762207545e-14,4.759944466022427e-18,2.039292127015342e-21,3.099156641970668e-20,2.5301077614666366e-28,2.0392920359837142e-21
2.8391582656782064e-17,0.07659248437779444,0.0,0.0019017913860521797,0.031075110263184432,0.3194096818761252,0.35048479213938033,0.2070122201801003,0.09201819554019629,0.0,9.53378079843726e-44,2.0892242586376498e-14,1.596329603644128e-41,0.0,4.99824192044694e-94,1.9906287126187852e-30,1.280485588872825e-72,8.910014402352401e-39,2.4040647414236134e-56,3.854215026011153e-49,3.363667258563262e-24,1.6794669377155135e-91,4.13200537892579e-20,1.624840244853117e-59,1.1361969247790433e-71,1.4872899437357448e-98,2.0892242587047835e-14,1.8675432797090972e-72,5.09688094560215e-13,1.7421549255279156e-13,5.575531954164592e-14,1.384035584374091e-13,1.1463825920612743e-13,5.574896523086895e-14,6.3473532717574924e-18,3.478793123468667e-21,4.132266456874375e-20,5.336731115661944e-28,3.478792931455138e-21
4.2587380002136355e-17,0.07659248437779444,0.0,0.0019017913855279532,0.031075110263184432,0.3194096818760102,0.35048479213930067,0.20701222018004298,0.09201819553994144,0.0,2.767363339067476e-43,3.1338368307206726e-14,4.63365386270411e-41,0.0,6.042923935866362e-93,4.74051464934405e-30,5.100495246013606e-72,1.8447056606623074e-38,6.978260535684537e-56,1.1187600794401335e-48,5.045501600698565e-24,9.799159013053364e-91,6.198008944229852e-20,4.716411485131343e-59,6.587394711078963e-71,1.1319488722662036e-97,3.13383683066781e-14,6.853622601475776e-72,7.645304109856178e-13,2.613232664633068e-13,8.363299845217157e-14,2.0760536265166777e-13,1.7195736722432557e-13,8.362346103202983e-14,9.523015507914517e-18,7.202400630577238e-21,6.19854947306397e-20,1.4576270767107264e-27,7.202400106078235e-21
5.678317734749065e-17,0.07659248437779444,0.0,0.0019017913850037282,0.031075110263184432,0.31940968187589525,0.350484792139221,0.20701222017998566,0.09201819553968658,0.0,6.051912564342479e-43,4.178449402803477e-14,1.0133280164236938e-40,0.0,2.787757840283411e-92,9.112136638403834e-30,1.4019892659328203e-71,3.137361506217332e-38,1.5260671418518556e-55,2.446602542365485e-48,6.727335942833437e-24,3.2602994763870975e-90,8.264012509637095e-20,1.0314261782152155e-58,2.1864855851273524e-70,4.2742444477478945e-97,4.1784494025281974e-14,1.7771959806730798e-71,1.019371500962794e-12,3.484310341797776e-13,1.1151068224725383e-13,2.768071639739878e-13,2.2927644464246035e-13,1.1149795774757706e-13,1.2700001164317887e-17,1.2249398299516634e-20,8.264931807709095e-20,3.0498437632563085e-27,1.2249397202052665e-20
7.097897469284494e-17,0.07659248437779444,0.0,0.0019017913844795041,0.031075110263184432,0.3194096818757803,0.35048479213914135,0.20701222017992835,0.09201819553943176,0.0,1.1354212884919601e-42,5.223061974886048e-14,1.90114148190547e-40,0.0,1.0199565572953103e-91,1.556633522671633e-29,3.2489019304357615e-71,4.793179807265552e-38,2.8631099707813985e-55,4.590159856816276e-48,8.409170284967845e-24,8.79095956284351e-90,1.0330016075154889e-19,1.9350961002863904e-58,5.886160815786073e-70,1.3074077470018793e-96,5.2230619742786144e-14,3.885798244373705e-71,1.2742112768941335e-12,4.3553879525977273e-13,1.3938837127578953e-13,3.4600896219780247e-13,2.865954892748292e-13,1.3937245544282368e-13,1.5878404771089377e-17,1.8714313979112486e-20,1.0331420554985138e-19,5.5521244440482774e-27,1.8714311981190682e-20
9.937056938355352e-17,0.07659248437779444,0.0,0.0019017913834310609,0.031075110263184432,0.3194096818755503,0.35048479213898204,0.20701222017981372,0.09201819553892207,0.0,3.106719955945953e-42,7.312287119050471e-14,5.201870214207344e-40,0.0,1.5732248006481868e-90,3.713826871512865e-29,1.4484777993319319e-70,9.217115530732189e-38,7.833991640325503e-55,1.2559515460379293e-47,1.1772838969235246e-23,5.1825905259543695e-89,1.4462023206529082e-19,5.294776249453539e-58,3.4618437021188185e-69,1.1569961338943675e-95,7.312287117442631e-14,1.4946514809923448e-70,1.783886804118122e-12,6.097542970934743e-13,1.9514376536195595e-13,4.844125491552865e-13,4.0123347812296717e-13,1.9512145383395193e-13,2.2239554903850076e-17,3.598696460473684e-20,1.446472397165296e-19,1.4659247232689505e-26,3.598695932955524e-20
1.277621640742621e-16,0.07659248437779444,0.0,0.0019017913823826229,0.031075110263184432,0.3194096818753203,0.3504847921388227,0.20701222017969909,0.09201819553841241,0.0,6.549344116585095e-42,9.401512263213947e-14,1.0966176085116817e-39,0.0,8.003570771000648e-90,7.225465518858692e-29,4.257452294556157e-70,1.5116046472564156e-37,1.651500868648982e-54,2.6476988543339055e-47,1.513650765350077e-23,1.7480236018559117e-88,1.8594030338352285e-19,1.1162033324444003e-57,1.166525473999512e-68,4.781833525186037e-95,9.401512260159997e-14,3.970178859585243e-70,2.2935569943935654e-12,7.839697719729381e-13,2.5089918070394973e-13,6.228161235280999e-13,5.158713338109763e-13,2.5087045620415386e-13,2.860646408618826e-17,5.901853150940606e-20,1.8598459586416566e-19,3.0392291175635845e-26,5.901852057265811e-20
1.8454535345567926e-16,0.07659248437779444,0.0,0.0019017913802857635,0.031075110263184432,0.3194096818748604,0.35048479213850414,0.2070122201794698,0.09201819553739307,0.0,1.99775328494235e-41,1.3579962551538047e-13,3.345024159570861e-39,0.0,1.3370945466968325e-88,1.9973203544841877e-28,2.3763810233617504e-69,3.1338272199954244e-37,5.0375903704207236e-54,8.076303502548606e-47,2.1863845022026182e-23,1.1958176384847477e-87,2.6858044603345544e-19,3.404766697792221e-57,7.970677347531248e-68,5.049972115640366e-94,1.3579962544254983e-13,1.8017058022310477e-69,3.3128813666369236e-12,1.1324006408805398e-12,3.624100751464557e-13,8.996232345250284e-13,7.45146645763543e-13,3.623684728800853e-13,4.135755717690152e-17,1.223559853981298e-19,2.686722722802962e-19,9.132004811783277e-26,1.2235595253615665e-19
2.981117322185136e-16,0.07659248437779444,0.0,0.0019017913760921103,0.031075110263184432,0.31940968187394053,0.350484792137867,0.20701222017901125,0.09201819553535447,0.0,8.668422752329571e-41,2.1936863128174853e-13,1.4514346569270648e-38,0.0,5.1730880064168675e-87,7.9039791500340555e-28,2.4542032128806307e-68,8.14800408490217e-37,2.1858536443410413e-53,3.504377319108992e-46,3.5318519759054487e-23,1.5069463466959366e-86,4.338607313871941e-19,1.4773574560949065e-56,1.0034929250178723e-66,1.1321617373921177e-92,2.193686310708598e-13,1.348797044394316e-68,5.351466080245187e-12,1.8292620552931245e-12,5.854321190635303e-13,1.4532373055253224e-12,1.2036956719924793e-12,5.853645539735853e-13,6.692884175607319e-17,3.1812762768398205e-19,4.340994811910682e-19,3.926142690554251e-25,3.18127486399437e-19
5.252444897441823e-16,0.07659248437779444,0.0,0.001901791367705066,0.031075110263184432,0.31940968187210084,0.3504847921365926,0.20701222017809415,0.09201819553127749,0.0,4.900745968285509e-40,3.865066428140289e-13,8.205774855700742e-38,0.0,3.441808957373622e-85,4.177392888602042e-27,4.028297683479904e-67,2.5255226349378138e-36,1.2357857641264303e-52,1.9812212088961197e-45,6.222786923302096e-23,2.887539639349344e-85,7.644213023101651e-19,8.352330987442729e-56,1.9216525147046394e-65,4.1452813830249375e-91,3.865066421131226e-13,1.4345390994069656e-67,9.42837940102675e-12,3.2229835905197587e-12,1.0314772270173675e-12,2.5604648435570463e-12,2.1207873338397342e-12,1.031356907124742e-12,1.1834780249502908e-16,9.860555214234885e-19,7.651613216168668e-19,2.210857654890334e-24,9.860547258329392e-19
9.795100047955196e-16,0.07659248437779444,0.0,0.0019017913509320266,0.031075110263184432,0.3194096818684214,0.3504847921340439,0.20701222017626,0.09201819552312461,0.0,3.258643309378993e-39,7.207826658767665e-13,5.456249625235349e-37,0.0,3.1172418028505916e-83,2.6655395546682234e-26,8.872376623388323e-66,8.77851197671336e-36,8.21708580316231e-52,1.3173694920114016e-44,1.1604656818059344e-22,7.050318494070519e-84,1.4255424450180864e-18,5.5536988992960445e-55,4.690269755866491e-64,1.987831069996164e-89,7.207826633402206e-13,1.8599425236548004e-66,1.7581181737123523e-11,6.010421486593731e-12,1.923571523398912e-12,4.774917503750473e-12,3.9549450954455426e-12,1.923342377276479e-12,2.2229129144384026e-16,3.4274483534464154e-18,1.4281146921436942e-18,1.4680900713762052e-23,3.427443070438615e-18
1.4337755198468569e-15,0.07659248437779444,0.0,0.0019017913341603861,0.031075110263184432,0.31940968186474195,0.35048479213149514,0.2070122201744259,0.09201819551497305,0.0,9.794366977818579e-39,1.055058688937073e-12,1.6399619753244413e-36,0.0,2.5025908191347373e-82,7.905695185244692e-26,4.592083882356713e-65,1.880689320688354e-35,2.4697748787865194e-51,3.9595620045838576e-44,1.6986526712768536e-22,3.763438258370176e-83,2.0866635888753213e-18,1.6692518922594328e-54,2.5033967434887194e-63,1.3082608145613467e-88,1.055058683424082e-12,7.473253455345907e-66,2.573261848889346e-11,8.79785248351103e-12,2.815671260408795e-12,6.98936694278926e-12,5.789068774710259e-12,2.815328865885252e-12,3.2770887263417657e-16,7.342889541411504e-18,2.0921743151883357e-18,4.411371333725353e-23,7.342873666842941e-18
