Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202)
1.482862165679486e-10,0.07782336798655136,0.0,0.0019289548555671548,0.031075148949592415,0.31940846341325213,0.350484076956272,0.20701183852540506,0.0920181635391891,0.0,4.152978121380778e-22,1.5447137182117888e-07,4.517829914783357e-21,0.0,3.570710644326175e-33,8.457476287724079e-10,5.673811558903271e-26,4.252438523265203e-22,1.0272300533129453e-35,3.572340083943217e-15,3.68164186975041e-17,3.0269908676390306e-57,4.257526149556017e-13,8.292476820642951e-39,3.1628507580872846e-24,8.309997766300401e-43,1.541165103102803e-07,1.513806246489553e-40,4.783443436566212e-08,6.017763879827358e-07,9.936198857757438e-07,5.606965295460581e-07,9.249245678086987e-08,2.8999019194668205e-07,5.899606672780869e-09,7.414875589019839e-08,9.987463546247892e-11,4.979857598095515e-08,7.057480621388408e-08,2.3052984294559184e-07,1.536660096731954e-11,2.891588404436086e-07,1.0767766209485466e-14,3.4983771514913306e-12,5.40387685403221e-10,1.3895082490093013e-08,7.895263273570392e-08
1.488710103476983e-10,0.07782336798655136,0.0,0.0019289419433946562,0.031075149491589776,0.31940845903056364,0.3504840746896317,0.20701183738409884,0.09201816368514293,0.0,4.21357328612521e-22,1.5508055731123235e-07,4.5715049056807905e-21,0.0,3.6559982998704534e-33,8.571810053371892e-10,5.763787024043261e-26,4.286045015456804e-22,1.03943117670571e-35,3.600555483864592e-15,3.696160917377879e-17,3.087150583279121e-57,4.274334972891234e-13,8.390972109667075e-39,3.21299907691905e-24,8.508484609204618e-43,1.5472289344941825e-07,1.5378220294915074e-40,4.7835110144052484e-08,6.032745506562176e-07,9.986060275085205e-07,5.623539237036222e-07,9.249535568713735e-08,2.909270342984882e-07,5.912692485762179e-09,7.46568169475202e-08,1.0060101612912133e-10,5.030701045714876e-08,7.095664674001525e-08,2.3180763643396244e-07,1.5427201888128342e-11,2.902971889235464e-07,1.0905822011248848e-14,3.557080770818903e-12,5.445771828651766e-10,1.3822306228732194e-08,7.902784321269002e-08
1.4945580412744798e-10,0.07782336798655136,0.0,0.001928929027882203,0.031075150034064754,0.319408454650459,0.35048407242658147,0.20701183624289735,0.09201816383200849,0.0,4.274831492215716e-22,1.556897427973488e-07,4.625603480166172e-21,0.0,3.742976536097085e-33,8.687292181103818e-10,5.854827935830683e-26,4.319783778067332e-22,1.051728533124457e-35,3.6288817419869335e-15,3.7106799636023273e-17,3.148263028445354e-57,4.291143977056134e-13,8.490244250191826e-39,3.2637410729723126e-24,8.710905869828847e-43,1.5532926558011048e-07,1.5621223894565761e-40,4.783578717397847e-08,6.047681594020647e-07,1.0035998008876403e-06,5.640077278121417e-07,9.249816544701542e-08,2.9186144496703885e-07,5.925766169584602e-09,7.516587910514476e-08,1.0133000553891e-10,5.0818424883407654e-08,7.133872706263149e-08,2.3308792306756505e-07,1.5487802808445153e-11,2.914355210368387e-07,1.1045099885982091e-14,3.616537547916898e-12,5.487816686720186e-10,1.3750200633862185e-08,7.91020686355113e-08
1.5004059790719768e-10,0.07782336798655136,0.0,0.0019289161090500866,0.031075150577011528,0.3194084502729322,0.35048407016711364,0.20701183510179835,0.09201816397978868,0.0,4.336757617934064e-22,1.5629892827953455e-07,4.680127305331775e-21,0.0,3.831672047557027e-33,8.803930174486152e-10,5.946942663194637e-26,4.3536548110806555e-22,1.064122500576879e-35,3.657318856715749e-15,3.725199008423761e-17,3.2103394745769026e-57,4.3079531624121706e-13,8.590296293689407e-39,3.315081407121047e-24,8.917323673073894e-43,1.5593562670256398e-07,1.5867095647396488e-40,4.783646544643545e-08,6.062572349748694e-07,1.008601169986309e-06,5.656579496014428e-07,9.250088831453513e-08,2.9279342085608056e-07,5.9388276831289946e-09,7.56759342850962e-08,1.0206160364980457e-10,5.1332822471366864e-08,7.17210420996289e-08,2.343706965665047e-07,1.5548403728271098e-11,2.9257383677105856e-07,1.1185605573581782e-14,3.676754173491313e-12,5.530011253101329e-10,1.3678756824411354e-08,7.917532216268555e-08
1.5062539168694737e-10,0.07782336798655136,0.0,0.0019289031869186742,0.031075151120424315,0.31940844589797707,0.35048406791122033,0.20701183396079967,0.09201816412848639,0.0,4.399356559036282e-22,1.5690811375779575e-07,4.735078048301004e-21,0.0,3.9221118434926185e-33,8.92173155503298e-10,6.040139607661001e-26,4.387658114480651e-22,1.076613457070558e-35,3.6858668264553386e-15,3.739718051842187e-17,3.273391281662263e-57,4.3247625293191285e-13,8.691131291630887e-39,3.3670247583652826e-24,9.127800876202011e-43,1.565419768169857e-07,1.6115858024497404e-40,4.783714495245969e-08,6.077417980400544e-07,1.0136100989889066e-06,5.673045967847269e-07,9.250352648665769e-08,2.937229589435043e-07,5.951876986086929e-09,7.618697442135251e-08,1.0279581041975945e-10,5.1850206388111076e-08,7.210358676670867e-08,2.3565595062823728e-07,1.560900464760728e-11,2.937121361137685e-07,1.132734480989504e-14,3.7377373701552135e-12,5.572355352440964e-10,1.360796606626595e-08,7.924761676423322e-08
1.5121018546669707e-10,0.07782336798655136,0.0,0.0019288902615084065,0.031075151664297418,0.31940844152558756,0.350484065658894,0.2070118328198992,0.09201816427810453,0.0,4.462633228711401e-22,1.5751729923213864e-07,4.790457376228444e-21,0.0,4.014323250297116e-33,9.040703862106409e-10,6.134427203350743e-26,4.421793688251193e-22,1.0892017806129678e-35,3.7145256496087944e-15,3.754237093857613e-17,3.3374298985856944e-57,4.341572078135129e-13,8.792752295486192e-39,3.419575823829916e-24,9.342401074560733e-43,1.5714831592358263e-07,1.636753358449814e-40,4.7837825683128646e-08,6.0922186917412e-07,1.0186265521899607e-06,5.689476770586081e-07,9.250608210472001e-08,2.9465005628090646e-07,5.964914038954313e-09,7.669899145999086e-08,1.0353262580672366e-10,5.237057975619308e-08,7.248635597790329e-08,2.3694367892779794e-07,1.5669605566454825e-11,2.948504190525216e-07,1.147032332660535e-14,3.7994938924129405e-12,5.614848809172054e-10,1.3537819770218393e-08,7.931896522433362e-08
1.5179497924644677e-10,0.07782336798655136,0.0,0.0019288773328397968,0.031075152208625195,0.3194084371557576,0.35048406341012694,0.20701183167909482,0.09201816442864598,0.0,4.526592557539714e-22,1.581264847025694e-07,4.846266956299901e-21,0.0,4.108333913983727e-33,9.160854652816569e-10,6.229813916978189e-26,4.456061532376162e-22,1.1018878492114714e-35,3.743295324577989e-15,3.768756134470042e-17,3.40246686347367e-57,4.358381809216636e-13,8.895162356724113e-39,3.4727393187635406e-24,9.561188607328854e-43,1.5775464402256155e-07,1.6622144973566013e-40,4.783850762956115e-08,6.106974688648912e-07,1.023650493993073e-06,5.70587198103149e-07,9.250855725584379e-08,2.9557470999315193e-07,5.9779388030250344e-09,7.721197735933148e-08,1.0427204976864088e-10,5.2893945653654805e-08,7.286934464609485e-08,2.3823387511802905e-07,1.5730206484814844e-11,2.9598868557486087e-07,1.1614546851119164e-14,3.86203052664369e-12,5.657491447519969e-10,1.3468309489881055e-08,7.938938014397142e-08
1.5237977302619646e-10,0.07782336798655136,0.0,0.001928864400933428,0.031075152753402047,0.31940843278848124,0.3504840611649114,0.20701183053838448,0.09201816458011364,0.0,4.591239493450458e-22,1.5873567016909424e-07,4.902508455732459e-21,0.0,4.204171802664178e-33,9.282191501921378e-10,6.326308247849347e-26,4.490461646839437e-22,1.1146720408733232e-35,3.772175849763587e-15,3.7832751736794824e-17,3.468513804041316e-57,4.375191722918463e-13,8.998364526812307e-39,3.52651997653726e-24,9.784228563284549e-43,1.5836096111412953e-07,1.687971492540424e-40,4.783919078291757e-08,6.121686175117655e-07,1.0286818889098126e-06,5.722231675818947e-07,9.251095397430886e-08,2.9649691727793727e-07,5.9909512403846605e-09,7.772592409008028e-08,1.050140822634494e-10,5.342030711405156e-08,7.325254768352475e-08,2.395265328298063e-07,1.5790807402688433e-11,2.971269356683202e-07,1.176002110645326e-14,3.925354091084498e-12,5.700283091507728e-10,1.339942691957137e-08,7.945887394357223e-08
1.5296456680594616e-10,0.07782336798655136,0.0,0.0019288514658099543,0.03107515329862245,0.3194084284237523,0.3504840589232397,0.2070118293977663,0.09201816473251039,0.0,4.656579001679014e-22,1.593448556317192e-07,4.959183541774524e-21,0.0,4.3018652090367575e-33,9.404722001726053e-10,6.423918727860176e-26,4.5249940316249e-22,1.1275547336056674e-35,3.801167223565035e-15,3.7977942114859374e-17,3.5355824379388634e-57,4.3920018195937714e-13,9.102361857217284e-39,3.5809225486435115e-24,1.0011586786595606e-42,1.5896726719849334e-07,1.7140266261250167e-40,4.783987513440008e-08,6.13635335425961e-07,1.0337207015585701e-06,5.738555931419111e-07,9.251327424289186e-08,2.974166754053564e-07,6.003951313904165e-09,7.824082363547006e-08,1.0575872324908227e-10,5.3949667126478615e-08,7.36359600022949e-08,2.4082164567226484e-07,1.5851408320076708e-11,2.982651693204234e-07,1.1906751811122813e-14,3.989471435812612e-12,5.74322356496116e-10,1.3331163892173677e-08,7.952745886562384e-08
1.5413415436544555e-10,0.07782336798655136,0.0,0.0019288255859946412,0.03107515439037209,0.31940841970191325,0.35048405445049774,0.2070118271167985,0.09201816504010263,0.0,4.789355682299747e-22,1.605632265452944e-07,5.0738411428377195e-21,0.0,4.502933383603222e-33,9.653394409786807e-10,6.622522425824246e-26,4.594455612097948e-22,1.1536171343098639e-35,3.859482510607193e-15,3.826832282889918e-17,3.672832108078767e-57,4.4256225632692823e-13,9.312754204837982e-39,3.69161253242293e-24,1.0479525223855136e-42,1.60179846346436e-07,1.767040480757436e-40,4.7841247396762336e-08,6.165555598617725e-07,1.0438204390526835e-06,5.771098430118286e-07,9.251769311171342e-08,2.992488336278647e-07,6.029914224796419e-09,7.927344916657206e-08,1.0725583052452596e-10,5.5017394541691674e-08,7.440339213449344e-08,2.4341921107840385e-07,1.5972610153401732e-11,3.005415872506114e-07,1.2204005419354998e-14,4.120115025529308e-12,5.829550294613207e-10,1.319646447749558e-08,7.966195017291474e-08
1.5518678316899498e-10,0.07782336798655136,0.0,0.0019288022833669253,0.031075155374409413,0.3194084118609111,0.35048405043707376,0.20701182506422364,0.09201816532014198,0.0,4.911273456214532e-22,1.6165976035423636e-07,5.1785325764781734e-21,0.0,4.690531177813754e-33,9.88135838414223e-10,6.805169243229347e-26,4.6574233988639535e-22,1.177413960770157e-35,3.912345355129704e-15,3.8529665423553483e-17,3.799970407477618e-57,4.4558818618559414e-13,9.504857378268842e-39,3.7934085027954305e-24,1.0916114512610097e-42,1.6127112993702136e-07,1.815795656737085e-40,4.784248644308294e-08,6.191688107137023e-07,1.052935218637716e-06,5.800266240718889e-07,9.25214275171693e-08,3.0088937399051905e-07,6.053238203648804e-09,8.020599060782114e-08,1.0861214768891804e-10,5.598863334074416e-08,7.509474576824165e-08,2.457653519404836e-07,1.6081691801745527e-11,3.025903070329943e-07,1.247588799555041e-14,4.240478356083008e-12,5.907751576837458e-10,1.3077274669095851e-08,7.978000325344258e-08
1.5623941197254442e-10,0.07782336798655136,0.0,0.0019287789706400218,0.031075156359800467,0.3194084040280711,0.350484046435014,0.20701182301191856,0.09201816560323627,0.0,5.035513170126443e-22,1.6275629415063823e-07,5.284654761217409e-21,0.0,4.8845959579263926e-33,1.011330865362182e-09,6.991566561256019e-26,4.720819741223332e-22,1.2015358094609519e-35,3.965567324220177e-15,3.8791007972751923e-17,3.9306053733313136e-57,4.48614175869433e-13,9.699584327481419e-39,3.897294198937164e-24,1.1367754138599955e-42,1.6236237786748194e-07,1.8655526927845786e-40,4.784372923644059e-08,6.217680178676733e-07,1.0620734861757586e-06,5.829320410129331e-07,9.252494284160865e-08,3.0252193989112395e-07,6.076521581470336e-09,8.114149507893108e-08,1.0997691570910874e-10,5.6969631906123486e-08,7.578669839136295e-08,2.48119347065184e-07,1.6190773448534e-11,3.0463897335093664e-07,1.2751930184511237e-14,4.363521520453013e-12,5.986432318198351e-10,1.2959971268882869e-08,7.989529410657452e-08
1.5729204077609386e-10,0.07782336798655136,0.0,0.0019287556479367315,0.03107515734651504,0.31940839620335915,0.35048404244427434,0.20701182095987358,0.0920181658894021,0.0,5.162104401214464e-22,1.638528279345356e-07,5.3922174215870476e-21,0.0,5.0853047949014215e-33,1.034929011768601e-09,7.181765316097089e-26,4.784644639082189e-22,1.2259848849159551e-35,4.019148408500155e-15,3.905235047649477e-17,4.0648086405478786e-57,4.516402255785202e-13,9.896952848587352e-39,4.0032979866346576e-24,1.1834856189957757e-42,1.6345359013902354e-07,1.916325214731311e-40,4.784497572706482e-08,6.243532966228897e-07,1.0712350390246541e-06,5.858261378414123e-07,9.252824895075509e-08,3.0414651796988295e-07,6.0997641693096125e-09,8.207991629718358e-08,1.1135013433956849e-10,5.796040606713878e-08,7.647922038917611e-08,2.504811584242172e-07,1.6299855093773516e-11,3.066875861313507e-07,1.303216515936405e-14,4.489285617039287e-12,6.065591484789606e-10,1.2844511370332004e-08,8.000788803535148e-08
1.583446695796433e-10,0.07782336798655136,0.0,0.0019287323153805004,0.031075158334523463,0.3194083883867416,0.3504840384648109,0.20701181890807926,0.09201816617865612,0.0,5.291076904732508e-22,1.6494936170596362e-07,5.501230282451289e-21,0.0,5.292838368890099e-33,1.0589347851884625e-09,7.375816785925348e-26,4.848898092346653e-22,1.2507633916677232e-35,4.073088598578364e-15,3.9313692934782295e-17,4.202652815777978e-57,4.546663355112412e-13,1.0096980737686382e-38,4.111448421810593e-24,1.2317841154250722e-42,1.64544766752852e-07,1.9681269402841926e-40,4.784622586564013e-08,6.269247613726245e-07,1.0804196755656208e-06,5.887089583935931e-07,9.253135526530779e-08,3.0576309559282873e-07,6.1229657859715275e-09,8.302120812216034e-08,1.1273180333471088e-10,5.896097118942849e-08,7.717228218260188e-08,2.5285074777870926e-07,1.6408936737470414e-11,3.0873614530105863e-07,1.3316626037299914e-14,4.617812076874661e-12,6.145228041037509e-10,1.2730853347937756e-08,8.011784867716346e-08
1.5939729838319273e-10,0.07782336798655136,0.0,0.001928708973095405,0.031075159323796654,0.3194083805781853,0.3504840344965801,0.2070118168565266,0.09201816647101486,0.0,5.422460613112726e-22,1.6604589546495763e-07,5.61170306900779e-21,0.0,5.507381017858535e-33,1.083352710590856e-09,7.573772590861202e-26,4.913580100922879e-22,1.2758735342476639e-35,4.127387885050693e-15,3.9575035347614763e-17,4.3442114839612026e-57,4.576925058643012e-13,1.029968579086634e-38,4.22177425050143e-24,1.281713803163803e-42,1.656359077101727e-07,2.0209716790222417e-40,4.7847479603309615e-08,6.294825256088906e-07,1.089627195179501e-06,5.915805463362169e-07,9.253427078104818e-08,3.073716608438571e-07,6.146126257904228e-09,8.396532455818562e-08,1.1412192244889267e-10,5.997134217589851e-08,7.786585423622272e-08,2.5522807668329327e-07,1.6518018379631018e-11,3.107846507867937e-07,1.3605345877581573e-14,4.749142663192289e-12,6.225340949793595e-10,1.2618956816494047e-08,8.02252380494916e-08
1.6044992718674216e-10,0.07782336798655136,0.0,0.001928685621206138,0.03107516031430604,0.3194083727776569,0.3504840305395384,0.207011814805207,0.0920181667664949,0.0,5.556285635051467e-22,1.6714242921155267e-07,5.723645506788502e-21,0.0,5.729120786539554e-33,1.1081873301630573e-09,7.775684692940276e-26,4.97869066471705e-22,1.301317517186034e-35,4.182046258500182e-15,3.9836377714992407e-17,4.489559214872322e-57,4.607187368327336e-13,1.0505085804203145e-38,4.334304408835006e-24,1.3333184448791916e-42,1.66727013012191e-07,2.074873332393182e-40,4.784873689167842e-08,6.320267019271134e-07,1.098857398223138e-06,5.944409451671598e-07,9.253700408802688e-08,3.0897220251681343e-07,6.169245419087029e-09,8.491221975672444e-08,1.1552049143641355e-10,6.099153346774064e-08,7.855990706606505e-08,2.576131064901673e-07,1.662710002026162e-11,3.1283310251520314e-07,1.3898357679576852e-14,4.883319470973495e-12,6.30592917242633e-10,1.250878259087237e-08,8.033011659467007e-08
1.615025559902916e-10,0.07782336798655136,0.0,0.0019286622598379988,0.03107516130602361,0.31940836498512365,0.3504840265936426,0.20701181275411243,0.09201816706511264,0.0,5.692582254578384e-22,1.6823896294578362e-07,5.8370673216605126e-21,0.0,5.9582494757051865e-33,1.1334432031135229e-09,7.981605396081053e-26,5.044229783635379e-22,1.3270975450119416e-35,4.2370637094970045e-15,4.009772003691548e-17,4.6387715696675555e-57,4.637450286099079e-13,1.0713198573760832e-38,4.44906802300811e-24,1.3866426773564859e-42,1.6781808266011203e-07,2.1298458937100244e-40,4.7849997682817125e-08,6.345574020307986e-07,1.1081100860060304e-06,5.972901982160868e-07,9.253956338889089e-08,3.105647101076265e-07,6.1923231109193024e-09,8.586184801873737e-08,1.169275100515161e-10,6.202155904552713e-08,7.925441124711559e-08,2.600057983531217e-07,1.673618165936847e-11,3.1488150041285e-07,1.4195694380810828e-14,5.02038492647665e-12,6.386991668911759e-10,1.2400292646433019e-08,8.04325432236419e-08
1.6255518479384104e-10,0.07782336798655136,0.0,0.0019286388891168835,0.031075162298921863,0.31940835720055305,0.3504840226588493,0.2070118107032349,0.09201816736688456,0.0,5.83138093010852e-22,1.693354966676853e-07,5.951978239826886e-21,0.0,6.19496269176687e-33,1.1591249054737717e-09,8.191587346052434e-26,5.110197457584097e-22,1.3532158222533446e-35,4.2924402285984505e-15,4.035906231338419e-17,4.791925107430814e-57,4.667713813875387e-13,1.0924041895591541e-38,4.566094409264062e-24,1.4417320230419423e-42,1.689091166551407e-07,2.1859034481476484e-40,4.785126192926494e-08,6.370747367361993e-07,1.1173850607673544e-06,6.00128348645107e-07,9.254195651636621e-08,3.1214917380649397e-07,6.215359182110293e-09,8.681416379699136e-08,1.1834297804838588e-10,6.306143243038066e-08,7.994933742057042e-08,2.6240611323153234e-07,1.684526329695783e-11,3.169298444062153e-07,1.4497388855042162e-14,5.1603817867468384e-12,6.468527397923141e-10,1.229345008016344e-08,8.053257535866512e-08
1.6360781359739047e-10,0.07782336798655136,0.0,0.001928615509169273,0.03107516329297381,0.31940834942391283,0.35048401873511575,0.20701180865256713,0.09201816767182698,0.0,5.972712293477726e-22,1.7043203037729238e-07,6.06838798782746e-21,0.0,6.439459896698675e-33,1.1852370298991652e-09,8.405683530441318e-26,5.176593686469469e-22,1.37967455343705e-35,4.34817580634892e-15,4.0620404544398785e-17,4.94909739171995e-57,4.697977953556938e-13,1.1137633565735524e-38,4.6854130738702535e-24,1.498632901660977e-42,1.7000011499848178e-07,2.2430601727393774e-40,4.785252958403282e-08,6.395788159769782e-07,1.1266821256534698e-06,6.029554394494236e-07,9.254419094995035e-08,3.137255844901175e-07,6.238353488569803e-09,8.776912169832795e-08,1.1976689518115104e-10,6.411116668521612e-08,8.064465630082676e-08,2.648140118943217e-07,1.6954344933035908e-11,3.189781344216997e-07,1.480347391036672e-14,5.30335313910683e-12,6.55053531691959e-10,1.2188219072652555e-08,8.063026897495052e-08
1.646604424009399e-10,0.07782336798655136,0.0,0.0019285921201222253,0.031075164288152993,0.319408341655171,0.35048401482239894,0.20701180660210197,0.09201816797995627,0.0,6.11660714896163e-22,1.7152856407463939e-07,6.186306292539666e-21,0.0,6.69194445828335e-33,1.2117841854685877e-09,8.623947278620153e-26,5.24341847019778e-22,1.406475943088717e-35,4.404270433279902e-15,4.088174672995944e-17,5.110366997112985e-57,4.728242707028023e-13,1.1353991380221157e-38,4.807053713095683e-24,1.5573926419114506e-42,1.7109107769133984e-07,2.301330336373548e-40,4.785380060060631e-08,6.420697488088694e-07,1.136001084696e-06,6.057715134579825e-07,9.25462738318529e-08,3.1529393371398544e-07,6.2613058932997515e-09,8.872667648588872e-08,1.2119926120388233e-10,6.517077441605199e-08,8.134033868222356e-08,2.672294549238886e-07,1.7063426567608904e-11,3.2102637038562654e-07,1.5113982287340998e-14,5.4493424006295705e-12,6.633014382233714e-10,1.2084564850980674e-08,8.072567864121338e-08
1.6571307120448935e-10,0.07782336798655136,0.0,0.0019285687221033668,0.031075165284433423,0.3194083338942958,0.35048401092065634,0.20701180455183252,0.09201816829128867,0.0,6.263096472278347e-22,1.726250977597607e-07,6.305742881179321e-21,0.0,6.952623700680332e-33,1.238770997483027e-09,8.846432261714464e-26,5.310671808675346e-22,1.4336221957328534e-35,4.460724099909963e-15,4.1143088870066386e-17,5.275813515754333e-57,4.758508076156614e-13,1.1573133135064943e-38,4.9310462131884785e-24,1.6180594932318632e-42,1.7218200473491926e-07,2.3607282997900697e-40,4.785507493294837e-08,6.445476434143358e-07,1.1453417427905474e-06,6.08576613334117e-07,9.254821198222091e-08,3.16854213704707e-07,6.2842162662865606e-09,8.968678308129914e-08,1.2264007587059325e-10,6.624026777338804e-08,8.203635544553818e-08,2.696524027200053e-07,1.717250820068299e-11,3.23074552224243e-07,1.542894665712687e-14,5.598393317592452e-12,6.715963549158276e-10,1.1982453652584988e-08,8.081885755913266e-08
1.6676570000803878e-10,0.07782336798655136,0.0,0.0019285453152408823,0.03107516628178963,0.3194083261412557,0.35048400702984533,0.20701180250175244,0.09201816860584044,0.0,6.412211409575042e-22,1.7372163143269054e-07,6.42670748130141e-21,0.0,7.221708955316594e-33,1.2662021072630741e-09,9.073192492570365e-26,5.378353701808501e-22,1.4611155158928187e-35,4.517536796744734e-15,4.1404430964719777e-17,5.445517563901033e-57,4.78877406279445e-13,1.1795076626271514e-38,5.057420650353397e-24,1.6806826376446926e-42,1.732728961304243e-07,2.4212685155769878e-40,4.7856352535501967e-08,6.470126071072236e-07,1.1547039056761e-06,6.113707815761925e-07,9.25500119136771e-08,3.1840641735239353e-07,6.3070844843944034e-09,9.064939656681065e-08,1.2408933893523966e-10,6.731965845364822e-08,8.273267756424467e-08,2.720828155036833e-07,1.72815898322643e-11,3.2512267986372253e-07,1.574839961966362e-14,5.75054996491351e-12,6.799381772031864e-10,1.1881852690139939e-08,8.09098576017157e-08
1.6781832881158822e-10,0.07782336798655136,0.0,0.0019285218996635096,0.031075167280196627,0.31940831839601974,0.3504840031499236,0.20701180045185544,0.09201816892362773,0.0,6.563983276398508e-22,1.7481816509346314e-07,6.5492098208008546e-21,0.0,7.499415612100664e-33,1.2940821719453444e-09,9.304282325722047e-26,5.446464149503618e-22,1.4889581080908206e-35,4.574708514276902e-15,4.166577301391982e-17,5.619560788468932e-57,4.819040668777111e-13,1.2019839649833645e-38,5.186207290729304e-24,1.745312201674927e-42,1.743637518790589e-07,2.482965528167031e-40,4.7857633363192504e-08,6.494647463374127e-07,1.1640873799151501e-06,6.141540605182462e-07,9.255167984520062e-08,3.1995053820308853e-07,6.329910431259269e-09,9.161447218740139e-08,1.2554705015172e-10,6.840895770068615e-08,8.342927611053982e-08,2.7452065332100806e-07,1.739067146235897e-11,3.271707532301672e-07,1.6072373701861623e-14,5.905856745569732e-12,6.883268004323602e-10,1.1782730117482496e-08,8.099872935057131e-08
1.6887095761513766e-10,0.07782336798655136,0.0,0.0019284984755005281,0.031075168279629896,0.3194083106585568,0.3504839992808491,0.2070117984021357,0.09201816924466664,0.0,6.7184435566499e-22,1.7591469874211234e-07,6.673259627913281e-21,0.0,7.785963170959718e-33,1.3224158642778423e-09,9.539756457359261e-26,5.51500315166708e-22,1.517152176847919e-35,4.632239242986189e-15,4.1927115017666694e-17,5.798025873578917e-57,4.849307895924082e-13,1.224744000173224e-38,5.3174365903666615e-24,1.8119992683437836e-42,1.7545457198202695e-07,2.5458339738341613e-40,4.785891737143007e-08,6.519041666954658e-07,1.1734919728745733e-06,6.169264923306257e-07,9.255322171537989e-08,3.214865704512471e-07,6.352693997183841e-09,9.258196535283597e-08,1.2701320927387505e-10,6.950817630735164e-08,8.41261222611439e-08,2.7696587604694113e-07,1.7499753090973085e-11,3.2921877224960915e-07,1.6400901355815636e-14,6.064358389997671e-12,6.96762119871688e-10,1.1685054996604481e-08,8.108552213209941e-08
1.699235864186871e-10,0.07782336798655136,0.0,0.0019284750428817533,0.031075169280065398,0.31940830292883626,0.3504839954225797,0.20701179635258748,0.09201816956897331,0.0,6.875623901523844e-22,1.770112323786721e-07,6.79886663121577e-21,0.0,8.0815752936994e-33,1.3512078724142844e-09,9.779669925294759e-26,5.583970708205306e-22,1.5456999266840225e-35,4.690128973339347e-15,4.218845697596054e-17,5.980996547103081e-57,4.879575746038834e-13,1.2477895477936366e-38,5.451139195204958e-24,1.8807958892375353e-42,1.765453564405321e-07,2.60988858069011e-40,4.786020451611155e-08,6.543309729172704e-07,1.1829174927072728e-06,6.196881190206248e-07,9.255464319506757e-08,3.230145089322628e-07,6.375435079033182e-09,9.355183163968497e-08,1.284878160554878e-10,7.061732461711504e-08,8.48231873028826e-08,2.7941844338909185e-07,1.7608834718112736e-11,3.312667368480135e-07,1.673401495704395e-14,6.226099955476599e-12,7.052440307192109e-10,1.1588797265725922e-08,8.117028405260946e-08
1.7097621522223653e-10,0.07782336798655136,0.0,0.001928451601937526,0.031075170281479568,0.3194082952068277,0.35048399157507354,0.2070117943032055,0.0920181698965637,0.0,7.035556128432081e-22,1.7810776600317618e-07,6.926040559627591e-21,0.0,8.386479856186217e-33,1.3804628997074042e-09,1.0024078108931737e-25,5.653366819024734e-22,1.574603562117891e-35,4.7483776957901425e-15,4.244979888880155e-17,6.168557587210925e-57,4.909844220908883e-13,1.2711223874403237e-38,5.5873459410501695e-24,1.9517550966513933e-42,1.776361052557778e-07,2.6751441686809146e-40,4.786149475362259e-08,6.567452688886822e-07,1.1923637483346164e-06,6.224389824331157e-07,9.255594969946481e-08,3.24534349115042e-07,6.398133580131238e-09,9.45240267933038e-08,1.2997087025028385e-10,7.173641252574861e-08,8.55204426380572e-08,2.8187831489145777e-07,1.771791634378396e-11,3.3331464695127986e-07,1.7071746802751378e-14,6.391126825494425e-12,7.137724281108553e-10,1.1493927708453852e-08,8.125306203238292e-08
1.7202884402578596e-10,0.07782336798655136,0.0,0.0019284281527987065,0.031075171283849273,0.3194082874925009,0.3504839877382891,0.20701179225398447,0.09201817022745383,0.0,7.198272219911804e-22,1.7920429961565808e-07,7.05479114241094e-21,0.0,8.700909000852483e-33,1.4101856645012577e-09,1.0273036729231246e-25,5.723191484031834e-22,1.6038652876671335e-35,4.806985400779349e-15,4.271114075618986e-17,6.36079482891552e-57,4.94011332230587e-13,1.2947442987078238e-38,5.726087853552166e-24,2.0249309158084614e-42,1.7872681842896738e-07,2.7416156495834496e-40,4.786278804083931e-08,6.591471576501588e-07,1.2018305494296564e-06,6.251791242511816e-07,9.25571463996607e-08,3.2604608709462706e-07,6.420789410158114e-09,9.54985067297724e-08,1.3146237161193073e-10,7.286544948306213e-08,8.621785978960933e-08,2.8434544993813376e-07,1.7826997967992806e-11,3.353625024852444e-07,1.7414129110111086e-14,6.559484709096533e-12,7.22347207128518e-10,1.1400417924022735e-08,8.133390183869868e-08
