Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26)
0.0,0.052102880930398214,0.0,0.0012937145335017875,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7207579759813328e-23,0.052102880930398214,0.0,0.0012937145335017873,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.9775413102320164e-74,2.3692096406861104e-25,3.9550825720766145e-74,0.0,6.543685145790905e-159,2.998958938827981e-74,1.3697540198502595e-120,4.946552008198037e-63,8.015029919233044e-94,6.257340812991904e-82,3.315149784398444e-40,-3.1480464237923504e-139,1.2199491804565834e-52,4.921989453709297e-99,-2.5125653188463668e-120,-7.727420463751828e-152,2.3692096406861136e-25,1.0513481956329204e-121,2.547857975667496e-19,8.708729333010066e-20,1.6184677692577034e-69
4.8181223327477317e-23,0.052102880930398214,0.0,0.0012937145335017864,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.9884604280227934e-73,6.633786993921109e-25,5.976920782922517e-73,0.0,2.9957732733382106e-157,1.8113712777672305e-73,3.8796058028202485e-119,2.9877174129516134e-62,1.212693876087361e-92,9.456093436593634e-81,9.282419396315642e-40,-3.148046423779015e-139,3.415857705278434e-52,7.454241787307211e-98,3.2131405783615743e-119,-7.727420463690744e-152,6.633786993921118e-25,2.9756054504262118e-120,7.13400233184908e-19,2.4384442132428174e-19,9.775545326316521e-69
1.101285104628053e-22,0.052102880930398214,0.0,0.0012937145335017851,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,3.214849357218181e-72,1.5162941700391106e-24,6.4296986357739e-72,0.0,6.644748176843091e-155,8.720973752348682e-73,8.45344586119776e-118,1.4384573239839891e-61,1.3044665573723057e-91,1.0172433812864992e-79,2.121695862015004e-39,-3.1480464231231986e-139,7.807674754922133e-52,8.018847960741376e-97,1.5914792524435794e-117,-7.727420457616187e-152,1.5162941700391128e-24,6.47333756474087e-119,1.6306291044132619e-18,5.573586773126429e-19,4.706504273001395e-68
2.3402308473346126e-22,0.052102880930398214,0.0,0.0012937145335017827,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.9550004290536795e-71,3.2221251113331103e-24,5.910000785803003e-71,0.0,1.0684958917476527e-152,3.808679038660994e-72,1.5720956485397136e-116,6.282121050411506e-61,1.1990215996799542e-90,9.350219230037831e-79,4.5086037067818835e-39,-3.1480463975038776e-139,1.6591308854209533e-51,7.370695649202509e-96,6.01851719661945e-116,-7.727419979012743e-152,3.2221251113331147e-24,1.2000528886844475e-117,3.465086846838116e-18,1.1843871892893619e-18,2.0554540669572767e-67
4.818122332747732e-22,0.052102880930398214,0.0,0.0012937145335017778,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,2.528065080505043e-70,6.63378699392111e-24,5.0561300991521884e-70,0.0,1.5258714770930536e-150,1.5900490925831005e-71,2.7190765246290815e-115,2.622661874746599e-60,1.025787493068228e-89,7.999309407239342e-78,9.282419396315642e-39,-3.1480454950034955e-139,3.4158577052784326e-51,6.305784648022157e-95,2.0868923937382876e-114,-7.727386107365392e-152,6.633786993921119e-24,2.0625845776180893e-116,7.134002331560417e-18,2.4384442132427877e-18,8.581116112604287e-67
9.773905303573972e-22,0.052102880930398214,0.0,0.001293714533501768,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,2.0902530965468243e-69,1.3457110759097106e-23,4.1805061419483415e-69,0.0,2.061104668352401e-148,6.495874003166937e-71,4.563168168986345e-114,1.0714429511837275e-59,8.48140865904092e-89,6.613983709382131e-77,1.8830050775383162e-38,-3.1480152204104046e-139,6.92931134499339e-51,5.213744625441678e-94,6.947260488802148e-113,-7.725108436618567e-152,1.3457110759097126e-23,3.4185826621380345e-115,1.447183330049538e-17,4.946558261149588e-18,3.5056659269229083e-66
1.968547124522645e-21,0.052102880930398214,0.0,0.0012937145335017483,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,1.6997591040669515e-68,2.7103758289449106e-23,3.3995181665433887e-68,0.0,2.709575411500071e-146,2.6257398829115795e-70,7.6139195876164e-113,4.330943717673774e-59,6.896940597027898e-88,5.37838171020786e-76,3.7925313533518197e-38,-3.147023533687114e-139,1.3956218624423295e-50,4.2397305355025646e-93,2.2671545318573047e-111,-7.575719903672118e-152,2.710375828944914e-23,5.566275646677331e-114,2.9147495236326744e-17,9.962786356962981e-18,1.4170462184380052e-65
3.950860312853141e-21,0.052102880930398214,0.0,0.0012937145335017088,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,1.3709172954323118e-67,5.439705335015308e-23,2.7418345573203678e-67,0.0,3.5146603385231843e-144,1.0558014747759308e-69,1.288279455366871e-111,1.741453420694151e-58,5.562632443515562e-87,4.3378596945407783e-75,7.611583904978826e-38,-3.114918418433697e-139,2.801003318328308e-50,3.4194962710524344e-92,7.326118467975494e-110,2.1025505350300806e-152,5.439705335015318e-23,8.98399133286959e-113,5.849881909983528e-17,1.9995242548588943e-17,5.697880520382206e-65
7.915486689514132e-21,0.052102880930398214,0.0,0.00129371453350163,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,1.1011953253719886e-66,1.0898364347156108e-22,2.2023906237994065e-66,0.0,4.528700096828537e-142,4.234260325805042e-69,2.2611059084408303e-110,6.984007101062753e-58,4.4682088868823574e-86,3.484404809585188e-74,1.524968900823284e-37,-2.081578324345236e-139,5.6117662301002535e-50,2.7467253650325157e-91,2.3558159364256957e-108,6.252952550258195e-150,1.0898364347156125e-22,1.4437032889627966e-111,1.172014667942354e-16,4.0060154931837575e-17,2.2851049326080874e-64
