Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675)
2.140345547260777e-12,0.09466578726852673,0.0,0.0023504718320190216,0.031075110263184432,0.3194096622536546,0.35048468752316647,0.2070122068467738,0.0920181694276499,0.0,1.4690007578961988e-24,9.27017005704348e-08,8.447702438221557e-22,0.0,1.2016744265207312e-38,2.897162316002038e-15,3.34534758415323e-29,1.9780773230181487e-24,1.3749813776835362e-34,1.015769514851189e-16,1.6855366696279675e-15,1.704806272758544e-55,1.0877013628147682e-11,9.57897840741776e-37,1.3789765523792337e-27,1.1109741725267278e-46,9.270084928345771e-08,1.3446845871896682e-41,2.6111374020630108e-08,1.4055063533519315e-08,9.709525471617827e-09,1.1373976317406425e-08,8.721822636965664e-09,4.886940172597316e-09,5.1840570425763204e-11,6.358610342211755e-11,5.524014720394226e-10,1.1788492402283255e-12,6.353034497851215e-11,1.5403658730186595e-11,5.406963569297824e-10,4.611616817138233e-09,8.213230503720922e-21,3.3597960570035087e-20
2.170772814672925e-12,0.09466578726852673,0.0,0.002350470877089093,0.031075110263184432,0.3194096619775385,0.3504846860391451,0.20701220666918055,0.0920181692231738,0.0,1.5325460239416557e-24,9.401955273213234e-08,8.813127072591526e-22,0.0,1.299328872445221e-38,3.0247529258048858e-15,3.539566470431295e-29,2.034718185242851e-24,1.434459390112523e-34,1.044854932304861e-16,1.7094983487810434e-15,1.829479031694402e-55,1.1031641266809577e-11,9.99333933627461e-37,1.45045108797905e-27,1.2012560950716773e-46,9.401867704683635e-08,1.4227946984070517e-41,2.631583837397487e-08,1.42472021111236e-08,9.85373960179387e-09,1.1532458914318509e-08,8.833858979335044e-09,4.959325161314808e-09,5.314624972961458e-11,6.542550346165764e-11,5.602663788234948e-10,1.2301088781804873e-12,6.536732621478048e-11,1.6022402171714802e-11,5.483829241332071e-10,4.677173692387657e-09,8.670720320022637e-21,3.5963682347200524e-20
2.2012000820850734e-12,0.09466578726852673,0.0,0.002350469925553585,0.031075110263184432,0.3194096617014999,0.35048468455521253,0.20701220649190025,0.09201816902181592,0.0,1.597897917483051e-24,9.533740488825077e-08,9.188940789201336e-22,0.0,1.403460198673677e-38,3.1561184484396236e-15,3.7421217892264117e-29,2.0921585821547735e-24,1.4956283754155906e-34,1.0743508980002543e-16,1.7334600279127756e-15,1.961341265944873e-55,1.1186268889694576e-11,1.0419480635285777e-36,1.5246298867225336e-27,1.2975257838275329e-46,9.533650445997052e-08,1.5042593241324744e-41,2.651718481050542e-08,1.443913136767668e-08,9.998128740981695e-09,1.1690852729003491e-08,8.94558242177216e-09,5.031786742442337e-09,5.4464580163857015e-11,6.729161967044214e-11,5.681316202633306e-10,1.282840500748934e-12,6.723095448668871e-11,1.6656611563494364e-11,5.560694913006599e-10,4.742730514309978e-09,9.146977420744671e-21,3.846024880349469e-20
2.2316273494972215e-12,0.09466578726852673,0.0,0.002350468977363863,0.031075110263184432,0.3194096614255388,0.35048468307136876,0.207012206314932,0.09201816882352881,0.0,1.6650817633589332e-24,9.665525703879045e-08,9.57528920879753e-22,0.0,1.514404653164261e-38,3.2913185955356305e-15,3.9532487421673615e-29,2.150398513983122e-24,1.558512035602667e-34,1.1042574116039964e-16,1.7574217070232008e-15,2.100699532720286e-55,1.1340896496813533e-11,1.0857567427351359e-36,1.601579118684647e-27,1.4000940859829806e-46,9.665433152286218e-08,1.589173158017113e-41,2.6715460873194406e-08,1.4630851533516188e-08,1.0142692931976746e-08,1.1849157811395878e-08,9.056993838198413e-09,5.104324712583607e-09,5.579545193612572e-11,6.918447086979788e-11,5.759971963588446e-10,1.3370653258674293e-12,6.912124763267738e-11,1.730643543260831e-11,5.637560584321445e-10,4.808287283092448e-09,9.642506877057298e-21,4.109299063975074e-20
2.2620546169093697e-12,0.09466578726852673,0.0,0.0023504680324720226,0.031075110263184432,0.31940966114965513,0.35048468158761364,0.20701220613827503,0.09201816862826559,0.0,1.7341228865168193e-24,9.797310918375173e-08,9.972317952103886e-22,0.0,1.6325112767690359e-38,3.430413280429008e-15,4.173185802842163e-29,2.2094379809571284e-24,1.6231340726836162e-34,1.1345744727838786e-16,1.781383386112354e-15,2.2478689822928156e-55,1.1495524088177303e-11,1.1307764835369323e-36,1.6813657353508373e-27,1.509283674838096e-46,9.797215823551328e-08,1.6776322117225427e-41,2.6910713380067736e-08,1.4822362838729731e-08,1.0287432216361156e-08,1.2007374211398848e-08,9.168094100092085e-09,5.176938868644896e-09,5.713875646618825e-11,7.110407579704943e-11,5.838631071099508e-10,1.392804585969338e-12,7.103822340688578e-11,1.7972021020432535e-11,5.714426255276648e-10,4.873843998919612e-09,1.0157820543739562e-20,4.386738106536295e-20
2.292481884321518e-12,0.09466578726852673,0.0,0.0023504670908308773,0.031075110263184432,0.3194096608738487,0.3504846801039472,0.20701220596192837,0.09201816843598015,0.0,1.8050466120168868e-24,9.929096132313489e-08,1.038017263982146e-21,0.0,1.7581422197088625e-38,3.573462618437134e-15,4.402174716794156e-29,2.2692769833060514e-24,1.6895181886682436e-34,1.1653020812088402e-16,1.8053450651802722e-15,2.4031734767786134e-55,1.1650151663796752e-11,1.1770237982235502e-36,1.764057469615849e-27,1.6254293423509165e-46,9.928998459792574e-08,1.7697338149194483e-41,2.7102988435258793e-08,1.5013665513155235e-08,1.0432346634517941e-08,1.2165501978884317e-08,9.278884076495245e-09,5.249629007834696e-09,5.849438637184145e-11,7.305045310566417e-11,5.917293525165636e-10,1.4500795279208082e-12,7.298189947930033e-11,1.8653514296838966e-11,5.791291925872244e-10,4.939400661973371e-09,1.0693437064259745e-20,4.6789037700172144e-20
2.322909151733666e-12,0.09466578726852673,0.0,0.0023504661523939467,0.031075110263184432,0.3194096605981196,0.3504846786203693,0.2070122057858912,0.09201816824662713,0.0,1.8778782650357315e-24,1.0060881345694034e-07,1.0798998892628598e-21,0.0,1.89167306185617e-38,3.720526927131501e-15,4.6404605015180815e-29,2.3299155212591686e-24,1.7576880855662946e-34,1.1964402365489505e-16,1.8293067442269908e-15,2.5669457089199176e-55,1.1804779223682746e-11,1.2245151990843591e-36,1.8497228357825422e-27,1.7488782952038069e-46,1.0060781061010144e-07,1.8655766152863392e-41,2.729233143989404e-08,1.5204759786381244e-08,1.0577436225645034e-08,1.2323541163692983e-08,9.389364634020565e-09,5.322394927663343e-09,5.98622354549738e-11,7.502362136539696e-11,5.995959325785973e-10,1.508911412954073e-12,7.495229343590275e-11,1.9351059974233263e-11,5.868157596108273e-10,5.004957272433007e-09,1.1249881875825692e-20,4.986372447776928e-20
2.3533364191458143e-12,0.09466578726852673,0.0,0.002350465217115447,0.031075110263184432,0.31940966032246754,0.35048467713688,0.20701220561016262,0.0920181680601618,0.0,1.95264317087019e-24,1.0192666558516834e-07,1.122894233118095e-21,0.0,2.033493136825593e-38,3.8716667266088414e-15,4.8882914464561897e-29,2.3913535950457854e-24,1.827667465387454e-34,1.2279889384753942e-16,1.8532684232525446e-15,2.7395273208671774e-55,1.195940676784615e-11,1.2732671984085159e-36,1.9384311295607003e-27,1.8799904543896024e-46,1.0192563627204234e-07,1.965260578508272e-41,2.747878710281265e-08,1.539564588774733e-08,1.0722701027769158e-08,1.2481491815634419e-08,9.499536636858159e-09,5.395236425942671e-09,6.124219868779126e-11,7.702359906243483e-11,6.074628472959663e-10,1.5693215166008599e-12,7.694942277881777e-11,2.0064801521428917e-11,5.945023265984771e-10,5.070513830475228e-09,1.1827687214404965e-20,5.3097353550208786e-20
2.3837636865579625e-12,0.09466578726852673,0.0,0.00235046428495028,0.031075110263184432,0.31940966004689253,0.3504846756534791,0.20701220543474175,0.0920181678765401,0.0,2.029366654941222e-24,1.0324451770781926e-07,1.16701485761115e-21,0.0,2.1840058598724747e-38,4.026942739760578e-15,5.145919112994343e-29,2.453591204895227e-24,1.899480030141346e-34,1.2599481866604545e-16,1.8772301022569704e-15,2.9212690229611595e-55,1.2114034296297837e-11,1.3232963084849629e-36,2.030252428065862e-27,2.0191387583175287e-46,1.032434615837503e-07,2.068886988275574e-41,2.76623994511227e-08,1.558632404634436e-08,1.0868141077759527e-08,1.2639353984487126e-08,9.609400946782381e-09,5.468153300785629e-09,6.26341721992045e-11,7.905040459954143e-11,6.153300966685847e-10,1.6313311286259225e-12,7.897330492646115e-11,2.0794881177359776e-11,6.021888935501777e-10,5.136070336274203e-09,1.2427392119714942e-20,5.649598719412314e-20
2.4141909539701107e-12,0.09466578726852673,0.0,0.002350463355854023,0.031075110263184432,0.31940965977139446,0.3504846741701667,0.2070122052596278,0.09201816769571876,0.0,2.1080740427978614e-24,1.0456236982489342e-07,1.2122763248030584e-21,0.0,2.3436290595992227e-38,4.1864158925405966e-15,5.413598334458146e-29,2.516628351036842e-24,1.9731494818375366e-34,1.2923179807774972e-16,1.9011917812403032e-15,3.112530712515067e-55,1.2268661809048672e-11,1.3746190416024305e-36,2.1252575898181317e-27,2.166709469438895e-46,1.0456128654522722e-07,2.1765584462825769e-41,2.7843211840596385e-08,1.577679449101489e-08,1.1013756411341427e-08,1.2797127719998608e-08,9.71895842315862e-09,5.541145350605926e-09,6.403805326137592e-11,8.11040562962013e-11,6.231976806963672e-10,1.6949615529606795e-12,8.102395721368701e-11,2.154143996463278e-11,6.098754604659328e-10,5.201626790001604e-09,1.3049542440182888e-20,6.006583971823051e-20
2.444618221382259e-12,0.09466578726852673,0.0,0.0023504624297829165,0.031075110263184432,0.3194096594959734,0.35048467268694267,0.20701220508481988,0.09201816751765497,0.0,2.1887906601212304e-24,1.0588022193639115e-07,1.2586931967525902e-21,0.0,2.512795313469512e-38,4.350147314231375e-15,5.691587216109075e-29,2.580465033700001e-24,2.048699522485531e-34,1.3250983205009558e-16,1.9251534602025786e-15,3.313681592596645e-55,1.2423289306109531e-11,1.4272519100494361e-36,2.223518254741011e-27,2.323102484392544e-46,1.0587911115647495e-07,2.2883788722263467e-41,2.8021266965906695e-08,1.5967057450353467e-08,1.1159547063109561e-08,1.2954813071885416e-08,9.82820992295005e-09,5.614212374117676e-09,6.545374027642422e-11,8.318457238876399e-11,6.310655993792276e-10,1.7602341076369694e-12,8.310139689193541e-11,2.2304617702922914e-11,6.175620273457463e-10,5.26718319182664e-09,1.369469083787607e-20,6.381327937222664e-20
2.475045488794407e-12,0.09466578726852673,0.0,0.002350461506693857,0.031075110263184432,0.319409659220629,0.35048467120380694,0.20701220491031713,0.0920181673423068,0.0,2.271541832728614e-24,1.0719807404231278e-07,1.3062800355162557e-21,0.0,2.691952287130332e-38,4.5181983377084855e-15,5.980147135140628e-29,2.6451012531140947e-24,2.1261538540947736e-34,1.3582892055063157e-16,1.9491151391438312e-15,3.52510029081029e-55,1.2577916787491294e-11,1.4812114261142838e-36,2.325106844160219e-27,2.4887316476700666e-46,1.0719693541749535e-07,2.4044535038054267e-41,2.8196606870708085e-08,1.6157113152706978e-08,1.1305513066541323e-08,1.3112410089833234e-08,9.937156300724394e-09,5.687354170335024e-09,6.688113276328497e-11,8.529197103058806e-11,6.389338527170806e-10,1.827170124720926e-12,8.520564112937946e-11,2.308455302221213e-11,6.252485941896217e-10,5.332739541916097e-09,1.4363396793401964e-20,6.774483025705331e-20
2.5054727562065552e-12,0.09466578726852673,0.0,0.002350460586544387,0.031075110263184432,0.31940965894536133,0.3504846697207596,0.2070122047361187,0.09201816716963278,0.0,2.3563528865776055e-24,1.0851592614265868e-07,1.3550514031483046e-21,0.0,2.88156307754187e-38,4.69063049970348e-15,6.279542740674471e-29,2.7105370095085362e-24,2.2055361786746534e-34,1.3918906354700994e-16,1.973076818064097e-15,3.74717497807916e-55,1.2732544253204836e-11,1.5365141020850647e-36,2.430096560802527e-27,2.664025068800763e-46,1.0851475932829023e-07,2.5248888967185746e-41,2.8369272957563307e-08,1.634696182617496e-08,1.1451654454009853e-08,1.3269918823496933e-08,1.004579840866063e-08,5.7605705385717875e-09,6.832013134472525e-11,8.742627029218477e-11,6.468024407098405e-10,1.8957909502469567e-12,8.733670701107239e-11,2.3881383375874088e-11,6.329351609975629e-10,5.398295840434371e-09,1.5056226610778613e-20,7.186717423653428e-20
2.5359000236187034e-12,0.09466578726852673,0.0,0.0023504596692926795,0.031075110263184432,0.31940965867017035,0.3504846682378004,0.20701220456222372,0.09201816699959217,0.0,2.443249147770303e-24,1.0983377823742912e-07,1.4050218617007326e-21,0.0,3.0821065599152143e-38,4.867505541065188e-15,6.59004195375662e-29,2.7767723031127576e-24,2.2868701982344956e-34,1.4259026100698506e-16,1.9970384969634106e-15,3.980303487427268e-55,1.2887171703261033e-11,1.5931764502496585e-36,2.5385613887945836e-27,2.8494254430563462e-46,1.0983258288886145e-07,2.6497929246635205e-41,2.8539305997719013e-08,1.653660369860997e-08,1.1597971256796978e-08,1.3427339322500632e-08,1.0154137096555714e-08,5.8338612784410965e-09,6.977063773451019e-11,8.958748816136184e-11,6.546713633574212e-10,1.966117944151844e-12,8.949461153909455e-11,2.469524505360662e-11,6.406217277695738e-10,5.463852087543506e-09,1.5773753422275187e-20,7.618715285037086e-20
2.5663272910308516e-12,0.09466578726852673,0.0,0.0023504587548975383,0.031075110263184432,0.3194096583950559,0.3504846667549295,0.2070122043886314,0.09201816683214478,0.0,2.5322559425575835e-24,1.111516303266245e-07,1.456205973223278e-21,0.0,3.2940777384578957e-38,5.0488854070194365e-15,6.911915967353594e-29,2.843807134156211e-24,2.370179614783569e-34,1.4603251289841227e-16,2.0210001758418075e-15,4.224893432761594e-55,1.304179913767077e-11,1.651214982895731e-36,2.6505760936617497e-27,3.0453903756753956e-46,1.1115040609921083e-07,2.779274779335707e-41,2.8706746140732194e-08,1.672603899761788e-08,1.174446350510597e-08,1.3584671636437754e-08,1.026217321183127e-08,5.907226189855028e-09,7.123255472472047e-11,9.177564254336673e-11,6.625406206597374e-10,2.0381724802089597e-12,9.167937163269995e-11,2.5526273194213544e-11,6.483082945056579e-10,5.529408283403228e-09,1.6516557193222874e-20,8.071176922848863e-20
2.596754558443e-12,0.09466578726852673,0.0,0.002350457843318381,0.031075110263184432,0.319409658120018,0.3504846652721466,0.20701220421534083,0.09201816666725113,0.0,2.623398597343432e-24,1.1246948241024508e-07,1.5086182997634283e-21,0.0,3.517988100927221e-38,5.2348322474272085e-15,7.245439246348633e-29,2.911641502868369e-24,2.4554881303310828e-34,1.49515819189246e-16,2.044961854699323e-15,4.48136232765418e-55,1.319642655644493e-11,1.7106462123107362e-36,2.7662162223269352e-27,3.252392709607527e-46,1.1246822895934015e-07,2.913444970427052e-41,2.8871632923949846e-08,1.6915267950558223e-08,1.1891131228074187e-08,1.3741915814871097e-08,1.0369907599540246e-08,5.9806650730242455e-09,7.270578617321795e-11,9.399075126103008e-11,6.704102126167032e-10,2.1119759459625845e-12,9.389100412846286e-11,2.6374601798237794e-11,6.55994861205819e-10,5.594964428170981e-09,1.7285224726795987e-20,8.544819000672707e-20
2.627181825855148e-12,0.09466578726852673,0.0,0.0023504569345152294,0.031075110263184432,0.3194096578450563,0.35048466378945187,0.20701220404235127,0.09201816650487225,0.0,2.7167024386893288e-24,1.1378733448829125e-07,1.5622734033664197e-21,0.0,3.7543659769914337e-38,5.425408417041269e-15,7.590889527537867e-29,2.9802754094787228e-24,2.542819446886187e-34,1.5304017984753866e-16,2.06892353353599e-15,4.7501377041242256e-55,1.3351053959594396e-11,1.7714866507819172e-36,2.8855581031094314e-27,3.4709208567773057e-46,1.1378605146925125e-07,3.052415325624705e-41,2.903400528184416e-08,1.7104290784544506e-08,1.2037974453785537e-08,1.38990719073329e-08,1.0477341102373568e-08,6.054177728457638e-09,7.419023699125853e-11,9.623283205490867e-11,6.78280139228233e-10,2.187549742662355e-12,9.61295257804242e-11,2.7240363740447417e-11,6.636814278700608e-10,5.6605205220019575e-09,1.8080349668763537e-20,9.040374724386367e-20
2.657609093267296e-12,0.09466578726852673,0.0,0.0023504560284487055,0.031075110263184432,0.31940965757017103,0.35048466230684516,0.2070122038696617,0.0920181663449698,0.0,2.812192793318717e-24,1.1510518656076328e-07,1.61718584607524e-21,0.0,4.003756900398673e-38,5.620676475761264e-15,7.948547819626538e-29,3.0497088542167806e-24,2.6321972664579716e-34,1.5660559484143913e-16,2.092885212351845e-15,5.031657231420189e-55,1.3505681347130058e-11,1.833752810596302e-36,3.008678845723753e-27,3.701479132867864e-46,1.1510387362894585e-07,3.196298990609812e-41,2.919390155520527e-08,1.7293107726444565e-08,1.2184993209282825e-08,1.4056139963324872e-08,1.0584474560666777e-08,6.127763956961953e-09,7.568581313124997e-11,9.850190258342854e-11,6.861504004942412e-10,2.2649152851978135e-12,9.839495326023759e-11,2.8123690782176323e-11,6.713679944983873e-10,5.726076565049137e-09,1.890253251221123e-20,9.558594033996456e-20
2.6880363606794444e-12,0.09466578726852673,0.0,0.0023504551250800193,0.031075110263184432,0.31940965729536197,0.35048466082432644,0.20701220369727144,0.09201816618750602,0.0,2.9098949881215066e-24,1.1642303862766157e-07,1.6733701899306307e-21,0.0,4.266723974953714e-38,5.820699188887303e-15,8.31869840322522e-29,3.1199418373120705e-24,2.7236452910554705e-34,1.6021206413919147e-16,2.116846891146922e-15,5.326368834801871e-55,1.36603087190628e-11,1.8974612040407098e-36,3.1356563412784773e-27,3.9445880956242455e-46,1.1642169543842579e-07,3.345210429056283e-41,2.9351359500193907e-08,1.748171900288084e-08,1.2332187520579917e-08,1.4213120032318294e-08,1.0691308812406638e-08,6.201423559641439e-09,7.719242157465331e-11,1.0079798042302752e-10,6.940209964146418e-10,2.344094002033074e-12,1.0068730315731557e-10,2.9024713583521426e-11,6.79054561090802e-10,5.791632557463318e-09,1.9752380602233966e-20,1.0100243795605285e-19
2.7184636280915926e-12,0.09466578726852673,0.0,0.002350454224370959,0.031075110263184432,0.31940965702062907,0.35048465934189565,0.2070122035251796,0.09201816603244375,0.0,3.0098343501586702e-24,1.1774089068898641e-07,1.730840996971089e-21,0.0,4.543848244302512e-38,6.025539527372077e-15,8.701628830846027e-29,3.1909743589941382e-24,2.8171872226876576e-34,1.6385958770913343e-16,2.140808569921256e-15,5.6347308143225184e-55,1.3814936075403518e-11,1.9626283434017457e-36,3.26656926227509e-27,4.20078488667645e-46,1.1773951689769274e-07,3.4992654226295625e-41,2.9506416297255952e-08,1.767012484023075e-08,1.2479557412673804e-08,1.4370012163754032e-08,1.079784469323772e-08,6.275156337897488e-09,7.870997032002607e-11,1.031210830682982e-10,7.018919269893492e-10,2.425107335141605e-12,1.030065919789751e-10,2.9943561715397844e-11,6.867411276473087e-10,5.857188499393143e-09,2.0630508140598843e-20,1.0666107993508717e-19
2.7488908955037408e-12,0.09466578726852673,0.0,0.0023504533262838825,0.031075110263184432,0.31940965674597216,0.35048465785955285,0.20701220335338535,0.09201816587974637,0.0,3.1120362066668727e-24,1.1905874274473813e-07,1.7896128292328695e-21,0.0,4.835729065524521e-38,6.235260668071468e-15,9.097629926898871e-29,3.262806419492546e-24,2.9128467633634486e-34,1.6754816551969527e-16,2.16477024867488e-15,5.9572119636108985e-55,1.3969563416163096e-11,2.0292707409658038e-36,3.4014970626068256e-27,4.470623576882189e-46,1.1905733800674851e-07,3.658581070985405e-41,2.965910855990108e-08,1.785832546462698e-08,1.2627102909556508e-08,1.4526816407042635e-08,1.0904083036468988e-08,6.34896209342826e-09,8.023836837120537e-11,1.0547122793212985e-10,7.097631922182779e-10,2.5079767399411216e-12,1.0535283615058358e-10,3.088036367145385e-11,6.944276941679111e-10,5.922744390985144e-09,2.1537536190378872e-20,1.1256987922424172e-19
2.779318162915889e-12,0.09466578726852673,0.0,0.0023504524307817122,0.031075110263184432,0.31940965647139125,0.3504846563772978,0.20701220318188782,0.09201816572937783,0.0,3.216525885063188e-24,1.2037659479491705e-07,1.849700248749987e-21,0.0,5.142984486532789e-38,6.449925993993742e-15,9.506995787687691e-29,3.3354380190368734e-24,3.0106476150917004e-34,1.7127779753939825e-16,2.1887319274078295e-15,6.2942916886534004e-55,1.4124190741352432e-11,2.097404909019066e-36,3.540519977557517e-27,4.754675515189317e-46,1.2037515876559484e-07,3.823275791768653e-41,2.9809472343347595e-08,1.804632110195781e-08,1.2774824034226812e-08,1.4683532811564358e-08,1.1010024673080354e-08,6.422840628228337e-09,8.177752572562964e-11,1.0784843234585123e-10,7.176347921013419e-10,2.5927236852285903e-12,1.0772605201570402e-10,3.183524687984724e-11,7.02114260652613e-10,5.988300232383764e-09,2.2474092680557243e-20,1.1873702379847937e-19
2.809745430328037e-12,0.09466578726852673,0.0,0.0023504515378279206,0.031075110263184432,0.3194096561968862,0.35048465489513053,0.20701220301068624,0.0920181655813026,0.0,3.323328712949854e-24,1.2169444683952356e-07,1.911117817554217e-21,0.0,5.466251627281814e-38,6.669599094547256e-15,9.930023781406712e-29,3.408869157856717e-24,3.1106134798812136e-34,1.7504848373685347e-16,2.2126936061201385e-15,6.646460126576108e-55,1.4278818050982417e-11,2.167047359847504e-36,3.6837190238004425e-27,5.0535296810179805e-46,1.216929791742334e-07,3.99346932061202e-41,2.995754315303537e-08,1.823411197786745e-08,1.2922720808701933e-08,1.4840161426669244e-08,1.1115670431729197e-08,6.496791744588354e-09,8.332735336279715e-11,1.1025271355937226e-10,7.255067266384557e-10,2.679369653115356e-12,1.1012625583624043e-10,3.280833771488477e-11,7.098008271014179e-10,6.053856023731391e-09,2.344081241060243e-20,1.2517087858541064e-19
2.8401726977401853e-12,0.09466578726852673,0.0,0.002350450647386528,0.031075110263184432,0.3194096559224569,0.35048465341305113,0.20701220283977975,0.09201816543548577,0.0,3.432470018119115e-24,1.230122988785579e-07,1.9738800976751014e-21,0.0,5.806187064783178e-38,6.894343765786783e-15,1.0367014548136712e-28,3.48309983618169e-24,3.212768059740729e-34,1.7886022408076057e-16,2.2366552848118413e-15,7.014218264426888e-55,1.4433445345063947e-11,2.238214605736877e-36,3.831175999397178e-27,5.3677930401624324e-46,1.2301079923266595e-07,4.169282711134873e-41,3.0103355953009e-08,1.8421698317756324e-08,1.3070793254028975e-08,1.4996702301677163e-08,1.1221021138756901e-08,6.5708152450946366e-09,8.488776323285968e-11,1.1268408874132617e-10,7.333789958295333e-10,2.7679361389623643e-12,1.1255346379258301e-10,3.3799761508526135e-11,7.174873935143298e-10,6.11941176516839e-09,2.4438337055014016e-20,1.318799873914291e-19
2.8705999651523335e-12,0.09466578726852673,0.0,0.00235044975942209,0.031075110263184432,0.31940965564810336,0.3504846519310594,0.20701220266916753,0.09201816529189283,0.0,3.543975128558096e-24,1.243301509120205e-07,2.0380016511399447e-21,0.0,6.163467221928916e-38,7.1242240106584e-15,1.0818271999841277e-28,3.558130054241417e-24,3.31713505667893e-34,1.8271301853990653e-16,2.260616963482972e-15,7.398078057957469e-55,1.4588072623607913e-11,2.3109231589727327e-36,3.982973483796443e-27,5.6980909042125226e-46,1.2432861894089422e-07,4.3508383349420275e-41,3.024694517417316e-08,1.8609080346781423e-08,1.3219041390296297e-08,1.515315548587787e-08,1.1326077618195335e-08,6.6449109326288455e-09,8.645866824534977e-11,1.151425749792111e-10,7.412515996744893e-10,2.8584446513155176e-12,1.15007691983753e-10,3.4809642561754246e-11,7.251739598913525e-10,6.184967456833127e-09,2.5467315167839356e-20,1.38873074829116e-19
2.9010272325644817e-12,0.09466578726852673,0.0,0.0023504488738996894,0.031075110263184432,0.3194096553738255,0.35048465044915517,0.2070122024988488,0.09201816515048994,0.0,3.6578693724537614e-24,1.2564800293991161e-07,2.1034970399738213e-21,0.0,6.538788760122652e-38,7.359304039242981e-15,1.1284103320363117e-28,3.633959812265546e-24,3.4237381727044424e-34,1.8660686708316436e-16,2.284578642133564e-15,7.798562550405527e-55,1.474269988662522e-11,2.385189531840409e-36,4.139194837832962e-27,6.045067293494872e-46,1.2564643829891982e-07,4.538259881622535e-41,3.0388344722422063e-08,1.879625828985659e-08,1.3367465236644749e-08,1.530952102853107e-08,1.1430840691773357e-08,6.719078610367607e-09,8.803998225804017e-11,1.1762818927953185e-10,7.491245381732377e-10,2.9509167118411275e-12,1.1748895642754742e-10,3.583810415581327e-11,7.328605262324893e-10,6.250523098862011e-09,2.6528402187161163e-20,1.461590482459055e-19
2.93145449997663e-12,0.09466578726852673,0.0,0.0023504479907849323,0.031075110263184432,0.31940965509962305,0.3504846489673386,0.20701220232882273,0.0920181650112437,0.0,3.774178078197932e-24,1.2696585496223157e-07,2.1703808261995754e-21,0.0,6.932868975718461e-38,7.599648268998337e-15,1.1764818965420308e-28,3.7105891104837336e-24,3.532601109825834e-34,1.9054176967949174e-16,2.3085403207636515e-15,8.216205991276751e-55,1.4897327134126767e-11,2.461030236625031e-36,4.299924203726317e-27,6.409385303533703e-46,1.2696425730674446e-07,4.73167235874848e-41,3.0527587986644945e-08,1.8983232371652858e-08,1.351606481127874e-08,1.546579897886645e-08,1.1535311178923245e-08,6.793318081782165e-09,8.96316200659337e-11,1.201409485679411e-10,7.569978113256929e-10,3.0453738552614876e-12,1.1999727306068367e-10,3.688526856331601e-11,7.405470925377443e-10,6.31607869138951e-09,2.762226043955608e-20,1.5374699965400254e-19
2.961881767388778e-12,0.09466578726852673,0.0,0.002350447110043934,0.031075110263184432,0.31940965482549616,0.3504846474856096,0.20701220215908842,0.09201816487412119,0.0,3.8929265743923436e-24,1.2828370697898078e-07,2.2386675718378236e-21,0.0,7.346446200267474e-38,7.845321324999951e-15,1.2260732662602613e-28,3.788017949125654e-24,3.643747570051615e-34,1.945177262979301e-16,2.3325019993732685e-15,8.651553955126917e-55,1.5051954366123448e-11,2.538461785611513e-36,4.465246505079799e-27,6.791727475031331e-46,1.2828207596436987e-07,4.93120209187378e-41,3.0664707846609463e-08,1.9170002816598752e-08,1.3664840131477212e-08,1.562198938608377e-08,1.1639489896787161e-08,6.867629150638006e-09,9.123349739038183e-11,1.2268086968938084e-10,7.648714191317692e-10,3.141837629290557e-12,1.2253265773894409e-10,3.795125705922226e-11,7.48233658807121e-10,6.3816342345481865e-09,2.8749559144524174e-20,1.6164620766154556e-19
2.9923090348009263e-12,0.09466578726852673,0.0,0.0023504462316433186,0.031075110263184432,0.3194096545514447,0.35048464600396806,0.20701220198964518,0.0920181647390901,0.0,4.014140189853791e-24,1.2960155899015948e-07,2.3083718389069554e-21,0.0,7.78028020457221e-38,8.096388040180408e-15,1.27721614113678e-28,3.866246328420992e-24,3.757201255390242e-34,1.9853473690760328e-16,2.3564636779624478e-15,9.10516346034397e-55,1.520658158262617e-11,2.617500691084561e-36,4.635247446879279e-27,7.192796167368313e-46,1.295998942717976e-07,5.136976724532989e-41,3.0799736680725016e-08,1.93565698488806e-08,1.3813791213604473e-08,1.5778092299352852e-08,1.1743377660223569e-08,6.942011620994512e-09,9.284553086833108e-11,1.2524796940822321e-10,7.727453615913808e-10,3.2403295945697584e-12,1.2509512623731978e-10,3.903618993168941e-11,7.559202250406231e-10,6.4471897284687276e-09,2.99109744188896e-20,1.6986613940500484e-19
