Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88)
1.594883106178721e-20,0.054791484931128634,0.0,0.0013604725708394258,0.031075110263184432,0.3194096818763551,0.3504847921395395,0.20701222018021492,0.09201819554070574,0.0,8.025947790649879e-64,1.2343872218445107e-21,2.0386948667483393e-62,0.0,3.448808569635981e-136,1.3588904680623315e-41,1.8387541985656113e-105,3.2431399803004635e-55,3.717798697610996e-82,5.35145257682871e-71,1.0293995203163791e-35,2.1966648448762584e-133,9.271816661058361e-31,4.511901756454157e-87,8.273273305987073e-104,2.4579181735478198e-143,1.2343872218444358e-21,1.9842706286367002e-106,2.4216420431730913e-16,8.277315821232397e-17,2.6487528822974254e-17,6.575821145626226e-17,5.446689268620414e-17,2.6487410627933275e-17,1.181948829646435e-22,7.90052907380736e-29,9.272642410255768e-31
3.191151862319369e-20,0.054791484931128634,0.0,0.0013604725708389273,0.031075110263184432,0.319409681876355,0.3504847921395394,0.20701222018021487,0.0920181955407055,0.0,6.42726756259807e-63,2.469846891318773e-21,1.6326093476967543e-61,0.0,4.416465967647121e-134,1.0880193036691863e-40,3.252303550290949e-104,1.298101178791252e-54,2.9772542219361854e-81,4.285502280478422e-70,2.059693392952755e-35,7.058501042276891e-132,1.8551688766742253e-30,3.613180714167357e-86,2.6476083493692486e-102,1.575508019019421e-141,2.469846891318453e-21,3.1782814681613458e-105,4.845388024037448e-16,1.656182305497169e-16,5.299807026895506e-17,1.3157355428637699e-16,1.0898110673167805e-16,5.299783377586781e-17,2.364924547936112e-22,3.1622705668150644e-28,1.8554993915496392e-30
6.383689374600667e-20,0.054791484931128634,0.0,0.0013604725708379303,0.031075110263184432,0.31940968187635477,0.3504847921395393,0.20701222018021476,0.09201819554070502,0.0,5.144419054598074e-62,4.9407662302672975e-21,1.306749183113315e-60,0.0,5.65434741280204e-132,8.707783538180927e-40,6.189767771270067e-103,5.194095570251833e-54,2.3830100736135154e-80,3.4301387604442765e-69,4.1202811382255054e-35,2.2605961604876458e-130,3.7111432978378414e-30,2.892009011594391e-85,8.472599661094316e-101,1.0091043754666666e-139,4.940766230265975e-21,5.08801069515691e-104,9.692879960314991e-16,3.3130837522383016e-16,1.0601915316158833e-16,2.6320423994620974e-16,2.1800953480133068e-16,1.0601868007145925e-16,4.730875984512141e-22,1.265320131537589e-27,3.71246578785506e-30
1.2768764399163262e-19,0.054791484931128634,0.0,0.001360472570835936,0.031075110263184432,0.3194096818763543,0.35048479213953904,0.20701222018021453,0.09201819554070405,0.0,4.116577499994761e-61,9.882604908164341e-21,1.0456640931344718e-59,0.0,7.238377065261094e-130,6.967678752577528e-39,1.3053593249715718e-101,2.0779764472925584e-53,1.9068908576235312e-79,2.7448059524778348e-68,8.241456628771002e-35,7.236630862785203e-129,7.42309214027243e-30,2.314193131383551e-84,2.7112720034374663e-99,6.460766583799156e-138,9.88260490815897e-21,8.143026028401926e-103,1.9387863731065393e-15,6.626886645693664e-16,2.1206131894954148e-16,5.264656112642887e-16,4.3606639085545518e-16,2.1206037266153152e-16,9.462778857650903e-22,5.0621044531025625e-27,7.428382961495084e-30
2.553891444828845e-19,0.054791484931128634,0.0,0.0013604725708319474,0.031075110263184432,0.31940968187635344,0.35048479213953854,0.2070122201802141,0.0920181955407021,0.0,3.2936789534250954e-60,1.9766282263958414e-20,8.36637186115877e-59,0.0,9.265642229509301e-128,5.574723826802961e-38,3.096123684726497e-100,8.312582275728274e-53,1.5257058284905698e-78,2.1961227735707662e-67,1.6483807609861976e-34,2.3161548781326516e-127,1.4846989825571028e-29,1.8515889017397516e-83,8.676134302664533e-98,4.1356956369046534e-136,1.9766282263936765e-20,1.303060902564519e-101,3.877783086534749e-15,1.325449243249677e-15,4.241456505361942e-16,1.0529883538941003e-15,8.721801026229809e-16,4.241437578372337e-16,1.8926584603875228e-21,2.0250065783451263e-26,1.486815483289186e-29
5.107921454653882e-19,0.054791484931128634,0.0,0.0013604725708239703,0.031075110263184432,0.31940968187635166,0.3504847921395375,0.20701222018021323,0.09201819554069823,0.0,2.6351099542924452e-59,3.95336369755465e-20,6.693521161553334e-58,0.0,1.1860354481461867e-125,4.460011402893107e-37,8.17760190332492e-99,3.3251682124203023e-52,1.2206419243969952e-77,1.7570094302787987e-66,3.296850957204386e-34,7.412388207436644e-126,2.96947851978859e-29,1.4813648856855616e-82,2.7763731765215955e-96,2.6471096297603114e-134,3.953363697545958e-20,2.0850388444368465e-100,7.755776350503688e-15,2.650970400567253e-15,8.483143137524848e-16,2.106033839128337e-15,1.7444075247951393e-15,8.48310528170868e-16,3.7854196096111074e-21,8.100355919148395e-26,2.977944867215225e-29
1.0215981474303958e-18,0.054791484931128634,0.0,0.001360472570808016,0.031075110263184432,0.31940968187634816,0.3504847921395354,0.20701222018021148,0.09201819554069048,0.0,2.1081546820910346e-58,7.906834639872244e-20,5.354986403997936e-57,0.0,1.518146645560163e-123,3.5681020617962195e-36,2.3400054215109378e-97,1.3300943458756135e-51,9.765444452432942e-77,1.405652030147369e-65,6.593791349640734e-34,2.3720750454168067e-124,5.939037594938638e-29,1.1851294155813466e-81,8.884410465917792e-95,1.6942434692395665e-132,7.906834639837408e-20,3.33617527583414e-99,1.5511762226891703e-14,5.30201271503022e-15,1.6966516403570076e-15,4.212124809495268e-15,3.488862363687886e-15,1.6966440687670583e-15,7.570941907973163e-21,3.2402082898457246e-25,5.972903673654002e-29
2.043210151360411e-18,0.054791484931128634,0.0,0.0013604725707761075,0.031075110263184432,0.31940968187634117,0.35048479213953115,0.20701222018020798,0.09201819554067496,0.0,1.6865504335428703e-57,1.5813776524507337e-19,4.28405691498715e-56,0.0,1.943241319244168e-121,2.854518826754909e-35,7.045071315382869e-96,5.320431505798782e-51,7.812479186286066e-76,1.1245394187556651e-64,1.3187672134513318e-33,7.590817459858093e-123,1.1878155747987026e-28,9.48118535452619e-81,2.843013955773939e-93,1.0843567974363988e-130,1.5813776524367856e-19,5.337970942506338e-98,3.102373137346873e-14,1.0604097343267417e-14,3.3933262942538194e-15,8.42430674982296e-15,6.977772019667094e-15,3.393311149675122e-15,1.5141986504356802e-20,1.2960965003802866e-24,1.2013621440878004e-28
4.086434159220441e-18,0.054791484931128634,0.0,0.0013604725707122905,0.031075110263184432,0.3194096818763272,0.3504847921395227,0.20701222018020102,0.09201819554064393,0.0,1.349251022063729e-56,3.162766029377714e-19,3.427272650275766e-55,0.0,2.4873576005163285e-119,2.2836299341480785e-34,2.1835496528370722e-94,2.1281834268266303e-50,6.250032851020013e-75,8.996386529083617e-64,2.6375433704258045e-33,2.429089977382945e-121,2.375639206507697e-28,7.585008358987837e-80,9.097648827848726e-92,6.94015700084438e-129,3.1627660293218953e-19,8.540825976083216e-97,6.204765924183022e-14,2.1208266596986865e-14,6.786675604798509e-15,1.6848670628853656e-14,1.3955591244400376e-14,6.786645310353989e-15,3.028407569576221e-20,5.184412369621525e-24,2.429825759270909e-28
8.1728821749405e-18,0.054791484931128634,0.0,0.0013604725705846565,0.031075110263184432,0.3194096818762992,0.35048479213950584,0.20701222018018706,0.09201819554058188,0.0,1.0794050877589971e-55,6.325542783231523e-19,2.741828969758237e-54,0.0,3.183823304076717e-117,1.8269098991986064e-33,6.873960377821267e-93,8.512755356366351e-50,5.000046066106185e-74,7.197137694901481e-63,5.275095684374573e-33,7.773133330779686e-120,4.7512864743229545e-28,6.068030698518635e-79,2.9112482918461627e-90,4.441970154433249e-127,6.325542783008195e-19,1.366537950334137e-95,1.240954732794111e-13,4.241660509340599e-14,1.357337423689215e-14,3.36973983804163e-14,2.791122934496641e-14,1.3573313627162673e-14,6.056825407312544e-20,2.073770220759621e-23,4.968033236588192e-28
1.6345778206380622e-17,0.054791484931128634,0.0,0.001360472570329389,0.031075110263184432,0.3194096818762432,0.35048479213947215,0.20701222018015913,0.09201819554045779,0.0,8.635257782535836e-55,1.2651096290938532e-18,2.1934675191208396e-53,0.0,4.075297397243009e-115,1.4615303045379783e-32,2.1815234436316024e-91,3.4051064723612597e-49,4.000044765457461e-73,5.757721544453791e-62,1.0550200312271396e-32,2.4874099292241476e-118,9.502581027542538e-28,4.854434161472948e-78,9.315995600456927e-89,2.843180363772788e-125,1.2651096290045116e-18,2.186465354797213e-94,2.4819093455822844e-13,8.483328204216513e-14,2.7146771545096487e-14,6.739485385754661e-14,5.5822504150496415e-14,2.7146650242583857e-14,1.2113661080606094e-19,8.29509142310585e-23,1.0369569179009692e-27
2.4518674237820744e-17,0.054791484931128634,0.0,0.0013604725700741215,0.031075110263184432,0.3194096818761872,0.35048479213943845,0.2070122201801312,0.09201819554033369,0.0,2.5635935953555303e-54,1.897664979864493e-18,6.511860365991613e-53,0.0,2.7400215930558423e-114,4.338920109069667e-32,1.041863837991401e-90,7.235853959900214e-49,1.1875139540053434e-72,1.709324544401845e-61,1.5825304940167508e-32,1.1900223159068293e-117,1.4253875598351185e-27,1.4411609478300509e-77,4.456939743017221e-88,1.6143394951974874e-124,1.8976649796746352e-18,8.271846826961863e-94,3.7228622904092493e-13,1.2724995894684511e-13,4.072016889731789e-14,1.0109230930868197e-13,8.373377756042447e-14,4.0719986839808854e-14,1.817049675172046e-19,1.7627075854862654e-22,1.6096226109200752e-27
3.2691570269260865e-17,0.054791484931128634,0.0,0.001360472569818854,0.031075110263184432,0.31940968187613117,0.35048479213940475,0.2070122201801033,0.0920181955402096,0.0,5.5859372353387e-54,2.530220330635072e-18,1.4189005387660505e-52,0.0,1.2607012256386127e-113,9.45428096826127e-32,3.4433590789195913e-90,1.234351799825115e-48,2.58753120101889e-72,3.7245293625952086e-61,2.110040956806291e-32,3.938565124712132e-117,1.9005170186748905e-27,3.1402148207375147e-77,1.4750932734573997e-87,6.208740465892834e-124,2.5302203303111912e-18,2.153157685094044e-93,4.963813567277252e-13,1.6966663580744607e-13,5.4293566293556344e-14,1.3478976473382236e-13,1.116450495747506e-13,5.4293323418837667e-14,2.4227332420655556e-19,3.0069723510695914e-22,2.2148004027144004e-27
4.903736233214111e-17,0.054791484931128634,0.0,0.0013604725693083196,0.031075110263184432,0.3194096818760192,0.35048479213933736,0.20701222018004747,0.0920181955399614,0.0,1.6214257749603961e-53,3.795331032176088e-18,4.118631869326269e-52,0.0,1.5358740689098767e-112,2.7442868429689497e-31,2.005221883332769e-89,2.5555691041135332e-48,7.51080725077048e-72,1.0811163200429288e-60,3.165061882385204e-32,2.298028327653573e-116,2.8507759404824815e-27,9.11507781443745e-77,8.606697674415093e-87,4.726221626790114e-123,3.795331031505521e-18,7.901787522435586e-93,7.445712206422666e-13,2.5449998942519696e-13,8.14403611893386e-14,2.0218467552309458e-13,1.6746759032801085e-13,8.143999653418999e-14,3.634100375341079e-19,6.225555494299612e-22,3.501459891586434e-27
6.538315439502135e-17,0.054791484931128634,0.0,0.0013604725687977857,0.031075110263184432,0.31940968187590724,0.35048479213927,0.20701222017999166,0.09201819553971322,0.0,3.5458759177385083e-53,5.060441733716881e-18,9.006984974389422e-52,0.0,7.101993257354236e-112,6.0014467001007e-31,6.666802352631163e-89,4.346354166249258e-48,1.6425291233276623e-71,2.3642798718150363e-60,4.2200828079638547e-32,7.645819961262124e-116,3.8010348687582e-27,1.9933650633991925e-76,2.863552381229824e-86,1.7848188531612237e-122,5.06044173257641e-18,2.0489930432814788e-92,9.927604711906719e-13,3.393333428808533e-13,1.0858715624698733e-13,2.6957958621677404e-13,2.2329012594914573e-13,1.0858666958262849e-13,4.845467507815121e-19,1.0588040444363916e-21,4.9076779633064436e-27
9.807473852078184e-17,0.054791484931128634,0.0,0.0013604725677767208,0.031075110263184432,0.31940968187568325,0.3504847921391352,0.20701222017988002,0.09201819553921683,0.0,1.1795265484412472e-52,7.59066313679773e-18,2.9961505162074557e-51,0.0,1.7257417560707368e-110,1.996365831647995e-30,5.463948001004288e-88,9.469820673660708e-48,5.4638310907971495e-71,7.864716479628411e-60,6.330124659120299e-32,6.272689625976995e-115,5.701552746548711e-27,6.630877866350198e-76,2.349279643755289e-85,2.3119477845233443e-121,7.59066313431285e-18,1.0126684664536235e-91,1.4891369582167678e-12,5.090000492599043e-13,1.6288074689379777e-13,4.043694072902402e-13,3.349351803393128e-13,1.6288001545978402e-13,7.268201770131061e-19,2.3069184014373416e-21,8.112702702009408e-27
1.3076632264654233e-16,0.054791484931128634,0.0,0.0013604725667556582,0.031075110263184432,0.31940968187545926,0.3504847921390004,0.2070122201797684,0.09201819553872045,0.0,2.744040306918743e-52,1.0120884539877613e-17,6.970218546273248e-51,0.0,1.0110315302865305e-109,4.644328076964241e-30,2.1087109105327174e-87,1.6625819548907805e-47,1.2711009146043306e-70,1.829640803711181e-59,8.440166510275609e-32,2.4216787575910952e-114,7.602070652336628e-27,1.542601661816275e-75,9.069793467751636e-85,1.096513598961291e-120,1.012088453551497e-17,3.018916980937068e-91,1.985510790298293e-12,6.78666754937327e-13,2.1717433824125036e-13,5.391592279499319e-13,4.465802125149914e-13,2.171733610473022e-13,9.690936028976932e-19,4.050172679137156e-21,1.1835238886832853e-26
1.961494908980633e-16,0.054791484931128634,0.0,0.001360472564713541,0.031075110263184432,0.31940968187501134,0.35048479213873085,0.2070122201795451,0.09201819553772772,0.0,9.343428433375501e-52,1.518132734603446e-17,2.373352124305017e-50,0.0,2.203861407025552e-108,1.581388839694446e-29,1.7312119982014422e-86,3.70635053719799e-47,4.3280852682518834e-70,6.229907724765952e-59,1.2660250212582823e-31,1.9890116255023085e-113,1.140310654829163e-26,5.252542461875037e-75,7.449345613968829e-84,1.4416922826700065e-119,1.518132733630887e-17,1.5785802786889207e-90,2.978250453008023e-12,1.0180001641775913e-12,3.2576152304776635e-13,8.087388680222751e-13,6.698702099158875e-13,3.2576005134942465e-13,1.4536404536207671e-18,9.028944147010559e-21,2.0839997951742907e-26
3.269158274011052e-16,0.054791484931128634,0.0,0.0013604725606293391,0.031075110263184432,0.3194096818741155,0.35048479213819167,0.2070122201790985,0.09201819553574227,0.0,4.4438994780189083e-51,2.530221295833648e-17,1.1288081887191495e-49,0.0,1.0328516300400344e-106,7.521364684399387e-29,2.5225931083274027e-85,1.0244787174552566e-46,2.0585137459878621e-69,2.9630540730310746e-58,2.110041761718359e-31,2.899166219280969e-112,1.9005178677804308e-26,2.498201904307727e-74,1.0858100855091752e-82,3.825899845636004e-118,2.5302212931453687e-17,1.3292670202423754e-89,4.96369776493546e-12,1.6966669741976531e-12,5.429359011094e-13,1.347898143177538e-12,1.1164499368477642e-12,5.429334284611313e-13,2.4227341508796108e-18,2.4957059323456368e-20,4.508985227170485e-26
5.884485004071891e-16,0.054791484931128634,0.0,0.0013604725524610647,0.031075110263184432,0.3194096818723238,0.3504847921371133,0.20701222017820536,0.0920181955317715,0.0,2.670086919494731e-50,4.5543984182893807e-17,6.782367927656942e-49,0.0,7.727781760927374e-105,4.519161441680012e-28,5.295959975572514e-84,3.312789403569005e-46,1.2368440496828033e-68,1.7803309807452951e-57,3.7980752426330496e-31,6.087752223212293e-111,3.4209324287603506e-26,1.5010277032497978e-73,2.2800149463085076e-81,1.555566386171629e-116,4.554398409596439e-17,1.5224497498864056e-88,8.934464304237537e-12,3.0540005603869025e-12,9.772846910362148e-13,2.4262166735250766e-12,2.009608318945039e-12,9.772801687106927e-13,4.360921528628738e-18,8.07019984741123e-20,1.18557616496342e-25
1.1115138464193567e-15,0.054791484931128634,0.0,0.0013604725361250321,0.031075110263184432,0.31940968186874047,0.35048479213495665,0.20701222017641904,0.09201819552383048,0.0,1.8383663891960563e-49,8.602752663182164e-17,4.669690108795542e-48,0.0,7.473986482673134e-103,3.1114627649244446e-27,1.3608985644443833e-82,1.1812018269399893e-45,8.51572476165137e-68,1.2257655762779294e-56,7.174142204440578e-31,1.5645420057275188e-109,6.461762091045515e-26,1.033464063942342e-72,5.8595995367703796e-80,7.937020222940317e-115,8.602752632186714e-17,2.0554489399696693e-87,1.6875485060386995e-11,5.768667597358698e-12,1.845982406108399e-12,4.582853654366456e-12,3.795920795958995e-12,1.845973593313231e-12,8.23729621693239e-18,2.877494832372094e-19,3.6536827115917207e-25
2.157644538443692e-15,0.054791484931128634,0.0,0.0013604725034550335,0.031075110263184432,0.31940968186157376,0.3504847921306433,0.20701222017284646,0.09201819550795048,0.0,1.3619820089416089e-48,1.6699461152892999e-16,3.459612412979586e-47,0.0,8.287677429979816e-101,2.3051759008307856e-26,3.893203756589407e-81,4.45011656035045e-45,6.309005640322011e-67,9.081272736078169e-56,1.3926276127968225e-30,4.476051809699689e-108,1.2543423576953532e-25,7.656577438758993e-72,1.6763928557445685e-78,4.575068047759579e-113,1.6699461036119117e-16,3.0190436221978612e-86,3.2755477494187126e-11,1.1198001129672381e-11,3.5833783771394105e-12,8.896127296633714e-12,7.368528601060609e-12,3.583360218931877e-12,1.599004532380955e-17,1.084081145005064e-18,1.2584966940004814e-24
3.2037752304680275e-15,0.054791484931128634,0.0,0.0013604724707877896,0.031075110263184432,0.31940968185440705,0.35048479212633,0.20701222016927384,0.0920181954920732,0.0,4.231634746993164e-48,2.4796169642504186e-16,1.074890731665678e-46,0.0,6.90803523566735e-100,7.162110263353392e-26,2.1608121524458504e-80,9.811125775069986e-45,1.9601879695322506e-66,2.821522524634648e-55,2.067841005137932e-30,2.4843457693128265e-107,1.8625087944649445e-25,2.3788742376950204e-71,9.304493416329133e-78,3.1363180505160074e-112,2.4796169385053927e-16,1.252854809398398e-85,4.8632738140127267e-11,1.6627333939819622e-11,5.3207750693580166e-12,1.3209400513019085e-11,1.0941113541003688e-11,5.320746546439625e-12,2.3742794069809333e-17,2.3900622709844566e-18,2.6843019110733683e-24
4.249905922492363e-15,0.054791484931128634,0.0,0.0013604724381233004,0.031075110263184432,0.31940968184724033,0.35048479212201666,0.20701222016570128,0.09201819547619866,0.0,9.546811833899224e-48,3.289287813201573e-16,2.4250158069041067e-46,0.0,3.6005100501836393e-99,1.6158138228874857e-25,7.692243413299545e-80,1.7264233200298328e-44,4.422297013566483e-66,6.365517388269594e-55,2.7430543974673873e-30,8.844077297375296e-107,2.4706755194139523e-25,5.366877361006718e-71,3.3123271063173327e-77,1.350942607845963e-111,3.2892877678991043e-16,3.503656798196599e-85,6.4507267440542e-11,2.2056666027809822e-11,7.058172482771838e-12,1.7522673303530155e-11,1.4513675615893108e-11,7.058132575842515e-12,3.149554245320319e-17,4.205693663236961e-18,4.642784868537891e-24
5.296036614516699e-15,0.054791484931128634,0.0,0.0013604724054615653,0.031075110263184432,0.3194096818400736,0.35048479211770334,0.20701222016212875,0.09201819546032686,0.0,1.808704554505051e-47,4.0989586621427635e-16,4.594348248474571e-46,0.0,1.4268460273104822e-98,3.0612635323354167e-25,2.13630576095979e-79,2.680944007877374e-44,8.378324501360231e-66,1.2059879742250647e-54,3.418267789785188e-30,2.4562127641931726e-106,3.078842532542666e-25,1.0167892376187995e-70,9.199128169073286e-77,4.4651438100337215e-111,4.0989585917930434e-16,7.917666974071359e-85,8.037906585607624e-11,2.748599739365361e-11,8.795570617387844e-12,2.1835945668175287e-11,1.808621482586584e-11,8.795518307147164e-12,3.92482904722045e-17,6.530975514507763e-18,7.13394587935262e-24
