Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549),NO(1009),S(567),H2NOX(203),H2N2X(602),CX(33)
7.695614318952542e-11,0.06868207798099925,0.0,0.0017034602556110494,0.03107507841966384,0.31940896197022556,0.35048444712461924,0.20701194547661428,0.09201814330799447,1.4230398083486954e-62,3.0242506136690588e-25,4.310410714457607e-09,1.947495378300214e-24,2.7994530830050993e-41,5.577762340481237e-39,4.697374616204629e-11,2.842170309712129e-30,1.3590145147385288e-25,9.215797513866014e-42,2.3712431331802963e-17,3.982698501396168e-20,4.499510920704345e-67,8.135646752498109e-16,1.8089832135340925e-45,3.011763680784723e-28,6.768214083027226e-50,4.305567765998887e-09,1.821525268680389e-46,5.743918069421513e-08,4.1876138732474674e-07,4.151734474828598e-07,3.407040245831906e-07,1.336346966267758e-07,1.381086706628651e-07,2.820212975480839e-09,8.914145362806886e-09,1.6069821387737518e-12,1.9633847638580262e-09,1.017318585881602e-08,7.315943115787902e-08,2.3940380619114716e-14,1.4106887762039743e-07,1.5752717852486724e-16,2.6469963972063103e-14,7.284131470237762e-12,3.23121657080166e-08,6.857561086862654e-08,4.3594971714484346e-13,7.931469647904835e-15,6.75580003419345e-17,3.01635722003635e-17,-1.76778937535258e-53,1.800692838098247e-14,5.600256436693438e-18,1.0104494113879541e-22,2.499199245231939e-33,1.9922891823714936e-42,7.293220876908556e-08,5.152522447889711e-18,1.6138607331239937e-19
7.734506794467879e-11,0.06868207798099925,0.0,0.0017034517986588477,0.031075078527887625,0.31940895839749345,0.3504844454526704,0.2070119445339174,0.09201814334786337,1.4739041315654751e-62,3.0741427557013455e-25,4.332192615789587e-09,1.9771685571617916e-24,2.870314884287565e-41,5.74900145392872e-39,4.7658668235397934e-11,2.9000408958328552e-30,1.3727857060472606e-25,9.356230327049756e-42,2.3952626728639818e-17,4.0028263791536275e-20,4.61436499949646e-67,8.176856532135243e-16,1.836548971135259e-45,3.073083082808176e-28,6.976003457695906e-50,4.327300612370147e-09,1.8586225554867238e-46,5.7439252813404465e-08,4.207417224313727e-07,4.171529514963725e-07,3.4235418678868496e-07,1.3386520342186252e-07,1.3877835089414952e-07,2.822825691249031e-09,9.001294086027497e-09,1.623136220644538e-12,1.991123882984354e-09,1.025839771667062e-08,7.357691655729459e-08,2.406133691352057e-14,1.41781067151951e-07,1.6012103496401689e-16,2.70396559960615e-14,7.357515511486138e-12,3.219009269857311e-08,6.893649470101367e-08,4.403671348115729e-13,8.01184695427926e-15,6.889076722541797e-17,3.0465317534245904e-17,9.195856748927308e-54,1.8189321246330566e-14,5.65699970921078e-18,1.0301878860635805e-22,2.5740165105276313e-33,2.043039569685079e-42,7.330770175568558e-08,5.245830524722808e-18,1.6567034576037747e-19
7.773399269983215e-11,0.06868207798099925,0.0,0.0017034433449723834,0.03107507863725734,0.31940895482539633,0.35048444378142196,0.20701194359338754,0.0920181433878731,1.5263161292285578e-62,3.124604389534278e-25,4.353974494346253e-09,2.007141586757953e-24,2.9425978457952793e-41,5.92459876891938e-39,4.835012320394101e-11,2.9587905412522552e-30,1.3866263190249081e-25,9.498082575070141e-42,2.4194031698236963e-17,4.0229542561253036e-20,4.73155259641107e-67,8.218067223428972e-16,1.8643933512767268e-45,3.1353338226653353e-28,7.189081380686845e-50,4.349033188996271e-09,1.8962835678477637e-46,5.743932545175808e-08,4.2272076828593693e-07,4.191334739397195e-07,3.440036484483041e-07,1.340935502781289e-07,1.3944772045645474e-07,2.825438707517978e-09,9.088834210622544e-09,1.6393710435926494e-12,2.019102791898798e-09,1.0343826599973771e-08,7.399476597947073e-08,2.4182292858221757e-14,1.424932495879981e-07,1.627446413018468e-16,2.761871018474779e-14,7.431262696195287e-12,3.2067647392563345e-08,6.929665348826461e-08,4.448068186683134e-13,8.092629539589299e-15,7.024280502203759e-17,3.076852181888227e-17,1.3723723467957952e-53,1.8372632430576325e-14,5.714028948139103e-18,1.0502072101987947e-22,2.6506754894148454e-33,2.094818850633397e-42,7.368326235015394e-08,5.340136189117743e-18,1.7004620963336756e-19
7.812291745498552e-11,0.06868207798099925,0.0,0.0017034348944831017,0.031075078747752723,0.3194089512539339,0.3504844421108739,0.2070119426550045,0.09201814342802392,1.5803147323026094e-62,3.175639246699777e-25,4.3757563501276735e-09,2.037415973596305e-24,3.016323032765629e-41,6.104642556999195e-39,4.9048145506174555e-11,3.0184280977551918e-30,1.4005363536672372e-25,9.641361395380601e-42,2.4436646228545636e-17,4.043082132311408e-20,4.851109090122022e-67,8.259278826890446e-16,1.8925177549723776e-45,3.198525276371372e-28,7.407554970161505e-50,4.370765495880671e-09,1.934513986584588e-46,5.743939860573639e-08,4.2469852602957086e-07,4.211150424986921e-07,3.4565240985907477e-07,1.343197573690388e-07,1.4011677899550864e-07,2.8280520172795683e-09,9.176765260488326e-09,1.6556866069844258e-12,2.047322207867534e-09,1.0429471688967057e-08,7.441297923945773e-08,2.4303248453219804e-14,1.432054249311101e-07,1.6539819617893723e-16,2.82072337689901e-14,7.505372950217931e-12,3.194485884659121e-08,6.96560785878178e-08,4.4926876868997807e-13,8.173817404718129e-15,7.161429501303144e-17,3.107318437397208e-17,-2.359565595196589e-53,1.8556861922256128e-14,5.771344152648989e-18,1.0705098738179455e-22,2.7292117493053977e-33,2.1476425879194682e-42,7.405889052080987e-08,5.43544101690128e-18,1.7451515579494063e-19
7.851184221013889e-11,0.06868207798099925,0.0,0.0017034264471234607,0.031075078859353816,0.319408947683106,0.3504844404410258,0.20701194171874832,0.09201814346831605,1.6359396471202972e-62,3.2272510669162375e-25,4.397538183133914e-09,2.0679932241691155e-24,3.0915117122657085e-41,6.289222423373754e-39,4.9752769720700384e-11,3.0789624613628894e-30,1.4145158099700151e-25,9.786073925433752e-42,2.4680470307521372e-17,4.063210007712146e-20,4.9730702150940016e-67,8.300491343044399e-16,1.9209235832358842e-45,3.2626668667646423e-28,7.631532962769097e-50,4.392497533026763e-09,1.9733195209729594e-46,5.7439472271844624e-08,4.266749968029278e-07,4.2309768434822444e-07,3.473004713178278e-07,1.3454384467960636e-07,1.407855261574352e-07,2.830665613642158e-09,9.265086759609327e-09,1.6720829101861779e-12,2.075782846058835e-09,1.0515332177695245e-08,7.483155615043919e-08,2.4424203698516243e-14,1.4391759318380066e-07,1.680818987176721e-16,2.880533469602699e-14,7.579846199325429e-12,3.182175558736017e-08,7.001476156431418e-08,4.5375298485147993e-13,8.255410550548936e-15,7.300541940865924e-17,3.137930451844899e-17,7.624085889518871e-54,1.8742009709906498e-14,5.828945321911019e-18,1.091098375076344e-22,2.8096613554272005e-33,2.201526500312156e-42,7.443458623590631e-08,5.531746549408937e-18,1.79078691904331e-19
7.890076696529225e-11,0.06868207798099925,0.0,0.0017034180028269274,0.03107507897204099,0.3194089441129121,0.35048443877187724,0.20701194078459925,0.09201814350874975,1.6932313667783612e-62,3.2794435980875426e-25,4.419319993365042e-09,2.0988748449532797e-24,3.1681853540440823e-41,6.478429320261838e-39,5.0464030566258e-11,3.140402572331341e-30,1.428564687929011e-25,9.932227302681385e-42,2.4925503923123918e-17,4.0833378823277246e-20,5.097472063362611e-67,8.341704772428895e-16,1.949612237080702e-45,3.327768063504673e-28,7.861125729853707e-50,4.414229300437958e-09,2.012705908742955e-46,5.74395464466331e-08,4.2865018174618577e-07,4.2508142615370946e-07,3.4894783312119865e-07,1.3476583200815688e-07,1.4145396158875498e-07,2.833279489830158e-09,9.35379823205838e-09,1.6885599525641832e-12,2.104485419572081e-09,1.0601407273751965e-08,7.5250496523749e-08,2.4545158594112593e-14,1.4462975434852637e-07,1.7079594852188736e-16,2.941312163122544e-14,7.654682369207863e-12,3.169836561337623e-08,7.037269418856394e-08,4.582594671277327e-13,8.337408977964897e-15,7.441636135190697e-17,3.1686881570481655e-17,2.2621391994561853e-53,1.8928075782064128e-14,5.886832455095787e-18,1.1119752202280725e-22,2.8920608751066658e-33,2.2564864634231572e-42,7.481034946363018e-08,5.629054295310713e-18,1.837383425242144e-19
7.928969172044562e-11,0.06868207798099925,0.0,0.0017034095615279744,0.031075079085794904,0.31940894054335206,0.35048443710342814,0.20701193985253763,0.09201814354932526,1.7522311826414792e-62,3.332220596302007e-25,4.441101780821129e-09,2.130062342410293e-24,3.246365631380849e-41,6.672355560315268e-39,5.118196290172653e-11,3.202757415149715e-30,1.4426829875399935e-25,1.007982866457447e-41,2.5171747063317178e-17,4.103465756158348e-20,5.22435108631443e-67,8.382919115595063e-16,1.978585117520076e-45,3.393838383070147e-28,8.096445293741902e-50,4.4359607981176735e-09,2.052678916078593e-46,5.7439621126697374e-08,4.3062408199904726e-07,4.2706629407250425e-07,3.505944955656296e-07,1.3498573896807114e-07,1.4212208493638579e-07,2.8358936391835755e-09,9.442899201996875e-09,1.7051177334846884e-12,2.133430639466218e-09,1.0687696198026784e-08,7.566980016888847e-08,2.466611314001039e-14,1.453419084276876e-07,1.7354054567648477e-16,3.003070395983759e-14,7.729881385474138e-12,3.157471639683958e-08,7.072986843644704e-08,4.627882154936498e-13,8.419812687849197e-15,7.584730492219091e-17,3.199591484747469e-17,-3.0318815136431322e-53,1.9115060127265842e-14,5.945005551373887e-18,1.133142923593916e-22,2.9764473820635713e-33,2.3125385104839563e-42,7.51861801721029e-08,5.727365732431237e-18,1.884956492286983e-19
7.967861647559899e-11,0.06868207798099925,0.0,0.0017034011231620734,0.03107507920059654,0.3194089369744253,0.35048443543567803,0.20701193892254396,0.09201814359004284,1.8129811959543663e-62,3.3855858258312824e-25,4.46288354550224e-09,2.1615572229862157e-24,3.326074421935984e-41,6.871094830105045e-39,5.190660172609451e-11,3.266036018538768e-30,1.456870708798734e-25,1.0228885148563161e-41,2.5419199716069052e-17,4.123593629204218e-20,5.3537440964670825e-67,8.424134373106869e-16,2.0078436255670374e-45,3.460887388756887e-28,8.337605344110784e-50,4.4576920260693195e-09,2.0932443376174554e-46,5.7439696308678327e-08,4.3259669870074134e-07,4.290523137556209e-07,3.522404589473699e-07,1.3520358498951304e-07,1.4278989584764349e-07,2.8385080551575205e-09,9.532389193674952e-09,1.7217562523139087e-12,2.1626192147876847e-09,1.0774198184453638e-08,7.608946689354338e-08,2.4787067336211153e-14,1.4605405542362953e-07,1.7631589074701297e-16,3.065819178875618e-14,7.805443173652061e-12,3.14508348857192e-08,7.10862764877508e-08,4.673392299241454e-13,8.502621681085027e-15,7.729843513906002e-17,3.230640366606946e-17,3.460233935241987e-54,1.9302962734048625e-14,6.003464609915918e-18,1.1546040075294207e-22,3.0628584607183076e-33,2.3696988331227678e-42,7.556207832938097e-08,5.826682309563211e-18,1.933521707115257e-19
8.006754123075236e-11,0.06868207798099925,0.0,0.001703392687665695,0.031075079316427195,0.3194089334061317,0.35048443376862665,0.2070119379945991,0.09201814363090277,1.8755243295625416e-62,3.4395430591291866e-25,4.4846652874084434e-09,2.1933609931116457e-24,3.4073338085959777e-41,7.074742203673736e-39,5.2637982178398137e-11,3.330247455449252e-30,1.4711278517010042e-25,1.0379403892096789e-41,2.56678618693514e-17,4.1437215014655354e-20,5.485688269249313e-67,8.465350545540849e-16,2.0373891622344038e-45,3.5289246906758385e-28,8.584721254436498e-50,4.479422984296311e-09,2.134407996450318e-46,5.74397719892622e-08,4.345680329900243e-07,4.3103951034959495e-07,3.538857235624768e-07,1.35419389321142e-07,1.434573939702432e-07,2.8411227313216698e-09,9.622267731431691e-09,1.7384755084180268e-12,2.192051852597808e-09,1.086091247976072e-08,7.650949650360132e-08,2.4908021182716415e-14,1.467661953386426e-07,1.7912218477921451e-16,3.129569594826861e-14,7.881367659188433e-12,3.132674750600502e-08,7.14419107249456e-08,4.719125103941334e-13,8.585835958555575e-15,7.876993796589585e-17,3.261834734214497e-17,3.506416218622848e-53,1.9491783590949618e-14,6.0622096298924885e-18,1.176361002393076e-22,3.151332210511455e-33,2.4279837821414404e-42,7.593804390345626e-08,5.9270054482729966e-18,1.9830948289449004e-19
8.045646598590572e-11,0.06868207798099925,0.0,0.001703384254976299,0.03107507943326845,0.31940892983847086,0.3504844321022738,0.20701193706868387,0.09201814367190525,1.9399043397421983e-62,3.4940960768304753e-25,4.506447006539805e-09,2.2254751592016877e-24,3.490166080318766e-41,7.283394156154124e-39,5.337613953762898e-11,3.39540084306032e-30,1.4854544162425769e-25,1.0531392032623865e-41,2.5917733511139912e-17,4.163849372942496e-20,5.620221144781039e-67,8.506567633485861e-16,2.067223128534781e-45,3.5979599457510585e-28,8.83791009852319e-50,4.501153672802062e-09,2.176175744120775e-46,5.743984816518076e-08,4.3653808600517993e-07,4.330279084985289e-07,3.5553028970681797e-07,1.356331710318083e-07,1.4412457895230036e-07,2.8437376613596987e-09,9.712534339695304e-09,1.7552755011631949e-12,2.221729257999667e-09,1.09478383432219e-08,7.692988880316872e-08,2.50289746795277e-14,1.4747832817496386e-07,1.8195962929853899e-16,3.1943327993809387e-14,7.957654767449163e-12,3.120248016413184e-08,7.179676373190184e-08,4.765080568785281e-13,8.66945552114403e-15,8.026200031360892e-17,3.293174519081878e-17,-3.73492917469722e-53,1.9681522686506103e-14,6.121240610474209e-18,1.1984164465146204e-22,3.2419072502356194e-33,2.4874098682923482e-42,7.63140768622566e-08,6.028336544697257e-18,2.0336917903606255e-19
8.084539074105909e-11,0.06868207798099925,0.0,0.001703375825032333,0.031075079551102197,0.31940892627144246,0.3504844304366192,0.20701193614477945,0.09201814371305059,2.006165828139617e-62,3.5492486677495656e-25,4.528228702896395e-09,2.257901227655919e-24,3.574593732976935e-41,7.497148577454138e-39,5.4121109222611586e-11,3.4615053427779424e-30,1.4998504024192255e-25,1.0684856707592077e-41,2.6168814629414045e-17,4.183977243635298e-20,5.7573806296534334e-67,8.547785637542859e-16,2.0973469254805598e-45,3.668002857717696e-28,9.097290667112424e-50,4.522884091589986e-09,2.2185534606248675e-46,5.7439924833211255e-08,4.385068588840209e-07,4.3501753234630294e-07,3.5717415767607126e-07,1.3584494901223318e-07,1.4479145044233229e-07,2.8463528390686782e-09,9.803188542983358e-09,1.7721562299155325e-12,2.2516521341644246e-09,1.1034975046409767e-08,7.735064359458827e-08,2.5149927826646528e-14,1.481904539347773e-07,1.848284263096237e-16,3.2601200207710907e-14,8.034304423719324e-12,3.1078058249569596e-08,7.215082829254933e-08,4.811258693522439e-13,8.753480369733585e-15,8.177481004433089e-17,3.32465965264478e-17,-4.732431992739691e-54,1.9872180009255506e-14,6.180557550831697e-18,1.220772886163466e-22,3.334622722379476e-33,2.5479937630552355e-42,7.669017717364622e-08,6.1306769713295566e-18,2.0853286984022953e-19
8.123431549621246e-11,0.06868207798099925,0.0,0.001703367397773227,0.031075079669910653,0.31940892270504617,0.35048442877166236,0.20701193522286715,0.09201814375433899,2.0743542538205537e-62,3.605004628879196e-25,4.550010376478279e-09,2.2906407048583646e-24,3.6606394701992183e-41,7.716104786008022e-39,5.487292679185204e-11,3.528570160233306e-30,1.5143158102267257e-25,1.0839805054448302e-41,2.6421105212156903e-17,4.204105113544137e-20,5.897204998708974e-67,8.589004558324611e-16,2.1277619540839198e-45,3.739063177119978e-28,9.362983484573003e-50,4.544614240663494e-09,2.261547054410707e-46,5.744000199017646e-08,4.4047435276388844e-07,4.3700840553894944e-07,3.588173277657263e-07,1.360547419766736e-07,1.4545800808925954e-07,2.848968258358433e-09,9.894229865902943e-09,1.789117694041127e-12,2.281821182357143e-09,1.1122321872950327e-08,7.777176067845613e-08,2.5270880624074433e-14,1.489025726202151e-07,1.8772877829574203e-16,3.326942560095258e-14,8.111316553203283e-12,3.095350663757445e-08,7.250409738948186e-08,4.857659477901954e-13,8.837910505207436e-15,8.330855597510159e-17,3.356290066262929e-17,5.1856731988684105e-53,2.0063755547735423e-14,6.240160450135573e-18,1.2434328755172552e-22,3.4295182974839455e-33,2.6097522994140574e-42,7.706634480542621e-08,6.234028078795908e-18,2.1380218356554096e-19
8.162324025136582e-11,0.06868207798099925,0.0,0.0017033589731393856,0.031075079789676323,0.31940891913928166,0.3504844271074032,0.20701193430292836,0.09201814379577072,2.1445159454300305e-62,3.661367765389031e-25,4.571792027285526e-09,2.32369509717746e-24,3.748326204210277e-41,7.940363542593768e-39,5.563162794335804e-11,3.596604545281234e-30,1.5288506396608537e-25,1.0996244210638587e-41,2.667460524735519e-17,4.224232982669204e-20,6.039732896821523e-67,8.6302243964554845e-16,2.158469615356828e-45,3.8111507013091947e-28,9.635110825671275e-50,4.566344120026003e-09,2.3051624623781056e-46,5.744007963294463e-08,4.4244056878165315e-07,4.3900055122718365e-07,3.604598002710857e-07,1.3626256846457044e-07,1.4612425154240809e-07,2.8515839132508728e-09,9.9856578331509e-09,1.8061598929060348e-12,2.312237101962079e-09,1.1209878118279426e-08,7.819323985363903e-08,2.539183307181294e-14,1.4961468423335795e-07,1.9066088821821904e-16,3.3948117914907904e-14,8.188691081024768e-12,3.082884969209551e-08,7.285656420250875e-08,4.904282921672976e-13,8.922745928448785e-15,8.486342788154987e-17,3.3880656912201664e-17,-4.371970369393929e-53,2.0256249290483586e-14,6.3000493075564655e-18,1.2663989766305285e-22,3.526634178510469e-33,2.672702472633781e-42,7.744257972533489e-08,6.338391197618229e-18,2.19178766134368e-19
8.201216500651919e-11,0.06868207798099925,0.0,0.0017033505510721852,0.031075079910382008,0.3194089155741487,0.35048442544384123,0.20701193338494472,0.09201814383734608,2.2166981134629706e-62,3.7183418906242035e-25,4.5935736553182025e-09,2.3570659109660265e-24,3.837677056668754e-41,8.170027064216775e-39,5.639724851443121e-11,3.665617791998584e-30,1.5434548907173863e-25,1.1154181313608163e-41,2.692931472299908e-17,4.24436085101069e-20,6.185003340676381e-67,8.671445152571186e-16,2.1894713103110357e-45,3.884275274441684e-28,9.913796732421834e-50,4.588073729680922e-09,2.3494056498782005e-46,5.74401577584295e-08,4.44405508073715e-07,4.409939920690884e-07,3.621015754872662e-07,1.3646844684218213e-07,1.4679018045151062e-07,2.8541997978792858e-09,1.0077471969514022e-08,1.82328282587628e-12,2.3429005905074544e-09,1.129764308940098e-08,7.861508091729203e-08,2.551278516986357e-14,1.5032678877623644e-07,1.9362495951581465e-16,3.4637391623089537e-14,8.266427932226967e-12,3.070411126883151e-08,7.320822210715527e-08,4.951129024584656e-13,9.007986640340822e-15,8.643961650156811e-17,3.419986458724537e-17,-1.8890512890889034e-53,2.0449661226037867e-14,6.360224122265007e-18,1.2896737594035208e-22,3.626011105221272e-33,2.7368614410371637e-42,7.78188819010484e-08,6.443767639964724e-18,2.2466428124236986e-19
8.240108976167256e-11,0.06868207798099925,0.0,0.0017033421315139656,0.03107508003201082,0.31940891200964683,0.3504844237809762,0.2070119324688981,0.09201814387906528,2.2909488626461013e-62,3.7759308261038204e-25,4.615355260576375e-09,2.390754652561236e-24,3.928715359503616e-41,8.405199038059792e-39,5.7169824481432555e-11,3.735619238682665e-30,1.5581285633921019e-25,1.1313623500801447e-41,2.7185233627082167e-17,4.264488718568786e-20,6.333055720550356e-67,8.712666827318523e-16,2.220768439958085e-45,3.958446787476815e-28,1.0199167031018653e-49,4.609803069631667e-09,2.39428261071308e-46,5.74402363635902e-08,4.4636917177600326e-07,4.4298875023294533e-07,3.637426537091994e-07,1.3667239530420278e-07,1.47455794466709e-07,2.85681590648761e-09,1.0169671799869243e-08,1.840486492317853e-12,2.373812343689728e-09,1.1385616104647053e-08,7.90372836648753e-08,2.5633736918227846e-14,1.5103888625083138e-07,1.9662119610407627e-16,3.5337361932892416e-14,8.34452703177263e-12,3.057931471843256e-08,7.355906467311426e-08,4.998197786386145e-13,9.093632641766758e-15,8.803731353897876e-17,3.4520522999083855e-17,7.372125170102699e-53,2.0643991342936322e-14,6.4206848934318355e-18,1.3132598015510767e-22,3.7276903585716185e-33,2.8022465267814987e-42,7.819525130018106e-08,6.5501587013862654e-18,2.302604104681697e-19
8.279001451682592e-11,0.06868207798099925,0.0,0.001703333714408026,0.031075080154546183,0.3194089084457758,0.350484422118808,0.20701193155477043,0.0920181439209286,2.367317204431557e-62,3.834138401519389e-25,4.6371368430601145e-09,2.424762828284585e-24,4.0214646557487687e-41,8.645984635499066e-39,5.7949391959521615e-11,3.806618267849646e-30,1.5728716576807799e-25,1.1474577909662027e-41,2.7442361947601364e-17,4.284616585343677e-20,6.483929802091826e-67,8.753889421355164e-16,2.252362405309303e-45,4.0336751781749737e-28,1.0491349348846685e-49,4.631532139881652e-09,2.439799367135411e-46,5.744031544543123e-08,4.483315610239764e-07,4.4498484740020746e-07,3.6538303523163334e-07,1.368744318753651e-07,1.481210932385564e-07,2.8594322334296676e-09,1.026225684918387e-08,1.857770891596713e-12,2.4049730553973427e-09,1.1473796493439833e-08,7.94598478901718e-08,2.5754688316907305e-14,1.5175097665907497e-07,1.9964980237465975e-16,3.604814478733438e-14,8.422988304544154e-12,3.0454482889841606e-08,7.390908566265053e-08,5.045489206826599e-13,9.179683933609791e-15,8.965671166719286e-17,3.484263145828441e-17,-4.776948601441445e-53,2.0839239629717123e-14,6.481431620227592e-18,1.3371596885716885e-22,3.831713765113951e-33,2.868875216635349e-42,7.857168789028586e-08,6.657565662537822e-18,2.359688533832368e-19
8.317893927197929e-11,0.06868207798099925,0.0,0.0017033252996986178,0.031075080277971782,0.31940890488253526,0.3504844204573362,0.20701193064254383,0.0920181439629363,2.44585306960261e-62,3.892968454733209e-25,4.658918402769486e-09,2.45909194444186e-24,4.1159487003759515e-41,8.89249052618675e-39,5.87359872023702e-11,3.87862430623296e-30,1.5876841735792e-25,1.1637051677632684e-41,2.7700699672556823e-17,4.304744451335551e-20,6.637665728100802e-67,8.795112935349396e-16,2.2842546073758045e-45,4.109970431095547e-28,1.0790473131573807e-49,4.653260940434287e-09,2.4859619698480664e-46,5.744039500100233e-08,4.502926769526223e-07,4.4698230476861113e-07,3.670227203491333e-07,1.3707457441202845e-07,1.487860764180197e-07,2.8620487731683753e-09,1.0355226642515783e-08,1.87513602307879e-12,2.4363834177339885e-09,1.15621835960556e-08,7.988277338530437e-08,2.5875639365903468e-14,1.5246306000285123e-07,2.027109831946187e-16,3.676985686679466e-14,8.501811675343683e-12,3.032963813377037e-08,7.425827902896041e-08,5.093003285655172e-13,9.266140516753132e-15,9.129800453285939e-17,3.516618927465906e-17,-4.1531716668378514e-53,2.1035406074918614e-14,6.542464301822927e-18,1.3613760137166499e-22,3.9381237014138646e-33,2.936765162755244e-42,7.8948191638855e-08,6.7659897908840685e-18,2.4179132766197775e-19
8.356786402713266e-11,0.06868207798099925,0.0,0.0017033168873309369,0.031075080402271638,0.3194089013199249,0.3504844187965604,0.20701192973220064,0.0920181440050886,2.526607320991959e-62,3.9524248317767046e-25,4.680699939704558e-09,2.4937435073231107e-24,4.2121914611259056e-41,9.144824892199547e-39,5.952964660185129e-11,3.951646824781718e-30,1.6025661110831445e-25,1.1801051942155366e-41,2.7960246789951865e-17,4.324872316544591e-20,6.794304020308998e-67,8.836337369979889e-16,2.3164464471684917e-45,4.187342577594911e-28,1.1096669660323258e-49,4.674989471292988e-09,2.532776498003749e-46,5.7440475027398306e-08,4.5225252069645704e-07,4.4898114305541724e-07,3.6866170935608283e-07,1.3727284060375208e-07,1.4945074365648166e-07,2.864665520274923e-09,1.0448580705013651e-08,1.8925818861299767e-12,2.4680441210413474e-09,1.1650776763390673e-08,8.030605994075302e-08,2.5996590065217852e-14,1.5317513628399735e-07,2.0580494390566507e-16,3.750261559074977e-14,8.580997068893212e-12,3.020480230630494e-08,7.460663891448763e-08,5.140740022621026e-13,9.353002392079988e-15,9.296138675950495e-17,3.549119575726554e-17,1.0110320697463277e-52,2.123249066707928e-14,6.603782937388496e-18,1.3859113779593338e-22,4.046963098477874e-33,3.0059341834623483e-42,7.932476251332007e-08,6.875432342388293e-18,2.477295691920321e-19
8.395678878228603e-11,0.06868207798099925,0.0,0.0017033084772511181,0.03107508052743004,0.31940889775794445,0.3504844171364805,0.2070119288237233,0.09201814404738583,2.6096317663129993e-62,4.0125113868486986e-25,4.702481453865396e-09,2.5287190232026166e-24,4.3102171193378123e-41,9.403097442253559e-39,6.033040668770381e-11,4.025695338659115e-30,1.617517470188395e-25,1.1966585840671217e-41,2.822100328779287e-17,4.345000180970979e-20,6.953885581159875e-67,8.877562725935453e-16,2.3489393256980538e-45,4.265801695824407e-28,1.1410072068926427e-49,4.696717732461167e-09,2.5802490592046217e-46,5.744055552175903e-08,4.5421109338952497e-07,4.509813825007824e-07,3.7030000254668495e-07,1.3746924797485342e-07,1.5011509460574398e-07,2.867282469427937e-09,1.0542318561917152e-08,1.9101084801161353e-12,2.499955853921354e-09,1.1739575356729452e-08,8.07297073453723e-08,2.6117540414851986e-14,1.5388720550430368e-07,2.0893189032339777e-16,3.824653911950691e-14,8.660544409834652e-12,3.007999677263587e-08,7.495415964919848e-08,5.188699417473318e-13,9.440269560473567e-15,9.464705395116298e-17,3.581765021440813e-17,-4.685440392334489e-53,2.143049339473776e-14,6.665387526094955e-18,1.4107683899645875e-22,4.15827544619289e-33,3.076400264019107e-42,7.970140048105275e-08,6.985894563183803e-18,2.5378533218477506e-19
8.434571353743939e-11,0.06868207798099925,0.0,0.0017033000694062293,0.031075080653431574,0.3194088941965935,0.35048441547709613,0.20701192791709444,0.09201814408982821,2.694979171104502e-62,4.0732319823136455e-25,4.7242629452520686e-09,2.5640199983388586e-24,4.410050070777011e-41,9.6674194259854e-39,6.113830412717446e-11,4.1007794072408416e-30,1.6325382508907353e-25,1.2133660510620547e-41,2.848296915408924e-17,4.365128044614895e-20,7.116451695588724e-67,8.918789003914817e-16,2.3817346439749686e-45,4.345357910728336e-28,1.173081536125609e-49,4.718445723942236e-09,2.6283857895019306e-46,5.744063648126919e-08,4.561683961653981e-07,4.529830428712513e-07,3.7193760021496315e-07,1.376638138859523e-07,1.5077912891802978e-07,2.869899615412605e-09,1.0636439738557181e-08,1.927715804403097e-12,2.53211930325796e-09,1.182857874751456e-08,8.115371538640828e-08,2.6238490414807393e-14,1.5459926766551525e-07,2.1209202873650295e-16,3.9001746355934626e-14,8.740453622729967e-12,2.995524241090793e-08,7.530083574881723e-08,5.236881469961213e-13,9.527942022817082e-15,9.635520269599168e-17,3.6145551953638646e-17,-7.580310251241778e-53,2.1629414246432835e-14,6.727278067112969e-18,1.435949666058246e-22,4.2721047977773685e-33,3.148181557405865e-42,8.007810550936518e-08,7.097377691227e-18,2.5996038928602457e-19
