Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549),NO(1009),S(567),H2NOX(203),H2N2X(602),CX(33)
4.945310986046598e-12,0.06868207798099925,0.0,0.0017051976230482606,0.0310751045750119,0.3194096348085038,0.35048476909587967,0.207012193281657,0.09201815148119392,6.626448939357601e-71,1.7704084433729603e-29,2.770199306640136e-10,5.169345647972629e-28,3.178173578308375e-47,3.934501512251505e-46,1.2066255036249285e-14,4.853921318597641e-35,5.612113885873689e-28,2.445605617549071e-45,9.79957720849291e-20,2.5593485282320492e-21,4.930841989012093e-73,5.216281740626041e-17,4.800525802131037e-49,5.1452832690475185e-33,4.773854706476055e-57,2.7699993065956267e-10,3.108204239083835e-51,4.414004744880271e-08,2.861130420971153e-08,2.7255879301096917e-08,2.276663644256963e-08,1.782336852843343e-08,9.177270862587778e-09,2.058165408406475e-09,3.9223839499069284e-11,8.127244517085178e-15,6.216387568100703e-13,5.6301010334242066e-11,2.4979478072950545e-09,1.5388547251593285e-15,9.07518953643701e-09,2.7223407210499393e-20,3.0110449712165956e-19,3.037901668199741e-14,6.426320501283481e-09,3.841556213182414e-09,1.8003927587000897e-15,3.2748837226985633e-17,1.0732733978299915e-21,1.272791929428247e-19,2.418261780665619e-62,7.441748242921499e-17,2.3130569209754543e-20,2.599072512754818e-27,2.7284785225313088e-40,2.461852849867048e-48,4.603387201224977e-09,1.4615844757891152e-23,1.2122965856170366e-25
5.011999044200467e-12,0.06868207798099925,0.0,0.0017051955525924157,0.031075104499640623,0.3194096341745802,0.3504847687859773,0.20701219293318557,0.09201815122350965,7.277663112747365e-71,1.8728153134793777e-29,2.807555494727827e-10,5.381305042251915e-28,3.398220337800615e-47,4.263758714446944e-46,1.257717062563727e-14,5.12107951408268e-35,5.764494352139648e-28,2.5458835625030173e-45,1.0065646590971549e-19,2.593861612434735e-21,5.272395029802351e-73,5.286635101669019e-17,4.997363280098335e-49,5.428470489205287e-33,5.173353229065968e-57,2.807350063267399e-10,3.2792815251920193e-51,4.439992659362305e-08,2.8995441588726654e-08,2.7641659206656105e-08,2.3072803116286974e-08,1.8049472257734553e-08,9.300778430801594e-09,2.0668648042100477e-09,4.0286547163254816e-11,8.326179703946765e-15,6.470607722695793e-13,5.7820463719709316e-11,2.55011328719263e-09,1.5596059623157277e-15,9.197557233410345e-09,2.838039284846866e-20,3.1818181373178853e-19,3.120360067384286e-14,6.511917454475065e-09,3.892844823169605e-09,1.8492770230975457e-15,3.363804001781331e-17,1.1337138815680605e-21,1.3073274539762895e-19,2.620640956982451e-62,7.64380159015913e-17,2.3758608018410355e-20,2.732440818395296e-27,2.9450025739448963e-40,2.6284536979404186e-48,4.665542926973299e-09,1.562485952016908e-23,1.2985390250063816e-25
5.078687102354337e-12,0.06868207798099925,0.0,0.001705193487454045,0.031075104424313743,0.31940963354067753,0.3504847684760973,0.20701219258507822,0.09201815097091992,7.982975128640299e-71,1.979482944253296e-29,2.844911676115499e-10,5.598980634076606e-28,3.630287172385448e-47,4.615663841578343e-46,1.3102552355635204e-14,5.39911686735636e-35,5.918915922459163e-28,2.648865862978789e-45,1.0335279560070352e-19,2.628374696375244e-21,5.632618332547717e-73,5.356988770090798e-17,5.199509188307827e-49,5.723189263205129e-33,5.600331255695517e-57,2.8447007404584993e-10,3.4573255654886655e-51,4.465473099598401e-08,2.9379534235396232e-08,2.8027653695185225e-08,2.3378947409122072e-08,1.8275212219043238e-08,9.42427932087721e-09,2.0753330921581932e-09,4.136339725896684e-11,8.527492226814308e-15,6.731646617912039e-13,5.93598811321771e-11,2.6025043309148813e-09,1.580357189181897e-15,9.319924633375028e-09,2.957016925975885e-20,3.359799330481294e-19,3.203921925661613e-14,6.597472088652222e-09,3.944124947363443e-09,1.8988160773529953e-15,3.4539153665155484e-17,1.1966952496176899e-21,1.342324630928163e-19,2.8369413872424122e-62,7.848561180705988e-17,2.439505911914016e-20,2.8708436789060387e-27,3.1756122739973542e-40,2.8039415364288074e-48,4.727700754223731e-09,1.668872482081388e-23,1.3896375052878335e-25
5.1453751605082065e-12,0.06868207798099925,0.0,0.0017051914275395944,0.031075104349031612,0.3194096329067958,0.35048476816623964,0.20701219223733436,0.09201815072332532,8.746078776551465e-71,2.090516851966718e-29,2.882267850803156e-10,5.822448479279728e-28,3.874859710275231e-47,4.991446363872519e-46,1.364261027378658e-14,5.688324776788849e-35,6.075378596808642e-28,2.7545885022357488e-45,1.0608476107150882e-19,2.6628877800536353e-21,6.012267073935117e-73,5.427342746070575e-17,5.407034158957254e-49,6.0297484526514784e-33,6.056280547740627e-57,2.882051338168687e-10,3.642522974101591e-51,4.490455967729761e-08,2.9763582157776718e-08,2.8413856671113114e-08,2.368506932363506e-08,1.8500588997899387e-08,9.547773530332873e-09,2.0835765850331066e-09,4.2454387350227016e-11,8.731182082512446e-15,6.999593431582969e-13,6.091925135969505e-11,2.655115012113967e-09,1.601108405757845e-15,9.442291737087691e-09,3.079321893997584e-20,3.5451914775601195e-19,3.288587215345736e-14,6.6829838530166665e-09,3.995396789206728e-09,1.949009921339768e-15,3.545217817346236e-17,1.2622889094445625e-21,1.3777834351309497e-19,3.067918853928183e-62,8.056027008769706e-17,2.5039922507757438e-20,3.0144049776308893e-27,3.4210283717287557e-40,2.988666715129389e-48,4.789860683237704e-09,1.7809636261136326e-23,1.4857955100402175e-25
5.212063218662076e-12,0.06868207798099925,0.0,0.0017051893727572979,0.03107510427379458,0.319409632272935,0.3504847678564045,0.20701219188995335,0.09201815048062838,9.570866868946837e-71,2.2060231657658218e-29,2.919624018790803e-10,6.05178463363927e-28,4.1324364718234516e-47,5.392385142518598e-46,1.4197554526389313e-14,5.988998491297352e-35,6.233882375164495e-28,2.863087463532441e-45,1.0885236223596552e-19,2.6974008634699706e-21,6.412116525161115e-73,5.4976970297824443e-17,5.620008824242285e-49,6.348461000185283e-33,6.542752794645476e-57,2.9194018563977367e-10,3.8350628314556026e-51,4.5149509726320194e-08,3.014758536390265e-08,2.8800262190851396e-08,2.3991168862369174e-08,1.8725603178887834e-08,9.671261056674205e-09,2.091601430378532e-09,4.355951500113117e-11,8.937249267865839e-15,7.274537297420678e-13,6.249856315401487e-11,2.7079395628652694e-09,1.6218596120435792e-15,9.564658545291668e-09,3.2050025338363875e-20,3.738200472811457e-19,3.3743559087408615e-14,6.768452197249034e-09,4.046660551893293e-09,1.9998585549311955e-15,3.6377113547184146e-17,1.3305672961376488e-21,1.4137038414224728e-19,3.3143594948392996e-62,8.266199068557904e-17,2.5693198180075647e-20,3.163250066382397e-27,3.6819987795897334e-40,3.182988657669703e-48,4.8520227142698615e-09,1.898984644835798e-23,1.5872222090314598e-25
5.278751276815946e-12,0.06868207798099925,0.0,0.0017051873230171418,0.031075104198602998,0.319409631639095,0.35048476754659164,0.20701219154293468,0.09201815024273353,1.0461439173741682e-70,2.3261086067555096e-29,2.956980180078441e-10,6.287065152878128e-28,4.403529037623982e-47,5.8198097350049185e-46,1.4767595351954616e-14,6.301437110319202e-35,6.39442725750314e-28,2.9743987301265976e-45,1.116555990081222e-19,2.7319139466243102e-21,6.832962315791643e-73,5.568051621395527e-17,5.8385038163565276e-49,6.679643929450638e-33,7.061361197751532e-57,2.9567522951454316e-10,4.035136684264894e-51,4.538967633701966e-08,3.0531543861787045e-08,2.918686445883187e-08,2.4297246027851063e-08,1.8950255345640095e-08,9.794741897394493e-09,2.0994136144342643e-09,4.4678777775845945e-11,9.145693779699174e-15,7.556567304883613e-13,6.409780523063491e-11,2.760972369710463e-09,1.6426108080391073e-15,9.687025058717234e-09,3.334107285625837e-20,3.9390351837613524e-19,3.461227978141332e-14,6.853876571525128e-09,4.097916438362366e-09,2.051361978000606e-15,3.7313959790771055e-17,1.4016038728200363e-21,1.4500858246312501e-19,3.5770806053135127e-62,8.479077354278187e-17,2.6354886131908264e-20,3.3175057644534796e-27,3.9592992413385356e-40,3.3872759772981264e-48,4.914186847568199e-09,2.0231665675857352e-23,1.6941325406777858e-25
5.345439334969815e-12,0.06868207798099925,0.0,0.0017051852782308365,0.031075104123457223,0.31940963100527603,0.35048476723680116,0.2070121911962777,0.09201815000954705,1.1422110554567196e-70,2.4508804676575392e-29,2.994336334666075e-10,6.528366092664034e-28,4.688662216579151e-47,6.275101717477139e-46,1.5352943074886625e-14,6.625943583784951e-35,6.557013243800996e-28,3.0885582852751375e-45,1.1449447130223837e-19,2.7664270295167147e-21,7.275620697621685e-73,5.638406521074089e-17,6.062589767491518e-49,7.023618345061465e-33,7.613782074779707e-57,2.994102654411566e-10,4.242938545525458e-51,4.562515284568966e-08,3.0915457659421766e-08,2.9573657823638646e-08,2.46033008225911e-08,1.9174546080836204e-08,9.918216049974976e-09,2.1070189659989656e-09,4.58121732386054e-11,9.356515614837172e-15,7.845772499044501e-13,6.571696626884604e-11,2.8142079697840142e-09,1.663361993744437e-15,9.809391278081882e-09,3.4666846845522475e-20,4.147907457060428e-19,3.5492033958315784e-14,6.939256426531785e-09,4.149164651293066e-09,2.1035201904213325e-15,3.8262716908673325e-17,1.4754731310281764e-21,1.4869293595764467e-19,3.856931478947399e-62,8.694661860138151e-17,2.7024986359068773e-20,3.477300357629746e-27,4.253734007835272e-40,3.601906592673908e-48,4.976353083374176e-09,2.1537462601019253e-23,1.8067472946616094e-25
5.412127393123685e-12,0.06868207798099925,0.0,0.0017051832383117793,0.031075104048357595,0.3194096303714778,0.35048476692703306,0.2070121908499819,0.09201814978097711,1.2457419321477491e-70,2.5804465930357015e-29,3.0316924825537085e-10,6.775763508609504e-28,4.988374213936637e-47,6.759696024117442e-46,1.5953808099375336e-14,6.962824712091528e-35,6.721640334034491e-28,3.205602112234159e-45,1.1736897903278048e-19,2.800940112147243e-21,7.740928808534997e-73,5.708761728977668e-17,6.2923373098367266e-49,7.380709432568207e-33,8.201756484965415e-57,3.031452934195947e-10,4.45866489450752e-51,4.5856030767326565e-08,3.129932676477792e-08,2.99606367742335e-08,2.49093332490837e-08,1.9398475966206478e-08,1.0041683511885128e-08,2.114423160221312e-09,4.695969895370785e-11,9.569714770104562e-15,8.142241880458433e-13,6.735603491177898e-11,2.867641047022258e-09,1.6841131691595775e-15,9.931757204090545e-09,3.602783360696814e-20,4.365032124329869e-19,3.6382821340860804e-14,7.024591213482441e-09,4.200405393098998e-09,2.1563331920667042e-15,3.9223384905341153e-17,1.5522505910605969e-21,1.524234421067835e-19,4.1547942043330045e-62,8.912952580345367e-17,2.7703498857370656e-20,3.642763597202481e-27,4.566136520726911e-40,3.827267843656751e-48,5.0385214219228514e-09,2.2909664920664682e-23,1.925293194707818e-25
5.478815451277554e-12,0.06868207798099925,0.0,0.0017051812031750237,0.031075103973304468,0.3194096297377006,0.35048476661728734,0.20701219050404668,0.09201814955693362,1.357213579476852e-70,2.714915360080953e-29,3.069048623741346e-10,7.029333456271758e-28,5.303216799295133e-47,7.27508230354462e-46,1.657040090349566e-14,7.312391146075379e-35,6.888308528180047e-28,3.325566194258953e-45,1.2027912211441867e-19,2.835453194515957e-21,8.229744936363745e-73,5.779117245261198e-17,6.5278170755795585e-49,7.751246458424548e-33,8.827091874846353e-57,3.0688031344983855e-10,4.6825146767479784e-51,4.6082399831284355e-08,3.168315118580617e-08,3.034779593627249e-08,2.52153433098076e-08,1.962204558253329e-08,1.0165144280582918e-08,2.121631722319504e-09,4.8121352485512584e-11,9.785291242326105e-15,8.446064405031093e-13,6.901499976645242e-11,2.9212664284541188e-09,1.704864334284536e-15,1.0054122837435837e-08,3.742452038876203e-20,4.590627007997678e-19,3.7284641651693125e-14,7.109880384132381e-09,4.251638865922989e-09,2.209800982810054e-15,4.019596378522479e-17,1.6320128022971296e-21,1.5620009839057439e-19,4.471584491510299e-62,9.1339495091074e-17,2.83904236226274e-20,3.81402669898227e-27,4.897370104016593e-40,4.063756607095967e-48,5.100691863443e-09,2.43507600440394e-23,2.050002981518183e-25
5.545503509431424e-12,0.06868207798099925,0.0,0.00170517917273725,0.031075103898298186,0.3194096291039442,0.350484766307564,0.2070121901584714,0.09201814933732824,1.4771271084579802e-70,2.8543956599489014e-29,3.1064047582289894e-10,7.289151991152674e-28,5.633755474578792e-47,7.822806292234882e-46,1.7202932033505464e-14,7.67495738698567e-35,7.0570178262141e-28,3.448486514603996e-45,1.2322490046202286e-19,2.8699662766229156e-21,8.742948782748202e-73,5.849473070075096e-17,6.76909969690536e-49,8.135562769954187e-33,9.491663744702818e-57,3.10615325531871e-10,4.9146893040428707e-51,4.630434801622235e-08,3.206693093043716e-08,3.073513006851234e-08,2.5521331007226184e-08,1.9845255509652857e-08,1.0288598353515105e-08,2.1286500312293294e-09,4.929713139843693e-11,1.0003245028326586e-14,8.75732898388715e-13,7.069384940382279e-11,2.9750790805725356e-09,1.7256154891193209e-15,1.0176488178798299e-08,3.885739538481675e-20,4.824912927125114e-19,3.819749461335701e-14,7.195123390793654e-09,4.3028652716319e-09,2.2639235625247115e-15,4.1180453552774435e-17,1.714837343489635e-21,1.6002290228810235e-19,4.808252556581966e-62,9.3576526406318e-17,2.9085760650652505e-20,3.991222342313309e-27,5.248328663510822e-40,4.31177941261919e-48,5.162864408157231e-09,2.5863295763338712e-23,2.181115495863592e-25
5.612191567585293e-12,0.06868207798099925,0.0,0.0017051771469167312,0.03107510382333911,0.3194096284702087,0.3504847659978629,0.20701218981325553,0.0920181491220744,1.6060086088949353e-70,2.9989968796416047e-29,3.143760886016643e-10,7.555295168698704e-28,5.980569641980427e-47,8.404471204963199e-46,1.7851612098335792e-14,8.050841786457495e-35,7.227768228113087e-28,3.574399056522947e-45,1.2620631399065945e-19,2.9044793584681795e-21,9.281441726996374e-73,5.919829203565412e-17,7.0162558059974e-49,8.5339957953176e-33,1.019741733565029e-56,3.143503296656753e-10,5.155392654439858e-51,4.6521961584360264e-08,3.24506660065818e-08,3.112263405930449e-08,2.5827296343787772e-08,2.0068106326456965e-08,1.0412045728117471e-08,2.135483323181024e-09,5.048703325695311e-11,1.0223576124930803e-14,9.076124483238836e-13,7.239257235883483e-11,3.029074105785576e-09,1.746366633663939e-15,1.0298853228846631e-08,4.032694773316811e-20,5.068113703223214e-19,3.912137994829587e-14,7.280319686349732e-09,4.3540848118115736e-09,2.3187009310840083e-15,4.217685421244032e-17,1.800802823025196e-21,1.6389185127749997e-19,5.165783946356419e-62,9.584061969126106e-17,2.978950993725945e-20,4.174484669088355e-27,5.619937394138111e-40,4.5717525584206337e-48,5.22503905628211e-09,2.744988092174683e-23,2.318875761833815e-25
5.678879625739163e-12,0.06868207798099925,0.0,0.0017051751256333062,0.031075103748427573,0.31940962783649407,0.3504847656881842,0.2070121894683985,0.09201814891108716,1.7444100712991707e-70,3.1488288844252407e-29,3.1811170071043107e-10,7.827839044300824e-28,6.344252771873442e-47,9.021739142264997e-46,1.851665176426662e-14,8.44036654648512e-35,7.400559733853447e-28,3.703339803268653e-45,1.2922336261558806e-19,2.9389924400518074e-21,9.84614708994364e-73,5.990185645873901e-17,7.269356035036891e-49,8.946887043478862e-33,1.094636933738416e-56,3.18085325851236e-10,5.404831072230713e-51,4.673532511505516e-08,3.283435642213166e-08,3.151030292317561e-08,2.6133239321925876e-08,2.0290598610894767e-08,1.05354864018151e-08,2.1421366952052786e-09,5.1691055625585394e-11,1.0446284528963584e-14,9.40253972425466e-13,7.411115713047357e-11,3.0832467389462083e-09,1.7671177679183998e-15,1.0421217988237905e-08,4.183366751433838e-20,5.320456166059326e-19,4.0056297378851774e-14,7.365468724269853e-09,4.405297687761865e-09,2.3741330883612768e-15,4.3185165768672686e-17,1.889988879162698e-21,1.678069428359434e-19,5.5452003843701545e-62,9.813177488797844e-17,3.0501671478261763e-20,4.3639492827643266e-27,6.0131534951326375e-40,4.8441022270489295e-48,5.287215808028265e-09,2.911318607896866e-23,2.4635350702445236e-25
5.7455676838930325e-12,0.06868207798099925,0.0,0.0017051731088083466,0.03107510367356394,0.3194096272028003,0.3504847653785279,0.2070121891238997,0.09201814870428325,1.892910331186838e-70,3.304002000774874e-29,3.218473121491996e-10,8.106859673294447e-28,6.725412570692482e-47,9.676332514918079e-46,1.9198261749781812e-14,8.843857719395242e-35,7.575392343411623e-28,3.835344738093151e-45,1.3227604625225778e-19,2.973505521373861e-21,1.0438010397812365e-72,6.060542397138158e-17,7.528471016202986e-49,9.374582104172484e-33,1.1740609616576345e-56,3.218203140885381e-10,5.663213367943841e-51,4.69445215377138e-08,3.321800218495924e-08,3.189813179749221e-08,2.6439159944059516e-08,2.0512732939974498e-08,1.0658920372022623e-08,2.148615108568795e-09,5.290919606890727e-11,1.067137023724978e-14,9.736663482928326e-13,7.584959218181724e-11,3.1375923439596567e-09,1.7878688918827102e-15,1.0543582457617793e-08,4.3378045749686537e-20,5.582170159453561e-19,4.1002246627265003e-14,7.450569958623103e-09,4.456504100491785e-09,2.43022003422985e-15,4.4205388225921755e-17,1.982476180243705e-21,1.717681744396486e-19,5.947560702828324e-62,1.0044999193854541e-16,3.1222245269472944e-20,4.559753247378579e-27,6.428966893076526e-40,5.129264601194503e-48,5.349394663600508e-09,3.085594417423241e-23,2.6153510622012274e-25
5.812255742046902e-12,0.06868207798099925,0.0,0.001705171096364731,0.031075103598748547,0.3194096265691274,0.350484765068894,0.20701218877975858,0.09201814850158105,2.0521160360219572e-70,3.464626999837204e-29,3.255829229179702e-10,8.392433110959378e-28,7.1246711487827775e-47,1.037003548544452e-45,1.9896652820596747e-14,9.261645207820281e-35,7.752266056764065e-28,3.970449844247663e-45,1.3536436481630415e-19,3.0080186024343984e-21,1.1057999646071499e-72,6.130899457491699e-17,7.793671381672763e-49,9.817430647870265e-33,1.258230296592359e-56,3.25555294377568e-10,5.930750818336801e-51,4.714963216405431e-08,3.3601603302918386e-08,3.2286115939208286e-08,2.674505821259348e-08,2.073450988976523e-08,1.0782347636144473e-08,2.15492339213988e-09,5.4141452151538556e-11,1.089883324661425e-14,1.0078584489947797e-12,7.760786594009144e-11,3.19210641046724e-09,1.8086200055568784e-15,1.0665946637620798e-08,4.4960574399745635e-20,5.853488547065086e-19,4.195922741567373e-14,7.535622844092227e-09,4.507704250714731e-09,2.4869617685630565e-15,4.523752158863776e-17,2.078346424878489e-21,1.757755435638672e-19,6.3739616974818095e-62,1.0279527078503695e-16,3.195123130670651e-20,4.7620350865658244e-27,6.868400972794324e-40,5.4276859794765166e-48,5.41157562319794e-09,3.268095118674129e-23,2.774587812819869e-25
5.878943800200772e-12,0.06868207798099925,0.0,0.001705169088226814,0.03107510352398175,0.3194096259354754,0.3504847647592823,0.20701218843597452,0.09201814830290057,2.2226626350725355e-70,3.6308150814019893e-29,3.293185330167433e-10,8.684635412519718e-28,7.542665188218188e-47,1.1104695426632445e-45,2.0612035784852917e-14,9.6940627646717e-35,7.931180873887223e-28,4.108691104982597e-45,1.3848831822354597e-19,3.04253168323348e-21,1.170710556329618e-72,6.201256827064071e-17,8.065027763621249e-49,1.0275786425748191e-32,1.3473690873847362e-56,3.2929026671831257e-10,6.207657166388854e-51,4.735073671973036e-08,3.398515978384455e-08,3.2674250721693815e-08,2.7050934129918586e-08,2.0955930035398595e-08,1.0905768191575103e-08,2.1610662456846177e-09,5.538782143814282e-11,1.1128673553881886e-14,1.0428391430564589e-12,7.93859667967242e-11,3.24678455060557e-09,1.8293711089409134e-15,1.0788310528870451e-08,4.6581746362547846e-20,6.134647218168169e-19,4.29272394661136e-14,7.620626835987175e-09,4.558898338843808e-09,2.544358291234232e-15,4.628156586127094e-17,2.1776823421080464e-21,1.79829047682883e-19,6.82553898673174e-62,1.051676113695281e-16,3.268862958577596e-20,4.9709347825757105e-27,7.332513316093257e-40,5.73982289222938e-48,5.4737586870140576e-09,3.459106679355284e-23,2.9415159151037414e-25
5.945631858354641e-12,0.06868207798099925,0.0,0.001705167084320399,0.031075103449263893,0.31940962530184425,0.35048476444969306,0.20701218809254704,0.0920181481081633,2.4052153924464064e-70,3.802677858372547e-29,3.330541424455193e-10,8.983542633143818e-28,7.980046110587894e-47,1.1882224397077477e-45,2.1344621488473292e-14,1.0141447993113313e-34,8.112136794757556e-28,4.250104503547551e-45,1.41647906389982e-19,3.0770447637711646e-21,1.2386341875027311e-72,6.271614505980953e-17,8.342610794221399e-49,1.0750007269653332e-32,1.4417093314844966e-56,3.330252311107598e-10,6.494148621293512e-51,4.754791337533088e-08,3.4368671635555144e-08,3.306253163164266e-08,2.7356787698411984e-08,2.1176993951070526e-08,1.1029182035699257e-08,2.1670482430942245e-09,5.6648301493424694e-11,1.1360891155877595e-14,1.078617294446323e-12,8.118388310740224e-11,3.3016224958399615e-09,1.850122202034822e-15,1.0910674131979528e-08,4.8242055471937433e-20,6.425885093417936e-19,4.390628250051727e-14,7.705581390258428e-09,4.610086564987252e-09,2.6024096021167076e-15,4.733752104827153e-17,2.2805676915429126e-21,1.8392868427000808e-19,7.303467994426287e-62,1.075670136340937e-16,3.3434440102494845e-20,5.186593775291044e-27,7.822396448342882e-40,6.06614221728879e-48,5.5359438552368674e-09,3.658921502486443e-23,3.116412563976441e-25
6.012319916508511e-12,0.06868207798099925,0.0,0.0017051650845727128,0.031075103374595323,0.31940962466823397,0.3504847641401262,0.20701218774947547,0.0920181479172923,2.6004704235735042e-70,3.9803273417256064e-29,3.3678975120429846e-10,9.289230827944199e-28,8.437480244751728e-47,1.2704600633743657e-45,2.2094620810673028e-14,1.060414234653469e-34,8.295133819351522e-28,4.3947260231913096e-45,1.448431292317878e-19,3.1115578440475122e-21,1.3096745567631079e-72,6.341972494364242e-17,8.626491105644115e-49,1.1240455092070794e-32,1.5414910560491816e-56,3.3676018755489826e-10,6.790443858451126e-51,4.774123877676801e-08,3.4752138865849814e-08,3.34509542660582e-08,2.7662618920437347e-08,2.139770221004295e-08,1.1152589165892172e-08,2.172873835544245e-09,5.7922889882127286e-11,1.1595486049426296e-14,1.1152017625630884e-12,8.300160319212823e-11,3.3566160938708877e-09,1.8708732848386122e-15,1.1033037447550258e-08,4.9941996495872296e-20,6.72744413060572e-19,4.489635624071417e-14,7.790485963510037e-09,4.661269128943922e-09,2.661115701083817e-15,4.840538715408978e-17,2.387087263479551e-21,1.8807445079757937e-19,7.808964839436834e-62,1.0999347752080866e-16,3.418866285267668e-20,5.409154961246687e-27,8.339178592887723e-40,6.407121295777368e-48,5.5981311280489786e-09,3.8678384916683586e-23,3.299561640470527e-25
6.07900797466238e-12,0.06868207798099925,0.0,0.0017051630889123744,0.031075103299976398,0.31940962403464446,0.3504847638305816,0.20701218740675925,0.09201814773021214,2.8091557554012326e-70,4.1638759259506013e-29,3.405253592930812e-10,9.601776051977477e-28,8.915648994564157e-47,1.3573870061543734e-45,2.2862244659619762e-14,1.1082491128524493e-34,8.480171947645585e-28,4.5425916471618466e-45,1.4807398666531307e-19,3.146070924062582e-21,1.3839377152158547e-72,6.412330792332149e-17,8.916739330058225e-49,1.1747495886090652e-32,1.646962501109461e-56,3.4049513605071754e-10,7.096764019461448e-51,4.793078807506584e-08,3.513556148251081e-08,3.383951432931486e-08,2.7968427798345202e-08,2.161805538464553e-08,1.1275989579519831e-08,2.178547354586281e-09,5.921158416902968e-11,1.1832458231352937e-14,1.1526014022227227e-12,8.483911533527902e-11,3.411761305612305e-09,1.8916243573522923e-15,1.1155400476174522e-08,5.168206513471438e-20,7.039569330403984e-19,4.589746040842997e-14,7.875340013012473e-09,4.712446230198893e-09,2.7204765880088904e-15,4.9485164183175935e-17,2.4973268789950587e-21,1.9226634473695505e-19,8.343287199134544e-62,1.1244700297174768e-16,3.4951297832134993e-20,5.638762692649097e-27,8.884024433286507e-40,6.763248047889807e-48,5.660320505627717e-09,4.0861631160862106e-23,3.491253796071597e-25
6.14569603281625e-12,0.06868207798099925,0.0,0.0017051610972693726,0.031075103225407453,0.31940962340107587,0.3504847635210594,0.20701218706439783,0.09201814754684882,3.032032410569537e-70,4.3534363749584056e-29,3.4426096671186777e-10,9.921254360244302e-28,9.415249006566865e-47,1.4492147819938573e-45,2.3647703968238316e-14,1.1576843492843891e-34,8.667251179616212e-28,4.693737358706324e-45,1.5134047860707814e-19,3.180584003816433e-21,1.4615320928205173e-72,6.482689399999285e-17,9.213426099630511e-49,1.2271499725374974e-32,1.7583803047995246e-56,3.442300765982077e-10,7.413332712116258e-51,4.8116634955562004e-08,3.551893949330325e-08,3.422820763029421e-08,2.8274214334473145e-08,2.1838054046277338e-08,1.139938327393916e-08,2.184073015173012e-09,6.051438191894464e-11,1.2071807698482473e-14,1.1908250636454487e-12,8.669640778566489e-11,3.4670542022406412e-09,1.912375419575871e-15,1.1277763218434052e-08,5.3462758019509284e-20,7.362508742100693e-19,4.6909594725286374e-14,7.960142996715227e-09,4.76361806791911e-09,2.780492262765264e-15,5.057685213998022e-17,2.6113733900209257e-21,1.9650436355851108e-19,8.907735346144018e-62,1.1492758992898545e-16,3.5722345036683333e-20,5.875562776396512e-27,9.458135883371604e-40,7.135021088677621e-48,5.722511988145217e-09,4.3142074752472745e-23,3.6917865372174474e-25
6.212384090970119e-12,0.06868207798099925,0.0,0.001705159109575038,0.031075103150888832,0.31940962276752805,0.3504847632115594,0.20701218672239063,0.09201814736712982,3.2698955158322366e-70,4.54912180844939e-29,3.4799657346065863e-10,1.0247741807689273e-27,9.936992337649908e-47,1.5461619806555554e-45,2.4451209690154488e-14,1.2087552443400006e-34,8.85637151523988e-28,4.848199141071092e-45,1.5464260497377141e-19,3.2150970833091236e-21,1.5425685247770313e-72,6.55304831747676e-17,9.51662204652569e-49,1.2812840764124772e-32,1.8760096906525186e-56,3.4796500919735986e-10,7.740376010391956e-51,4.829885166653402e-08,3.59022729059754e-08,3.461703007959382e-08,2.857997853114605e-08,2.2057698765408592e-08,1.1522770246498272e-08,2.1894549186172838e-09,6.183128069671595e-11,1.2313534447639889e-14,1.2298815924427708e-12,8.85734687565898e-11,3.522490962313265e-09,1.9331264715093546e-15,1.1400125674900622e-08,5.528457271025557e-20,7.696513469323127e-19,4.793275891280063e-14,8.0448943732592e-09,4.814784840949141e-09,2.841162725226269e-15,5.168045102895291e-17,2.729314679396529e-21,2.0078850473163798e-19,9.503653080225082e-62,1.1743523833459658e-16,3.6501804462135225e-20,6.1197024730998154e-27,1.0062752865122286e-39,7.522949843833416e-48,5.784705575768521e-09,4.5522903634507593e-23,3.9014643099520107e-25
