Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549)
2.804852810968598e-12,0.12990822726252158,0.0,0.0032254939976622743,0.03107510632027465,0.31939576283164206,0.3504626732648827,0.2070122017676115,0.09201816568433904,2.140877946718331e-46,3.1485234028132767e-19,8.380153389175379e-06,1.4048880303978724e-15,7.604248151830207e-34,1.803290387492088e-29,4.094944770221077e-12,9.983554491833946e-24,4.525470063234032e-17,1.1466456878558085e-26,7.498249417599838e-14,3.3134496890728644e-11,6.793925567337527e-42,1.65020214912161e-07,2.4233456327723183e-27,2.167792921381538e-20,9.160574136208755e-36,8.380106590167268e-06,1.3846764998846534e-32,3.0253877014451935e-08,1.4992602944846826e-08,2.5566273616025063e-08,1.4998509903468003e-08,1.1300036456689042e-08,9.922840278117217e-09,2.6080811772209348e-09,6.383600123005141e-10,1.3833181133850392e-05,7.801211550591445e-11,1.9526137092587073e-09,1.69877093177241e-09,1.3722488474779013e-05,7.079357216030949e-09,3.578289795086029e-17,2.220955956552947e-16,5.602510155016067e-08,4.593864299327823e-09,1.6020662002350796e-09,3.2557379589160645e-10,1.520595574568618e-11,4.0325537283354955e-19,7.745839109764572e-13,2.211645956089949e-37,6.576120315714763e-10,2.3589003238093794e-10,2.531248111176545e-13
2.8407331495768135e-12,0.12990822726252158,0.0,0.003225492620393606,0.03107510627434542,0.31939558479656976,0.3504623903578223,0.2070122015691044,0.0920181655597721,2.3586317323825292e-46,3.270943024571459e-19,8.487346581061002e-06,1.4604966572123377e-15,8.17097928541231e-34,1.9216874051087378e-29,4.20137210679585e-12,1.0496745108767444e-23,4.642012823746094e-17,1.1912154603171142e-26,7.691311883820275e-14,3.3558360584292294e-11,7.23973314188952e-42,1.6713108024696295e-07,2.517540157835465e-27,2.2521511963972366e-20,9.762028253538555e-36,8.487298139626363e-06,1.4569448190292918e-32,3.0388989200623375e-08,1.5112532713362374e-08,2.599536240022982e-08,1.5158076688014933e-08,1.1407561366206105e-08,1.0064143631623323e-08,2.633946487530922e-09,6.555160523027048e-10,1.401013471195226e-05,8.10728522105329e-11,2.0019338616556195e-09,1.7386041075297315e-09,1.3898017116514764e-05,7.169913624222964e-09,3.7231140361793066e-17,2.341612491583084e-16,5.676277213290876e-08,4.643593331572591e-09,1.6112882131301331e-09,3.339536354205179e-10,1.5600753031442923e-11,4.190803714652652e-19,7.980631478924864e-13,2.390429345199251e-37,6.684218685050966e-10,2.419655866129444e-10,2.613599573029809e-13
2.876613488185029e-12,0.12990822726252158,0.0,0.0032254912462567446,0.031075106228485375,0.319395406761871,0.35046210745174744,0.20701220137136317,0.0920181654384431,2.595484014614729e-46,3.3964965860353833e-19,8.594539578272997e-06,1.5175755041265451e-15,8.772375078201642e-34,2.046224917739286e-29,4.309198914639468e-12,1.1029466554128299e-23,4.76003773136477e-17,1.2369254639269504e-26,7.88682823359091e-14,3.398222426262666e-11,7.70864208362773e-42,1.6924194275176316e-07,2.6141444573421586e-27,2.3386725685170815e-20,1.0394676451432811e-35,8.594489467920033e-06,1.532006911122496e-32,3.0521001592857156e-08,1.5231143293583434e-08,2.6426513239267196e-08,1.5316923071429196e-08,1.1514320455609357e-08,1.0205418170208131e-08,2.659710192982517e-09,6.72899728749414e-10,1.4187088195542418e-05,8.421228268325454e-11,2.051819083861952e-09,1.7788297287384199e-09,1.4073545438215082e-05,7.2604699281925224e-09,3.8717654258816955e-17,2.467119132662275e-16,5.7500992496700515e-08,4.693057546199756e-09,1.620353062992331e-09,3.424398734749179e-10,1.6000693305337928e-11,4.353178696775651e-19,8.219605973235003e-13,2.581171926920208e-37,6.792922636781191e-10,2.48118436636567e-10,2.6976498841438527e-13
2.9124938267932444e-12,0.12990822726252158,0.0,0.0032254898751813157,0.031075106182693477,0.31939522872754145,0.3504618245466551,0.20701220117438235,0.09201816532028098,2.8528498473618573e-46,3.5252237575770996e-19,8.701732380811443e-06,1.5761447419061342e-15,9.410105833947132e-34,2.1771388751620955e-29,4.4184267986360914e-12,1.1582208066457385e-23,4.879544805661308e-17,1.28379010050139e-26,8.084798464061842e-14,3.440608792573308e-11,8.20153880109046e-42,1.7135280242666784e-07,2.713188967847397e-27,2.4273845467457454e-20,1.1059717401306775e-35,8.701680575045024e-06,1.6099339406729448e-32,3.0649985310011476e-08,1.5348449290991516e-08,2.685971084390984e-08,1.547505230508137e-08,1.1620319178875794e-08,1.0346653855394134e-08,2.6853741722972025e-09,6.905105619336696e-10,1.4364041584616803e-05,8.743135845339453e-11,2.1022668948346552e-09,1.8194462671225946e-09,1.4249073439877913e-05,7.351026128069287e-09,4.0242908219839374e-17,2.597603163040924e-16,5.823976253685548e-08,4.742256756755811e-09,1.6292638681343784e-09,3.51032507117996e-10,1.6405779696757683e-11,4.519733630270945e-19,8.462786502067947e-13,2.784511629703281e-37,6.902232168658926e-10,2.5434858420422977e-10,2.7834152631865426e-13
2.94837416540146e-12,0.12990822726252158,0.0,0.003225488507098532,0.031075106136968685,0.3193950506935768,0.350461541642542,0.2070122009781566,0.0920181652052162,3.1322303925615868e-46,3.657164212070041e-19,8.808924988676433e-06,1.636224573048305e-15,1.0085901245833715e-33,2.314671204046186e-29,4.529057378651025e-12,1.2155464934508739e-23,5.000534066206956e-17,1.331823771855075e-26,8.285222572386614e-14,3.482995157361288e-11,8.719332092724951e-42,1.7346365927178217e-07,2.8147041258939335e-27,2.5183146447709342e-20,1.175838014000157e-35,8.808871460998119e-06,1.6907979709117792e-32,3.077600983928956e-08,1.5464465150180028e-08,2.7294940080652606e-08,1.56324676256638e-08,1.1725562951137816e-08,1.0487840828469606e-08,2.7109402568452846e-09,7.083480547852223e-10,1.454099487917136e-05,9.073102779399964e-11,2.153274796439368e-09,1.860452222563894e-09,1.4424601121501208e-05,7.441582223978709e-09,4.180736898975021e-17,2.7331934122168053e-16,5.897908211819797e-08,4.7911908146573966e-09,1.6380236883941852e-09,3.5973153341301736e-10,1.681601533501009e-11,4.690523539823326e-19,8.710196820005925e-13,3.0011120198085277e-37,7.01214727843764e-10,2.606560310683509e-10,2.8709119228932265e-13
2.9842545040096753e-12,0.12990822726252158,0.0,0.0032254871419411567,0.03107510609131001,0.3193948726599729,0.350461258739405,0.2070122007826805,0.09201816509318095,3.4352170500449746e-46,3.792357624898853e-19,8.916117401868047e-06,1.6978352315774195e-15,1.0801551776423895e-33,2.459069883136273e-29,4.641092289466667e-12,1.2749738497224536e-23,5.1230055325729597e-17,1.3810408798012182e-26,8.488100555722108e-14,3.5253815206267405e-11,9.262953426152595e-42,1.7557451328721015e-07,2.918720368012274e-27,2.6114903809634134e-20,1.2491924451821183e-35,8.916062125776133e-06,1.7746719639291723e-32,3.089914307367424e-08,1.5579205156620355e-08,2.7732185969695923e-08,1.5789172255256868e-08,1.1830057148959915e-08,1.0628969408050994e-08,2.736410231654069e-09,7.264116932298294e-10,1.4717948079202026e-05,9.411223567440939e-11,2.204840274060116e-09,1.901846122390201e-09,1.4600128483082904e-05,7.532138216042121e-09,4.341150146364833e-17,2.8740202498616705e-16,5.97189510756045e-08,4.839859608276517e-09,1.6466355262012969e-09,3.685369494233237e-10,1.7231403349324516e-11,4.865603519204392e-19,8.961860529701378e-13,3.2316630059528766e-37,7.122667963870784e-10,2.6704077898134176e-10,2.9601560700555883e-13
3.0201348426178908e-12,0.12990822726252158,0.0,0.0032254857796434723,0.031075106045716467,0.3193946946267254,0.3504609758372407,0.2070122005879487,0.0920181649841088,3.76349573361931e-46,3.9308436739691803e-19,9.02330962038637e-06,1.760996982844392e-15,1.1558910053018874e-33,2.610589018453442e-29,4.754533180718306e-12,1.336553614371003e-23,5.246959224330566e-17,1.4314558261515998e-26,8.693432411228438e-14,3.5677678823697934e-11,9.833357217434047e-42,1.7768536447305484e-07,3.025268130720677e-27,2.7069392783770194e-20,1.3261641250650442e-35,9.023252569375924e-06,1.8616297808109094e-32,3.101945134850381e-08,1.5692683438408334e-08,2.8171433682959307e-08,1.5945169401395172e-08,1.1933807110613453e-08,1.077003008767518e-08,2.7617858363971167e-09,7.447009465434331e-10,1.4894901184704733e-05,9.757592371404411e-11,2.256960797197551e-09,1.9436265206795173e-09,1.4775655524620947e-05,7.622694104376816e-09,4.505576867075047e-17,3.0202155796936503e-16,6.045936921454357e-08,4.888263062043843e-09,1.6551023276240304e-09,3.7744875221233274e-10,1.7651946868851727e-11,5.04502873124494e-19,9.217801084698981e-13,3.476881553998513e-37,7.2337942227118e-10,2.735028296956079e-10,3.0511639055107356e-13
3.0560151812261063e-12,0.12990822726252158,0.0,0.003225484420141239,0.03107510600018708,0.3193945165938302,0.35046069293604604,0.20701220039395596,0.09201816487793503,4.1188512967143664e-46,4.0726620397173823e-19,9.130501644231489e-06,1.825730123329812e-15,1.2359892278437618e-33,2.7694889185114584e-29,4.869381716829733e-12,1.4003371313208545e-23,5.3723951610510196e-17,1.483083012716572e-26,8.901218136068828e-14,3.610154242590577e-11,1.0431521110334102e-41,1.7979621282941806e-07,3.134377850525153e-27,2.8046888647486796e-20,1.406885296215398e-35,9.130442791794395e-06,1.9517461817749646e-32,3.113699947720863e-08,1.5804913967991823e-08,2.8612668542124392e-08,1.6100462257133163e-08,1.203681813634945e-08,1.0911013533421287e-08,2.78706876636487e-09,7.632152677013026e-10,1.5071854195675407e-05,1.0112303013739997e-10,2.3096338200559324e-09,1.9857919975787102e-09,1.4951182246113267e-05,7.713249889096143e-09,4.6740631758967226e-17,3.1719128332976694e-16,6.120033631160837e-08,4.93640113556974e-09,1.6634269833976583e-09,3.8646693884353836e-10,1.807764902266396e-11,5.228854407811371e-19,9.478041792219238e-13,3.737512411419383e-37,7.345526052714105e-10,2.800421849635483e-10,3.1439516241305383e-13
3.0918955198343217e-12,0.12990822726252158,0.0,0.0032254830633716668,0.031075105954720923,0.3193943385612833,0.35046041003581774,0.20701220020069694,0.09201816477459628,4.503172111009929e-46,4.2178524051202175e-19,9.23769347340348e-06,1.8920549804507547e-15,1.3206479657212664e-33,2.936036169548723e-29,4.985639576948735e-12,1.4663763495076454e-23,5.499313362305564e-17,1.5359368413050586e-26,9.111457727409528e-14,3.652540601289221e-11,1.1058446255586474e-41,1.8190705835640067e-07,3.246079963919465e-27,2.904766672498426e-20,1.491491390605615e-35,9.237632793028471e-06,2.045096826308074e-32,3.125185078622776e-08,1.5915910563879077e-08,2.9055876016707036e-08,1.6255054001110665e-08,1.2139095488669415e-08,1.1051910581561636e-08,2.812260673417e-09,7.819540937222003e-10,1.5248807112109977e-05,1.0475448973023137e-10,2.3628567821190117e-09,2.028341158636833e-09,1.5126708647557797e-05,7.803805570309587e-09,4.84665499801311e-17,3.329246963896079e-16,6.194185211504193e-08,4.984273822782705e-09,1.6716123299339916e-09,3.955915063805105e-10,1.850851293975489e-11,5.417135849786019e-19,9.7426058159041e-13,4.014328843793482e-37,7.457863451631104e-10,2.8665884653755587e-10,3.238535414811195e-13
3.127775858442537e-12,0.12990822726252158,0.0,0.003225481709273379,0.031075105909317058,0.31939416052908054,0.35046012713655283,0.20701220000816642,0.0920181646740307,4.9184548014988105e-46,4.366454455704461e-19,9.344885107902428e-06,1.9599919123712182e-15,1.4100719837202278e-33,3.1105037107758535e-29,5.1033084548824626e-12,1.5347238228758137e-23,5.627713847665439e-17,1.5900317137245514e-26,9.32415118241969e-14,3.69492695846585e-11,1.171515759015836e-41,1.8401790105410252e-07,3.3604049073851235e-27,3.0072002387294095e-20,1.5801210678501913e-35,9.34482257307513e-06,2.1417582733023153e-32,3.136406714912457e-08,1.6025686892328497e-08,2.9501041722158136e-08,1.6408947797618e-08,1.2240644392594283e-08,1.1192712236241597e-08,2.837363166916789e-09,8.009168460076354e-10,1.5425759934004364e-05,1.0847123379690073e-10,2.416627108715039e-09,2.07127263415277e-09,1.5302234728952462e-05,7.894361148122854e-09,5.0233980675862186e-17,3.492354440071616e-16,6.26839163452555e-08,5.031881151084891e-09,1.679661150312695e-09,4.048224518868952e-10,1.8944541749039612e-11,5.609928427051571e-19,1.0011516178525092e-12,4.3081333822012715e-37,7.57080641721618e-10,2.93352816170017e-10,3.3349314604630354e-13
3.1636561970507527e-12,0.12990822726252158,0.0,0.003225480357786378,0.031075105863974595,0.31939398249721795,0.350459844238248,0.2070121998163593,0.09201816457617788,5.366809141478093e-46,4.518507879556473e-19,9.452076547728414e-06,2.0295613078161506e-15,1.504472836662002e-33,3.2931709096389197e-29,5.222390059032671e-12,1.6054327103761003e-23,5.757596636701888e-17,1.6453820317811128e-26,9.539298498271279e-14,3.7373133141205936e-11,1.2402704116514863e-41,1.8612874092262227e-07,3.477383117391388e-27,3.112017105227915e-20,1.6729162534498794e-35,9.45201213193137e-06,2.2418079811916814e-32,3.147370901991961e-08,1.613425646901978e-08,2.994815141799256e-08,1.656214679666085e-08,1.2341470035931408e-08,1.1333409667187867e-08,2.862377814647854e-09,8.201029306762649e-10,1.5602712661354484e-05,1.1227419011887677e-10,2.4709422115710574e-09,2.1145850785369138e-09,1.5477760490295186e-05,7.984916622637946e-09,5.2043379264056925e-17,3.661373239444776e-16,6.342652869533951e-08,5.079223180524354e-09,1.6875761752546727e-09,4.141597724264147e-10,1.9385738579354683e-11,5.807287578479465e-19,1.028479576465443e-12,4.61975858020775e-37,7.684354947222705e-10,3.0012409561331217e-10,3.4331559380005556e-13
3.199536535658968e-12,0.12990822726252158,0.0,0.0032254790088520205,0.031075105818692647,0.3193938044656916,0.3504595613409,0.20701219962527032,0.09201816448097867,5.8504631110004455e-46,4.674052367331731e-19,9.559267792881512e-06,2.1007835858890134e-15,1.6040690166484175e-33,3.4843236370982946e-29,5.342886112330891e-12,1.6785567759630462e-23,5.888961748986144e-17,1.7020021972793778e-26,9.756899672138962e-14,3.779699668253575e-11,1.3122159181883232e-41,1.8823957796205774e-07,3.5970450303952694e-27,3.219244818463367e-20,1.7700221770439625e-35,9.559201469594223e-06,2.3453243080886584e-32,3.158083546565865e-08,1.6241632660706788e-08,3.039719100594581e-08,1.671465413402483e-08,1.244157756953966e-08,1.1473994207444988e-08,2.8873061437135283e-09,8.395117388935061e-10,1.5779665294156252e-05,1.1616428291436269e-10,2.525799489356664e-09,2.1582771696866252e-09,1.5653285931583888e-05,8.075471993953248e-09,5.3895199225986215e-17,3.8364428423076425e-16,6.416968883156761e-08,5.126300002983762e-09,1.6953600840778428e-09,4.2360346506286727e-10,1.98321065594581e-11,6.009268811922374e-19,1.0562467323299513e-12,4.9500677824728845e-37,7.798509039404024e-10,3.069726866198151e-10,3.5332250183326724e-13
3.2354168742671836e-12,0.12990822726252158,0.0,0.003225477662412979,0.03107510577347034,0.3193936264344974,0.35045927844450603,0.20701219943489438,0.09201816438837547,6.371768122355662e-46,4.833127612264295e-19,9.666458843361808e-06,2.1736791958928217e-15,1.709086101849079e-33,3.684254342923166e-29,5.4647983521734976e-12,1.7541503885924918e-23,6.021809204089448e-17,1.759906612022548e-26,9.976954701200029e-14,3.822086020864919e-11,1.3874620757516955e-41,1.9035041217250556e-07,3.7194210828415265e-27,3.328910929588351e-20,1.8715874106706472e-35,9.66639058606077e-06,2.452386511920798e-32,3.168550419823371e-08,1.6347828686852168e-08,3.0848146528158043e-08,1.686647293133973e-08,1.2540972107592619e-08,1.1614457351139643e-08,2.9121496414191894e-09,8.591426471964189e-10,1.5956617832405578e-05,1.2014243279903483e-10,2.5811963282174243e-09,2.202347608375203e-09,1.5828811052816485e-05,8.166027262163595e-09,5.578989209398903e-17,4.01770422521616e-16,6.491339639389413e-08,5.173111741385241e-09,1.703015505635628e-09,4.3315352686012745e-10,2.028364881802931e-11,6.215927704210742e-19,1.0844553470501325e-12,5.2999559050206025e-37,7.913268691513469e-10,3.138985909418935e-10,3.6351548663532113e-13
3.271297212875399e-12,0.12990822726252158,0.0,0.003225476318413215,0.031075105728306834,0.3193934484036316,0.35045899554906274,0.20701219924522654,0.09201816429831182,6.93320441619027e-46,4.995773310176238e-19,9.773649699169375e-06,2.2482686171546328e-15,1.81975690683154e-33,3.8932621310016647e-29,5.588128530356718e-12,1.8322685222190795e-23,6.15613902158303e-17,1.819109677812401e-26,1.0199463582634281e-13,3.8644723719547485e-11,1.4661211717959674e-41,1.924612435540614e-07,3.844541711162661e-27,3.441042994438612e-20,1.9777639070355393e-35,9.773579481328109e-06,2.5630747505672947e-32,3.178777160547378e-08,1.6452857621244148e-08,3.1301004165384895e-08,1.7017606296143534e-08,1.263965872783993e-08,1.1754790751272469e-08,2.9369097561378583e-09,8.789950178139141e-10,1.6133570276098364e-05,1.242095567478741e-10,2.637130102298103e-09,2.2467951176541153e-09,1.6004335853990897e-05,8.256582427360355e-09,5.772790743974803e-17,4.205299854542778e-16,6.565765099644427e-08,5.219658548911008e-09,1.7105450192384742e-09,4.428099548821456e-10,2.0740368483669196e-11,6.427319901153409e-19,1.113107669189713e-12,5.6703502252837396e-37,8.028633901304356e-10,3.2090181033190865e-10,3.7389616409316027e-13
3.3071775514836145e-12,0.12990822726252158,0.0,0.0032254749767979497,0.0310751056832013,0.3193932703730904,0.3504587126545671,0.2070121990562616,0.09201816421073267,7.537386631910701e-46,5.16202915948703e-19,9.880840360304292e-06,2.3245723588534197e-15,1.9363216344349398e-33,4.111652834666645e-29,5.712878413011596e-12,1.9129667557937526e-23,6.291951221038128e-17,1.879625796449281e-26,1.0424426313623942e-13,3.906858721523187e-11,1.5483080120308939e-41,1.9457207210682004e-07,3.972437351778925e-27,3.555668573533068e-20,2.0887070377882232e-35,9.880768155393369e-06,2.677470081995563e-32,3.188769278152239e-08,1.655673239359554e-08,3.175575023523475e-08,1.716805732194606e-08,1.273764247186675e-08,1.1894986217537093e-08,2.961587898159322e-09,8.990681989823545e-10,1.6310522625230512e-05,1.2836656805807204e-10,2.6935981742558974e-09,2.2916184422682468e-09,1.6179860335105016e-05,8.3471374896315e-09,5.970969286313412e-17,4.3993736799913994e-16,6.640245222799792e-08,5.265940608239566e-09,1.7179511555586965e-09,4.5257274619294814e-10,2.1202268684900115e-11,6.643501117542298e-19,1.1422059345247924e-12,6.062211183231808e-37,8.144604666529977e-10,3.2798234654221553e-10,3.844661494903809e-13
3.34305789009183e-12,0.12990822726252158,0.0,0.0032254736375136356,0.031075105638152925,0.31939309234287,0.35045842976101593,0.20701219886799457,0.0920181641255842,8.187069556053507e-46,5.331934861222859e-19,9.988030826766629e-06,2.402610959851292e-15,2.0590280291878576e-33,4.339739092037094e-29,5.839049780538895e-12,1.9963012732612573e-23,6.42924582202597e-17,1.941469369732106e-26,1.0651842891353575e-13,3.949245069570354e-11,1.6341399483479793e-41,1.9668289783087506e-07,4.103138441098312e-27,3.672815232073815e-20,2.2045756318069382e-35,9.987956608253722e-06,2.7956544643978085e-32,3.19853215565182e-08,1.6659465791125212e-08,3.2212371190432025e-08,1.73178290882924e-08,1.2834928345351377e-08,1.2035035714165966e-08,2.9861854405231115e-09,9.193615252565977e-10,1.648747487979793e-05,1.326143763129933e-10,2.750597895763821e-09,2.3368163480838955e-09,1.635538449615676e-05,8.437692449061684e-09,6.173569398160668e-17,4.600071128076449e-16,6.71477996524666e-08,5.311958130797124e-09,1.7252363975189743e-09,4.624418978566379e-10,2.166935255016585e-11,6.86452713716121e-19,1.1717523662931093e-12,6.476533194633191e-37,8.261180984943606e-10,3.3514020132516284e-10,3.952270575063453e-13
3.3789382287000454e-12,0.12990822726252158,0.0,0.0032254723005079246,0.031075105593160915,0.3193929143129665,0.35045814686840643,0.2070121986804206,0.09201816404281381,8.885154052344557e-46,5.505530119025925e-19,1.0095221098556465e-05,2.482404988528018e-15,2.1881315322712358e-33,4.577840421375184e-29,5.966644427543981e-12,2.0823288635576416e-23,6.568022844117777e-17,2.004654799458363e-26,1.0881713313009985e-13,3.9916314160963707e-11,1.7237369067468177e-41,1.9879372072631936e-07,4.236675415516561e-27,3.7925105399461376e-20,2.3255320134913503e-35,1.0095144839906352e-05,2.917710756327606e-32,3.208071052559452e-08,1.6761070460122163e-08,3.267085361710611e-08,1.746692466082598e-08,1.2931521318321029e-08,1.2174931357802815e-08,3.010703719835582e-09,9.398743178165445e-10,1.6664427039796498e-05,1.369538873471776e-10,2.8081266080044246e-09,2.3823876215292967e-09,1.6530908337144022e-05,8.528247305732299e-09,6.380635442015734e-17,4.807539095567916e-16,6.789369280936397e-08,5.357711356023954e-09,1.732403181164769e-09,4.724174069373935e-10,2.2141623207831646e-11,7.090453812798711e-19,1.2017491754398663e-12,6.914345474607117e-37,8.378362854298503e-10,3.4237537643309277e-10,4.061805022153169e-13
3.414818567308261e-12,0.12990822726252158,0.0,0.0032254709657296454,0.031075105548224492,0.3193927362833764,0.35045786397673534,0.2070121984935346,0.09201816396237013,9.634693177207432e-46,5.682854639163679e-19,1.0202411175673872e-05,2.563975042618791e-15,2.3238954380273723e-33,4.8262832964589465e-29,6.0956641627716936e-12,2.1711069206077612e-23,6.708282306884779e-17,2.0691964874241118e-26,1.1114037575782128e-13,4.034017761101356e-11,1.8172214152614215e-41,2.009045407932445e-07,4.373078711417158e-27,3.914782071718512e-20,2.451742041063423e-35,1.020233285034849e-05,3.0437227168364703e-32,3.217391107721368e-08,1.6861558907492535e-08,3.313118423310542e-08,1.7615347091351425e-08,1.3027426325405802e-08,1.2314665415401278e-08,3.0351440370714027e-09,9.60605884769246e-10,1.6841379105222126e-05,1.413860032123631e-10,2.866181642154002e-09,2.4283310690474263e-09,1.670643185806471e-05,8.61880205972155e-09,6.59221158017842e-17,5.021925942904121e-16,6.864013121426979e-08,5.403200550655422e-09,1.7394538965209754e-09,4.824992704994697e-10,2.2619083786184212e-11,7.321337066265109e-19,1.2321985608601616e-12,7.3767128717656675e-37,8.496150272347899e-10,3.4968787361834146e-10,4.1732809708561497e-13
3.4506989059164764e-12,0.12990822726252158,0.0,0.0032254696331287715,0.031075105503342897,0.3193925582540959,0.35045758108599967,0.20701219830733175,0.09201816388420296,1.043889848451959e-45,5.863948130538022e-19,1.0309601058118921e-05,2.6473417490552123e-15,2.466591052016103e-33,5.085401221970608e-29,6.226110809041201e-12,2.2626934433227773e-23,6.8500242298982e-17,2.1351088354239823e-26,1.1348815676861046e-13,4.076404104585428e-11,1.9147186318865267e-41,2.0301535803174142e-07,4.5123787651713286e-27,4.039657406642606e-20,2.5833751448763867e-35,1.0309520639577378e-05,3.1737750056104367e-32,3.226497342085112e-08,1.6960943502289556e-08,3.3593349886336306e-08,1.7763099417897092e-08,1.3122648266090818e-08,1.245423030214949e-08,3.0595076583597027e-09,9.815555214466278e-10,1.7018331076070688e-05,1.4591162214451492e-10,2.9247603198574457e-09,2.474645516560843e-09,1.6881955058916714e-05,8.709356711104537e-09,6.808341773848467e-17,5.243381487573944e-16,6.938711435928763e-08,5.448426008017416e-09,1.7463908884330836e-09,4.926874856071975e-10,2.3101737413431718e-11,7.557232888413523e-19,1.263102709638064e-12,7.864736714620768e-37,8.614543236845016e-10,3.5707769463323824e-10,4.2867145497879153e-13
3.486579244524692e-12,0.12990822726252158,0.0,0.003225468302656403,0.031075105458515388,0.31939238022512134,0.35045729819619637,0.2070121981218072,0.09201816380826322,1.1301146523453202e-45,6.048850304694442e-19,1.041679074589169e-05,2.732525763809432e-15,2.616497850619433e-33,5.355534808900538e-29,6.357986203180856e-12,2.3571470355976605e-23,6.993248632729257e-17,2.202406245251177e-26,1.1586047613439753e-13,4.118790446548703e-11,2.016356372503887e-41,2.0512617244189986e-07,4.654606013138041e-27,4.1671641286532876e-20,2.7206043657318036e-35,1.0416708207590298e-05,3.307953183106629e-32,3.23539466140445e-08,1.7059236477226763e-08,3.405733755312639e-08,1.7910184664777257e-08,1.3217192004966578e-08,1.2593618579420295e-08,3.083795815755166e-09,1.002722510698884e-09,1.7195282952338064e-05,1.5053163853184174e-10,2.983859953693916e-09,2.521329808948354e-09,1.705747793969792e-05,8.799911259953292e-09,7.029069782275534e-17,5.472056997470199e-16,7.013464171349604e-08,5.4933880473358725e-09,1.7532164573931314e-09,5.029820493249833e-10,2.358958721770375e-11,7.798197339165043e-19,1.29446379728238e-12,8.379555668968904e-37,8.733541745543049e-10,3.645448412301065e-10,4.402121881488268e-13
3.5224595831329073e-12,0.12990822726252158,0.0,0.003225466974264728,0.031075105413741224,0.31939220219644926,0.3504570153073225,0.20701219793695616,0.09201816373450303,1.2224985533275946e-45,6.237600875831137e-19,1.0523980238992242e-05,2.819547771741416e-15,2.7739036421959688e-33,5.637031849966845e-29,6.4912921959630795e-12,2.4545269063086947e-23,7.137955534949163e-17,2.2711031186974687e-26,1.1825733382713175e-13,4.161176786991299e-11,2.1222651388085509e-41,2.0723698402380876e-07,4.7997908916640026e-27,4.2973298263686257e-20,2.8636063932047287e-35,1.0523895554384552e-05,3.4463437106898346e-32,3.24408785888221e-08,1.715644993017461e-08,3.452313433661185e-08,1.8056605842654204e-08,1.3311062371977534e-08,1.2732822952746764e-08,3.108009707994328e-09,1.0241061231835977e-09,1.7372234734020144e-05,1.5524694288378356e-10,3.043477847633466e-09,2.568382809533269e-09,1.7233000500406214e-05,8.890465706336869e-09,7.254439161958633e-17,5.708105184215839e-16,7.088271272339345e-08,5.538087013060181e-09,1.7599328603507265e-09,5.133829587173104e-10,2.408263632705142e-11,8.0442865475379775e-19,1.3262839879591438e-12,8.92234660558898e-37,8.853145796195174e-10,3.720893151612631e-10,4.51951908241346e-13
3.5583399217411228e-12,0.12990822726252158,0.0,0.003225465647907013,0.031075105369019706,0.31939202416807594,0.35045673241937497,0.20701219775277369,0.09201816366287555,1.3214142339025608e-45,6.430239560808054e-19,1.0631169537420656e-05,2.9084284864492768e-15,2.9391047297866866e-33,5.930247395050614e-29,6.6260306520392564e-12,2.5548928693109762e-23,7.284144956129135e-17,2.341213857553203e-26,1.2067872981878071e-13,4.2035631259133283e-11,2.2325781462351158e-41,2.0934779277755604e-07,4.947963837083663e-27,4.430182093089888e-20,3.012561603976974e-35,1.0631082679957467e-05,3.589033950769085e-32,3.252581617752497e-08,1.7252595825640663e-08,3.49907274651485e-08,1.8202365948599785e-08,1.3404264162668878e-08,1.2871836269822752e-08,3.132150501237333e-09,1.0457056176506419e-09,1.75491864211128e-05,1.6005842180095498e-10,3.103611297484787e-09,2.6158033995830173e-09,1.7408522741039487e-05,8.981020050321393e-09,7.48449326589393e-17,5.951680196464566e-16,7.163132681333732e-08,5.582523274200153e-09,1.7665423115094075e-09,5.238902108487375e-10,2.4580887869447237e-11,8.295556711681171e-19,1.3585654347208815e-12,9.494325480025394e-37,8.973355386554548e-10,3.7971111817901834e-10,4.638922262928546e-13
