Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549)
2.714931782619826e-10,0.12990822726252158,0.0,0.0032168221773359535,0.031075108695430256,0.31806242772140386,0.3483527977827964,0.20701151049314417,0.09202225043689065,8.759395969991303e-30,3.048179871865857e-13,0.0008056264070704233,6.033505154864726e-09,3.9682904416838895e-21,1.9267081687619541e-19,2.861833508022323e-07,8.199970372069709e-16,4.3795988286643387e-13,1.039659934905839e-20,6.97766400699197e-10,3.206782424654369e-09,5.767807918752256e-32,1.5890475581458104e-05,2.1957869964131567e-21,2.5867318434388833e-14,9.838347273809008e-26,0.0008047817458176113,1.4933256990977406e-24,3.608328411214224e-08,3.310151220337378e-08,5.144039762635918e-06,4.993029322727426e-08,2.632866602488027e-08,3.785240705355586e-08,1.8143237252450836e-08,3.813838783086272e-08,0.0013359852467381915,1.2741835769672205e-06,1.1017523461944439e-07,1.3407450686875484e-06,0.001319013198817523,6.770612485023773e-07,2.753131954817798e-12,2.3893900892332747e-09,9.49272698645193e-06,4.024372050736352e-09,6.904346662161025e-09,2.850010732653355e-06,3.5616592825579177e-07,2.051399619803692e-12,1.9968869822566985e-07,-7.410462043791421e-25,1.7633575408888542e-06,2.334234622950071e-06,6.869867724257232e-08
2.7271354837592106e-10,0.12990822726252158,0.0,0.0032167906293263998,0.03107510931833191,0.31805637015154137,0.34834324950010076,0.2070115074555946,0.0920222877795031,9.12253855731917e-30,3.0899872660141063e-13,0.0008092224859338991,6.138378086093317e-09,4.0957948530704626e-21,1.9721876214202323e-19,2.8953826254183907e-07,8.347964716138858e-16,4.4196994118195594e-13,1.0537419755734173e-20,7.040199643933529e-10,3.221194926619269e-09,5.898586918902056e-32,1.5961513018908257e-05,2.2255209381494157e-21,2.6245634077359293e-14,1.0070822155040639e-25,0.0008083698423962689,1.5216347953148039e-24,3.608311628750569e-08,3.3122532701296887e-08,5.161026668656602e-06,4.992842773471666e-08,2.6328405034726183e-08,3.783592154706727e-08,1.8186255073842562e-08,3.8120733210797866e-08,0.0013419756765535567,1.2799324279967126e-06,1.1008314327559968e-07,1.346608540809674e-06,0.0013248992405151198,6.800465672246318e-07,2.7765468865549427e-12,2.421188032926583e-09,9.550018208585329e-06,4.015317318790448e-09,6.909495380476044e-09,2.8748152395092903e-06,3.6030942987123937e-07,2.0851725127566315e-12,2.0240347536928883e-07,1.918046130284787e-24,1.7789633973660497e-06,2.3558305191749252e-06,6.947945542708855e-08
2.739339184898595e-10,0.12990822726252158,0.0,0.0032167591521402544,0.031075109943436645,0.3180503125671947,0.3483337015318839,0.2070115044184136,0.09202232529599019,9.498993682032496e-30,3.1321791214744017e-13,0.0008128183385975435,6.244606042536223e-09,4.226787567939691e-21,2.0185363789550055e-19,2.929145934390149e-07,8.4979488844923e-16,4.459988441058722e-13,1.0679505956395628e-20,7.103010353913214e-10,3.2356074092928545e-09,6.031727216762779e-32,1.6032546826731162e-05,2.255522002837978e-21,2.6627846425152895e-14,1.0307747451545443e-25,0.0008119576722061062,1.550355199292893e-24,3.6082950107250786e-08,3.314345652944755e-08,5.177952191533039e-06,4.9926563425991376e-08,2.6328144628441297e-08,3.78195058465613e-08,1.8229369889497434e-08,3.8103152210319296e-08,0.0013479659638192605,1.285675831411106e-06,1.0999203774579868e-07,1.3524672518368148e-06,0.0013307848907580832,6.830312179766702e-07,2.8000491326626166e-12,2.45325717922123e-09,9.607438380116421e-06,4.00633581799688e-09,6.914602631361731e-09,2.8997196016282183e-06,3.644836907895157e-07,2.119331565867702e-12,2.0514237529098065e-07,1.2572342266799257e-23,1.7946372913356908e-06,2.377530809883257e-06,7.026514823889901e-08
2.75154288603798e-10,0.12990822726252158,0.0,0.003216727745651568,0.03107511057072686,0.31804425496836014,0.3483241538781751,0.2070115013816017,0.09202236298640744,9.88918566231459e-30,3.1747572669671786e-13,0.0008164139650570692,6.3522004330704565e-09,4.3613473237348686e-21,2.0657672260757477e-19,2.96312336935697e-07,8.649940526077093e-16,4.500465993122829e-13,1.082286361281871e-20,7.166096075040467e-10,3.25001987266644e-09,6.167260638315581e-32,1.610357700317264e-05,2.285791383122507e-21,2.7013979422284276e-14,1.054918877583533e-25,0.0008155452352016816,1.5794911134790656e-24,3.6082785568227434e-08,3.316428402915501e-08,5.1948164284631564e-06,4.9924700299100445e-08,2.6327884805009818e-08,3.780315970790575e-08,1.8272580578305868e-08,3.808564459131428e-08,0.0013539561084315469,1.2914138206416082e-06,1.099019116397622e-07,1.3583212055744778e-06,0.001336670149457261,6.8601519924703e-07,2.823638602638555e-12,2.4855985411753474e-09,9.664987489137896e-06,3.997426787132606e-09,6.919668846073134e-09,2.924723723857572e-06,3.686888128739283e-07,2.153879087547677e-12,2.0790549401750073e-07,-5.528577921639583e-25,1.8103792134057368e-06,2.399335561519136e-06,7.105575920571063e-08
2.7637465871773643e-10,0.12990822726252158,0.0,0.0032166964097339506,0.03107511120018517,0.318038197355034,0.3483146065390034,0.20701149834515942,0.09202240085081018,1.0293550309796764e-29,3.2177235321315466e-13,0.000820009365308193,6.461172709034131e-09,4.499554254426473e-21,2.113893080531124e-19,2.9973148588506614e-07,8.803957365674104e-16,4.541132144753295e-13,1.0967498386754786e-20,7.22945674528513e-10,3.2644323167313363e-09,6.305219294078224e-32,1.6174603546479045e-05,2.316330271618574e-21,2.7404057068540445e-14,1.079521242626351e-25,0.0008191325313375641,1.6090467659158215e-24,3.60826226672671e-08,3.318501554093327e-08,5.211619477271316e-06,4.9922838352039166e-08,2.6327625563412302e-08,3.7786882887537495e-08,1.8315886024964867e-08,3.806821011534147e-08,0.0013599461102870435,1.2971464289214697e-06,1.0981275854818576e-07,1.3641704058414985e-06,0.0013425550165235608,6.889985095312259e-07,2.8473152065504942e-12,2.5182131306510253e-09,9.722665523715059e-06,3.988589475399219e-09,6.924694449927309e-09,2.949827511128173e-06,3.7292489790053336e-07,2.1888173833852285e-12,2.106929273850282e-07,-2.3681499376118704e-25,1.8261891541818565e-06,2.421244840514849e-06,7.185129180326256e-08
2.775950288316749e-10,0.12990822726252158,0.0,0.003216665144260579,0.03107511183179434,0.31803213972721217,0.3483050595143979,0.20701149530908722,0.09202243888925378,1.071253518559324e-29,3.2610797475250947e-13,0.0008236045393466355,6.571534364136752e-09,4.641489908360631e-21,2.1629269939415708e-19,3.031720325563187e-07,8.960017203867154e-16,4.581986972691963e-13,1.1113415939930604e-20,7.293092302478063e-10,3.278844741478857e-09,6.445635580368334e-32,1.624562645489723e-05,2.3471398609136092e-21,2.7798103418943264e-14,1.1045885391361378e-25,0.0008227195605683331,1.639026410301119e-24,3.608246140118285e-08,3.3205651404482476e-08,5.228361436403899e-06,4.992097758279615e-08,2.6327366902625687e-08,3.77706751424614e-08,1.8359285119977456e-08,3.805084854368484e-08,0.0013659359692827625,1.3028736892852663e-06,1.0972457204604287e-07,1.3700148564704143e-06,0.0013484394918679527,6.919811473317206e-07,2.8710788550296795e-12,2.5511019583202477e-09,9.780472471885923e-06,3.979823142243508e-09,6.929679862406017e-09,2.975030868454159e-06,3.7719204755820897e-07,2.2241487560773417e-12,2.1350477103900157e-07,1.5902258220564926e-23,1.8420671042674354e-06,2.443258713290905e-06,7.265174945595347e-08
2.7881539894561335e-10,0.12990822726252158,0.0,0.0032166339491041924,0.03107511246553734,0.3180260820848907,0.34829551280438725,0.2070114922733856,0.09202247710179348,1.1146599860791598e-29,3.304827744623723e-13,0.0008271994871681218,6.683296934368919e-09,4.78723726624186e-21,2.212882152633837e-19,3.0663396863943204e-07,9.118137917012143e-16,4.623030553681119e-13,1.1260621934048265e-20,7.357002684311803e-10,3.293257146900314e-09,6.588542180566613e-32,1.6316645726674545e-05,2.3782213435668463e-21,2.8196142583711786e-14,1.130127535418614e-25,0.0008263063228485783,1.6694343260483786e-24,3.608230176676945e-08,3.322619195869041e-08,5.245042404924931e-06,4.991911798935328e-08,2.6327108821623292e-08,3.77545362302492e-08,1.8402776759651616e-08,3.80335596374044e-08,0.0013719256853160988,1.3085956345682914e-06,1.096373456957382e-07,1.3758545613078336e-06,0.001354323575401468,6.949631111578992e-07,2.894929459264472e-12,2.584266033670779e-09,9.838408321661247e-06,3.9711270571816925e-09,6.934625497256329e-09,3.0003337009329074e-06,3.814903634487284e-07,2.259875505360395e-12,2.1634112043396203e-07,3.3042965982138086e-25,1.8580130542635731e-06,2.4653772462560254e-06,7.345713553746097e-08
2.800357690595518e-10,0.12990822726252158,0.0,0.003216602824137097,0.031075113101397284,0.31802002442806515,0.3482859664090006,0.207011489238055,0.0920225154884845,1.159621618145384e-29,3.348969355821447e-13,0.0008307942087683814,6.796471997912088e-09,4.9368807592502774e-21,2.263771878477496e-19,3.1011728524992107e-07,9.278337457206138e-16,4.664262964463497e-13,1.1409122030785207e-20,7.421187828341193e-10,3.307669532987023e-09,6.733972066379995e-32,1.6387661360058882e-05,2.409575912109272e-21,2.8598198728224634e-14,1.156145069667913e-25,0.0008298928181329001,1.7002748183464796e-24,3.6082143760803406e-08,3.3246637541633934e-08,5.261662482511712e-06,4.9917259569685776e-08,2.632685131937485e-08,3.773846590903843e-08,1.8446359846098684e-08,3.801634315738387e-08,0.00137791525828483,1.3143122974060488e-06,1.0955107305011777e-07,1.3816895242147965e-06,0.0013602072670351984,6.97944399526041e-07,2.9188669309940233e-12,2.6177063650119903e-09,9.896473061024592e-06,3.962500499627254e-09,6.93953176258918e-09,3.025735913744967e-06,3.858199470868328e-07,2.2959999279418714e-12,2.1920207083340474e-07,-3.590454330622741e-24,1.874026994769086e-06,2.4876005058071493e-06,7.42674533713538e-08
2.8125613917349027e-10,0.12990822726252158,0.0,0.003216571769231167,0.031075113739357486,0.3180139667567314,0.3482764203282668,0.20701148620309598,0.09202255404938198,1.2061868538183652e-29,3.3935064144302243e-13,0.0008343887041431471,6.911071175048822e-09,5.090506287293415e-21,2.315609629723412e-19,3.1362197293359016e-07,9.4406338522564e-16,4.705684281782297e-13,1.1558921891794171e-20,7.485647671984008e-10,3.322081899730294e-09,6.881958499104774e-32,1.6458673353298616e-05,2.4412047590435737e-21,2.9004296072982356e-14,1.1826480504034764e-25,0.0008334790463759091,1.7315522182197434e-24,3.608198738004305e-08,3.32669884905805e-08,5.278221769450473e-06,4.9915402321762237e-08,2.6326594394846494e-08,3.7722463937531314e-08,1.8490033287231383e-08,3.799919886437522e-08,0.0013839046880871162,1.3200237102338466e-06,1.0946574765534028e-07,1.3875197490671303e-06,0.0013660905666802966,7.009250109592924e-07,2.9428911825020326e-12,2.651423959480638e-09,9.954666677932398e-06,3.9539427587223e-09,6.944399060975914e-09,3.051237412153983e-06,3.90180899900305e-07,2.3325243174327174e-12,2.2208771730963755e-07,1.9690230847380334e-23,1.8901089163805084e-06,2.5099285583294233e-06,7.508270623169628e-08
2.8247650928742873e-10,0.12990822726252158,0.0,0.0032165407842578457,0.031075114379401407,0.3180079090708849,0.3482668745622147,0.20701148316850895,0.09202259278454103,1.2544054140315807e-29,3.4384407546797744e-13,0.0008379829732881567,7.027106128072304e-09,5.248201237392822e-21,2.3684090018441646e-19,3.1714802167127485e-07,9.605045205649407e-16,4.747294582381199e-13,1.171002717870317e-20,7.550382152521611e-10,3.336494247121441e-09,7.032535030889664e-32,1.6529681704642657e-05,2.473109076844085e-21,2.9414458893569755e-14,1.2096434569080211e-25,0.0008370650075322264,1.763270882587915e-24,3.608183262122865e-08,3.328724514198968e-08,5.294720366632028e-06,4.9913546243544624e-08,2.6326338047000795e-08,3.7706530074993634e-08,1.8533795996761366e-08,3.798212651904058e-08,0.0013898939746214973,1.3257299052864818e-06,1.0938136305361595e-07,1.393345239755801e-06,0.0013719734742479771,7.039049439876402e-07,2.967002126610596e-12,2.6854198230465885e-09,1.001298916031402e-05,3.945453133172325e-09,6.949227789542857e-09,3.0768381015066248e-06,3.9457332323004176e-07,2.36945096428035e-12,2.2499815474364854e-07,2.3637229435144242e-24,1.9062588096920935e-06,2.5323614701962015e-06,7.59028973436458e-08
2.836968794013672e-10,0.12990822726252158,0.0,0.0032165098690881463,0.031075115021512688,0.3180018513705209,0.34825732911087304,0.2070114801342944,0.09202263169401666,1.3043283294783925e-29,3.4837742117173957e-13,0.0008415770161991516,7.144588561195812e-09,5.410054502205622e-21,2.4221837283764404e-19,3.206954208835779e-07,9.771589696519807e-16,4.789093943004371e-13,1.1862443553115489e-20,7.615391207099554e-10,3.350906575151778e-09,7.185735505998837e-32,1.6600686412340423e-05,2.505290057956738e-21,2.982871152061821e-14,1.2371383396665687e-25,0.0008406507015564838,1.795435194326123e-24,3.608167948108248e-08,3.330740783151471e-08,5.311158375547441e-06,4.9911691332988327e-08,2.6326082274796745e-08,3.769066408125363e-08,1.857764689419633e-08,3.7965125881991486e-08,0.0013958831177868943,1.3314309145980169e-06,1.0929791278581712e-07,1.3991660001872593e-06,0.0013778559896495148,7.068841971478832e-07,2.991199676674119e-12,2.7196949605184982e-09,1.0071440496071812e-05,3.937030931084364e-09,6.954018340063981e-09,3.1025378872325133e-06,3.9899731833012736e-07,2.4067821557023032e-12,2.2793347782497895e-07,-8.476629376378022e-24,1.9224766652958154e-06,2.5548993077690437e-06,7.672802988404275e-08
2.8491724951530565e-10,0.12990822726252158,0.0,0.0032164790235926577,0.031075115665675137,0.317995793655635,0.3482477839742705,0.20701147710045276,0.09202267077786383,1.3560079689723412e-29,3.52950862160779e-13,0.0008451708328718775,7.26353022046298e-09,5.576156498681158e-21,2.4769476817653706e-19,3.2426415943559677e-07,9.940285579619354e-16,4.831082440396481e-13,1.2016176676609629e-20,7.68067477272823e-10,3.365318883812617e-09,7.341594062074896e-32,1.6671687474641864e-05,2.5377488947990067e-21,3.0247078339767996e-14,1.2651398208065414e-25,0.000844236128403323,1.828049562324843e-24,3.608152795630888e-08,3.3327476894004e-08,5.3275358982837076e-06,4.990983758804212e-08,2.6325827077189786e-08,3.767486571670087e-08,1.862158490483677e-08,3.794819671382578e-08,0.0014018721174826065,1.3371267700016411e-06,1.0921539039396592e-07,1.4049820342837795e-06,0.0013837381127962446,7.098627689836065e-07,3.0154837465733196e-12,2.7542503755494342e-09,1.0130020673081168e-05,3.928675469808379e-09,6.958771099051693e-09,3.128336674844151e-06,4.03452986367906e-07,2.44452017562051e-12,2.308937810516059e-07,2.371905740778873e-23,1.93876247378137e-06,2.577542137397712e-06,7.755810698199351e-08
2.861376196292441e-10,0.12990822726252158,0.0,0.0032164482476415425,0.031075116311872722,0.3179897359262222,0.3482382391524359,0.20701147406698447,0.0920227100361374,1.4094980682866523e-29,3.5756458213328835e-13,0.0008487644233020844,7.383942893657186e-09,5.746599186852903e-21,2.5327148742108216e-19,3.2785422564164306e-07,1.0111151185285808e-15,4.87326015130271e-13,1.2171232210739298e-20,7.746232786283475e-10,3.379731173095272e-09,7.500145131401818e-32,1.6742684889797426e-05,2.570486779759856e-21,3.0669583791630466e-14,1.2936550945389217e-25,0.0008478212880273964,1.8611184215498415e-24,3.608137804359438e-08,3.334745266350278e-08,5.343853037519426e-06,4.9907985006648287e-08,2.6325572453131852e-08,3.765913474228512e-08,1.8665608959772285e-08,3.7931338775162075e-08,0.0014078609736083137,1.3428175031296114e-06,1.0913378942360366e-07,1.4107933459837902e-06,0.0013896198435995636,7.128406580451521e-07,3.0398542507092983e-12,2.789087070642448e-09,1.0188729679190577e-05,3.920386075781876e-09,6.96348644784581e-09,3.1542343699368454e-06,4.0794042842405514e-07,2.4826673045962327e-12,2.338791587298305e-07,6.174711409275564e-24,1.9551162257361754e-06,2.600290025420167e-06,7.839313171944634e-08
2.8735798974318257e-10,0.12990822726252158,0.0,0.0032164175411045375,0.031075116960089563,0.3179836781822774,0.3482286946453977,0.20701147103389006,0.09202274946889226,1.464853759478711e-29,3.622187648791653e-13,0.0008523577874855263,7.505838410210715e-09,5.9214760887657624e-21,2.5894994585156386e-19,3.314656072699533e-07,1.0284204919411784e-15,4.915627152468765e-13,1.2327615817033388e-20,7.812065184507213e-10,3.394143442991058e-09,7.661423442167832e-32,1.68136786560581e-05,2.6035049051996912e-21,3.1096252371750475e-14,1.3226914276004767e-25,0.0008514061803833675,1.894646233102114e-24,3.608122973960776e-08,3.3367335473254647e-08,5.360109896520488e-06,4.990613358674254e-08,2.6325318401571317e-08,3.764347091951522e-08,1.8709717995877596e-08,3.7914551826672206e-08,0.0014138496860640714,1.3485031454132718e-06,1.0905310342604626e-07,1.4165999392422082e-06,0.0013955011819709279,7.158178628895933e-07,3.064311103997687e-12,2.8242060471561106e-09,1.0247567502221702e-05,3.912162084377604e-09,6.9681647627007176e-09,3.18023087818864e-06,4.124597454926573e-07,2.5212258197656158e-12,2.3688970497417438e-07,-1.5231175538849946e-23,1.9715379117453755e-06,2.623143038162565e-06,7.923310713176017e-08
2.88578359857121e-10,0.12990822726252158,0.0,0.003216386903850961,0.031075117610309948,0.31797762042379574,0.34821915045318463,0.20701146800116993,0.09202278907618318,1.522131600705288e-29,3.669135942799945e-13,0.0008559509254179615,7.629228641115065e-09,6.100882307538939e-21,2.647315728935837e-19,3.350982915473927e-07,1.0459465263413566e-15,4.958183520640895e-13,1.248533315699594e-20,7.878171904008054e-10,3.4085556934912863e-09,7.82546401972828e-32,1.6884668771675384e-05,2.6368044634503047e-21,3.1527108630568444e-14,1.3522561596970405e-25,0.0008549908054259094,1.9286374842778176e-24,3.608108304100021e-08,3.3387125655703123e-08,5.376306579135754e-06,4.990428332625413e-08,2.6325064921453076e-08,3.7627874010457956e-08,1.8753910955808152e-08,3.789783562911155e-08,0.0014198382547503151,1.3541837280831464e-06,1.0897332596053051e-07,1.4224018180307521e-06,0.0014013821278218554,7.187943820807066e-07,3.0888542218628752e-12,2.85960830530998e-09,1.0306534129969416e-05,3.904002839754352e-09,6.972806414870806e-09,3.2063261053602413e-06,4.1701103848127396e-07,2.5601979947758908e-12,2.3992551370728276e-07,2.7564337245070353e-23,1.988027522391839e-06,2.6461012419392567e-06,8.007803620826672e-08
2.897987299710595e-10,0.12990822726252158,0.0,0.003216356335749708,0.03107511826251833,0.31797156265077176,0.3482096065758251,0.20701146496882453,0.09202282885806483,1.581389606534336e-29,3.7164925430903085e-13,0.0008595438370951518,7.754125498830308e-09,6.284914546564484e-21,2.7061781220327414e-19,3.3875226516414847e-07,1.0636950774199902e-15,5.000929332565892e-13,1.2644389892106127e-20,7.944552881261926e-10,3.422967924587273e-09,7.992302187868399e-32,1.695565523490131e-05,2.6703866468148225e-21,3.1962177173382757e-14,1.3823567039478643e-25,0.0008585751631097057,1.9630966886281848e-24,3.608093794440535e-08,3.340682354249331e-08,5.3924431897927425e-06,4.9902434223105803e-08,2.6324812011718508e-08,3.7612343777736976e-08,1.879818678799539e-08,3.788118994334755e-08,0.0014258266795678534,1.3598592821691031e-06,1.0889445059625496e-07,1.4281989863382625e-06,0.0014072626810639238,7.217702141889442e-07,3.1134835202323016e-12,2.8952948441900403e-09,1.0365629550201868e-05,3.895907694710681e-09,6.977411770694197e-09,3.232519957294945e-06,4.215944082110175e-07,2.5995860997221994e-12,2.429866786598348e-07,1.2595922830636984e-23,2.004585048256162e-06,2.6691647030527843e-06,8.09279218928257e-08
2.9101910008499794e-10,0.12990822726252158,0.0,0.003216325836669259,0.03107511891669929,0.3179655048632004,0.34820006301334777,0.20701146193685424,0.09202286881459189,1.6426872787592223e-29,3.764259290311816e-13,0.0008631365225128641,7.880540937193887e-09,6.4736711288416806e-21,2.766101217527062e-19,3.424275142784163e-07,1.0816680084140753e-15,5.043864664991116e-13,1.2804791683818222e-20,8.011208052612682e-10,3.4373801362703292e-09,8.16197357006608e-32,1.702663804398843e-05,2.704252647567653e-21,3.2401482660311834e-14,1.41300054733102e-25,0.0008621592533894514,1.9980283860194365e-24,3.608079444643935e-08,3.34264294644734e-08,5.408519833493304e-06,4.990058627521395e-08,2.6324559671305508e-08,3.759687998453169e-08,1.884254444664174e-08,3.786461453038635e-08,0.0014318149604178733,1.3655298385005811e-06,1.0881647091431992e-07,1.4339914481710097e-06,0.0014131428416087708,7.247453577914068e-07,3.1381989155308155e-12,2.9312666617540815e-09,1.0424853750660553e-05,3.887876010541596e-09,6.981981191674784e-09,3.258812339918567e-06,4.262099554166237e-07,2.639392401085062e-12,2.460732933704608e-07,-2.4136843533315542e-23,2.02121047991667e-06,2.692333487793877e-06,8.178276708437312e-08
2.922394701989364e-10,0.12990822726252158,0.0,0.0032162954064776745,0.031075119572837588,0.31795944706107604,0.34819051976578097,0.20701145890525952,0.09202290894581891,1.706085637721301e-29,3.8124380260298893e-13,0.0008667289816668684,8.008486951331005e-09,6.667252016447392e-21,2.8270997391549216e-19,3.461240245210753e-07,1.0998671901036005e-15,5.086989594664499e-13,1.2966544193561578e-20,8.078137354272715e-10,3.451792328531771e-09,8.334514090754578e-32,1.7097617197189816e-05,2.738403657954436e-21,3.284504980625641e-14,1.4441952511298687e-25,0.0008657430762198509,2.0334371426926822e-24,3.6080652543701084e-08,3.3445943751696304e-08,5.424536615809297e-06,4.989873948048845e-08,2.6324307899148532e-08,3.758148239457609e-08,1.8886982891715216e-08,3.784810915139777e-08,0.0014378030972019358,1.3711954277068847e-06,1.0873938050957001e-07,1.4397792075529952e-06,0.0014190226093680944,7.277198114718162e-07,3.16300032467513e-12,2.9675247548370366e-09,1.0484206719060342e-05,3.8799071568980444e-09,6.9865150345626716e-09,3.285203159239368e-06,4.308577807465243e-07,2.679619161668463e-12,2.4918545118566574e-07,3.050188491327749e-23,2.0379038079494155e-06,2.7156076624414485e-06,8.264257463746335e-08
