Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93)
1.2996715363533404e-11,0.06210963536780779,0.0,0.0015418527804789731,0.031075110263184432,0.31940958721156204,0.350484735174418,0.20701215423226266,0.09201812971302606,0.0,6.864090662540209e-33,4.8506629338071994e-11,3.1446452571969002e-31,0.0,2.2179175256085723e-47,4.92149620675058e-14,3.0023401619934366e-36,8.401384707452224e-30,7.298772067148323e-49,2.3743431621390947e-20,2.3973748848711e-23,1.2849493377098496e-78,8.765024866055504e-19,4.34856513573516e-53,5.6998041423314024e-34,1.7166686995972499e-59,4.849617646532656e-11,6.787248894924643e-54,6.582776669390294e-08,7.155761947099265e-08,4.598768661504284e-08,5.691661482808096e-08,4.327019349751196e-08,2.2866040284983193e-08,4.050967709795567e-11,1.2013569798555745e-10,2.0936976199777878e-15,2.407146299218386e-12,1.1857476111322483e-10,8.039595948260621e-11,2.1901525819561648e-17,2.2677759061682622e-08,9.351195763024332e-21,2.2524564325932073e-19,1.3941178915799561e-14
1.3095532213078567e-11,0.06210963536780779,0.0,0.0015418507275840444,0.031075110263184432,0.3194095864927931,0.3504847347423337,0.20701215375963294,0.09201812963746353,0.0,7.036087050765863e-33,4.887543574545978e-11,3.216937923704517e-31,0.0,2.321035260305178e-47,5.0350453443336265e-14,3.0946900273299996e-36,8.529625452617468e-30,7.466523481603295e-49,2.4105831693900746e-20,2.4156026374807113e-23,1.334546554208593e-78,8.831734678152474e-19,4.448510427570084e-53,5.875124123491366e-34,1.796481846177409e-59,4.886482332929424e-11,6.996028559515949e-54,6.590333865348253e-08,7.209973209255991e-08,4.634005821071492e-08,5.734833037527515e-08,4.357043294010579e-08,2.3039022280770255e-08,4.089279342098661e-11,1.2196302411716636e-10,2.125479719638367e-15,2.4622194655022804e-12,1.2036642772300797e-10,8.18503195301433e-11,2.2068047867481125e-17,2.285014928596248e-08,9.636718570597152e-21,2.338856164891975e-19,1.4153826520515685e-14
1.319434906262373e-11,0.06210963536780779,0.0,0.0015418486767998897,0.031075110263184432,0.31940958577403894,0.35048473431026483,0.20701215328741182,0.09201812956362902,0.0,7.211311585700285e-33,4.9244242152392895e-11,3.290330420978995e-31,0.0,2.428117551621454e-47,5.1503346483780756e-14,3.1891540516121884e-36,8.658837546540498e-30,7.636825746836443e-49,2.447097619938423e-20,2.433830389951589e-23,1.3856635884900946e-78,8.89844551326023e-19,4.549975500878571e-53,6.0544576182725855e-34,1.879363560082419e-59,4.923346898462437e-11,7.209588133111594e-54,6.597718278802365e-08,7.264181540234811e-08,4.6692471883607195e-08,5.778003040619832e-08,4.3870264324438997e-08,2.3211991137602292e-08,4.127596786516236e-11,1.2380404515171736e-10,2.157501189674839e-15,2.5181224778612795e-12,1.221712535296821e-10,8.331839547931372e-11,2.223456991525864e-17,2.3022539051005335e-08,9.928714686022506e-21,2.427883712676793e-19,1.4368081319571665e-14
1.3293165912168892e-11,0.06210963536780779,0.0,0.001541846628086491,0.031075110263184432,0.31940958505529954,0.35048473387821155,0.20701215281559862,0.09201812949148311,0.0,7.389809637540116e-33,4.961304855887137e-11,3.3648310603972594e-31,0.0,2.5392854091820187e-47,5.2673775621221564e-14,3.28576425384106e-36,8.789020989209553e-30,7.809698111141594e-49,2.483886513053411e-20,2.4520581422837704e-23,1.4383351050655346e-78,8.965157371503068e-19,4.652971823673189e-53,6.237865409229814e-34,1.9654075027649636e-59,4.9602113431320955e-11,7.428000017597809e-54,6.604933855730041e-08,7.318386940382938e-08,4.7044927636543455e-08,5.821171492197543e-08,4.4169688204944496e-08,2.3384946855796248e-08,4.165919609751654e-11,1.25658758907732e-10,2.189762029344914e-15,2.574861427601999e-12,1.2398923245598173e-10,8.480018978614986e-11,2.2401091962894218e-17,2.3194928357279457e-08,1.0227280643531582e-20,2.5195984215921012e-19,1.4583943260687485e-14
1.3391982761714054e-11,0.06210963536780779,0.0,0.0015418445814047324,0.031075110263184432,0.3194095843365749,0.35048473344617365,0.20701215234419282,0.09201812942098722,0.0,7.571627112852845e-33,4.998185496489521e-11,3.44044815352068e-31,0.0,2.654662591720561e-47,5.386187533558821e-14,3.384552893559502e-36,8.92017578061288e-30,7.985159822812138e-49,2.5209498480050508e-20,2.4702858944772907e-23,1.4925962915766846e-78,9.03187025300532e-19,4.757510863966184e-53,6.425408735495035e-34,2.0547094634877713e-59,4.997075666938799e-11,7.65133715900383e-54,6.611984451993175e-08,7.372589410046157e-08,4.7397425472175457e-08,5.86433839237203e-08,4.446870513529335e-08,2.3557889435660027e-08,4.204247393848778e-11,1.2752716320394815e-10,2.222262237906304e-15,2.632442403518679e-12,1.2582035842701268e-10,8.629570475401255e-11,2.256761401038788e-17,2.3367317205244294e-08,1.0532513675085022e-20,2.6140605187965084e-19,1.4801412291584292e-14
1.3490799611259217e-11,0.06210963536780779,0.0,0.0015418425367163782,0.031075110263184432,0.31940958361786503,0.3504847330141514,0.2070121518731939,0.0920181293521037,0.0,7.756810459559427e-33,5.035066137046444e-11,3.5171900120951027e-31,0.0,2.7743756483981744e-47,5.5067780154358567e-14,3.485552470849922e-36,9.052301920738725e-30,8.163230130141032e-49,2.558287624064078e-20,2.4885136465321858e-23,1.5484828627137936e-78,9.098584157891306e-19,4.863604089769473e-53,6.617149292772316e-34,2.14736739130398e-59,5.033939869882947e-11,7.879673047500053e-54,6.618873835396156e-08,7.426788949568878e-08,4.774996539298878e-08,5.907503741253582e-08,4.476731566839598e-08,2.373081887749272e-08,4.2425797356539995e-11,1.2940925585931863e-10,2.2550018146167223e-15,2.6908714918940584e-12,1.2766462537025013e-10,8.780494253896477e-11,2.2734136057739642e-17,2.3539705595350603e-08,1.0844511710010845e-20,2.7113311193070517e-19,1.5020488359984377e-14
1.358961646080438e-11,0.06210963536780779,0.0,0.0015418404939840564,0.031075110263184432,0.31940958289916993,0.3504847325821446,0.20701215140260126,0.09201812928479569,0.0,7.945406671913879e-33,5.071946777557906e-11,3.595064948050876e-31,0.0,2.898553960429687e-47,5.629162465256017e-14,3.5887957263319247e-36,9.185399409575343e-30,8.343928281420797e-49,2.5958998405019396e-20,2.506741398448492e-23,1.60603106413347e-78,9.165299086285375e-19,4.97126296909465e-53,6.813149233332675e-34,2.2434814272758984e-59,5.0708039519649405e-11,8.113081717396145e-54,6.625605687696843e-08,7.48098555929416e-08,4.81025474013083e-08,5.950667538951425e-08,4.506552035640345e-08,2.3903735181584784e-08,4.280916246297042e-11,1.3130503469301016e-10,2.2879807587338822e-15,2.7501547765002502e-12,1.295220272155369e-10,8.932790515495717e-11,2.290065810494954e-17,2.371209352804072e-08,1.1163373374642505e-20,2.811472232340107e-19,1.5241171413611167e-14
1.3688433310349542e-11,0.06210963536780779,0.0,0.0015418384531712345,0.031075110263184432,0.3194095821804896,0.35048473215015336,0.20701215093241443,0.09201812921902724,0.0,8.137463295479876e-33,5.108827418023911e-11,3.6740812735028816e-31,0.0,3.0273297830179937e-47,5.753354345277124e-14,3.694315641159991e-36,9.319468247110977e-30,8.527273524943523e-49,2.6337864965907787e-20,2.5249691502262447e-23,1.665277676376564e-78,9.232015038311863e-19,5.080498969952978e-53,7.013471166008915e-34,2.343153936932159e-59,5.107667913185181e-11,8.35163774713917e-54,6.632183606571646e-08,7.535179239563748e-08,4.8455171499303686e-08,5.99382978557374e-08,4.5363319750708665e-08,2.4076638348218264e-08,4.3192565506899145e-11,1.3321449752440245e-10,2.3211990695154995e-15,2.8102983385996115e-12,1.3139255789508161e-10,9.08645944788316e-11,2.3067180152017586e-17,2.3884481003748685e-08,1.1489197991957148e-20,2.9145467676489843e-19,1.546346140018915e-14
1.3787250159894705e-11,0.06210963536780779,0.0,0.0015418364142422043,0.031075110263184432,0.319409581461824,0.35048473171817757,0.20701215046263277,0.09201812915476322,0.0,8.333028432104332e-33,5.1457080584444595e-11,3.754247300750567e-31,0.0,3.160838287596393e-47,5.87936712251219e-14,3.802145437021172e-36,9.454508433333887e-30,8.713285109000865e-49,2.6719475916034245e-20,2.5431969018654797e-23,1.7262600187860525e-78,9.298732014095116e-19,5.1913235603554e-53,7.21817815619051e-34,2.446489542963271e-59,5.1445317535440665e-11,8.595416259311736e-54,6.63861110753572e-08,7.589369990718083e-08,4.8807837688994487e-08,6.036990481227683e-08,4.566071440194755e-08,2.4249528377666948e-08,4.357600287043394e-11,1.3513764217308724e-10,2.3546567462192907e-15,2.871308256945619e-12,1.3327621134345673e-10,9.241501225514978e-11,2.3233702198943807e-17,2.4056868022900488e-08,1.1822085581213957e-20,3.0206185418581887e-19,1.568735826744387e-14
1.3886067009439867e-11,0.06210963536780779,0.0,0.00154183437716206,0.031075110263184432,0.3194095807431731,0.35048473128621727,0.20701214999325576,0.09201812909196923,0.0,8.532150744888e-33,5.182588698819552e-11,3.835571342277971e-31,0.0,3.299217604378909e-47,6.007214268729525e-14,3.912318576132759e-36,9.590519968232324e-30,8.901982281884043e-49,2.710383124813378e-20,2.561424653366232e-23,1.7890159534249219e-78,9.36545001375949e-19,5.303748208312522e-53,7.427333725818445e-34,2.5535951581555375e-59,5.181395473041998e-11,8.844492920630103e-54,6.644891625819297e-08,7.643557813096355e-08,4.916054597225523e-08,6.08014962601942e-08,4.595770486000038e-08,2.4422405270196564e-08,4.395947106400398e-11,1.3707446645886728e-10,2.3883537881029725e-15,2.9331906077837408e-12,1.351729814975967e-10,9.397916010085228e-11,2.3400224245728234e-17,2.4229254585914196e-08,1.2162136857592685e-20,3.1297522847943615e-19,1.5912861963101897e-14
1.398488385898503e-11,0.06210963536780779,0.0,0.0015418323418966821,0.031075110263184432,0.319409580024537,0.35048473085427256,0.20701214952428285,0.09201812903061175,0.0,8.73487946315308e-33,5.219469339149192e-11,3.918061710753756e-31,0.0,3.4426088652186035e-47,6.136909260452848e-14,4.024868761239978e-36,9.727502851794547e-30,9.093384291883846e-49,2.749093095494799e-20,2.5796524047285382e-23,1.853583888994051e-78,9.432169037429351e-19,5.417784381834637e-53,7.641001853380079e-34,2.664580018563381e-59,5.2182590716793764e-11,9.098943941942339e-54,6.651028518201182e-08,7.69774270703652e-08,4.9513296350820205e-08,6.12330722005414e-08,4.625429167399288e-08,2.4595269026064983e-08,4.434296672185675e-11,1.3902496820175548e-10,2.422290194424265e-15,2.995951464852303e-12,1.370828622967966e-10,9.555703950975442e-11,2.3566746292370885e-17,2.440164069320018e-08,1.2509453231832324e-20,3.242013645813907e-19,1.6139972434890778e-14
1.4083700708530192e-11,0.06210963536780779,0.0,0.0015418303084127189,0.031075110263184432,0.3194095793059157,0.3504847304223433,0.20701214905571347,0.09201812897065795,0.0,8.941264387407875e-33,5.2563499794333795e-11,4.001726719031238e-31,0.0,3.5911562467738817e-47,6.268465578961382e-14,4.139829935613667e-36,9.865457084008815e-30,9.28751038729063e-49,2.7880775029224937e-20,2.597880155952433e-23,1.920002784750092e-78,9.498889085229064e-19,5.533443548931701e-53,7.859246973904015e-34,2.7795557169200283e-59,5.255122549456602e-11,9.358846078226435e-54,6.657025064800364e-08,7.751924672875317e-08,4.9866088826288217e-08,6.166463263436083e-08,4.655047539229746e-08,2.476811964552238e-08,4.4726486597712495e-11,1.4098914522197396e-10,2.4564659644408887e-15,3.0595968993833674e-12,1.3900584768270998e-10,9.714865185688456e-11,2.3733268338871783e-17,2.4574026345161248e-08,1.2864136809869916e-20,3.3574692001272783e-19,1.636868963053905e-14
1.4182517558075355e-11,0.06210963536780779,0.0,0.0015418282766775674,0.031075110263184432,0.3194095785873091,0.3504847299904296,0.20701214858754707,0.09201812891207581,0.0,9.151355894308477e-33,5.293230619672118e-11,4.086574680148417e-31,0.0,3.745007013982765e-47,6.401896710289984e-14,4.257236283047968e-36,1.0004382664863392e-29,9.484379816394313e-49,2.8273363463719065e-20,2.6161079070379524e-23,1.9883121544233552e-78,9.565610157282992e-19,5.650737177613351e-53,8.08213397895495e-34,2.898636236286588e-59,5.2919859063740734e-11,9.624276628588453e-54,6.662884470826727e-08,7.806103710948326e-08,5.0218923400127e-08,6.20961775626855e-08,4.684625656253446e-08,2.4940957128811385e-08,4.511002756057057e-11,1.429669953399532e-10,2.490881097410564e-15,3.1241329801035917e-12,1.4094193159934745e-10,9.87539984026702e-11,2.389979038523095e-17,2.4746411542192834e-08,1.32262903924795e-20,3.476186455119961e-19,1.6599013497776142e-14
1.4281334407620517e-11,0.06210963536780779,0.0,0.0015418262466593588,0.031075110263184432,0.3194095778687172,0.3504847295585314,0.2070121481197832,0.09201812885483397,0.0,9.365204941617509e-33,5.3301112598654076e-11,4.1726139073280015e-31,0.0,3.904311563845151e-47,6.537216145229233e-14,4.377122227858009e-36,1.0144279594346537e-29,9.684011827484381e-49,2.8668696251191036e-20,2.6343356579851322e-23,2.0585520701356896e-78,9.632332253715522e-19,5.769676735888898e-53,8.309728216628542e-34,3.0219379839394873e-59,5.3288491424321914e-11,9.895313436260646e-54,6.668609868291766e-08,7.860279821589954e-08,5.057180007367773e-08,6.252770698653937e-08,4.71416357315733e-08,2.5113781476167283e-08,4.5493586590662506e-11,1.4495851637633123e-10,2.5255355925910133e-15,3.1895657732351125e-12,1.428911079930747e-10,1.0037308029697732e-10,2.4066312431448413e-17,2.4918796284683185e-08,1.3596017474911234e-20,3.598233856670133e-19,1.6830943984332408e-14
1.438015125716568e-11,0.06210963536780779,0.0,0.0015418242183269403,0.031075110263184432,0.3194095771501401,0.35048472912664863,0.20701214765242118,0.09201812879890184,0.0,9.582863073159955e-33,5.366991900013251e-11,4.259852713977446e-31,0.0,4.06922346951304e-47,6.67443737932554e-14,4.499522434877585e-36,1.0285147872446519e-29,9.886425668849897e-49,2.906677338440762e-20,2.652563408794007e-23,2.1307631663183645e-78,9.699055374651024e-19,5.89027369176732e-53,8.54209549154628e-34,3.1495798254962922e-59,5.365712257631356e-11,1.0172034888599609e-53,6.674204317680235e-08,7.914453005133498e-08,5.0924718848159095e-08,6.295922090693753e-08,4.7436613445533694e-08,2.5286592687818178e-08,4.5877160775546644e-11,1.4696370615195273e-10,2.560429449239962e-15,3.255901342496398e-12,1.448533708126112e-10,1.0200589858300823e-10,2.423283447752419e-17,2.5091180573013468e-08,1.3973422246530644e-20,3.723680795463004e-19,1.7064481037939088e-14
1.4478968106710842e-11,0.06210963536780779,0.0,0.0015418221916498583,0.031075110263184432,0.3194095764315778,0.35048472869478137,0.20701214718546052,0.09201812874424957,0.0,9.804382423776043e-33,5.4038725401156485e-11,4.348299413688976e-31,0.0,4.239899524688735e-47,6.813573912881247e-14,4.62447180945685e-36,1.0426987499151603e-29,1.0091640588779481e-48,2.946759485614165e-20,2.670791159464612e-23,2.2049866436299536e-78,9.765779520213885e-19,6.012539513257279e-53,8.77930206485034e-34,3.28168311927988e-59,5.402575251971969e-11,1.0454519917084412e-53,6.679670809583635e-08,7.968623261911135e-08,5.1277679724671446e-08,6.339071932488632e-08,4.77311902497868e-08,2.545939076398515e-08,4.62607473063394e-11,1.4898256248786842e-10,2.5955626666151334e-15,3.3231457491031286e-12,1.4682871400902844e-10,1.0365245420106232e-10,2.4399356523458314e-17,2.526356440755798e-08,1.4358609590458013e-20,3.852597613301839e-19,1.7299624606328268e-14
1.4577784956256005e-11,0.06210963536780779,0.0,0.001541820166598343,0.031075110263184432,0.31940957571303014,0.3504847282629297,0.20701214671890072,0.09201812869084784,0.0,1.0029815724271262e-32,5.440753180172602e-11,4.4379623202396185e-31,0.0,4.416499788331001e-47,6.954639250954736e-14,4.752005497460008e-36,1.0569798474450062e-29,1.0299675835561318e-48,2.9871160659171795e-20,2.6890189099969837e-23,2.281264272874212e-78,9.832504690528489e-19,6.136485668367104e-53,9.021414654198448e-34,3.4183717509209923e-59,5.439438125454427e-11,1.0742847997314733e-53,6.685012266296377e-08,8.022790592253987e-08,5.163068270420076e-08,6.382220224138359e-08,4.802536668895639e-08,2.5632175704882393e-08,4.664434347407841e-11,1.5101508320533407e-10,2.630935243974255e-15,3.391305051769059e-12,1.4881713153574817e-10,1.0531274799216531e-10,2.4565878569250797e-17,2.543594778868427e-08,1.4751685083207932e-20,3.985055609415674e-19,1.753637463723286e-14
1.4676601805801167e-11,0.06210963536780779,0.0,0.0015418181431432934,0.031075110263184432,0.3194095749944973,0.35048472783109347,0.20701214625274117,0.09201812863866819,0.0,1.0259216306363454e-32,5.477633820184115e-11,4.528849747591233e-31,0.0,4.5991876296691855e-47,7.09764690336053e-14,4.882158885262988e-36,1.0713580798330164e-29,1.051055065748317e-48,3.027747078628258e-20,2.7072466603911565e-23,2.359638398917964e-78,9.899230885719223e-19,6.262123625104805e-53,9.268500433758762e-34,3.5597721681991345e-59,5.476300878079133e-11,1.1037099149009003e-53,6.690231543375504e-08,8.076954996492103e-08,5.198372778762235e-08,6.425366965741887e-08,4.83191433069201e-08,2.5804947510717385e-08,4.702794666621291e-11,1.5306126612581e-10,2.6665471805750544e-15,3.4603853067068863e-12,1.5081861734854098e-10,1.0698678070157099e-10,2.4732400614901674e-17,2.5608330716753314e-08,1.5152754994328992e-20,4.121127046763716e-19,1.7774731078386565e-14
1.477541865534633e-11,0.06210963536780779,0.0,0.0015418161212562619,0.031075110263184432,0.3194095742759792,0.3504847273992727,0.20701214578698132,0.09201812858768266,0.0,1.0492638107627053e-32,5.514514460150187e-11,4.6209700098905375e-31,0.0,4.788129773525299e-47,7.242610384669393e-14,5.0149675997511396e-36,1.0858334470780186e-29,1.0724284302832364e-48,3.06865252302642e-20,2.725474410647166e-23,2.440151944608978e-78,9.965958105910479e-19,6.38946485147806e-53,9.520627034204712e-34,3.706013416121841e-59,5.513163509846487e-11,1.1337353936002538e-53,6.695331431164795e-08,8.131116474954514e-08,5.233681497570456e-08,6.468512157397356e-08,4.861252064681051e-08,2.597770618169106e-08,4.741155436321701e-11,1.5512110907095994e-10,2.7023984756752588e-15,3.530392567629116e-12,1.5283316540552474e-10,1.0867455298214004e-10,2.4898922660410956e-17,2.5780713192119648e-08,1.55619262860436e-20,4.2608851583364277e-19,1.8014693877523864e-14
1.4874235504891492e-11,0.06210963536780779,0.0,0.001541814100909438,0.031075110263184432,0.3194095735574758,0.35048472696746746,0.2070121453216207,0.09201812853786402,0.0,1.0730135676434473e-32,5.551395100070821e-11,4.714331421469146e-31,0.0,4.98349634594404e-47,7.389543214208432e-14,5.1504675083169223e-36,1.1004059491788399e-29,1.094089601989579e-48,3.1098323983912463e-20,2.743702160765048e-23,2.522848414693852e-78,1.0032686351226654e-18,6.518520815494227e-53,9.777862542709897e-34,3.857227172242291e-59,5.550026020756889e-11,1.16436934662457e-53,6.70031465628406e-08,8.185275027969241e-08,5.268994426911239e-08,6.511655799202119e-08,4.8905499251016345e-08,2.615045171799791e-08,4.7795164135321435e-11,1.57194609862651e-10,2.7384891285325994e-15,3.6013328857489293e-12,1.5486076966716306e-10,1.1037606539760034e-10,2.5065444705778678e-17,2.5953095215131517e-08,1.597930661288798e-20,4.404404153453304e-19,1.8256262982380003e-14
1.4973052354436655e-11,0.06210963536780779,0.0,0.0015418120820756354,0.031075110263184432,0.3194095728389872,0.3504847265356778,0.2070121448566587,0.0920181284891856,0.0,1.0971764176894629e-32,5.5882757399460175e-11,4.808942296843588e-31,0.0,5.185460920130774e-47,7.538458916061202e-14,5.288694718857589e-36,1.1150755861343086e-29,1.1160405056959908e-48,3.151286704002865e-20,2.7619299107448357e-23,2.6077718997358893e-78,1.0099415621792138e-18,6.649302985160334e-53,1.0040275502942935e-33,4.013547782215274e-59,5.5868884108107374e-11,1.1956199391802001e-53,6.705183883084414e-08,8.239430655863321e-08,5.3043115668410825e-08,6.55479789125274e-08,4.919807966118363e-08,2.6323184119826164e-08,4.817877363935976e-11,1.592817663229522e-10,2.774819138404807e-15,3.6732123097810456e-12,1.569014240962638e-10,1.1209131842569289e-10,2.523196675100486e-17,2.6125476786131014e-08,1.6405004321352278e-20,4.551759224057343e-19,1.8499438340690938e-14
1.5071869203981817e-11,0.06210963536780779,0.0,0.001541810064728277,0.031075110263184432,0.31940957212051324,0.3504847261039036,0.20701214439209484,0.0920181284416214,0.0,1.1217579393788634e-32,5.625156379775778e-11,4.904810950715347e-31,0.0,5.394200562697451e-47,7.689371019067802e-14,5.42968557977288e-36,1.1298423579432522e-29,1.138283066231075e-48,3.193015439141945e-20,2.780157660586566e-23,2.6949670800329856e-78,1.0166145917731333e-18,6.781822828483088e-53,1.0307934915062332e-33,4.17511229559151e-59,5.623750680008434e-11,1.2274953908846294e-53,6.709941715070331e-08,8.293583358962828e-08,5.339632917406815e-08,6.597938433645032e-08,4.9490262418216846e-08,2.649590338735793e-08,4.8562380615725036e-11,1.6138257627413448e-10,2.811388504549614e-15,3.746036885942592e-12,1.5895512265797733e-10,1.1382031246120728e-10,2.539848879608952e-17,2.6297857905454228e-08,1.683912844952083e-20,4.703026551006208e-19,1.8744219900193332e-14
1.517068605352698e-11,0.06210963536780779,0.0,0.0015418080488413808,0.031075110263184432,0.31940957140205406,0.35048472567214484,0.2070121439279285,0.09201812839514595,0.0,1.1467637737502707e-32,5.662037019560106e-11,5.001945697970887e-31,0.0,5.609895880216472e-47,7.842293056824985e-14,5.573476679962703e-36,1.1447062646044993e-29,1.1608192084233916e-48,3.235018603089685e-20,2.7983854102902736e-23,2.7844792295355026e-78,1.0232877239168636e-18,6.916091813468868e-53,1.0580910235711358e-33,4.342060501850307e-59,5.6606128283503786e-11,1.2600039757662878e-53,6.71459069628922e-08,8.347733137592895e-08,5.374958478645921e-08,6.641077426474061e-08,4.9782048062280034e-08,2.6668609520769303e-08,4.894598288543287e-11,1.634970375386697e-10,2.848197226224754e-15,3.81981265795397e-12,1.6102185931979557e-10,1.1556304781891065e-10,2.556501084103269e-17,2.6470238573431354e-08,1.7281788726712607e-20,4.85828331036008e-19,1.8990607608624554e-14
1.5269502903072142e-11,0.06210963536780779,0.0,0.0015418060343895474,0.031075110263184432,0.3194095706836096,0.3504847252404016,0.20701214346415925,0.09201812834973441,0.0,1.1721996248958244e-32,5.698917659299001e-11,5.100354853681682e-31,0.0,5.832731066082472e-47,7.99723856768625e-14,5.7201048488248346e-36,1.159667306116878e-29,1.1836508571014563e-48,3.277296195127804e-20,2.816613159855993e-23,2.8763542197641537e-78,1.029960958622845e-18,7.052121408123734e-53,1.0859271378012923e-33,4.514534966670556e-59,5.697474855836971e-11,1.2931540222643657e-53,6.719133312689259e-08,8.401879992077731e-08,5.41028825058684e-08,6.68421486983417e-08,5.0073437132798016e-08,2.6841302520230522e-08,4.9329578347287665e-11,1.6562514793923003e-10,2.8852453026879616e-15,3.894545667039701e-12,1.6310162805154997e-10,1.1731952473637363e-10,2.5731532885834383e-17,2.6642618790386848e-08,1.77330955731217e-20,5.017607679666213e-19,1.9238601413722593e-14
1.5368319752617305e-11,0.06210963536780779,0.0,0.001541804021347945,0.031075110263184432,0.31940956996517994,0.3504847248086738,0.2070121430007864,0.09201812830536246,0.0,1.1980712604539128e-32,5.7357982989924664e-11,5.200046733104241e-31,0.0,6.062893947682055e-47,8.154221094761947e-14,5.8696071562525984e-36,1.1747254824792167e-29,1.2067799370937432e-48,3.319848214538537e-20,2.834840909283759e-23,2.970638523727878e-78,1.0366342959035171e-18,7.18992308045341e-53,1.1143088711564424e-33,4.692681068440076e-59,5.734336762468612e-11,1.326953913228629e-53,6.723571993446225e-08,8.456023922740655e-08,5.445622233249271e-08,6.727350763818994e-08,5.0364430168457474e-08,2.701398238590608e-08,4.971316497514767e-11,1.6776690529868757e-10,2.922532733196973e-15,3.97024195192932e-12,1.6519442282541045e-10,1.1908974337669744e-10,2.5898054930494632e-17,2.6814998556639548e-08,1.819316009945809e-20,5.18107884424018e-19,1.9488201263226094e-14
1.5467136602162467e-11,0.06210963536780779,0.0,0.0015418020096922991,0.031075110263184432,0.31940956924676495,0.35048472437696154,0.20701214253780956,0.09201812826200641,0.0,1.2243845121016263e-32,5.772678938640502e-11,5.301029651680151e-31,0.0,6.300576033871443e-47,8.313254185919392e-14,6.022020912632569e-36,1.1898807936903443e-29,1.2302083732286827e-48,3.362674660604618e-20,2.853068658573606e-23,3.0673792198417287e-78,1.04330773577132e-18,7.329508298463307e-53,1.143243306243265e-33,4.876647035003297e-59,5.7711985482457004e-11,1.3614120859192325e-53,6.727909112260013e-08,8.510164929904096e-08,5.4809604266444615e-08,6.770485108521465e-08,5.0655027707208075e-08,2.7186649117954904e-08,5.0096740815286245e-11,1.6992230744011343e-10,2.960059517009525e-15,4.046907548858212e-12,1.6730023761588387e-10,1.2087370383114453e-10,2.606457697501346e-17,2.6987377872502814e-08,1.8662094106588444e-20,5.348777003443815e-19,1.9739407104874333e-14
1.556595345170763e-11,0.06210963536780779,0.0,0.0015417999993988757,0.031075110263184432,0.31940956852836466,0.35048472394526475,0.20701214207522814,0.09201812821964304,0.0,1.2511452760469364e-32,5.809559578243111e-11,5.403311925036092e-31,0.0,6.545972562762048e-47,8.474351393782952e-14,6.177383668842249e-36,1.2051332397490901e-29,1.2539380903346614e-48,3.405775532609275e-20,2.87129640772557e-23,3.1666239958447387e-78,1.0499812782386943e-18,7.470888530158504e-53,1.1727375713148626e-33,5.066583980647246e-59,5.808060213168637e-11,1.3965370320065353e-53,6.732146988621576e-08,8.564303013889633e-08,5.516302830775478e-08,6.813617904033847e-08,5.094523028626364e-08,2.735930271653041e-08,5.0480303983845315e-11,1.720913521867775e-10,2.997825653383357e-15,4.12454849156849e-12,1.6941906639981267e-10,1.2267140612167783e-10,2.623109901939088e-17,2.7159756738284615e-08,1.9140010085177156e-20,5.520783376959873e-19,1.9992218886407153e-14
1.5664770301252792e-11,0.06210963536780779,0.0,0.0015417979904444735,0.031075110263184432,0.3194095678099792,0.35048472351358345,0.20701214161304154,0.09201812817824971,0.0,1.2783595135205974e-32,5.846440217800293e-11,5.5069018689838785e-31,0.0,6.799282549813977e-47,8.637526275734156e-14,6.335733216247763e-36,1.2204828206542827e-29,1.2779710132400241e-48,3.4491508298362274e-20,2.889524156739687e-23,3.268421152717817e-78,1.0566549233180798e-18,7.614075243543754e-53,1.2027988402702507e-33,5.262645943325897e-59,5.844921757237822e-11,1.4323372975709157e-53,6.73628788905088e-08,8.618438175017994e-08,5.55164944563748e-08,6.85674915044774e-08,5.123503844210327e-08,2.7531943181780682e-08,5.086385266437815e-11,1.7427403736214772e-10,3.0358311415762077e-15,4.203170811309852e-12,1.7155090315637333e-10,1.2448285020340976e-10,2.639762106362693e-17,2.7332135154287683e-08,1.9627021215327418e-20,5.697180211063354e-19,2.0246636555565e-14
