Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93)
4.8317619600524556e-09,0.06210963536780779,0.0,0.0014858260736123478,0.031075110263184432,0.3193864249086395,0.3504748152701906,0.20700389537864436,0.09202607537683903,0.0,3.35466532613497e-23,1.8032881939318893e-08,2.943009797925759e-23,0.0,5.343673088669544e-32,2.5675352584600035e-06,5.242645577128642e-26,1.160988748646577e-24,3.749445520162811e-41,3.1595335187464247e-15,8.911327655457368e-21,9.121909866501939e-66,8.21344640828087e-16,2.2337594689546883e-45,9.78471397555938e-24,4.1355443888639534e-44,1.6662461180187875e-08,1.2578599950239354e-43,6.73910770927477e-08,1.2143210990504606e-05,1.4489731200473353e-05,9.95883645932514e-06,2.5490678951812963e-07,1.4888175581448149e-06,3.0105736155781e-09,1.4174561133090282e-06,2.7218000320966094e-10,6.484085782155243e-06,1.7218064143674693e-06,2.570248334455147e-07,8.14279021014827e-15,7.954984914475527e-06,9.032016507330267e-12,1.1490083188153363e-07,1.3186792164974709e-09
4.835406531252858e-09,0.06210963536780779,0.0,0.001485800903114944,0.031075110263184432,0.31938641281666647,0.35047481255457036,0.2070038894850755,0.09202608385379915,0.0,3.355809915400819e-23,1.8046483902624864e-08,2.952019884054556e-23,0.0,5.36753152620116e-32,2.5716621574966524e-06,5.258124883766146e-26,1.162740742520492e-24,3.7579358428497393e-41,3.1642060086357145e-15,8.918048414513429e-21,9.156362365122234e-66,8.229136675611216e-16,2.23881755251899e-45,9.813473355608573e-24,4.154008407600142e-44,1.6674048945293557e-08,1.26162985016299e-43,6.73895997360279e-08,1.2146744682089773e-05,1.449439566298594e-05,9.961538477613044e-06,2.549024195412926e-07,1.488839535480703e-06,3.0098175680320037e-09,1.4176945835210556e-06,2.725804677413821e-10,6.490378170430147e-06,1.7238096533597877e-06,2.5684774820874053e-07,8.148933563761304e-15,7.96059097062013e-06,9.047461918084169e-12,1.151926991120133e-07,1.320485293808483e-09
4.83905110245326e-09,0.06210963536780779,0.0,0.0014857757457435229,0.031075110263184432,0.31938640072918595,0.35047480984265733,0.20700388359171082,0.09202609233101129,0.0,3.356953137865589e-23,1.80600858658255e-08,2.961053819920042e-23,0.0,5.391478103716006e-32,2.575791711847477e-06,5.273637900545181e-26,1.1644940571532513e-24,3.766438972022562e-41,3.1688817899693007e-15,8.924769172057133e-21,9.19091888032531e-66,8.24485432037173e-16,2.2438832652657305e-45,9.842294878497748e-24,4.172540635849186e-44,1.6685635310384213e-08,1.265408124496183e-43,6.738812351773369e-08,1.2150273974269306e-05,1.4499055046031018e-05,9.96423678865211e-06,2.548980518666493e-07,1.4888613924137565e-06,3.009062495875099e-09,1.417932470500901e-06,2.7298121152842555e-10,6.496670591442818e-06,1.7258134689076598e-06,2.566710195181112e-07,8.155076921709856e-15,7.966196331423065e-06,9.062919746972001e-12,1.1548505519098273e-07,1.3222924857189283e-09
4.842695673653662e-09,0.06210963536780779,0.0,0.0014857506014835076,0.031075110263184432,0.3193863886461925,0.3504748071344467,0.20700387769855025,0.09202610080847447,0.0,3.3580949975959917e-23,1.8073687828920934e-08,2.9701116608096816e-23,0.0,5.415513078556251e-32,2.5799239194729117e-06,5.289184674333396e-26,1.1662486925444866e-24,3.7749549173295305e-41,3.1735608623388303e-15,8.931489928088481e-21,9.225579647446926e-66,8.260599379086147e-16,2.2489566129421808e-45,9.871178629170953e-24,4.1911412727536007e-44,1.669722027562941e-08,1.269194830355694e-43,6.738664843606847e-08,1.2153798872528566e-05,1.4503709354958807e-05,9.966931397306858e-06,2.5489368649166557e-07,1.4888831293034978e-06,3.0083083974414615e-09,1.4181697755855316e-06,2.733822345383672e-10,6.5029630444931075e-06,1.7278178597482548e-06,2.564946464150375e-07,8.161220284002391e-15,7.971800996617282e-06,9.078390156386011e-12,1.1577790049290089e-07,1.324100792075879e-09
4.846340244854064e-09,0.06210963536780779,0.0,0.0014857254703203309,0.031075110263184432,0.319386376567681,0.3504748044299336,0.20700387180559363,0.09202610928618768,0.0,3.3592354986446474e-23,1.808728979191131e-08,2.979193462117238e-23,0.0,5.439636708613886e-32,2.5840587783336545e-06,5.304765252024884e-26,1.168004648693829e-24,3.783483688418888e-41,3.17824322533579e-15,8.938210682607485e-21,9.260344902177484e-66,8.276371888289684e-16,2.2540376012956064e-45,9.900124692616906e-24,4.20981051788135e-44,1.6708803841198694e-08,1.2729899800820855e-43,6.738517448923813e-08,1.2157319382345865e-05,1.4508358595120004e-05,9.969622308435454e-06,2.548893234138097e-07,1.4889047465080528e-06,3.0075552710674478e-09,1.4184065001090444e-06,2.737835367387865e-10,6.50925552888345e-06,1.7298228246210307e-06,2.563186279437121e-07,8.167363650647388e-15,7.977404965935717e-06,9.093872980620015e-12,1.1607123539244216e-07,1.325910212726473e-09
4.849984816054466e-09,0.06210963536780779,0.0,0.0014857003522394364,0.031075110263184432,0.31938636449364616,0.35047480172911316,0.20700386591284087,0.09202611776414993,0.0,3.3603746450501315e-23,1.8100891754796786e-08,2.988299279342914e-23,0.0,5.463849252331455e-32,2.588196286390673e-06,5.320379680540179e-26,1.1697619256009104e-24,3.7920252949388724e-41,3.182928878551513e-15,8.944931435614151e-21,9.295214880562277e-66,8.292171884529005e-16,2.2591262360732697e-45,9.929133153868953e-24,4.2285485712264047e-44,1.6720386007261578e-08,1.2767935860243033e-43,6.738370167545122e-08,1.2160835509192451e-05,1.4513002771865111e-05,9.97230952688973e-06,2.548849626305513e-07,1.4889262443841542e-06,3.0068031150909617e-09,1.4186426454026734e-06,2.741851180972671e-10,6.515548043918857e-06,1.7318283622677345e-06,2.5614296315110514e-07,8.173507021653334e-15,7.98300823911131e-06,9.10936837779939e-12,1.1636506026384473e-07,1.327720747517915e-09
4.853629387254868e-09,0.06210963536780779,0.0,0.001485675247226277,0.031075110263184432,0.3193863524240828,0.35047479903198064,0.20700386002029186,0.09202612624236019,0.0,3.361512440837034e-23,1.811449371757749e-08,2.997429168093475e-23,0.0,5.488150968702788e-32,2.5923364416052145e-06,5.336028006826242e-26,1.1715205232653628e-24,3.800579746537715e-41,3.1876178215771723e-15,8.951652187108482e-21,9.330189819001769e-66,8.307999404362191e-16,2.2642225230224283e-45,9.95820409800505e-24,4.2473556332093103e-44,1.673196677398757e-08,1.2806056605396733e-43,6.738222999291882e-08,1.2164347258532553e-05,1.4517641890545042e-05,9.974993057515164e-06,2.548806041393616e-07,1.488947623287145e-06,3.006051927851893e-09,1.4188782127947935e-06,2.745869785813965e-10,6.521840588906896e-06,1.7338344714323991e-06,2.559676510869578e-07,8.179650397028728e-15,7.988610815876984e-06,9.124876186500279e-12,1.166593754815536e-07,1.3295323962974738e-09
4.85727395845527e-09,0.06210963536780779,0.0,0.0014856501552663161,0.031075110263184432,0.3193863403589859,0.35047479633853107,0.2070038541279465,0.09202613472081753,0.0,3.36264889001602e-23,1.812809568025358e-08,3.0065831840823826e-23,0.0,5.512542117273732e-32,2.5964792419388077e-06,5.351710277856433e-26,1.1732804416868175e-24,3.809147052863641e-41,3.1923100540037874e-15,8.958372937090487e-21,9.36526995425186e-66,8.32385448435871e-16,2.2693264678903355e-45,9.987337610147736e-24,4.266231904677758e-44,1.6743546141546142e-08,1.2844262159939008e-43,6.738075943985457e-08,1.2167854635823359e-05,1.4522275956510494e-05,9.977672905150911e-06,2.548762479377137e-07,1.4889688835709865e-06,3.005301707692024e-09,1.4191132036109236e-06,2.749891181587661e-10,6.528133163157689e-06,1.7358411508613478e-06,2.557926908037775e-07,8.185793776782078e-15,7.994212695965666e-06,9.140396560548606e-12,1.169541814195861e-07,1.3313451589124855e-09
4.8609185296556725e-09,0.06210963536780779,0.0,0.0014856250763450273,0.031075110263184432,0.31938632829835,0.35047479364875955,0.20700384823580467,0.0920261431995209,0.0,3.363783996583883e-23,1.8141697642825183e-08,3.015761383129927e-23,0.0,5.537022958142896e-32,2.600624685353271e-06,5.367426540630526e-26,1.175041680864906e-24,3.8177272235648694e-41,3.197005575422218e-15,8.965093685560172e-21,9.400455523424145e-66,8.33973716109939e-16,2.2744380764242412e-45,1.0016533775464091e-23,4.2851775869071526e-44,1.6755124110106752e-08,1.2882552647610695e-43,6.737929001447478e-08,1.217135764651505e-05,1.4526904975112503e-05,9.980349074629795e-06,2.548718940230825e-07,1.4889900255882582e-06,3.0045524529548516e-09,1.419347619173733e-06,2.753915367969713e-10,6.5344257659838904e-06,1.7378483993031874e-06,2.556180813568318e-07,8.19193716092191e-15,7.999813879110278e-06,9.155929342840374e-12,1.1724947845215788e-07,1.3331590352103497e-09
4.864563100856075e-09,0.06210963536780779,0.0,0.0014856000104478933,0.031075110263184432,0.31938631624217023,0.35047479096266143,0.20700384234386635,0.09202615167846938,0.0,3.3649177645236004e-23,1.815529960529245e-08,3.024963821163359e-23,0.0,5.561593751962376e-32,2.6047727698107256e-06,5.38317684217466e-26,1.1768042407992608e-24,3.8263202682896097e-41,3.2017043854231698e-15,8.971814432517547e-21,9.435746763986192e-66,8.355647471176383e-16,2.279557354371389e-45,1.0045792679165727e-23,4.304192881601177e-44,1.6766700679838842e-08,1.2920928192236377e-43,6.737782171499827e-08,1.217485629605079e-05,1.4531528951701848e-05,9.983021570778337e-06,2.548675423929442e-07,1.4890110496901658e-06,3.0038041619860878e-09,1.4195814608030453e-06,2.757942344636111e-10,6.540718396700685e-06,1.739856215508812e-06,2.5544382180414307e-07,8.198080549456753e-15,8.005414365043727e-06,9.171474682860781e-12,1.1754526695306542e-07,1.3349740250385322e-09
4.868207672056477e-09,0.06210963536780779,0.0,0.0014855749575604083,0.031075110263184432,0.31938630419044106,0.3504747882802318,0.20700383645213133,0.09202616015766192,0.0,3.366050197804394e-23,1.816890156765552e-08,3.0341905542170193e-23,0.0,5.586254759938488e-32,2.608923493273594e-06,5.398961229541364e-26,1.1785681214895133e-24,3.834926196686069e-41,3.206406483597188e-15,8.978535177962615e-21,9.471143913761805e-66,8.371585451193145e-16,2.2846843074790197e-45,1.0075114406508745e-23,4.3232779908923664e-44,1.6778275850911824e-08,1.2959388917724396e-43,6.737635453964648e-08,1.2178350589866762e-05,1.453614789162962e-05,9.985690398416737e-06,2.5486319304477684e-07,1.489031956226545e-06,3.0030568331329006e-09,1.4198147298158415e-06,2.761972111262889e-10,6.54701105462577e-06,1.7418645982314e-06,2.5526991120648337e-07,8.204223942395148e-15,8.011014153498924e-06,9.187032427857062e-12,1.1784154729629479e-07,1.3367901282445631e-09
4.871852243256879e-09,0.06210963536780779,0.0,0.0014855499176680755,0.031075110263184432,0.31938629214315756,0.3504747856014659,0.20700383056059954,0.09202616863709756,0.0,3.36718130038178e-23,1.818250352991454e-08,3.0434416384324686e-23,0.0,5.61100624383251e-32,2.6130768537046105e-06,5.41477974980951e-26,1.1803333229352956e-24,3.8435450184024455e-41,3.211111869534665e-15,8.985255921895387e-21,9.50664721093129e-66,8.387551137764392e-16,2.2898189414943702e-45,1.0104499042793721e-23,4.342433117342671e-44,1.6789849623495094e-08,1.2997934948066799e-43,6.737488848664351e-08,1.2181840533392153e-05,1.4540761800246582e-05,9.988355562358915e-06,2.548588459760604e-07,1.4890527455458647e-06,3.0023104647449852e-09,1.4200474275262672e-06,2.766004667526115e-10,6.5533037390793455e-06,1.7438735462264141e-06,2.550963486273675e-07,8.210367339745653e-15,8.016613244208773e-06,9.202602722948431e-12,1.1813831985542165e-07,1.338607344676037e-09
4.875496814457281e-09,0.06210963536780779,0.0,0.0014855248907564079,0.031075110263184432,0.3193862801003146,0.3504747829263588,0.20700382466927092,0.09202617711677531,0.0,3.368311076197633e-23,1.819610549206965e-08,3.052717130058626e-23,0.0,5.635848465961417e-32,2.6172328490668302e-06,5.430632450084321e-26,1.1820998451362397e-24,3.8521767430869326e-41,3.215820542825835e-15,8.991976664315865e-21,9.542256894031717e-66,8.403544567516085e-16,2.2949612621646715e-45,1.0133946673365665e-23,4.361658463944029e-44,1.680142199775803e-08,1.303656640733936e-43,6.737342355421592e-08,1.2185326132049195e-05,1.454537068290377e-05,9.991017067412485e-06,2.548545011842761e-07,1.489073417995233e-06,3.0015650551732414e-09,1.420279555245634e-06,2.7700400131019015e-10,6.559596449384104e-06,1.7458830582516006e-06,2.549231331330491e-07,8.216510741516827e-15,8.022211636906171e-06,9.218185419755702e-12,1.1843558500420247e-07,1.3404256741806135e-09
4.879141385657683e-09,0.06210963536780779,0.0,0.0014854998768109304,0.031075110263184432,0.3193862680619069,0.3504747802549059,0.2070038187781453,0.09202618559669419,0.0,3.36943952918023e-23,1.820970745412099e-08,3.0620170854518876e-23,0.0,5.660781689198605e-32,2.621391477323632e-06,5.446519377497353e-26,1.1838676880919766e-24,3.860821380387715e-41,3.220532503060773e-15,8.99869740522406e-21,9.577973201957188e-66,8.419565777085388e-16,2.300111275237151e-45,1.0163457383613996e-23,4.3809542341189315e-44,1.6812992973869977e-08,1.3075283419701531e-43,6.7371959740593e-08,1.2188807391253141e-05,1.4549974544951867e-05,9.993674918378783e-06,2.548501586669074e-07,1.4890939739204012e-06,3.0008206027713927e-09,1.420511114282426e-06,2.774078147666395e-10,6.56588918486521e-06,1.7478931330669882e-06,2.547502637925131e-07,8.22265414771725e-15,8.027809331324013e-06,9.233780659014443e-12,1.1873334311599205e-07,1.3422451166060157e-09
4.882785956858085e-09,0.06210963536780779,0.0,0.001485474875817176,0.031075110263184432,0.3193862560279293,0.35047477758710227,0.2070038128872226,0.09202619407685325,0.0,3.370566663244319e-23,1.8223309416068705e-08,3.071341561076273e-23,0.0,5.685806176974647e-32,2.625552736438727e-06,5.462440579206474e-26,1.1856368518021392e-24,3.8694789399529705e-41,3.2252477498294014e-15,9.005418144619977e-21,9.613796373959116e-66,8.43561480312065e-16,2.305268986459032e-45,1.0193031258972528e-23,4.4003206317209983e-44,1.6824562552000277e-08,1.3114086109396455e-43,6.737049704400661e-08,1.21922843164123e-05,1.4554573391741744e-05,9.996329120052875e-06,2.548458184214389e-07,1.489114413665768e-06,3.0000771058941372e-09,1.4207421059423044e-06,2.778119070895785e-10,6.5721819448503085e-06,1.7499037694348866e-06,2.545777396774719e-07,8.22879755835551e-15,8.033406327195187e-06,9.249388296731492e-12,1.1903159456431722e-07,1.3440656718000317e-09
4.886430528058487e-09,0.06210963536780779,0.0,0.0014854498877606885,0.031075110263184432,0.31938624399837673,0.35047477492294316,0.20700380699650273,0.09202620255725147,0.0,3.371692482291163e-23,1.8236911377912936e-08,3.080690613503544e-23,0.0,5.71092219327801e-32,2.6297166243761662e-06,5.478396102395862e-26,1.1874073362663591e-24,3.8781494314308737e-41,3.229966282721481e-15,9.012138882503624e-21,9.649726649646485e-66,8.451691682281361e-16,2.310434401577533e-45,1.0222668384919414e-23,4.4197578610355415e-44,1.683613073231824e-08,1.3152974600750922e-43,6.736903546269124e-08,1.2195756912928044e-05,1.4559167228623902e-05,9.998979677223554e-06,2.5484148044535726e-07,1.4891347375743849e-06,2.999334562899274e-09,1.4209725315281105e-06,2.7821627824662967e-10,6.578474728669493e-06,1.7519149661198878e-06,2.5440555986235693e-07,8.234940973440202e-15,8.039002624252582e-06,9.265008469250764e-12,1.1933033972231183e-07,1.3458873396105128e-09
4.8900750992588894e-09,0.06210963536780779,0.0,0.0014854249126270225,0.031075110263184432,0.319386231973244,0.3504747722624238,0.2070038011059856,0.09202621103788793,0.0,3.372816990208602e-23,1.8250513339653815e-08,3.090064299413341e-23,0.0,5.736130002655801e-32,2.6338831391003465e-06,5.494385994275988e-26,1.1891791414842683e-24,3.8868328644695917e-41,3.23468810132662e-15,9.018859618875004e-21,9.6857642689861e-66,8.467796451238135e-16,2.3156075263398688e-45,1.0252368846977146e-23,4.43926612678014e-44,1.684769751499315e-08,1.3191949018175366e-43,6.736757499488397e-08,1.2199225186194815e-05,1.456375606094898e-05,1.0001626594673364e-05,2.548371447361508e-07,1.4891549459879593e-06,2.998592972145357e-09,1.4212023923398705e-06,2.7862092820541984e-10,6.584767535655303e-06,1.7539267218888625e-06,2.542337234243167e-07,8.241084392979933e-15,8.044598222229072e-06,9.280641036968745e-12,1.1962957896327302e-07,1.347710119885375e-09
4.8937196704592915e-09,0.06210963536780779,0.0,0.0014853999504017422,0.031075110263184432,0.3193862199525261,0.35047476960553925,0.20700379521567105,0.09202621951876158,0.0,3.3739401908711006e-23,1.8264115301291503e-08,3.0994626755933183e-23,0.0,5.761429870214506e-32,2.638052278576016e-06,5.5104103020836e-26,1.1909522674554986e-24,3.895529248717282e-41,3.239413205234268e-15,9.025580353734129e-21,9.72190947230288e-66,8.483929146672673e-16,2.320788366493249e-45,1.0282132730712518e-23,4.4588456341052043e-44,1.6859262900194283e-08,1.323100948616385e-43,6.736611563882447e-08,1.2202689141600132e-05,1.4568339894067197e-05,1.0004269877178593e-05,2.548328112913094e-07,1.4891750392468608e-06,2.997852331994303e-09,1.4214316896748027e-06,2.7902585693357936e-10,6.5910603651427145e-06,1.7559390355109612e-06,2.540622294432067e-07,8.247227816983323e-15,8.050193120857536e-06,9.296286131838475e-12,1.1992931266011372e-07,1.349534012472596e-09
4.897364241659694e-09,0.06210963536780779,0.0,0.0014853750010704221,0.031075110263184432,0.31938620793621786,0.3504747669522849,0.20700378932555902,0.09202622799987151,0.0,3.37506208813981e-23,1.8277717262826127e-08,3.1088857989392665e-23,0.0,5.786822061620729e-32,2.6422240407682846e-06,5.526469073081707e-26,1.1927267141796828e-24,3.904238593822099e-41,3.2441415940337164e-15,9.032301087081004e-21,9.758162500280114e-66,8.5000898052777365e-16,2.3259769277848808e-45,1.0311960121736587e-23,4.4784965885945543e-44,1.687082688809089e-08,1.3270156129294041e-43,6.736465739275509e-08,1.220614878452461e-05,1.4572918733328859e-05,1.000690952950929e-05,2.548284801083247e-07,1.4891950176901236e-06,2.997112640808583e-09,1.421660424827317e-06,2.794310643987428e-10,6.597353216469127e-06,1.7579519057576124e-06,2.5389107700158744e-07,8.253371245459003e-15,8.055787319870848e-06,9.311943618640944e-12,1.202295411859012e-07,1.351359017220219e-09
4.901008812860096e-09,0.06210963536780779,0.0,0.0014853500646186465,0.031075110263184432,0.3193861959243141,0.35047476430265606,0.20700378343564943,0.09202623648121672,0.0,3.376182685862618e-23,1.8291319224257823e-08,3.118333726455252e-23,0.0,5.812306843101909e-32,2.646398423642625e-06,5.542562354559581e-26,1.1945024816564524e-24,3.9129609094321893e-41,3.248873267314102e-15,9.039021818915633e-21,9.794523593959723e-66,8.516278463757118e-16,2.3311732159619642e-45,1.0341851105704659e-23,4.498219196265982e-44,1.68823894788522e-08,1.3309389072227213e-43,6.736320025492078e-08,1.2209604120341972e-05,1.4577492584083814e-05,1.0009545556429268e-05,2.5482415118469016e-07,1.4892148816554537e-06,2.996373896954275e-09,1.421888599089024e-06,2.7983655056854835e-10,6.603646088974345e-06,1.7599653314025213e-06,2.5372026518471537e-07,8.259514678415617e-15,8.061380819001877e-06,9.327613624947724e-12,1.2053026491332742e-07,1.3531851339763482e-09
4.904653384060498e-09,0.06210963536780779,0.0,0.0014853251410320099,0.031075110263184432,0.3193861839168097,0.3504747616566478,0.20700377754594212,0.09202624496279628,0.0,3.3773019878742036e-23,1.8304921185586744e-08,3.1278065152537433e-23,0.0,5.83788448144709e-32,2.6505754251648853e-06,5.55869019383272e-26,1.1962795698854397e-24,3.9216962051956945e-41,3.2536082246644043e-15,9.045742549238025e-21,9.83099299474253e-66,8.532495158825609e-16,2.3363772367716966e-45,1.0371805768316257e-23,4.518013663571828e-44,1.6893950672647418e-08,1.3348708439708194e-43,6.73617442235691e-08,1.2213055154419045e-05,1.4582061451681953e-05,1.0012177962696114e-05,2.5481982451790066e-07,1.48923463147923e-06,2.99563609879782e-09,1.4221162137487366e-06,2.8024231541063844e-10,6.609938982000583e-06,1.7619793112216705e-06,2.5354979308053947e-07,8.26565811586181e-15,8.066973617983478e-06,9.343296019910638e-12,1.2083148421522997e-07,1.3550123625891525e-09
4.9082979552609e-09,0.06210963536780779,0.0,0.0014853002302961178,0.031075110263184432,0.3193861719136996,0.35047475901425545,0.20700377165643702,0.09202625344460919,0.0,3.378419997996087e-23,1.8318523146813025e-08,3.1373042225557473e-23,0.0,5.863555244007638e-32,2.654755043301292e-06,5.574852638242861e-26,1.1980579788662763e-24,3.9304444907607453e-41,3.2583464656734447e-15,9.052463278048186e-21,9.86757094438853e-66,8.548739927208974e-16,2.341588995961272e-45,1.0401824195315084e-23,4.537880197399555e-44,1.6905510469645728e-08,1.3388114356565385e-43,6.736028929695026e-08,1.221650189211579e-05,1.4586625341472658e-05,1.0014806753061204e-05,2.5481550010545315e-07,1.4892542674965126e-06,2.9948992447094982e-09,1.4223432700924754e-06,2.8064835889265904e-10,6.6162318948924374e-06,1.7639938439933157e-06,2.533796597796932e-07,8.271801557806253e-15,8.07256571654852e-06,9.35899092673756e-12,1.211331994640797e-07,1.3568407029068633e-09
4.911942526461302e-09,0.06210963536780779,0.0,0.0014852753323965858,0.031075110263184432,0.31938615991497865,0.3504747563754743,0.207003765767134,0.09202626192665449,0.0,3.3795367200366934e-23,1.8332125107936798e-08,3.146826905690934e-23,0.0,5.889319398697984e-32,2.658937276018457e-06,5.591049735157944e-26,1.1998377085985951e-24,3.9392057757754707e-41,3.2630879899298883e-15,9.059184005346126e-21,9.904257685017153e-66,8.565012805643918e-16,2.3468084992778778e-45,1.0431906472489017e-23,4.557819005072309e-44,1.6917068870016297e-08,1.3427606947710726e-43,6.735883547331714e-08,1.2219944338785296e-05,1.4591184258805303e-05,1.0017431932269695e-05,2.548111779448462e-07,1.489273790041043e-06,2.994163333059778e-09,1.4225697694034747e-06,2.810546809822604e-10,6.622524826996886e-06,1.7660089284979896e-06,2.532098643754908e-07,8.277945004257618e-15,8.07815711442985e-06,9.374698218929316e-12,1.214354110324842e-07,1.3586701547777732e-09
4.915587097661704e-09,0.06210963536780779,0.0,0.0014852504473190386,0.031075110263184432,0.31938614792064185,0.35047475374029957,0.20700375987803302,0.09202627040893126,0.0,3.3806521577913943e-23,1.834572706895822e-08,3.1563746220977734e-23,0.0,5.915177213996365e-32,2.6631221212833847e-06,5.607281531972114e-26,1.2016187590820279e-24,3.9479800698879923e-41,3.267832797022244e-15,9.065904731131847e-21,9.941053459107538e-66,8.581313830878056e-16,2.352035752468698e-45,1.0462052685670055e-23,4.577830294349502e-44,1.6928625873928277e-08,1.3467186338139677e-43,6.735738275092516e-08,1.2223382499773808e-05,1.4595738209028724e-05,1.0020053505060551e-05,2.5480685803357975e-07,1.4892931994452527e-06,2.9934283622231767e-09,1.4227957129621833e-06,2.8146128164709645e-10,6.628817777663276e-06,1.7680245635184965e-06,2.530404059639187e-07,8.284088455224584e-15,8.083747811360328e-06,9.390418015355852e-12,1.2173811929269322e-07,1.360500718050239e-09
4.919231668862106e-09,0.06210963536780779,0.0,0.0014852255750491127,0.031075110263184432,0.31938613593068405,0.3504747511087265,0.2070037539891339,0.09202627889143847,0.0,3.381766315042567e-23,1.8359329029877418e-08,3.165947429323667e-23,0.0,5.941128958945564e-32,2.667309577063479e-06,5.6235480761057e-26,1.2034011303162075e-24,3.956767382746424e-41,3.2725808865388636e-15,9.072625455405361e-21,9.97795850949879e-66,8.597643039669892e-16,2.357270761280913e-45,1.0492262920734306e-23,4.597914273427377e-44,1.694018148155079e-08,1.3506852652931217e-43,6.735593112803246e-08,1.2226816380420713e-05,1.4600287197491692e-05,1.0022671476166534e-05,2.54802540369156e-07,1.4893124960402655e-06,2.9926943305742445e-09,1.4230211020462733e-06,2.8186816085482504e-10,6.635110746243304e-06,1.770040747839912e-06,2.5287128364363287e-07,8.290231910715854e-15,8.0893378070728e-06,9.406150193837355e-12,1.2204132461708472e-07,1.362332392572679e-09
4.9228762400625085e-09,0.06210963536780779,0.0,0.0014852007155724534,0.031075110263184432,0.31938612394510013,0.3504747484807504,0.20700374810043656,0.09202628737417522,0.0,3.3828791955596466e-23,1.8372930990694535e-08,3.175545385025074e-23,0.0,5.967174903153648e-32,2.6714996413265503e-06,5.639849415005208e-26,1.2051848223007652e-24,3.965567723998872e-41,3.277332258067941e-15,9.07934617816667e-21,1.0014973079390244e-65,8.614000468788779e-16,2.3625135314616983e-45,1.0522537263601947e-23,4.618071150939585e-44,1.6951735693052932e-08,1.3546606017247805e-43,6.735448060289976e-08,1.2230245986058574e-05,1.4604831229542396e-05,1.0025285850314235e-05,2.547982249490784e-07,1.489331680155902e-06,2.9919612364917742e-09,1.4232459379306405e-06,2.8227531857310803e-10,6.641403732091017e-06,1.772057480249585e-06,2.527024965159484e-07,8.296375370740137e-15,8.094927101300109e-06,9.421894868939177e-12,1.2234502737768696e-07,1.3641651781935729e-09
4.9265208112629106e-09,0.06210963536780779,0.0,0.001485175868874717,0.031075110263184432,0.3193861119638852,0.3504747458563665,0.20700374221194096,0.09202629585714053,0.0,3.383990803099177e-23,1.8386532951409718e-08,3.185168546967651e-23,0.0,5.993315316794705e-32,2.675692312040819e-06,5.656185596143302e-26,1.2069698350353343e-24,3.9743811032934385e-41,3.282086911197516e-15,9.086066899415784e-21,1.0052097412341753e-65,8.630386155014895e-16,2.3677640687582256e-45,1.0552875800237218e-23,4.638301135957757e-44,1.696328850860379e-08,1.3586446556335387e-43,6.735303117379048e-08,1.2233671322013134e-05,1.4609370310528913e-05,1.0027896632224048e-05,2.5479391177085246e-07,1.4893507521206846e-06,2.9912290783544473e-09,1.4234702218874117e-06,2.826827547696109e-10,6.6476967345627985e-06,1.7740747595371325e-06,2.5253404368483847e-07,8.302518835306146e-15,8.100515693775098e-06,9.437651922763844e-12,1.2264922794664808e-07,1.3659990747614638e-09
4.930165382463313e-09,0.06210963536780779,0.0,0.0014851510349415708,0.031075110263184432,0.3193860999870341,0.35047474323557015,0.2070037363236469,0.09202630434033346,0.0,3.385101141404868e-23,1.8400134912023094e-08,3.194816973026373e-23,0.0,6.019550470609595e-32,2.6798875871749266e-06,5.672556667018791e-26,1.2087561685195464e-24,3.983207530278219e-41,3.2868448455154676e-15,9.092787619152707e-21,1.0089331752273928e-65,8.646800135139216e-16,2.3730223789176612e-45,1.0583278616648365e-23,4.658604437992071e-44,1.697483992837243e-08,1.3626374395523365e-43,6.735158283897062e-08,1.2237092393603315e-05,1.4613904445798707e-05,1.0030503826610214e-05,2.5478960083198514e-07,1.4893697122618417e-06,2.990497854545366e-09,1.4236939551859492e-06,2.830904694120035e-10,6.653989753017351e-06,1.7760925844944415e-06,2.5236592425692326e-07,8.308662304422609e-15,8.106103584230603e-06,9.453421465612731e-12,1.2295392669577512e-07,1.3678340821249548e-09
