Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659)
1.5371558890535347e-20,0.06662394546715897,0.0,0.0016542725659489717,0.031075110263184432,0.31940968187635504,0.3504847921395395,0.20701222018021487,0.09201819554070573,0.0,2.724530025504277e-57,3.9313054821938643e-19,2.0442614993258278e-55,0.0,2.41909164874023e-93,6.44653587966646e-40,1.2867018594555872e-66,5.438769833710167e-49,5.15865894145151e-72,4.755476270206575e-37,1.544709360557505e-30,3.706709869166992e-117,3.7047002573805575e-26,7.105258257472425e-76,2.2449073349721041e-63,1.3237848771257858e-104,3.9313054822090305e-19,4.499672562863205e-86,2.573698335447977e-16,8.797053236729466e-17,5.593723015717587e-17,6.988720733011859e-17,5.788690015989278e-17,2.815057035768807e-17,9.47716094319831e-22,4.0048944061395275e-28,1.077899036658469e-24,2.2267490817648623e-38,4.0048944060146008e-28,3.528049506050143e-30,1.040852006777108e-24,2.778571208258547e-17,2.031225856530183e-47
3.075647274101034e-20,0.06662394546715897,0.0,0.0016542725659483863,0.031075110263184432,0.31940968187635493,0.3504847921395394,0.20701222018021478,0.09201819554070546,0.0,2.181833711483713e-56,7.866026520844891e-19,1.6370671684905938e-54,0.0,7.751448265787499e-92,3.514135318021344e-39,1.031640578467391e-65,2.1769253178086324e-48,4.131111009658413e-71,1.9034298209646138e-36,3.090760779638517e-30,1.1879227246537708e-115,7.412619194398623e-26,5.689969223988207e-75,1.7974788669807702e-62,4.241778085430073e-103,7.86602652087467e-19,7.207854529871846e-85,5.149632710416513e-16,1.7601749438685868e-16,1.1192305912618836e-16,1.3983513334486686e-16,1.1582409299752637e-16,5.63255982044103e-17,1.896256368217556e-21,1.6030014680293351e-27,2.156734617151324e-24,1.7827532241100425e-37,1.6030014679293177e-27,1.4121397458681887e-29,2.0826083159058903e-24,5.55955646621756e-17,8.13019735764225e-47
6.152630044196034e-20,0.06662394546715897,0.0,0.0016542725659472153,0.031075110263184432,0.3194096818763547,0.35048479213953926,0.20701222018021462,0.09201819554070495,0.0,1.7463512775846073e-55,1.5735468598146935e-18,1.3103172465166978e-53,0.0,2.4825048321420725e-90,2.153427868847161e-38,8.280216628615232e-65,8.710536847773085e-48,3.306563168214591e-70,7.616198616008986e-36,6.1828636178005376e-30,3.804196023705908e-114,1.4828457068448807e-25,4.5542815529107856e-74,1.4388302971536184e-61,1.3584860705782776e-101,1.5735468598204255e-18,1.1539274384970764e-83,1.0301501416423265e-15,3.521114184191935e-16,2.23894717070124e-16,2.7973098537091775e-16,2.3169847859957253e-16,1.1267565389660483e-16,3.793339300887932e-21,6.414093877980807e-27,4.3144059421962256e-24,1.4267443942711918e-36,6.414093877180365e-27,5.650402439687866e-29,4.166120934163454e-24,1.1121526982127708e-16,3.253138591431e-46
1.2306595584386032e-19,0.06662394546715897,0.0,0.0016542725659448732,0.031075110263184432,0.31940968187635427,0.350484792139539,0.20701222018021428,0.09201819554070392,0.0,1.397434831823506e-54,3.1474352752751027e-18,1.0485192667298256e-52,0.0,7.94973675048019e-89,1.459461491909793e-37,6.663769252075102e-64,3.4847819352058727e-47,2.645920442351498e-69,3.046975383469119e-35,1.236706929412457e-29,1.2177978504974128e-112,2.9660132816605407e-25,3.644347937129421e-73,1.151764398661524e-60,4.350286170412557e-100,3.1474352752856652e-18,1.8468206483781287e-82,2.06052386527155e-15,7.042992664566902e-16,4.478380329816379e-16,5.595226894092373e-16,4.634472495107812e-16,2.253757652759942e-16,7.58751470572817e-21,2.566055211709732e-26,8.629749248522797e-24,1.1416122875888061e-35,2.566055211069256e-26,2.260532155727175e-28,8.333146170678579e-24,2.2245468013916487e-16,1.3014682896040802e-45
2.461452666476603e-19,0.06662394546715897,0.0,0.0016542725659401893,0.031075110263184432,0.3194096818763533,0.3504847921395384,0.2070122201802136,0.09201819554070187,0.0,1.1180894066408502e-53,6.295212106195914e-18,8.389216141586051e-52,0.0,2.5464019057244154e-87,1.0622311383590603e-36,5.392868045309953e-63,1.3940262213805574e-46,2.117004349710732e-68,1.2188893478617042e-34,2.4735480646772593e-29,3.897681473813631e-111,5.932348431314349e-25,2.915847472687314e-72,9.22269565155375e-60,1.393452001060588e-98,6.295212106213432e-18,2.9553425051608575e-81,4.121271242241487e-15,1.4086749624229908e-15,8.957246648992363e-16,1.1191060974307466e-15,9.269447901616632e-16,4.507759880147737e-16,1.51759036734049e-20,1.0265056226203015e-25,1.7260438486123005e-23,9.133765479805368e-35,1.0265056221078706e-25,9.04289052463798e-28,1.6667196643708815e-23,4.449335007736797e-16,5.206313158653701e-45
4.923038882552602e-19,0.06662394546715897,0.0,0.0016542725659308213,0.031075110263184432,0.3194096818763515,0.3504847921395373,0.20701222018021223,0.09201819554069775,0.0,8.94528145241476e-53,1.2590765768037517e-17,6.711797742344854e-51,0.0,8.162516260960806e-86,8.076445416755594e-36,4.412658241239088e-62,5.576331788197431e-46,1.6937106846440086e-67,4.875755787435162e-34,4.947230335206848e-29,1.2473746204243957e-109,1.1865018730711924e-24,2.3328256363561742e-71,7.390836285025453e-59,4.4667237124435904e-97,1.2590765768058116e-17,4.728891610576874e-80,8.242765715027345e-15,2.8174263539208225e-15,1.791497929112716e-15,2.2382729132532472e-15,1.853939866777287e-15,9.015764334123362e-16,3.0352834240729607e-20,4.1061895713746013e-25,3.452182746111168e-23,7.307359270444916e-34,4.1061895672749853e-25,3.6173241871353234e-27,3.333529758976925e-23,8.898911420376675e-16,2.082636067380498e-44
9.846211314704602e-19,0.06662394546715897,0.0,0.0016542725659120855,0.031075110263184432,0.3194096818763478,0.35048479213953504,0.20701222018020948,0.0920181955406895,0.0,7.156451648558935e-52,2.518187309172064e-17,5.36960813076643e-50,0.0,2.620683488282402e-84,6.292584567265505e-35,3.687268496068763e-61,2.230578096621814e-45,1.3550114309740723e-66,1.9503419948591796e-33,9.89459487626596e-29,3.9917852734039484e-108,2.373035932986691e-24,1.866319574169993e-70,5.932537033590873e-58,1.4341003407949496e-95,2.5181873091704087e-17,7.566501469962743e-79,1.6485753535983144e-14,5.63492913517741e-15,3.583044459052804e-15,4.476606544016176e-15,3.707930001263972e-15,1.803177323887475e-15,6.070730590315513e-20,1.6425092445807398e-24,6.904464741024205e-23,5.84602616899852e-33,1.6425092413008854e-24,1.446975744187136e-26,6.667149948188992e-23,1.779806424545473e-15,8.331130522034844e-44
1.96925561790086e-18,0.06662394546715897,0.0,0.0016542725658746137,0.031075110263184432,0.31940968187634033,0.35048479213953054,0.207012220180204,0.09201819554067302,0.0,5.725251914880328e-51,5.036408773908657e-17,4.295754480524928e-49,0.0,8.441246528334215e-83,4.966636896054009e-34,3.2011457648136866e-60,8.922403149980124e-45,1.0840262983445256e-65,7.80144733976178e-33,1.978932395838392e-28,1.2774011263733436e-106,4.74610405296162e-24,1.4930792857304916e-69,4.777650583962441e-57,4.619249534450006e-94,5.036408773882245e-17,1.210662227064666e-77,3.297172467943239e-14,1.126993469073427e-14,7.166137524985505e-15,8.953273802013744e-15,7.415910195259094e-15,3.606379103557809e-15,1.2141869133825737e-19,6.57010380503791e-24,1.3809045530511497e-22,4.6768764278701676e-32,6.570103778797989e-24,5.788094902728572e-26,1.3334390326613048e-22,3.559636989480404e-15,3.333152749864032e-43
3.9385245907616595e-18,0.06662394546715897,0.0,0.0016542725657996702,0.031075110263184432,0.31940968187632546,0.35048479213952155,0.20701222018019302,0.09201819554064004,0.0,4.58023777059389e-50,1.0072851703381713e-16,3.4366307751814226e-48,0.0,2.7363598160532766e-81,3.946336814288483e-33,2.963007729170061e-59,3.568979412770846e-44,8.672279001541098e-65,3.120594807919116e-32,3.9578782122618783e-28,4.0877313472466335e-105,9.492240293487212e-24,1.1944728792143323e-68,3.872646856734371e-56,1.4973998821364518e-92,1.0072851703236483e-16,1.937077156907162e-76,6.594364897249104e-14,2.2539945774022742e-14,1.4332323681061004e-14,1.7906608303895718e-14,1.483187028333636e-14,7.212782657778698e-15,2.4285123064239574e-19,2.6280548826641806e-23,2.7618274308130946e-22,3.7415233249146294e-31,2.62805486167308e-23,2.3153561757178483e-25,2.6668871083460854e-22,7.119298119027553e-15,1.3343343673032355e-42
7.877062536483258e-18,0.06662394546715897,0.0,0.001654272565649783,0.031075110263184432,0.3194096818762957,0.35048479213950356,0.20701222018017107,0.0920181955405741,0.0,3.664204712006061e-49,2.0145737562327311e-16,2.7493154967941287e-47,0.0,8.981258034963929e-80,3.146280307819764e-32,3.0137365982702428e-58,1.4275953956717252e-43,6.937850647250619e-64,1.2482410974805924e-31,7.915769845108431e-28,1.3080816700259812e-103,1.8984512776841316e-23,9.55582083637723e-68,3.178932851757338e-55,4.914748344253371e-91,2.0145737561667232e-16,3.099337525773223e-75,1.3188742558332774e-13,4.50799678292987e-14,2.8664696090052437e-14,3.581327725120704e-14,2.966378925983909e-14,1.442558974574136e-14,4.857553829307488e-19,1.0512246213987209e-22,5.523700065794927e-22,2.9932275096485313e-30,1.0512246046058871e-22,9.262299766352235e-25,5.333783259715524e-22,1.4238620376830985e-14,5.354413830749236e-42
1.5754138427926456e-17,0.06662394546715897,0.0,0.001654272565350009,0.031075110263184432,0.3194096818762362,0.35048479213946754,0.20701222018012716,0.0920181955404422,0.0,2.9313695678279677e-48,4.029150928021643e-16,2.199456748587852e-46,0.0,3.017923080652684e-78,2.5127086039760766e-31,3.44031179308217e-57,5.7103888438181395e-43,5.550291496227408e-63,4.992970737779341e-31,1.5831553110799856e-27,4.185873566373842e-102,3.7969057752761236e-23,7.644671790193894e-67,2.6724401247423754e-54,1.6514726553386965e-89,4.029150927741779e-16,4.958951300297036e-74,2.6377469090450705e-13,9.016001149464668e-14,5.732944129539752e-14,7.162661492001913e-14,5.932762241423807e-14,2.885120383975025e-14,9.717199817814965e-19,4.2049037918452615e-22,1.1047552853590362e-21,2.394585510235497e-29,4.2049036575024893e-22,3.7056058252211395e-24,1.0667575562453912e-21,2.8477264887274404e-14,2.1690683462426553e-41
2.3631214319369654e-17,0.06662394546715897,0.0,0.0016542725650502356,0.031075110263184432,0.3194096818761767,0.3504847921394315,0.20701222018008325,0.09201819554031031,0.0,8.702508296743595e-48,6.043728099810348e-16,6.529640894203324e-46,0.0,1.4414501334530993e-77,7.455962374638036e-31,1.1799284867453835e-56,1.2134580831317623e-42,1.6477437142478519e-62,1.061006678432049e-30,2.37473363764896e-27,2.002598327427633e-101,5.695360273789285e-23,2.269513213556721e-66,7.88797063567673e-54,7.88791965385997e-89,6.043728099205743e-16,1.8906011812453438e-73,3.9566166832581943e-13,1.3524005471479074e-13,8.599418688810487e-14,1.0743995236302072e-13,8.89914507700314e-14,4.3276817851842694e-14,1.4578408744581384e-18,8.935423839666852e-22,1.6571513159217557e-21,6.847020470042453e-29,8.935423455635893e-22,7.875415845426254e-24,1.6001367865191812e-21,4.271590939255439e-14,4.670697382856121e-41
3.150829021081285e-17,0.06662394546715897,0.0,0.0016542725647504621,0.031075110263184432,0.3194096818761172,0.3504847921393955,0.20701222018003934,0.09201819554017844,0.0,1.896231338059716e-47,8.058305271598846e-16,1.422774821908835e-45,0.0,4.7629328033447016e-77,1.6241811351639802e-30,2.9450358758127972e-56,2.070017135816611e-42,3.5903479336143006e-62,1.809952923642505e-30,3.1663119642177662e-27,6.62791263032846e-101,7.593814773223618e-23,4.945151364344949e-66,1.721106971469288e-53,2.6063749793209987e-88,8.058305270558614e-16,5.086803709986452e-73,5.275483578478947e-13,1.803200974897309e-13,1.1465893286817533e-13,1.432532895802118e-13,1.186552743272198e-13,5.77024317820187e-14,1.9441180605162653e-18,1.5242784738146704e-21,2.2095580982676507e-21,1.444235207607796e-28,1.5242783928115033e-21,1.3436107077143654e-23,2.133516016792922e-21,5.695455389267094e-14,8.104314257709641e-41
4.726244199369925e-17,0.06662394546715897,0.0,0.0016542725641509161,0.031075110263184432,0.31940968187599816,0.35048479213932343,0.20701222017995152,0.09201819553991467,0.0,5.504176358027344e-47,1.2087459615175358e-15,4.129877712300906e-45,0.0,2.806195559704478e-76,4.7131947806333826e-30,1.0817250767969751e-55,4.2857083677666625e-42,1.0421675782191419e-61,3.747278345770737e-30,4.749468617354984e-27,3.867177634205151e-100,1.1390723774254214e-22,1.4354253450077881e-65,5.049242849932406e-53,1.5356040853474544e-87,1.2087459613003628e-15,2.0574456005656046e-72,7.913210612121136e-13,2.704801819947449e-13,1.719884257374359e-13,2.1487996348463048e-13,1.779829101795671e-13,8.655365945011787e-14,2.9170392422482052e-18,3.155825538690815e-21,3.3143968967362806e-21,3.9446550472212823e-28,3.1558253174232443e-21,2.782318931862157e-23,3.200274477340289e-21,8.54318428807858e-14,1.7516152004771016e-40
6.301659377658564e-17,0.06662394546715897,0.0,0.0016542725635513712,0.031075110263184432,0.31940968187587915,0.3504847921392514,0.2070122201798637,0.09201819553965089,0.0,1.2037015012538029e-46,1.6116613958751102e-15,9.031578351558737e-45,0.0,9.39376132506629e-76,1.0305650957370487e-29,2.789801829457734e-55,7.288868217098235e-42,2.279103351459203e-61,6.373139673909465e-30,6.3326252704915854e-27,1.2866570691524371e-99,1.518763277867228e-22,3.1391138843207567e-65,1.1225992647430654e-52,5.140438779162078e-87,1.6116613955040111e-15,5.573055596115408e-72,1.0550927058733764e-12,3.6064026486258547e-13,2.293179200311727e-13,2.8650663655866335e-13,2.3731052838573923e-13,1.154048868169811e-13,3.890535166779689e-18,5.367233201154379e-21,4.419275233346341e-21,8.253538735764572e-28,5.3672327381762004e-21,4.7328751425538714e-23,4.267032937887476e-21,1.1390913184991289e-13,3.1312737245065106e-40
7.877074555947205e-17,0.06662394546715897,0.0,0.0016542725629518273,0.031075110263184432,0.31940968187576013,0.3504847921391793,0.20701222017977589,0.09201819553938712,0.0,2.258308088530342e-46,2.0145768302326034e-15,1.6944472054536207e-44,0.0,2.5660595838580667e-75,1.9332885061486518e-29,6.0643272088303805e-55,1.1135744442192942e-41,4.275908543634036e-61,9.73671804374845e-30,7.915781923627522e-27,3.469297942745742e-99,1.898454178671978e-22,5.889405528192977e-65,2.1674477825893396e-52,1.40419280820213e-86,2.0145768296638887e-15,1.251969863997444e-71,1.3188632162142444e-12,4.508003459763117e-13,2.8664741585113703e-13,3.581333087429974e-13,2.966381276853003e-13,1.4425611386109155e-13,4.864646884184832e-18,8.199920057420774e-21,5.5241959322507866e-21,1.5025252935040729e-27,8.199919214579744e-21,7.2321387159751e-23,5.33379139843447e-21,1.42386420798696e-13,5.077898728520562e-40
1.1027904912524484e-16,0.06662394546715897,0.0,0.001654272561752743,0.031075110263184432,0.3194096818755221,0.3504847921390353,0.20701222017960028,0.09201819553885958,0.0,6.179143262876259e-46,2.8204076989473405e-15,4.636316938097137e-44,0.0,1.668481816604947e-74,5.289145396175648e-29,2.244375683729029e-54,2.141364337903294e-41,1.1699666491146029e-60,1.8723365002691493e-29,1.1082095229897369e-26,2.045277369466835e-98,2.6578359813931064e-22,1.61144888408683e-64,6.5306267302102615e-52,9.130182346228864e-86,2.8204076978495818e-15,4.854978386164483e-71,1.8464007627118482e-12,6.311205028312387e-13,4.013064121656383e-13,5.013866503866831e-13,4.152932683770211e-13,2.0195856696078083e-13,6.814756357931249e-18,1.5768156378456016e-20,7.734167077895948e-21,3.96711019326398e-27,1.5768154153095544e-20,1.3913279552938437e-22,7.467308319527866e-21,1.9934099863395263e-13,1.1561344476152515e-39
1.4178735269101763e-16,0.06662394546715897,0.0,0.0016542725605536636,0.031075110263184432,0.31940968187528407,0.3504847921388912,0.20701222017942467,0.09201819553833204,0.0,1.302638671915079e-45,3.626238567661747e-15,9.773920891960438e-44,0.0,6.0263570604010196e-74,1.1149404790824303e-28,5.837556180218855e-54,3.511832171192917e-41,2.4664322174620007e-60,3.070627187253321e-29,1.4248408536164524e-26,6.898467274743284e-98,3.4172177855883404e-22,3.39713054856091e-64,1.502732321236995e-51,3.297704755083111e-85,3.626238565857498e-15,1.291863896882798e-70,2.373933702196517e-12,8.114406525617789e-13,5.15965414679005e-13,6.446399884168306e-13,5.339483322790522e-13,2.596610187496004e-13,8.767366847895827e-18,2.5859736531440013e-20,9.944310279271793e-21,8.224812969402276e-27,2.5859731917727792e-20,2.2827522553412984e-22,9.600825240620479e-21,2.56295576386582e-13,2.2599348229821632e-39
2.0480395982256321e-16,0.06662394546715897,0.0,0.0016542725581555188,0.031075110263184432,0.319409681874808,0.3504847921386031,0.20701222017907345,0.09201819553727698,0.0,3.97345236345312e-45,5.237900305089563e-15,2.981349315700946e-43,0.0,4.9812401077173094e-73,3.400655278177095e-28,2.546410738675943e-53,7.280657194397631e-41,7.523383985949726e-60,6.365960219410843e-29,2.058103514869077e-26,4.719220516751054e-97,4.935981398400504e-22,1.0362302838193924e-63,5.510581634610998e-51,2.725788837801029e-84,5.237900301340076e-15,5.7904375224852264e-70,3.428985762276711e-12,1.1720809306527077e-12,7.452834382998724e-13,9.311466536380367e-13,7.712582297466746e-13,3.7506591839518375e-13,1.2680089674778027e-17,5.3611863687710186e-20,1.4365112776682076e-20,2.471318440112879e-26,5.3611849824854915e-20,4.7369133721198815e-22,1.3867859082803357e-20,3.702047316439958e-13,6.970267754751018e-39
3.308371740856544e-16,0.06662394546715897,0.0,0.0016542725533592849,0.031075110263184432,0.31940968187385593,0.35048479213802686,0.207012220178371,0.09201819553516692,0.0,1.7241150412448592e-44,8.461223779941222e-15,1.2936330288482376e-42,0.0,8.641744303769177e-72,1.4754779621570372e-27,1.8060567598229087e-52,1.8929832564516505e-40,3.264460802531376e-59,1.6551604832559335e-28,3.324628837371098e-26,5.947070764045927e-96,7.973508641711484e-22,4.4962920279498074e-63,3.2625878030952235e-50,4.7288279902783714e-83,8.46122377017223e-15,4.202846821881655e-69,5.539034608645202e-12,1.893361401354653e-12,1.2039195599185344e-12,1.5041599407244485e-12,1.2458771033450114e-12,6.058757019582571e-13,2.05355415354004e-17,1.3939174333263946e-19,2.3208782134017283e-20,1.062499249423598e-25,1.3939168373189666e-19,1.233994748343627e-21,2.2401926767159706e-20,5.980230411674613e-13,3.793132901490817e-38
