Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208)
0.0,0.07865737607768974,0.0,0.0019530626480090362,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3736586172895928e-23,0.07865737607768974,0.0,0.0019530626480090357,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.0698108935489925e-61,1.7982110546964323e-20,2.1396057386760543e-61,0.0,-5.782786705506174e-130,1.0088809008027051e-58,6.099408677659319e-96,7.568232503230297e-51,6.251805604384617e-74,5.6574814691363896e-67,5.5517253765687565e-30,-1.539668111150774e-117,2.986795394307631e-39,5.681648930507238e-77,1.0970712820165636e-96,-1.7825360279654486e-130,1.7982110552516047e-20,1.2645614918410878e-95,2.499039369153249e-19,8.541864447076346e-20,3.8865626324605547e-56,6.78598884798551e-20
3.84624412841086e-23,0.07865737607768974,0.0,0.001953062648009035,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.6166982391249077e-60,5.0349909531500113e-20,3.233372225875099e-60,0.0,1.1164716425121736e-128,6.0936407649686965e-58,1.7201319100595258e-94,4.5712124319511e-50,9.447728629346429e-73,8.549585906689569e-66,1.554483105439252e-29,-1.4311492895159992e-117,8.363027104061369e-39,8.586107863783216e-76,3.094494133636624e-95,-1.5480763664294554e-130,5.034990954704493e-20,3.566265736831247e-94,6.997310233586108e-19,2.3917220451812654e-19,2.3474838300061744e-55,1.90007687743582e-19
8.791415150653395e-23,0.07865737607768974,0.0,0.0019530626480090336,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.7391701926517645e-59,1.150855075005717e-19,3.478314295705545e-59,0.0,1.178954515470619e-126,2.933825842168506e-57,3.7416635689128878e-93,2.200842011939371e-49,1.016343533493644e-71,9.197254372312378e-65,3.5531042410040046e-29,3.905517970719102e-117,1.9115490523568844e-38,9.236543033347787e-75,6.731701243306312e-94,2.1766253976080698e-129,1.150855075361027e-19,7.757406947487032e-93,1.599385196227986e-18,5.466793246128081e-19,1.1302124135195285e-54,4.343032862709865e-19
1.8681757195138463e-22,0.07865737607768974,0.0,0.0019530626480090308,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.5985970397828337e-58,2.4455670343871483e-19,3.19717009873028e-58,0.0,9.319875949955407e-125,1.2812789310865453e-56,6.936416911057766e-92,9.611655279102479e-49,9.341948078520266e-71,8.453861315027952e-64,7.55034651213351e-29,2.1238147512650912e-115,4.0620417362583793e-38,8.489974363879075e-74,1.2481160384518608e-92,1.858651921488208e-127,2.445567035142182e-19,1.4380925106155282e-91,3.3986935418979507e-18,1.161693564801993e-18,4.935934543224896e-54,9.228944833255983e-19
3.84624412841086e-22,0.07865737607768974,0.0,0.001953062648009025,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070598,0.0,1.36763342379429e-57,5.034990953150011e-19,2.7352463314790233e-57,0.0,6.60732823863898e-123,5.349088212567336e-56,1.1921939544395104e-90,4.012676873212704e-48,7.992233262978403e-70,7.232456339323539e-63,1.554483105439252e-28,7.556434378887097e-114,8.363027104061367e-38,7.263351812973905e-73,2.1457828490188898e-91,1.31858416355694e-125,5.034990954704493e-19,2.471713591523753e-90,6.997310232962736e-18,2.3917220451796485e-18,2.0606555077305764e-53,1.9000768774340333e-18
7.802380946204887e-22,0.07865737607768974,0.0,0.0019530626480090132,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070596,0.0,1.130785762231264e-56,1.0213838790675737e-18,2.2615545613464038e-56,0.0,4.448757393903476e-121,2.1852778028894002e-55,1.9759777393421025e-89,1.6393094331296955e-47,6.608133016467972e-69,5.979934763340414e-62,3.153380013891054e-28,2.5391446422060985e-112,1.6964997839667337e-37,6.005479738419023e-72,3.5584341713760367e-90,8.873584350222961e-124,1.0213838793829114e-18,4.096684011052813e-89,1.4194543613991728e-17,4.8517790059321055e-18,8.418450124414773e-53,3.85444166564775e-18
1.5714654581792942e-21,0.07865737607768974,0.0,0.00195306264800899,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070595,0.0,9.195362022318616e-56,2.0571534465727186e-18,1.8390586103394073e-55,0.0,2.9220478712343116e-119,8.83324818942035e-55,3.2173795299876867e-88,6.626350831738281e-47,5.3736240238959165e-68,4.862783637304699e-61,6.351173830794658e-28,8.32371698796816e-111,3.4168939310879263e-37,4.883556386798866e-71,5.8003586909269666e-89,5.822284405070221e-122,2.0571534472078356e-18,6.670387915979759e-88,2.858901037164741e-17,9.7718929274256e-18,3.402872139725502e-52,7.763171242062566e-18
3.1539201852969054e-21,0.07865737607768974,0.0,0.0019530626480089436,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070592,0.0,7.416392595866123e-55,4.128692581583009e-18,1.4832673937122375e-54,0.0,1.8974032565789044e-117,3.5518150030901324e-54,5.192902334324906e-87,2.664426525692238e-46,4.334022448171171e-67,3.922011169921405e-60,1.2746761464601866e-27,2.695775323907149e-109,6.857682225330305e-37,3.9387651449330254e-70,9.382368246199949e-88,3.7727536589961035e-120,4.128692582857685e-18,1.076603298937122e-86,5.737794386934955e-17,1.961212077036691e-17,1.36827992100821e-51,1.5580630394841735e-17
6.318829639532127e-21,0.07865737607768974,0.0,0.0019530626480088508,0.031075110263184432,0.31940968187635516,0.35048479213953954,0.20701222018021495,0.09201819554070587,0.0,5.957249853730837e-54,8.271770851603589e-18,1.1914410341708739e-53,0.0,1.2269744782617159e-115,1.4244404899039274e-53,8.344979349671852e-86,1.0685542061915825e-45,3.4813225246227096e-66,3.1503726597979965e-59,2.553793673221628e-27,8.678332338731044e-108,1.3739258813815035e-36,3.163830363647581e-69,1.5143311665686821e-86,2.42954774552762e-118,8.271770854157383e-18,1.7300725991969823e-85,1.1495581079431695e-16,3.929257645606683e-17,5.487414461394795e-51,3.121554870019823e-17
